task,fold,seed,selected_epoch,inner_validation_subject_equal_BA,checkpoint_sha256
WBCIC_MI,1,2,17,0.8255340909090908,2944f35a764efc3731f753cb79061160ab0a03c58dada1856741fc9966620e57
WBCIC_MI,2,0,30,0.828,7b98d5d2b0dea3da4cfbb5c8fdb2c69fa94f389af580f0f6a745b3cf93be6dec
WBCIC_MI,2,1,16,0.842,6ca875401800e4ccd9903da547cb26b8a3e057bfadbaac5e79d223d0ad43ae2d
WBCIC_MI,2,2,10,0.825,23635e1994eb28e9dd9f8a49ac8e14d250bd51902ac28cba8c314d367cd5249f
WBCIC_MI,3,0,19,0.725,d53e9b3c4d93437e1a5da8ddd24b84def2be148ba8894db648b8fc725aadd6dc
WBCIC_MI,3,1,23,0.708,6e55d74f731c6729f92f0ec402c9d86e6a3858cc627bc502c7f9c074b2d10692
WBCIC_MI,3,2,10,0.716,f2d093b7de36301bc39d107ec0ad8fbe905ce5c464d7b8dda49122f6f962f23a
WBCIC_MI,4,0,26,0.7140000000000001,6ccffbedd1a46d167ac918ea5fa851a6264226f2873b0b3b7d5b9f2467614148
WBCIC_MI,4,1,14,0.7220000000000001,41fbc7971bfea0b08c77fcfc58d5c2c03606ac809b1805ac801574340ff77fc5
WBCIC_MI,4,2,18,0.725,197d1c60ce80abb37d5721e3d55461bf27c05fda89131186c0e3189282eb4fbd
