dataset,fold,seed,checkpoint_variant,subject_id,method,trials,BA,macro_F1,accuracy,non_deployable
OpenBMI,4,1,selected_best,21,LOGIT50,100,0.92,0.92,0.92,False
OpenBMI,4,1,selected_best,21,PROB50,100,0.92,0.92,0.92,False
OpenBMI,4,1,selected_best,44,EEGNet,100,0.6799999999999999,0.6767676767676768,0.68,False
OpenBMI,4,1,selected_best,44,LiteBN,100,0.8300000000000001,0.8260869565217391,0.83,False
OpenBMI,4,1,selected_best,44,LOGIT50,100,0.79,0.7837503861600247,0.79,False
OpenBMI,4,1,selected_best,44,PROB50,100,0.79,0.7837503861600247,0.79,False
OpenBMI,4,2,selected_best,9,EEGNet,100,0.6599999999999999,0.6578099838969405,0.66,False
OpenBMI,4,2,selected_best,9,LiteBN,100,0.74,0.7373737373737375,0.74,False
OpenBMI,4,2,selected_best,9,LOGIT50,100,0.72,0.7189883580891208,0.72,False
OpenBMI,4,2,selected_best,9,PROB50,100,0.72,0.7189883580891208,0.72,False
OpenBMI,4,2,selected_best,53,EEGNet,100,0.77,0.767182913250329,0.77,False
OpenBMI,4,2,selected_best,53,LiteBN,100,0.7,0.6782496782496783,0.7,False
OpenBMI,4,2,selected_best,53,LOGIT50,100,0.76,0.7519636213311285,0.76,False
OpenBMI,4,2,selected_best,53,PROB50,100,0.76,0.7519636213311285,0.76,False
OpenBMI,4,2,selected_best,7,EEGNet,100,0.69,0.6897207486738064,0.69,False
OpenBMI,4,2,selected_best,7,LiteBN,100,0.76,0.7596153846153846,0.76,False
OpenBMI,4,2,selected_best,7,LOGIT50,100,0.75,0.7497747973175859,0.75,False
OpenBMI,4,2,selected_best,7,PROB50,100,0.75,0.7497747973175859,0.75,False
OpenBMI,4,2,selected_best,20,EEGNet,100,0.86,0.8599439775910365,0.86,False
OpenBMI,4,2,selected_best,20,LiteBN,100,0.9,0.8999599839935974,0.9,False
OpenBMI,4,2,selected_best,20,LOGIT50,100,0.89,0.8899009108197378,0.89,False
OpenBMI,4,2,selected_best,20,PROB50,100,0.89,0.8899009108197378,0.89,False
OpenBMI,4,2,selected_best,41,EEGNet,100,0.79,0.7898108297467721,0.79,False
OpenBMI,4,2,selected_best,41,LiteBN,100,0.76,0.7584541062801933,0.76,False
OpenBMI,4,2,selected_best,41,LOGIT50,100,0.78,0.7799119647859143,0.78,False
OpenBMI,4,2,selected_best,41,PROB50,100,0.78,0.7799119647859143,0.78,False
OpenBMI,4,2,selected_best,46,EEGNet,100,0.6499999999999999,0.6395839769333744,0.65,False
OpenBMI,4,2,selected_best,46,LiteBN,100,0.66,0.6353496353496353,0.66,False
OpenBMI,4,2,selected_best,46,LOGIT50,100,0.67,0.6515679442508711,0.67,False
OpenBMI,4,2,selected_best,46,PROB50,100,0.67,0.6515679442508711,0.67,False
OpenBMI,4,2,selected_best,21,EEGNet,100,0.9,0.9,0.9,False
OpenBMI,4,2,selected_best,21,LiteBN,100,0.9199999999999999,0.9194847020933977,0.92,False
OpenBMI,4,2,selected_best,21,LOGIT50,100,0.94,0.9397832195905259,0.94,False
OpenBMI,4,2,selected_best,21,PROB50,100,0.94,0.9397832195905259,0.94,False
OpenBMI,4,2,selected_best,44,EEGNet,100,0.72,0.72,0.72,False
OpenBMI,4,2,selected_best,44,LiteBN,100,0.84,0.8368013055895553,0.84,False
OpenBMI,4,2,selected_best,44,LOGIT50,100,0.83,0.8279178054458953,0.83,False
OpenBMI,4,2,selected_best,44,PROB50,100,0.83,0.8279178054458953,0.83,False
WBCIC,0,0,selected_best,sub-6,EEGNet,200,0.9099999999999999,0.9097744360902256,0.91,False
WBCIC,0,0,selected_best,sub-6,LiteBN,200,0.935,0.934998374959374,0.935,False
WBCIC,0,0,selected_best,sub-6,LOGIT50,200,0.9299999999999999,0.9299719887955182,0.93,False
WBCIC,0,0,selected_best,sub-6,PROB50,200,0.9299999999999999,0.9299719887955182,0.93,False
WBCIC,0,0,selected_best,sub-22,EEGNet,200,0.72,0.7177134791813691,0.72,False
WBCIC,0,0,selected_best,sub-22,LiteBN,200,0.78,0.7794486215538847,0.78,False
WBCIC,0,0,selected_best,sub-22,LOGIT50,200,0.765,0.7628598097832942,0.765,False
WBCIC,0,0,selected_best,sub-22,PROB50,200,0.765,0.7628598097832942,0.765,False
WBCIC,0,0,selected_best,sub-44,EEGNet,200,0.77,0.7685185185185186,0.77,False
WBCIC,0,0,selected_best,sub-44,LiteBN,200,0.785,0.7826032002831214,0.785,False
WBCIC,0,0,selected_best,sub-44,LOGIT50,200,0.795,0.7922525398393758,0.795,False
WBCIC,0,0,selected_best,sub-44,PROB50,200,0.795,0.7922525398393758,0.795,False
WBCIC,0,0,selected_best,sub-35,EEGNet,200,0.925,0.9249080123150859,0.925,False
WBCIC,0,0,selected_best,sub-35,LiteBN,200,0.885,0.8841630782402861,0.885,False
WBCIC,0,0,selected_best,sub-35,LOGIT50,200,0.9299999999999999,0.9299719887955182,0.93,False
WBCIC,0,0,selected_best,sub-35,PROB50,200,0.9299999999999999,0.9299719887955182,0.93,False
WBCIC,0,0,selected_best,sub-18,EEGNet,200,0.61,0.5953937130407718,0.61,False
WBCIC,0,0,selected_best,sub-18,LiteBN,200,0.645,0.6410424934907354,0.645,False
WBCIC,0,0,selected_best,sub-18,LOGIT50,200,0.675,0.6743405395926751,0.675,False
WBCIC,0,0,selected_best,sub-18,PROB50,200,0.675,0.6743405395926751,0.675,False
WBCIC,0,0,selected_best,sub-9,EEGNet,200,0.5900000000000001,0.5729166666666666,0.59,False
WBCIC,0,0,selected_best,sub-9,LiteBN,200,0.55,0.5471014492753623,0.55,False
WBCIC,0,0,selected_best,sub-9,LOGIT50,200,0.6,0.5931237920862578,0.6,False
WBCIC,0,0,selected_best,sub-9,PROB50,200,0.6,0.5931237920862578,0.6,False
WBCIC,0,0,selected_best,sub-49,EEGNet,200,0.875,0.8749968749218731,0.875,False
WBCIC,0,0,selected_best,sub-49,LiteBN,200,0.875,0.8744696342045141,0.875,False
WBCIC,0,0,selected_best,sub-49,LOGIT50,200,0.895,0.8947869435607105,0.895,False
WBCIC,0,0,selected_best,sub-49,PROB50,200,0.895,0.8947869435607105,0.895,False
WBCIC,0,1,selected_best,sub-6,EEGNet,200,0.92,0.91999199919992,0.92,False
WBCIC,0,1,selected_best,sub-6,LiteBN,200,0.88,0.8796992481203008,0.88,False
WBCIC,0,1,selected_best,sub-6,LOGIT50,200,0.915,0.9149468417761101,0.915,False
WBCIC,0,1,selected_best,sub-6,PROB50,200,0.915,0.9149468417761101,0.915,False
WBCIC,0,1,selected_best,sub-22,EEGNet,200,0.77,0.7688674505074866,0.77,False
WBCIC,0,1,selected_best,sub-22,LiteBN,200,0.74,0.7348021215830274,0.74,False
WBCIC,0,1,selected_best,sub-22,LOGIT50,200,0.75,0.7474747474747474,0.75,False
WBCIC,0,1,selected_best,sub-22,PROB50,200,0.75,0.7474747474747474,0.75,False
WBCIC,0,1,selected_best,sub-44,EEGNet,200,0.8,0.7983667708438351,0.8,False
WBCIC,0,1,selected_best,sub-44,LiteBN,200,0.8300000000000001,0.8291628982011858,0.83,False
WBCIC,0,1,selected_best,sub-44,LOGIT50,200,0.8300000000000001,0.8286117552172598,0.83,False
WBCIC,0,1,selected_best,sub-44,PROB50,200,0.8300000000000001,0.8286117552172598,0.83,False
WBCIC,0,1,selected_best,sub-35,EEGNet,200,0.935,0.9349853717086345,0.935,False
WBCIC,0,1,selected_best,sub-35,LiteBN,200,0.9199999999999999,0.9197994987468672,0.92,False
WBCIC,0,1,selected_best,sub-35,LOGIT50,200,0.955,0.9549898727213624,0.955,False
WBCIC,0,1,selected_best,sub-35,PROB50,200,0.955,0.9549898727213624,0.955,False
WBCIC,0,1,selected_best,sub-18,EEGNet,200,0.615,0.6088888888888889,0.615,False
WBCIC,0,1,selected_best,sub-18,LiteBN,200,0.6599999999999999,0.6510673234811166,0.66,False
WBCIC,0,1,selected_best,sub-18,LOGIT50,200,0.6499999999999999,0.6382802811078958,0.65,False
WBCIC,0,1,selected_best,sub-18,PROB50,200,0.6499999999999999,0.6382802811078958,0.65,False
WBCIC,0,1,selected_best,sub-9,EEGNet,200,0.64,0.6347402597402598,0.64,False
WBCIC,0,1,selected_best,sub-9,LiteBN,200,0.535,0.528767956221023,0.535,False
WBCIC,0,1,selected_best,sub-9,LOGIT50,200,0.585,0.5772962236765042,0.585,False
WBCIC,0,1,selected_best,sub-9,PROB50,200,0.585,0.5772962236765042,0.585,False
WBCIC,0,1,selected_best,sub-49,EEGNet,200,0.925,0.9249981249531238,0.925,False
WBCIC,0,1,selected_best,sub-49,LiteBN,200,0.89,0.8899559823929573,0.89,False
WBCIC,0,1,selected_best,sub-49,LOGIT50,200,0.91,0.90999099909991,0.91,False
WBCIC,0,1,selected_best,sub-49,PROB50,200,0.91,0.90999099909991,0.91,False
WBCIC,0,2,selected_best,sub-6,EEGNet,200,0.915,0.9149978749468737,0.915,False
WBCIC,0,2,selected_best,sub-6,LiteBN,200,0.88,0.8796992481203008,0.88,False
WBCIC,0,2,selected_best,sub-6,LOGIT50,200,0.915,0.9148957472904308,0.915,False
WBCIC,0,2,selected_best,sub-6,PROB50,200,0.915,0.9148957472904308,0.915,False
WBCIC,0,2,selected_best,sub-22,EEGNet,200,0.7,0.6948428440646933,0.7,False
WBCIC,0,2,selected_best,sub-22,LiteBN,200,0.64,0.6233915681556648,0.64,False
WBCIC,0,2,selected_best,sub-22,LOGIT50,200,0.69,0.6796196775527077,0.69,False
WBCIC,0,2,selected_best,sub-22,PROB50,200,0.69,0.6796196775527077,0.69,False
WBCIC,0,2,selected_best,sub-44,EEGNet,200,0.79,0.788647342995169,0.79,False
WBCIC,0,2,selected_best,sub-44,LiteBN,200,0.775,0.7714285714285715,0.775,False
WBCIC,0,2,selected_best,sub-44,LOGIT50,200,0.7849999999999999,0.7834353201883608,0.785,False
WBCIC,0,2,selected_best,sub-44,PROB50,200,0.7849999999999999,0.7834353201883608,0.785,False
WBCIC,0,2,selected_best,sub-35,EEGNet,200,0.9199999999999999,0.9199679871948779,0.92,False
WBCIC,0,2,selected_best,sub-35,LiteBN,200,0.915,0.9148275257396228,0.915,False
WBCIC,0,2,selected_best,sub-35,LOGIT50,200,0.9199999999999999,0.9198717948717949,0.92,False
WBCIC,0,2,selected_best,sub-35,PROB50,200,0.9199999999999999,0.9198717948717949,0.92,False
WBCIC,0,2,selected_best,sub-18,EEGNet,200,0.61,0.5920075321686369,0.61,False
WBCIC,0,2,selected_best,sub-18,LiteBN,200,0.61,0.5861629881154499,0.61,False
WBCIC,0,2,selected_best,sub-18,LOGIT50,200,0.6,0.5776581142434801,0.6,False
WBCIC,0,2,selected_best,sub-18,PROB50,200,0.6,0.5776581142434801,0.6,False
WBCIC,0,2,selected_best,sub-9,EEGNet,200,0.605,0.5939451568965075,0.605,False
WBCIC,0,2,selected_best,sub-9,LiteBN,200,0.565,0.5235356937484597,0.565,False
WBCIC,0,2,selected_best,sub-9,LOGIT50,200,0.6,0.5659722222222222,0.6,False
WBCIC,0,2,selected_best,sub-9,PROB50,200,0.6,0.5659722222222222,0.6,False
WBCIC,0,2,selected_best,sub-49,EEGNet,200,0.86,0.8590982286634461,0.86,False
WBCIC,0,2,selected_best,sub-49,LiteBN,200,0.815,0.8120634920634922,0.815,False
WBCIC,0,2,selected_best,sub-49,LOGIT50,200,0.845,0.8432720746227155,0.845,False
WBCIC,0,2,selected_best,sub-49,PROB50,200,0.845,0.8432720746227155,0.845,False
WBCIC,1,0,selected_best,sub-28,EEGNet,200,0.675,0.6747967479674797,0.675,False
WBCIC,1,0,selected_best,sub-28,LiteBN,200,0.545,0.4326506437233081,0.545,False
WBCIC,1,0,selected_best,sub-28,LOGIT50,200,0.575,0.49161159125571935,0.575,False
WBCIC,1,0,selected_best,sub-28,PROB50,200,0.575,0.49161159125571935,0.575,False
WBCIC,1,0,selected_best,sub-37,EEGNet,200,0.885,0.8849280800500312,0.885,False
WBCIC,1,0,selected_best,sub-37,LiteBN,200,0.855,0.8547057792028858,0.855,False
WBCIC,1,0,selected_best,sub-37,LOGIT50,200,0.8999999999999999,0.899749373433584,0.9,False
WBCIC,1,0,selected_best,sub-37,PROB50,200,0.8999999999999999,0.899749373433584,0.9,False
WBCIC,1,0,selected_best,sub-12,EEGNet,200,0.715,0.7148217636022514,0.715,False
WBCIC,1,0,selected_best,sub-12,LiteBN,200,0.75,0.74997499749975,0.75,False
WBCIC,1,0,selected_best,sub-12,LOGIT50,200,0.73,0.72997299729973,0.73,False
WBCIC,1,0,selected_best,sub-12,PROB50,200,0.73,0.72997299729973,0.73,False
WBCIC,1,0,selected_best,sub-30,EEGNet,200,0.835,0.8342999171499585,0.835,False
