dataset,fold,subject_id,BA_EEGNet,BA_LOGIT50,BA_LiteBN,BA_PROB50,macro_F1_EEGNet,macro_F1_LOGIT50,macro_F1_LiteBN,macro_F1_PROB50,accuracy_EEGNet,accuracy_LOGIT50,accuracy_LiteBN,accuracy_PROB50,delta_LiteBN_pp,delta_LOGIT50_pp,delta_PROB50_pp,LOGIT50_minus_LiteBN_pp,BA_SUBJECT_CARRIER_ORACLE,delta_ORACLE_pp
OpenBMI,2,30,0.7566666666666667,0.7533333333333333,0.7066666666666667,0.7533333333333333,0.7544805880172879,0.7460323290650116,0.684323433226942,0.7460323290650116,0.7566666666666667,0.7533333333333333,0.7066666666666667,0.7533333333333333,-5.000000000000004,-0.33333333333334103,-0.33333333333334103,4.666666666666663,0.7566666666666667,0.0
OpenBMI,2,48,0.6766666666666666,0.69,0.6266666666666666,0.69,0.67330182429927,0.6833275498364522,0.6049958237458237,0.6833275498364522,0.6766666666666667,0.69,0.6266666666666666,0.69,-5.000000000000004,1.3333333333333308,1.3333333333333308,6.333333333333336,0.6766666666666666,0.0
OpenBMI,2,50,0.6333333333333333,0.6233333333333334,0.5966666666666667,0.6233333333333334,0.6291660280982819,0.6070691299108272,0.5546548383066157,0.6070691299108272,0.6333333333333333,0.6233333333333334,0.5966666666666667,0.6233333333333334,-3.6666666666666625,-0.9999999999999898,-0.9999999999999898,2.6666666666666727,0.6333333333333333,0.0
OpenBMI,2,52,0.7933333333333333,0.82,0.7966666666666667,0.82,0.7916349576038734,0.8154054506513523,0.7916509207542237,0.8154054506513523,0.7933333333333333,0.82,0.7966666666666667,0.82,0.33333333333334103,2.6666666666666616,2.6666666666666616,2.3333333333333206,0.7966666666666667,0.33333333333334103
OpenBMI,2,8,0.7133333333333334,0.84,0.8366666666666668,0.84,0.7131932280442551,0.8391349450627695,0.8355997001790034,0.8391349450627695,0.7133333333333334,0.84,0.8366666666666666,0.84,12.333333333333341,12.666666666666659,12.666666666666659,0.3333333333333188,0.8366666666666668,12.333333333333341
OpenBMI,3,10,0.7200000000000001,0.7633333333333333,0.7566666666666667,0.7633333333333333,0.7177113965332297,0.7601302409827463,0.752662699053768,0.7601302409827463,0.7200000000000001,0.7633333333333333,0.7566666666666667,0.7633333333333333,3.6666666666666625,4.333333333333322,4.333333333333322,0.6666666666666599,0.7566666666666667,3.6666666666666625
OpenBMI,3,16,0.7966666666666667,0.8566666666666666,0.8733333333333334,0.8566666666666666,0.7964734326422556,0.8565968968691741,0.8731623168341511,0.8565968968691741,0.7966666666666667,0.8566666666666666,0.8733333333333334,0.8566666666666666,7.666666666666666,5.999999999999983,5.999999999999983,-1.666666666666683,0.8733333333333334,7.666666666666666
OpenBMI,3,19,0.71,0.7533333333333333,0.7433333333333333,0.7533333333333333,0.7018309078197135,0.7490792420864487,0.7382094834352803,0.7490792420864487,0.71,0.7533333333333333,0.7433333333333333,0.7533333333333333,3.3333333333333326,4.333333333333334,4.333333333333334,1.0000000000000009,0.7433333333333333,3.3333333333333326
OpenBMI,3,22,0.6433333333333334,0.6866666666666666,0.6833333333333332,0.6866666666666666,0.6380597936681799,0.6855065258426603,0.6825441003585514,0.6855065258426603,0.6433333333333334,0.6866666666666666,0.6833333333333332,0.6866666666666666,3.9999999999999813,4.333333333333322,4.333333333333322,0.33333333333334103,0.6833333333333332,3.9999999999999813
OpenBMI,3,27,0.8933333333333332,0.9466666666666667,0.9266666666666666,0.9466666666666667,0.8924289056765974,0.9465878381548216,0.926471101786134,0.9465878381548216,0.8933333333333334,0.9466666666666667,0.9266666666666666,0.9466666666666667,3.3333333333333437,5.3333333333333455,5.3333333333333455,2.0000000000000018,0.9266666666666666,3.3333333333333437
OpenBMI,3,34,0.63,0.68,0.6466666666666666,0.68,0.628510028452689,0.6718530756277343,0.6322539405827766,0.6718530756277343,0.63,0.68,0.6466666666666666,0.68,1.6666666666666607,5.000000000000004,5.000000000000004,3.3333333333333437,0.6466666666666666,1.6666666666666607
OpenBMI,3,45,0.7433333333333333,0.7933333333333333,0.7633333333333333,0.7933333333333333,0.7421041434199328,0.7931382574031712,0.7628604392291459,0.7931382574031712,0.7433333333333333,0.7933333333333333,0.7633333333333333,0.7933333333333333,2.0000000000000018,5.000000000000004,5.000000000000004,3.0000000000000027,0.7633333333333333,2.0000000000000018
OpenBMI,3,49,0.8266666666666667,0.85,0.8300000000000001,0.85,0.8260445580471879,0.8493309253312592,0.8285233285233286,0.8493309253312592,0.8266666666666667,0.85,0.8300000000000001,0.85,0.33333333333334103,2.3333333333333317,2.3333333333333317,1.9999999999999907,0.8300000000000001,0.33333333333334103
OpenBMI,4,20,0.8666666666666667,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.8663474020848275,0.8996045389653121,0.8997470410766638,0.8996045389653121,0.8666666666666667,0.9,0.9,0.9,3.3333333333333215,3.3333333333333215,3.3333333333333215,0.0,0.8999999999999999,3.3333333333333215
OpenBMI,4,21,0.8533333333333334,0.9233333333333333,0.9133333333333332,0.9233333333333333,0.8533093237294919,0.9232580728968119,0.9130833790945111,0.9232580728968119,0.8533333333333334,0.9233333333333333,0.9133333333333334,0.9233333333333333,5.999999999999983,6.999999999999995,6.999999999999995,1.000000000000012,0.9133333333333332,5.999999999999983
OpenBMI,4,41,0.7266666666666666,0.7399999999999999,0.7533333333333333,0.7399999999999999,0.7255165012047197,0.7395499765428415,0.751044328644288,0.7395499765428415,0.7266666666666667,0.7399999999999999,0.7533333333333333,0.7399999999999999,2.6666666666666727,1.3333333333333308,1.3333333333333308,-1.333333333333342,0.7533333333333333,2.6666666666666727
OpenBMI,4,44,0.69,0.8133333333333334,0.8366666666666666,0.8133333333333334,0.6889115578224488,0.8096794404920167,0.8332298559002833,0.8096794404920167,0.6900000000000001,0.8133333333333334,0.8366666666666666,0.8133333333333334,14.66666666666666,12.333333333333341,12.333333333333341,-2.3333333333333206,0.8366666666666666,14.66666666666666
OpenBMI,4,46,0.6699999999999999,0.6766666666666666,0.6699999999999999,0.6766666666666666,0.6603447311278635,0.6550557526167282,0.6410861212695474,0.6550557526167282,0.6699999999999999,0.6766666666666667,0.6699999999999999,0.6766666666666667,0.0,0.666666666666671,0.666666666666671,0.666666666666671,0.6699999999999999,0.0
OpenBMI,4,53,0.7433333333333333,0.7799999999999999,0.7666666666666666,0.7799999999999999,0.7383800686900727,0.7755050794956797,0.7575640177151538,0.7755050794956797,0.7433333333333333,0.7799999999999999,0.7666666666666666,0.7799999999999999,2.3333333333333317,3.6666666666666625,3.6666666666666625,1.3333333333333308,0.7666666666666666,2.3333333333333317
OpenBMI,4,7,0.7033333333333333,0.7366666666666667,0.7366666666666667,0.7366666666666667,0.7025961271746827,0.7346697233434064,0.7287622662445176,0.7346697233434064,0.7033333333333333,0.7366666666666667,0.7366666666666667,0.7366666666666667,3.3333333333333437,3.3333333333333437,3.3333333333333437,0.0,0.7366666666666667,3.3333333333333437
OpenBMI,4,9,0.6133333333333333,0.6666666666666666,0.6466666666666666,0.6666666666666666,0.6072761195678072,0.663067147587085,0.6408448567319304,0.663067147587085,0.6133333333333333,0.6666666666666666,0.6466666666666666,0.6666666666666666,3.3333333333333326,5.333333333333334,5.333333333333334,2.0000000000000018,0.6466666666666666,3.3333333333333326
WBCIC,0,sub-18,0.6116666666666667,0.6416666666666666,0.6383333333333333,0.6416666666666666,0.5987633780327659,0.6300929783146837,0.6260909350291006,0.6300929783146837,0.6116666666666667,0.6416666666666667,0.6383333333333333,0.6416666666666667,2.6666666666666616,2.9999999999999916,2.9999999999999916,0.33333333333332993,0.6383333333333333,2.6666666666666616
WBCIC,0,sub-22,0.73,0.735,0.7200000000000001,0.735,0.7271412579178497,0.7299847449369165,0.7125474370975257,0.7299847449369165,0.73,0.735,0.7200000000000001,0.735,-0.9999999999999898,0.5000000000000004,0.5000000000000004,1.4999999999999902,0.73,0.0
WBCIC,0,sub-35,0.9266666666666667,0.9349999999999999,0.9066666666666666,0.9349999999999999,0.9266204570728661,0.9349445521295584,0.9062633675755919,0.9349445521295584,0.9266666666666667,0.935,0.9066666666666667,0.935,-2.000000000000013,0.8333333333333193,0.8333333333333193,2.833333333333332,0.9266666666666667,0.0
WBCIC,0,sub-44,0.7866666666666667,0.8033333333333333,0.7966666666666667,0.8033333333333333,0.7851775441191743,0.8014332050816654,0.7943982233042929,0.8014332050816654,0.7866666666666667,0.8033333333333333,0.7966666666666667,0.8033333333333333,1.0000000000000009,1.6666666666666607,1.6666666666666607,0.6666666666666599,0.7966666666666667,1.0000000000000009
WBCIC,0,sub-49,0.8866666666666667,0.8833333333333333,0.86,0.8833333333333333,0.8863644095128143,0.8826833390944454,0.8588297028869878,0.8826833390944454,0.8866666666666667,0.8833333333333333,0.86,0.8833333333333333,-2.6666666666666727,-0.33333333333334103,-0.33333333333334103,2.3333333333333317,0.8866666666666667,0.0
WBCIC,0,sub-6,0.915,0.9199999999999999,0.8983333333333334,0.9199999999999999,0.9149214367456731,0.9199381926206863,0.8981322903999919,0.9199381926206863,0.915,0.92,0.8983333333333334,0.92,-1.6666666666666607,0.49999999999998934,0.49999999999998934,2.16666666666665,0.915,0.0
WBCIC,0,sub-9,0.6116666666666667,0.595,0.5499999999999999,0.595,0.6005340277678113,0.5787974126616614,0.533135033081615,0.5787974126616614,0.6116666666666667,0.595,0.5499999999999999,0.595,-6.166666666666676,-1.6666666666666718,-1.6666666666666718,4.5000000000000036,0.6116666666666667,0.0
WBCIC,1,sub-12,0.7283333333333334,0.7400000000000001,0.7383333333333333,0.7400000000000001,0.7279908015426307,0.7397089214200961,0.7377356683175212,0.7397089214200961,0.7283333333333334,0.7399999999999999,0.7383333333333333,0.7399999999999999,0.9999999999999898,1.1666666666666714,1.1666666666666714,0.16666666666668162,0.7383333333333333,0.9999999999999898
WBCIC,1,sub-28,0.6783333333333333,0.5866666666666666,0.555,0.5866666666666666,0.6706152815356141,0.5061712941562937,0.4469482293445017,0.5061712941562937,0.6783333333333333,0.5866666666666666,0.555,0.5866666666666666,-12.333333333333329,-9.166666666666679,-9.166666666666679,3.166666666666651,0.6783333333333333,0.0
WBCIC,1,sub-30,0.855,0.8533333333333334,0.81,0.8533333333333334,0.8546054082875415,0.8521256760718842,0.8065068761485982,0.8521256760718842,0.855,0.8533333333333334,0.81,0.8533333333333334,-4.499999999999993,-0.1666666666666594,-0.1666666666666594,4.333333333333334,0.855,0.0
WBCIC,1,sub-37,0.8633333333333333,0.8849999999999999,0.8666666666666666,0.8849999999999999,0.8625290142093306,0.8846605779278477,0.8662875347671126,0.8846605779278477,0.8633333333333333,0.8850000000000001,0.8666666666666667,0.8850000000000001,0.33333333333332993,2.166666666666661,2.166666666666661,1.8333333333333313,0.8666666666666666,0.33333333333332993
WBCIC,1,sub-45,0.9500000000000001,0.94,0.9233333333333333,0.94,0.9499904146766522,0.9399983331666499,0.9233294163687226,0.9399983331666499,0.9500000000000001,0.94,0.9233333333333333,0.94,-2.6666666666666727,-1.000000000000012,-1.000000000000012,1.6666666666666607,0.9500000000000001,0.0
WBCIC,1,sub-7,0.8366666666666668,0.8333333333333334,0.81,0.8333333333333334,0.8359162765882028,0.8332132372516616,0.8099227969350827,0.8332132372516616,0.8366666666666666,0.8333333333333334,0.81,0.8333333333333334,-2.6666666666666727,-0.33333333333334103,-0.33333333333334103,2.3333333333333317,0.8366666666666668,0.0
WBCIC,2,sub-1,0.9500000000000001,0.9433333333333334,0.9266666666666667,0.9433333333333334,0.9499834919078337,0.9433066508652116,0.9264999779368223,0.9433066508652116,0.9499999999999998,0.9433333333333334,0.9266666666666667,0.9433333333333334,-2.3333333333333317,-0.666666666666671,-0.666666666666671,1.6666666666666607,0.9500000000000001,0.0
WBCIC,2,sub-14,0.5683333333333332,0.535,0.515,0.535,0.5640665522725651,0.5283510076844596,0.5062237726816811,0.5283510076844596,0.5683333333333334,0.535,0.515,0.535,-5.333333333333323,-3.3333333333333215,-3.3333333333333215,2.0000000000000018,0.5683333333333332,0.0
WBCIC,2,sub-23,0.9633333333333333,0.9616666666666666,0.965,0.9616666666666666,0.9633244969030045,0.9616533701408682,0.9649763554922167,0.9616533701408682,0.9633333333333333,0.9616666666666666,0.965,0.9616666666666666,0.16666666666667052,-0.16666666666667052,-0.16666666666667052,-0.33333333333334103,0.965,0.16666666666667052
WBCIC,2,sub-32,0.56,0.5916666666666667,0.6066666666666666,0.5916666666666667,0.5566663165900634,0.5840330504546972,0.5964639154158766,0.5840330504546972,0.56,0.5916666666666667,0.6066666666666666,0.5916666666666667,4.666666666666652,3.166666666666662,3.166666666666662,-1.4999999999999902,0.6066666666666666,4.666666666666652
WBCIC,2,sub-34,0.5283333333333333,0.535,0.5466666666666667,0.535,0.5221876514385402,0.5202655962111981,0.5212287893318476,0.5202655962111981,0.5283333333333333,0.535,0.5466666666666667,0.535,1.8333333333333424,0.666666666666671,0.666666666666671,-1.1666666666666714,0.5466666666666667,1.8333333333333424
WBCIC,2,sub-50,0.9550000000000001,0.9499999999999998,0.9433333333333334,0.9499999999999998,0.9549868683680396,0.9499516077517293,0.9432599557922785,0.9499516077517293,0.955,0.9499999999999998,0.9433333333333334,0.9499999999999998,-1.1666666666666714,-0.5000000000000226,-0.5000000000000226,0.6666666666666488,0.9550000000000001,0.0
WBCIC,3,sub-11,0.6533333333333333,0.7066666666666667,0.7316666666666668,0.7066666666666667,0.6523360358065605,0.7061249035706721,0.7311537747861344,0.7061249035706721,0.6533333333333333,0.7066666666666667,0.7316666666666666,0.7066666666666667,7.833333333333348,5.333333333333334,5.333333333333334,-2.5000000000000133,0.7316666666666668,7.833333333333348
WBCIC,3,sub-13,0.8716666666666666,0.8833333333333333,0.8816666666666667,0.8833333333333333,0.8713975093382911,0.8831417358849833,0.8815527133719575,0.8831417358849833,0.8716666666666667,0.8833333333333333,0.8816666666666667,0.8833333333333333,1.000000000000012,1.1666666666666714,1.1666666666666714,0.1666666666666594,0.8816666666666667,1.000000000000012
WBCIC,3,sub-24,0.9095643939393939,0.9166140572390572,0.9217697811447811,0.9166140572390572,0.9093967639872664,0.9162283452351118,0.9213546614365834,0.9162283452351118,0.9094017094017094,0.9162393162393162,0.9213675213675213,0.9162393162393162,1.220538720538722,0.7049663299663278,0.7049663299663278,-0.5155723905723941,0.9217697811447811,1.220538720538722
WBCIC,3,sub-26,0.6283333333333333,0.6749999999999999,0.6883333333333334,0.6749999999999999,0.6262011726311384,0.6729492301275162,0.6849394184346412,0.6729492301275162,0.6283333333333333,0.6749999999999999,0.6883333333333334,0.6749999999999999,6.000000000000005,4.666666666666663,4.666666666666663,-1.333333333333342,0.6883333333333334,6.000000000000005
WBCIC,3,sub-29,0.8366666666666666,0.8716666666666667,0.88,0.8716666666666667,0.8366588327624482,0.8714011786266295,0.87928539990211,0.8714011786266295,0.8366666666666666,0.8716666666666667,0.88,0.8716666666666667,4.333333333333345,3.500000000000014,3.500000000000014,-0.8333333333333304,0.88,4.333333333333345
WBCIC,3,sub-47,0.9533333333333335,0.9516666666666667,0.92,0.9516666666666667,0.9532750753530942,0.9515951496806153,0.919859175937713,0.9515951496806153,0.9533333333333333,0.9516666666666667,0.92,0.9516666666666667,-3.3333333333333437,-0.16666666666668162,-0.16666666666668162,3.166666666666662,0.9533333333333335,0.0
WBCIC,4,sub-16,0.545,0.5633333333333334,0.5683333333333332,0.5633333333333334,0.5428151897561012,0.5572698718207595,0.5627411611422027,0.5572698718207595,0.545,0.5633333333333334,0.5683333333333334,0.5633333333333334,2.3333333333333206,1.8333333333333313,1.8333333333333313,-0.49999999999998934,0.5683333333333332,2.3333333333333206
WBCIC,4,sub-27,0.6333333333333333,0.6466666666666666,0.6483333333333333,0.6466666666666666,0.6252286021781993,0.6431136565153511,0.6476383664200283,0.6431136565153511,0.6333333333333333,0.6466666666666666,0.6483333333333333,0.6466666666666666,1.5000000000000013,1.3333333333333308,1.3333333333333308,-0.16666666666667052,0.6483333333333333,1.5000000000000013
WBCIC,4,sub-36,0.9766666666666666,0.9783333333333334,0.9683333333333333,0.9783333333333334,0.9766629158227268,0.9783251210676039,0.9683185325411747,0.9783251210676039,0.9766666666666666,0.9783333333333334,0.9683333333333333,0.9783333333333334,-0.8333333333333304,0.16666666666668162,0.16666666666668162,1.000000000000012,0.9766666666666666,0.0
WBCIC,4,sub-41,0.8533333333333334,0.8616666666666667,0.8566666666666666,0.8616666666666667,0.8526690398790407,0.8612346588364517,0.8562964630823239,0.8612346588364517,0.8533333333333334,0.8616666666666667,0.8566666666666666,0.8616666666666667,0.3333333333333188,0.8333333333333304,0.8333333333333304,0.5000000000000115,0.8566666666666666,0.3333333333333188
WBCIC,4,sub-48,0.8266666666666667,0.8433333333333333,0.8250000000000001,0.8433333333333333,0.826589573978167,0.8432871433491756,0.8248716926341229,0.8432871433491756,0.8266666666666667,0.8433333333333333,0.8250000000000001,0.8433333333333333,-0.1666666666666594,1.6666666666666607,1.6666666666666607,1.8333333333333202,0.8266666666666667,0.0
WBCIC,4,sub-5,0.7633333333333333,0.7716666666666666,0.7783333333333333,0.7716666666666666,0.7631385102871827,0.7714245797035552,0.7781005515665336,0.7714245797035552,0.7633333333333333,0.7716666666666666,0.7783333333333333,0.7716666666666666,1.5000000000000013,0.8333333333333304,0.8333333333333304,-0.666666666666671,0.7783333333333333,1.5000000000000013
