dataset,fold,seed,anchor_position,target_subject,alpha,euclidean_norm_structured,euclidean_norm_random,euclidean_norm_mismatch,whitened_norm_structured,whitened_norm_random,whitened_norm_mismatch,structured_valid,random_valid,structured_matched_count,random_matched_count,matched_pair,alpha_mismatch,method,q,lambda_T
OpenBMI,0,0,3,40,0.25,0.318136602640152,0.318136602640152,0.0,0.5170127303609867,0.5170127303609867,0.0,True,True,2,2,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,3,6,1.0,1.291408658027649,,,2.1310952492378465,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,3,35,0.5,1.7522372007369995,,,1.5175902452870693,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,3,21,0.75,2.4065027236938477,,,2.7306643282315894,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,4,35,0.0,3.1141586303710938,,,3.256440926384401,,,False,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,4,30,1.0,1.225812554359436,,,1.9864653956389986,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,4,34,1.0,1.509049654006958,,,1.9427498852651703,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,4,48,1.0,2.541670560836792,2.541670560836792,0.0,2.443243070749999,2.443243070749999,0.0,True,True,1,1,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,4,6,0.75,0.99151611328125,,,1.2275368832142401,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,4,43,1.0,1.6688836812973022,,,2.3677968778193828,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,4,21,0.25,0.9320150017738342,,,0.8085221149752427,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,4,28,0.75,1.5185492038726807,,,2.0954591800261944,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,5,40,0.0,1.1524430513381958,,,2.328102358854271,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,5,14,0.0,1.4378098249435425,,,2.469672941271524,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,5,23,0.0,1.9864106178283691,,,2.995093926564497,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,5,10,0.0,2.7192130088806152,,,3.197478572475956,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,5,11,0.0,1.1571383476257324,,,2.2433286105868153,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,5,8,0.0,3.286708116531372,,,2.9624769458667792,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,5,5,0.0,2.6719610691070557,,,3.065523316602878,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,5,3,0.0,1.2143155336380005,,,1.868032224702028,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,6,27,1.0,1.260441780090332,,,2.1335794457558808,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,6,35,0.5,1.7599632740020752,,,1.4827892853795497,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,6,21,0.75,2.2808585166931152,,,2.359280648312039,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,6,5,0.75,1.986121416091919,1.986121416091919,0.0,1.9813083432954375,1.9813083432954375,0.0,True,True,2,2,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,6,7,1.0,2.079019546508789,2.079019546508789,0.0,2.5880184641398345,2.5880184641398345,0.0,True,True,2,2,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,6,52,1.0,2.363645315170288,,,2.543231594790227,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,6,40,0.0,1.1150288581848145,,,1.999318012988833,,,False,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,6,43,1.0,1.3601136207580566,,,1.979007964789141,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,7,44,0.0,1.8660026788711548,,,2.563309579054421,,,False,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,7,21,0.5,1.517946481704712,,,1.5339458417103744,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,7,27,0.0,1.389777660369873,,,2.295373535941902,,,False,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,7,14,0.25,0.35844093561172485,,,0.5349092526910435,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,7,3,0.0,1.4286816120147705,,,2.11801314776721,,,False,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,7,52,0.0,2.389155149459839,,,2.648233865813811,,,False,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,7,7,0.0,1.9589461088180542,,,2.6173823509477283,,,False,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,7,48,0.5,1.3858826160430908,1.3858826160430908,0.0,1.27693483597605,1.27693483597605,0.0,True,True,1,1,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,8,5,0.0,2.406949520111084,,,2.479321323421957,,,False,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,8,8,0.5,1.546830415725708,1.546830415725708,0.0,1.6184646566865186,1.6184646566865186,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,8,30,1.0,1.3603848218917847,,,2.3211638948063165,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,8,35,0.25,1.0129338502883911,,,0.8982542516007214,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,8,52,1.0,2.0955917835235596,,,2.3425014029708486,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,8,21,0.5,1.6208709478378296,1.6208709478378296,0.0,1.6192958149769494,1.6192958149769494,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,8,22,0.25,0.2743355929851532,0.2743355929851532,0.0,0.4740420965138557,0.4740420965138557,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,8,34,1.0,1.1399784088134766,,,2.3131754254066856,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,9,28,0.0,2.2714381217956543,,,2.939180987065248,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,9,9,0.0,2.159593105316162,,,2.8265819473925067,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,9,10,0.0,2.9981112480163574,,,3.305261666324592,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,9,44,0.0,2.0964231491088867,,,2.9265150361179697,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,9,11,0.0,1.248448371887207,,,2.822176579436954,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,9,3,0.0,1.737644076347351,,,2.5686497045833305,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,9,23,0.0,1.585423469543457,,,2.463463079824191,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,9,48,0.0,2.985687494277954,,,2.982409501137413,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,10,6,1.0,1.0988078117370605,,,1.7465757319788593,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,10,14,1.0,1.3300734758377075,,,1.8098679645808085,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,10,22,1.0,1.0611671209335327,,,1.6650619236805222,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,10,31,1.0,1.6074227094650269,,,2.1872446694682846,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,10,9,1.0,2.0566906929016113,2.0566906929016113,0.0,2.2518890987882627,2.2518890987882627,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,10,43,1.0,1.208841323852539,1.208841323852539,0.0,2.0323225245500813,2.0323225245500813,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,10,3,1.0,1.0695847272872925,1.0695847272872925,0.0,1.6742266625695403,1.6742266625695403,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,10,30,1.0,1.3279856443405151,1.3279856443405151,0.0,2.229451512476036,2.229451512476036,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,11,30,1.0,1.2315608263015747,,,2.6484806647853407,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,11,21,0.25,0.9650276899337769,0.9650276899337769,0.0,0.8479556894750037,0.8479556894750037,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,11,11,1.0,1.604904055595398,,,2.5356988640019593,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,11,27,0.5,0.7538936734199524,0.7538936734199524,0.0,1.361138061414912,1.361138061414912,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,11,43,0.25,0.4144784212112427,0.4144784212112427,0.0,0.6188459126220743,0.6188459126220743,0.0,True,True,3,3,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,11,14,1.0,1.6869337558746338,,,2.102571462713399,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,11,7,0.75,1.5154112577438354,,,2.144219139492654,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,11,52,0.75,1.5425552129745483,,,1.8862006017726216,,,True,False,3,3,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,12,40,0.0,1.1073005199432373,,,2.16440315088932,,,False,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,12,30,1.0,1.5558364391326904,,,2.6524837732805073,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,12,14,0.0,1.3816444873809814,,,2.190005504278392,,,False,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,12,6,1.0,1.210653305053711,,,2.0716375826350903,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,12,22,1.0,1.2259217500686646,1.2259217500686646,0.0,2.0489442977029366,2.0489442977029366,0.0,True,True,2,2,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,12,43,1.0,1.5472819805145264,1.5472819805145264,0.0,2.5306204933551473,2.5306204933551473,0.0,True,True,2,2,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,12,31,0.0,1.5780285596847534,,,2.392767721319734,,,False,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,12,11,0.0,1.2805447578430176,,,2.7156090217277966,,,False,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,13,11,0.0,1.5745882987976074,,,2.139885143193156,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,13,10,0.0,3.1393485069274902,,,3.3746406429410083,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,13,30,0.0,1.0969135761260986,,,2.293388980065425,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,13,34,1.0,1.4512385129928589,,,2.3675799688954156,,,True,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,13,23,1.0,2.278869390487671,,,2.9508591704737164,,,True,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,13,44,0.0,1.8292218446731567,,,2.63619627472384,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,13,48,0.75,2.078030586242676,,,2.114289108382442,,,True,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,13,27,0.0,1.5990772247314453,,,2.700734836610617,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,14,31,0.0,1.650251030921936,,,2.931552583408518,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,14,5,0.0,2.32161021232605,,,3.05774131349851,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,14,48,0.0,2.6786978244781494,,,2.8437062477184085,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,14,27,0.0,1.5582287311553955,,,3.291830405701566,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,14,52,0.0,2.120915174484253,,,2.390578581594507,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,14,43,0.0,1.4664490222930908,,,2.530242737615353,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,14,7,0.0,2.1048741340637207,,,3.0806113726714295,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,14,30,0.0,1.6469327211380005,,,2.53877567859125,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,15,7,0.75,1.5401453971862793,1.5401453971862793,0.0,1.797738425914661,1.797738425914661,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,15,21,0.25,0.9279365539550781,0.9279365539550781,0.0,0.8607062525158368,0.8607062525158368,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,15,44,1.0,1.7093937397003174,1.7093937397003174,0.0,2.6568600220901906,2.6568600220901906,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,15,35,0.0,3.0425853729248047,,,3.1820307191492176,,,False,False,6,6,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,15,40,1.0,1.3033447265625,1.3033447265625,0.0,2.0094137324840347,2.0094137324840347,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,15,34,1.0,1.3061153888702393,,,2.148753018183644,,,True,False,6,6,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,15,52,0.75,1.5702210664749146,1.5702210664749146,0.0,1.9271558666675828,1.9271558666675828,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,15,30,1.0,1.0479966402053833,1.0479966402053833,0.0,1.712590404599132,1.712590404599132,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,16,6,0.0,1.4690033197402954,,,2.1780499323359996,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,16,48,0.0,2.831918239593506,,,2.7873224299937225,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,16,31,0.0,1.8735960721969604,,,2.7252658878321703,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,16,44,0.0,1.9217300415039062,,,2.6691229656941418,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,16,34,0.0,1.216618299484253,,,2.09589088233017,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,16,8,0.0,3.5247061252593994,,,3.380952908776487,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,16,9,0.0,2.0558598041534424,,,2.819048579330917,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,16,11,0.0,1.4453052282333374,,,2.7445078660942372,,,False,False,0,0,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,17,27,1.0,1.5016757249832153,1.5016757249832153,0.0,2.349692147081334,2.349692147081334,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,17,5,0.5,1.4475353956222534,1.4475353956222534,0.0,1.4575456197959233,1.4575456197959233,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,17,11,1.0,1.247032642364502,,,2.3141918327216255,,,True,False,5,5,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,17,43,1.0,1.5721409320831299,,,2.0542739394688714,,,True,False,5,5,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,17,22,1.0,1.1592997312545776,1.1592997312545776,0.0,2.1745619599084414,2.1745619599084414,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,17,14,1.0,1.3149404525756836,1.3149404525756836,0.0,1.7461266104083544,1.7461266104083544,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,17,10,0.75,1.9173327684402466,,,2.043657530399643,,,True,False,5,5,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,17,3,1.0,1.389323353767395,1.389323353767395,0.0,1.9699676945077287,1.9699676945077287,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,18,44,0.75,1.411529302597046,1.411529302597046,0.0,1.845819036939205,1.845819036939205,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,18,40,0.5,0.6493457555770874,,,1.2521366848908972,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,18,3,0.0,1.4976868629455566,,,1.9966554637023697,,,False,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,18,11,0.0,1.2169840335845947,,,2.528115424775608,,,False,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,18,21,0.5,1.6240789890289307,1.6240789890289307,0.0,1.555150002785141,1.555150002785141,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,18,34,0.5,0.6335110664367676,,,1.5341156962735112,,,True,False,4,4,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,18,30,0.75,0.9608486890792847,0.9608486890792847,0.0,1.8026238746508065,1.8026238746508065,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,18,52,0.75,1.6574609279632568,1.6574609279632568,0.0,1.980732149013703,1.980732149013703,0.0,True,True,4,4,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,19,28,0.75,1.7986947298049927,,,2.132964110656903,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,19,52,1.0,2.23797345161438,,,2.2851503828923474,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,19,22,1.0,1.1764005422592163,,,2.276953875263894,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,19,23,1.0,1.7508964538574219,,,2.39950256538797,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,19,40,0.0,1.0492585897445679,,,1.7508290866245753,,,False,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,19,35,0.25,0.9280365109443665,0.9280365109443665,0.0,0.7254472250311989,0.7254472250311989,0.0,True,True,1,1,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,19,34,0.0,1.0007003545761108,,,1.8750094429252522,,,False,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,19,21,0.75,2.167759418487549,,,2.0636445912263426,,,True,False,1,1,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,20,10,0.75,2.184948682785034,2.184948682785034,0.0,2.3028567650136313,2.3028567650136313,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,20,30,1.0,1.3764606714248657,,,2.197875909831562,,,True,False,6,6,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,20,31,1.0,1.7535580396652222,1.7535580396652222,0.0,2.6399041210847036,2.6399041210847036,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,20,14,1.0,1.7779886722564697,1.7779886722564697,0.0,2.4412141604685442,2.4412141604685442,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,20,43,1.0,1.5239927768707275,1.5239927768707275,0.0,2.7291488098507575,2.7291488098507575,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,20,44,1.0,1.8067659139633179,1.8067659139633179,0.0,2.383771804401677,2.383771804401677,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,20,52,1.0,2.098747491836548,2.098747491836548,0.0,2.5195580145510243,2.5195580145510243,0.0,True,True,6,6,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,20,48,0.75,2.073878526687622,,,1.9947990790017747,,,True,False,6,6,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,21,14,1.0,1.6602563858032227,,,2.2214615719106465,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,21,34,1.0,1.4242271184921265,,,2.146752993837092,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,21,52,0.75,1.5446348190307617,1.5446348190307617,0.0,1.6910840024412142,1.6910840024412142,0.0,True,True,2,2,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,21,5,0.0,2.100189447402954,,,2.713212081617522,,,False,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,21,3,0.0,1.8159151077270508,,,1.7664106375790973,,,False,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,21,28,0.5,0.9861550331115723,,,1.1044878812876435,,,True,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,21,30,0.0,0.9933724999427795,,,2.1316872896010866,,,False,False,2,2,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,21,35,0.75,2.3361449241638184,2.3361449241638184,0.0,2.344823748032506,2.344823748032506,0.0,True,True,2,2,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,22,30,1.0,1.2591997385025024,,,1.9876135934239398,,,True,False,5,5,False,,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,22,3,0.5,0.8040766716003418,0.8040766716003418,0.0,0.9145584366374524,0.9145584366374524,0.0,True,True,5,5,True,0.0,Bures-HardSCST,0.5,0.5
OpenBMI,0,0,22,7,0.5,1.0609384775161743,,,1.1834673522226022,,,True,False,5,5,False,,Bures-HardSCST,0.5,0.5
