task,subject_id,fold,seed,method,trials,BA,macro_F1,accuracy,AUROC,AUPRC
SSVEP,49,3,0,EEGNet,100,0.96,0.9599754901960784,0.96,,
SSVEP,49,3,0,LiteBN,100,0.49,0.4557890893618978,0.49,,
SSVEP,49,3,0,LOGIT50,100,0.87,0.8700937632262222,0.87,,
SSVEP,10,3,0,EEGNet,100,0.97,0.9695252077917911,0.97,,
SSVEP,10,3,0,LiteBN,100,1.0,1.0,1.0,,
SSVEP,10,3,0,LOGIT50,100,1.0,1.0,1.0,,
SSVEP,22,3,0,EEGNet,100,0.66,0.6630211710877106,0.66,,
SSVEP,22,3,0,LiteBN,100,0.77,0.7821139944136014,0.77,,
SSVEP,22,3,0,LOGIT50,100,0.83,0.8366782121062181,0.83,,
SSVEP,19,3,0,EEGNet,100,0.97,0.969891609795263,0.97,,
SSVEP,19,3,0,LiteBN,100,0.97,0.9699764521193093,0.97,,
SSVEP,19,3,0,LOGIT50,100,0.98,0.9799679487179488,0.98,,
SSVEP,16,3,0,EEGNet,100,0.99,0.9899959983993598,0.99,,
SSVEP,16,3,0,LiteBN,100,1.0,1.0,1.0,,
SSVEP,16,3,0,LOGIT50,100,1.0,1.0,1.0,,
SSVEP,9,4,0,EEGNet,100,0.97,0.9701805337519622,0.97,,
SSVEP,9,4,0,LiteBN,100,0.98,0.9797794117647058,0.98,,
SSVEP,9,4,0,LOGIT50,100,1.0,1.0,1.0,,
SSVEP,53,4,0,EEGNet,100,1.0,1.0,1.0,,
SSVEP,53,4,0,LiteBN,100,1.0,1.0,1.0,,
SSVEP,53,4,0,LOGIT50,100,1.0,1.0,1.0,,
SSVEP,7,4,0,EEGNet,100,0.98,0.98,0.98,,
SSVEP,7,4,0,LiteBN,100,0.99,0.9899959983993597,0.99,,
SSVEP,7,4,0,LOGIT50,100,1.0,1.0,1.0,,
SSVEP,20,4,0,EEGNet,100,0.92,0.9201974267968056,0.92,,
SSVEP,20,4,0,LiteBN,100,0.95,0.9495588235294117,0.95,,
SSVEP,20,4,0,LOGIT50,100,0.95,0.949891609795263,0.95,,
SSVEP,41,4,0,EEGNet,100,0.96,0.9599959983993598,0.96,,
SSVEP,41,4,0,LiteBN,100,0.99,0.9899959983993598,0.99,,
SSVEP,41,4,0,LOGIT50,100,0.98,0.9799959983993598,0.98,,
SSVEP,46,4,0,EEGNet,100,0.96,0.9604219938566444,0.96,,
SSVEP,46,4,0,LiteBN,100,0.96,0.9599136824541137,0.96,,
SSVEP,46,4,0,LOGIT50,100,0.98,0.9801805337519623,0.98,,
SSVEP,21,4,0,EEGNet,100,0.97,0.9703303491207804,0.97,,
SSVEP,21,4,0,LiteBN,100,0.95,0.9504315560216181,0.95,,
SSVEP,21,4,0,LOGIT50,100,0.98,0.9801805337519623,0.98,,
SSVEP,44,4,0,EEGNet,100,1.0,1.0,1.0,,
SSVEP,44,4,0,LiteBN,100,1.0,1.0,1.0,,
SSVEP,44,4,0,LOGIT50,100,1.0,1.0,1.0,,
