dataset,method,subject,outer_fold,BA,delta_BA
WBCIC,B4_EQUAL_ALL_EXPERT,27,1,0.515,0.03999999999999998

WBCIC,B4_EQUAL_ALL_EXPERT,28,0,0.515,-0.010000000000000009

WBCIC,B4_EQUAL_ALL_EXPERT,29,4,0.5249999999999999,0.009999999999999898

WBCIC,B4_EQUAL_ALL_EXPERT,30,4,0.515,0.0

WBCIC,B4_EQUAL_ALL_EXPERT,31,2,0.5,-0.010000000000000009

WBCIC,B4_EQUAL_ALL_EXPERT,32,3,0.4993939393939394,0.009696969696969648

WBCIC,B4_EQUAL_ALL_EXPERT,33,2,0.5,0.0

WBCIC,B4_EQUAL_ALL_EXPERT,34,1,0.5,0.0

WBCIC,B4_EQUAL_ALL_EXPERT,35,0,0.505,-0.0050000000000000044

WBCIC,B4_EQUAL_ALL_EXPERT,36,3,0.5,0.0

WBCIC,B4_EQUAL_ALL_EXPERT,37,2,0.5,-0.025000000000000022

WBCIC,B4_EQUAL_ALL_EXPERT,38,4,0.495,-0.0050000000000000044

WBCIC,B4_EQUAL_ALL_EXPERT,41,4,0.5,0.0

WBCIC,B4_EQUAL_ALL_EXPERT,42,3,0.5,0.0

WBCIC,B4_EQUAL_ALL_EXPERT,44,3,0.5,0.0

WBCIC,B4_EQUAL_ALL_EXPERT,45,0,0.495,-0.0050000000000000044

WBCIC,B4_EQUAL_ALL_EXPERT,47,1,0.52,-0.06499999999999995

WBCIC,B4_EQUAL_ALL_EXPERT,48,0,0.5,0.0

WBCIC,B4_EQUAL_ALL_EXPERT,49,3,0.5549999999999999,-0.040000000000000036

WBCIC,B4_EQUAL_ALL_EXPERT,50,4,0.5599999999999999,0.029999999999999916

WBCIC,B5_LOGISTIC_KEEP_STACK,1,3,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,2,3,0.55,0.04500000000000004

WBCIC,B5_LOGISTIC_KEEP_STACK,3,1,0.57,-0.01000000000000012

WBCIC,B5_LOGISTIC_KEEP_STACK,5,2,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,6,2,0.505,0.040000000000000036

WBCIC,B5_LOGISTIC_KEEP_STACK,7,0,0.535,0.03500000000000003

WBCIC,B5_LOGISTIC_KEEP_STACK,9,1,0.49,-0.015000000000000013

WBCIC,B5_LOGISTIC_KEEP_STACK,11,4,0.5,-0.010000000000000009

WBCIC,B5_LOGISTIC_KEEP_STACK,12,0,0.47500000000000003,0.0050000000000000044

WBCIC,B5_LOGISTIC_KEEP_STACK,13,4,0.5,-0.0050000000000000044

WBCIC,B5_LOGISTIC_KEEP_STACK,14,2,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,16,3,0.535,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,17,0,0.505,0.0050000000000000044

WBCIC,B5_LOGISTIC_KEEP_STACK,18,1,0.51,-0.07999999999999996

WBCIC,B5_LOGISTIC_KEEP_STACK,19,0,0.505,0.0050000000000000044

WBCIC,B5_LOGISTIC_KEEP_STACK,21,1,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,22,1,0.5,0.025000000000000022

WBCIC,B5_LOGISTIC_KEEP_STACK,23,4,0.525,0.010000000000000009

WBCIC,B5_LOGISTIC_KEEP_STACK,24,0,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,25,2,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,26,2,0.475,0.03999999999999998

WBCIC,B5_LOGISTIC_KEEP_STACK,27,1,0.515,0.03999999999999998

WBCIC,B5_LOGISTIC_KEEP_STACK,28,0,0.54,0.015000000000000013

WBCIC,B5_LOGISTIC_KEEP_STACK,29,4,0.51,-0.0050000000000000044

WBCIC,B5_LOGISTIC_KEEP_STACK,30,4,0.54,0.025000000000000022

WBCIC,B5_LOGISTIC_KEEP_STACK,31,2,0.505,-0.0050000000000000044

WBCIC,B5_LOGISTIC_KEEP_STACK,32,3,0.5044949494949496,0.01479797979797981

WBCIC,B5_LOGISTIC_KEEP_STACK,33,2,0.47500000000000003,-0.024999999999999967

WBCIC,B5_LOGISTIC_KEEP_STACK,34,1,0.49000000000000005,-0.009999999999999953

WBCIC,B5_LOGISTIC_KEEP_STACK,35,0,0.5,-0.010000000000000009

WBCIC,B5_LOGISTIC_KEEP_STACK,36,3,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,37,2,0.515,-0.010000000000000009

WBCIC,B5_LOGISTIC_KEEP_STACK,38,4,0.49,-0.010000000000000009

WBCIC,B5_LOGISTIC_KEEP_STACK,41,4,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,42,3,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,44,3,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,45,0,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,47,1,0.565,-0.020000000000000018

WBCIC,B5_LOGISTIC_KEEP_STACK,48,0,0.5,0.0

WBCIC,B5_LOGISTIC_KEEP_STACK,49,3,0.54,-0.05499999999999994

WBCIC,B5_LOGISTIC_KEEP_STACK,50,4,0.585,0.05499999999999994

WBCIC,B6_LOGISTIC_ALL_EXPERT,1,3,0.5,0.0

WBCIC,B6_LOGISTIC_ALL_EXPERT,2,3,0.545,0.040000000000000036

WBCIC,B6_LOGISTIC_ALL_EXPERT,3,1,0.575,-0.0050000000000001155

WBCIC,B6_LOGISTIC_ALL_EXPERT,5,2,0.5,0.0

WBCIC,B6_LOGISTIC_ALL_EXPERT,6,2,0.475,0.010000000000000009

WBCIC,B6_LOGISTIC_ALL_EXPERT,7,0,0.55,0.050000000000000044

WBCIC,B6_LOGISTIC_ALL_EXPERT,9,1,0.47000000000000003,-0.034999999999999976

WBCIC,B6_LOGISTIC_ALL_EXPERT,11,4,0.5,-0.010000000000000009

WBCIC,B6_LOGISTIC_ALL_EXPERT,12,0,0.52,0.04999999999999999

WBCIC,B6_LOGISTIC_ALL_EXPERT,13,4,0.505,0.0

WBCIC,B6_LOGISTIC_ALL_EXPERT,14,2,0.5,0.0

WBCIC,B6_LOGISTIC_ALL_EXPERT,16,3,0.6,0.06499999999999995

WBCIC,B6_LOGISTIC_ALL_EXPERT,17,0,0.48500000000000004,-0.014999999999999958

WBCIC,B6_LOGISTIC_ALL_EXPERT,18,1,0.61,0.020000000000000018

WBCIC,B6_LOGISTIC_ALL_EXPERT,19,0,0.515,0.015000000000000013

WBCIC,B6_LOGISTIC_ALL_EXPERT,21,1,0.515,0.015000000000000013

WBCIC,B6_LOGISTIC_ALL_EXPERT,22,1,0.49,0.015000000000000013

WBCIC,B6_LOGISTIC_ALL_EXPERT,23,4,0.51,-0.0050000000000000044

WBCIC,B6_LOGISTIC_ALL_EXPERT,24,0,0.5,0.0

WBCIC,B6_LOGISTIC_ALL_EXPERT,25,2,0.5,0.0

WBCIC,B6_LOGISTIC_ALL_EXPERT,26,2,0.55,0.11500000000000005

WBCIC,B6_LOGISTIC_ALL_EXPERT,27,1,0.505,0.02999999999999997

WBCIC,B6_LOGISTIC_ALL_EXPERT,28,0,0.515,-0.010000000000000009

WBCIC,B6_LOGISTIC_ALL_EXPERT,29,4,0.505,-0.010000000000000009

WBCIC,B6_LOGISTIC_ALL_EXPERT,30,4,0.505,-0.010000000000000009

WBCIC,B6_LOGISTIC_ALL_EXPERT,31,2,0.505,-0.0050000000000000044

WBCIC,B6_LOGISTIC_ALL_EXPERT,32,3,0.5431818181818182,0.05348484848484847

WBCIC,B6_LOGISTIC_ALL_EXPERT,33,2,0.51,0.010000000000000009

WBCIC,B6_LOGISTIC_ALL_EXPERT,34,1,0.405,-0.09499999999999997

WBCIC,B6_LOGISTIC_ALL_EXPERT,35,0,0.605,0.09499999999999997

WBCIC,B6_LOGISTIC_ALL_EXPERT,36,3,0.5,0.0

WBCIC,B6_LOGISTIC_ALL_EXPERT,37,2,0.515,-0.010000000000000009

WBCIC,B6_LOGISTIC_ALL_EXPERT,38,4,0.495,-0.0050000000000000044

WBCIC,B6_LOGISTIC_ALL_EXPERT,41,4,0.5,0.0

WBCIC,B6_LOGISTIC_ALL_EXPERT,42,3,0.53,0.030000000000000027

WBCIC,B6_LOGISTIC_ALL_EXPERT,44,3,0.5,0.0

WBCIC,B6_LOGISTIC_ALL_EXPERT,45,0,0.525,0.025000000000000022

WBCIC,B6_LOGISTIC_ALL_EXPERT,47,1,0.575,-0.010000000000000009

WBCIC,B6_LOGISTIC_ALL_EXPERT,48,0,0.5,0.0

WBCIC,B6_LOGISTIC_ALL_EXPERT,49,3,0.525,-0.06999999999999995

WBCIC,B6_LOGISTIC_ALL_EXPERT,50,4,0.535,0.0050000000000000044

WBCIC,B7_ALL_EXPERT_STACK,1,3,0.5,0.0

WBCIC,B7_ALL_EXPERT_STACK,2,3,0.54,0.03500000000000003

WBCIC,B7_ALL_EXPERT_STACK,3,1,0.5700000000000001,-0.010000000000000009

WBCIC,B7_ALL_EXPERT_STACK,5,2,0.5,0.0

WBCIC,B7_ALL_EXPERT_STACK,6,2,0.5,0.03500000000000003

WBCIC,B7_ALL_EXPERT_STACK,7,0,0.525,0.025000000000000022

WBCIC,B7_ALL_EXPERT_STACK,9,1,0.49,-0.015000000000000013

WBCIC,B7_ALL_EXPERT_STACK,11,4,0.52,0.010000000000000009

WBCIC,B7_ALL_EXPERT_STACK,12,0,0.49,0.019999999999999962

WBCIC,B7_ALL_EXPERT_STACK,13,4,0.5,-0.0050000000000000044

WBCIC,B7_ALL_EXPERT_STACK,14,2,0.5,0.0

WBCIC,B7_ALL_EXPERT_STACK,16,3,0.58,0.04499999999999993

WBCIC,B7_ALL_EXPERT_STACK,17,0,0.5,0.0

WBCIC,B7_ALL_EXPERT_STACK,18,1,0.5,-0.08999999999999997

WBCIC,B7_ALL_EXPERT_STACK,19,0,0.525,0.025000000000000022

WBCIC,B7_ALL_EXPERT_STACK,21,1,0.495,-0.0050000000000000044

WBCIC,B7_ALL_EXPERT_STACK,22,1,0.5,0.025000000000000022

WBCIC,B7_ALL_EXPERT_STACK,23,4,0.51,-0.0050000000000000044

WBCIC,B7_ALL_EXPERT_STACK,24,0,0.5,0.0

WBCIC,B7_ALL_EXPERT_STACK,25,2,0.5,0.0

WBCIC,B7_ALL_EXPERT_STACK,26,2,0.5,0.065

WBCIC,B7_ALL_EXPERT_STACK,27,1,0.46499999999999997,-0.010000000000000064

WBCIC,B7_ALL_EXPERT_STACK,28,0,0.53,0.0050000000000000044

WBCIC,B7_ALL_EXPERT_STACK,29,4,0.5549999999999999,0.039999999999999925

WBCIC,B7_ALL_EXPERT_STACK,30,4,0.505,-0.010000000000000009

WBCIC,B7_ALL_EXPERT_STACK,31,2,0.5,-0.010000000000000009

WBCIC,B7_ALL_EXPERT_STACK,32,3,0.5244949494949495,0.03479797979797972

WBCIC,B7_ALL_EXPERT_STACK,33,2,0.495,-0.0050000000000000044

WBCIC,B7_ALL_EXPERT_STACK,34,1,0.46,-0.03999999999999998

WBCIC,B7_ALL_EXPERT_STACK,35,0,0.505,-0.0050000000000000044

WBCIC,B7_ALL_EXPERT_STACK,36,3,0.5,0.0

WBCIC,B7_ALL_EXPERT_STACK,37,2,0.5,-0.025000000000000022

WBCIC,B7_ALL_EXPERT_STACK,38,4,0.49,-0.010000000000000009

WBCIC,B7_ALL_EXPERT_STACK,41,4,0.5,0.0

WBCIC,B7_ALL_EXPERT_STACK,42,3,0.51,0.010000000000000009

WBCIC,B7_ALL_EXPERT_STACK,44,3,0.5,0.0

WBCIC,B7_ALL_EXPERT_STACK,45,0,0.52,0.020000000000000018

WBCIC,B7_ALL_EXPERT_STACK,47,1,0.5,-0.08499999999999996

WBCIC,B7_ALL_EXPERT_STACK,48,0,0.5,0.0

WBCIC,B7_ALL_EXPERT_STACK,49,3,0.57,-0.025000000000000022

WBCIC,B7_ALL_EXPERT_STACK,50,4,0.5599999999999999,0.029999999999999916

WBCIC,B9_HARD_INSTABILITY_SWITCH,1,3,0.5,0.0

WBCIC,B9_HARD_INSTABILITY_SWITCH,2,3,0.54,0.03500000000000003

WBCIC,B9_HARD_INSTABILITY_SWITCH,3,1,0.5700000000000001,-0.010000000000000009

WBCIC,B9_HARD_INSTABILITY_SWITCH,5,2,0.5,0.0

