task,subject_id,condition,future_BA,future_macro_F1,WS_BA,repetition_min,repetition_max,random_arms
OpenBMI_MI,29,PRD_ONLY,0.7793333333333333,0.7763500779275592,0.6646666666666666,15,15,1
OpenBMI_MI,36,PRD_ONLY,0.9026666666666666,0.902293713333325,0.9026666666666666,15,15,1
OpenBMI_MI,37,PRD_ONLY,0.712,0.6964755395844988,0.6873333333333332,15,15,1
OpenBMI_MI,39,PRD_ONLY,0.746,0.7445516036348963,0.746,15,15,1
OpenBMI_MI,4,PRD_ONLY,0.7666666666666667,0.7598690906408253,0.7073333333333333,15,15,1
OpenBMI_MI,42,PRD_ONLY,0.698,0.6943909469605157,0.6859999999999999,15,15,1
OpenBMI_MI,51,PRD_ONLY,0.64,0.6338007338933116,0.64,15,15,1
OpenBMI_MI,54,PRD_ONLY,0.7,0.6982220703317711,0.6186666666666666,15,15,1
OpenBMI_MI,12,PROTECTED_PRESERVE,0.7033333333333334,0.6945187657801646,0.7033333333333334,15,15,1
OpenBMI_MI,13,PROTECTED_PRESERVE,0.6526666666666666,0.6434755680720452,0.6526666666666666,15,15,1
OpenBMI_MI,17,PROTECTED_PRESERVE,0.5693333333333334,0.5512701442124188,0.5693333333333334,15,15,1
OpenBMI_MI,18,PROTECTED_PRESERVE,0.6373333333333334,0.6350677085244713,0.6373333333333334,15,15,1
OpenBMI_MI,24,PROTECTED_PRESERVE,0.5726666666666667,0.5345860669247189,0.5726666666666667,15,15,1
OpenBMI_MI,25,PROTECTED_PRESERVE,0.9666666666666667,0.9666514526501725,0.7666666666666667,15,15,1
OpenBMI_MI,29,PROTECTED_PRESERVE,0.778,0.7753372392575647,0.6706666666666667,15,15,1
OpenBMI_MI,36,PROTECTED_PRESERVE,0.9033333333333334,0.9029600086926667,0.9033333333333334,15,15,1
OpenBMI_MI,37,PROTECTED_PRESERVE,0.706,0.6882398163221054,0.6913333333333332,15,15,1
OpenBMI_MI,39,PROTECTED_PRESERVE,0.7486666666666667,0.7473600548565968,0.7486666666666667,15,15,1
OpenBMI_MI,4,PROTECTED_PRESERVE,0.7626666666666666,0.7555523003119461,0.7073333333333333,15,15,1
OpenBMI_MI,42,PROTECTED_PRESERVE,0.696,0.692607335385981,0.6846666666666666,15,15,1
OpenBMI_MI,51,PROTECTED_PRESERVE,0.6366666666666666,0.6293150335810231,0.6366666666666666,15,15,1
OpenBMI_MI,54,PROTECTED_PRESERVE,0.7013333333333333,0.6999845836118777,0.6206666666666667,15,15,1
OpenBMI_MI,12,RANDOM_PRESERVE_MEAN,0.7077777777777777,0.6986559861420049,0.7077777777777777,15,15,3
OpenBMI_MI,13,RANDOM_PRESERVE_MEAN,0.6493333333333333,0.639765927772468,0.6493333333333333,15,15,3
OpenBMI_MI,17,RANDOM_PRESERVE_MEAN,0.5673333333333334,0.5483706286060629,0.5673333333333334,15,15,3
OpenBMI_MI,18,RANDOM_PRESERVE_MEAN,0.636888888888889,0.6347063055674903,0.636888888888889,15,15,3
OpenBMI_MI,24,RANDOM_PRESERVE_MEAN,0.5722222222222223,0.5337640765687054,0.5722222222222223,15,15,3
OpenBMI_MI,25,RANDOM_PRESERVE_MEAN,0.964,0.963982249780571,0.7664444444444444,15,15,3
OpenBMI_MI,29,RANDOM_PRESERVE_MEAN,0.7771111111111111,0.774080341817077,0.6711111111111111,15,15,3
OpenBMI_MI,36,RANDOM_PRESERVE_MEAN,0.9044444444444445,0.904076060320715,0.9044444444444445,15,15,3
OpenBMI_MI,37,RANDOM_PRESERVE_MEAN,0.7064444444444445,0.6888617927593327,0.6895555555555556,15,15,3
OpenBMI_MI,39,RANDOM_PRESERVE_MEAN,0.7453333333333333,0.7439324389877481,0.7453333333333333,15,15,3
OpenBMI_MI,4,RANDOM_PRESERVE_MEAN,0.766,0.7591184654978803,0.7135555555555554,15,15,3
OpenBMI_MI,42,RANDOM_PRESERVE_MEAN,0.6962222222222222,0.6926363110583078,0.6833333333333332,15,15,3
OpenBMI_MI,51,RANDOM_PRESERVE_MEAN,0.6382222222222222,0.6308087278593582,0.6382222222222222,15,15,3
OpenBMI_MI,54,RANDOM_PRESERVE_MEAN,0.7004444444444444,0.6988812225116687,0.616,15,15,3
WBCIC_MI,sub-10,CE_REFERENCE,0.7936666666666666,0.7920609528892223,0.635,15,15,1
WBCIC_MI,sub-15,CE_REFERENCE,0.6956666666666667,0.6912641055143863,0.6956666666666667,15,15,1
WBCIC_MI,sub-20,CE_REFERENCE,0.49599999999999994,0.47638335359892775,0.49599999999999994,15,15,1
WBCIC_MI,sub-39,CE_REFERENCE,0.7836666666666667,0.782025018914405,0.4703333333333333,15,15,1
WBCIC_MI,sub-4,CE_REFERENCE,0.6446666666666666,0.638855283334331,0.5359999999999999,15,15,1
WBCIC_MI,sub-40,CE_REFERENCE,0.7866666666666667,0.7840134624438,0.7006666666666667,15,15,1
WBCIC_MI,sub-43,CE_REFERENCE,0.9363333333333334,0.9356753258638918,0.9363333333333334,15,15,1
WBCIC_MI,sub-46,CE_REFERENCE,0.8576666666666667,0.852986973682719,0.8576666666666667,15,15,1
WBCIC_MI,sub-51,CE_REFERENCE,0.7639999999999999,0.7574085212320194,0.6936666666666667,15,15,1
WBCIC_MI,sub-8,CE_REFERENCE,0.8816666666666666,0.8811535932778227,0.8623333333333334,15,15,1
WBCIC_MI,sub-10,PRD_ONLY,0.6839999999999999,0.616984366426129,0.5953333333333333,15,15,1
WBCIC_MI,sub-15,PRD_ONLY,0.6366666666666667,0.5687959434429667,0.6366666666666667,15,15,1
WBCIC_MI,sub-20,PRD_ONLY,0.49433333333333335,0.42003125651411305,0.49433333333333335,15,15,1
WBCIC_MI,sub-39,PRD_ONLY,0.696,0.6291825566509,0.5033333333333333,15,15,1
WBCIC_MI,sub-4,PRD_ONLY,0.588,0.5195295096826521,0.534,15,15,1
WBCIC_MI,sub-40,PRD_ONLY,0.7006666666666667,0.6337149707013566,0.6426666666666667,15,15,1
WBCIC_MI,sub-43,PRD_ONLY,0.7816666666666666,0.7149928029289714,0.7816666666666666,15,15,1
WBCIC_MI,sub-46,PRD_ONLY,0.753,0.6860863468317274,0.753,15,15,1
WBCIC_MI,sub-51,PRD_ONLY,0.6696666666666666,0.601499125026704,0.628,15,15,1
WBCIC_MI,sub-8,PRD_ONLY,0.746,0.6792713614693455,0.718,15,15,1
WBCIC_MI,sub-10,PROTECTED_PRESERVE,0.6863333333333334,0.6193732622647777,0.593,15,15,1
WBCIC_MI,sub-15,PROTECTED_PRESERVE,0.634,0.5667094373386564,0.634,15,15,1
WBCIC_MI,sub-20,PROTECTED_PRESERVE,0.5,0.4248902455047688,0.5,15,15,1
WBCIC_MI,sub-39,PROTECTED_PRESERVE,0.6943333333333334,0.6274955028041658,0.4983333333333333,15,15,1
WBCIC_MI,sub-4,PROTECTED_PRESERVE,0.5896666666666667,0.521103093922166,0.5346666666666666,15,15,1
WBCIC_MI,sub-40,PROTECTED_PRESERVE,0.7,0.632993758252944,0.6453333333333333,15,15,1
WBCIC_MI,sub-43,PROTECTED_PRESERVE,0.7803333333333333,0.7136607220248106,0.7803333333333333,15,15,1
WBCIC_MI,sub-46,PROTECTED_PRESERVE,0.755,0.6881563292965485,0.755,15,15,1
WBCIC_MI,sub-51,PROTECTED_PRESERVE,0.6713333333333333,0.6034411050746891,0.6276666666666667,15,15,1
WBCIC_MI,sub-8,PROTECTED_PRESERVE,0.747,0.6802725279586965,0.7230000000000001,15,15,1
WBCIC_MI,sub-10,RANDOM_PRESERVE_MEAN,0.686,0.6212861278350931,0.5972222222222222,15,15,3
WBCIC_MI,sub-15,RANDOM_PRESERVE_MEAN,0.6354444444444444,0.5697518796721259,0.6354444444444444,15,15,3
WBCIC_MI,sub-20,RANDOM_PRESERVE_MEAN,0.4991111111111111,0.42492547516011775,0.4991111111111111,15,15,3
WBCIC_MI,sub-39,RANDOM_PRESERVE_MEAN,0.6936666666666667,0.6281558890382786,0.4971111111111111,15,15,3
WBCIC_MI,sub-4,RANDOM_PRESERVE_MEAN,0.5913333333333334,0.5253122252197416,0.5353333333333333,15,15,3
WBCIC_MI,sub-40,RANDOM_PRESERVE_MEAN,0.698111111111111,0.6318156933438682,0.6441111111111112,15,15,3
WBCIC_MI,sub-43,RANDOM_PRESERVE_MEAN,0.782,0.7167992209641882,0.782,15,15,3
WBCIC_MI,sub-46,RANDOM_PRESERVE_MEAN,0.7548888888888889,0.6881643962638374,0.7548888888888889,15,15,3
WBCIC_MI,sub-51,RANDOM_PRESERVE_MEAN,0.6732222222222223,0.6073248564266046,0.6310000000000001,15,15,3
WBCIC_MI,sub-8,RANDOM_PRESERVE_MEAN,0.7466666666666666,0.6818824758393562,0.7253333333333334,15,15,3
