task,fold,subject_id,method,BA,macro_F1,accuracy,trials
OpenBMI_MI,0,54,SBTR_main_tail_aware,0.6699999999999999,0.6683750376846548,0.67,100
OpenBMI_MI,0,4,SBTR_meanBA_diagnostic,0.66,0.6550324675324675,0.66,100
OpenBMI_MI,0,12,SBTR_meanBA_diagnostic,0.64,0.64,0.64,100
OpenBMI_MI,0,13,SBTR_meanBA_diagnostic,0.62,0.6175523349436394,0.62,100
OpenBMI_MI,0,17,SBTR_meanBA_diagnostic,0.5800000000000001,0.5798319327731092,0.58,100
OpenBMI_MI,0,18,SBTR_meanBA_diagnostic,0.53,0.5261619114830124,0.53,100
OpenBMI_MI,0,24,SBTR_meanBA_diagnostic,0.5,0.4981934965877158,0.5,100
OpenBMI_MI,0,25,SBTR_meanBA_diagnostic,0.98,0.9799919967987194,0.98,100
OpenBMI_MI,0,29,SBTR_meanBA_diagnostic,0.65,0.6471418489767113,0.65,100
OpenBMI_MI,0,36,SBTR_meanBA_diagnostic,0.74,0.7395833333333333,0.74,100
OpenBMI_MI,0,37,SBTR_meanBA_diagnostic,0.54,0.5353535353535354,0.54,100
OpenBMI_MI,0,39,SBTR_meanBA_diagnostic,0.48,0.4781212364512244,0.48,100
OpenBMI_MI,0,42,SBTR_meanBA_diagnostic,0.61,0.6096486838154338,0.61,100
OpenBMI_MI,0,51,SBTR_meanBA_diagnostic,0.64,0.6363636363636364,0.64,100
OpenBMI_MI,0,54,SBTR_meanBA_diagnostic,0.6699999999999999,0.6683750376846548,0.67,100
OpenBMI_MI,1,4,Historical_LiteBN,0.81,0.8076728413807066,0.81,100
OpenBMI_MI,1,12,Historical_LiteBN,0.76,0.7596153846153846,0.76,100
OpenBMI_MI,1,13,Historical_LiteBN,0.75,0.7479584635547938,0.75,100
OpenBMI_MI,1,17,Historical_LiteBN,0.7,0.6989160979526294,0.7,100
OpenBMI_MI,1,18,Historical_LiteBN,0.77,0.7699769976997699,0.77,100
OpenBMI_MI,1,24,Historical_LiteBN,0.58,0.5495495495495495,0.58,100
OpenBMI_MI,1,25,Historical_LiteBN,1.0,1.0,1.0,100
OpenBMI_MI,1,29,Historical_LiteBN,0.69,0.6874684948079444,0.69,100
OpenBMI_MI,1,36,Historical_LiteBN,0.95,0.9499949994999499,0.95,100
OpenBMI_MI,1,37,Historical_LiteBN,0.73,0.712,0.73,100
OpenBMI_MI,1,39,Historical_LiteBN,0.81,0.8090644156366193,0.81,100
OpenBMI_MI,1,42,Historical_LiteBN,0.78,0.7777777777777778,0.78,100
OpenBMI_MI,1,51,Historical_LiteBN,0.71,0.7064480210547626,0.71,100
OpenBMI_MI,1,54,Historical_LiteBN,0.76,0.7599039615846338,0.76,100
OpenBMI_MI,1,4,SBTR_main_tail_aware,0.7,0.6816638370118846,0.7,100
OpenBMI_MI,1,12,SBTR_main_tail_aware,0.53,0.5295766189570613,0.53,100
OpenBMI_MI,1,13,SBTR_main_tail_aware,0.65,0.64996499649965,0.65,100
OpenBMI_MI,1,17,SBTR_main_tail_aware,0.54,0.4945054945054945,0.54,100
OpenBMI_MI,1,18,SBTR_main_tail_aware,0.56,0.5592948717948718,0.56,100
OpenBMI_MI,1,24,SBTR_main_tail_aware,0.46,0.4565217391304348,0.46,100
OpenBMI_MI,1,25,SBTR_main_tail_aware,0.94,0.9399038461538461,0.94,100
OpenBMI_MI,1,29,SBTR_main_tail_aware,0.6799999999999999,0.6736026111791106,0.68,100
OpenBMI_MI,1,36,SBTR_main_tail_aware,0.74,0.7398959583833533,0.74,100
OpenBMI_MI,1,37,SBTR_main_tail_aware,0.48,0.48,0.48,100
OpenBMI_MI,1,39,SBTR_main_tail_aware,0.57,0.5413333333333333,0.57,100
OpenBMI_MI,1,42,SBTR_main_tail_aware,0.6699999999999999,0.6691729323308271,0.67,100
OpenBMI_MI,1,51,SBTR_main_tail_aware,0.56,0.5535714285714286,0.56,100
OpenBMI_MI,1,54,SBTR_main_tail_aware,0.65,0.6439833180754755,0.65,100
OpenBMI_MI,1,4,SBTR_meanBA_diagnostic,0.7,0.6816638370118846,0.7,100
OpenBMI_MI,1,12,SBTR_meanBA_diagnostic,0.53,0.5295766189570613,0.53,100
OpenBMI_MI,1,13,SBTR_meanBA_diagnostic,0.65,0.64996499649965,0.65,100
OpenBMI_MI,1,17,SBTR_meanBA_diagnostic,0.54,0.4945054945054945,0.54,100
OpenBMI_MI,1,18,SBTR_meanBA_diagnostic,0.56,0.5592948717948718,0.56,100
OpenBMI_MI,1,24,SBTR_meanBA_diagnostic,0.46,0.4565217391304348,0.46,100
OpenBMI_MI,1,25,SBTR_meanBA_diagnostic,0.94,0.9399038461538461,0.94,100
OpenBMI_MI,1,29,SBTR_meanBA_diagnostic,0.6799999999999999,0.6736026111791106,0.68,100
OpenBMI_MI,1,36,SBTR_meanBA_diagnostic,0.74,0.7398959583833533,0.74,100
OpenBMI_MI,1,37,SBTR_meanBA_diagnostic,0.48,0.48,0.48,100
OpenBMI_MI,1,39,SBTR_meanBA_diagnostic,0.57,0.5413333333333333,0.57,100
OpenBMI_MI,1,42,SBTR_meanBA_diagnostic,0.6699999999999999,0.6691729323308271,0.67,100
OpenBMI_MI,1,51,SBTR_meanBA_diagnostic,0.56,0.5535714285714286,0.56,100
OpenBMI_MI,1,54,SBTR_meanBA_diagnostic,0.65,0.6439833180754755,0.65,100
OpenBMI_MI,2,4,Historical_LiteBN,0.8300000000000001,0.8295739348370927,0.83,100
OpenBMI_MI,2,12,Historical_LiteBN,0.77,0.7688674505074866,0.77,100
OpenBMI_MI,2,13,Historical_LiteBN,0.71,0.7092731829573935,0.71,100
OpenBMI_MI,2,17,Historical_LiteBN,0.59,0.5670995670995671,0.59,100
OpenBMI_MI,2,18,Historical_LiteBN,0.7,0.7,0.7,100
OpenBMI_MI,2,24,Historical_LiteBN,0.62,0.5703301673450927,0.62,100
OpenBMI_MI,2,25,Historical_LiteBN,0.98,0.9799919967987194,0.98,100
OpenBMI_MI,2,29,Historical_LiteBN,0.78,0.7799119647859143,0.78,100
OpenBMI_MI,2,36,Historical_LiteBN,0.9199999999999999,0.9198717948717949,0.92,100
OpenBMI_MI,2,37,Historical_LiteBN,0.75,0.7406369955389562,0.75,100
OpenBMI_MI,2,39,Historical_LiteBN,0.72,0.7189883580891208,0.72,100
OpenBMI_MI,2,42,Historical_LiteBN,0.74,0.7348021215830274,0.74,100
OpenBMI_MI,2,51,Historical_LiteBN,0.67,0.6659580929243851,0.67,100
OpenBMI_MI,2,54,Historical_LiteBN,0.8,0.7996794871794872,0.8,100
OpenBMI_MI,2,4,SBTR_main_tail_aware,0.6499999999999999,0.6395839769333744,0.65,100
OpenBMI_MI,2,12,SBTR_main_tail_aware,0.63,0.6009060511271707,0.63,100
OpenBMI_MI,2,13,SBTR_main_tail_aware,0.62,0.6161616161616161,0.62,100
OpenBMI_MI,2,17,SBTR_main_tail_aware,0.59,0.5805626598465473,0.59,100
OpenBMI_MI,2,18,SBTR_main_tail_aware,0.55,0.5488721804511278,0.55,100
OpenBMI_MI,2,24,SBTR_main_tail_aware,0.55,0.5488721804511278,0.55,100
OpenBMI_MI,2,25,SBTR_main_tail_aware,0.94,0.9399759903961584,0.94,100
OpenBMI_MI,2,29,SBTR_main_tail_aware,0.79,0.7889659330720531,0.79,100
OpenBMI_MI,2,36,SBTR_main_tail_aware,0.79,0.78997899789979,0.79,100
OpenBMI_MI,2,37,SBTR_main_tail_aware,0.65,0.6496847162446202,0.65,100
OpenBMI_MI,2,39,SBTR_main_tail_aware,0.6699999999999999,0.6697027324592133,0.67,100
OpenBMI_MI,2,42,SBTR_main_tail_aware,0.6799999999999999,0.6788438378161381,0.68,100
OpenBMI_MI,2,51,SBTR_main_tail_aware,0.61,0.5793334052421529,0.61,100
OpenBMI_MI,2,54,SBTR_main_tail_aware,0.6799999999999999,0.6788438378161381,0.68,100
OpenBMI_MI,2,4,SBTR_meanBA_diagnostic,0.6499999999999999,0.6395839769333744,0.65,100
OpenBMI_MI,2,12,SBTR_meanBA_diagnostic,0.63,0.6009060511271707,0.63,100
OpenBMI_MI,2,13,SBTR_meanBA_diagnostic,0.62,0.6161616161616161,0.62,100
OpenBMI_MI,2,17,SBTR_meanBA_diagnostic,0.59,0.5805626598465473,0.59,100
OpenBMI_MI,2,18,SBTR_meanBA_diagnostic,0.55,0.5488721804511278,0.55,100
OpenBMI_MI,2,24,SBTR_meanBA_diagnostic,0.55,0.5488721804511278,0.55,100
OpenBMI_MI,2,25,SBTR_meanBA_diagnostic,0.94,0.9399759903961584,0.94,100
OpenBMI_MI,2,29,SBTR_meanBA_diagnostic,0.79,0.7889659330720531,0.79,100
OpenBMI_MI,2,36,SBTR_meanBA_diagnostic,0.79,0.78997899789979,0.79,100
OpenBMI_MI,2,37,SBTR_meanBA_diagnostic,0.65,0.6496847162446202,0.65,100
OpenBMI_MI,2,39,SBTR_meanBA_diagnostic,0.6699999999999999,0.6697027324592133,0.67,100
OpenBMI_MI,2,42,SBTR_meanBA_diagnostic,0.6799999999999999,0.6788438378161381,0.68,100
OpenBMI_MI,2,51,SBTR_meanBA_diagnostic,0.61,0.5793334052421529,0.61,100
OpenBMI_MI,2,54,SBTR_meanBA_diagnostic,0.6799999999999999,0.6788438378161381,0.68,100
OpenBMI_MI,3,4,Historical_LiteBN,0.83,0.8279178054458953,0.83,100
OpenBMI_MI,3,12,Historical_LiteBN,0.67,0.6515679442508711,0.67,100
OpenBMI_MI,3,13,Historical_LiteBN,0.79,0.78997899789979,0.79,100
OpenBMI_MI,3,17,Historical_LiteBN,0.61,0.5983935742971888,0.61,100
OpenBMI_MI,3,18,Historical_LiteBN,0.77,0.7694235588972431,0.77,100
OpenBMI_MI,3,24,Historical_LiteBN,0.51,0.4221016629319495,0.51,100
OpenBMI_MI,3,25,Historical_LiteBN,0.97,0.96999699969997,0.97,100
OpenBMI_MI,3,29,Historical_LiteBN,0.6599999999999999,0.6587715776796468,0.66,100
OpenBMI_MI,3,36,Historical_LiteBN,0.9299999999999999,0.9299369432489241,0.93,100
OpenBMI_MI,3,37,Historical_LiteBN,0.76,0.7477931904161412,0.76,100
OpenBMI_MI,3,39,Historical_LiteBN,0.84,0.8399359743897559,0.84,100
OpenBMI_MI,3,42,Historical_LiteBN,0.6699999999999999,0.6624040920716112,0.67,100
OpenBMI_MI,3,51,Historical_LiteBN,0.7,0.696969696969697,0.7,100
OpenBMI_MI,3,54,Historical_LiteBN,0.6799999999999999,0.6788438378161381,0.68,100
OpenBMI_MI,3,4,SBTR_main_tail_aware,0.71,0.6938021328265231,0.71,100
OpenBMI_MI,3,12,SBTR_main_tail_aware,0.6599999999999999,0.6510673234811166,0.66,100
OpenBMI_MI,3,13,SBTR_main_tail_aware,0.61,0.5793334052421529,0.61,100
OpenBMI_MI,3,17,SBTR_main_tail_aware,0.63,0.6189887756152817,0.63,100
OpenBMI_MI,3,18,SBTR_main_tail_aware,0.56,0.5584102769971899,0.56,100
OpenBMI_MI,3,24,SBTR_main_tail_aware,0.45999999999999996,0.45978391356542614,0.46,100
OpenBMI_MI,3,25,SBTR_main_tail_aware,0.98,0.9799919967987194,0.98,100
OpenBMI_MI,3,29,SBTR_main_tail_aware,0.64,0.6394230769230769,0.64,100
OpenBMI_MI,3,36,SBTR_main_tail_aware,0.68,0.6753246753246753,0.68,100
OpenBMI_MI,3,37,SBTR_main_tail_aware,0.48,0.47916666666666663,0.48,100
OpenBMI_MI,3,39,SBTR_main_tail_aware,0.5900000000000001,0.5879811074263892,0.59,100
OpenBMI_MI,3,42,SBTR_main_tail_aware,0.66,0.66,0.66,100
OpenBMI_MI,3,51,SBTR_main_tail_aware,0.59,0.5849782366636299,0.59,100
OpenBMI_MI,3,54,SBTR_main_tail_aware,0.69,0.6874684948079444,0.69,100
OpenBMI_MI,3,4,SBTR_meanBA_diagnostic,0.71,0.6938021328265231,0.71,100
OpenBMI_MI,3,12,SBTR_meanBA_diagnostic,0.6599999999999999,0.6510673234811166,0.66,100
OpenBMI_MI,3,13,SBTR_meanBA_diagnostic,0.61,0.5793334052421529,0.61,100
OpenBMI_MI,3,17,SBTR_meanBA_diagnostic,0.63,0.6189887756152817,0.63,100
OpenBMI_MI,3,18,SBTR_meanBA_diagnostic,0.56,0.5584102769971899,0.56,100
OpenBMI_MI,3,24,SBTR_meanBA_diagnostic,0.45999999999999996,0.45978391356542614,0.46,100
OpenBMI_MI,3,25,SBTR_meanBA_diagnostic,0.98,0.9799919967987194,0.98,100
OpenBMI_MI,3,29,SBTR_meanBA_diagnostic,0.64,0.6394230769230769,0.64,100
OpenBMI_MI,3,36,SBTR_meanBA_diagnostic,0.68,0.6753246753246753,0.68,100
OpenBMI_MI,3,37,SBTR_meanBA_diagnostic,0.48,0.47916666666666663,0.48,100
OpenBMI_MI,3,39,SBTR_meanBA_diagnostic,0.5900000000000001,0.5879811074263892,0.59,100
OpenBMI_MI,3,42,SBTR_meanBA_diagnostic,0.66,0.66,0.66,100
OpenBMI_MI,3,51,SBTR_meanBA_diagnostic,0.59,0.5849782366636299,0.59,100
OpenBMI_MI,3,54,SBTR_meanBA_diagnostic,0.69,0.6874684948079444,0.69,100
OpenBMI_MI,4,4,Historical_LiteBN,0.87,0.8699869986998701,0.87,100
OpenBMI_MI,4,12,Historical_LiteBN,0.67,0.648,0.67,100
OpenBMI_MI,4,13,Historical_LiteBN,0.73,0.7266929851199515,0.73,100
OpenBMI_MI,4,17,Historical_LiteBN,0.56,0.537620849096259,0.56,100
OpenBMI_MI,4,18,Historical_LiteBN,0.6799999999999999,0.6798719487795117,0.68,100
OpenBMI_MI,4,24,Historical_LiteBN,0.59,0.5249681381068243,0.59,100
OpenBMI_MI,4,25,Historical_LiteBN,0.97,0.9699729756781104,0.97,100
OpenBMI_MI,4,29,Historical_LiteBN,0.76,0.7575757575757576,0.76,100
OpenBMI_MI,4,36,Historical_LiteBN,0.94,0.9399759903961584,0.94,100
OpenBMI_MI,4,37,Historical_LiteBN,0.6699999999999999,0.6349153667441089,0.67,100
OpenBMI_MI,4,39,Historical_LiteBN,0.75,0.7442455242966752,0.75,100
OpenBMI_MI,4,42,Historical_LiteBN,0.69,0.6783898744683059,0.69,100
OpenBMI_MI,4,51,Historical_LiteBN,0.6499999999999999,0.6491228070175439,0.65,100
OpenBMI_MI,4,54,Historical_LiteBN,0.72,0.72,0.72,100
OpenBMI_MI,4,4,SBTR_main_tail_aware,0.77,0.7660461804495982,0.77,100
OpenBMI_MI,4,12,SBTR_main_tail_aware,0.72,0.72,0.72,100
OpenBMI_MI,4,13,SBTR_main_tail_aware,0.6599999999999999,0.6587715776796468,0.66,100
OpenBMI_MI,4,17,SBTR_main_tail_aware,0.48,0.4025735294117647,0.48,100
OpenBMI_MI,4,18,SBTR_main_tail_aware,0.62,0.6198479391756703,0.62,100
OpenBMI_MI,4,24,SBTR_main_tail_aware,0.53,0.5083167695365624,0.53,100
OpenBMI_MI,4,25,SBTR_main_tail_aware,0.97,0.96999699969997,0.97,100
OpenBMI_MI,4,29,SBTR_main_tail_aware,0.76,0.7591328783621036,0.76,100
OpenBMI_MI,4,36,SBTR_main_tail_aware,0.77,0.7681217864704104,0.77,100
OpenBMI_MI,4,37,SBTR_main_tail_aware,0.65,0.64996499649965,0.65,100
OpenBMI_MI,4,39,SBTR_main_tail_aware,0.61,0.60996099609961,0.61,100
OpenBMI_MI,4,42,SBTR_main_tail_aware,0.62,0.6175523349436394,0.62,100
OpenBMI_MI,4,51,SBTR_main_tail_aware,0.61,0.6068152031454783,0.61,100
OpenBMI_MI,4,54,SBTR_main_tail_aware,0.6799999999999999,0.6798719487795117,0.68,100
OpenBMI_MI,4,4,SBTR_meanBA_diagnostic,0.76,0.7584541062801933,0.76,100
OpenBMI_MI,4,12,SBTR_meanBA_diagnostic,0.76,0.7591328783621036,0.76,100
OpenBMI_MI,4,13,SBTR_meanBA_diagnostic,0.62,0.6175523349436394,0.62,100
OpenBMI_MI,4,17,SBTR_meanBA_diagnostic,0.53,0.5037482842360892,0.53,100
OpenBMI_MI,4,18,SBTR_meanBA_diagnostic,0.59,0.5670995670995671,0.59,100
OpenBMI_MI,4,24,SBTR_meanBA_diagnostic,0.5700000000000001,0.5242836596968692,0.57,100
OpenBMI_MI,4,25,SBTR_meanBA_diagnostic,0.97,0.96999699969997,0.97,100
OpenBMI_MI,4,29,SBTR_meanBA_diagnostic,0.84,0.8399359743897559,0.84,100
OpenBMI_MI,4,36,SBTR_meanBA_diagnostic,0.8,0.7960016319869441,0.8,100
OpenBMI_MI,4,37,SBTR_meanBA_diagnostic,0.65,0.6368917937545389,0.65,100
OpenBMI_MI,4,39,SBTR_meanBA_diagnostic,0.6,0.595959595959596,0.6,100
OpenBMI_MI,4,42,SBTR_meanBA_diagnostic,0.6100000000000001,0.6080795899909557,0.61,100
OpenBMI_MI,4,51,SBTR_meanBA_diagnostic,0.6200000000000001,0.6186270574066639,0.62,100
OpenBMI_MI,4,54,SBTR_meanBA_diagnostic,0.6499999999999999,0.6491228070175439,0.65,100
