dataset,fold,model,subject,future_session,absolute_ba,absolute_macro_f1,centered_ba,centered_macro_f1,centered_delta_ba,class_separation_norm,within_scatter,fisher_discriminability,margin_mean,margin_median,margin_positive_fraction
WBCIC,2,Compact-TG,sub-11,2,0.6699999999999999,0.669471153846154,0.66,0.65996599659966,-0.009999999999999898,3.6186728477478027,103.25479507446289,0.12682019174098969,0.9228008389472961,1.0579984188079834,0.695
WBCIC,2,Compact-TG,sub-29,2,0.845,0.8449030644152595,0.855,0.854967367657723,0.010000000000000009,9.152599334716797,154.78545379638672,0.5412011742591858,2.3571155071258545,2.577296733856201,0.86
WBCIC,2,Compact-TG,sub-26,2,0.655,0.6545768566493955,0.645,0.6449911247781195,-0.010000000000000009,4.198182582855225,184.87557220458984,0.09533296525478363,1.0877485275268555,1.2803261280059814,0.685
WBCIC,2,Compact-TG,sub-47,2,0.8,0.7994987468671679,0.79,0.7898108297467722,-0.010000000000000009,6.221184253692627,84.54893493652344,0.45776015520095825,1.523107647895813,1.6102519035339355,0.81
WBCIC,2,Compact-TG,sub-36,2,0.94,0.9399759903961584,0.95,0.9500000000000001,0.010000000000000009,10.130257606506348,30.741626739501953,3.3382136821746826,2.4818999767303467,2.6861140727996826,0.94
WBCIC,2,Compact-TG,sub-16,2,0.53,0.5037482842360891,0.5549999999999999,0.5536497906166152,0.02499999999999991,1.2443604469299316,84.17762756347656,0.018394827842712402,0.2235734909772873,0.14984875917434692,0.545
WBCIC,2,Compact-TG,sub-48,2,0.7849999999999999,0.7840877708317642,0.7849999999999999,0.7843476516462298,0.0,8.418974876403809,136.89227294921875,0.5177730917930603,2.110896587371826,2.693958282470703,0.805
WBCIC,2,Compact-TG,sub-41,2,0.8300000000000001,0.8291628982011858,0.8400000000000001,0.8397435897435896,0.010000000000000009,9.914992332458496,93.39073944091797,1.0526427030563354,2.540647506713867,3.187946081161499,0.84
WBCIC,2,Compact-TG,sub-5,2,0.74,0.7390606182256123,0.74,0.7390606182256123,0.0,6.155218601226807,118.71372985839844,0.31914350390434265,1.598551630973816,1.91181480884552,0.785
WBCIC,2,Compact-TG,sub-27,2,0.56,0.5592948717948718,0.565,0.5649891247281182,0.004999999999999893,0.7382415533065796,21.624893188476562,0.025202464312314987,0.16432827711105347,0.16060848534107208,0.555
