dataset,fold,subject,absolute_alignment_delta,class_separation_delta,within_scatter_delta,fisher_delta,margin_delta,absolute_ba_delta,centered_ba_delta
OpenBMI,1,1,,1.2245135307312012,-21.703189849853516,0.15007208287715912,0.2624105215072632,0.030000000000000027,0.07000000000000006
OpenBMI,1,11,,0.6531424522399902,-16.42218780517578,0.06033136695623398,0.168509840965271,1.1102230246251565e-16,0.040000000000000036
OpenBMI,1,23,,1.080427646636963,0.6885490417480469,0.09234130382537842,0.2124260663986206,0.08000000000000007,0.010000000000000009
OpenBMI,1,27,,1.4159975051879883,-14.946807861328125,0.39661329984664917,0.461669921875,0.040000000000000036,0.040000000000000036
OpenBMI,1,30,,-0.13825273513793945,-20.992904663085938,0.013576418161392212,-0.34913837909698486,-0.06000000000000005,-0.07000000000000006
OpenBMI,1,34,,0.30063343048095703,-42.145599365234375,0.03270596265792847,0.03586125373840332,0.010000000000000009,-0.02000000000000013
OpenBMI,1,40,,0.7763309478759766,-20.445415496826172,0.11900852620601654,0.3371943235397339,0.0,0.030000000000000027
OpenBMI,1,43,,0.5763263702392578,-16.972026824951172,0.16627711057662964,0.06459188461303711,0.029999999999999805,0.030000000000000027
OpenBMI,1,45,,2.160639762878418,26.326311111450195,0.1733597218990326,0.48001277446746826,-0.010000000000000009,-0.030000000000000027
OpenBMI,1,48,,0.2422184944152832,-15.251091003417969,0.023217692971229553,-0.07463443279266357,0.0,0.05999999999999994
OpenBMI,1,50,,0.037821054458618164,22.09817886352539,-0.009059730917215347,0.004450619220733643,-0.08999999999999997,-0.010000000000000009
OpenBMI,1,52,,-0.07589149475097656,-27.55297088623047,0.08810919523239136,-0.2962372303009033,0.020000000000000018,0.010000000000000009
OpenBMI,1,8,,0.4992208480834961,-23.722156524658203,0.15022465586662292,-0.055928945541381836,1.1102230246251565e-16,-0.020000000000000018
OpenBMI,2,10,,0.5157814025878906,-15.05133056640625,0.08059883117675781,-0.3493170738220215,-0.050000000000000044,-0.040000000000000036
OpenBMI,2,16,,0.4751262664794922,-8.553302764892578,0.17655527591705322,-0.6526980400085449,0.0,0.0
OpenBMI,2,19,,1.5226032733917236,25.846710205078125,0.08944392204284668,0.12577319145202637,-0.040000000000000036,0.07999999999999996
OpenBMI,2,20,,1.2686843872070312,-11.102371215820312,0.21144258975982666,-0.3382294178009033,0.010000000000000009,-0.030000000000000027
OpenBMI,2,21,,1.6770362854003906,9.122440338134766,0.2856132984161377,-0.27938175201416016,-0.010000000000000009,-0.010000000000000009
OpenBMI,2,22,,0.22626161575317383,-30.75379180908203,0.030902199447155,-0.006599783897399902,-0.050000000000000044,-0.040000000000000036
OpenBMI,2,41,,1.3351068496704102,-15.245773315429688,0.14469705522060394,0.038667917251586914,-0.030000000000000027,-0.010000000000000009
OpenBMI,2,44,,1.0198945999145508,22.08928680419922,0.035222023725509644,-0.2611877918243408,-0.050000000000000044,-0.040000000000000036
OpenBMI,2,46,,-0.034397125244140625,-26.36322784423828,0.0354563444852829,-0.4480266571044922,0.020000000000000018,0.0
OpenBMI,2,49,,1.5445704460144043,14.663131713867188,0.1428665816783905,-0.22939252853393555,0.009999999999999898,-0.029999999999999916
OpenBMI,2,53,,1.3877320289611816,-0.34146881103515625,0.15781864523887634,0.0590367317199707,0.009999999999999898,-0.010000000000000009
OpenBMI,2,7,,1.7646303176879883,4.03094482421875,0.1433892697095871,0.3598158359527588,0.010000000000000009,0.010000000000000009
OpenBMI,2,9,,0.10038614273071289,26.69717788696289,-0.02094830572605133,-0.22975051403045654,-0.07999999999999996,-0.10999999999999999
WBCIC,0,sub-12,,0.025619983673095703,8.013835906982422,-0.024081021547317505,-0.40263915061950684,-0.02499999999999991,-0.015000000000000013
WBCIC,0,sub-18,,-0.0643472671508789,-18.61522674560547,0.00407642126083374,-0.1644262671470642,0.020000000000000018,0.025000000000000022
WBCIC,0,sub-22,,0.9804072380065918,19.232463836669922,0.04673810303211212,0.04264867305755615,0.010000000000000009,0.004999999999999893
WBCIC,0,sub-28,,0.004464149475097656,15.17434310913086,-0.02515159547328949,-0.19586330652236938,-0.030000000000000027,-0.05499999999999994
WBCIC,0,sub-30,,-0.7787103652954102,-40.60221481323242,0.07560962438583374,-0.7759699821472168,0.0050000000000000044,-0.04500000000000004
WBCIC,0,sub-35,,0.8627090454101562,-3.149658203125,0.42404842376708984,-0.6089954376220703,0.0,0.0
WBCIC,0,sub-37,,1.0436029434204102,0.9554367065429688,0.11689770221710205,-0.0444638729095459,0.0050000000000001155,0.029999999999999916
WBCIC,0,sub-44,,-0.565643310546875,-0.7029800415039062,-0.0704801082611084,-0.5389381647109985,-0.05499999999999994,-0.04500000000000004
WBCIC,0,sub-49,,0.5313405990600586,-6.150733947753906,0.07405966520309448,-0.239119291305542,-0.03500000000000003,-0.025000000000000022
WBCIC,0,sub-6,,-1.1924495697021484,-26.48093032836914,-0.008248865604400635,-0.9314897060394287,-0.050000000000000044,-0.015000000000000013
WBCIC,0,sub-9,,0.1895362138748169,-2.2188072204589844,0.007303299382328987,-0.06948131322860718,0.004999999999999893,0.02499999999999991
WBCIC,1,sub-1,,3.9381110668182373,29.1441011428833,0.4071703553199768,0.7945878505706787,-0.025000000000000022,-0.010000000000000009
WBCIC,1,sub-13,,2.84798526763916,26.805048942565918,0.17689156532287598,0.32268011569976807,-0.0050000000000000044,-0.010000000000000009
WBCIC,1,sub-14,,0.34627455472946167,24.85428237915039,0.003006948158144951,0.04027596861124039,-0.04499999999999993,-0.050000000000000044
WBCIC,1,sub-23,,3.5554146766662598,27.09634494781494,0.2969398498535156,0.45427656173706055,-0.010000000000000009,-0.004999999999999893
WBCIC,1,sub-24,,3.268289089202881,27.70737075805664,0.31499481201171875,0.32505178451538086,-0.014678030303030276,-0.03061868686868685
WBCIC,1,sub-32,,1.0184617042541504,49.60931396484375,2.8274953365325928e-05,0.18936973810195923,0.0050000000000000044,0.02499999999999991
WBCIC,1,sub-34,,0.41311436891555786,31.64665412902832,-0.001197677105665207,0.015917062759399414,-0.025000000000000022,-0.03500000000000003
WBCIC,1,sub-45,,3.743898868560791,24.382908821105957,0.45333731174468994,0.42934322357177734,-0.0050000000000001155,-0.015000000000000124
WBCIC,1,sub-50,,4.766733169555664,24.206668853759766,0.7798399925231934,0.662628173828125,0.010000000000000009,0.010000000000000009
WBCIC,1,sub-7,,1.900479793548584,30.80868911743164,0.10337099432945251,0.24412620067596436,-0.010000000000000009,-0.050000000000000044
WBCIC,2,sub-11,,-0.546412467956543,-48.741573333740234,0.012686304748058319,-0.6928380131721497,-0.07500000000000007,-0.08999999999999997
WBCIC,2,sub-16,,-0.9737017154693604,-29.122814178466797,-0.025027770549058914,-0.37422098219394684,-0.040000000000000036,-0.07000000000000006
WBCIC,2,sub-26,,0.6258888244628906,-16.155250549316406,0.031853727996349335,-0.3213909864425659,0.0,-0.014999999999999902
WBCIC,2,sub-27,,-0.12919336557388306,-6.411785125732422,-0.0016353558748960495,-0.12096679210662842,0.0,-0.0050000000000001155
WBCIC,2,sub-29,,1.082174301147461,-38.43659210205078,0.2041187286376953,-0.9434146881103516,-0.030000000000000027,-0.030000000000000027
WBCIC,2,sub-36,,0.047545433044433594,-17.496551513671875,1.230731725692749,-1.594318151473999,-0.025000000000000022,-0.010000000000000009
WBCIC,2,sub-41,,0.05326271057128906,-50.63973617553711,0.3774126172065735,-1.4975485801696777,0.0050000000000001155,-0.019999999999999907
WBCIC,2,sub-47,,0.1703348159790039,-48.15388488769531,0.18185964226722717,-0.908769965171814,-0.050000000000000044,-0.06999999999999995
WBCIC,2,sub-48,,1.3940792083740234,-52.35424041748047,0.25700655579566956,-0.8380260467529297,-0.06500000000000006,-0.050000000000000044
WBCIC,2,sub-5,,0.6862268447875977,-60.182090759277344,0.15195195376873016,-0.6212626695632935,-0.010000000000000009,-0.0050000000000000044
