dataset,fold,model,subject,future_session,source_to_future_direction_cosine,offset_norm,class_separation_norm,offset_separation_ratio
OpenBMI,2,Compact-ERM,21,2,0.9541962742805481,2.4364726543426514,11.931396484375,0.20420682430267334
OpenBMI,2,Compact-ERM,44,2,0.9543209075927734,3.9698286056518555,6.293607234954834,0.6307715773582458
OpenBMI,2,Compact-TG,49,2,0.9534600377082825,3.04337739944458,8.611322402954102,0.3534157872200012
OpenBMI,2,Compact-TG,10,2,0.945862352848053,4.389001369476318,7.54604434967041,0.5816293954849243
OpenBMI,2,Compact-TG,22,2,0.9344508051872253,3.5955233573913574,5.271693706512451,0.6820433139801025
OpenBMI,2,Compact-TG,19,2,0.9340129494667053,4.025628089904785,5.506056785583496,0.7311272621154785
OpenBMI,2,Compact-TG,16,2,0.966903805732727,2.7454473972320557,13.781805992126465,0.1992080956697464
OpenBMI,2,Compact-TG,9,2,0.8826019763946533,3.3730833530426025,3.903754949569702,0.8640612363815308
OpenBMI,2,Compact-TG,53,2,0.9794462323188782,3.0766022205352783,8.92760944366455,0.3446165919303894
OpenBMI,2,Compact-TG,7,2,0.958500325679779,1.8791477680206299,7.383265972137451,0.2545144259929657
OpenBMI,2,Compact-TG,20,2,0.972755491733551,3.235546827316284,9.779762268066406,0.330841064453125
OpenBMI,2,Compact-TG,41,2,0.9755197763442993,2.9524190425872803,7.46612548828125,0.3954419195652008
OpenBMI,2,Compact-TG,46,2,0.9647356867790222,6.133336067199707,6.27351713180542,0.9776551127433777
OpenBMI,2,Compact-TG,21,2,0.9684786200523376,2.125171184539795,13.60843276977539,0.15616574883460999
OpenBMI,2,Compact-TG,44,2,0.9553752541542053,3.7422564029693604,7.313501834869385,0.5116914510726929
WBCIC,0,Compact-ERM,sub-6,2,0.9519891738891602,2.678694725036621,10.869755744934082,0.24643559753894806
WBCIC,0,Compact-ERM,sub-22,2,0.9377133846282959,3.4447784423828125,3.4774413108825684,0.9906072020530701
WBCIC,0,Compact-ERM,sub-44,2,0.9859641194343567,2.6712558269500732,6.690597057342529,0.3992552161216736
WBCIC,0,Compact-ERM,sub-35,2,0.992257833480835,2.700995922088623,13.11236572265625,0.20598845183849335
WBCIC,0,Compact-ERM,sub-18,2,0.8673031330108643,1.903874397277832,2.9824209213256836,0.6383654475212097
WBCIC,0,Compact-ERM,sub-9,2,0.8480803966522217,2.9014334678649902,1.846659779548645,1.5711792707443237
WBCIC,0,Compact-ERM,sub-49,2,0.9362794756889343,4.663079261779785,8.989663124084473,0.5187156796455383
WBCIC,0,Compact-ERM,sub-28,2,0.8647662997245789,5.320057392120361,3.210359811782837,1.6571530103683472
WBCIC,0,Compact-ERM,sub-37,2,0.9662594199180603,3.8545258045196533,5.150515079498291,0.7483767867088318
WBCIC,0,Compact-ERM,sub-12,2,0.9849429130554199,2.954477071762085,5.752810955047607,0.51357102394104
WBCIC,0,Compact-ERM,sub-30,2,0.9184085726737976,4.665163516998291,8.774060249328613,0.5316994786262512
WBCIC,0,Compact-TG,sub-6,2,0.9549100399017334,2.7570388317108154,9.677306175231934,0.2848973572254181
WBCIC,0,Compact-TG,sub-22,2,0.946436882019043,2.806039571762085,4.45784854888916,0.6294605135917664
WBCIC,0,Compact-TG,sub-44,2,0.986881673336029,1.9014403820037842,6.124953746795654,0.3104415833950043
WBCIC,0,Compact-TG,sub-35,2,0.995434045791626,2.2911171913146973,13.975074768066406,0.1639431118965149
WBCIC,0,Compact-TG,sub-18,2,0.9119772911071777,1.9881715774536133,2.9180736541748047,0.681330144405365
WBCIC,0,Compact-TG,sub-9,2,0.883152961730957,2.25433087348938,2.036195993423462,1.107128620147705
WBCIC,0,Compact-TG,sub-49,2,0.9714206457138062,4.890601634979248,9.521003723144531,0.5136644840240479
WBCIC,0,Compact-TG,sub-28,2,0.8573250770568848,5.727316379547119,3.2148239612579346,1.7815334796905518
WBCIC,0,Compact-TG,sub-37,2,0.9798370599746704,3.2921600341796875,6.194118022918701,0.5314977765083313
WBCIC,0,Compact-TG,sub-12,2,0.9863559007644653,1.8466029167175293,5.778430938720703,0.3195682168006897
WBCIC,0,Compact-TG,sub-30,2,0.9335360527038574,3.294039249420166,7.995349884033203,0.41199439764022827
WBCIC,1,Compact-ERM,sub-45,2,0.9924299716949463,0.8509395122528076,7.97709321975708,0.10667288303375244
WBCIC,1,Compact-ERM,sub-7,2,0.9315301179885864,1.5019627809524536,4.801557540893555,0.3128074109554291
WBCIC,1,Compact-ERM,sub-50,2,0.9931597113609314,2.1390578746795654,7.9665422439575195,0.26850518584251404
WBCIC,1,Compact-ERM,sub-14,2,0.627445638179779,2.034175395965576,0.5004538297653198,4.064661502838135
WBCIC,1,Compact-ERM,sub-1,2,0.9838765859603882,2.98796010017395,3.723517656326294,0.802456259727478
WBCIC,1,Compact-ERM,sub-32,2,0.7890631556510925,1.4473686218261719,1.8019452095031738,0.8032256364822388
WBCIC,1,Compact-ERM,sub-23,2,0.9935502409934998,2.570363759994507,7.0781426429748535,0.3631410002708435
WBCIC,1,Compact-ERM,sub-34,2,0.7692700624465942,2.1243064403533936,0.6975796818733215,3.045252799987793
WBCIC,1,Compact-ERM,sub-24,2,0.9911277294158936,3.0422632694244385,7.4857354164123535,0.40640807151794434
WBCIC,1,Compact-ERM,sub-13,2,0.9908148050308228,1.4368057250976562,5.740261077880859,0.2503032088279724
WBCIC,1,Compact-TG,sub-45,2,0.9953354001045227,1.168308973312378,11.720992088317871,0.09967663139104843
WBCIC,1,Compact-TG,sub-7,2,0.9776872396469116,2.3388235569000244,6.702037334442139,0.34897202253341675
WBCIC,1,Compact-TG,sub-50,2,0.9937506318092346,1.6843249797821045,12.733275413513184,0.13227742910385132
WBCIC,1,Compact-TG,sub-14,2,0.6448904275894165,3.2725071907043457,0.8467283844947815,3.8648841381073
WBCIC,1,Compact-TG,sub-1,2,0.9907263517379761,3.243002414703369,7.661628723144531,0.42327845096588135
WBCIC,1,Compact-TG,sub-32,2,0.9092313647270203,2.0271408557891846,2.820406913757324,0.7187405824661255
WBCIC,1,Compact-TG,sub-23,2,0.9928853511810303,1.9545732736587524,10.633557319641113,0.18381179869174957
WBCIC,1,Compact-TG,sub-34,2,0.6433168053627014,2.7096951007843018,1.1106940507888794,2.439641237258911
WBCIC,1,Compact-TG,sub-24,2,0.9945542216300964,3.3389577865600586,10.754024505615234,0.31048449873924255
WBCIC,1,Compact-TG,sub-13,2,0.9942198395729065,2.089948892593384,8.58824634552002,0.24334989488124847
WBCIC,2,Compact-ERM,sub-11,2,0.8870507478713989,2.668959617614746,4.165085315704346,0.64079350233078
WBCIC,2,Compact-ERM,sub-29,2,0.9705043435096741,3.8103458881378174,8.070425033569336,0.4721369445323944
WBCIC,2,Compact-ERM,sub-26,2,0.9077922105789185,7.228387355804443,3.572293758392334,2.023458242416382
WBCIC,2,Compact-ERM,sub-47,2,0.9649425745010376,1.918262243270874,6.050849437713623,0.3170236349105835
WBCIC,2,Compact-ERM,sub-36,2,0.98509281873703,3.472137212753296,10.082712173461914,0.3443653881549835
WBCIC,2,Compact-ERM,sub-16,2,0.6826224327087402,3.1886932849884033,2.218062162399292,1.437603235244751
WBCIC,2,Compact-ERM,sub-48,2,0.9737837314605713,6.123684883117676,7.024895668029785,0.8717118501663208
WBCIC,2,Compact-ERM,sub-41,2,0.9760225415229797,3.8310186862945557,9.861729621887207,0.3884733021259308
WBCIC,2,Compact-ERM,sub-5,2,0.9450443983078003,1.587174415588379,5.468991756439209,0.29021334648132324
WBCIC,2,Compact-ERM,sub-27,2,0.794283926486969,5.048510551452637,0.8674349188804626,5.820045471191406
WBCIC,2,Compact-TG,sub-11,2,0.8960713744163513,2.8767342567443848,3.6186728477478027,0.7949694395065308
WBCIC,2,Compact-TG,sub-29,2,0.9813302755355835,4.209648609161377,9.152599334716797,0.45994022488594055
WBCIC,2,Compact-TG,sub-26,2,0.9420681595802307,10.111021995544434,4.198182582855225,2.408428430557251
WBCIC,2,Compact-TG,sub-47,2,0.9833909869194031,1.8702603578567505,6.221184253692627,0.3006277084350586
WBCIC,2,Compact-TG,sub-36,2,0.9927066564559937,2.438473701477051,10.130257606506348,0.24071191251277924
WBCIC,2,Compact-TG,sub-16,2,0.6668112277984619,2.8947644233703613,1.2443604469299316,2.3263070583343506
WBCIC,2,Compact-TG,sub-48,2,0.9849526286125183,3.5488600730895996,8.418974876403809,0.42153114080429077
WBCIC,2,Compact-TG,sub-41,2,0.991376519203186,2.2421607971191406,9.914992332458496,0.2261384278535843
WBCIC,2,Compact-TG,sub-5,2,0.9729360938072205,1.3656946420669556,6.155218601226807,0.2218758910894394
WBCIC,2,Compact-TG,sub-27,2,0.8885127305984497,3.7643649578094482,0.7382415533065796,5.099096775054932
