task,fold,basis_type,basis_draw,train_C_plus_candidates,train_C_minus_candidates,validated_C_plus,validated_C_minus,M_plus,M_minus,strongest_positive,strongest_negative,block_from_P_keep_C,C_plus_variance_fraction,C_minus_variance_fraction,train_C_plus_candidates_random_mean,train_C_plus_candidates_random_p95,train_C_plus_candidates_random_percentile,train_C_minus_candidates_random_mean,train_C_minus_candidates_random_p95,train_C_minus_candidates_random_percentile,validated_C_plus_random_mean,validated_C_plus_random_p95,validated_C_plus_random_percentile,validated_C_minus_random_mean,validated_C_minus_random_p95,validated_C_minus_random_percentile,M_plus_random_mean,M_plus_random_p95,M_plus_random_percentile,M_minus_random_mean,M_minus_random_p95,M_minus_random_percentile,strongest_positive_random_mean,strongest_positive_random_p95,strongest_positive_random_percentile,strongest_negative_random_mean,strongest_negative_random_p95,strongest_negative_random_percentile,block_from_P_keep_C_random_mean,block_from_P_keep_C_random_p95,block_from_P_keep_C_random_percentile
OpenBMI_MI,0,RANDOM,9,1,3,1,1,0.0006098747736871246,0.004306011460471382,0.00023320625405176543,-0.0008865814822153576,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,0,RANDOM,10,4,2,1,2,0.0009201431833692673,0.0024425371060488033,0.0003665259209810756,-0.0005622549506369978,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,0,RANDOM,11,3,3,1,2,0.001995712968759259,0.00240864245576707,0.0007735774815955665,-0.0007380080622283458,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,0,RANDOM,12,2,2,2,1,0.0033490827025654353,0.0010388742882909696,0.001121422314705948,-0.00041590425704877515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,0,RANDOM,13,2,4,0,1,0.001732659412690888,0.0007937927674485461,0.0012534210915570536,-0.00019823106595140416,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,0,RANDOM,14,2,0,0,0,0.0020007527571882138,0.0015392484036714413,0.0009067242135643028,-0.0003537194124874077,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,0,RANDOM,15,1,3,1,2,0.0033508069053596046,0.001905517646960675,0.0020676268031820655,-0.00048535352531568304,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,0,RANDOM,16,3,1,1,0,0.0013577654471177425,0.0013928029100232682,0.0005187367562484724,-0.0005083477772132028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,0,RANDOM,17,0,3,0,1,0.0009772548109860204,0.0019845591586242035,0.0003436785130664551,-0.0004580773141545554,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,0,RANDOM,18,1,3,0,1,0.002694648200304073,0.0028510257438938424,0.0012435879834811203,-0.0009403399170272072,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,0,RANDOM,19,4,3,1,0,0.0015140259190289385,0.0008954430182133895,0.000524433581934621,-0.0003666839147626888,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,PCA,0,7,2,5,0,0.09538815005483531,0.013468278442815063,0.030926773198492203,-0.00883697766403202,0,0.07553407270461321,0.0,1.9,5.0,1.0,1.7,4.0,0.75,0.55,3.0,1.0,0.4,2.0,0.65,0.0026083206778603576,0.004029072243914318,1.0,0.0020011812044463304,0.0046848041731664125,1.0,0.000924356251480655,0.002422692186276739,1.0,-0.0006412230186081539,-0.00018057052920994465,0.0,0.25,2.0,0.8
OpenBMI_MI,1,RANDOM,0,1,2,0,0,0.002380336777112764,0.0017524936802904751,0.0006905252532002729,-0.0008087734725753156,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,1,1,2,0,0,0.002735682844559051,0.0011530614722801147,0.0018562580128976454,-0.0003674322677132598,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,2,3,3,1,1,0.0018305911003153597,0.003677167679673706,0.0006145316923114782,-0.0006956379547773395,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,3,3,0,0,0,0.0014830377409680295,0.0014818524445937933,0.0005691481810193485,-0.0005330005503007366,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,4,1,1,0,0,0.0033357415202317497,0.0004674303499996313,0.0008762229163039592,-0.00018057052920994465,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,5,1,4,0,0,0.0015533436305948576,0.001432747597391426,0.00043097603262746514,-0.0004229011239355411,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,6,3,1,0,0,0.0028247292368632775,0.001872288915175583,0.0005921709465231592,-0.000787599184756497,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,7,0,1,0,0,0.0030868466842548514,0.0019861304162986926,0.0010225195243644218,-0.0007522803110380968,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,8,1,1,0,1,0.0032667532320829196,0.001703355502935248,0.0006371254423811479,-0.0005603961502250362,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,9,2,3,1,2,0.0038603201642217755,0.003306467845656395,0.0013833280407501054,-0.00158143708085845,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,10,2,2,0,1,0.001213803591250932,0.0019040220516520399,0.00044298631701167324,-0.00036683960706795915,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,11,3,3,1,1,0.0035093437954856204,0.0011182412201454404,0.0008949282649458231,-0.00019416156393011383,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,12,3,2,1,0,0.0032052290299589004,0.001268742252326168,0.0006460805616370635,-0.0009425565925387976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,13,2,2,1,1,0.0029349620770820666,0.0024666004158765036,0.0011853541800519451,-0.0006357387307313426,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,14,0,2,0,0,0.0030804487113679597,0.002714346603553963,0.0017599265120225027,-0.001101176552765537,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,15,3,0,3,0,0.003598461404825078,0.0010181937063862279,0.0008308685567802362,-0.0002906305138215733,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,16,1,1,0,0,0.0016225117987384388,0.0026209103287631783,0.0008830308888718719,-0.0007344087741027275,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,17,1,3,0,1,2.2993174449463066e-05,0.0046848041731664125,1.2764426476981802e-05,-0.001121105335187167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,18,2,0,2,0,0.004029072243914318,0.001774690312079959,0.002422692186276739,-0.0004899217334847586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,1,RANDOM,19,5,1,1,0,0.0025922047989297425,0.0016200771206816473,0.0007356870931592615,-0.0002578923431428848,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,PCA,0,8,3,5,3,0.18642678122254588,0.020060697097960656,0.08001969499188515,-0.005368517384340521,2,0.07156171184033155,0.044592867605388165,2.85,5.0,1.0,1.25,5.0,0.95,0.9,3.0,1.0,0.5,4.0,0.95,0.0032800149545458616,0.006853566591037937,1.0,0.0018154229512508855,0.0029709768302836896,1.0,0.0011640563534456305,0.0024782213113212492,1.0,-0.0007446617189823239,-0.00020610774784775762,0.0,0.25,2.0,1.0
OpenBMI_MI,2,RANDOM,0,2,2,1,1,0.00422720614839515,0.001664684725483312,0.0011571306537613661,-0.0006062114334781654,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,1,4,0,1,0,0.004473998775059347,0.0015782931652665866,0.0024782213113212492,-0.0006039097819060165,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,2,5,1,3,0,0.005001055048287147,0.0013479911786286418,0.001259797524350385,-0.0007820754144631792,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,3,2,1,1,0,0.002160899484276039,0.001881429886973744,0.0005088144304560652,-0.0007273546137772277,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,4,5,0,1,0,0.0037650337776540255,0.0012499490853770112,0.0011493852847100545,-0.0007586441085247012,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,5,2,2,0,1,0.002476074958896864,0.002802747153282325,0.0007158464286476374,-0.0018521031888667494,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,6,0,1,0,1,0.00166032883405857,0.002577509998559435,0.0004321890713375372,-0.0009294730856102736,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,7,3,1,0,0,0.0020986413505852397,0.0021100380898436315,0.0009600956327631138,-0.0005429020117541464,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,8,1,2,0,1,0.0028714961456444144,0.0004659448912510319,0.0007529705835622735,-0.00020610774784775762,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,9,2,2,0,1,0.0022563228692054813,0.00227627005949671,0.00047472202762340504,-0.0012845610569153603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,10,3,0,2,0,0.006853566591037937,0.0007010905699947519,0.002156228256353643,-0.00039166870798605186,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,11,2,1,0,1,0.001650454405914085,0.0015607821242156206,0.0007467894171592585,-0.0004097378496226156,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,12,3,2,1,0,0.0033802266746221226,0.0008434924786987115,0.0014990797790233046,-0.00033021650597220287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,13,1,2,0,0,0.0020061526829143377,0.002044676219232618,0.0008306050937486967,-0.0008596596556647759,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,14,3,1,1,0,0.002254185262321092,0.0015766087755556177,0.0010667528734605487,-0.00044262747299702215,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,15,3,2,1,0,0.002415902648181145,0.0016254823046608635,0.0006477444937142233,-0.000381706852977004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,16,5,0,2,0,0.004328503328006643,0.0029709768302836896,0.0016702614545162457,-0.0008775725351976386,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,17,4,0,2,0,0.003458173641471755,0.0025066754858850495,0.0018255536648818331,-0.0011539137425036945,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,18,4,0,1,0,0.005342901946013019,0.0020387816686214437,0.001480018745799801,-0.000993861302958976,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,2,RANDOM,19,3,5,1,4,0.002919174518372832,0.0024850343337069107,0.0014689203417219687,-0.0007589273106229181,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,PCA,0,9,1,7,0,0.17872092382680194,0.007246845798666377,0.06584715548281868,-0.004280101954160879,0,0.11890894174575806,0.0,3.4,6.0,1.0,2.8,6.0,0.25,1.1,3.0,1.0,0.8,2.0,0.45,0.0022907686844492402,0.0043657245038654455,1.0,0.0012033049372583093,0.0025169954852041583,1.0,0.0008305959674847447,0.0016815502604003996,1.0,-0.0004901853513909298,-0.00014218470437299402,0.0,0.4,2.0,0.7
OpenBMI_MI,3,RANDOM,0,1,3,0,0,0.0012981227202052046,0.0006171660713789606,0.0003024443652369276,-0.0003582128550381943,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,1,5,5,3,2,0.0043657245038654455,0.0017718653979462335,0.0014067793866464247,-0.0007007073326311305,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,2,2,6,2,2,0.0036463089884743263,0.00113461383602953,0.0014676843008298117,-0.000454406574059855,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,3,4,2,2,0,0.0031244940884486523,0.0016324817965293428,0.0011584109524847008,-0.0009754466564118047,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,4,3,2,2,0,0.002365222827170517,0.0005143391574335965,0.0007054799740823606,-0.00014218470437299402,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,5,2,5,0,2,0.0011238913166759328,0.0008450895177626686,0.00036317088900735445,-0.0001715593364982245,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,6,4,2,1,1,0.0025128286068631196,0.0009407405329966423,0.0008244883441269243,-0.00036107065110021114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,7,3,3,1,1,0.0010255863354586836,0.0016793087549255385,0.0007253284317509193,-0.0003788973178113035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,8,5,3,0,2,0.0020695070491759298,0.0019147428896152028,0.0006243316062561158,-0.000661129727025885,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,9,3,4,0,1,0.001170443958017131,0.0010794850396678157,0.0005109522426209878,-0.0004735172879009042,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,10,5,2,2,0,0.0030630310788334705,0.0007943139330848226,0.0010880023310164688,-0.0002464522732831635,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,11,4,1,3,0,0.004098984366161554,0.0006184245936159035,0.0016815502604003996,-0.0002064707817529173,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,12,3,2,2,1,0.0033314692905624574,0.0011068219697184154,0.0007150850312124627,-0.00031638782274967525,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,13,3,4,0,1,0.001638495098442642,0.0012584203036993813,0.0006697207924541241,-0.0004438403411768377,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,14,0,5,0,1,0.0008971605559130089,0.0025169954852041583,0.00019065967959856303,-0.0013070615192797657,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,15,3,0,0,0,0.0010836674706145764,0.001199026888419515,0.0006217560245810697,-0.000410920889407862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,16,4,0,1,0,0.0032964317222467323,0.001292115599653698,0.001079382600437384,-0.001068615298208897,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,17,6,5,1,2,0.0016424037298747864,0.0012775710534072005,0.0009213982593792025,-0.00039157104038167745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,18,6,1,1,0,0.002403186722763924,0.0009983784828667315,0.0009221294846308107,-0.00042287725076069666,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,3,RANDOM,19,2,1,1,0,0.0016584132592167102,0.0008741974412108295,0.0006331643929418836,-0.00031237736796659493,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,PCA,0,5,3,3,1,0.12678801859844194,0.009495828326180344,0.058085936451486,-0.003147371748733955,1,0.06139547936618328,0.010178818367421627,3.1,5.0,1.0,2.1,4.0,0.85,1.0,3.0,1.0,0.5,2.0,0.9,0.0022467177687512203,0.00418916391808466,1.0,0.0012965792488586203,0.002463309447800081,1.0,0.0008410928368851008,0.0019352443741809111,1.0,-0.0005113603378627355,-0.00012757251776444414,0.0,0.35,2.0,0.95
OpenBMI_MI,4,RANDOM,0,5,1,1,0,0.003478629325854854,0.000585414590432265,0.0019352443741809111,-0.00029298418182103586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,1,1,4,0,0,0.00214752908338293,0.0005078745393423864,0.0008455835037845342,-0.00012757251776444414,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,2,3,3,1,0,0.0016826369334808078,0.0006802019556744199,0.0006410304595192429,-0.0002235323712132716,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,3,5,2,2,2,0.0015861436557239965,0.0014400107390694454,0.0008267771469642563,-0.00043323584698858514,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,4,3,1,1,0,0.0018434229372038167,0.0008413417774969882,0.0007920798398117768,-0.00045698799832886533,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,5,3,0,2,0,0.002874073050331087,0.000374291020837821,0.001285575399379013,-0.0002272119894541902,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,6,4,4,2,2,0.002577331391421467,0.0021332661531279955,0.0008282706615621768,-0.0011932591999842164,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,7,4,2,3,1,0.00418916391808466,0.002463309447800081,0.0014667898038188316,-0.0013729969250562135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,8,3,3,0,0,0.0012835297433563633,0.0005364646685469173,0.00023889856432409337,-0.00018900973714153224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,9,3,2,1,1,0.0021893416931864826,0.001467222595598135,0.0010084269282136422,-0.0002832429436049703,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,10,3,2,1,1,0.0025356514599271427,0.0013225264837804691,0.0009951806241588201,-0.0006760174407342371,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,11,5,0,1,0,0.002772298460286038,0.0011568566017293356,0.0007206676337621806,-0.00046879314322723076,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,12,2,2,1,0,0.004168750698587095,0.001326992859977357,0.0014652313755808184,-0.0005767187352224331,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,13,3,2,1,0,0.0011403395269553585,0.002062505074093224,0.0005460071035183015,-0.0005950686670530558,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,14,1,3,0,0,0.00017763698322899774,0.00100553653408042,7.632056197811228e-05,-0.0001956510282070667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,15,3,1,0,1,0.003049972680704135,0.0017209558618181595,0.0007286517332734851,-0.0006298918418300067,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,16,3,3,2,0,0.002051383071204782,0.0023710937226345172,0.0005658200188918272,-0.0011912078231641015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,17,1,4,0,1,0.0013950347862419221,0.0016440852323237702,0.00041330485449482995,-0.00030455625134588143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,18,3,2,1,1,0.002503925055293621,0.001630574873994798,0.0011115537587708484,-0.0005173698106470207,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_MI,4,RANDOM,19,4,1,0,0,0.0012875609205688459,0.0006610602448139009,0.000330442391714314,-0.00027189830446635216,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,PCA,0,16,0,15,0,0.7489901361465551,0.0,0.0779853854328394,0.003406736873633539,0,0.3124142801389098,0.0,11.1,16.0,1.0,1.35,5.0,0.25,8.85,13.0,1.0,0.95,5.0,0.35,0.02292661696090074,0.038104583796894076,1.0,0.002796422259746123,0.009851954615442082,0.0,0.005965542945462706,0.01972866873256862,1.0,-0.0014896062732759675,-2.231334171180303e-05,1.0,0.3,2.0,0.75
OpenBMI_ERP,0,RANDOM,0,11,1,8,1,0.018306624031538377,0.004526319741368448,0.0033314543834421784,-0.0021329172886908054,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,1,12,2,7,2,0.019109948163077206,0.004769849204876664,0.003960711881518364,-0.001589670136430262,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,2,12,1,10,1,0.022235427965388986,0.0007489183053621673,0.0038255940647407747,-0.0007489183053621673,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,3,11,2,9,1,0.02365500654002517,0.0036710132165656737,0.005250772403087467,-0.0036710132165656737,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,4,10,2,8,1,0.02218344551062993,0.003226782665706196,0.004212252075376455,-0.0013896445646726836,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,5,11,1,10,0,0.0238953329906811,0.0012482210528711828,0.007323594699604048,-0.0007046043441126434,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,6,9,5,9,5,0.020201165415225358,0.009851954615442082,0.0036001157908079526,-0.004870198686451961,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,7,10,2,9,1,0.025201125666820683,0.0033718644819297574,0.005321114277952195,-0.0032113341439981014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,8,14,0,13,0,0.02359593918769557,0.000798352169416224,0.0036206057217592993,-0.000798352169416224,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,9,8,2,5,1,0.019884653525271762,0.003287968825854174,0.007983386283740401,-0.001207600609632209,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,10,10,3,10,2,0.025977576909591942,0.0012032017783288513,0.007374234090093523,-0.000479070316941943,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,11,13,1,10,1,0.038104583796894076,0.0010178995454831843,0.01972866873256862,-0.0007510442160310049,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,12,10,1,9,1,0.014789500604403354,0.0036255282817971115,0.003671328151540365,-0.0017994326475066675,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,13,12,0,11,0,0.024721006994695927,0.001767230844052392,0.005331659790196379,-0.0006510330379872661,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,14,13,1,12,1,0.0252511219129398,0.0015422314378762774,0.004514249711064622,-0.0015235863847919973,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,15,16,0,11,0,0.03229549248461202,2.231334171180303e-05,0.00565954000679388,-2.231334171180303e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OpenBMI_ERP,0,RANDOM,16,11,0,7,0,0.026901917393843178,0.003883158710474769,0.009784784556056062,-0.0014919678081544892,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
