method,fold,seed,subject_id,BA,macro_f1,n_trials,evaluation_session,target_history_labels_used,internal_holdout_used,WBCIC_outer_used
IDENTITY_SOURCE_ONLY,3,0,7,0.78,0.7796474358974359,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,0,7,0.78,0.7799119647859143,100,2,False,False,False
A2_SOURCE_ONLY,3,0,20,0.8899999999999999,0.8897243107769424,100,2,False,False,False
PUD_SOURCE_ONLY,3,0,20,0.85,0.84998499849985,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,0,20,0.88,0.8798076923076923,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,0,20,0.87,0.8699869986998701,100,2,False,False,False
A2_SOURCE_ONLY,3,0,23,0.6799999999999999,0.6666666666666666,100,2,False,False,False
PUD_SOURCE_ONLY,3,0,23,0.61,0.6032956972841013,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,0,23,0.5900000000000001,0.5710848415106182,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,0,23,0.63,0.6214833759590792,100,2,False,False,False
A2_SOURCE_ONLY,3,0,26,0.86,0.8585858585858586,100,2,False,False,False
PUD_SOURCE_ONLY,3,0,26,0.85,0.8481627695110842,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,0,26,0.8200000000000001,0.818840579710145,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,0,26,0.8500000000000001,0.849624060150376,100,2,False,False,False
A2_SOURCE_ONLY,3,0,35,0.88,0.8792270531400965,100,2,False,False,False
PUD_SOURCE_ONLY,3,0,35,0.85,0.8487750781328763,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,0,35,0.83,0.8279178054458953,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,0,35,0.8200000000000001,0.818840579710145,100,2,False,False,False
A2_SOURCE_ONLY,3,1,1,0.7,0.7,100,2,False,False,False
PUD_SOURCE_ONLY,3,1,1,0.7,0.6995192307692308,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,1,1,0.64,0.6347402597402598,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,1,1,0.66,0.6550324675324675,100,2,False,False,False
A2_SOURCE_ONLY,3,1,5,0.73,0.7266929851199515,100,2,False,False,False
PUD_SOURCE_ONLY,3,1,5,0.73,0.7237851662404092,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,1,5,0.78,0.7777777777777778,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,1,5,0.72,0.7171717171717171,100,2,False,False,False
A2_SOURCE_ONLY,3,1,6,0.97,0.96999699969997,100,2,False,False,False
PUD_SOURCE_ONLY,3,1,6,0.98,0.9799919967987194,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,1,6,0.9299999999999999,0.9299929992999301,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,1,6,0.96,0.959983993597439,100,2,False,False,False
A2_SOURCE_ONLY,3,1,7,0.8200000000000001,0.8199279711884754,100,2,False,False,False
PUD_SOURCE_ONLY,3,1,7,0.8,0.8,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,1,7,0.81,0.8099809980998101,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,1,7,0.76,0.7591328783621036,100,2,False,False,False
A2_SOURCE_ONLY,3,1,20,0.87,0.8698828946051447,100,2,False,False,False
PUD_SOURCE_ONLY,3,1,20,0.86,0.859775641025641,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,1,20,0.86,0.8599439775910365,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,1,20,0.8300000000000001,0.8295739348370927,100,2,False,False,False
A2_SOURCE_ONLY,3,1,23,0.6,0.5659722222222222,100,2,False,False,False
PUD_SOURCE_ONLY,3,1,23,0.65,0.6338529134846741,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,1,23,0.6,0.5920032639738881,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,1,23,0.6,0.586606035551881,100,2,False,False,False
A2_SOURCE_ONLY,3,1,26,0.87,0.8696741854636592,100,2,False,False,False
PUD_SOURCE_ONLY,3,1,26,0.8500000000000001,0.8492613807657522,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,1,26,0.85,0.8498648783905515,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,1,26,0.8200000000000001,0.818840579710145,100,2,False,False,False
A2_SOURCE_ONLY,3,1,35,0.8200000000000001,0.8139727159983464,100,2,False,False,False
PUD_SOURCE_ONLY,3,1,35,0.8300000000000001,0.8249407887962105,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,1,35,0.8400000000000001,0.8357963875205254,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,1,35,0.8300000000000001,0.8260869565217391,100,2,False,False,False
A2_SOURCE_ONLY,3,2,1,0.6799999999999999,0.6736026111791106,100,2,False,False,False
PUD_SOURCE_ONLY,3,2,1,0.73,0.72997299729973,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,2,1,0.73,0.7297567811029927,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,2,1,0.71,0.7097387648883995,100,2,False,False,False
A2_SOURCE_ONLY,3,2,5,0.76,0.7584541062801933,100,2,False,False,False
PUD_SOURCE_ONLY,3,2,5,0.7,0.6940024479804161,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,2,5,0.76,0.7584541062801933,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,2,5,0.73,0.7266929851199515,100,2,False,False,False
A2_SOURCE_ONLY,3,2,6,0.96,0.96,100,2,False,False,False
PUD_SOURCE_ONLY,3,2,6,0.94,0.9399038461538461,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,2,6,0.95,0.9499549594635172,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,2,6,0.94,0.94,100,2,False,False,False
A2_SOURCE_ONLY,3,2,7,0.71,0.7092731829573935,100,2,False,False,False
PUD_SOURCE_ONLY,3,2,7,0.76,0.7584541062801933,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,2,7,0.72,0.7181964573268921,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,2,7,0.77,0.769792813532179,100,2,False,False,False
A2_SOURCE_ONLY,3,2,20,0.91,0.90999099909991,100,2,False,False,False
PUD_SOURCE_ONLY,3,2,20,0.8500000000000001,0.849624060150376,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,2,20,0.86,0.859775641025641,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,2,20,0.88,0.8799519807923168,100,2,False,False,False
A2_SOURCE_ONLY,3,2,23,0.65,0.6419437340153453,100,2,False,False,False
PUD_SOURCE_ONLY,3,2,23,0.64,0.6328029375764994,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,2,23,0.6699999999999999,0.6624040920716112,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,2,23,0.61,0.6068152031454783,100,2,False,False,False
A2_SOURCE_ONLY,3,2,26,0.8400000000000001,0.8389694041867954,100,2,False,False,False
PUD_SOURCE_ONLY,3,2,26,0.86,0.86,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,2,26,0.86,0.859775641025641,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,2,26,0.85,0.84998499849985,100,2,False,False,False
A2_SOURCE_ONLY,3,2,35,0.84,0.8368013055895553,100,2,False,False,False
PUD_SOURCE_ONLY,3,2,35,0.8,0.7933030177759405,100,2,False,False,False
IDENTITY_SOURCE_ONLY,3,2,35,0.8200000000000001,0.8139727159983464,100,2,False,False,False
RANDOM_SOURCE_ONLY,3,2,35,0.81,0.8056265984654731,100,2,False,False,False
A2_SOURCE_ONLY,4,0,3,0.85,0.8498648783905515,100,2,False,False,False
PUD_SOURCE_ONLY,4,0,3,0.81,0.8090644156366193,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,0,3,0.87,0.8696741854636592,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,0,3,0.8500000000000001,0.849624060150376,100,2,False,False,False
A2_SOURCE_ONLY,4,0,8,0.75,0.74997499749975,100,2,False,False,False
PUD_SOURCE_ONLY,4,0,8,0.69,0.6884735202492211,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,0,8,0.72,0.7198879551820728,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,0,8,0.7,0.6989160979526294,100,2,False,False,False
A2_SOURCE_ONLY,4,0,11,0.7,0.6956168831168831,100,2,False,False,False
PUD_SOURCE_ONLY,4,0,11,0.72,0.7144022847817217,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,0,11,0.74,0.7362012987012987,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,0,11,0.72,0.7159090909090908,100,2,False,False,False
A2_SOURCE_ONLY,4,0,27,0.87,0.8684077335762729,100,2,False,False,False
PUD_SOURCE_ONLY,4,0,27,0.89,0.8891017239641092,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,0,27,0.9199999999999999,0.9197109594540345,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,0,27,0.89,0.8891017239641092,100,2,False,False,False
A2_SOURCE_ONLY,4,0,28,0.8600000000000001,0.8594941790445605,100,2,False,False,False
PUD_SOURCE_ONLY,4,0,28,0.8400000000000001,0.8397435897435898,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,0,28,0.87,0.8696741854636592,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,0,28,0.87,0.8693598633303186,100,2,False,False,False
A2_SOURCE_ONLY,4,0,30,0.7,0.6998799519807923,100,2,False,False,False
PUD_SOURCE_ONLY,4,0,30,0.72,0.7189883580891208,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,0,30,0.7,0.7,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,0,30,0.73,0.72997299729973,100,2,False,False,False
A2_SOURCE_ONLY,4,0,38,0.76,0.7596153846153846,100,2,False,False,False
PUD_SOURCE_ONLY,4,0,38,0.69,0.6828644501278772,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,0,38,0.6799999999999999,0.6736026111791106,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,0,38,0.6499999999999999,0.6395839769333744,100,2,False,False,False
A2_SOURCE_ONLY,4,0,52,0.8,0.7999199679871949,100,2,False,False,False
PUD_SOURCE_ONLY,4,0,52,0.76,0.7599039615846338,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,0,52,0.78,0.78,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,0,52,0.77,0.7699769976997699,100,2,False,False,False
A2_SOURCE_ONLY,4,1,3,0.9099999999999999,0.9095568284594513,100,2,False,False,False
PUD_SOURCE_ONLY,4,1,3,0.8200000000000001,0.8193496587715776,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,1,3,0.87,0.8693598633303186,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,1,3,0.86,0.86,100,2,False,False,False
A2_SOURCE_ONLY,4,1,8,0.77,0.7681217864704104,100,2,False,False,False
PUD_SOURCE_ONLY,4,1,8,0.7,0.6989160979526294,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,1,8,0.79,0.78997899789979,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,1,8,0.79,0.78997899789979,100,2,False,False,False
A2_SOURCE_ONLY,4,1,11,0.75,0.7442455242966752,100,2,False,False,False
PUD_SOURCE_ONLY,4,1,11,0.73,0.7277951406391774,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,1,11,0.73,0.721964782205746,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,1,11,0.73,0.7237851662404092,100,2,False,False,False
A2_SOURCE_ONLY,4,1,27,0.89,0.8891017239641092,100,2,False,False,False
PUD_SOURCE_ONLY,4,1,27,0.88,0.8787878787878788,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,1,27,0.9299999999999999,0.9299929992999301,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,1,27,0.9299999999999999,0.9299369432489241,100,2,False,False,False
A2_SOURCE_ONLY,4,1,28,0.87,0.8698828946051447,100,2,False,False,False
PUD_SOURCE_ONLY,4,1,28,0.87,0.8696741854636592,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,1,28,0.88,0.8798076923076923,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,1,28,0.89,0.8899889988998899,100,2,False,False,False
A2_SOURCE_ONLY,4,1,30,0.74,0.7362012987012987,100,2,False,False,False
PUD_SOURCE_ONLY,4,1,30,0.69,0.6899689968996899,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,1,30,0.7,0.6899545266639107,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,1,30,0.71,0.7033248081841432,100,2,False,False,False
A2_SOURCE_ONLY,4,1,38,0.7,0.6847414880201765,100,2,False,False,False
PUD_SOURCE_ONLY,4,1,38,0.77,0.7660461804495982,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,1,38,0.67,0.648,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,1,38,0.67,0.648,100,2,False,False,False
A2_SOURCE_ONLY,4,1,52,0.79,0.7821350762527233,100,2,False,False,False
PUD_SOURCE_ONLY,4,1,52,0.78,0.7767857142857143,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,1,52,0.78,0.7785829307568438,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,1,52,0.78,0.7767857142857143,100,2,False,False,False
A2_SOURCE_ONLY,4,2,3,0.94,0.9399038461538461,100,2,False,False,False
PUD_SOURCE_ONLY,4,2,3,0.9299999999999999,0.9298245614035088,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,2,3,0.87,0.8684077335762729,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,2,3,0.9099999999999999,0.9095568284594513,100,2,False,False,False
A2_SOURCE_ONLY,4,2,8,0.89,0.8899889988998899,100,2,False,False,False
PUD_SOURCE_ONLY,4,2,8,0.8200000000000001,0.8193496587715776,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,2,8,0.79,0.7874278773155178,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,2,8,0.86,0.86,100,2,False,False,False
A2_SOURCE_ONLY,4,2,11,0.74,0.7373737373737375,100,2,False,False,False
PUD_SOURCE_ONLY,4,2,11,0.76,0.7564935064935066,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,2,11,0.72,0.7083333333333334,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,2,11,0.76,0.7552019583843329,100,2,False,False,False
A2_SOURCE_ONLY,4,2,27,0.89,0.8891017239641092,100,2,False,False,False
PUD_SOURCE_ONLY,4,2,27,0.8999999999999999,0.8993558776167472,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,2,27,0.9199999999999999,0.9197109594540345,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,2,27,0.9099999999999999,0.9095568284594513,100,2,False,False,False
A2_SOURCE_ONLY,4,2,28,0.86,0.8572011423908609,100,2,False,False,False
PUD_SOURCE_ONLY,4,2,28,0.87,0.8677652324280338,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,2,28,0.9099999999999999,0.9092650468797259,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,2,28,0.9,0.898989898989899,100,2,False,False,False
A2_SOURCE_ONLY,4,2,30,0.74,0.7373737373737375,100,2,False,False,False
PUD_SOURCE_ONLY,4,2,30,0.6599999999999999,0.6587715776796468,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,2,30,0.74,0.7390606182256123,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,2,30,0.7,0.6995192307692308,100,2,False,False,False
A2_SOURCE_ONLY,4,2,38,0.72,0.7126436781609196,100,2,False,False,False
PUD_SOURCE_ONLY,4,2,38,0.72,0.7171717171717171,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,2,38,0.6799999999999999,0.6692848284415047,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,2,38,0.7,0.6899545266639107,100,2,False,False,False
A2_SOURCE_ONLY,4,2,52,0.81,0.8067338012409724,100,2,False,False,False
PUD_SOURCE_ONLY,4,2,52,0.77,0.769792813532179,100,2,False,False,False
IDENTITY_SOURCE_ONLY,4,2,52,0.81,0.8095238095238095,100,2,False,False,False
RANDOM_SOURCE_ONLY,4,2,52,0.76,0.7584541062801933,100,2,False,False,False
