stage,fold,seed,method,checkpoint,checkpoint_sha256_before,checkpoint_sha256_after,checkpoint_unchanged,state_sha256_before,state_sha256_after,parameters_and_buffers_unchanged,model_eval_mode
replay,3,1,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/B0_VANILLA_EEGNET.pt,195af8ae824f0d9afba2124f88cefb0ca58e4d22a6892c853ba3f4637b2db3b6,195af8ae824f0d9afba2124f88cefb0ca58e4d22a6892c853ba3f4637b2db3b6,True,03c21438921f4aa8a35b85d086f3927d1616c0d981dfbd4060cffa9871c16895,03c21438921f4aa8a35b85d086f3927d1616c0d981dfbd4060cffa9871c16895,True,True
replay,3,1,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-1/checkpoints/B1_STRONG_EEGNET.pt,0bf338fa1f0f59849f43e4384ce9bd0855dcd130dba629bbfd96d5d365736264,0bf338fa1f0f59849f43e4384ce9bd0855dcd130dba629bbfd96d5d365736264,True,660a68c15d726d12d66e614ded383bfb24e9e335ce42ea986b80b10c2c6f03e4,660a68c15d726d12d66e614ded383bfb24e9e335ce42ea986b80b10c2c6f03e4,True,True
replay,3,2,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/B0_VANILLA_EEGNET.pt,dfbd79b32a07ae43e81f1322259bee83771d60a90a60be3a11914b65c7197b6a,dfbd79b32a07ae43e81f1322259bee83771d60a90a60be3a11914b65c7197b6a,True,b3dfcead423523b87925bbce2efd06998e9b36a9420c3426982367b1fea04c31,b3dfcead423523b87925bbce2efd06998e9b36a9420c3426982367b1fea04c31,True,True
replay,3,2,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-3/seed-2/checkpoints/B1_STRONG_EEGNET.pt,9f86a88dc6d8fb9ef950394ddb4be145c642b33def0913dd555f5ace7464bcaf,9f86a88dc6d8fb9ef950394ddb4be145c642b33def0913dd555f5ace7464bcaf,True,cf2c633787b22b89726b0e13f3c4995a76b7d7b964dd2a6a91f7eabc1a323b8f,cf2c633787b22b89726b0e13f3c4995a76b7d7b964dd2a6a91f7eabc1a323b8f,True,True
replay,4,0,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-0/checkpoints/B1_STRONG_EEGNET.pt,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,True,32203947de429a0a51626041d72b08460b821cf8de720a2606c6f22413945957,32203947de429a0a51626041d72b08460b821cf8de720a2606c6f22413945957,True,True
replay,4,0,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-0/checkpoints/B1_STRONG_EEGNET.pt,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,b7bf48164de2c69362b447a9adf468d25a86c31de401a3ab5b9f2cabc9476da3,True,32203947de429a0a51626041d72b08460b821cf8de720a2606c6f22413945957,32203947de429a0a51626041d72b08460b821cf8de720a2606c6f22413945957,True,True
replay,4,1,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-1/checkpoints/B1_STRONG_EEGNET.pt,ff4c5a2db968ae77b602ab2167a476898dd149e0de5d7b2bbc26d8c41bb8f56e,ff4c5a2db968ae77b602ab2167a476898dd149e0de5d7b2bbc26d8c41bb8f56e,True,6c62d914ecb493c389b3c972622522e5b3c367be4173475d4fe30817ce7ef08c,6c62d914ecb493c389b3c972622522e5b3c367be4173475d4fe30817ce7ef08c,True,True
replay,4,1,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-1/checkpoints/B1_STRONG_EEGNET.pt,ff4c5a2db968ae77b602ab2167a476898dd149e0de5d7b2bbc26d8c41bb8f56e,ff4c5a2db968ae77b602ab2167a476898dd149e0de5d7b2bbc26d8c41bb8f56e,True,6c62d914ecb493c389b3c972622522e5b3c367be4173475d4fe30817ce7ef08c,6c62d914ecb493c389b3c972622522e5b3c367be4173475d4fe30817ce7ef08c,True,True
replay,4,2,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-2/checkpoints/B1_STRONG_EEGNET.pt,1e79e0a71669c92d9149b32dc556c2f20cf0353112a3dc11560f3ff6eb82067f,1e79e0a71669c92d9149b32dc556c2f20cf0353112a3dc11560f3ff6eb82067f,True,c00216425d9eff1969cacf334e788bd4a927d64c2b64985854d55879d8250907,c00216425d9eff1969cacf334e788bd4a927d64c2b64985854d55879d8250907,True,True
replay,4,2,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-2/checkpoints/B1_STRONG_EEGNET.pt,1e79e0a71669c92d9149b32dc556c2f20cf0353112a3dc11560f3ff6eb82067f,1e79e0a71669c92d9149b32dc556c2f20cf0353112a3dc11560f3ff6eb82067f,True,c00216425d9eff1969cacf334e788bd4a927d64c2b64985854d55879d8250907,c00216425d9eff1969cacf334e788bd4a927d64c2b64985854d55879d8250907,True,True
