method,fold,subject_id,BA,macro_f1,seeds,n_trials,B0_BA,Delta_BA_vs_B0
B1_STRONG_EEGNET,3,20,0.9033333333333333,0.9032889643349948,3,300,0.89,0.013333333333333308
B1_STRONG_EEGNET,3,23,0.69,0.6784566991200541,3,300,0.65,0.039999999999999925
B1_STRONG_EEGNET,3,26,0.87,0.8696389811330407,3,300,0.8566666666666668,0.013333333333333197
B1_STRONG_EEGNET,3,35,0.84,0.836176553283686,3,300,0.8433333333333334,-0.0033333333333334103
B1_STRONG_EEGNET,3,5,0.7733333333333334,0.7692644552337168,3,300,0.7566666666666667,0.01666666666666672
B1_STRONG_EEGNET,3,6,0.9700000000000001,0.969983653021159,3,300,0.9700000000000001,0.0
B1_STRONG_EEGNET,3,7,0.7966666666666667,0.7949300561660113,3,300,0.7333333333333334,0.06333333333333335
B1_STRONG_EEGNET,4,11,0.7233333333333333,0.7150728998454735,3,300,0.7233333333333333,0.0
B1_STRONG_EEGNET,4,27,0.9233333333333333,0.923028095058034,3,300,0.9233333333333333,0.0
B1_STRONG_EEGNET,4,28,0.9,0.8995508947319966,3,300,0.9,0.0
B1_STRONG_EEGNET,4,3,0.9266666666666666,0.926607282555367,3,300,0.9266666666666666,0.0
B1_STRONG_EEGNET,4,30,0.7200000000000001,0.7187032612501851,3,300,0.7200000000000001,0.0
B1_STRONG_EEGNET,4,38,0.6966666666666667,0.6791231083021558,3,300,0.6966666666666667,0.0
B1_STRONG_EEGNET,4,52,0.7966666666666667,0.7948067798513193,3,300,0.7966666666666667,0.0
B1_STRONG_EEGNET,4,8,0.7966666666666667,0.7957842002507411,3,300,0.7966666666666667,0.0
IDENTITY_SOURCE_ONLY,0,15,0.8266666666666667,0.8260056060410816,3,300,0.8966666666666666,-0.06999999999999995
IDENTITY_SOURCE_ONLY,0,19,0.6733333333333333,0.6700216450216451,3,300,0.7333333333333334,-0.06000000000000005
IDENTITY_SOURCE_ONLY,0,32,0.6433333333333332,0.6427058140159713,3,300,0.69,-0.046666666666666745
IDENTITY_SOURCE_ONLY,0,33,0.8233333333333334,0.8227547680962474,3,300,0.8066666666666666,0.01666666666666672
IDENTITY_SOURCE_ONLY,0,41,0.7566666666666667,0.7560568086883878,3,300,0.7600000000000001,-0.0033333333333334103
IDENTITY_SOURCE_ONLY,0,46,0.6566666666666666,0.6531295943020027,3,300,0.64,0.016666666666666607
IDENTITY_SOURCE_ONLY,0,47,0.9166666666666666,0.9163042353587327,3,300,0.9233333333333333,-0.00666666666666671
IDENTITY_SOURCE_ONLY,0,49,0.8666666666666667,0.866463379142638,3,300,0.8733333333333334,-0.00666666666666671
IDENTITY_SOURCE_ONLY,1,14,0.7600000000000001,0.7586235423903988,3,300,0.75,0.01000000000000012
IDENTITY_SOURCE_ONLY,1,2,0.7733333333333334,0.7729524097229327,3,300,0.7866666666666667,-0.013333333333333308
IDENTITY_SOURCE_ONLY,1,34,0.6466666666666666,0.6405081189563949,3,300,0.63,0.016666666666666607
IDENTITY_SOURCE_ONLY,1,40,0.7766666666666667,0.765868021703865,3,300,0.8300000000000001,-0.053333333333333344
IDENTITY_SOURCE_ONLY,1,43,0.9133333333333334,0.9133166617982327,3,300,0.8933333333333332,0.02000000000000024
IDENTITY_SOURCE_ONLY,1,44,0.7466666666666667,0.7389667198866597,3,300,0.7533333333333333,-0.006666666666666599
IDENTITY_SOURCE_ONLY,1,48,0.6999999999999998,0.6990775061260531,3,300,0.6966666666666667,0.0033333333333331883
IDENTITY_SOURCE_ONLY,1,50,0.6033333333333334,0.5800689175100016,3,300,0.6333333333333333,-0.029999999999999916
IDENTITY_SOURCE_ONLY,2,10,0.69,0.6893783138820798,3,300,0.6733333333333333,0.016666666666666607
IDENTITY_SOURCE_ONLY,2,16,0.8166666666666668,0.8164680250076289,3,300,0.85,-0.033333333333333215
IDENTITY_SOURCE_ONLY,2,21,0.8733333333333334,0.8731303418803419,3,300,0.96,-0.08666666666666656
IDENTITY_SOURCE_ONLY,2,22,0.62,0.6099513620347552,3,300,0.7033333333333333,-0.08333333333333326
IDENTITY_SOURCE_ONLY,2,31,0.8566666666666668,0.8564465746824608,3,300,0.8566666666666668,0.0
IDENTITY_SOURCE_ONLY,2,45,0.7399999999999999,0.7386592847690533,3,300,0.82,-0.08000000000000007
IDENTITY_SOURCE_ONLY,2,53,0.7333333333333334,0.730230895584918,3,300,0.79,-0.05666666666666664
IDENTITY_SOURCE_ONLY,2,9,0.61,0.6085354183943377,3,300,0.6733333333333333,-0.06333333333333335
IDENTITY_SOURCE_ONLY,3,1,0.6833333333333332,0.6804215725369764,3,300,0.64,0.043333333333333224
IDENTITY_SOURCE_ONLY,3,20,0.8666666666666667,0.8665091036414566,3,300,0.89,-0.023333333333333317
IDENTITY_SOURCE_ONLY,3,23,0.62,0.6084973991853725,3,300,0.65,-0.030000000000000027
IDENTITY_SOURCE_ONLY,3,26,0.8433333333333334,0.8428270330421125,3,300,0.8566666666666668,-0.01333333333333342
IDENTITY_SOURCE_ONLY,3,35,0.8300000000000001,0.8258956363215891,3,300,0.8433333333333334,-0.013333333333333308
IDENTITY_SOURCE_ONLY,3,5,0.7799999999999999,0.777769935378631,3,300,0.7566666666666667,0.023333333333333206
IDENTITY_SOURCE_ONLY,3,6,0.94,0.9399826529211491,3,300,0.9700000000000001,-0.030000000000000138
IDENTITY_SOURCE_ONLY,3,7,0.77,0.7692749637747127,3,300,0.7333333333333334,0.036666666666666625
IDENTITY_SOURCE_ONLY,4,11,0.73,0.7221664714134594,3,300,0.7233333333333333,0.00666666666666671
IDENTITY_SOURCE_ONLY,4,27,0.9233333333333333,0.9231383060693329,3,300,0.9233333333333333,0.0
IDENTITY_SOURCE_ONLY,4,28,0.8866666666666667,0.8862489748836925,3,300,0.9,-0.013333333333333308
IDENTITY_SOURCE_ONLY,4,3,0.87,0.8691472607900835,3,300,0.9266666666666666,-0.05666666666666664
IDENTITY_SOURCE_ONLY,4,30,0.7133333333333333,0.7096717149631743,3,300,0.7200000000000001,-0.006666666666666821
IDENTITY_SOURCE_ONLY,4,38,0.6766666666666666,0.6636291465402051,3,300,0.6966666666666667,-0.020000000000000018
IDENTITY_SOURCE_ONLY,4,52,0.79,0.7893689134268844,3,300,0.7966666666666667,-0.00666666666666671
IDENTITY_SOURCE_ONLY,4,8,0.7666666666666666,0.7657649434657935,3,300,0.7966666666666667,-0.030000000000000138
PUD_AFTER_ADAPT,0,15,0.8233333333333334,0.8231353584076356,3,300,0.8966666666666666,-0.07333333333333325
PUD_AFTER_ADAPT,0,19,0.6866666666666666,0.6863354700854701,3,300,0.7333333333333334,-0.046666666666666745
PUD_AFTER_ADAPT,0,32,0.6266666666666666,0.6246925827592363,3,300,0.69,-0.06333333333333335
PUD_AFTER_ADAPT,0,33,0.79,0.7865380204052789,3,300,0.8066666666666666,-0.016666666666666607
PUD_AFTER_ADAPT,0,41,0.7366666666666667,0.7362197045966866,3,300,0.7600000000000001,-0.023333333333333428
PUD_AFTER_ADAPT,0,46,0.64,0.6354741281503564,3,300,0.64,0.0
PUD_AFTER_ADAPT,0,47,0.94,0.93996597337724,3,300,0.9233333333333333,0.016666666666666607
PUD_AFTER_ADAPT,0,49,0.8300000000000001,0.82960509945067,3,300,0.8733333333333334,-0.043333333333333335
PUD_AFTER_ADAPT,1,14,0.7600000000000001,0.7564767974670753,3,300,0.75,0.01000000000000012
PUD_AFTER_ADAPT,1,2,0.7466666666666667,0.7460202224371081,3,300,0.7866666666666667,-0.040000000000000036
PUD_AFTER_ADAPT,1,34,0.6566666666666666,0.6511063198234229,3,300,0.63,0.026666666666666616
PUD_AFTER_ADAPT,1,40,0.8066666666666666,0.8025614281813294,3,300,0.8300000000000001,-0.023333333333333428
PUD_AFTER_ADAPT,1,43,0.8933333333333334,0.8932345374047056,3,300,0.8933333333333332,2.220446049250313e-16
PUD_AFTER_ADAPT,1,44,0.7633333333333333,0.75703051518445,3,300,0.7533333333333333,0.010000000000000009
PUD_AFTER_ADAPT,1,48,0.6866666666666666,0.6845306739771182,3,300,0.6966666666666667,-0.010000000000000009
PUD_AFTER_ADAPT,1,50,0.5833333333333334,0.5606843236070963,3,300,0.6333333333333333,-0.04999999999999993
PUD_AFTER_ADAPT,2,10,0.6833333333333332,0.6790716136671385,3,300,0.6733333333333333,0.009999999999999898
PUD_AFTER_ADAPT,2,16,0.8300000000000001,0.829874686716792,3,300,0.85,-0.019999999999999907
PUD_AFTER_ADAPT,2,21,0.8233333333333334,0.8226165353087271,3,300,0.96,-0.1366666666666666
PUD_AFTER_ADAPT,2,22,0.6233333333333334,0.6149269088399523,3,300,0.7033333333333333,-0.07999999999999985
PUD_AFTER_ADAPT,2,31,0.8433333333333334,0.8432829637349348,3,300,0.8566666666666668,-0.01333333333333342
PUD_AFTER_ADAPT,2,45,0.7233333333333333,0.7233243324332433,3,300,0.82,-0.09666666666666668
PUD_AFTER_ADAPT,2,53,0.7666666666666666,0.7645908676113985,3,300,0.79,-0.023333333333333428
PUD_AFTER_ADAPT,2,9,0.56,0.5575797878806038,3,300,0.6733333333333333,-0.11333333333333329
PUD_AFTER_ADAPT,3,1,0.69,0.6889528260139625,3,300,0.64,0.04999999999999993
PUD_AFTER_ADAPT,3,20,0.87,0.8698567773444011,3,300,0.89,-0.020000000000000018
PUD_AFTER_ADAPT,3,23,0.64,0.6368990068893498,3,300,0.65,-0.010000000000000009
PUD_AFTER_ADAPT,3,26,0.87,0.86935591211907,3,300,0.8566666666666668,0.013333333333333197
PUD_AFTER_ADAPT,3,35,0.82,0.8156185205964702,3,300,0.8433333333333334,-0.023333333333333428
PUD_AFTER_ADAPT,3,5,0.75,0.7467313923494535,3,300,0.7566666666666667,-0.00666666666666671
PUD_AFTER_ADAPT,3,6,0.9566666666666667,0.956628279817085,3,300,0.9700000000000001,-0.01333333333333342
PUD_AFTER_ADAPT,3,7,0.77,0.7685152937844127,3,300,0.7333333333333334,0.036666666666666625
PUD_AFTER_ADAPT,4,11,0.7666666666666666,0.7663701070002477,3,300,0.7233333333333333,0.043333333333333335
PUD_AFTER_ADAPT,4,27,0.9,0.8993381433467692,3,300,0.9233333333333333,-0.023333333333333317
PUD_AFTER_ADAPT,4,28,0.8666666666666667,0.8660635769459298,3,300,0.9,-0.033333333333333326
PUD_AFTER_ADAPT,4,3,0.89,0.8898526444123109,3,300,0.9266666666666666,-0.036666666666666625
PUD_AFTER_ADAPT,4,30,0.6866666666666666,0.6855128305704056,3,300,0.7200000000000001,-0.03333333333333344
PUD_AFTER_ADAPT,4,38,0.7266666666666666,0.7202720087112389,3,300,0.6966666666666667,0.029999999999999916
PUD_AFTER_ADAPT,4,52,0.7799999999999999,0.778620327165167,3,300,0.7966666666666667,-0.01666666666666683
PUD_AFTER_ADAPT,4,8,0.75,0.7491298727339503,3,300,0.7966666666666667,-0.046666666666666745
PUD_SOURCE_ONLY,0,15,0.7833333333333333,0.7809746360178126,3,300,0.8966666666666666,-0.11333333333333329
PUD_SOURCE_ONLY,0,19,0.6699999999999999,0.6687491598615453,3,300,0.7333333333333334,-0.06333333333333346
PUD_SOURCE_ONLY,0,32,0.6,0.5978536634125043,3,300,0.69,-0.08999999999999997
PUD_SOURCE_ONLY,0,33,0.7966666666666667,0.7952164367870583,3,300,0.8066666666666666,-0.009999999999999898
PUD_SOURCE_ONLY,0,41,0.73,0.7297230471135823,3,300,0.7600000000000001,-0.030000000000000138
PUD_SOURCE_ONLY,0,46,0.6333333333333333,0.6288192354621703,3,300,0.64,-0.00666666666666671
PUD_SOURCE_ONLY,0,47,0.93,0.9299147353617779,3,300,0.9233333333333333,0.00666666666666671
PUD_SOURCE_ONLY,0,49,0.8300000000000001,0.8297745203669759,3,300,0.8733333333333334,-0.043333333333333335
PUD_SOURCE_ONLY,1,14,0.7833333333333333,0.7815071628758696,3,300,0.75,0.033333333333333326
PUD_SOURCE_ONLY,1,2,0.7433333333333333,0.7425817118795592,3,300,0.7866666666666667,-0.043333333333333446
PUD_SOURCE_ONLY,1,34,0.65,0.6466091791611556,3,300,0.63,0.020000000000000018
PUD_SOURCE_ONLY,1,40,0.8033333333333333,0.7972436225864659,3,300,0.8300000000000001,-0.026666666666666727
PUD_SOURCE_ONLY,1,43,0.88,0.8799085910679622,3,300,0.8933333333333332,-0.013333333333333197
PUD_SOURCE_ONLY,1,44,0.7566666666666667,0.7515142944378046,3,300,0.7533333333333333,0.0033333333333334103
PUD_SOURCE_ONLY,1,48,0.69,0.6880347876371188,3,300,0.6966666666666667,-0.00666666666666671
PUD_SOURCE_ONLY,1,50,0.5966666666666667,0.5795681717895734,3,300,0.6333333333333333,-0.036666666666666625
PUD_SOURCE_ONLY,2,10,0.6699999999999999,0.6691684954703452,3,300,0.6733333333333333,-0.0033333333333334103
PUD_SOURCE_ONLY,2,16,0.8366666666666668,0.8363776227246785,3,300,0.85,-0.013333333333333197
PUD_SOURCE_ONLY,2,21,0.8066666666666666,0.8040486013591038,3,300,0.96,-0.15333333333333332
PUD_SOURCE_ONLY,2,22,0.64,0.6358843632193624,3,300,0.7033333333333333,-0.06333333333333324
PUD_SOURCE_ONLY,2,31,0.8366666666666666,0.8365662616429482,3,300,0.8566666666666668,-0.02000000000000024
PUD_SOURCE_ONLY,2,45,0.7200000000000001,0.7190955223406464,3,300,0.82,-0.09999999999999987
PUD_SOURCE_ONLY,2,53,0.7366666666666667,0.7330318608408497,3,300,0.79,-0.053333333333333344
PUD_SOURCE_ONLY,2,9,0.5666666666666668,0.565786612799214,3,300,0.6733333333333333,-0.10666666666666658
PUD_SOURCE_ONLY,3,1,0.69,0.6874317218818201,3,300,0.64,0.04999999999999993
PUD_SOURCE_ONLY,3,20,0.8533333333333334,0.8531282332252891,3,300,0.89,-0.036666666666666625
PUD_SOURCE_ONLY,3,23,0.6333333333333333,0.6233171827817583,3,300,0.65,-0.01666666666666672
PUD_SOURCE_ONLY,3,26,0.8533333333333334,0.8524747167589455,3,300,0.8566666666666668,-0.0033333333333334103
PUD_SOURCE_ONLY,3,35,0.8266666666666667,0.8223396282350092,3,300,0.8433333333333334,-0.01666666666666672
PUD_SOURCE_ONLY,3,5,0.7200000000000001,0.714382057959683,3,300,0.7566666666666667,-0.036666666666666625
PUD_SOURCE_ONLY,3,6,0.96,0.9599599455166681,3,300,0.9700000000000001,-0.01000000000000012
PUD_SOURCE_ONLY,3,7,0.77,0.7688041899449957,3,300,0.7333333333333334,0.036666666666666625
PUD_SOURCE_ONLY,4,11,0.7366666666666667,0.7328969773048019,3,300,0.7233333333333333,0.01333333333333342
PUD_SOURCE_ONLY,4,27,0.89,0.8890818267895785,3,300,0.9233333333333333,-0.033333333333333326
PUD_SOURCE_ONLY,4,28,0.86,0.8590610025450943,3,300,0.9,-0.040000000000000036
PUD_SOURCE_ONLY,4,3,0.8533333333333334,0.8527462119372352,3,300,0.9266666666666666,-0.07333333333333325
PUD_SOURCE_ONLY,4,30,0.69,0.6892429775561525,3,300,0.7200000000000001,-0.030000000000000138
PUD_SOURCE_ONLY,4,38,0.7266666666666666,0.7220274492497308,3,300,0.6966666666666667,0.029999999999999916
PUD_SOURCE_ONLY,4,52,0.77,0.7688274964675091,3,300,0.7966666666666667,-0.026666666666666727
PUD_SOURCE_ONLY,4,8,0.7366666666666667,0.7355797589911427,3,300,0.7966666666666667,-0.06000000000000005
RANDOM_SOURCE_ONLY,0,15,0.84,0.8392636256106814,3,300,0.8966666666666666,-0.05666666666666664
RANDOM_SOURCE_ONLY,0,19,0.6833333333333332,0.6815398807050731,3,300,0.7333333333333334,-0.050000000000000155
RANDOM_SOURCE_ONLY,0,32,0.63,0.6298435485360862,3,300,0.69,-0.05999999999999994
RANDOM_SOURCE_ONLY,0,33,0.8233333333333334,0.822780828578571,3,300,0.8066666666666666,0.01666666666666672
RANDOM_SOURCE_ONLY,0,41,0.7833333333333333,0.7830320337280998,3,300,0.7600000000000001,0.023333333333333206
RANDOM_SOURCE_ONLY,0,46,0.6366666666666666,0.6272506813962705,3,300,0.64,-0.0033333333333334103
RANDOM_SOURCE_ONLY,0,47,0.9,0.8994648551001,3,300,0.9233333333333333,-0.023333333333333317
RANDOM_SOURCE_ONLY,0,49,0.8533333333333334,0.8532686201613197,3,300,0.8733333333333334,-0.020000000000000018
RANDOM_SOURCE_ONLY,1,14,0.7399999999999999,0.7379837017518177,3,300,0.75,-0.01000000000000012
RANDOM_SOURCE_ONLY,1,2,0.7766666666666667,0.7762999440107574,3,300,0.7866666666666667,-0.010000000000000009
