fold,seed,method,path,exists,sha256_expected,sha256_actual,hash_match,parameters,within_frozen_run,B0_aliases_B1,B0_alias_unambiguous,named_B0_file_exists
4,1,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-1/checkpoints/B1_STRONG_EEGNET.pt,True,ff4c5a2db968ae77b602ab2167a476898dd149e0de5d7b2bbc26d8c41bb8f56e,ff4c5a2db968ae77b602ab2167a476898dd149e0de5d7b2bbc26d8c41bb8f56e,True,34162,True,False,False,
4,1,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-1/checkpoints/A2_DUAL_CONTROL.pt,True,e7fef7968c85c128d3c8c2c351adfe17c2232f38854fa6ebe4a907e51f70ee31,e7fef7968c85c128d3c8c2c351adfe17c2232f38854fa6ebe4a907e51f70ee31,True,39244,True,False,False,
4,1,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-1/checkpoints/PUD_SOURCE.pt,True,2011c5894380a55ca6a8841adb604b0a46af4339b3a1f74c694df1af6e81dba5,2011c5894380a55ca6a8841adb604b0a46af4339b3a1f74c694df1af6e81dba5,True,39244,True,False,False,
4,1,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-1/checkpoints/A7_IDENTITY_PROTECTED.pt,True,8766414aeb9095872250c00d20cc48653555ecff5414e8459561415b796fb014,8766414aeb9095872250c00d20cc48653555ecff5414e8459561415b796fb014,True,39244,True,False,False,
4,1,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-1/checkpoints/A8_RANDOM_PROTECTED.pt,True,a3079f85ca58172cd0f8f70d388f929225df4ef9d608c216c9df110b2e88c1ad,a3079f85ca58172cd0f8f70d388f929225df4ef9d608c216c9df110b2e88c1ad,True,39244,True,False,False,
4,2,B0_VANILLA_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-2/checkpoints/B1_STRONG_EEGNET.pt,True,1e79e0a71669c92d9149b32dc556c2f20cf0353112a3dc11560f3ff6eb82067f,1e79e0a71669c92d9149b32dc556c2f20cf0353112a3dc11560f3ff6eb82067f,True,34162,True,True,True,False
4,2,B1_STRONG_EEGNET,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-2/checkpoints/B1_STRONG_EEGNET.pt,True,1e79e0a71669c92d9149b32dc556c2f20cf0353112a3dc11560f3ff6eb82067f,1e79e0a71669c92d9149b32dc556c2f20cf0353112a3dc11560f3ff6eb82067f,True,34162,True,False,False,
4,2,A2_DUAL_CONTROL,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-2/checkpoints/A2_DUAL_CONTROL.pt,True,9201228c3a071e0b117084792896d7fb34a2891a76d8aeeee410e8ae04ade76e,9201228c3a071e0b117084792896d7fb34a2891a76d8aeeee410e8ae04ade76e,True,39244,True,False,False,
4,2,PUD_SOURCE,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-2/checkpoints/PUD_SOURCE.pt,True,fb253d9872d3e33790baedc4d76d0cce887f694ef66ce5e28736c6d8ac022ba3,fb253d9872d3e33790baedc4d76d0cce887f694ef66ce5e28736c6d8ac022ba3,True,39244,True,False,False,
4,2,A7_IDENTITY_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-2/checkpoints/A7_IDENTITY_PROTECTED.pt,True,b0dba516723096b1cbf7db2c447a7230c05f91190785290fcfa0a9f9d99d64f2,b0dba516723096b1cbf7db2c447a7230c05f91190785290fcfa0a9f9d99d64f2,True,39244,True,False,False,
4,2,A8_RANDOM_PROTECTED,SOURCE_EXPERIMENT/runtime/runs/fold-4/seed-2/checkpoints/A8_RANDOM_PROTECTED.pt,True,dafb99e5ba7d4b65f8c90155b0ab1921e1562fb7df5c9c0996ac0ba3afc35ab7,dafb99e5ba7d4b65f8c90155b0ab1921e1562fb7df5c9c0996ac0ba3afc35ab7,True,39244,True,False,False,
