method,fold,seed,subject_id,BA_replay,macro_f1_replay,n_trials_replay,evaluation_session,target_history_labels_used,internal_holdout_used,WBCIC_outer_used,BA_authoritative,macro_f1_authoritative,n_trials_authoritative,BA_abs_error,macro_f1_abs_error,n_trials_match
B1_STRONG_EEGNET,0,2,46,0.69,0.6899689968996899,100,2,False,False,False,0.69,0.6899689968996899,100,0.0,0.0,True
B1_STRONG_EEGNET,0,2,47,0.9099999999999999,0.9097744360902256,100,2,False,False,False,0.91,0.9097744360902256,100,1.1102230246251565e-16,0.0,True
B1_STRONG_EEGNET,0,2,49,0.8200000000000001,0.8199279711884754,100,2,False,False,False,0.8200000000000001,0.8199279711884754,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,0,2,0.74,0.7373737373737375,100,2,False,False,False,0.74,0.7373737373737375,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,0,14,0.79,0.7882851093860268,100,2,False,False,False,0.79,0.7882851093860268,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,0,34,0.66,0.6565656565656566,100,2,False,False,False,0.66,0.6565656565656566,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,0,40,0.8400000000000001,0.8357963875205254,100,2,False,False,False,0.8400000000000001,0.8357963875205254,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,0,43,0.8799999999999999,0.8795664391810518,100,2,False,False,False,0.8799999999999999,0.8795664391810518,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,0,44,0.81,0.8056265984654731,100,2,False,False,False,0.81,0.8056265984654731,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,0,48,0.69,0.6783898744683059,100,2,False,False,False,0.69,0.6783898744683059,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,0,50,0.6,0.5659722222222222,100,2,False,False,False,0.6,0.5659722222222222,100,0.0,0.0,True
B1_STRONG_EEGNET,1,0,2,0.79,0.7894736842105263,100,2,False,False,False,0.79,0.7894736842105263,100,0.0,0.0,True
B1_STRONG_EEGNET,1,0,14,0.79,0.7874278773155178,100,2,False,False,False,0.79,0.7874278773155178,100,0.0,0.0,True
B1_STRONG_EEGNET,1,0,34,0.6599999999999999,0.6510673234811166,100,2,False,False,False,0.6599999999999999,0.6510673234811166,100,0.0,0.0,True
B1_STRONG_EEGNET,1,0,40,0.78,0.7742200328407225,100,2,False,False,False,0.78,0.7742200328407225,100,0.0,0.0,True
B1_STRONG_EEGNET,1,0,43,0.9,0.8999599839935974,100,2,False,False,False,0.9,0.8999599839935974,100,0.0,0.0,True
B1_STRONG_EEGNET,1,0,44,0.89,0.8886526976414617,100,2,False,False,False,0.89,0.8886526976414617,100,0.0,0.0,True
B1_STRONG_EEGNET,1,0,48,0.62,0.614448051948052,100,2,False,False,False,0.62,0.614448051948052,100,0.0,0.0,True
B1_STRONG_EEGNET,1,0,50,0.62,0.5967741935483871,100,2,False,False,False,0.62,0.5967741935483871,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,1,2,0.8200000000000001,0.8199279711884754,100,2,False,False,False,0.8200000000000001,0.8199279711884754,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,1,14,0.6799999999999999,0.6692848284415047,100,2,False,False,False,0.6799999999999999,0.6692848284415047,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,1,34,0.6699999999999999,0.6673051718923279,100,2,False,False,False,0.6699999999999999,0.6673051718923279,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,1,40,0.78,0.7726333195535345,100,2,False,False,False,0.78,0.7726333195535345,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,1,43,0.8999999999999999,0.8998397435897436,100,2,False,False,False,0.8999999999999999,0.8998397435897436,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,1,44,0.75,0.7457023700539112,100,2,False,False,False,0.75,0.7457023700539112,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,1,48,0.71,0.7085720028137876,100,2,False,False,False,0.71,0.7085720028137876,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,1,50,0.6,0.5659722222222222,100,2,False,False,False,0.6,0.5659722222222222,100,0.0,0.0,True
B1_STRONG_EEGNET,1,1,2,0.79,0.7882851093860268,100,2,False,False,False,0.79,0.7882851093860268,100,0.0,0.0,True
B1_STRONG_EEGNET,1,1,14,0.76,0.7591328783621036,100,2,False,False,False,0.76,0.7591328783621036,100,0.0,0.0,True
B1_STRONG_EEGNET,1,1,34,0.72,0.7181964573268921,100,2,False,False,False,0.72,0.7181964573268921,100,0.0,0.0,True
B1_STRONG_EEGNET,1,1,40,0.83,0.8270776116366596,100,2,False,False,False,0.83,0.8270776116366596,100,0.0,0.0,True
B1_STRONG_EEGNET,1,1,43,0.9299999999999999,0.9299369432489241,100,2,False,False,False,0.93,0.929936943248924,100,1.1102230246251565e-16,1.1102230246251565e-16,True
B1_STRONG_EEGNET,1,1,44,0.8200000000000001,0.8139727159983464,100,2,False,False,False,0.8200000000000001,0.8139727159983464,100,0.0,0.0,True
B1_STRONG_EEGNET,1,1,48,0.73,0.7297567811029927,100,2,False,False,False,0.73,0.7297567811029927,100,0.0,0.0,True
B1_STRONG_EEGNET,1,1,50,0.63,0.6269785260610949,100,2,False,False,False,0.63,0.6269785260610949,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,2,2,0.8,0.7992773986350863,100,2,False,False,False,0.8,0.7992773986350863,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,2,14,0.78,0.779205138498595,100,2,False,False,False,0.78,0.779205138498595,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,2,34,0.56,0.5452666391070691,100,2,False,False,False,0.56,0.5452666391070691,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,2,40,0.87,0.8693598633303186,100,2,False,False,False,0.87,0.8693598633303186,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,2,43,0.8999999999999999,0.8998397435897436,100,2,False,False,False,0.8999999999999999,0.8998397435897436,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,2,44,0.7,0.6744791666666667,100,2,False,False,False,0.7,0.6744791666666667,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,2,48,0.69,0.6874684948079444,100,2,False,False,False,0.69,0.6874684948079444,100,0.0,0.0,True
B0_VANILLA_EEGNET,1,2,50,0.7,0.6998799519807923,100,2,False,False,False,0.7,0.6998799519807923,100,0.0,0.0,True
B1_STRONG_EEGNET,1,2,2,0.75,0.7497747973175859,100,2,False,False,False,0.75,0.7497747973175859,100,0.0,0.0,True
B1_STRONG_EEGNET,1,2,14,0.8,0.797979797979798,100,2,False,False,False,0.8,0.797979797979798,100,0.0,0.0,True
B1_STRONG_EEGNET,1,2,34,0.69,0.6807743795695603,100,2,False,False,False,0.69,0.6807743795695603,100,0.0,0.0,True
B1_STRONG_EEGNET,1,2,40,0.8,0.7916666666666667,100,2,False,False,False,0.8,0.7916666666666667,100,0.0,0.0,True
B1_STRONG_EEGNET,1,2,43,0.91,0.90999099909991,100,2,False,False,False,0.91,0.90999099909991,100,0.0,0.0,True
B1_STRONG_EEGNET,1,2,44,0.81,0.8028841166096068,100,2,False,False,False,0.81,0.8028841166096068,100,0.0,0.0,True
B1_STRONG_EEGNET,1,2,48,0.65,0.6439833180754755,100,2,False,False,False,0.65,0.6439833180754755,100,0.0,0.0,True
B1_STRONG_EEGNET,1,2,50,0.5800000000000001,0.5586380832282472,100,2,False,False,False,0.5800000000000001,0.5586380832282472,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,0,9,0.69,0.6846709388668497,100,2,False,False,False,0.69,0.6846709388668497,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,0,10,0.6799999999999999,0.6788438378161381,100,2,False,False,False,0.6799999999999999,0.6788438378161381,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,0,16,0.85,0.8498648783905515,100,2,False,False,False,0.85,0.8498648783905515,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,0,21,0.97,0.96999699969997,100,2,False,False,False,0.97,0.96999699969997,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,0,22,0.7,0.696969696969697,100,2,False,False,False,0.7,0.696969696969697,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,0,31,0.86,0.86,100,2,False,False,False,0.86,0.86,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,0,45,0.8200000000000001,0.8193496587715776,100,2,False,False,False,0.8200000000000001,0.8193496587715776,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,0,53,0.81,0.8098288459613652,100,2,False,False,False,0.81,0.8098288459613652,100,0.0,0.0,True
B1_STRONG_EEGNET,2,0,9,0.69,0.6846709388668497,100,2,False,False,False,0.69,0.6846709388668497,100,0.0,0.0,True
B1_STRONG_EEGNET,2,0,10,0.6799999999999999,0.6788438378161381,100,2,False,False,False,0.6799999999999999,0.6788438378161381,100,0.0,0.0,True
B1_STRONG_EEGNET,2,0,16,0.85,0.8498648783905515,100,2,False,False,False,0.85,0.8498648783905515,100,0.0,0.0,True
B1_STRONG_EEGNET,2,0,21,0.97,0.96999699969997,100,2,False,False,False,0.97,0.96999699969997,100,0.0,0.0,True
B1_STRONG_EEGNET,2,0,22,0.7,0.696969696969697,100,2,False,False,False,0.7,0.696969696969697,100,0.0,0.0,True
B1_STRONG_EEGNET,2,0,31,0.86,0.86,100,2,False,False,False,0.86,0.86,100,0.0,0.0,True
B1_STRONG_EEGNET,2,0,45,0.8200000000000001,0.8193496587715776,100,2,False,False,False,0.8200000000000001,0.8193496587715776,100,0.0,0.0,True
B1_STRONG_EEGNET,2,0,53,0.81,0.8098288459613652,100,2,False,False,False,0.81,0.8098288459613652,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,1,9,0.72,0.7181964573268921,100,2,False,False,False,0.72,0.7181964573268921,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,1,10,0.64,0.6347402597402598,100,2,False,False,False,0.64,0.6347402597402598,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,1,16,0.88,0.88,100,2,False,False,False,0.88,0.88,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,1,21,1.0,1.0,100,2,False,False,False,1.0,1.0,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,1,22,0.74,0.7390606182256123,100,2,False,False,False,0.74,0.7390606182256123,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,1,31,0.89,0.8899889988998899,100,2,False,False,False,0.89,0.8899889988998899,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,1,45,0.88,0.8799519807923168,100,2,False,False,False,0.88,0.8799519807923168,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,1,53,0.76,0.7599039615846338,100,2,False,False,False,0.76,0.7599039615846338,100,0.0,0.0,True
B1_STRONG_EEGNET,2,1,9,0.72,0.7181964573268921,100,2,False,False,False,0.72,0.7181964573268921,100,0.0,0.0,True
B1_STRONG_EEGNET,2,1,10,0.64,0.6347402597402598,100,2,False,False,False,0.64,0.6347402597402598,100,0.0,0.0,True
B1_STRONG_EEGNET,2,1,16,0.88,0.88,100,2,False,False,False,0.88,0.88,100,0.0,0.0,True
B1_STRONG_EEGNET,2,1,21,1.0,1.0,100,2,False,False,False,1.0,1.0,100,0.0,0.0,True
B1_STRONG_EEGNET,2,1,22,0.74,0.7390606182256123,100,2,False,False,False,0.74,0.7390606182256123,100,0.0,0.0,True
B1_STRONG_EEGNET,2,1,31,0.89,0.8899889988998899,100,2,False,False,False,0.89,0.8899889988998899,100,0.0,0.0,True
B1_STRONG_EEGNET,2,1,45,0.88,0.8799519807923168,100,2,False,False,False,0.88,0.8799519807923168,100,0.0,0.0,True
B1_STRONG_EEGNET,2,1,53,0.76,0.7599039615846338,100,2,False,False,False,0.76,0.7599039615846338,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,2,9,0.61,0.6096486838154338,100,2,False,False,False,0.61,0.6096486838154338,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,2,10,0.7,0.6998799519807923,100,2,False,False,False,0.7,0.6998799519807923,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,2,16,0.8200000000000001,0.8199279711884754,100,2,False,False,False,0.8200000000000001,0.8199279711884754,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,2,21,0.9099999999999999,0.9099189270343309,100,2,False,False,False,0.91,0.9099189270343307,100,1.1102230246251565e-16,1.1102230246251565e-16,True
B0_VANILLA_EEGNET,2,2,22,0.6699999999999999,0.6683750376846548,100,2,False,False,False,0.6699999999999999,0.6683750376846548,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,2,31,0.8200000000000001,0.8197115384615384,100,2,False,False,False,0.8200000000000001,0.8197115384615384,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,2,45,0.76,0.7599039615846338,100,2,False,False,False,0.76,0.7599039615846338,100,0.0,0.0,True
B0_VANILLA_EEGNET,2,2,53,0.8,0.7987117552334944,100,2,False,False,False,0.8,0.7987117552334944,100,0.0,0.0,True
B1_STRONG_EEGNET,2,2,9,0.61,0.6096486838154338,100,2,False,False,False,0.61,0.6096486838154338,100,0.0,0.0,True
B1_STRONG_EEGNET,2,2,10,0.7,0.6998799519807923,100,2,False,False,False,0.7,0.6998799519807923,100,0.0,0.0,True
B1_STRONG_EEGNET,2,2,16,0.8200000000000001,0.8199279711884754,100,2,False,False,False,0.8200000000000001,0.8199279711884754,100,0.0,0.0,True
B1_STRONG_EEGNET,2,2,21,0.9099999999999999,0.9099189270343309,100,2,False,False,False,0.91,0.9099189270343307,100,1.1102230246251565e-16,1.1102230246251565e-16,True
B1_STRONG_EEGNET,2,2,22,0.6699999999999999,0.6683750376846548,100,2,False,False,False,0.6699999999999999,0.6683750376846548,100,0.0,0.0,True
B1_STRONG_EEGNET,2,2,31,0.8200000000000001,0.8197115384615384,100,2,False,False,False,0.8200000000000001,0.8197115384615384,100,0.0,0.0,True
B1_STRONG_EEGNET,2,2,45,0.76,0.7599039615846338,100,2,False,False,False,0.76,0.7599039615846338,100,0.0,0.0,True
B1_STRONG_EEGNET,2,2,53,0.8,0.7987117552334944,100,2,False,False,False,0.8,0.7987117552334944,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,0,1,0.62,0.6100164203612479,100,2,False,False,False,0.62,0.6100164203612479,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,0,5,0.72,0.7126436781609196,100,2,False,False,False,0.72,0.7126436781609196,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,0,6,0.97,0.96999699969997,100,2,False,False,False,0.97,0.96999699969997,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,0,7,0.74,0.74,100,2,False,False,False,0.74,0.74,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,0,20,0.9099999999999999,0.9099189270343309,100,2,False,False,False,0.91,0.9099189270343307,100,1.1102230246251565e-16,1.1102230246251565e-16,True
B0_VANILLA_EEGNET,3,0,23,0.6799999999999999,0.6692848284415047,100,2,False,False,False,0.6799999999999999,0.6692848284415047,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,0,26,0.88,0.8799519807923168,100,2,False,False,False,0.88,0.8799519807923168,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,0,35,0.81,0.8067338012409724,100,2,False,False,False,0.81,0.8067338012409724,100,0.0,0.0,True
B1_STRONG_EEGNET,3,0,1,0.64,0.6305418719211823,100,2,False,False,False,0.64,0.6305418719211823,100,0.0,0.0,True
B1_STRONG_EEGNET,3,0,5,0.77,0.7647058823529411,100,2,False,False,False,0.77,0.7647058823529411,100,0.0,0.0,True
B1_STRONG_EEGNET,3,0,6,0.99,0.9899989998999901,100,2,False,False,False,0.99,0.98999899989999,100,0.0,1.1102230246251565e-16,True
B1_STRONG_EEGNET,3,0,7,0.74,0.7373737373737375,100,2,False,False,False,0.74,0.7373737373737375,100,0.0,0.0,True
B1_STRONG_EEGNET,3,0,20,0.9299999999999999,0.9299929992999301,100,2,False,False,False,0.93,0.92999299929993,100,1.1102230246251565e-16,1.1102230246251565e-16,True
B1_STRONG_EEGNET,3,0,23,0.6,0.5755517826825127,100,2,False,False,False,0.6,0.5755517826825127,100,0.0,0.0,True
B1_STRONG_EEGNET,3,0,26,0.87,0.8696741854636592,100,2,False,False,False,0.87,0.8696741854636592,100,0.0,0.0,True
B1_STRONG_EEGNET,3,0,35,0.86,0.8590982286634461,100,2,False,False,False,0.86,0.8590982286634461,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,1,1,0.6699999999999999,0.6576408341114224,100,2,False,False,False,0.6699999999999999,0.6576408341114224,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,1,5,0.78,0.7796474358974359,100,2,False,False,False,0.78,0.7796474358974359,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,1,6,0.98,0.98,100,2,False,False,False,0.98,0.98,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,1,7,0.69,0.6897207486738064,100,2,False,False,False,0.69,0.6897207486738064,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,1,20,0.89,0.8899009108197378,100,2,False,False,False,0.89,0.8899009108197378,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,1,23,0.65,0.6368917937545389,100,2,False,False,False,0.65,0.6368917937545389,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,1,26,0.85,0.8481627695110842,100,2,False,False,False,0.85,0.8481627695110842,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,1,35,0.87,0.8684077335762729,100,2,False,False,False,0.87,0.8684077335762729,100,0.0,0.0,True
B1_STRONG_EEGNET,3,1,1,0.71,0.7033248081841432,100,2,False,False,False,0.71,0.7033248081841432,100,0.0,0.0,True
B1_STRONG_EEGNET,3,1,5,0.77,0.7688674505074866,100,2,False,False,False,0.77,0.7688674505074866,100,0.0,0.0,True
B1_STRONG_EEGNET,3,1,6,0.95,0.9499549594635172,100,2,False,False,False,0.95,0.9499549594635172,100,0.0,0.0,True
B1_STRONG_EEGNET,3,1,7,0.8400000000000001,0.8397435897435898,100,2,False,False,False,0.8400000000000001,0.8397435897435898,100,0.0,0.0,True
B1_STRONG_EEGNET,3,1,20,0.87,0.8698828946051447,100,2,False,False,False,0.87,0.8698828946051447,100,0.0,0.0,True
B1_STRONG_EEGNET,3,1,23,0.71,0.7033248081841432,100,2,False,False,False,0.71,0.7033248081841432,100,0.0,0.0,True
B1_STRONG_EEGNET,3,1,26,0.87,0.8698828946051447,100,2,False,False,False,0.87,0.8698828946051447,100,0.0,0.0,True
B1_STRONG_EEGNET,3,1,35,0.81,0.8028841166096068,100,2,False,False,False,0.81,0.8028841166096068,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,2,1,0.63,0.6290726817042607,100,2,False,False,False,0.63,0.6290726817042607,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,2,5,0.77,0.7694235588972431,100,2,False,False,False,0.77,0.7694235588972431,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,2,6,0.96,0.959983993597439,100,2,False,False,False,0.96,0.959983993597439,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,2,7,0.77,0.7688674505074866,100,2,False,False,False,0.77,0.7688674505074866,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,2,20,0.87,0.8699869986998701,100,2,False,False,False,0.87,0.8699869986998701,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,2,23,0.62,0.6006725514922235,100,2,False,False,False,0.62,0.6006725514922235,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,2,26,0.8400000000000001,0.8397435897435898,100,2,False,False,False,0.8400000000000001,0.8397435897435898,100,0.0,0.0,True
B0_VANILLA_EEGNET,3,2,35,0.85,0.8465473145780051,100,2,False,False,False,0.85,0.8465473145780051,100,0.0,0.0,True
B1_STRONG_EEGNET,3,2,1,0.81,0.8090644156366193,100,2,False,False,False,0.81,0.8090644156366193,100,0.0,0.0,True
B1_STRONG_EEGNET,3,2,5,0.78,0.7742200328407225,100,2,False,False,False,0.78,0.7742200328407225,100,0.0,0.0,True
B1_STRONG_EEGNET,3,2,6,0.97,0.96999699969997,100,2,False,False,False,0.97,0.96999699969997,100,0.0,0.0,True
B1_STRONG_EEGNET,3,2,7,0.81,0.8076728413807066,100,2,False,False,False,0.81,0.8076728413807066,100,0.0,0.0,True
B1_STRONG_EEGNET,3,2,20,0.91,0.90999099909991,100,2,False,False,False,0.91,0.90999099909991,100,0.0,0.0,True
B1_STRONG_EEGNET,3,2,23,0.76,0.7564935064935066,100,2,False,False,False,0.76,0.7564935064935066,100,0.0,0.0,True
B1_STRONG_EEGNET,3,2,26,0.87,0.8693598633303186,100,2,False,False,False,0.87,0.8693598633303186,100,0.0,0.0,True
B1_STRONG_EEGNET,3,2,35,0.85,0.8465473145780051,100,2,False,False,False,0.85,0.8465473145780051,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,0,3,0.87,0.8698828946051447,100,2,False,False,False,0.87,0.8698828946051447,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,0,8,0.76,0.7575757575757576,100,2,False,False,False,0.76,0.7575757575757576,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,0,11,0.67,0.648,100,2,False,False,False,0.67,0.648,100,0.0,0.0,True
