task,subject_id,cache_session,bids_session,signal_path,label_path,signal_exists,label_exists,channels,samples,trials,signal_dtype,label_dtype,cache_class_counts,schema_ok,bids_events_path,bids_channels_path,bids_eegjson_path,bids_event_codes,bids_event_types,bids_channel_count,bids_channel_sha256,bids_sampling_rate_hz,event_duration_seconds,cache_matches_bids_counts,minor_integrity_exclusion_trials
ERP,6,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-06/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-06/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-6/ses-2/eeg/sub-6_ses-2_task-p300_run-1_recording-train_events.tsv,sub-6/ses-2/eeg/sub-6_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-6/ses-2/eeg/sub-6_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,7,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-07/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-07/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-7/ses-1/eeg/sub-7_ses-1_task-p300_run-1_recording-train_events.tsv,sub-7/ses-1/eeg/sub-7_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-7/ses-1/eeg/sub-7_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,7,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-07/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-07/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-7/ses-2/eeg/sub-7_ses-2_task-p300_run-1_recording-train_events.tsv,sub-7/ses-2/eeg/sub-7_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-7/ses-2/eeg/sub-7_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,8,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-08/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-08/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-8/ses-1/eeg/sub-8_ses-1_task-p300_run-1_recording-train_events.tsv,sub-8/ses-1/eeg/sub-8_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-8/ses-1/eeg/sub-8_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,8,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-08/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-08/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-8/ses-2/eeg/sub-8_ses-2_task-p300_run-1_recording-train_events.tsv,sub-8/ses-2/eeg/sub-8_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-8/ses-2/eeg/sub-8_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,9,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-09/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-09/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-9/ses-1/eeg/sub-9_ses-1_task-p300_run-1_recording-train_events.tsv,sub-9/ses-1/eeg/sub-9_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-9/ses-1/eeg/sub-9_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,9,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-09/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-09/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-9/ses-2/eeg/sub-9_ses-2_task-p300_run-1_recording-train_events.tsv,sub-9/ses-2/eeg/sub-9_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-9/ses-2/eeg/sub-9_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,10,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-10/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-10/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-10/ses-1/eeg/sub-10_ses-1_task-p300_run-1_recording-train_events.tsv,sub-10/ses-1/eeg/sub-10_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-10/ses-1/eeg/sub-10_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,10,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-10/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-10/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-10/ses-2/eeg/sub-10_ses-2_task-p300_run-1_recording-train_events.tsv,sub-10/ses-2/eeg/sub-10_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-10/ses-2/eeg/sub-10_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,11,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-11/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-11/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-11/ses-1/eeg/sub-11_ses-1_task-p300_run-1_recording-train_events.tsv,sub-11/ses-1/eeg/sub-11_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-11/ses-1/eeg/sub-11_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,11,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-11/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-11/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-11/ses-2/eeg/sub-11_ses-2_task-p300_run-1_recording-train_events.tsv,sub-11/ses-2/eeg/sub-11_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-11/ses-2/eeg/sub-11_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,12,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-12/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-12/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-12/ses-1/eeg/sub-12_ses-1_task-p300_run-1_recording-train_events.tsv,sub-12/ses-1/eeg/sub-12_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-12/ses-1/eeg/sub-12_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,12,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-12/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-12/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-12/ses-2/eeg/sub-12_ses-2_task-p300_run-1_recording-train_events.tsv,sub-12/ses-2/eeg/sub-12_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-12/ses-2/eeg/sub-12_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,13,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-13/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-13/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-13/ses-1/eeg/sub-13_ses-1_task-p300_run-1_recording-train_events.tsv,sub-13/ses-1/eeg/sub-13_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-13/ses-1/eeg/sub-13_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,13,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-13/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-13/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-13/ses-2/eeg/sub-13_ses-2_task-p300_run-1_recording-train_events.tsv,sub-13/ses-2/eeg/sub-13_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-13/ses-2/eeg/sub-13_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,14,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-14/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-14/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-14/ses-1/eeg/sub-14_ses-1_task-p300_run-1_recording-train_events.tsv,sub-14/ses-1/eeg/sub-14_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-14/ses-1/eeg/sub-14_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,14,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-14/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-14/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-14/ses-2/eeg/sub-14_ses-2_task-p300_run-1_recording-train_events.tsv,sub-14/ses-2/eeg/sub-14_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-14/ses-2/eeg/sub-14_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,15,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-15/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-15/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-15/ses-1/eeg/sub-15_ses-1_task-p300_run-1_recording-train_events.tsv,sub-15/ses-1/eeg/sub-15_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-15/ses-1/eeg/sub-15_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,15,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-15/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-15/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-15/ses-2/eeg/sub-15_ses-2_task-p300_run-1_recording-train_events.tsv,sub-15/ses-2/eeg/sub-15_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-15/ses-2/eeg/sub-15_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,16,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-16/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-16/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-16/ses-1/eeg/sub-16_ses-1_task-p300_run-1_recording-train_events.tsv,sub-16/ses-1/eeg/sub-16_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-16/ses-1/eeg/sub-16_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,16,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-16/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-16/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-16/ses-2/eeg/sub-16_ses-2_task-p300_run-1_recording-train_events.tsv,sub-16/ses-2/eeg/sub-16_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-16/ses-2/eeg/sub-16_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,17,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-17/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-17/ses-1/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-17/ses-1/eeg/sub-17_ses-1_task-p300_run-1_recording-train_events.tsv,sub-17/ses-1/eeg/sub-17_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-17/ses-1/eeg/sub-17_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,17,2,2,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-17/ses-2/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-17/ses-2/erp_1train_codes.npy,True,True,62,250,1980,float32,int16,"{""1"": 1650, ""2"": 330}",True,sub-17/ses-2/eeg/sub-17_ses-2_task-p300_run-1_recording-train_events.tsv,sub-17/ses-2/eeg/sub-17_ses-2_task-p300_run-1_recording-train_channels.tsv,sub-17/ses-2/eeg/sub-17_ses-2_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,True,0
ERP,18,1,1,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-18/ses-1/erp_1train_signals.npy,/root/rivermind-data/persist_eeg_cache/openbmi/openbmi/sub-18/ses-1/erp_1train_codes.npy,True,True,62,250,1979,float32,int16,"{""1"": 1649, ""2"": 330}",True,sub-18/ses-1/eeg/sub-18_ses-1_task-p300_run-1_recording-train_events.tsv,sub-18/ses-1/eeg/sub-18_ses-1_task-p300_run-1_recording-train_channels.tsv,sub-18/ses-1/eeg/sub-18_ses-1_task-p300_run-1_recording-train_eeg.json,"{""1"": 1650, ""2"": 330}","{""NonTarget"": 1650, ""Target"": 330}",62,9efa70ebd2e894e7b906f50f092dfe1788486d4c3eed4fed0ecc217989f678f7,1000.0,1.0,False,1
