backbone,fold,seed,method,lambda,best_epoch,epochs_executed,best_validation_BA,best_validation_NLL,elapsed_seconds,checkpoint_sha256,initial_shared_state_sha256,epoch0_minibatch_order_sha256
eegnet,0,1,MMD,0.01,26,32,0.79,0.40557774901390076,175.8263385295868,d1ff9c1c929a5cce3ebb315f8c3f59906d8e046be6c42e4e96a3db5b3806e18f,32439ab9aac2ba1ef4c1e43da6ae9dcaa9e325f5b1ba2ec9e6310cb193f6900b,0f5c3d3d19bf8eef9c85f326c43a78162d44b32cb6baa5eb571cefb43a76d346
eegnet,0,1,MMD,0.1,18,24,0.788125,0.40525180101394653,141.7546489238739,4f2b94a48cde1d09685873b53dbec3d8b79abd1dd93d4ba2019cef7fc4a48b60,32439ab9aac2ba1ef4c1e43da6ae9dcaa9e325f5b1ba2ec9e6310cb193f6900b,0f5c3d3d19bf8eef9c85f326c43a78162d44b32cb6baa5eb571cefb43a76d346
eegnet,0,1,MMD,1.0,17,23,0.79375,0.41806137561798096,145.95809960365295,9298a9b7b802d33a519e463090680bea17e15c550f63c92769006716840732af,32439ab9aac2ba1ef4c1e43da6ae9dcaa9e325f5b1ba2ec9e6310cb193f6900b,0f5c3d3d19bf8eef9c85f326c43a78162d44b32cb6baa5eb571cefb43a76d346
eegnet,0,2,ERM,0.0,30,36,0.7949999999999999,0.40878596901893616,214.82299876213074,1b600dad733806ce48000f78e942e9c26dcdaaf48a52d49e2e027e0bbb9b5508,c6c6dd97785e6d45387a8002af91212de0efbc078b4edd8f4d655b6d518753d6,ac9260cf1d71f30af8b68a295ff3a80cff84eb8e81c5b19345fd2c1b821bb176
eegnet,0,2,DANN,0.01,20,26,0.79125,0.40909600257873535,149.79790353775024,8538cd57b81d933d62edc314815fbe8d1c7b5a25a0053a649c241274fd55562d,c6c6dd97785e6d45387a8002af91212de0efbc078b4edd8f4d655b6d518753d6,ac9260cf1d71f30af8b68a295ff3a80cff84eb8e81c5b19345fd2c1b821bb176
eegnet,0,2,DANN,0.1,20,26,0.7937500000000001,0.40878310799598694,135.7711944580078,b7fc0a7891d124696a3cffba1da7c2e96b100bdf54a736a53d7ed6c4fa2f6820,c6c6dd97785e6d45387a8002af91212de0efbc078b4edd8f4d655b6d518753d6,ac9260cf1d71f30af8b68a295ff3a80cff84eb8e81c5b19345fd2c1b821bb176
eegnet,0,2,DANN,1.0,10,16,0.7906249999999999,0.4438781440258026,49.7283251285553,8297bb366b60c892e098b862e478409a2c3e1338fe84ad20e12d5c25ca720980,c6c6dd97785e6d45387a8002af91212de0efbc078b4edd8f4d655b6d518753d6,ac9260cf1d71f30af8b68a295ff3a80cff84eb8e81c5b19345fd2c1b821bb176
eegnet,0,2,CORAL,0.01,8,14,0.789375,0.4188624620437622,122.95648503303528,5fa9625892a40acdebb1afdbe21b954f6d9ee48aee5733b2edc0f81c2b672781,c6c6dd97785e6d45387a8002af91212de0efbc078b4edd8f4d655b6d518753d6,ac9260cf1d71f30af8b68a295ff3a80cff84eb8e81c5b19345fd2c1b821bb176
eegnet,0,2,CORAL,0.1,8,14,0.7875,0.4195822775363922,122.59693741798401,732a6af0e3b2c67b0500c089539c365141f4b0d1f65c0e7573b9a211091acf70,c6c6dd97785e6d45387a8002af91212de0efbc078b4edd8f4d655b6d518753d6,ac9260cf1d71f30af8b68a295ff3a80cff84eb8e81c5b19345fd2c1b821bb176
eegnet,0,2,CORAL,1.0,13,19,0.7949999999999999,0.4137701690196991,163.4978325366974,f0281ca565f904d05a49ce1941bc607012386224410b0d9d14795243b256a6fc,c6c6dd97785e6d45387a8002af91212de0efbc078b4edd8f4d655b6d518753d6,ac9260cf1d71f30af8b68a295ff3a80cff84eb8e81c5b19345fd2c1b821bb176
eegnet,0,2,MMD,0.01,18,24,0.7906249999999999,0.40995991230010986,90.68319368362427,0a5ecb8491f6262e2e6528ed5d2a78d3aa5a8c159abdde98b71f1d475121f8ff,c6c6dd97785e6d45387a8002af91212de0efbc078b4edd8f4d655b6d518753d6,ac9260cf1d71f30af8b68a295ff3a80cff84eb8e81c5b19345fd2c1b821bb176
eegnet,0,2,MMD,0.1,13,19,0.7925,0.41922783851623535,95.69037914276123,6403ba449554a96a927a350c5c0d20c5ef546d4859bad50196b40f89af3d7228,c6c6dd97785e6d45387a8002af91212de0efbc078b4edd8f4d655b6d518753d6,ac9260cf1d71f30af8b68a295ff3a80cff84eb8e81c5b19345fd2c1b821bb176
eegnet,0,2,MMD,1.0,17,23,0.7862499999999999,0.4215397536754608,139.47407221794128,6c0ceff4ec0491ff5d4b948e9831dff0ef3b6b494173aec7b3e6f2c521f253e5,c6c6dd97785e6d45387a8002af91212de0efbc078b4edd8f4d655b6d518753d6,ac9260cf1d71f30af8b68a295ff3a80cff84eb8e81c5b19345fd2c1b821bb176
eegnet,1,0,ERM,0.0,13,19,0.78375,0.4493556320667267,119.77981090545654,1afc0a97b5b323ee1da01342983ec9b4940a67c9d411e4e02435e31d2c0668e9,59abad1891bfbf858dbfab77df476f31fad5f9329581b15b2a342e7dc0e3a5fa,dd2cbafb5eb1a583b844da8f0691d9b2bd5ac8a11c033031847009230b83727c
eegnet,1,0,DANN,0.01,13,19,0.785625,0.4478326439857483,117.70716047286987,95641bf19c4a7a3464533e250290ef7bfe4c0418eb8f5927e29881541b230010,59abad1891bfbf858dbfab77df476f31fad5f9329581b15b2a342e7dc0e3a5fa,dd2cbafb5eb1a583b844da8f0691d9b2bd5ac8a11c033031847009230b83727c
eegnet,1,0,DANN,0.1,13,19,0.785625,0.45896148681640625,115.49450159072876,bb5dc2be496dedbef53c7f4fd8debcff584407e94ea29fb7b68147ab02b6c450,59abad1891bfbf858dbfab77df476f31fad5f9329581b15b2a342e7dc0e3a5fa,dd2cbafb5eb1a583b844da8f0691d9b2bd5ac8a11c033031847009230b83727c
eegnet,1,0,DANN,1.0,15,21,0.7775,0.4771116375923157,126.89581513404846,184135f92d4a98135bf8a786662cda9157f8ec2ca692dca0628676a0dbd3101e,59abad1891bfbf858dbfab77df476f31fad5f9329581b15b2a342e7dc0e3a5fa,dd2cbafb5eb1a583b844da8f0691d9b2bd5ac8a11c033031847009230b83727c
eegnet,1,0,CORAL,0.01,13,19,0.7818750000000001,0.4458867609500885,205.31676840782166,7850ba5161db285b067704d5b47f02b2b8156e25ad03317d503a3bdb28b2f963,59abad1891bfbf858dbfab77df476f31fad5f9329581b15b2a342e7dc0e3a5fa,dd2cbafb5eb1a583b844da8f0691d9b2bd5ac8a11c033031847009230b83727c
eegnet,1,0,CORAL,0.1,15,21,0.778125,0.4545133709907532,195.60131430625916,5af9ace5ae924746c61f299bf113e5e9f538077188f61d497f360b7be5a07b45,59abad1891bfbf858dbfab77df476f31fad5f9329581b15b2a342e7dc0e3a5fa,dd2cbafb5eb1a583b844da8f0691d9b2bd5ac8a11c033031847009230b83727c
eegnet,1,0,CORAL,1.0,13,19,0.784375,0.45682060718536377,238.44010281562805,4d648314582b98c11e10437ec029138e38edf40a754610a0953829afe99d9dbc,59abad1891bfbf858dbfab77df476f31fad5f9329581b15b2a342e7dc0e3a5fa,dd2cbafb5eb1a583b844da8f0691d9b2bd5ac8a11c033031847009230b83727c
eegnet,1,0,MMD,0.01,13,19,0.783125,0.4492608606815338,121.89992022514343,fff34ff66b8b51654421943627cc1fc87ad9655011f25c125ede979d5d3a0671,59abad1891bfbf858dbfab77df476f31fad5f9329581b15b2a342e7dc0e3a5fa,dd2cbafb5eb1a583b844da8f0691d9b2bd5ac8a11c033031847009230b83727c
eegnet,1,0,MMD,0.1,13,19,0.786875,0.4448663294315338,117.26929497718811,41da0cc11beaae53e81fa9c9efe1cedb7b6309872237e3312392653a07d88e87,59abad1891bfbf858dbfab77df476f31fad5f9329581b15b2a342e7dc0e3a5fa,dd2cbafb5eb1a583b844da8f0691d9b2bd5ac8a11c033031847009230b83727c
eegnet,1,0,MMD,1.0,15,21,0.78375,0.454396516084671,144.13467121124268,ff1b0979f7db386941a4a2cd694bafca1549eed6f27e71e0a53398994e4c7cd0,59abad1891bfbf858dbfab77df476f31fad5f9329581b15b2a342e7dc0e3a5fa,dd2cbafb5eb1a583b844da8f0691d9b2bd5ac8a11c033031847009230b83727c
eegnet,1,1,ERM,0.0,14,20,0.7975,0.42016491293907166,108.87126088142395,5e796c44dfcd39a01639f9835eab46ce7f18ec81e0a76c7084e599dc67e8eaf9,4635219c88e105bd3931ec727d946c630419d5a946d46072a8f786c3772fb98e,9bdca070a82125a91a5671f274facb9267748845dc35b83a47326fe2a51584bf
eegnet,1,1,DANN,0.01,14,20,0.7925,0.43325722217559814,101.80805444717407,6ccb5e66fe7ad29f6d41916371806b0c7652a0dfff24040035480015e1d8f815,4635219c88e105bd3931ec727d946c630419d5a946d46072a8f786c3772fb98e,9bdca070a82125a91a5671f274facb9267748845dc35b83a47326fe2a51584bf
eegnet,1,1,DANN,0.1,18,24,0.7937500000000001,0.43095389008522034,126.47221398353577,f01a4b959108bd11fec08a3a7fc46cd55d7f77eb76967e8ab604fd0f48330fb8,4635219c88e105bd3931ec727d946c630419d5a946d46072a8f786c3772fb98e,9bdca070a82125a91a5671f274facb9267748845dc35b83a47326fe2a51584bf
eegnet,1,1,DANN,1.0,10,16,0.789375,0.46917396783828735,94.19701504707336,a6a1dbf8f40bbdc01aa5daeaa4663f36c34bf7c8d3f91d093411960e66593ce0,4635219c88e105bd3931ec727d946c630419d5a946d46072a8f786c3772fb98e,9bdca070a82125a91a5671f274facb9267748845dc35b83a47326fe2a51584bf
eegnet,1,1,CORAL,0.01,14,20,0.8006249999999999,0.4216225743293762,317.44302582740784,9ec0d28a799f0880d6bd9e027593ec36dcd0cd6a3fc452f807467c3021338b45,4635219c88e105bd3931ec727d946c630419d5a946d46072a8f786c3772fb98e,9bdca070a82125a91a5671f274facb9267748845dc35b83a47326fe2a51584bf
eegnet,1,1,CORAL,0.1,18,24,0.80125,0.4229319393634796,217.648540019989,fdd5498673540a8ead16256dd8ffd01b210969eea3de1af569ba55eeb95570a0,4635219c88e105bd3931ec727d946c630419d5a946d46072a8f786c3772fb98e,9bdca070a82125a91a5671f274facb9267748845dc35b83a47326fe2a51584bf
eegnet,1,1,CORAL,1.0,18,24,0.8043750000000001,0.4125279486179352,212.67270946502686,dae744e98ded467b81f4a23cd02e2bded7163b00839e4ccc5d1782489aac05c8,4635219c88e105bd3931ec727d946c630419d5a946d46072a8f786c3772fb98e,9bdca070a82125a91a5671f274facb9267748845dc35b83a47326fe2a51584bf
eegnet,1,1,MMD,0.01,14,20,0.798125,0.4228304922580719,78.61069774627686,991f0640a9f332bed9292795f5704ec2cdb7d5f8bd907c95d80d6e4c68b99ee6,4635219c88e105bd3931ec727d946c630419d5a946d46072a8f786c3772fb98e,9bdca070a82125a91a5671f274facb9267748845dc35b83a47326fe2a51584bf
eegnet,1,1,MMD,0.1,20,26,0.7975,0.4182005822658539,126.02173590660095,f5ad6a17ffd8bee2220272610a5196da2d28885ca86e673533f1965e8e7b1b94,4635219c88e105bd3931ec727d946c630419d5a946d46072a8f786c3772fb98e,9bdca070a82125a91a5671f274facb9267748845dc35b83a47326fe2a51584bf
eegnet,1,1,MMD,1.0,23,29,0.79,0.43037429451942444,146.16806435585022,6ff76b3527b7bb435ffbc28f356ce7a3bd2c202f16ebc7ea33476b466cb7af06,4635219c88e105bd3931ec727d946c630419d5a946d46072a8f786c3772fb98e,9bdca070a82125a91a5671f274facb9267748845dc35b83a47326fe2a51584bf
eegnet,1,2,ERM,0.0,27,33,0.7918750000000001,0.4371889531612396,194.42299389839172,4bfcba906bf571655b2004f9c54a03e3f9b8bb4fb2d688f6238878d7071b3fd0,141705995297d332dcf18e2a1d2fe0005a0f278fcf6ed60ddae206e4662c51d1,2133472838b26ee2579b63fd586ca1b0f8c4160c79693f50c4ee6749cb9c2054
eegnet,1,2,DANN,0.01,11,17,0.775625,0.4592384994029999,82.10078454017639,08c2fcf07296afe1865b8c7c52105d56026f0cf18c26b7b0ffefe26cd83dffe1,141705995297d332dcf18e2a1d2fe0005a0f278fcf6ed60ddae206e4662c51d1,2133472838b26ee2579b63fd586ca1b0f8c4160c79693f50c4ee6749cb9c2054
eegnet,1,2,DANN,0.1,11,17,0.77,0.4650326669216156,76.01762652397156,0005fc32899f9f6ed6cb2e308024c3b7a12a1706625a950dc7537830a15a7e8a,141705995297d332dcf18e2a1d2fe0005a0f278fcf6ed60ddae206e4662c51d1,2133472838b26ee2579b63fd586ca1b0f8c4160c79693f50c4ee6749cb9c2054
eegnet,1,2,DANN,1.0,11,17,0.771875,0.4814567565917969,75.24379587173462,6312ed22b8892a356fef798aa97ec620584506dc222f9665c508281c5ecbc48c,141705995297d332dcf18e2a1d2fe0005a0f278fcf6ed60ddae206e4662c51d1,2133472838b26ee2579b63fd586ca1b0f8c4160c79693f50c4ee6749cb9c2054
eegnet,1,2,CORAL,0.01,27,33,0.791875,0.43852829933166504,296.83827805519104,653b8911544cfcba620b041c784a64f71b657ce35aac3b9518ec802b0e1dabfa,141705995297d332dcf18e2a1d2fe0005a0f278fcf6ed60ddae206e4662c51d1,2133472838b26ee2579b63fd586ca1b0f8c4160c79693f50c4ee6749cb9c2054
eegnet,1,2,CORAL,0.1,19,25,0.7825,0.465718537569046,223.28622174263,792ed535ebea2b41b1e4c5da3de1001df7bc70e36f6af34096214945b84c6f18,141705995297d332dcf18e2a1d2fe0005a0f278fcf6ed60ddae206e4662c51d1,2133472838b26ee2579b63fd586ca1b0f8c4160c79693f50c4ee6749cb9c2054
eegnet,1,2,CORAL,1.0,19,25,0.78625,0.46753737330436707,424.55075430870056,e8985fc3d1600452b8ae600d199454af71d712be39e65aa88f6453c3f49210a8,141705995297d332dcf18e2a1d2fe0005a0f278fcf6ed60ddae206e4662c51d1,2133472838b26ee2579b63fd586ca1b0f8c4160c79693f50c4ee6749cb9c2054
eegnet,1,2,MMD,0.01,11,17,0.7731250000000001,0.46593964099884033,105.94738411903381,37c325ccdbe2067a25cec4599f043636e2039c36b0de2c45e68a7e25e93336e2,141705995297d332dcf18e2a1d2fe0005a0f278fcf6ed60ddae206e4662c51d1,2133472838b26ee2579b63fd586ca1b0f8c4160c79693f50c4ee6749cb9c2054
eegnet,1,2,MMD,0.1,14,20,0.78,0.454453706741333,131.24698042869568,efbb32542389e71466adf079a4121fcf568b839dae1f294ef15c33be2000854b,141705995297d332dcf18e2a1d2fe0005a0f278fcf6ed60ddae206e4662c51d1,2133472838b26ee2579b63fd586ca1b0f8c4160c79693f50c4ee6749cb9c2054
eegnet,1,2,MMD,1.0,19,25,0.78375,0.44754359126091003,158.52676558494568,a6b3aea89ad40ec3385d9806b100b17625d9b4355a723b69ca23351b9eb43278,141705995297d332dcf18e2a1d2fe0005a0f278fcf6ed60ddae206e4662c51d1,2133472838b26ee2579b63fd586ca1b0f8c4160c79693f50c4ee6749cb9c2054
eegnet,2,0,ERM,0.0,16,22,0.7878590593434344,0.4052225351333618,133.6657030582428,567413751122f0ab9278ee4c7934a1f262546e434efc9298e3ab4582af23998b,223cde5faf6eaebca0e46731a6b464af044fdad3d97f0d202a9b4f05002d52dd,ee0515874bc32b73ad56e5d22ead7711fe1fb791daaec9ef76cec57bbb04e95a
eegnet,2,0,DANN,0.01,13,19,0.7810361426767677,0.41483888030052185,103.9427387714386,45343609e70a6f16ea468787abb6b185ef652f54e2be6b6c8e9d40651af709f8,223cde5faf6eaebca0e46731a6b464af044fdad3d97f0d202a9b4f05002d52dd,ee0515874bc32b73ad56e5d22ead7711fe1fb791daaec9ef76cec57bbb04e95a
eegnet,2,0,DANN,0.1,16,22,0.7822466856060606,0.41710707545280457,99.00391340255737,f42b64744ab6bf05083aab0fe3a589a9527b52c3e27894c12fe6bb258c162ed9,223cde5faf6eaebca0e46731a6b464af044fdad3d97f0d202a9b4f05002d52dd,ee0515874bc32b73ad56e5d22ead7711fe1fb791daaec9ef76cec57bbb04e95a
eegnet,2,0,DANN,1.0,13,19,0.776595643939394,0.4658712148666382,84.52888655662537,996766c2fbd8f84792d2d25e17d92f7902fea62184b3399922bb2c9563d2cd05,223cde5faf6eaebca0e46731a6b464af044fdad3d97f0d202a9b4f05002d52dd,ee0515874bc32b73ad56e5d22ead7711fe1fb791daaec9ef76cec57bbb04e95a
eegnet,2,0,CORAL,0.01,16,22,0.7866090593434343,0.4056234359741211,197.65162014961243,10570d04b9662f2fcf9486c55f4bba8605a06e0e1424d86a0030652970554410,223cde5faf6eaebca0e46731a6b464af044fdad3d97f0d202a9b4f05002d52dd,ee0515874bc32b73ad56e5d22ead7711fe1fb791daaec9ef76cec57bbb04e95a
eegnet,2,0,CORAL,0.1,16,22,0.7847080176767677,0.40489792823791504,198.9850594997406,a2578a04aa3673915cda6fa5ac795ed5b8c530f2c4c4dc7eff2a4e3ffe0785a6,223cde5faf6eaebca0e46731a6b464af044fdad3d97f0d202a9b4f05002d52dd,ee0515874bc32b73ad56e5d22ead7711fe1fb791daaec9ef76cec57bbb04e95a
eegnet,2,0,CORAL,1.0,16,22,0.7960227272727273,0.4069876968860626,222.4167869091034,d15670c598aa870ce32f15dadde7d76b0c76c5d3fdee3d3f6530390cef3aa102,223cde5faf6eaebca0e46731a6b464af044fdad3d97f0d202a9b4f05002d52dd,ee0515874bc32b73ad56e5d22ead7711fe1fb791daaec9ef76cec57bbb04e95a
eegnet,2,0,MMD,0.01,7,13,0.7803140782828283,0.4225862920284271,65.26880812644958,735017b21838cc42528d3ce6bc617a1bbfaeaffc3784b9ab0a9f2f48561215bc,223cde5faf6eaebca0e46731a6b464af044fdad3d97f0d202a9b4f05002d52dd,ee0515874bc32b73ad56e5d22ead7711fe1fb791daaec9ef76cec57bbb04e95a
eegnet,2,0,MMD,0.1,16,22,0.7866611426767677,0.4073610305786133,108.73496603965759,6be07ccbe0005d07dab85b00249814a2442c19ebd6ced7bc496d20af4e5cef76,223cde5faf6eaebca0e46731a6b464af044fdad3d97f0d202a9b4f05002d52dd,ee0515874bc32b73ad56e5d22ead7711fe1fb791daaec9ef76cec57bbb04e95a
eegnet,2,0,MMD,1.0,27,33,0.7834390782828282,0.4126574695110321,162.51196479797363,652571cc6a2e907eaeca0b8b6041bc3be452c2a82391ac6b53de36e8a3d1bf7c,223cde5faf6eaebca0e46731a6b464af044fdad3d97f0d202a9b4f05002d52dd,ee0515874bc32b73ad56e5d22ead7711fe1fb791daaec9ef76cec57bbb04e95a
eegnet,2,1,ERM,0.0,15,21,0.7853914141414142,0.3951438069343567,101.35626125335693,155bba1cd77482cb8b6cd5839af1f963c75402a44a2c46073c199dc55ee8ca49,e16648e484212b15212e3402936adab5e909aaf217005c3c7eda1a9ca23258fe,d90ac6153cdea56e859b93392fe584219593eb6041b829857d0808f96f26cad0
eegnet,2,1,DANN,0.01,18,24,0.7835424558080808,0.40932196378707886,140.04097843170166,d4cfb300f06052872886d7c8608c828bea8787b1aaf66e2f69355f56e6900a39,e16648e484212b15212e3402936adab5e909aaf217005c3c7eda1a9ca23258fe,d90ac6153cdea56e859b93392fe584219593eb6041b829857d0808f96f26cad0
eegnet,2,1,DANN,0.1,14,20,0.7828590593434344,0.4067668914794922,116.65128517150879,dd1b862f84710ae4a20b85ebd62f2f8cb0e458cb8c1d0afb92d87e67e0bb9d37,e16648e484212b15212e3402936adab5e909aaf217005c3c7eda1a9ca23258fe,d90ac6153cdea56e859b93392fe584219593eb6041b829857d0808f96f26cad0
eegnet,2,1,DANN,1.0,22,28,0.7754174558080809,0.4617461562156677,157.9903166294098,ec7307374ea6cb40e3f0845375bc616037a2688002ee55845ccd254d1ab3f6f1,e16648e484212b15212e3402936adab5e909aaf217005c3c7eda1a9ca23258fe,d90ac6153cdea56e859b93392fe584219593eb6041b829857d0808f96f26cad0
eegnet,2,1,CORAL,0.01,18,24,0.7840830176767677,0.39749962091445923,358.28074193000793,f9f3001f29f351db8785fd2ec5522477f293e0e1df388ab0a0107f9379163f26,e16648e484212b15212e3402936adab5e909aaf217005c3c7eda1a9ca23258fe,d90ac6153cdea56e859b93392fe584219593eb6041b829857d0808f96f26cad0
eegnet,2,1,CORAL,0.1,14,20,0.784799558080808,0.40171733498573303,176.8013687133789,69cdd0e1631d79a93b8f10ca2691ab834f2d8b8119d1898139f108cd774282db,e16648e484212b15212e3402936adab5e909aaf217005c3c7eda1a9ca23258fe,d90ac6153cdea56e859b93392fe584219593eb6041b829857d0808f96f26cad0
eegnet,2,1,CORAL,1.0,14,20,0.7810298295454545,0.41127532720565796,178.07987141609192,ac769cab4c5ecf1820ce4338ab67e03972dcf8e4d527d82a26eb8a6ce2189544,e16648e484212b15212e3402936adab5e909aaf217005c3c7eda1a9ca23258fe,d90ac6153cdea56e859b93392fe584219593eb6041b829857d0808f96f26cad0
eegnet,2,1,MMD,0.01,15,21,0.7835424558080808,0.3949436545372009,81.93642497062683,e8aac40b79f05a95c958243907c184260d28954751e4eb324e5dbd1d9982d640,e16648e484212b15212e3402936adab5e909aaf217005c3c7eda1a9ca23258fe,d90ac6153cdea56e859b93392fe584219593eb6041b829857d0808f96f26cad0
eegnet,2,1,MMD,0.1,14,20,0.7848058712121213,0.40144896507263184,76.98545670509338,9429c2a480c14ebba9d0a735a1c3241b7aede71416d58128d6edb33cf9fba1aa,e16648e484212b15212e3402936adab5e909aaf217005c3c7eda1a9ca23258fe,d90ac6153cdea56e859b93392fe584219593eb6041b829857d0808f96f26cad0
