backbone,method,lambda,fold,seed,subject_id,BA,macro_f1,session,selected_by_source_validation
eegnet,CORAL,0.01,4,1,47,0.945,0.9449325423643964,S3,False
eegnet,CORAL,0.01,4,1,48,0.79,0.7896634615384616,S3,False
eegnet,CORAL,0.01,4,1,50,0.94,0.94,S3,False
eegnet,CORAL,0.1,4,1,7,0.865,0.8648344221671547,S3,True
eegnet,CORAL,0.1,4,1,12,0.72,0.7171717171717171,S3,True
eegnet,CORAL,0.1,4,1,14,0.585,0.576087234096887,S3,True
eegnet,CORAL,0.1,4,1,17,0.835,0.8346651970239736,S3,True
eegnet,CORAL,0.1,4,1,32,0.575,0.5737104741844078,S3,True
eegnet,CORAL,0.1,4,1,47,0.945,0.9448331201885704,S3,True
eegnet,CORAL,0.1,4,1,48,0.785,0.784865540963102,S3,True
eegnet,CORAL,0.1,4,1,50,0.94,0.94,S3,True
eegnet,CORAL,1.0,4,1,7,0.825,0.8247853620685339,S3,False
eegnet,CORAL,1.0,4,1,12,0.715,0.7111803602644979,S3,False
eegnet,CORAL,1.0,4,1,14,0.595,0.5850303542611235,S3,False
eegnet,CORAL,1.0,4,1,17,0.8300000000000001,0.8293857888398234,S3,False
eegnet,CORAL,1.0,4,1,32,0.555,0.5509472993768763,S3,False
eegnet,CORAL,1.0,4,1,47,0.95,0.9499198717948718,S3,False
eegnet,CORAL,1.0,4,1,48,0.8,0.7990151743543362,S3,False
eegnet,CORAL,1.0,4,1,50,0.95,0.94999499949995,S3,False
eegnet,MMD,0.01,4,1,7,0.835,0.8347976270931892,S3,True
eegnet,MMD,0.01,4,1,12,0.735,0.7320458050001264,S3,True
eegnet,MMD,0.01,4,1,14,0.59,0.5805626598465473,S3,True
eegnet,MMD,0.01,4,1,17,0.825,0.8244690187818149,S3,True
eegnet,MMD,0.01,4,1,32,0.585,0.5841579197875699,S3,True
eegnet,MMD,0.01,4,1,47,0.945,0.9448331201885704,S3,True
eegnet,MMD,0.01,4,1,48,0.765,0.7648530331457161,S3,True
eegnet,MMD,0.01,4,1,50,0.935,0.934998374959374,S3,True
eegnet,MMD,0.1,4,1,7,0.8300000000000001,0.8297275641025641,S3,False
eegnet,MMD,0.1,4,1,12,0.745,0.742677665935064,S3,False
eegnet,MMD,0.1,4,1,14,0.6,0.5920032639738881,S3,False
eegnet,MMD,0.1,4,1,17,0.825,0.8244690187818149,S3,False
eegnet,MMD,0.1,4,1,32,0.56,0.5598239295718287,S3,False
eegnet,MMD,0.1,4,1,47,0.96,0.9599639675708138,S3,False
eegnet,MMD,0.1,4,1,48,0.795,0.7949538646195394,S3,False
eegnet,MMD,0.1,4,1,50,0.94,0.94,S3,False
eegnet,MMD,1.0,4,1,7,0.845,0.8446854881134297,S3,False
eegnet,MMD,1.0,4,1,12,0.745,0.7435575109993715,S3,False
eegnet,MMD,1.0,4,1,14,0.6000000000000001,0.5980303487086724,S3,False
eegnet,MMD,1.0,4,1,17,0.845,0.844965117151359,S3,False
eegnet,MMD,1.0,4,1,32,0.585,0.5847404627892432,S3,False
eegnet,MMD,1.0,4,1,47,0.975,0.9749943737340904,S3,False
eegnet,MMD,1.0,4,1,48,0.79,0.7898108297467721,S3,False
eegnet,MMD,1.0,4,1,50,0.94,0.94,S3,False
eegnet,ERM,0.0,4,2,7,0.7949999999999999,0.7927146793397204,S3,True
eegnet,ERM,0.0,4,2,12,0.72,0.7186212440960708,S3,True
eegnet,ERM,0.0,4,2,14,0.565,0.5644664714274987,S3,True
eegnet,ERM,0.0,4,2,17,0.8200000000000001,0.8198378540686617,S3,True
eegnet,ERM,0.0,4,2,32,0.555,0.5549888747218681,S3,True
eegnet,ERM,0.0,4,2,47,0.955,0.954971857410882,S3,True
eegnet,ERM,0.0,4,2,48,0.8049999999999999,0.8048780487804879,S3,True
eegnet,ERM,0.0,4,2,50,0.955,0.9549988749718744,S3,True
eegnet,DANN,0.01,4,2,7,0.8049999999999999,0.80389692017599,S3,True
eegnet,DANN,0.01,4,2,12,0.7150000000000001,0.7133878064110623,S3,True
eegnet,DANN,0.01,4,2,14,0.565,0.5644664714274987,S3,True
eegnet,DANN,0.01,4,2,17,0.8200000000000001,0.8199279711884754,S3,True
eegnet,DANN,0.01,4,2,32,0.55,0.54995499549955,S3,True
eegnet,DANN,0.01,4,2,47,0.96,0.9599639675708138,S3,True
eegnet,DANN,0.01,4,2,48,0.775,0.7748592870544091,S3,True
eegnet,DANN,0.01,4,2,50,0.95,0.94999499949995,S3,True
eegnet,DANN,0.1,4,2,7,0.7949999999999999,0.7927146793397204,S3,False
eegnet,DANN,0.1,4,2,12,0.72,0.7192982456140351,S3,False
eegnet,DANN,0.1,4,2,14,0.565,0.5641173376086576,S3,False
eegnet,DANN,0.1,4,2,17,0.8200000000000001,0.81998199819982,S3,False
eegnet,DANN,0.1,4,2,32,0.5449999999999999,0.5444419413781882,S3,False
eegnet,DANN,0.1,4,2,47,0.965,0.9649570724137068,S3,False
eegnet,DANN,0.1,4,2,48,0.8049999999999999,0.8049561151259033,S3,False
eegnet,DANN,0.1,4,2,50,0.945,0.9449876222149984,S3,False
eegnet,DANN,1.0,4,2,7,0.7949999999999999,0.7935080959935534,S3,False
eegnet,DANN,1.0,4,2,12,0.69,0.6868686868686869,S3,False
eegnet,DANN,1.0,4,2,14,0.575,0.5702621400945423,S3,False
eegnet,DANN,1.0,4,2,17,0.775,0.7749943748593715,S3,False
eegnet,DANN,1.0,4,2,32,0.5700000000000001,0.5684464070654356,S3,False
eegnet,DANN,1.0,4,2,47,0.905,0.9048834822657756,S3,False
eegnet,DANN,1.0,4,2,48,0.76,0.7593984962406015,S3,False
eegnet,DANN,1.0,4,2,50,0.94,0.93999399939994,S3,False
eegnet,CORAL,0.01,4,2,7,0.7949999999999999,0.7927146793397204,S3,False
eegnet,CORAL,0.01,4,2,12,0.72,0.7186212440960708,S3,False
eegnet,CORAL,0.01,4,2,14,0.565,0.5636801324005115,S3,False
eegnet,CORAL,0.01,4,2,17,0.8300000000000001,0.8298468621759583,S3,False
eegnet,CORAL,0.01,4,2,32,0.56,0.5599559955995599,S3,False
eegnet,CORAL,0.01,4,2,47,0.955,0.954971857410882,S3,False
eegnet,CORAL,0.01,4,2,48,0.815,0.8148843026891808,S3,False
eegnet,CORAL,0.01,4,2,50,0.955,0.9549988749718744,S3,False
eegnet,CORAL,0.1,4,2,7,0.79,0.7863899908452854,S3,False
eegnet,CORAL,0.1,4,2,12,0.7150000000000001,0.7141352591589558,S3,False
eegnet,CORAL,0.1,4,2,14,0.5549999999999999,0.5544542064028435,S3,False
eegnet,CORAL,0.1,4,2,17,0.79,0.7899159663865546,S3,False
eegnet,CORAL,0.1,4,2,32,0.565,0.5649891247281182,S3,False
eegnet,CORAL,0.1,4,2,47,0.935,0.934998374959374,S3,False
eegnet,CORAL,0.1,4,2,48,0.78,0.7789166917897699,S3,False
eegnet,CORAL,0.1,4,2,50,0.94,0.93999399939994,S3,False
eegnet,CORAL,1.0,4,2,7,0.835,0.8334973132521002,S3,True
eegnet,CORAL,1.0,4,2,12,0.735,0.7344622861294121,S3,True
eegnet,CORAL,1.0,4,2,14,0.5449999999999999,0.5430694685044313,S3,True
eegnet,CORAL,1.0,4,2,17,0.805,0.804995124878122,S3,True
eegnet,CORAL,1.0,4,2,32,0.555,0.5549888747218681,S3,True
eegnet,CORAL,1.0,4,2,47,0.935,0.9349853717086344,S3,True
eegnet,CORAL,1.0,4,2,48,0.8049999999999999,0.8046043237556051,S3,True
eegnet,CORAL,1.0,4,2,50,0.94,0.94,S3,True
eegnet,MMD,0.01,4,2,7,0.795,0.7922525398393758,S3,False
eegnet,MMD,0.01,4,2,12,0.72,0.7189883580891208,S3,False
eegnet,MMD,0.01,4,2,14,0.56,0.5584102769971899,S3,False
eegnet,MMD,0.01,4,2,17,0.815,0.8148843026891808,S3,False
eegnet,MMD,0.01,4,2,32,0.54,0.5398159263705482,S3,False
eegnet,MMD,0.01,4,2,47,0.955,0.9549448073890516,S3,False
eegnet,MMD,0.01,4,2,48,0.815,0.8147730970438787,S3,False
eegnet,MMD,0.01,4,2,50,0.955,0.9549988749718744,S3,False
eegnet,MMD,0.1,4,2,7,0.835,0.8340666247642992,S3,False
eegnet,MMD,0.1,4,2,12,0.69,0.6874684948079444,S3,False
eegnet,MMD,0.1,4,2,14,0.575,0.5682539682539682,S3,False
eegnet,MMD,0.1,4,2,17,0.835,0.8349958748968724,S3,False
eegnet,MMD,0.1,4,2,32,0.5549999999999999,0.5540970465192014,S3,False
eegnet,MMD,0.1,4,2,47,0.945,0.9449325423643964,S3,False
eegnet,MMD,0.1,4,2,48,0.785,0.7849946248656217,S3,False
eegnet,MMD,0.1,4,2,50,0.935,0.934998374959374,S3,False
eegnet,MMD,1.0,4,2,7,0.82,0.816905706438816,S3,True
eegnet,MMD,1.0,4,2,12,0.7250000000000001,0.7241656009428521,S3,True
eegnet,MMD,1.0,4,2,14,0.5900000000000001,0.5885186672019269,S3,True
eegnet,MMD,1.0,4,2,17,0.8200000000000001,0.81998199819982,S3,True
eegnet,MMD,1.0,4,2,32,0.545,0.544897601960441,S3,True
eegnet,MMD,1.0,4,2,47,0.94,0.9399759903961584,S3,True
eegnet,MMD,1.0,4,2,48,0.775,0.7749493636068115,S3,True
eegnet,MMD,1.0,4,2,50,0.95,0.95,S3,True
