backbone,method,lambda,fold,seed,direction_id,direction_rank,source_pool_index,persistence,geometry_strength,rank,identity_score,identity_full,identity_erased,D_finite,outcome_CE_effect,outcome_BA_effect,outcome_F1_effect,outcome_subject_count,direction_source_only,outcome_used_to_define_direction,D_finite_definition
eegnet,ERM,0.0,0,1,2,3,2,0.7962957633577443,0.060005582558412,1,0.0101635933664607,0.0279615186708293,0.0177979253043685,0.0898682834385431,0.002310373611244,0.0055555555555555,0.0062099486325714,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,1,3,4,3,0.2425865569347636,0.0197653626478519,1,0.00260309389899,0.0279615186708293,0.0253584247718392,1.063298078100671,0.0728650311616466,0.005,0.0058442039872484,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,1,4,5,4,0.6803659658591601,0.0101966394190405,1,0.0023861170433998,0.0279615186708293,0.0255754016274294,0.0864093347316776,-0.0001972290228855,0.0077777777777777,0.0076104461909328,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,1,5,6,5,0.5039855865766479,0.007055791587816,1,0.002829646880037,0.0279615186708293,0.0251318717907922,0.0392414298704593,0.0001067164651828,-0.0005555555555555,-0.0006388152605461,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,1,6,7,6,0.6691326893189261,0.0047053355934144,1,0.001187317128938,0.0279615186708293,0.0267742015418912,0.0715255998120652,0.0023697212191073,0.0,-3.840293310583862e-05,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,1,7,8,7,0.689655512125121,0.0044363480053632,1,0.0014729470271768,0.0279615186708293,0.0264885716436524,0.030815602965512,-3.229759389367304e-05,0.0005555555555555,0.0004693742333581,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,2,0,1,0,0.5125193528038614,1.249069521464826,1,0.0143689378220155,0.0339361312023842,0.0195671933803687,0.021494307112343,0.0005090680471222,-1.2335811384723961e-17,-7.753054576617766e-05,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,2,1,2,1,0.6323917799015745,0.1524366066309951,1,0.0144284934255061,0.0339361312023842,0.0195076377768781,0.133568905977579,0.0001662604547335,0.0016666666666666,0.0011592865873563,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,2,2,3,2,0.5039733098748351,0.0601350880044098,1,0.007125871703342,0.0339361312023842,0.0268102594990422,0.0467208451127149,0.0008011894594739,0.0005555555555555,0.0004441690021327,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,2,3,4,3,0.2332370731214002,0.0193946733464794,1,0.0020283085419912,0.0339361312023842,0.031907822660393,0.7661436692225563,0.0281605452167062,0.0138888888888888,0.0149100646874816,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,2,4,5,4,0.6112058223535621,0.0081914438355249,1,0.0030555896748074,0.0339361312023842,0.0308805415275768,0.057513698674373,0.0002811926574931,-0.0016666666666666,-0.0015621809543011,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,2,5,6,5,0.4311273389524433,0.0060769043424171,1,0.0025872537309159,0.0339361312023842,0.0313488774714683,0.1070850806904246,0.0020618919090735,-0.0027777777777777,-0.0030263761145898,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,2,6,7,6,0.5096090886362714,0.0038216656546472,1,0.0017151022603572,0.0339361312023842,0.032221028942027,0.013470499847599,0.0001493772895739,0.0005555555555555,0.000466401799291,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,0,2,7,8,7,0.3959813621573421,0.0023860061520887,1,0.001089403288683,0.0339361312023842,0.0328467279137012,0.009639985394924,0.000132650472057,-0.0005555555555555,-0.0005334538693602,9,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,0,0,1,0,0.4888890583105174,1.0887868611488298,1,0.0073539990393656,0.0214626851787187,0.0141086861393531,0.0226015874237828,0.0002582044659103,-0.00375,-0.003663603700555,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,0,1,2,1,0.3424115562211308,0.0577177276304581,1,0.0047480113313991,0.0214626851787187,0.0167146738473196,0.0539087487345177,-0.0003319147415084,0.000625,0.0005840331242488,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,0,2,3,2,0.4695120870315213,0.0572617252280864,1,0.0037381849598425,0.0214626851787187,0.0177245002188761,1.1516091075899637,0.051832503869616,0.0056249999999999,0.0072856690539093,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,0,3,4,3,0.8304787975250664,0.0469548872870743,1,0.0048505882595697,0.0214626851787187,0.016612096919149,0.1768968299353277,-0.0025032916614445,0.0037499999999999,0.0038732847386866,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,0,4,5,4,0.6333235749245676,0.015355042404694,1,0.0031519841347482,0.0214626851787187,0.0183107010439704,0.1615680239948449,-0.0011846975949571,-0.00375,-0.0037472105139947,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,0,5,6,5,0.5498565619612457,0.0109246592795884,1,0.0021342933292447,0.0214626851787187,0.0193283918494739,0.0343749464155646,0.0004389559901027,0.00125,0.0012124648977588,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,0,6,7,6,0.8081482985442375,0.0077117500360838,1,0.0020075296516002,0.0214626851787187,0.0194551555271185,0.0080227597710223,-4.137366770893894e-05,-0.00125,-0.0012563462848529,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,0,7,8,7,0.6202999089274223,0.0047345898691247,1,0.0008620766542477,0.0214626851787187,0.0206006085244709,0.017433187546468,-0.0009581175846085,-0.0025,-0.0025515019177379,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,1,0,1,0,0.8018643495399136,1.1988978470606992,1,0.0120058600901029,0.0299999919759299,0.0179941318858269,0.0595322871345655,0.0001372430218206,-0.0006249999999999,-0.0008815170463918,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,1,1,2,1,0.6433677818756163,0.1282015486360117,1,0.0099092511426519,0.0299999919759299,0.0200907408332779,0.0911340980436741,-1.4067135799759322e-05,-0.000625,-0.0007919477804951,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,1,2,3,2,0.4318199835553659,0.0780965866843405,1,0.0069764182571063,0.0299999919759299,0.0230235737188235,0.6813902428367618,0.0147714392318361,0.008125,0.0101053222715039,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,1,3,4,3,0.7819652701836839,0.036755466143237,1,0.0052927491860848,0.0299999919759299,0.0247072427898451,0.6629348946613398,0.0077836945425951,-0.0031249999999999,-0.0034120784497543,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,1,4,5,4,0.6678942302811908,0.0159005244002791,1,0.0028125729597507,0.0299999919759299,0.0271874190161791,0.0663544127789924,-0.0002282619486231,-0.005625,-0.0057690859677953,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,1,5,6,5,0.498296867485248,0.0088181003344802,1,0.0019734157823541,0.0299999919759299,0.0280265761935758,0.011259047860333,0.0002709026251466,-0.0006249999999999,-0.0005740028334938,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,1,6,7,6,0.5674184797399862,0.0065627272282057,1,0.0017674386746837,0.0299999919759299,0.0282325533012461,0.0898944831221252,8.477419069426215e-05,0.001875,0.0019124667839842,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,1,7,8,7,0.5275989015942197,0.0040952017901307,1,0.0009524402929372,0.0299999919759299,0.0290475516829926,0.0378885447161456,-4.6880494956079504e-05,0.0006249999999999,0.0006269238201484,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,2,0,1,0,0.8025278884812475,1.9704656477812488,1,0.0161749970171227,0.0380175577035044,0.0218425606863816,0.0438467051670753,0.0006873830957111,0.0025,0.0025244692203245,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,2,1,2,1,0.6021954882653788,0.2388812147716652,1,0.011394775805489,0.0380175577035044,0.0266227818980153,0.0687886777725232,0.0003945728288419,0.0062499999999999,0.0059122922657942,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,2,2,3,2,0.470445954408954,0.0653051598958149,1,0.0055473516446014,0.0380175577035044,0.032470206058903,0.205018102065869,-0.0018148512146038,0.0049999999999999,0.004481049759653,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,2,3,4,3,0.6019513854923662,0.0379971756512832,1,0.0053222521853457,0.0380175577035044,0.0326953055181586,0.0123512718490474,-0.0003525231904418,0.000625,0.000502174887496,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,2,4,5,4,0.7553979472485273,0.0204227648520342,1,0.0033249744481853,0.0380175577035044,0.0346925832553191,0.7839062601265018,-0.0081826631069826,0.00625,0.0069226698612507,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,2,5,6,5,0.7413086902560403,0.0100158414916939,1,0.0023899820869641,0.0380175577035044,0.0356275756165402,0.2558032533904383,-0.005540873793004,0.0024999999999999,0.0024501134323398,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,2,6,7,6,0.6159109570792753,0.0067462144182889,1,0.0015406794416974,0.0380175577035044,0.036476878261807,0.0145423601416905,0.0001078822759468,1.3877787807814457e-17,-0.0001191216792715,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,1,2,7,8,7,0.7221824313780142,0.0046713631584588,1,0.0010675820988443,0.0380175577035044,0.03694997560466,0.0542169239224287,-0.0013998531152735,0.00125,0.0010659918496965,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,0,0,1,0,0.5322749853017888,0.2690469901242958,1,0.0051579219220205,0.0173904189313633,0.0122324970093428,0.1765326619194614,0.0063919522549296,0.00875,0.0074271358367819,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,0,1,2,1,0.5612687755325166,0.0741508117942743,1,0.006010492662352,0.0173904189313633,0.0113799262690112,0.1314404739999827,0.0084578355661382,0.0099999999999999,0.0107413302188824,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,0,2,3,2,0.7066915341153356,0.0287463777633201,1,0.0016345313756815,0.0173904189313633,0.0157558875556818,1.1082569115115728,0.1149562641154757,0.0474999999999999,0.0549560171977021,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,0,3,4,3,0.7529534862067492,0.0086815831332162,1,0.0018755256126472,0.0173904189313633,0.0155148933187161,0.0133626622105103,0.000196030609261,1.3877787807814457e-17,-3.247342797305097e-05,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,0,4,5,4,0.6215991722326989,0.0063946550253638,1,0.0022413152161187,0.0173904189313633,0.0151491037152446,0.0339695274654822,0.0003979735665564,0.0018749999999999,0.00179481848232,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,0,5,6,5,0.8126890572196556,0.0054432943071962,1,0.0017769707783392,0.0173904189313633,0.0156134481530241,0.0079766814661913,0.0002229014691667,0.0,4.605615911476568e-05,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,0,6,7,6,0.4629938866466304,0.0044717346791939,1,0.0010048005125147,0.0173904189313633,0.0163856184188486,0.1015144178221818,-0.0036438544326531,0.0037499999999999,0.0039829353275092,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,0,7,8,7,0.8004100634859055,0.002291925972556,1,0.000783969497337,0.0173904189313633,0.0166064494340263,0.0194417592274366,-0.0001470305400241,0.000625,0.0007671536228952,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,1,0,1,0,0.7045984949881005,0.5438275948401997,1,0.0101471791328331,0.0257520790797591,0.015604899946926,0.1689903311622001,0.0041082832649812,0.0025,0.0014305390173888,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,1,1,2,1,0.5826254904550457,0.1194381216393215,1,0.0085085366438915,0.0257520790797591,0.0172435424358676,0.2600420083204923,0.0139422335671716,0.0099999999999999,0.0106716854488885,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,1,2,3,2,0.7030504383328375,0.0493754120283573,1,0.0050285089876531,0.0257520790797591,0.020723570092106,1.047446321567485,0.095680021273031,0.02375,0.0309480189666994,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,1,3,4,3,0.7338547619249336,0.0134298995855661,1,0.005269036077401,0.0257520790797591,0.0204830430023581,0.0626691738338964,0.0015027505263379,0.000625,0.0006476901639889,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,1,4,5,4,0.7527884614658207,0.0055990609787196,1,0.0017954256173227,0.0257520790797591,0.0239566534624364,0.030746437859646,0.0012862829444348,0.000625,0.0005331311501531,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,1,5,6,5,0.6502510615025591,0.0052163234447766,1,0.0026561963193205,0.0257520790797591,0.0230958827604386,0.0012699713207246,5.340119392815753e-05,0.0,0.0,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,1,6,7,6,0.5768973040644637,0.0025622099880533,1,0.0009043463630886,0.0257520790797591,0.0248477327166705,0.0245432639397742,0.0001865431146795,-0.0018749999999999,-0.0020114909082125,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,1,7,8,7,0.4499181664577402,0.00211736463618,1,0.0017899031313726,0.0257520790797591,0.0239621759483865,0.1173108527920747,0.0011616458380105,-0.0006249999999999,-0.0008231416202123,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,2,0,1,0,0.7055395272038221,1.3009394112576396,1,0.008325463077194,0.02570728800386,0.0173818249266659,0.2167593328486418,0.0063191450391816,0.0118749999999999,0.0117119831816705,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,2,1,2,1,0.5701525258683254,0.2561734016338721,1,0.0089899382038061,0.02570728800386,0.0167173498000539,0.0811965520731812,0.0004510391337544,0.00625,0.0066050857694315,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,2,2,3,2,0.8088571835681763,0.050203201168392,1,0.0027617743052308,0.02570728800386,0.0229455136986291,0.135769478029727,-0.0048077392672885,-0.00125,-0.0011035293614332,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,2,3,4,3,0.6556414854107963,0.0340352340919056,1,0.0021974830255151,0.02570728800386,0.0235098049783448,1.0547811459994132,0.0292149731259501,0.0162499999999999,0.0177514381782172,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,2,4,5,4,0.6399987700830816,0.0199712718935133,1,0.0030835452930291,0.02570728800386,0.0226237427108308,0.3370795431467583,0.002170252555247,0.008125,0.0087096312141154,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,2,5,6,5,0.551627759672857,0.0120099683126229,1,0.0014750219538512,0.02570728800386,0.0242322660500087,0.2539704396681597,-0.003962199423457,0.003125,0.0035412691262108,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,2,6,7,6,0.6128616870712997,0.0069600269975952,1,0.0009680383963515,0.02570728800386,0.0247392496075085,0.0500522053465167,-0.0005885066360819,0.004375,0.0045996665392669,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,2,2,7,8,7,0.5527748521554329,0.0056332320299473,1,0.0009553951398351,0.02570728800386,0.0247518928640249,0.0658209929434529,0.0001614654773011,0.005,0.0053641486403204,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,0,0,1,0,0.7012605920460567,1.142985463602468,1,0.011046994360145,0.0259790285859415,0.0149320342257965,0.0678575608417883,-0.0025305325490313,0.0006249999999999,-0.0004201126844392,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,0,1,2,1,0.7751277275682736,0.0881197711371174,1,0.0060722216804445,0.0259790285859415,0.019906806905497,0.3123141826545699,-0.0011365942515986,0.0043947285353535,0.0046317239126692,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,0,2,3,2,0.5702305983735967,0.0497805741082849,1,0.0035845092593815,0.0259790285859415,0.02239451932656,0.5801163666214444,0.0138108564415695,-8.522727272725766e-05,0.0033406427565641,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,0,3,4,3,0.7514830586042782,0.0398356452804527,1,0.0053953182480077,0.0259790285859415,0.0205837103379338,0.4158920909406492,0.0011405395551792,-0.0006510416666666,-0.0017062493379113,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,0,4,5,4,0.5807159162676836,0.0207760395755761,1,0.0033699097665107,0.0259790285859415,0.0226091188194308,0.061533903331305,-0.0012259827740261,-0.00375,-0.0034471558306564,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,0,5,6,5,0.535849566580604,0.0144548874930267,1,0.0030759765480037,0.0259790285859415,0.0229030520379378,0.3991803241968197,-0.0010219082204456,-0.0099739583333333,-0.0106173501523857,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,0,6,7,6,0.7515537967080143,0.005053883370599,1,0.0009993016425087,0.0259790285859415,0.0249797269434328,0.0305985931849866,-0.0006301692390086,-0.0024999999999999,-0.002596320109103,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,0,7,8,7,0.6004696611376837,0.0048071526122816,1,0.0008804028333162,0.0259790285859415,0.0250986257526253,0.0455441504362128,6.579497543810647e-05,-0.001875,-0.0023598095795508,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,1,0,1,0,0.7107914641156995,2.119063783867446,1,0.0137719137293008,0.0379865848331022,0.0242146711038013,0.0232308694950869,-0.0003303055701637,-0.001256313131313,-0.0015060969631801,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,1,1,2,1,0.6027673398369923,0.3502562760154692,1,0.0114823547899414,0.0379865848331022,0.0265042300431608,0.0710238364021484,0.0040479491685315,0.0006707702020202,0.0004011358614592,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,1,2,3,2,0.8933116757590001,0.058170680526522,1,0.0060790130283467,0.0379865848331022,0.0319075718047554,0.0646043105552154,0.002460243844823,0.00125,0.0014456306303401,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,1,3,4,3,0.6161341172495102,0.0329074852866496,1,0.002434146981751,0.0379865848331022,0.0355524378513512,1.27475131567211,0.0301396150074065,-0.0019657512626262,-0.0026455409442192,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,1,4,5,4,0.6991163070035668,0.0175139901397621,1,0.0034496231088472,0.0379865848331022,0.034536961724255,0.0188979441636671,0.0001180393933569,0.0012436868686868,0.0013407749846345,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,1,5,6,5,0.6902731616022828,0.0144180868486549,1,0.0023619328041337,0.0379865848331022,0.0356246520289684,0.0588663017925149,0.000201117849402,-0.0005989583333333,-0.0005901917478786,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,1,6,7,6,0.616433799885585,0.0079215244346025,1,0.0015856687736037,0.0379865848331022,0.0364009160594984,0.0361374406442473,-0.0004493069578655,0.0019010416666666,0.0018924114809217,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,1,7,8,7,0.7398496676171213,0.0058314064633166,1,0.0015274454984939,0.0379865848331022,0.0364591393346083,0.0152888995073454,0.0006605910323456,0.000625,0.0006868379042548,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,2,0,1,0,0.6016315879177218,1.6923943309135878,1,0.0124171300353879,0.0335452436768146,0.0211281136414267,0.1322825350764418,0.0002450705524908,-0.0006115845959596,-0.0015211183031337,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,2,1,2,1,0.4740817453386189,0.2963406270995709,1,0.0112352362502607,0.0335452436768146,0.0223100074265538,0.0683417822975883,0.0010158859012376,-0.0006052714646464,-0.0012112140242218,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,2,2,3,2,0.8205976287066926,0.0477638498016764,1,0.0046818974374613,0.0335452436768146,0.0288633462393532,0.9356934101532411,0.0212190464650613,0.0049605429292929,0.0062969067131825,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,2,3,4,3,0.6198470010880738,0.0283104553339722,1,0.005204538698599,0.0335452436768146,0.0283407049782156,0.2108613918524049,-0.0014702996734265,-0.0018615845959595,-0.0024623465665736,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,2,4,5,4,0.6353989900434738,0.014785229775781,1,0.0026697293814352,0.0335452436768146,0.0308755142953793,0.447404279746764,-0.0054204217228395,-0.004375,-0.0042221707140956,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,2,5,6,5,0.5782616074267953,0.0110528109087204,1,0.0029939898264277,0.0335452436768146,0.0305512538503869,0.0987023808241674,-0.0002939455783614,-0.0005989583333333,-0.0008749125233565,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,2,6,7,6,0.7322823534631857,0.0068485653087276,1,0.0019250847829932,0.0335452436768146,0.0316201588938214,0.0204735519649106,-0.0007882263933137,0.0,5.563655661271205e-05,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,3,2,7,8,7,0.6029446160372426,0.0036726010406727,1,0.0010879832871142,0.0335452436768146,0.0324572603897004,0.0086394171272101,-1.7089229712405156e-05,0.0,5.563655661271205e-05,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,0,0,1,0,0.7574511272082189,2.316474921083358,1,0.0170490076128724,0.0276108733125572,0.0105618656996848,0.018605413670521,-0.0001918235294634,-0.00125,-0.0014939221372402,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,0,1,2,1,0.6635539854904146,0.0504431514286352,1,0.0094141816195623,0.0276108733125572,0.0181966916929949,0.0622938750420488,-0.0002652955128976,0.0024999999999999,0.0024003780903304,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,0,2,3,2,0.1882753628625222,0.0344019290637976,1,0.0034450929937221,0.0276108733125572,0.024165780318835,0.0927785775653735,-0.0021225088593492,0.0062499999999999,0.0065718244958856,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,0,3,4,3,0.4942627346162485,0.0225396221278704,1,0.0018722360250826,0.0276108733125572,0.0257386372874746,1.3342166851516433,0.0540997789064354,0.020625,0.0229228295026758,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,0,4,5,4,0.5166705501211789,0.011760325191603,1,0.0032967629024862,0.0276108733125572,0.024314110410071,0.1474122673837405,-0.0053765055599907,-0.00125,-0.0011220390945107,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,0,5,6,5,0.5866272643092074,0.0102470004996569,1,0.0015663994755608,0.0276108733125572,0.0260444738369964,0.1690578628855419,-0.0024037075431082,-0.004375,-0.0042757332142258,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,0,6,7,6,0.62881139559683,0.0079955487589694,1,0.0031503312531673,0.0276108733125572,0.0244605420593899,0.0075194731552848,-0.0001754475848308,0.0006249999999999,0.0006265170233196,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,0,7,8,7,0.3909762295896167,0.0041184666814839,1,0.0015645354490672,0.0276108733125572,0.02604633786349,0.1156151321694807,0.0014526320150836,0.0006249999999999,0.0006955720104382,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,1,0,1,0,0.7958916421250299,1.5293050714756151,1,0.0128821287620986,0.018025370067594,0.0051432413054954,0.0448274320902909,-0.0010569573956328,-0.0006249999999999,-0.0013129446681855,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,1,1,2,1,0.7142519181384781,0.0254242649652403,1,0.0034605187545011,0.018025370067594,0.0145648513130929,0.2665701257343099,0.0050711819052716,0.01125,0.0112479812959359,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,1,2,3,2,0.4960469467175107,0.0142419879974211,1,0.0036127107713359,0.018025370067594,0.0144126592962581,0.0550030438084262,0.0003885071652609,0.001875,0.002045666943639,8,True,False,exact_exp3_centered_logit_RMS
