seed,task,fold,subject_id,TFFormer_BA,LiteBN_BA,delta_pp
1,WBCIC_MI,3,sub-38,0.49,0.505,-1.5000000000000013
1,WBCIC_MI,3,sub-42,0.705,0.73,-2.500000000000002
1,WBCIC_MI,4,sub-2,0.745,0.75,-0.5000000000000004
1,WBCIC_MI,4,sub-3,0.8049999999999999,0.835,-3.0000000000000027
1,WBCIC_MI,4,sub-17,0.87,0.85,2.0000000000000018
1,WBCIC_MI,4,sub-19,0.9550000000000001,0.9550000000000001,0.0
1,WBCIC_MI,4,sub-21,0.8700000000000001,0.87,1.1102230246251565e-14
1,WBCIC_MI,4,sub-25,0.975,0.975,0.0
1,WBCIC_MI,4,sub-31,0.645,0.635,1.0000000000000009
1,WBCIC_MI,4,sub-33,0.955,0.955,0.0
1,WBCIC_MI,4,sub-38,0.45999999999999996,0.495,-3.500000000000003
1,WBCIC_MI,4,sub-42,0.685,0.71,-2.499999999999991
