scenario,repetitions,m,delta,actions,probe_future_correlation,harm_rate,site_shift,joint_validity,nominal_validity,validity_gap,sentinel_probability,calibration_insufficient_rate,policy_efficiency,actionwise_efficiency,policy_minus_actionwise_efficiency,intervention_rate,test_harm_rate,selected_future_utility,no_information_apparent_gain
exchangeable_grid,5000,50,0.2,5,0.0,0.15,0.0,0.8266,0.8,0.026599999999999957,0.0942,0.0,0.33193,0.0,0.33193,0.8512,0.1552,0.012276655801429174,0.012276655801429174
exchangeable_grid,5000,50,0.2,5,0.25,0.15,0.0,0.8362,0.8,0.03620000000000001,0.0936,0.0,0.3648,0.0,0.3648,0.8362,0.149,0.26754464536615225,
exchangeable_grid,5000,50,0.2,5,0.5,0.15,0.0,0.8352,0.8,0.03520000000000001,0.0972,0.0,0.4016,0.0,0.4016,0.8408,0.1536,0.5596255030380728,
exchangeable_grid,5000,50,0.2,5,0.75,0.15,0.0,0.8632,0.8,0.06319999999999992,0.0938,0.0,0.44165999999999994,0.0,0.44166,0.8388,0.1446,0.8442968525841436,
exchangeable_grid,5000,100,0.05,1,0.0,0.15,0.0,0.9712,0.95,0.021199999999999997,0.4926,0.0,0.17207,0.00011999999999999999,0.17195,0.3036,0.1504,0.009890518257636304,0.009890518257636304
exchangeable_grid,5000,100,0.05,1,0.25,0.15,0.0,0.9762,0.95,0.0262,0.497,0.0,0.18686999999999998,0.00039000000000000005,0.18648,0.3164,0.148,0.08781105128116326,
exchangeable_grid,5000,100,0.05,1,0.5,0.15,0.0,0.968,0.95,0.018000000000000016,0.4896,0.0,0.2102,6.000000000000001e-05,0.21014,0.3054,0.1514,0.16817590657735512,
exchangeable_grid,5000,100,0.05,1,0.75,0.15,0.0,0.9698,0.95,0.01980000000000004,0.4926,0.0,0.23545,6.000000000000001e-05,0.23539,0.3078,0.1548,0.26215040071774304,
exchangeable_grid,5000,100,0.05,2,0.0,0.15,0.0,0.9924,0.95,0.04239999999999999,0.9002,0.0,0.029480000000000003,0.0,0.02948,0.5114,0.1568,0.0122658389118089,0.0122658389118089
exchangeable_grid,5000,100,0.05,2,0.25,0.15,0.0,0.9888,0.95,0.03880000000000006,0.9026,0.0,0.03253,0.0,0.032529999999999996,0.5178,0.152,0.15357954179319952,
exchangeable_grid,5000,100,0.05,2,0.5,0.15,0.0,0.9898,0.95,0.03980000000000006,0.8984,0.0,0.038489999999999996,0.0,0.03849,0.522,0.1536,0.3287142429238881,
exchangeable_grid,5000,100,0.05,2,0.75,0.15,0.0,0.992,0.95,0.04200000000000004,0.901,0.0,0.043539999999999995,0.0,0.04354,0.514,0.1502,0.46204484896244175,
exchangeable_grid,5000,100,0.05,3,0.0,0.15,0.0,0.998,0.95,0.04800000000000004,0.98,0.0,0.005679999999999999,0.0,0.00568,0.677,0.153,-0.009842317691466727,-0.009842317691466727
exchangeable_grid,5000,100,0.05,3,0.25,0.15,0.0,0.997,0.95,0.04700000000000004,0.9746,0.0,0.00797,0.0,0.00797,0.6774,0.1546,0.2148353406194452,
exchangeable_grid,5000,100,0.05,3,0.5,0.15,0.0,0.9968,0.95,0.046800000000000064,0.9738,0.0,0.00949,0.0,0.00949,0.6478,0.1534,0.3996743651636508,
exchangeable_grid,5000,100,0.05,3,0.75,0.15,0.0,0.9974,0.95,0.0474,0.974,0.0,0.011129999999999998,0.0,0.01113,0.677,0.1618,0.6250533733177113,
exchangeable_grid,5000,100,0.05,5,0.0,0.15,0.0,0.9998,0.95,0.049800000000000066,0.9968,0.0,0.0008399999999999998,0.0,0.0008399999999999999,0.842,0.1458,-0.0081309455793123,-0.0081309455793123
exchangeable_grid,5000,100,0.05,5,0.25,0.15,0.0,0.9998,0.95,0.049800000000000066,0.9976,0.0,0.0007599999999999999,0.0,0.00076,0.8386,0.152,0.28071062792011237,
exchangeable_grid,5000,100,0.05,5,0.5,0.15,0.0,0.9996,0.95,0.04960000000000009,0.9972,0.0,0.0009699999999999999,0.0,0.00097,0.838,0.1476,0.5598259384483124,
exchangeable_grid,5000,100,0.05,5,0.75,0.15,0.0,0.999,0.95,0.049000000000000044,0.996,0.0,0.0017199999999999995,0.0,0.00172,0.8412,0.1554,0.8435058568425527,
exchangeable_grid,5000,100,0.1,1,0.0,0.15,0.0,0.9166,0.9,0.016599999999999948,0.0184,0.0,0.4018,0.01456,0.38724,0.3072,0.1546,0.0003823486141387228,0.0003823486141387228
exchangeable_grid,5000,100,0.1,1,0.25,0.15,0.0,0.9254,0.9,0.025399999999999978,0.0172,0.0,0.43304,0.01489,0.41814999999999997,0.3002,0.143,0.08045053192659779,
exchangeable_grid,5000,100,0.1,1,0.5,0.15,0.0,0.919,0.9,0.019000000000000017,0.017,0.0,0.46229,0.01455,0.44774,0.315,0.153,0.17766553108664476,
exchangeable_grid,5000,100,0.1,1,0.75,0.15,0.0,0.9418,0.9,0.04179999999999995,0.021,0.0,0.48428999999999994,0.01649,0.4678,0.3118,0.149,0.2792844391236026,
exchangeable_grid,5000,100,0.1,2,0.0,0.15,0.0,0.9282,0.9,0.028200000000000003,0.2652,0.0,0.24964,0.0,0.24964,0.5166,0.1514,0.009244132213557592,0.009244132213557592
exchangeable_grid,5000,100,0.1,2,0.25,0.15,0.0,0.9276,0.9,0.027599999999999958,0.2622,0.0,0.27671,0.0,0.27671,0.5164,0.1436,0.1588093641230651,
exchangeable_grid,5000,100,0.1,2,0.5,0.15,0.0,0.932,0.9,0.03200000000000003,0.263,0.0,0.3068,0.0,0.3068,0.5008,0.1526,0.2971022422083565,
exchangeable_grid,5000,100,0.1,2,0.75,0.15,0.0,0.9284,0.9,0.02839999999999998,0.2568,0.0,0.34826999999999997,0.0,0.34826999999999997,0.5108,0.1588,0.45682114860846557,
exchangeable_grid,5000,100,0.1,3,0.0,0.15,0.0,0.9544,0.9,0.054400000000000004,0.557,0.0,0.13762000000000002,0.0,0.13762000000000002,0.673,0.144,0.013007169862521019,0.013007169862521019
exchangeable_grid,5000,100,0.1,3,0.25,0.15,0.0,0.9468,0.9,0.04679999999999995,0.5526,0.0,0.15632000000000001,0.0,0.15632,0.6764,0.154,0.23132009697614273,
exchangeable_grid,5000,100,0.1,3,0.5,0.15,0.0,0.9496,0.9,0.04959999999999998,0.5514,0.0,0.17647,0.0,0.17647,0.6716,0.1452,0.40953857209266464,
exchangeable_grid,5000,100,0.1,3,0.75,0.15,0.0,0.9462,0.9,0.04620000000000002,0.5514,0.0,0.2035,0.0,0.20350000000000001,0.6742,0.157,0.6239016950871307,
exchangeable_grid,5000,100,0.1,5,0.0,0.15,0.0,0.9756,0.9,0.0756,0.8206,0.0,0.05244,0.0,0.05244,0.847,0.152,-0.022975798175897455,-0.022975798175897455
exchangeable_grid,5000,100,0.1,5,0.25,0.15,0.0,0.977,0.9,0.07699999999999996,0.8226,0.0,0.058219999999999994,0.0,0.05822000000000001,0.8358,0.1518,0.27836627894872357,
exchangeable_grid,5000,100,0.1,5,0.5,0.15,0.0,0.9762,0.9,0.07619999999999993,0.8244,0.0,0.06598,0.0,0.06598000000000001,0.8436,0.1462,0.5593044332815112,
exchangeable_grid,5000,100,0.1,5,0.75,0.15,0.0,0.9772,0.9,0.07719999999999994,0.8184,0.0,0.08053999999999999,0.0,0.08054,0.8458,0.154,0.8469569954028622,
exchangeable_grid,5000,100,0.2,1,0.0,0.15,0.0,0.8552,0.8,0.055199999999999916,0.0,0.0,0.4937,0.30098,0.19272,0.31,0.1484,0.0044841338494606,0.0044841338494606
exchangeable_grid,5000,100,0.2,1,0.25,0.15,0.0,0.8772,0.8,0.07719999999999994,0.0,0.0,0.49905999999999995,0.30637,0.19269,0.3138,0.1476,0.08474657618205565,
exchangeable_grid,5000,100,0.2,1,0.5,0.15,0.0,0.9042,0.8,0.10419999999999996,0.0,0.0,0.49992,0.30306000000000005,0.19685999999999998,0.314,0.1564,0.1775076350658062,
exchangeable_grid,5000,100,0.2,1,0.75,0.15,0.0,0.9382,0.8,0.1382,0.0,0.0,0.5,0.2999,0.2001,0.3102,0.1444,0.2641867531796852,
exchangeable_grid,5000,100,0.2,2,0.0,0.15,0.0,0.8328,0.8,0.03279999999999994,0.0002,0.0,0.4364699999999999,0.0010199999999999999,0.43545,0.5196,0.1502,0.0011956091448542033,0.0011956091448542033
exchangeable_grid,5000,100,0.2,2,0.25,0.15,0.0,0.837,0.8,0.03699999999999992,0.0,0.0,0.46674,0.0007800000000000001,0.46596000000000004,0.521,0.147,0.14945913625241086,
exchangeable_grid,5000,100,0.2,2,0.5,0.15,0.0,0.848,0.8,0.04799999999999993,0.0002,0.0,0.49271000000000004,0.00059,0.49212,0.523,0.155,0.31149291967491644,
exchangeable_grid,5000,100,0.2,2,0.75,0.15,0.0,0.8906,0.8,0.0905999999999999,0.0,0.0,0.49978999999999996,0.0009400000000000001,0.49885,0.5216,0.1546,0.47023501158629716,
exchangeable_grid,5000,100,0.2,3,0.0,0.15,0.0,0.8384,0.8,0.03839999999999999,0.0028,0.0,0.39955,0.0,0.39954999999999996,0.6788,0.1604,0.021152197313975163,0.021152197313975163
exchangeable_grid,5000,100,0.2,3,0.25,0.15,0.0,0.8298,0.8,0.029799999999999938,0.002,0.0,0.43371000000000004,0.0,0.43371000000000004,0.68,0.1492,0.2084467615114007,
exchangeable_grid,5000,100,0.2,3,0.5,0.15,0.0,0.834,0.8,0.03399999999999992,0.003,0.0,0.47084,0.0,0.47084000000000004,0.6736,0.1468,0.4169097424057618,
exchangeable_grid,5000,100,0.2,3,0.75,0.15,0.0,0.8604,0.8,0.06040000000000001,0.0016,0.0,0.49668999999999996,0.0,0.49668999999999996,0.669,0.1604,0.6305325205990578,
exchangeable_grid,5000,100,0.2,5,0.0,0.15,0.0,0.8324,0.8,0.032399999999999984,0.025,0.0,0.3569,0.0,0.3569,0.8458,0.1506,0.003403921514029612,0.003403921514029612
exchangeable_grid,5000,100,0.2,5,0.25,0.15,0.0,0.8334,0.8,0.033399999999999985,0.0256,0.0,0.39226,0.0,0.39226,0.8426,0.1474,0.27049884864265544,
exchangeable_grid,5000,100,0.2,5,0.5,0.15,0.0,0.8332,0.8,0.03320000000000001,0.0222,0.0,0.43583,0.0,0.43583,0.8418,0.1524,0.5692920431365251,
exchangeable_grid,5000,100,0.2,5,0.75,0.15,0.0,0.8486,0.8,0.04859999999999998,0.0242,0.0,0.47888000000000003,0.0,0.47888000000000003,0.8364,0.1476,0.8383601870311898,
harm_sensitivity,5000,30,0.1,3,0.5,0.05,0.0,0.9234,0.9,0.023399999999999976,0.0808,0.0,0.40309,0.0018400000000000003,0.40125,0.6752,0.0552,0.4033120256355818,
harm_sensitivity,5000,30,0.1,3,0.5,0.15,0.0,0.9484,0.9,0.0484,0.597,0.0,0.16873,0.0,0.16873,0.6676,0.149,0.40929776141010177,
harm_sensitivity,5000,30,0.1,3,0.5,0.3,0.0,0.9888,0.9,0.08879999999999999,0.9508,0.0,0.020059999999999998,0.0,0.02006,0.6696,0.3138,0.4044628322600671,
site_shift,5000,30,0.1,3,0.5,0.15,0.0,0.9438,0.9,0.04379999999999995,0.6024,0.0,0.16602999999999998,0.0,0.16603,0.6724,0.1546,0.3997205827455514,
site_shift,5000,30,0.1,3,0.5,0.15,0.25,0.927,0.9,0.027000000000000024,0.5888,0.0,0.17205,0.0,0.17204999999999998,0.6694,0.2068,0.24480563892111473,
site_shift,5000,30,0.1,3,0.5,0.15,0.5,0.898,0.9,-0.0020000000000000018,0.588,0.0,0.17301999999999998,0.0,0.17302,0.6606,0.2664,0.06030597960826243,
