artifact_type,task,model,fold,seed,path,sha256,status
revised_final_random_sets,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",b5b2578c3a83bcc603d9cdfd2ae25736fed1443973041491d581ac133ea55d47,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold1_seed0.npz,dbaa68291ab207448d7aaecb6ee926d850f72dd3d0fba9643f3e02197d6bda41,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold1_seed0.json,555b753e2f111cfa4483a81069de88f56b8f4559b509c4bb506cb309fd88cff5,REUSED_EXACT
protected_union,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold1_seed0.json#protected_coordinates,ba53a4aa12c9f94924ab277189a5e8f6496c4117e8aa33eba863ac442fbcaf2c,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold1_seed0_litebn/selected_best.pt,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold1.npz,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",44e369a0cd1b29a792b52c8853167071fd40595ca4c5e4cf59e71c1514052bf0,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold2_seed0.npz,c82283bc00de88902d4025f36450d263352986202f04ac98f9a09d982d9e49e4,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold2_seed0.json,25b0b498fd2da0e8b2fb720e690e0f66c225b62f4abb07923bbd41875f8026ae,REUSED_EXACT
protected_union,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold2_seed0.json#protected_coordinates,ba53a4aa12c9f94924ab277189a5e8f6496c4117e8aa33eba863ac442fbcaf2c,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold2_seed0_litebn/selected_best.pt,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold2.npz,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",e50c4c52b9985961c223c424cc2a6099dd4a5c6d900454875f2aabea1a3c3208,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold3_seed0.npz,26a6766db16c990e320c7a502fa93a29484883e8b0b2af5ee5ed0ffbe8ab85f7,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold3_seed0.json,44f9f278afb67fab657678c5a0061f1fd11dea0c7de05538e578ac84dafb7af8,REUSED_EXACT
protected_union,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold3_seed0.json#protected_coordinates,2587b2760d17a77b71c7f4eed2e33d5e90d666b11366c088f57685dc0d69dcc8,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold3_seed0_litebn/selected_best.pt,2eb9b20d2f2ce7ba385fc296872935bf2ca5a1b5cc30e9f699d502dc25f1b256,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold3.npz,040fc77f68d09d091af77dda00d1a472e30e1a7c1292f2f9bd136630069a6569,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",3b8ee41fa21ec54d167f27bfec382ca424fde90d2df5cc428bb03cd77bccc699,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold4_seed0.npz,8a7c8cd765a30b926c86669970d83b9f91ad479e2ce98980e24058d15a06d8ba,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold4_seed0.json,74abb74ddd9a158ae062400b83aef2cd5b33db1b798648f05cbd4387672d0c1a,REUSED_EXACT
protected_union,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/OFFICIAL_FINAL_LITEBN_REFERENCE/fold4_seed0.json#protected_coordinates,c4f2aa5f9551e689a9eb9789459fa7535f31db63d1eb468112487b5aa0753c6c,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,/root/rivermind-data/carrier_5fold_multiseed_stability_runtime/openbmi_fold4_seed0_litebn/selected_best.pt,656f9fd20601d63bed1fe5d4730a815288cc3a29c0c0357ce95559dd04ea6b63,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold4.npz,c04fbdc0d215369e977dffa0c159801dd8fbf42e82538b262c3b254498e56b1f,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",1dca8415f6b801d8439e8d39b61869a0f5b15c0e4743eac70bce5c6f006a3384,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,B1_SAME_SCALE_63,0,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_MI/B1_SAME_SCALE_63/fold0_seed0.npz,19b24b923d2ed989a58cf19e60ca93a178363675bb9a5ce728795f187d83da96,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,B1_SAME_SCALE_63,0,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/B1_SAME_SCALE_63/fold0_seed0.json,fb0d03034592f446c63ec20253140bb6c7ccad8411ff41dc3368622a783b6a09,REUSED_EXACT
protected_union,OpenBMI_MI,B1_SAME_SCALE_63,0,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/B1_SAME_SCALE_63/fold0_seed0.json#protected_coordinates,2f9cf80b937f44b41379ae3765c65668e5e96241d19d2088e76d72d18ea324b2,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,B1_SAME_SCALE_63,0,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold0/selected.pt,1e2e4993f771e565a3e6e4c5185b54b75a660fd9509ef041e1fe6e4591e7a6b4,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,B1_SAME_SCALE_63,0,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,B1_SAME_SCALE_63,0,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",c7e1a3f5fcd0a267ecb98c902dd1319d8bc036938675a66da6549ecfbe8f5f42,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,B1_SAME_SCALE_63,1,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_MI/B1_SAME_SCALE_63/fold1_seed0.npz,d7daee72db5ec9975fd3e335b8e846b0da5f59594daf94964bfeaad718f43cc2,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,B1_SAME_SCALE_63,1,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/B1_SAME_SCALE_63/fold1_seed0.json,f95b66e7cf4e6d133f7ea3c42abc4d092cbdcac4bd2e5c5b46675e83dbbbff92,REUSED_EXACT
protected_union,OpenBMI_MI,B1_SAME_SCALE_63,1,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/B1_SAME_SCALE_63/fold1_seed0.json#protected_coordinates,2587b2760d17a77b71c7f4eed2e33d5e90d666b11366c088f57685dc0d69dcc8,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,B1_SAME_SCALE_63,1,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold1/selected.pt,be40c243d1bedfdf843e0f9b1fac18c6406aeca17b8af72354ded89f5c5567f4,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,B1_SAME_SCALE_63,1,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold1.npz,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,B1_SAME_SCALE_63,1,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",b4fd501ab1fb9028584bf97f5bacdfd5349185030aa3bfe8c26564bfa8e0d251,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,B1_SAME_SCALE_63,2,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_MI/B1_SAME_SCALE_63/fold2_seed0.npz,a42f9f43a878b8db4ce7ca747e48b65962424bc8219736da9e3d6af7d8095079,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,B1_SAME_SCALE_63,2,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/B1_SAME_SCALE_63/fold2_seed0.json,c6626230c687c42136ffc3cf393cbb5435be5964aea2623e826f7013ed55d76c,REUSED_EXACT
protected_union,OpenBMI_MI,B1_SAME_SCALE_63,2,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/B1_SAME_SCALE_63/fold2_seed0.json#protected_coordinates,2587b2760d17a77b71c7f4eed2e33d5e90d666b11366c088f57685dc0d69dcc8,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,B1_SAME_SCALE_63,2,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold2/selected.pt,f61d7c6094fd254c7a7b75627fefa2004ecf8f8166d243403ed3e6920430ea0b,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,B1_SAME_SCALE_63,2,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold2.npz,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,B1_SAME_SCALE_63,2,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",c2c86ae6b9fcabb5c9bd56824bedd7cf82e3aaeafb13ed9d0a953610b2c2fc6b,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,B1_SAME_SCALE_63,3,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_MI/B1_SAME_SCALE_63/fold3_seed0.npz,db423954611c29e7dd1166706b563c55af835e71521ae5e3a98eaf7da0a00252,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,B1_SAME_SCALE_63,3,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/B1_SAME_SCALE_63/fold3_seed0.json,bede28501431b25c10962b0f9c434091efac0e5081b9e8d825493856a7afc548,REUSED_EXACT
protected_union,OpenBMI_MI,B1_SAME_SCALE_63,3,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/B1_SAME_SCALE_63/fold3_seed0.json#protected_coordinates,dd5bfce513568c0f56f81d54628d06c8d0004525d638a989498068fc0478b3df,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,B1_SAME_SCALE_63,3,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold3/selected.pt,ee49dd726605960c4f7cc74cf9550d318a6dd0801b255ad416fae6ac4b7dbd42,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,B1_SAME_SCALE_63,3,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold3.npz,040fc77f68d09d091af77dda00d1a472e30e1a7c1292f2f9bd136630069a6569,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,B1_SAME_SCALE_63,3,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",f0304eee759af9b5827830f2e6560892739c0ff92085593bf20d64f6b23529a8,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_MI,B1_SAME_SCALE_63,4,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_MI/B1_SAME_SCALE_63/fold4_seed0.npz,500eff632121b944f2e62608db641f27bcaa37e2387205c6f0c8249c717e7b29,REUSED_EXACT
corrected_peeh_run,OpenBMI_MI,B1_SAME_SCALE_63,4,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/B1_SAME_SCALE_63/fold4_seed0.json,19395c37c61754786e02814d9f56f1309e3d7f067578d2c5a33ac47df89fcd85,REUSED_EXACT
protected_union,OpenBMI_MI,B1_SAME_SCALE_63,4,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_MI/B1_SAME_SCALE_63/fold4_seed0.json#protected_coordinates,cd809d1a8a2fb823d1220ed670b5a30befc54a43488afe17ef0a94c5c47d71e7,REUSED_EXACT
frozen_checkpoint,OpenBMI_MI,B1_SAME_SCALE_63,4,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v2_seed0/runtime/checkpoints/OpenBMI_MI/B1_SAME_SCALE_63/fold4/selected.pt,dc596015a689eacc0ff8cb78e801f8fd3e675df71dcb7eb1921fd15322f903ae,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_MI,B1_SAME_SCALE_63,4,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold4.npz,c04fbdc0d215369e977dffa0c159801dd8fbf42e82538b262c3b254498e56b1f,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_MI,B1_SAME_SCALE_63,4,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",2685421b7b2df7a6c3d7e840510098aec3a58f10ccd9e80aee65c077bb31efb7,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_ERP/OFFICIAL_FINAL_LITEBN_REFERENCE/fold0_seed0.npz,33853a8c55a7db21a582cddfd9a732fee74504a8db9452c3893c96207a8e54ba,REUSED_EXACT
corrected_peeh_run,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_ERP/OFFICIAL_FINAL_LITEBN_REFERENCE/fold0_seed0.json,9ecd3564eef1dc04bf0c71a3866e5b06b8758722a30b8e466ca25dd38d310087,REUSED_EXACT
protected_union,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_ERP/OFFICIAL_FINAL_LITEBN_REFERENCE/fold0_seed0.json#protected_coordinates,dd5f426b9e49b065e54c1be2983bbdb4aa2e2ac03088e6c05296f4eae442dae6,REUSED_EXACT
frozen_checkpoint,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold0_seed0_litebn/selected_best.pt,2abd5a36099dd7886c813f1ca9deaa043158ce533a29b6ab31aacf611848f23b,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_erp_fold0.npz,157ab9a161f64861f1eb4db5fa530988c5f3ff7689c0fc2ba62374476ed4a9ee,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",e40a1e91186c2c00fd40a3e0c380b14c8602e4a4bd03c5f1b70d182dd3c3a867,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_ERP/OFFICIAL_FINAL_LITEBN_REFERENCE/fold1_seed0.npz,d7302402cccbfdfee914b899e7311e0d75555feda291183a7e836aff3a133477,REUSED_EXACT
corrected_peeh_run,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_ERP/OFFICIAL_FINAL_LITEBN_REFERENCE/fold1_seed0.json,bd296cff967f8396ba01118c55f71c1bad0897810392b59d184a09c2829d7dc6,REUSED_EXACT
protected_union,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_ERP/OFFICIAL_FINAL_LITEBN_REFERENCE/fold1_seed0.json#protected_coordinates,b0e2f056fbc6cc86763372f86221c04fe148837e5fb3157d9fd8bfce8e6720fd,REUSED_EXACT
frozen_checkpoint,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold1_seed0_litebn/selected_best.pt,c08f0f3483a798cec6cfcf478741f17cdc1686870da39749ba6ae265536d3c9a,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_erp_fold1.npz,24f7a1e037c0eca04ff78d27016e206247a8a946f1272e017bbc121f2e0d4045,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",02babc721d4f32e7f37baf23596588b76adcb6c6f364a77af152e41fb504f4d7,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
frozen_64d_embeddings,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/embeddings/OpenBMI_ERP/OFFICIAL_FINAL_LITEBN_REFERENCE/fold2_seed0.npz,46e35bd3c6701169abfada6cc4c311372e16ded7921dbe7df7e7d0b4e0747185,REUSED_EXACT
corrected_peeh_run,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_ERP/OFFICIAL_FINAL_LITEBN_REFERENCE/fold2_seed0.json,f93681db8655073d71c85bffa7d8fc52a04b49ea2c62a253ea92fdfc7f49d9fa,REUSED_EXACT
protected_union,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/litebn_ablation_v2_peeh_runtime/run_results/OpenBMI_ERP/OFFICIAL_FINAL_LITEBN_REFERENCE/fold2_seed0.json#protected_coordinates,15225829a74894d4d186cc6d46095a2847e22d6223b6ec9ecc74e9e1d043175b,REUSED_EXACT
frozen_checkpoint,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/openbmi_task_generality_runtime/erp_fold2_seed0_litebn/selected_best.pt,58fc6dc4928d3ab4b8a85ba59773d740388233db674ed3200485ece132a8a3c6,VERIFIED_EXACT
frozen_train_only_normalizer,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_erp_fold2.npz,d5f7ca145b87d0a478fb0ca36e5e7a777d712c79a7119634a6343cbd39bcf225,VERIFIED_EXACT
revised_final_random_sets,OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,"revised PSWA rule#stable_seed(final-random,model,task,fold,draw)",a40e340e23a49f33e0ba227e7884b23f4a04889cc1777e3ecc69ed7a54d74c13,EXACT_DETERMINISTIC_RECONSTRUCTION_NO_REDRAW
