benchmark,family_id,candidate_id,origin_family,origin_method,origin_file,complete_expected_trials,mean_subject_BA,positive_subject_fraction,eligible,eligibility_rule,selection_scope,internal_holdout_used,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB000__LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,WBCIC_S1S2_to_S3_authorized_development__LR_COVERAGE_CONFORMER_NORM_K4_R4,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,WBCIC_LR_COVERAGE_CONFORMER_NORM_K4_R4_SEARCH_PREDICTIONS.csv,True,0.8008333333333333,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB011__META_SGD_CONFORMER_NORM_K4__E1_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E1_STANDALONE,WBCIC_META_SGD_CONFORMER_NORM_K4_SEARCH_PREDICTIONS.csv,True,0.7699999999999999,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB012__META_SGD_CONFORMER_NORM_K4__E2_BLEND50,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_BLEND50,WBCIC_META_SGD_CONFORMER_NORM_K4_SEARCH_PREDICTIONS.csv,True,0.8058333333333332,0.5833333333333334,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB013__META_SGD_CONFORMER_NORM_K4__E2_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E2_STANDALONE,WBCIC_META_SGD_CONFORMER_NORM_K4_SEARCH_PREDICTIONS.csv,True,0.7545833333333333,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB014__META_SGD_CONFORMER_NORM_K4__E3_BLEND50,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E3_BLEND50,WBCIC_META_SGD_CONFORMER_NORM_K4_SEARCH_PREDICTIONS.csv,True,0.8058333333333332,0.5833333333333334,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB015__META_SGD_CONFORMER_NORM_K4__E3_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__META_SGD_CONFORMER_NORM_K4,META_SGD_CONFORMER_NORM_K4__E3_STANDALONE,WBCIC_META_SGD_CONFORMER_NORM_K4_SEARCH_PREDICTIONS.csv,True,0.7629166666666668,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB016__META_SGD_MI_SPECIFIC_K4__E0_BLEND50,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E0_BLEND50,WBCIC_META_SGD_MI_SPECIFIC_K4_SEARCH_PREDICTIONS.csv,True,0.8041666666666667,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB017__META_SGD_MI_SPECIFIC_K4__E0_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E0_STANDALONE,WBCIC_META_SGD_MI_SPECIFIC_K4_SEARCH_PREDICTIONS.csv,True,0.7933333333333331,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB018__META_SGD_MI_SPECIFIC_K4__E1_BLEND50,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E1_BLEND50,WBCIC_META_SGD_MI_SPECIFIC_K4_SEARCH_PREDICTIONS.csv,True,0.80375,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB019__META_SGD_MI_SPECIFIC_K4__E1_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E1_STANDALONE,WBCIC_META_SGD_MI_SPECIFIC_K4_SEARCH_PREDICTIONS.csv,True,0.7708333333333334,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB020__META_SGD_MI_SPECIFIC_K4__E2_BLEND50,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E2_BLEND50,WBCIC_META_SGD_MI_SPECIFIC_K4_SEARCH_PREDICTIONS.csv,True,0.8062499999999999,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB021__META_SGD_MI_SPECIFIC_K4__E2_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E2_STANDALONE,WBCIC_META_SGD_MI_SPECIFIC_K4_SEARCH_PREDICTIONS.csv,True,0.7775,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB022__META_SGD_MI_SPECIFIC_K4__E3_BLEND50,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E3_BLEND50,WBCIC_META_SGD_MI_SPECIFIC_K4_SEARCH_PREDICTIONS.csv,True,0.8041666666666667,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB023__META_SGD_MI_SPECIFIC_K4__E3_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__META_SGD_MI_SPECIFIC_K4,META_SGD_MI_SPECIFIC_K4__E3_STANDALONE,WBCIC_META_SGD_MI_SPECIFIC_K4_SEARCH_PREDICTIONS.csv,True,0.7841666666666666,0.3333333333333333,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB024__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_RESIDUAL50,WBCIC_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8104166666666667,0.25,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB025__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_STANDALONE,WBCIC_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.7999999999999999,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB026__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,WBCIC_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8120833333333333,0.25,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB027__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_STANDALONE,WBCIC_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.7970833333333333,0.3333333333333333,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB028__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_RESIDUAL50,WBCIC_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8108333333333334,0.4166666666666667,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB029__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_STANDALONE,WBCIC_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.7979166666666666,0.3333333333333333,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB030__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,WBCIC_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8095833333333332,0.4166666666666667,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB031__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_STANDALONE,WBCIC_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.7991666666666667,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB032__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,WBCIC_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8141666666666666,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB033__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_STANDALONE,WBCIC_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.7895833333333333,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB034__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,WBCIC_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8108333333333332,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB035__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_STANDALONE,WBCIC_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.7883333333333332,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB036__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,WBCIC_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8075,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB037__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_STANDALONE,WBCIC_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.7875000000000001,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB038__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,WBCIC_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8045833333333334,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB039__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_STANDALONE,WBCIC_S1S2_to_S3_authorized_development__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_STANDALONE,WBCIC_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.78625,0.25,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB040__MULTISCALE_TCN_BANK_K4__E0_GENERIC_BLEND50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E0_GENERIC_BLEND50,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
WBCIC_S1S2_to_S3_authorized_development,WBCIC_S1S2_to_S3_authorized_development__MULTIBACKBONE_COMPETENCE_UNION_F01,MB041__MULTISCALE_TCN_BANK_K4__E0_HISTORY_RESIDUAL50,WBCIC_S1S2_to_S3_authorized_development__MULTISCALE_TCN_BANK_K4,MULTISCALE_TCN_BANK_K4__E0_HISTORY_RESIDUAL50,WBCIC_MULTISCALE_TCN_BANK_K4_SEARCH_PREDICTIONS.csv,False,,,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
