benchmark,family_id,candidate_id,origin_family,origin_method,origin_file,complete_expected_trials,mean_subject_BA,positive_subject_fraction,eligible,eligibility_rule,selection_scope,internal_holdout_used,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB000__LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,OPENBMI_LR_COVERAGE_CONFORMER_NORM_K4_R4_SEARCH_PREDICTIONS.csv,True,0.8155555555555556,0.3333333333333333,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB025__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_STANDALONE,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E0_STANDALONE,OPENBMI_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.815,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB026__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_RESIDUAL50,OPENBMI_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8488888888888888,0.3888888888888889,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB027__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_STANDALONE,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E1_STANDALONE,OPENBMI_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8116666666666666,0.1111111111111111,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB028__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_RESIDUAL50,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_RESIDUAL50,OPENBMI_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8483333333333334,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB029__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_STANDALONE,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E2_STANDALONE,OPENBMI_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8122222222222222,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB030__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_RESIDUAL50,OPENBMI_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8472222222222221,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB031__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_STANDALONE,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_CONFORMER_NORM_K4_D16,METRIC_TRANSPORT_CONFORMER_NORM_K4_D16__E3_STANDALONE,OPENBMI_METRIC_TRANSPORT_CONFORMER_NORM_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8088888888888889,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB032__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_RESIDUAL50,OPENBMI_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8566666666666667,0.5,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB033__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_STANDALONE,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E0_STANDALONE,OPENBMI_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8372222222222222,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB034__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_RESIDUAL50,OPENBMI_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8555555555555555,0.4444444444444444,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB035__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_STANDALONE,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E1_STANDALONE,OPENBMI_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8366666666666666,0.1111111111111111,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB036__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_RESIDUAL50,OPENBMI_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8555555555555555,0.4444444444444444,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB037__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_STANDALONE,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E2_STANDALONE,OPENBMI_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.833888888888889,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB038__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_RESIDUAL50,OPENBMI_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8511111111111112,0.2777777777777778,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB039__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_STANDALONE,OpenBMI_MI_S1_to_S2__METRIC_TRANSPORT_MI_SPECIFIC_K4_D16,METRIC_TRANSPORT_MI_SPECIFIC_K4_D16__E3_STANDALONE,OPENBMI_METRIC_TRANSPORT_MI_SPECIFIC_K4_D16_SEARCH_PREDICTIONS.csv,True,0.8350000000000001,0.2222222222222222,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB040__NORM_HYPER_MI_SPECIFIC_K4_R4__E0_RESIDUAL50,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E0_RESIDUAL50,OPENBMI_NORM_HYPER_MI_SPECIFIC_K4_R4_SEARCH_PREDICTIONS.csv,True,0.8516666666666666,0.3888888888888889,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB041__NORM_HYPER_MI_SPECIFIC_K4_R4__E0_STANDALONE,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E0_STANDALONE,OPENBMI_NORM_HYPER_MI_SPECIFIC_K4_R4_SEARCH_PREDICTIONS.csv,True,0.8166666666666667,0.2222222222222222,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB042__NORM_HYPER_MI_SPECIFIC_K4_R4__E1_RESIDUAL50,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E1_RESIDUAL50,OPENBMI_NORM_HYPER_MI_SPECIFIC_K4_R4_SEARCH_PREDICTIONS.csv,True,0.8511111111111109,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
