dataset,subject_id,mean_H_task,mean_H_sspg,mean_positive_H_task,mean_positive_H_sspg,harm_frequency_task,harm_frequency_sspg,n_steps,positive_harm_reduction,harm_frequency_reduction
OpenBMI,27,-5.96887298992702e-05,-6.598021302904401e-06,6.737347160066877e-05,6.167377744402205e-05,0.42857142857142855,0.42857142857142855,5,5.6996941566467285e-06,0.0
OpenBMI,28,-0.001052836577097575,-0.00038416186968485516,7.728238900502522e-05,6.575882434844971e-05,0.3333333333333333,0.3333333333333333,3,1.1523564656575516e-05,0.0
OpenBMI,29,0.00011392682790756226,4.787370562553406e-05,0.00013555586338043213,9.036809206008911e-05,0.75,0.25,2,4.518777132034302e-05,0.5
OpenBMI,3,0.00011097391446431477,-0.00024726738532384235,0.00021916131178538004,5.36764661471049e-05,0.6666666666666666,0.3333333333333333,3,0.00016548484563827515,0.3333333333333333
OpenBMI,30,0.00013669331868489584,-9.102622667948405e-05,0.00019919872283935547,2.073248227437337e-05,0.6666666666666666,0.3333333333333333,3,0.0001784662405649821,0.3333333333333333
OpenBMI,31,0.00010860285588673182,1.1195029531206404e-05,0.00013111638171332224,5.363672971725464e-05,0.42857142857142855,0.5714285714285714,5,7.74796519960676e-05,-0.14285714285714285
OpenBMI,32,8.38935375213623e-06,-5.8082242806752525e-05,4.4946869214375816e-05,4.957367976506551e-05,0.3333333333333333,0.3333333333333333,3,-4.626810550689697e-06,0.0
OpenBMI,33,-0.00028288811445236205,-0.00022315382957458497,0.0,0.0,0.0,0.0,5,0.0,0.0
OpenBMI,34,0.0002986292044321696,-6.711483001708984e-05,0.00041420261065165204,0.00013174613316853842,0.6666666666666666,0.3333333333333333,3,0.00028245647748311364,0.3333333333333333
OpenBMI,35,-0.00036248813072840375,-0.0003548537691434224,2.580881118774414e-05,5.812942981719971e-05,0.3333333333333333,0.6666666666666666,3,-3.2320618629455566e-05,-0.3333333333333333
OpenBMI,36,2.7302963038285572e-05,-1.082010567188263e-05,5.090919633706411e-05,1.704879105091095e-05,0.5,0.5,6,3.386040528615316e-05,0.0
OpenBMI,37,-8.99583101272583e-05,-0.0002356410026550293,0.00011008381843566895,4.4780969619750974e-05,0.4,0.4,5,6.530284881591798e-05,0.0
OpenBMI,38,5.7804584503173825e-05,-8.268952369689941e-05,0.000195544958114624,0.0001239776611328125,0.4,0.2,5,7.156729698181151e-05,0.2
OpenBMI,39,-0.00012393295764923096,-0.00010131796201070149,0.0,0.0,0.0,0.0,3,0.0,0.0
OpenBMI,4,-0.0001424252986907959,0.00017651915550231934,0.0,0.00017651915550231934,0.0,1.0,1,-0.00017651915550231934,-1.0
OpenBMI,40,-0.00012725591659545898,-0.0003558248281478882,0.00048305590947469074,9.640554587046306e-05,0.3333333333333333,0.3333333333333333,3,0.00038665036360422767,0.0
OpenBMI,41,-0.00012874007225036622,-0.00014218688011169434,2.058744430541992e-05,1.0508298873901368e-05,0.2,0.2,3,1.0079145431518553e-05,0.0
OpenBMI,42,0.0001420889581952776,0.0001426424298967634,0.00019219943455287388,0.0001796356269291469,0.5714285714285714,0.7142857142857143,7,1.2563807623726977e-05,-0.1428571428571429
OpenBMI,43,-0.0002185925841331482,-0.0002398565411567688,5.545094609260559e-05,0.0,0.25,0.0,4,5.545094609260559e-05,0.25
OpenBMI,44,-0.0001853257417678833,-0.00011479854583740234,0.0,0.0,0.0,0.0,2,0.0,0.0
OpenBMI,45,7.357199986775716e-05,5.704164505004883e-05,0.0001392662525177002,0.00011947751045227051,0.3333333333333333,0.3333333333333333,3,1.9788742065429688e-05,0.0
OpenBMI,46,0.0001661380132039388,-0.00022302071253458658,0.0002952416737874349,0.0,0.3333333333333333,0.0,3,0.0002952416737874349,0.3333333333333333
OpenBMI,47,-3.5134454568227134e-05,-0.0002807304263114929,1.5847384929656982e-05,9.75032647450765e-06,0.3333333333333333,0.3333333333333333,3,6.097058455149332e-06,0.0
OpenBMI,48,-5.173683166503906e-05,-0.00038489699363708496,5.790591239929199e-05,0.0,0.25,0.0,3,5.790591239929199e-05,0.25
OpenBMI,49,7.066130638122559e-05,-9.802579879760742e-05,0.00021190643310546874,1.4919042587280274e-05,0.4,0.2,5,0.00019698739051818845,0.2
OpenBMI,5,1.0405977567036946e-06,3.7704904874165855e-05,2.195437749226888e-05,6.55241310596466e-05,0.5,0.5,6,-4.356975356737773e-05,0.0
OpenBMI,50,-0.00027794837951660155,-0.0002945303916931152,0.00010542869567871093,6.226301193237304e-05,0.2,0.2,3,4.316568374633789e-05,0.0
OpenBMI,51,1.3329088687896729e-05,0.0001742243766784668,4.8197805881500244e-05,0.0001742243766784668,0.75,1.0,4,-0.00012602657079696655,-0.25
OpenBMI,52,0.00018958747386932373,2.1286308765411377e-05,0.000190049409866333,3.923475742340088e-05,0.8333333333333334,0.5,6,0.00015081465244293213,0.33333333333333337
OpenBMI,53,9.442269802093506e-05,9.25213098526001e-05,0.0002906322479248047,0.00016400814056396484,0.2,0.6,5,0.00012662410736083985,-0.39999999999999997
OpenBMI,54,1.7136335372924805e-05,3.297130266825358e-05,0.00015718241532643637,0.00015793244043986002,0.5,0.5,6,-7.500251134236473e-07,0.0
OpenBMI,6,-3.368966281414032e-05,0.00013016723096370697,0.00018518045544624329,0.0001973286271095276,0.75,0.75,3,-1.2148171663284302e-05,0.0
OpenBMI,7,-0.0005109906196594238,-0.0005463957786560059,0.0,0.0,0.0,0.0,1,0.0,0.0
OpenBMI,8,0.0005713353554407755,0.00036937495072682697,0.0007001757621765137,0.0004361371199289958,0.8333333333333334,0.5,4,0.0002640386422475179,0.33333333333333337
OpenBMI,9,0.00034415721893310547,-0.00015591084957122803,0.00034415721893310547,0.0,1.0,0.0,1,0.00034415721893310547,1.0
WBCIC,1,-0.0002112885316212972,-2.0138919353485107e-05,2.3672978083292644e-05,4.174311955769857e-05,0.3333333333333333,0.5,4,-1.8070141474405926e-05,-0.16666666666666669
WBCIC,11,0.00015485882759094238,0.0001287877559661865,0.0001797497272491455,0.0001794755458831787,0.8,0.8,3,2.7418136596679145e-07,0.0
WBCIC,12,7.081031799316406e-05,6.526708602905273e-05,0.0001888871192932129,0.00017384688059488931,0.6666666666666666,0.3333333333333333,3,1.5040238698323577e-05,0.3333333333333333
WBCIC,13,-4.772841930389404e-05,-4.026293754577637e-05,2.9653310775756836e-06,8.195638656616211e-06,0.5,0.5,2,-5.230307579040527e-06,0.0
WBCIC,14,-1.717465264456613e-05,3.0313219342912945e-05,7.308380944388253e-05,8.282491139003209e-05,0.5714285714285714,0.5714285714285714,7,-9.741101946149561e-06,0.0
WBCIC,16,8.958578109741211e-05,5.175173282623291e-05,0.00012119114398956299,0.00010813772678375244,0.5,0.5,2,1.3053417205810547e-05,0.0
WBCIC,17,-0.00021206906863621304,-0.0002727763993399484,8.344650268554688e-06,0.0,0.14285714285714285,0.0,7,8.344650268554688e-06,0.14285714285714285
WBCIC,18,-4.198153813680013e-05,-2.280871073404948e-05,4.865725835164388e-05,4.275639851888021e-05,0.3333333333333333,0.3333333333333333,3,5.900859832763672e-06,0.0
WBCIC,19,2.7626752853393555e-05,2.2456049919128418e-05,3.412365913391113e-05,3.306567668914795e-05,0.5,0.5,2,1.0579824447631836e-06,0.0
WBCIC,2,-6.227195262908936e-05,-7.270276546478271e-05,3.1054019927978516e-05,0.0,0.5,0.0,3,3.1054019927978516e-05,0.5
WBCIC,21,-0.00012036519391196114,-5.1996537617274695e-05,5.8069825172424316e-05,6.158437047685896e-05,0.2857142857142857,0.42857142857142855,5,-3.514545304434644e-06,-0.14285714285714285
WBCIC,22,-0.0002410411834716797,-0.00025144219398498535,0.0,0.0,0.0,0.0,4,0.0,0.0
WBCIC,23,-0.0004288281003634135,-0.0001540308197339376,0.00010027239720026652,8.552521467208862e-05,0.3333333333333333,0.3333333333333333,3,1.4747182528177902e-05,0.0
WBCIC,24,-0.00026249513030052185,-7.352232933044434e-05,0.0,0.0,0.0,0.0,2,0.0,0.0
WBCIC,25,-0.00025758643945058185,-9.983281294504802e-05,6.030996640523275e-05,6.99162483215332e-05,0.3333333333333333,0.6666666666666666,3,-9.606281916300453e-06,-0.3333333333333333
WBCIC,26,1.646578311920166e-06,1.4729797840118408e-05,3.1773000955581665e-05,4.442036151885986e-05,0.5,0.5,4,-1.2647360563278198e-05,0.0
WBCIC,27,-1.1716570172991072e-05,-4.1135719844273157e-05,2.971717289515904e-05,2.7350017002650668e-05,0.42857142857142855,0.2857142857142857,5,2.367155892508371e-06,0.14285714285714285
WBCIC,28,-5.302950739860535e-05,-3.026425838470459e-05,3.85381281375885e-05,6.140768527984619e-05,0.75,0.75,2,-2.286955714225769e-05,0.0
WBCIC,29,0.0002929568290710449,8.911887804667155e-05,0.0002929568290710449,8.911887804667155e-05,1.0,1.0,3,0.00020383795102437335,0.0
WBCIC,3,-0.0005425378680229187,-0.0005858808755874634,5.3101778030395506e-05,5.97536563873291e-06,0.2,0.2,3,4.7126412391662596e-05,0.0
WBCIC,30,6.029382348060608e-06,1.7229467630386353e-06,3.2816082239151e-05,3.130920231342316e-05,0.5,0.5,2,1.5068799257278442e-06,0.0
WBCIC,31,-0.0005505681037902832,-0.0005549788475036621,5.59687614440918e-05,6.42538070678711e-05,0.5,0.5,1,-8.285045623779297e-06,0.0
WBCIC,32,0.00013030899895562066,-1.1821587880452475e-05,0.0001562900013393826,5.067719353569878e-05,0.6666666666666666,0.4444444444444444,7,0.00010561280780368383,0.2222222222222222
WBCIC,33,-0.0008795149624347687,-0.0009639151394367218,0.00020898506045341492,0.000106077641248703,0.5,0.5,1,0.00010290741920471191,0.0
WBCIC,34,2.242128054300944e-05,-4.04814879099528e-05,8.750955263773601e-05,5.939602851867676e-05,0.6666666666666666,0.5,5,2.811352411905925e-05,0.16666666666666663
WBCIC,35,0.00015606731176376343,0.0001441463828086853,0.00015606731176376343,0.0001441463828086853,1.0,1.0,1,1.1920928955078125e-05,0.0
WBCIC,36,-9.902815024058025e-05,-8.238852024078369e-05,1.4488895734151205e-05,1.2502074241638184e-05,0.3333333333333333,0.3333333333333333,3,1.9868214925130214e-06,0.0
WBCIC,37,-0.0004738271236419678,-0.0004454205433527629,3.092984358469645e-05,3.7391980489095054e-05,0.6666666666666666,0.6666666666666666,3,-6.462136904398605e-06,0.0
WBCIC,38,1.0967254638671875e-05,1.5661120414733887e-05,2.9906630516052246e-05,3.108382225036621e-05,0.75,0.75,2,-1.1771917343139648e-06,0.0
WBCIC,41,-9.09268856048584e-05,-0.00010204315185546875,0.0,0.0,0.0,0.0,1,0.0,0.0
WBCIC,42,0.0005336999893188477,0.00032842159271240234,0.0005336999893188477,0.00032842159271240234,1.0,1.0,1,0.0002052783966064453,0.0
WBCIC,44,-6.807276180812291e-05,-7.577453340802873e-05,6.386211940220424e-05,4.84968934740339e-05,0.14285714285714285,0.42857142857142855,7,1.5365225928170337e-05,-0.2857142857142857
WBCIC,45,-7.539987564086914e-05,-6.724894046783447e-05,0.0,0.0,0.0,0.0,2,0.0,0.0
WBCIC,47,8.125603199005127e-05,-5.796551704406738e-05,9.268522262573242e-05,5.7220458984375e-06,0.6666666666666666,0.3333333333333333,3,8.696317672729492e-05,0.3333333333333333
WBCIC,48,-0.00017991129841123308,-0.00013627644096102034,0.0,0.0,0.0,0.0,7,0.0,0.0
WBCIC,49,-0.0001702466979622841,-4.332978278398514e-05,1.8754974007606506e-05,1.8147751688957214e-05,0.25,0.25,2,6.07222318649292e-07,0.0
WBCIC,5,-0.00020029147466023764,-0.0001802345116933187,1.1126200358072917e-06,1.2288490931193033e-05,0.3333333333333333,0.3333333333333333,3,-1.1175870895385742e-05,0.0
WBCIC,50,-0.0001772269606590271,-0.00018029659986495972,2.8256326913833618e-05,2.8517097234725952e-05,0.25,0.25,2,-2.60770320892334e-07,0.0
WBCIC,6,-5.085021257400513e-06,-2.5220215320587158e-05,5.399435758590698e-05,3.495067358016968e-05,0.75,0.75,2,1.9043684005737305e-05,0.0
WBCIC,7,-0.00014681816101074218,-0.00011118054389953613,1.481175422668457e-05,4.9114227294921875e-05,0.2,0.4,5,-3.4302473068237305e-05,-0.2
WBCIC,9,0.0002894898255666097,0.00024117032686869302,0.00034435590108235675,0.00028461217880249023,0.6666666666666666,0.6666666666666666,3,5.974372227986652e-05,0.0
