task,dataset,fold,lr,optimizer_step,BA,macro_F1,accuracy,XS_BA,XS_macro_F1,XS_accuracy,delta_BA,delta_BA_pp,dW_norm,db_norm,residual_head_norm,loss,status
OpenBMI_MI,OpenBMI,3,1e-05,32,0.8283333333333335,0.8254860915893557,0.8283333333333335,0.8266666666666668,0.8239289128509834,0.8266666666666668,0.0016666666666667,0.1666666666666705,0.003739912295714,0.0004179253010079,0.0037631908717012,0.14819997549057,positive
OpenBMI_MI,OpenBMI,4,3e-06,0,0.7516666666666666,0.7463215085809177,0.7516666666666666,0.7516666666666666,0.7463215085809177,0.7516666666666666,0.0,0.0,0.0,0.0,0.0,,zero
OpenBMI_MI,OpenBMI,4,1e-05,0,0.7516666666666666,0.7463215085809177,0.7516666666666666,0.7516666666666666,0.7463215085809177,0.7516666666666666,0.0,0.0,0.0,0.0,0.0,,zero
OpenBMI_SSVEP,OpenBMI,0,3e-06,0,0.9566666666666668,0.956749306787636,0.9566666666666668,0.9566666666666668,0.956749306787636,0.9566666666666668,0.0,0.0,0.0,0.0,0.0,,zero
OpenBMI_SSVEP,OpenBMI,0,1e-05,0,0.9566666666666668,0.956749306787636,0.9566666666666668,0.9566666666666668,0.956749306787636,0.9566666666666668,0.0,0.0,0.0,0.0,0.0,,zero
OpenBMI_SSVEP,OpenBMI,1,3e-06,0,0.96,0.9598281473583328,0.96,0.96,0.9598281473583328,0.96,0.0,0.0,0.0,0.0,0.0,,zero
OpenBMI_SSVEP,OpenBMI,1,1e-05,64,0.9616666666666666,0.9615862225690934,0.9616666666666668,0.96,0.9598281473583328,0.96,0.0016666666666665,0.1666666666666594,0.0099280700087547,0.0009650685242377,0.0099748649792971,0.0110100740566849,positive
OpenBMI_SSVEP,OpenBMI,2,3e-06,0,0.9383333333333334,0.9380673894701846,0.9383333333333334,0.9383333333333334,0.9380673894701846,0.9383333333333334,0.0,0.0,0.0,0.0,0.0,,zero
OpenBMI_SSVEP,OpenBMI,2,1e-05,0,0.9383333333333334,0.9380673894701846,0.9383333333333334,0.9383333333333334,0.9380673894701846,0.9383333333333334,0.0,0.0,0.0,0.0,0.0,,zero
OpenBMI_SSVEP,OpenBMI,3,3e-06,0,0.8799999999999999,0.8777608338442627,0.88,0.8799999999999999,0.8777608338442627,0.88,0.0,0.0,0.0,0.0,0.0,,zero
OpenBMI_SSVEP,OpenBMI,3,1e-05,0,0.8799999999999999,0.8777608338442627,0.88,0.8799999999999999,0.8777608338442627,0.88,0.0,0.0,0.0,0.0,0.0,,zero
OpenBMI_SSVEP,OpenBMI,4,3e-06,0,0.95,0.948956736971752,0.95,0.95,0.948956736971752,0.95,0.0,0.0,0.0,0.0,0.0,,zero
OpenBMI_SSVEP,OpenBMI,4,1e-05,0,0.95,0.948956736971752,0.95,0.95,0.948956736971752,0.95,0.0,0.0,0.0,0.0,0.0,,zero
WBCIC_MI,WBCIC,0,3e-06,0,0.7036477272727273,0.6977069542880573,0.7036666666666667,0.7036477272727273,0.6977069542880573,0.7036666666666667,0.0,0.0,0.0,0.0,0.0,,zero
WBCIC_MI,WBCIC,0,1e-05,64,0.7046477272727273,0.6992475026529581,0.7046666666666667,0.7036477272727273,0.6977069542880573,0.7036666666666667,0.001,0.1,0.0069097094237804,0.0007660507108084,0.0069520441607206,0.1878257244825363,positive
WBCIC_MI,WBCIC,1,3e-06,0,0.8917108585858585,0.8915565023037131,0.8916666666666666,0.8917108585858585,0.8915565023037131,0.8916666666666666,0.0,0.0,0.0,0.0,0.0,,zero
WBCIC_MI,WBCIC,1,1e-05,64,0.8927108585858585,0.8925604885157081,0.8926666666666666,0.8917108585858585,0.8915565023037131,0.8916666666666666,0.001,0.1,0.0051762196235358,0.0004731986264232,0.0051978040104573,0.3352072834968567,positive
WBCIC_MI,WBCIC,2,3e-06,0,0.883,0.8828306354292564,0.883,0.883,0.8828306354292564,0.883,0.0,0.0,0.0,0.0,0.0,,zero
WBCIC_MI,WBCIC,2,1e-05,0,0.883,0.8828306354292564,0.883,0.883,0.8828306354292564,0.883,0.0,0.0,0.0,0.0,0.0,,zero
WBCIC_MI,WBCIC,3,3e-06,0,0.744,0.7412185115398764,0.744,0.744,0.7412185115398764,0.744,0.0,0.0,0.0,0.0,0.0,,zero
WBCIC_MI,WBCIC,3,1e-05,0,0.744,0.7412185115398764,0.744,0.744,0.7412185115398764,0.744,0.0,0.0,0.0,0.0,0.0,,zero
WBCIC_MI,WBCIC,4,3e-06,64,0.771,0.7703252465815053,0.771,0.77,0.769171093564855,0.77,0.001,0.1,0.0022734275553375,0.0002438227966194,0.0022864650457681,0.210915982723236,positive
WBCIC_MI,WBCIC,4,1e-05,16,0.771,0.7702504599216863,0.771,0.77,0.769171093564855,0.77,0.001,0.1,0.0017116554081439,0.000183855780051,0.0017215014330771,0.20512056350708,positive
