model,task,fold,seed,subject_id,BA,macro_F1,accuracy,trials,checkpoint_sha256
EEGNet,WBCIC_MI,0,2,sub-4,0.645,0.6260697827518105,0.645,200,a277857803966179b3234f3c30a28c8a3ee5393fdf638e70eb0b940eb4bf76f7
EEGNet,WBCIC_MI,0,2,sub-8,0.845,0.8435883851762154,0.845,200,a277857803966179b3234f3c30a28c8a3ee5393fdf638e70eb0b940eb4bf76f7
EEGNet,WBCIC_MI,0,2,sub-10,0.77,0.7685185185185186,0.77,200,a277857803966179b3234f3c30a28c8a3ee5393fdf638e70eb0b940eb4bf76f7
EEGNet,WBCIC_MI,0,2,sub-15,0.71,0.7033248081841432,0.71,200,a277857803966179b3234f3c30a28c8a3ee5393fdf638e70eb0b940eb4bf76f7
EEGNet,WBCIC_MI,0,2,sub-20,0.495,0.42677147478645816,0.495,200,a277857803966179b3234f3c30a28c8a3ee5393fdf638e70eb0b940eb4bf76f7
EEGNet,WBCIC_MI,0,2,sub-39,0.76,0.7536945812807883,0.76,200,a277857803966179b3234f3c30a28c8a3ee5393fdf638e70eb0b940eb4bf76f7
EEGNet,WBCIC_MI,0,2,sub-40,0.71,0.6922750424448217,0.71,200,a277857803966179b3234f3c30a28c8a3ee5393fdf638e70eb0b940eb4bf76f7
EEGNet,WBCIC_MI,0,2,sub-43,0.87,0.8677652324280338,0.87,200,a277857803966179b3234f3c30a28c8a3ee5393fdf638e70eb0b940eb4bf76f7
EEGNet,WBCIC_MI,0,2,sub-46,0.825,0.8201022847009842,0.825,200,a277857803966179b3234f3c30a28c8a3ee5393fdf638e70eb0b940eb4bf76f7
EEGNet,WBCIC_MI,0,2,sub-51,0.7350000000000001,0.7266279819471309,0.735,200,a277857803966179b3234f3c30a28c8a3ee5393fdf638e70eb0b940eb4bf76f7
EEGNet,WBCIC_MI,1,0,sub-4,0.6799999999999999,0.6791979949874687,0.68,200,f3d5aa0c934a36886b9c1377ae336b7e6c636afdf344612eb61d3293db3a5d5c
EEGNet,WBCIC_MI,1,0,sub-8,0.905,0.9049786201895427,0.905,200,f3d5aa0c934a36886b9c1377ae336b7e6c636afdf344612eb61d3293db3a5d5c
EEGNet,WBCIC_MI,1,0,sub-10,0.7949999999999999,0.7938403519798869,0.795,200,f3d5aa0c934a36886b9c1377ae336b7e6c636afdf344612eb61d3293db3a5d5c
EEGNet,WBCIC_MI,1,0,sub-15,0.7849999999999999,0.7834353201883608,0.785,200,f3d5aa0c934a36886b9c1377ae336b7e6c636afdf344612eb61d3293db3a5d5c
EEGNet,WBCIC_MI,1,0,sub-20,0.53,0.5276856597326902,0.53,200,f3d5aa0c934a36886b9c1377ae336b7e6c636afdf344612eb61d3293db3a5d5c
EEGNet,WBCIC_MI,1,0,sub-39,0.865,0.8649155722326454,0.865,200,f3d5aa0c934a36886b9c1377ae336b7e6c636afdf344612eb61d3293db3a5d5c
EEGNet,WBCIC_MI,1,0,sub-40,0.88,0.8799519807923168,0.88,200,f3d5aa0c934a36886b9c1377ae336b7e6c636afdf344612eb61d3293db3a5d5c
EEGNet,WBCIC_MI,1,0,sub-43,0.995,0.9949998749968749,0.995,200,f3d5aa0c934a36886b9c1377ae336b7e6c636afdf344612eb61d3293db3a5d5c
EEGNet,WBCIC_MI,1,0,sub-46,0.96,0.9599639675708138,0.96,200,f3d5aa0c934a36886b9c1377ae336b7e6c636afdf344612eb61d3293db3a5d5c
EEGNet,WBCIC_MI,1,0,sub-51,0.8,0.7987117552334944,0.8,200,f3d5aa0c934a36886b9c1377ae336b7e6c636afdf344612eb61d3293db3a5d5c
EEGNet,WBCIC_MI,1,1,sub-4,0.6950000000000001,0.6937059074590144,0.695,200,8d204522faa7c08a2d36015444f5515b2c3e7fb6f363d60a491f2fcdeb991ab8
EEGNet,WBCIC_MI,1,1,sub-8,0.93,0.93,0.93,200,8d204522faa7c08a2d36015444f5515b2c3e7fb6f363d60a491f2fcdeb991ab8
EEGNet,WBCIC_MI,1,1,sub-10,0.815,0.8148843026891808,0.815,200,8d204522faa7c08a2d36015444f5515b2c3e7fb6f363d60a491f2fcdeb991ab8
EEGNet,WBCIC_MI,1,1,sub-15,0.77,0.7691690084303493,0.77,200,8d204522faa7c08a2d36015444f5515b2c3e7fb6f363d60a491f2fcdeb991ab8
EEGNet,WBCIC_MI,1,1,sub-20,0.54,0.5279146141215106,0.54,200,8d204522faa7c08a2d36015444f5515b2c3e7fb6f363d60a491f2fcdeb991ab8
EEGNet,WBCIC_MI,1,1,sub-39,0.83,0.8299829982998299,0.83,200,8d204522faa7c08a2d36015444f5515b2c3e7fb6f363d60a491f2fcdeb991ab8
EEGNet,WBCIC_MI,1,1,sub-40,0.855,0.854967367657723,0.855,200,8d204522faa7c08a2d36015444f5515b2c3e7fb6f363d60a491f2fcdeb991ab8
EEGNet,WBCIC_MI,1,1,sub-43,0.98,0.9799919967987194,0.98,200,8d204522faa7c08a2d36015444f5515b2c3e7fb6f363d60a491f2fcdeb991ab8
EEGNet,WBCIC_MI,1,1,sub-46,0.9450000000000001,0.9448883990079912,0.945,200,8d204522faa7c08a2d36015444f5515b2c3e7fb6f363d60a491f2fcdeb991ab8
EEGNet,WBCIC_MI,1,1,sub-51,0.8049999999999999,0.8032240974797548,0.805,200,8d204522faa7c08a2d36015444f5515b2c3e7fb6f363d60a491f2fcdeb991ab8
EEGNet,WBCIC_MI,1,2,sub-4,0.665,0.664320248503219,0.665,200,80bb26256b933a120494561d98e1aa600954cb03c3c67c640e219f3347369a79
EEGNet,WBCIC_MI,1,2,sub-8,0.945,0.9449986249656241,0.945,200,80bb26256b933a120494561d98e1aa600954cb03c3c67c640e219f3347369a79
EEGNet,WBCIC_MI,1,2,sub-10,0.825,0.8248905565978737,0.825,200,80bb26256b933a120494561d98e1aa600954cb03c3c67c640e219f3347369a79
EEGNet,WBCIC_MI,1,2,sub-15,0.755,0.7536140791954746,0.755,200,80bb26256b933a120494561d98e1aa600954cb03c3c67c640e219f3347369a79
EEGNet,WBCIC_MI,1,2,sub-20,0.51,0.5059985885673959,0.51,200,80bb26256b933a120494561d98e1aa600954cb03c3c67c640e219f3347369a79
EEGNet,WBCIC_MI,1,2,sub-39,0.815,0.8149953748843721,0.815,200,80bb26256b933a120494561d98e1aa600954cb03c3c67c640e219f3347369a79
EEGNet,WBCIC_MI,1,2,sub-40,0.86,0.859873886497848,0.86,200,80bb26256b933a120494561d98e1aa600954cb03c3c67c640e219f3347369a79
EEGNet,WBCIC_MI,1,2,sub-43,0.99,0.9899989998999901,0.99,200,80bb26256b933a120494561d98e1aa600954cb03c3c67c640e219f3347369a79
EEGNet,WBCIC_MI,1,2,sub-46,0.96,0.9599358974358975,0.96,200,80bb26256b933a120494561d98e1aa600954cb03c3c67c640e219f3347369a79
EEGNet,WBCIC_MI,1,2,sub-51,0.8049999999999999,0.8035808717987459,0.805,200,80bb26256b933a120494561d98e1aa600954cb03c3c67c640e219f3347369a79
EEGNet,WBCIC_MI,2,0,sub-4,0.6699999999999999,0.6688077077478924,0.67,200,3c34712bdf77d0ec7a36989bf2f557c6ccc7d3e263576ec2c29fa9c06c03ed34
EEGNet,WBCIC_MI,2,0,sub-8,0.895,0.8949973749343734,0.895,200,3c34712bdf77d0ec7a36989bf2f557c6ccc7d3e263576ec2c29fa9c06c03ed34
EEGNet,WBCIC_MI,2,0,sub-10,0.815,0.8149953748843721,0.815,200,3c34712bdf77d0ec7a36989bf2f557c6ccc7d3e263576ec2c29fa9c06c03ed34
EEGNet,WBCIC_MI,2,0,sub-15,0.76,0.7593984962406015,0.76,200,3c34712bdf77d0ec7a36989bf2f557c6ccc7d3e263576ec2c29fa9c06c03ed34
EEGNet,WBCIC_MI,2,0,sub-20,0.46,0.44191814799503926,0.46,200,3c34712bdf77d0ec7a36989bf2f557c6ccc7d3e263576ec2c29fa9c06c03ed34
EEGNet,WBCIC_MI,2,0,sub-39,0.85,0.85,0.85,200,3c34712bdf77d0ec7a36989bf2f557c6ccc7d3e263576ec2c29fa9c06c03ed34
EEGNet,WBCIC_MI,2,0,sub-40,0.8500000000000001,0.8497596153846154,0.85,200,3c34712bdf77d0ec7a36989bf2f557c6ccc7d3e263576ec2c29fa9c06c03ed34
EEGNet,WBCIC_MI,2,0,sub-43,0.985,0.9849966242404541,0.985,200,3c34712bdf77d0ec7a36989bf2f557c6ccc7d3e263576ec2c29fa9c06c03ed34
EEGNet,WBCIC_MI,2,0,sub-46,0.9650000000000001,0.9649570724137068,0.965,200,3c34712bdf77d0ec7a36989bf2f557c6ccc7d3e263576ec2c29fa9c06c03ed34
EEGNet,WBCIC_MI,2,0,sub-51,0.78,0.7777777777777778,0.78,200,3c34712bdf77d0ec7a36989bf2f557c6ccc7d3e263576ec2c29fa9c06c03ed34
EEGNet,WBCIC_MI,2,1,sub-4,0.6950000000000001,0.6932746700188561,0.695,200,0d3c80e74c490dcb6fe5ad73b4a4e8c96b194a2dfda9fe2834e0784025cbe116
EEGNet,WBCIC_MI,2,1,sub-8,0.915,0.9149468417761101,0.915,200,0d3c80e74c490dcb6fe5ad73b4a4e8c96b194a2dfda9fe2834e0784025cbe116
EEGNet,WBCIC_MI,2,1,sub-10,0.845,0.8449961249031226,0.845,200,0d3c80e74c490dcb6fe5ad73b4a4e8c96b194a2dfda9fe2834e0784025cbe116
EEGNet,WBCIC_MI,2,1,sub-15,0.825,0.8249956248906223,0.825,200,0d3c80e74c490dcb6fe5ad73b4a4e8c96b194a2dfda9fe2834e0784025cbe116
EEGNet,WBCIC_MI,2,1,sub-20,0.465,0.44385249096910007,0.465,200,0d3c80e74c490dcb6fe5ad73b4a4e8c96b194a2dfda9fe2834e0784025cbe116
EEGNet,WBCIC_MI,2,1,sub-39,0.795,0.7949948748718718,0.795,200,0d3c80e74c490dcb6fe5ad73b4a4e8c96b194a2dfda9fe2834e0784025cbe116
EEGNet,WBCIC_MI,2,1,sub-40,0.87,0.8697916666666667,0.87,200,0d3c80e74c490dcb6fe5ad73b4a4e8c96b194a2dfda9fe2834e0784025cbe116
EEGNet,WBCIC_MI,2,1,sub-43,0.975,0.9749843652282677,0.975,200,0d3c80e74c490dcb6fe5ad73b4a4e8c96b194a2dfda9fe2834e0784025cbe116
EEGNet,WBCIC_MI,2,1,sub-46,0.9550000000000001,0.9549718574108819,0.955,200,0d3c80e74c490dcb6fe5ad73b4a4e8c96b194a2dfda9fe2834e0784025cbe116
EEGNet,WBCIC_MI,2,1,sub-51,0.79,0.7878787878787878,0.79,200,0d3c80e74c490dcb6fe5ad73b4a4e8c96b194a2dfda9fe2834e0784025cbe116
EEGNet,WBCIC_MI,2,2,sub-4,0.69,0.6895032051282051,0.69,200,cb1f1e47fae12c49521b1b7be81a5e416568bdc5b88891e6f8f3d6e444ee25d1
EEGNet,WBCIC_MI,2,2,sub-8,0.9299999999999999,0.9299929992999301,0.93,200,cb1f1e47fae12c49521b1b7be81a5e416568bdc5b88891e6f8f3d6e444ee25d1
EEGNet,WBCIC_MI,2,2,sub-10,0.8049999999999999,0.8049561151259033,0.805,200,cb1f1e47fae12c49521b1b7be81a5e416568bdc5b88891e6f8f3d6e444ee25d1
EEGNet,WBCIC_MI,2,2,sub-15,0.77,0.7688674505074866,0.77,200,cb1f1e47fae12c49521b1b7be81a5e416568bdc5b88891e6f8f3d6e444ee25d1
EEGNet,WBCIC_MI,2,2,sub-20,0.485,0.46464305205436734,0.485,200,cb1f1e47fae12c49521b1b7be81a5e416568bdc5b88891e6f8f3d6e444ee25d1
EEGNet,WBCIC_MI,2,2,sub-39,0.8049999999999999,0.8048780487804879,0.805,200,cb1f1e47fae12c49521b1b7be81a5e416568bdc5b88891e6f8f3d6e444ee25d1
EEGNet,WBCIC_MI,2,2,sub-40,0.835,0.8349628666449951,0.835,200,cb1f1e47fae12c49521b1b7be81a5e416568bdc5b88891e6f8f3d6e444ee25d1
EEGNet,WBCIC_MI,2,2,sub-43,0.99,0.9899989998999901,0.99,200,cb1f1e47fae12c49521b1b7be81a5e416568bdc5b88891e6f8f3d6e444ee25d1
EEGNet,WBCIC_MI,2,2,sub-46,0.96,0.9599639675708138,0.96,200,cb1f1e47fae12c49521b1b7be81a5e416568bdc5b88891e6f8f3d6e444ee25d1
EEGNet,WBCIC_MI,2,2,sub-51,0.79,0.7882851093860268,0.79,200,cb1f1e47fae12c49521b1b7be81a5e416568bdc5b88891e6f8f3d6e444ee25d1
EEGNet,WBCIC_MI,3,0,sub-4,0.675,0.6736210489317367,0.675,200,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3
EEGNet,WBCIC_MI,3,0,sub-8,0.87,0.8699869986998701,0.87,200,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3
EEGNet,WBCIC_MI,3,0,sub-10,0.8049999999999999,0.8049561151259033,0.805,200,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3
EEGNet,WBCIC_MI,3,0,sub-15,0.725,0.7249931248281207,0.725,200,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3
EEGNet,WBCIC_MI,3,0,sub-20,0.455,0.4510337186170079,0.455,200,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3
EEGNet,WBCIC_MI,3,0,sub-39,0.825,0.8246449059345173,0.825,200,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3
EEGNet,WBCIC_MI,3,0,sub-40,0.735,0.7325865940109488,0.735,200,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3
EEGNet,WBCIC_MI,3,0,sub-43,0.98,0.9799919967987194,0.98,200,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3
EEGNet,WBCIC_MI,3,0,sub-46,0.95,0.949874686716792,0.95,200,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3
EEGNet,WBCIC_MI,3,0,sub-51,0.81,0.8095238095238095,0.81,200,0efb22336ff9ce62f16e66e5b3649bd6c8957ed5d9c630eb5de163c043dd96b3
EEGNet,WBCIC_MI,3,1,sub-4,0.7,0.6847414880201765,0.7,200,baf66ffcf624c1c81266156983de4935f27e2086c6f55453a44425dfad15093c
EEGNet,WBCIC_MI,3,1,sub-8,0.85,0.8474214220323466,0.85,200,baf66ffcf624c1c81266156983de4935f27e2086c6f55453a44425dfad15093c
EEGNet,WBCIC_MI,3,1,sub-10,0.8400000000000001,0.839421918908069,0.84,200,baf66ffcf624c1c81266156983de4935f27e2086c6f55453a44425dfad15093c
EEGNet,WBCIC_MI,3,1,sub-15,0.755,0.7504519874716712,0.755,200,baf66ffcf624c1c81266156983de4935f27e2086c6f55453a44425dfad15093c
EEGNet,WBCIC_MI,3,1,sub-20,0.52,0.44386513729579424,0.52,200,baf66ffcf624c1c81266156983de4935f27e2086c6f55453a44425dfad15093c
EEGNet,WBCIC_MI,3,1,sub-39,0.765,0.7524687294272547,0.765,200,baf66ffcf624c1c81266156983de4935f27e2086c6f55453a44425dfad15093c
EEGNet,WBCIC_MI,3,1,sub-40,0.665,0.6375929682217715,0.665,200,baf66ffcf624c1c81266156983de4935f27e2086c6f55453a44425dfad15093c
EEGNet,WBCIC_MI,3,1,sub-43,0.915,0.9143814056558637,0.915,200,baf66ffcf624c1c81266156983de4935f27e2086c6f55453a44425dfad15093c
EEGNet,WBCIC_MI,3,1,sub-46,0.9199999999999999,0.9194847020933977,0.92,200,baf66ffcf624c1c81266156983de4935f27e2086c6f55453a44425dfad15093c
EEGNet,WBCIC_MI,3,1,sub-51,0.8,0.7933030177759405,0.8,200,baf66ffcf624c1c81266156983de4935f27e2086c6f55453a44425dfad15093c
EEGNet,WBCIC_MI,3,2,sub-4,0.6950000000000001,0.6927803379416282,0.695,200,f8087c63f919b6063d855528fa4ec02827ac3b5812e6f94fca9e297cab015b5a
EEGNet,WBCIC_MI,3,2,sub-8,0.88,0.8798919027124412,0.88,200,f8087c63f919b6063d855528fa4ec02827ac3b5812e6f94fca9e297cab015b5a
EEGNet,WBCIC_MI,3,2,sub-10,0.825,0.8249956248906223,0.825,200,f8087c63f919b6063d855528fa4ec02827ac3b5812e6f94fca9e297cab015b5a
EEGNet,WBCIC_MI,3,2,sub-15,0.71,0.7092731829573935,0.71,200,f8087c63f919b6063d855528fa4ec02827ac3b5812e6f94fca9e297cab015b5a
EEGNet,WBCIC_MI,3,2,sub-20,0.47,0.4578005115089514,0.47,200,f8087c63f919b6063d855528fa4ec02827ac3b5812e6f94fca9e297cab015b5a
EEGNet,WBCIC_MI,3,2,sub-39,0.77,0.7685185185185186,0.77,200,f8087c63f919b6063d855528fa4ec02827ac3b5812e6f94fca9e297cab015b5a
EEGNet,WBCIC_MI,3,2,sub-40,0.735,0.7320458050001264,0.735,200,f8087c63f919b6063d855528fa4ec02827ac3b5812e6f94fca9e297cab015b5a
EEGNet,WBCIC_MI,3,2,sub-43,0.9450000000000001,0.9448331201885705,0.945,200,f8087c63f919b6063d855528fa4ec02827ac3b5812e6f94fca9e297cab015b5a
EEGNet,WBCIC_MI,3,2,sub-46,0.905,0.9043086298506711,0.905,200,f8087c63f919b6063d855528fa4ec02827ac3b5812e6f94fca9e297cab015b5a
EEGNet,WBCIC_MI,3,2,sub-51,0.78,0.7782034479282185,0.78,200,f8087c63f919b6063d855528fa4ec02827ac3b5812e6f94fca9e297cab015b5a
EEGNet,WBCIC_MI,4,0,sub-4,0.6799999999999999,0.6788438378161381,0.68,200,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d
EEGNet,WBCIC_MI,4,0,sub-8,0.94,0.94,0.94,200,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d
EEGNet,WBCIC_MI,4,0,sub-10,0.825,0.8247853620685339,0.825,200,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d
EEGNet,WBCIC_MI,4,0,sub-15,0.755,0.7546995068959474,0.755,200,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d
EEGNet,WBCIC_MI,4,0,sub-20,0.52,0.512987012987013,0.52,200,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d
EEGNet,WBCIC_MI,4,0,sub-39,0.85,0.8499399759903962,0.85,200,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d
EEGNet,WBCIC_MI,4,0,sub-40,0.855,0.8547057792028858,0.855,200,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d
EEGNet,WBCIC_MI,4,0,sub-43,0.97,0.96999699969997,0.97,200,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d
EEGNet,WBCIC_MI,4,0,sub-46,0.94,0.9399038461538461,0.94,200,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d
EEGNet,WBCIC_MI,4,0,sub-51,0.7949999999999999,0.7941302000954031,0.795,200,73f45ad4e44f024a4f237493a8e86ea7bbd067abccb5ee7cca2dd6e5f0d8311d
EEGNet,WBCIC_MI,4,1,sub-4,0.655,0.6535361904044588,0.655,200,1c116f0aa87cefb3f42150267f2974b7d8908d6f41b474168f5d6321aca17eb9
EEGNet,WBCIC_MI,4,1,sub-8,0.9199999999999999,0.9199679871948779,0.92,200,1c116f0aa87cefb3f42150267f2974b7d8908d6f41b474168f5d6321aca17eb9
EEGNet,WBCIC_MI,4,1,sub-10,0.81,0.8096955128205128,0.81,200,1c116f0aa87cefb3f42150267f2974b7d8908d6f41b474168f5d6321aca17eb9
EEGNet,WBCIC_MI,4,1,sub-15,0.715,0.714935860568628,0.715,200,1c116f0aa87cefb3f42150267f2974b7d8908d6f41b474168f5d6321aca17eb9
EEGNet,WBCIC_MI,4,1,sub-20,0.505,0.494369110549299,0.505,200,1c116f0aa87cefb3f42150267f2974b7d8908d6f41b474168f5d6321aca17eb9
EEGNet,WBCIC_MI,4,1,sub-39,0.7949999999999999,0.7948717948717949,0.795,200,1c116f0aa87cefb3f42150267f2974b7d8908d6f41b474168f5d6321aca17eb9
EEGNet,WBCIC_MI,4,1,sub-40,0.825,0.8242574878863197,0.825,200,1c116f0aa87cefb3f42150267f2974b7d8908d6f41b474168f5d6321aca17eb9
EEGNet,WBCIC_MI,4,1,sub-43,0.985,0.9849966242404541,0.985,200,1c116f0aa87cefb3f42150267f2974b7d8908d6f41b474168f5d6321aca17eb9
EEGNet,WBCIC_MI,4,1,sub-46,0.9550000000000001,0.9549448073890516,0.955,200,1c116f0aa87cefb3f42150267f2974b7d8908d6f41b474168f5d6321aca17eb9
EEGNet,WBCIC_MI,4,1,sub-51,0.785,0.7826032002831214,0.785,200,1c116f0aa87cefb3f42150267f2974b7d8908d6f41b474168f5d6321aca17eb9
EEGNet,WBCIC_MI,4,2,sub-4,0.69,0.6897207486738064,0.69,200,4d50f7b9b03fbe14f4c4aebf555387154a8b85fecddfcc994cec9f881e807412
EEGNet,WBCIC_MI,4,2,sub-8,0.935,0.9349853717086345,0.935,200,4d50f7b9b03fbe14f4c4aebf555387154a8b85fecddfcc994cec9f881e807412
EEGNet,WBCIC_MI,4,2,sub-10,0.835,0.8346651970239736,0.835,200,4d50f7b9b03fbe14f4c4aebf555387154a8b85fecddfcc994cec9f881e807412
EEGNet,WBCIC_MI,4,2,sub-15,0.6799999999999999,0.6726342710997443,0.68,200,4d50f7b9b03fbe14f4c4aebf555387154a8b85fecddfcc994cec9f881e807412
EEGNet,WBCIC_MI,4,2,sub-20,0.475,0.4637248142189535,0.475,200,4d50f7b9b03fbe14f4c4aebf555387154a8b85fecddfcc994cec9f881e807412
EEGNet,WBCIC_MI,4,2,sub-39,0.8049999999999999,0.8049561151259033,0.805,200,4d50f7b9b03fbe14f4c4aebf555387154a8b85fecddfcc994cec9f881e807412
EEGNet,WBCIC_MI,4,2,sub-40,0.855,0.8549963749093727,0.855,200,4d50f7b9b03fbe14f4c4aebf555387154a8b85fecddfcc994cec9f881e807412
EEGNet,WBCIC_MI,4,2,sub-43,0.995,0.9949998749968749,0.995,200,4d50f7b9b03fbe14f4c4aebf555387154a8b85fecddfcc994cec9f881e807412
EEGNet,WBCIC_MI,4,2,sub-46,0.96,0.9599358974358975,0.96,200,4d50f7b9b03fbe14f4c4aebf555387154a8b85fecddfcc994cec9f881e807412
EEGNet,WBCIC_MI,4,2,sub-51,0.78,0.7785829307568438,0.78,200,4d50f7b9b03fbe14f4c4aebf555387154a8b85fecddfcc994cec9f881e807412
TCFormer,WBCIC_MI,0,0,sub-4,0.66,0.6373333333333333,0.66,200,0541c228825cb8838684d28044c25a6056a1693fb6f13488afd78eefca783b3a
TCFormer,WBCIC_MI,0,0,sub-8,0.81,0.8043455874781176,0.81,200,0541c228825cb8838684d28044c25a6056a1693fb6f13488afd78eefca783b3a
TCFormer,WBCIC_MI,0,0,sub-10,0.78,0.7767857142857143,0.78,200,0541c228825cb8838684d28044c25a6056a1693fb6f13488afd78eefca783b3a
TCFormer,WBCIC_MI,0,0,sub-15,0.68,0.6586666666666667,0.68,200,0541c228825cb8838684d28044c25a6056a1693fb6f13488afd78eefca783b3a
TCFormer,WBCIC_MI,0,0,sub-20,0.49,0.3288590604026846,0.49,200,0541c228825cb8838684d28044c25a6056a1693fb6f13488afd78eefca783b3a
TCFormer,WBCIC_MI,0,0,sub-39,0.75,0.7347198641765704,0.75,200,0541c228825cb8838684d28044c25a6056a1693fb6f13488afd78eefca783b3a
TCFormer,WBCIC_MI,0,0,sub-40,0.62,0.5703301673450927,0.62,200,0541c228825cb8838684d28044c25a6056a1693fb6f13488afd78eefca783b3a
TCFormer,WBCIC_MI,0,0,sub-43,0.905,0.9041348167209062,0.905,200,0541c228825cb8838684d28044c25a6056a1693fb6f13488afd78eefca783b3a
TCFormer,WBCIC_MI,0,0,sub-46,0.86,0.8572011423908609,0.86,200,0541c228825cb8838684d28044c25a6056a1693fb6f13488afd78eefca783b3a
