fold,subject_id,policy,chosen_variant,future_BA,future_macro_F1,WSBA
0,5,Validation BA,B0_FULL_EXISTING,0.7533333333333333,0.7502713060591294,0.7533333333333333
0,5,Fixed Full,B0_FULL_EXISTING,0.7533333333333333,0.7502713060591294,0.7533333333333333
0,5,Oracle,B0_FULL_EXISTING,0.7533333333333333,0.7502713060591294,0.7533333333333333
0,6,Diagnostic-guided,B1_SAME_SCALE_63,0.9,0.8996743541267788,0.9
0,6,Random expectation,uniform exact expectation,0.9233333333333333,0.9232193909795572,0.9191666666666667
0,6,Validation BA,B0_FULL_EXISTING,0.9333333333333332,0.933294637976393,0.9333333333333332
0,6,Fixed Full,B0_FULL_EXISTING,0.9333333333333332,0.933294637976393,0.9333333333333332
0,6,Oracle,B0_FULL_EXISTING,0.9333333333333332,0.933294637976393,0.9333333333333332
1,14,Diagnostic-guided,B2_SCALE_COLLAPSE,0.65,0.6417052776739819,0.65
1,14,Random expectation,uniform exact expectation,0.685,0.6813151217325586,0.6775
1,14,Validation BA,B0_FULL_EXISTING,0.7200000000000001,0.7173150833270006,0.7200000000000001
1,14,Fixed Full,B0_FULL_EXISTING,0.7200000000000001,0.7173150833270006,0.7200000000000001
1,14,Oracle,B0_FULL_EXISTING,0.7200000000000001,0.7173150833270006,0.7200000000000001
1,2,Diagnostic-guided,B2_SCALE_COLLAPSE,0.7566666666666667,0.7562724818356621,0.7566666666666667
1,2,Random expectation,uniform exact expectation,0.7391666666666666,0.7378206667342091,0.7391666666666666
1,2,Validation BA,B0_FULL_EXISTING,0.7433333333333333,0.7401782101471138,0.7433333333333333
1,2,Fixed Full,B0_FULL_EXISTING,0.7433333333333333,0.7401782101471138,0.7433333333333333
1,2,Oracle,B0_FULL_EXISTING,0.7433333333333333,0.7401782101471138,0.7433333333333333
1,26,Diagnostic-guided,B2_SCALE_COLLAPSE,0.8466666666666667,0.8462073134362781,0.7566666666666667
1,26,Random expectation,uniform exact expectation,0.8525,0.8521875716054885,0.7725000000000001
1,26,Validation BA,B0_FULL_EXISTING,0.8533333333333334,0.853198386117755,0.79
1,26,Fixed Full,B0_FULL_EXISTING,0.8533333333333334,0.853198386117755,0.79
1,26,Oracle,B0_FULL_EXISTING,0.8533333333333334,0.853198386117755,0.79
1,28,Diagnostic-guided,B2_SCALE_COLLAPSE,0.8300000000000001,0.8297141694502015,0.8300000000000001
1,28,Random expectation,uniform exact expectation,0.8708333333333333,0.8702515552524759,0.8683333333333333
1,28,Validation BA,B0_FULL_EXISTING,0.9266666666666667,0.926388203151162,0.9166666666666666
1,28,Fixed Full,B0_FULL_EXISTING,0.9266666666666667,0.926388203151162,0.9166666666666666
1,28,Oracle,B0_FULL_EXISTING,0.9266666666666667,0.926388203151162,0.9166666666666666
1,31,Diagnostic-guided,B2_SCALE_COLLAPSE,0.7566666666666667,0.74925146206971,0.7566666666666667
1,31,Random expectation,uniform exact expectation,0.8025000000000001,0.7990957197711762,0.8016666666666667
1,31,Validation BA,B0_FULL_EXISTING,0.8133333333333334,0.8114969326310967,0.8133333333333334
1,31,Fixed Full,B0_FULL_EXISTING,0.8133333333333334,0.8114969326310967,0.8133333333333334
1,31,Oracle,B0_FULL_EXISTING,0.8133333333333334,0.8114969326310967,0.8133333333333334
1,35,Diagnostic-guided,B2_SCALE_COLLAPSE,0.8433333333333334,0.8399650271413792,0.8433333333333334
1,35,Random expectation,uniform exact expectation,0.8275,0.8238632166862146,0.8275
1,35,Validation BA,B0_FULL_EXISTING,0.8166666666666668,0.810661173968691,0.8166666666666668
1,35,Fixed Full,B0_FULL_EXISTING,0.8166666666666668,0.810661173968691,0.8166666666666668
1,35,Oracle,B0_FULL_EXISTING,0.8166666666666668,0.810661173968691,0.8166666666666668
1,40,Diagnostic-guided,B2_SCALE_COLLAPSE,0.7033333333333333,0.6803542293873389,0.7033333333333333
1,40,Random expectation,uniform exact expectation,0.755,0.7424032749102082,0.7325
1,40,Validation BA,B0_FULL_EXISTING,0.82,0.8182317384099367,0.7733333333333334
1,40,Fixed Full,B0_FULL_EXISTING,0.82,0.8182317384099367,0.7733333333333334
1,40,Oracle,B0_FULL_EXISTING,0.82,0.8182317384099367,0.7733333333333334
1,43,Diagnostic-guided,B2_SCALE_COLLAPSE,0.8300000000000001,0.828757088918838,0.8133333333333335
1,43,Random expectation,uniform exact expectation,0.8508333333333333,0.8495050801462557,0.8466666666666667
1,43,Validation BA,B0_FULL_EXISTING,0.8966666666666666,0.8959473465838479,0.8966666666666666
1,43,Fixed Full,B0_FULL_EXISTING,0.8966666666666666,0.8959473465838479,0.8966666666666666
1,43,Oracle,B0_FULL_EXISTING,0.8966666666666666,0.8959473465838479,0.8966666666666666
2,1,Diagnostic-guided,B2_SCALE_COLLAPSE,0.68,0.666658997346202,0.68
2,1,Random expectation,uniform exact expectation,0.675,0.657477438030447,0.675
2,1,Validation BA,B0_FULL_EXISTING,0.68,0.6584359317863154,0.68
2,1,Fixed Full,B0_FULL_EXISTING,0.68,0.6584359317863154,0.68
2,1,Oracle,B0_FULL_EXISTING,0.68,0.6584359317863154,0.68
2,11,Diagnostic-guided,B2_SCALE_COLLAPSE,0.6733333333333333,0.6712541435949557,0.6533333333333333
2,11,Random expectation,uniform exact expectation,0.6758333333333333,0.6716416005718254,0.6708333333333333
2,11,Validation BA,B0_FULL_EXISTING,0.6933333333333334,0.6913048218814243,0.6933333333333334
2,11,Fixed Full,B0_FULL_EXISTING,0.6933333333333334,0.6913048218814243,0.6933333333333334
2,11,Oracle,B0_FULL_EXISTING,0.6933333333333334,0.6913048218814243,0.6933333333333334
2,23,Diagnostic-guided,B2_SCALE_COLLAPSE,0.65,0.6449218297261344,0.65
2,23,Random expectation,uniform exact expectation,0.7008333333333333,0.694611961461134,0.6916666666666667
2,23,Validation BA,B0_FULL_EXISTING,0.75,0.7433745251591847,0.75
2,23,Fixed Full,B0_FULL_EXISTING,0.75,0.7433745251591847,0.75
2,23,Oracle,B0_FULL_EXISTING,0.75,0.7433745251591847,0.75
2,30,Diagnostic-guided,B2_SCALE_COLLAPSE,0.71,0.7090095564178266,0.71
2,30,Random expectation,uniform exact expectation,0.6891666666666667,0.6795642197397891,0.6875
2,30,Validation BA,B0_FULL_EXISTING,0.7066666666666667,0.684323433226942,0.7066666666666667
2,30,Fixed Full,B0_FULL_EXISTING,0.7066666666666667,0.684323433226942,0.7066666666666667
2,30,Oracle,B0_FULL_EXISTING,0.7066666666666667,0.684323433226942,0.7066666666666667
2,48,Diagnostic-guided,B2_SCALE_COLLAPSE,0.68,0.6792493258987734,0.68
2,48,Random expectation,uniform exact expectation,0.6525,0.6422979542656974,0.6525
2,48,Validation BA,B0_FULL_EXISTING,0.6266666666666666,0.6049958237458237,0.6266666666666666
2,48,Fixed Full,B0_FULL_EXISTING,0.6266666666666666,0.6049958237458237,0.6266666666666666
2,48,Oracle,B0_FULL_EXISTING,0.6266666666666666,0.6049958237458237,0.6266666666666666
2,50,Diagnostic-guided,B2_SCALE_COLLAPSE,0.5266666666666667,0.43098194371539017,0.5266666666666667
2,50,Random expectation,uniform exact expectation,0.5683333333333334,0.5068727211535807,0.555
2,50,Validation BA,B0_FULL_EXISTING,0.5966666666666667,0.5546548383066157,0.5633333333333334
2,50,Fixed Full,B0_FULL_EXISTING,0.5966666666666667,0.5546548383066157,0.5633333333333334
2,50,Oracle,B0_FULL_EXISTING,0.5966666666666667,0.5546548383066157,0.5633333333333334
2,52,Diagnostic-guided,B2_SCALE_COLLAPSE,0.7366666666666667,0.7292981068382497,0.7366666666666667
2,52,Random expectation,uniform exact expectation,0.7575000000000001,0.7507655049142358,0.7575000000000001
2,52,Validation BA,B0_FULL_EXISTING,0.7966666666666667,0.7916509207542237,0.7966666666666667
2,52,Fixed Full,B0_FULL_EXISTING,0.7966666666666667,0.7916509207542237,0.7966666666666667
2,52,Oracle,B0_FULL_EXISTING,0.7966666666666667,0.7916509207542237,0.7966666666666667
2,8,Diagnostic-guided,B2_SCALE_COLLAPSE,0.7566666666666667,0.7536603483585648,0.7333333333333334
2,8,Random expectation,uniform exact expectation,0.7991666666666667,0.7972990697908064,0.7558333333333334
2,8,Validation BA,B0_FULL_EXISTING,0.8366666666666668,0.8355997001790034,0.77
2,8,Fixed Full,B0_FULL_EXISTING,0.8366666666666668,0.8355997001790034,0.77
2,8,Oracle,B0_FULL_EXISTING,0.8366666666666668,0.8355997001790034,0.77
3,10,Diagnostic-guided,B2_SCALE_COLLAPSE,0.6766666666666666,0.6709751842727635,0.6733333333333333
3,10,Random expectation,uniform exact expectation,0.7116666666666667,0.7064909229762845,0.6891666666666666
3,10,Validation BA,B0_FULL_EXISTING,0.7566666666666667,0.752662699053768,0.7233333333333333
3,10,Fixed Full,B0_FULL_EXISTING,0.7566666666666667,0.752662699053768,0.7233333333333333
3,10,Oracle,B0_FULL_EXISTING,0.7566666666666667,0.752662699053768,0.7233333333333333
3,16,Diagnostic-guided,B2_SCALE_COLLAPSE,0.8333333333333334,0.8333006569964719,0.7133333333333333
3,16,Random expectation,uniform exact expectation,0.8375,0.8372985214904204,0.7241666666666666
3,16,Validation BA,B0_FULL_EXISTING,0.8733333333333334,0.8731623168341511,0.7399999999999999
3,16,Fixed Full,B0_FULL_EXISTING,0.8733333333333334,0.8731623168341511,0.7399999999999999
3,16,Oracle,B0_FULL_EXISTING,0.8733333333333334,0.8731623168341511,0.7399999999999999
3,19,Diagnostic-guided,B2_SCALE_COLLAPSE,0.7000000000000001,0.6920511793410803,0.7000000000000001
3,19,Random expectation,uniform exact expectation,0.715,0.7089905262316962,0.715
3,19,Validation BA,B0_FULL_EXISTING,0.7433333333333333,0.7382094834352803,0.7433333333333333
3,19,Fixed Full,B0_FULL_EXISTING,0.7433333333333333,0.7382094834352803,0.7433333333333333
3,19,Oracle,B0_FULL_EXISTING,0.7433333333333333,0.7382094834352803,0.7433333333333333
3,22,Diagnostic-guided,B2_SCALE_COLLAPSE,0.6333333333333333,0.6156623270903671,0.6333333333333333
3,22,Random expectation,uniform exact expectation,0.6458333333333333,0.636851480226082,0.6283333333333333
3,22,Validation BA,B0_FULL_EXISTING,0.6833333333333332,0.6825441003585514,0.6433333333333333
3,22,Fixed Full,B0_FULL_EXISTING,0.6833333333333332,0.6825441003585514,0.6433333333333333
3,22,Oracle,B0_FULL_EXISTING,0.6833333333333332,0.6825441003585514,0.6433333333333333
3,27,Diagnostic-guided,B2_SCALE_COLLAPSE,0.9,0.8996260887199782,0.7399999999999999
3,27,Random expectation,uniform exact expectation,0.9083333333333333,0.907686556155854,0.7383333333333333
3,27,Validation BA,B0_FULL_EXISTING,0.9266666666666666,0.926471101786134,0.75
3,27,Fixed Full,B0_FULL_EXISTING,0.9266666666666666,0.926471101786134,0.75
3,27,Oracle,B0_FULL_EXISTING,0.9266666666666666,0.926471101786134,0.75
3,34,Diagnostic-guided,B2_SCALE_COLLAPSE,0.6366666666666667,0.6235951998124142,0.5466666666666667
3,34,Random expectation,uniform exact expectation,0.6358333333333334,0.6196954751427691,0.5575000000000001
3,34,Validation BA,B0_FULL_EXISTING,0.6466666666666666,0.6322539405827766,0.5933333333333333
3,34,Fixed Full,B0_FULL_EXISTING,0.6466666666666666,0.6322539405827766,0.5933333333333333
3,34,Oracle,B0_FULL_EXISTING,0.6466666666666666,0.6322539405827766,0.5933333333333333
3,45,Diagnostic-guided,B2_SCALE_COLLAPSE,0.65,0.6408993018586334,0.65
3,45,Random expectation,uniform exact expectation,0.7108333333333333,0.7067883311988628,0.6925
3,45,Validation BA,B0_FULL_EXISTING,0.7633333333333333,0.7628604392291459,0.7466666666666667
3,45,Fixed Full,B0_FULL_EXISTING,0.7633333333333333,0.7628604392291459,0.7466666666666667
3,45,Oracle,B0_FULL_EXISTING,0.7633333333333333,0.7628604392291459,0.7466666666666667
3,49,Diagnostic-guided,B2_SCALE_COLLAPSE,0.8433333333333334,0.8421503584530851,0.7766666666666667
3,49,Random expectation,uniform exact expectation,0.8466666666666667,0.84553418979045,0.7841666666666667
3,49,Validation BA,B0_FULL_EXISTING,0.8300000000000001,0.8285233285233286,0.7966666666666667
3,49,Fixed Full,B0_FULL_EXISTING,0.8300000000000001,0.8285233285233286,0.7966666666666667
3,49,Oracle,B0_FULL_EXISTING,0.8300000000000001,0.8285233285233286,0.7966666666666667
4,20,Diagnostic-guided,B0_FULL_EXISTING,0.9,0.8997470410766636,0.8233333333333333
4,20,Random expectation,uniform exact expectation,0.8608333333333333,0.8594708361422905,0.8008333333333334
4,20,Validation BA,B0_FULL_EXISTING,0.9,0.8997470410766636,0.8233333333333333
4,20,Fixed Full,B0_FULL_EXISTING,0.9,0.8997470410766636,0.8233333333333333
4,20,Oracle,B0_FULL_EXISTING,0.9,0.8997470410766636,0.8233333333333333
4,21,Diagnostic-guided,B0_FULL_EXISTING,0.9133333333333334,0.9130833790945111,0.8933333333333334
4,21,Random expectation,uniform exact expectation,0.8625,0.8618110515247919,0.8400000000000001
4,21,Validation BA,B0_FULL_EXISTING,0.9133333333333334,0.9130833790945111,0.8933333333333334
4,21,Fixed Full,B0_FULL_EXISTING,0.9133333333333334,0.9130833790945111,0.8933333333333334
4,21,Oracle,B0_FULL_EXISTING,0.9133333333333334,0.9130833790945111,0.8933333333333334
4,41,Diagnostic-guided,B0_FULL_EXISTING,0.7533333333333333,0.751044328644288,0.7066666666666667
4,41,Random expectation,uniform exact expectation,0.7258333333333332,0.7196142889760282,0.6816666666666668
4,41,Validation BA,B0_FULL_EXISTING,0.7533333333333333,0.751044328644288,0.7066666666666667
4,41,Fixed Full,B0_FULL_EXISTING,0.7533333333333333,0.751044328644288,0.7066666666666667
4,41,Oracle,B0_FULL_EXISTING,0.7533333333333333,0.751044328644288,0.7066666666666667
4,44,Diagnostic-guided,B0_FULL_EXISTING,0.8366666666666666,0.8332298559002833,0.7966666666666667
4,44,Random expectation,uniform exact expectation,0.7708333333333334,0.7563751939492098,0.7541666666666668
4,44,Validation BA,B0_FULL_EXISTING,0.8366666666666666,0.8332298559002833,0.7966666666666667
4,44,Fixed Full,B0_FULL_EXISTING,0.8366666666666666,0.8332298559002833,0.7966666666666667
4,44,Oracle,B0_FULL_EXISTING,0.8366666666666666,0.8332298559002833,0.7966666666666667
4,46,Diagnostic-guided,B0_FULL_EXISTING,0.6699999999999999,0.6410861212695474,0.6466666666666666
4,46,Random expectation,uniform exact expectation,0.6758333333333333,0.6453619945393224,0.64
4,46,Validation BA,B0_FULL_EXISTING,0.6699999999999999,0.6410861212695474,0.6466666666666666
4,46,Fixed Full,B0_FULL_EXISTING,0.6699999999999999,0.6410861212695474,0.6466666666666666
4,46,Oracle,B0_FULL_EXISTING,0.6699999999999999,0.6410861212695474,0.6466666666666666
4,53,Diagnostic-guided,B0_FULL_EXISTING,0.7666666666666666,0.7575640177151538,0.7666666666666666
4,53,Random expectation,uniform exact expectation,0.7533333333333333,0.7470855200892034,0.7533333333333333
4,53,Validation BA,B0_FULL_EXISTING,0.7666666666666666,0.7575640177151538,0.7666666666666666
4,53,Fixed Full,B0_FULL_EXISTING,0.7666666666666666,0.7575640177151538,0.7666666666666666
4,53,Oracle,B0_FULL_EXISTING,0.7666666666666666,0.7575640177151538,0.7666666666666666
4,7,Diagnostic-guided,B0_FULL_EXISTING,0.7366666666666667,0.7287622662445176,0.7000000000000001
4,7,Random expectation,uniform exact expectation,0.7433333333333334,0.737934067225096,0.6808333333333333
4,7,Validation BA,B0_FULL_EXISTING,0.7366666666666667,0.7287622662445176,0.7000000000000001
4,7,Fixed Full,B0_FULL_EXISTING,0.7366666666666667,0.7287622662445176,0.7000000000000001
4,7,Oracle,B0_FULL_EXISTING,0.7366666666666667,0.7287622662445176,0.7000000000000001
4,9,Diagnostic-guided,B0_FULL_EXISTING,0.6466666666666666,0.6408448567319304,0.6466666666666666
4,9,Random expectation,uniform exact expectation,0.6116666666666666,0.6059264276451323,0.6116666666666666
4,9,Validation BA,B0_FULL_EXISTING,0.6466666666666666,0.6408448567319304,0.6466666666666666
4,9,Fixed Full,B0_FULL_EXISTING,0.6466666666666666,0.6408448567319304,0.6466666666666666
4,9,Oracle,B0_FULL_EXISTING,0.6466666666666666,0.6408448567319304,0.6466666666666666
