epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task,train_persistence,train_order,train_budget,train_total,train_grad_norm,lambda_p_effective,lambda_order_effective,lambda_budget_effective,orthogonality_error,gate_mean_mi,gate_mean_erp,gate_mean_ssvep,gate_active_mi,gate_active_erp,gate_active_ssvep,elapsed_seconds
10,0.7492648709315377,0.7244444444444444,0.5883501683501684,0.935,0.44914297077143306,0.39694021934660795,0.010650881318044718,0.4950718447983822,0.5999925899728437,1.2159454360186497,0.375,0.1875,0.0,2.980232238769531e-07,0.4860716462135315,0.48326563835144043,0.5149096250534058,0,0,4,221.42882299423218
11,0.7506734006734006,0.7055555555555555,0.5942424242424242,0.9522222222222222,0.44725657734915475,0.35848309225011094,0.011174062976317706,0.49428350513226516,0.60653725851362,1.2594533612794965,0.4375,0.21875,0.0,1.7881393432617188e-07,0.48478931188583374,0.4828377366065979,0.5138810276985168,0,0,4,241.25118350982666
12,0.7548035914702581,0.7183333333333333,0.6132996632996632,0.9327777777777777,0.4429604310855687,0.3368676438509861,0.011390555641291855,0.4934138240658234,0.6142418919322646,1.2903177515368596,0.5,0.25,0.0,1.1920928955078125e-07,0.48351219296455383,0.4810720682144165,0.5135936141014099,0,0,4,261.26905059814453
13,0.7405836139169472,0.6833333333333333,0.5967508417508417,0.9416666666666667,0.44107693656582697,0.31813406902495944,0.011061986712477753,0.4918999354415965,0.6030631906518312,1.3134945536328253,0.5,0.25,0.0003125,1.6763806343078613e-08,0.4803886413574219,0.47975748777389526,0.5126857757568359,0,0,4,281.08083176612854
14,0.7608866442199776,0.7366666666666667,0.6126599326599327,0.9333333333333333,0.44056394055624987,0.3025246358641954,0.011418012070913459,0.4899059055007507,0.5949869534679663,1.2844687371610481,0.5,0.25,0.000625,3.5762786865234375e-07,0.4766417145729065,0.4782179594039917,0.5119783878326416,0,0,4,300.9944951534271
15,0.756010101010101,0.7177777777777778,0.6158080808080808,0.9344444444444445,0.4425446107008747,0.2885805983966756,0.011885581816607546,0.4876291161385652,0.5902634574988178,1.3535878496749378,0.5,0.25,0.0009375,1.1920928955078125e-07,0.47165629267692566,0.47526228427886963,0.511838436126709,0,0,4,320.8792428970337
16,0.7624691358024691,0.7333333333333334,0.6162962962962963,0.9377777777777778,0.4320839551564689,0.2891816832473345,0.01128853887981065,0.48466316088337763,0.5801027606580859,1.3164823718160112,0.5,0.25,0.00125,2.384185791015625e-07,0.4654719829559326,0.4721300005912781,0.5109991431236267,0,0,4,340.87614727020264
17,0.7474074074074074,0.6927777777777777,0.62,0.9294444444444445,0.428337948901631,0.28174623415291866,0.011105309440710835,0.48125505948735176,0.5727393549179363,1.3046687685440634,0.5,0.25,0.0015625,1.1920928955078125e-07,0.45905977487564087,0.46873345971107483,0.5104111433029175,0,0,3,360.8827238082886
18,0.7618462401795735,0.75,0.6027609427609428,0.9327777777777778,0.4335711913131108,0.2697463900407898,0.011100736272599653,0.4776651232599098,0.5721151934605893,1.3711811738593556,0.5,0.25,0.001875,2.384185791015625e-07,0.4520718455314636,0.4650760293006897,0.5099235773086548,0,0,3,380.846227645874
19,0.7545510662177328,0.721111111111111,0.611986531986532,0.9305555555555556,0.42713006940957543,0.27462852015116507,0.010895622424154637,0.4733827829918015,0.5682037634270214,1.3201435392148027,0.5,0.25,0.0021875,2.384185791015625e-07,0.44398826360702515,0.46035152673721313,0.5091692209243774,0,0,3,400.7488896846771
20,0.7635970819304153,0.7527777777777778,0.5863468013468014,0.9516666666666668,0.4260725526609153,0.2719167349773033,0.010532952187948417,0.46900060522222076,0.5658366554808394,1.3518846363664787,0.5,0.25,0.0025,1.1920928955078125e-07,0.43554121255874634,0.45654600858688354,0.508567214012146,0,0,2,420.71159315109253
21,0.7587878787878788,0.7250000000000001,0.6185858585858586,0.9327777777777778,0.4221240504879818,0.26200314938465014,0.010929811284572722,0.4649401580061868,0.5570204302529308,1.3236278384645408,0.5,0.25,0.0025,2.384185791015625e-07,0.4281444549560547,0.4527985155582428,0.5081837177276611,0,0,2,440.43063020706177
22,0.7577048260381595,0.7066666666666667,0.622003367003367,0.9444444444444444,0.4207280890963902,0.2552036085975504,0.01108771220946284,0.4611169821191057,0.5522546116436753,1.369464863126523,0.5,0.25,0.0025,2.384185791015625e-07,0.4215090274810791,0.44910773634910583,0.5074548721313477,0,0,2,460.3178343772888
23,0.755280583613917,0.7244444444444444,0.6041750841750841,0.9372222222222223,0.41942506499379595,0.25401487849026083,0.01082095420684352,0.45755849876136423,0.5502816427533872,1.4328638025533373,0.5,0.25,0.0025,1.1920928955078125e-07,0.4152151644229889,0.445420503616333,0.5073177814483643,0,0,2,480.1461136341095
24,0.7583726150392818,0.7216666666666667,0.6378956228956228,0.9155555555555556,0.4220884679076828,0.25024408478046134,0.011137245617867839,0.4541763295637113,0.5511302608195866,1.4263173430879539,0.5,0.25,0.0025,1.7881393432617188e-07,0.40929102897644043,0.4419915974140167,0.5062409043312073,0,0,2,500.0187349319458
25,0.7679405162738496,0.745,0.6238215488215488,0.935,0.4194132451699159,0.2488427623131565,0.01029531234248637,0.45097655197170294,0.5475358943515849,1.4016483041727654,0.5,0.25,0.0025,2.384185791015625e-07,0.4038781225681305,0.4390600919723511,0.5056660175323486,0,0,2,519.9578189849854
26,0.7574130190796856,0.7127777777777777,0.6244612794612794,0.935,0.4184804305294964,0.2410768305308351,0.010324918473504972,0.44819184079348484,0.5427205543094706,1.4211513712027362,0.5,0.25,0.0025,4.76837158203125e-07,0.398947149515152,0.4366234838962555,0.5047957897186279,0,0,2,539.6945767402649
27,0.769023569023569,0.7477777777777778,0.6298484848484849,0.9294444444444444,0.4175351496054747,0.23524669968636236,0.010828368187333657,0.44551518308782134,0.5389793765879123,1.428014767504184,0.5,0.25,0.0025,3.5762786865234375e-07,0.3944077491760254,0.4339727461338043,0.5043532848358154,0,0,2,559.7065627574921
28,0.7682210998877665,0.7388888888888889,0.6296632996632996,0.9361111111111111,0.41772183274554314,0.2394677674937471,0.010608354126425268,0.4430480515845468,0.5412154206048663,1.441115718021571,0.5,0.25,0.0025,3.5762786865234375e-07,0.3900468051433563,0.43201762437820435,0.5036673545837402,0,0,2,579.5888497829437
29,0.7604264870931537,0.7527777777777778,0.6068350168350168,0.9216666666666666,0.41811671964476044,0.23157036165210687,0.010679299338224613,0.4407241943283616,0.5376735363051156,1.450361103655022,0.5,0.25,0.0025,1.1920928955078125e-07,0.3861776292324066,0.429456502199173,0.502967119216919,0,0,2,599.5028729438782
30,0.7683950617283951,0.73,0.6390740740740741,0.9361111111111111,0.4149665687685815,0.22590201884229608,0.010424560466868299,0.43849925710776144,0.5316199704865429,1.401871294618767,0.5,0.25,0.0025,1.1920928955078125e-07,0.3821214735507965,0.4275713562965393,0.5019642114639282,0,0,2,619.4256265163422
31,0.7689955106621773,0.7477777777777779,0.6325420875420875,0.9266666666666666,0.4181722742374812,0.2233464125996438,0.010828263796517782,0.43600708134820526,0.5336425627503439,1.431131522232127,0.5,0.25,0.0025,2.384185791015625e-07,0.3783518671989441,0.42560359835624695,0.5016813278198242,0,0,2,639.3204152584076
32,0.7681032547699215,0.7561111111111112,0.6143097643097644,0.9338888888888889,0.40809096214927243,0.2240082975302901,0.010288792274996777,0.43391584319489024,0.5237520949862827,1.3872665517798095,0.5,0.25,0.0025,2.384185791015625e-07,0.3744710683822632,0.42353034019470215,0.5006837844848633,0,0,1,659.333963394165
33,0.7696184062850729,0.7405555555555555,0.63496632996633,0.9333333333333333,0.4101261351710168,0.23215303354174177,0.010197746171398419,0.4319377349358853,0.5298319322483562,1.445167226212047,0.5,0.25,0.0025,2.384185791015625e-07,0.3707959055900574,0.42181527614593506,0.5002153515815735,0,0,1,679.0177218914032
34,0.7691919191919192,0.7555555555555555,0.6275757575757576,0.9244444444444444,0.40923895039291025,0.22035584912121853,0.010098968023242795,0.4300570393277106,0.5230167602824274,1.463778593829859,0.5,0.25,0.0025,2.384185791015625e-07,0.36708980798721313,0.42029720544815063,0.4996955096721649,0,0,1,698.838193655014
35,0.7637429854096519,0.741111111111111,0.6456734006734006,0.9044444444444444,0.40818803611202775,0.21761659860053909,0.010295281382538726,0.4280683548651009,0.5206403269946018,1.4681938184755985,0.5,0.25,0.0025,2.384185791015625e-07,0.3635079264640808,0.4186488389968872,0.499053955078125,0,0,1,718.9559020996094
36,0.7535746352413019,0.7144444444444444,0.6279461279461279,0.9183333333333333,0.40944579884270643,0.22515610849188866,0.010103662868213152,0.4262542429371415,0.5256154030282921,1.5124784178822954,0.5,0.25,0.0025,2.384185791015625e-07,0.36020514369010925,0.4174000024795532,0.4985905885696411,0,0,1,738.8280491828918
37,0.7560830527497195,0.7433333333333334,0.609915824915825,0.915,0.41035003249890334,0.21775837688245506,0.010053810580833772,0.42431460557696976,0.5228034622758349,1.4460294502917852,0.5,0.25,0.0025,3.5762786865234375e-07,0.3566760718822479,0.41499465703964233,0.49828577041625977,0,0,1,758.6264026165009
38,0.7632772166105499,0.74,0.6326094276094276,0.9172222222222223,0.40645339416566295,0.21233164693150564,0.010566592098988383,0.42242757377223433,0.5163169358378259,1.4634436658609693,0.5,0.25,0.0025,2.384185791015625e-07,0.353298157453537,0.41385573148727417,0.497323215007782,0,0,1,778.5450754165649
39,0.7678843995510661,0.7444444444444445,0.6336531986531986,0.9255555555555555,0.40320072747836605,0.21478444268213254,0.010576440587152387,0.42057478149360583,0.5142884964697829,1.434387947911414,0.5,0.25,0.0025,1.1920928955078125e-07,0.35015320777893066,0.4121129512786865,0.49692219495773315,0,0,1,798.3068976402283
40,0.7708136924803591,0.7594444444444444,0.6268855218855218,0.9261111111111111,0.40353474020957947,0.21287447012194963,0.01011992683286004,0.41886146826164744,0.5135491086500827,1.5038663839625421,0.5,0.25,0.0025,2.384185791015625e-07,0.3468167781829834,0.4102563261985779,0.49614813923835754,0,0,1,818.2230098247528
41,0.7526262626262626,0.7116666666666667,0.6228787878787879,0.9233333333333333,0.4053556125297725,0.20720129063196271,0.009936525860679484,0.41715276213449853,0.5124832720400017,1.460415037435906,0.5,0.25,0.0025,1.1920928955078125e-07,0.3435477614402771,0.40911754965782166,0.4960406422615051,0,0,1,838.047388792038
42,0.7556397306397308,0.7327777777777778,0.6208080808080808,0.9133333333333333,0.40599579983782547,0.1993738779119242,0.01060482108460687,0.4154177363787856,0.5093724900316969,1.4436575090773751,0.5,0.25,0.0025,2.384185791015625e-07,0.34061235189437866,0.40783876180648804,0.4951809048652649,0,0,1,858.0182378292084
43,0.7568013468013467,0.7472222222222222,0.6092929292929293,0.913888888888889,0.4028614728807289,0.2038373500805035,0.00966106739904836,0.4137170186666685,0.5082297060534219,1.4573247956338329,0.5,0.25,0.0025,3.5762786865234375e-07,0.3378329873085022,0.40626809000968933,0.4948791265487671,0,0,1,877.8996682167053
44,0.7544219977553311,0.7105555555555556,0.62993265993266,0.9227777777777777,0.4030318939797232,0.200537407927424,0.009856468649737746,0.4121331026620954,0.5067950495492632,1.45100317045907,0.5,0.25,0.0025,3.5762786865234375e-07,0.3348290026187897,0.4045458734035492,0.4938446581363678,0,0,1,897.8698084354401
45,0.7730190796857462,0.7527777777777778,0.6418350168350169,0.9244444444444444,0.4060578513368268,0.19624976806830022,0.009687268353615688,0.41041669054566143,0.5076305930302522,1.479444055356712,0.5,0.25,0.0025,3.5762786865234375e-07,0.3317512273788452,0.4035937488079071,0.4937300682067871,0,0,1,917.7514684200287
46,0.7625476992143659,0.741111111111111,0.620976430976431,0.9255555555555556,0.39736986968004817,0.19509997734121073,0.0099973282428615,0.4089070664387997,0.49844145941957135,1.4149794974059702,0.5,0.25,0.0025,1.1920928955078125e-07,0.3291042447090149,0.4022585153579712,0.4930199384689331,0,0,1,937.7510998249054
47,0.7694107744107743,0.7538888888888888,0.631010101010101,0.9233333333333333,0.4025344439199038,0.1972493988888286,0.00937702523318128,0.4073155837081303,0.5045216919105744,1.4354075689182104,0.5,0.25,0.0025,2.384185791015625e-07,0.326276034116745,0.40072187781333923,0.492251455783844,0,0,1,957.7244861125946
48,0.769820426487093,0.7527777777777778,0.6316835016835017,0.9249999999999999,0.40516243331900265,0.19879874893438035,0.010059181666088718,0.4057812916341229,0.5080910589650413,1.5289644398421884,0.5,0.25,0.0025,2.384185791015625e-07,0.3236316442489624,0.39976727962493896,0.4917917251586914,0,0,1,977.6571769714355
49,0.7653254769921437,0.755,0.6215319865319866,0.9194444444444444,0.39601616853865507,0.2029837498040957,0.009178313100275315,0.4043084310594006,0.5008133956205065,1.4495475258782646,0.5,0.25,0.0025,2.384185791015625e-07,0.320827841758728,0.39869457483291626,0.4913899302482605,0,0,1,997.4394729137421
50,0.765578002244669,0.7638888888888888,0.6178451178451179,0.915,0.4029489855899989,0.19281711561657558,0.009156693208301179,0.40282036600825943,0.5026537698005962,1.4521531657637836,0.5,0.25,0.0025,2.384185791015625e-07,0.31815609335899353,0.39718955755233765,0.4907354414463043,0,0,1,1017.3667025566101
51,0.7698372615039282,0.765,0.6284006734006734,0.9161111111111111,0.40082540216847,0.19236093369599816,0.009375534538249268,0.4013427197933197,0.50035311017081,1.457884860372989,0.5,0.25,0.0025,1.7881393432617188e-07,0.31553614139556885,0.39585673809051514,0.49027833342552185,0,0,1,1037.3158676624298
52,0.774388327721661,0.7494444444444444,0.6398316498316499,0.9338888888888888,0.3968239081240146,0.18811123497853768,0.009446340217037457,0.3998035069938018,0.4942406162480328,1.4589890191488177,0.5,0.25,0.0025,2.980232238769531e-07,0.31299567222595215,0.3946980834007263,0.4894579350948334,0,0,1,1057.1913254261017
53,0.7672109988776655,0.7616666666666667,0.6260774410774411,0.9138888888888889,0.39817361631126047,0.18717395402839251,0.009691836360284936,0.39831146375041143,0.4951793314697586,1.4888134487321443,0.5,0.25,0.0025,1.1920928955078125e-07,0.3103724718093872,0.3933708667755127,0.4889276921749115,0,0,1,1077.0586640834808
54,0.7685746352413019,0.755,0.6362794612794613,0.9144444444444445,0.39771683778718253,0.19897103741347233,0.008947897184570537,0.3967975559078644,0.5004313270622325,1.4959916656262406,0.5,0.25,0.0025,1.1920928955078125e-07,0.30781036615371704,0.391814261674881,0.4882981777191162,0,0,1,1096.9027969837189
55,0.7738720538720539,0.758888888888889,0.6282828282828283,0.9344444444444444,0.39916927430117244,0.19343489032482433,0.009732700022651213,0.3952559625433984,0.49930803630953635,1.48729204574478,0.5,0.25,0.0025,2.980232238769531e-07,0.30529850721359253,0.3904989957809448,0.4875345826148987,0,0,1,1116.8199756145477
56,0.7753367003367003,0.7755555555555556,0.6337878787878788,0.9166666666666667,0.39186334303606335,0.18790520950455533,0.009046749029064848,0.3937418427422782,0.4890619917450664,1.405683626081342,0.5,0.25,0.0025,1.7881393432617188e-07,0.3025878667831421,0.3891882300376892,0.48702406883239746,0,0,1,1136.7571687698364
57,0.7709315375982042,0.7566666666666667,0.6327946127946128,0.9233333333333333,0.39305902140162813,0.18210244763677366,0.009906692234538148,0.39235496493143457,0.4875678030129905,1.4799785407904154,0.5,0.25,0.0025,2.384185791015625e-07,0.3004164695739746,0.3878787159919739,0.48655617237091064,0,0,1,1156.70942902565
58,0.772716049382716,0.765,0.6253703703703704,0.9277777777777778,0.3946638497236733,0.18176101482360163,0.00978591434100521,0.3910082979737041,0.48896835563338803,1.4335779753800864,0.5,0.25,0.0025,2.384185791015625e-07,0.2980877757072449,0.3866690993309021,0.4859018623828888,0,0,1,1176.5475912094116
59,0.771408529741863,0.7572222222222222,0.6392255892255891,0.9177777777777777,0.394378847329416,0.18283158046341388,0.00952136008260406,0.38963358201713205,0.48914906410413367,1.5254568903245658,0.5,0.25,0.0025,2.384185791015625e-07,0.29577696323394775,0.38578569889068604,0.48584023118019104,0,0,1,1196.3975443840027
60,0.7629685746352414,0.7544444444444445,0.6211279461279462,0.9133333333333333,0.3939781862998677,0.1829653833514062,0.009032842350653677,0.38832786177920403,0.4886899072433186,1.4633521643754477,0.5,0.25,0.0025,2.384185791015625e-07,0.2935413718223572,0.3842010498046875,0.4850967526435852,0,0,1,1216.2047278881073
61,0.7677104377104377,0.7505555555555555,0.6347979797979798,0.9177777777777777,0.3920865200947378,0.183210065083526,0.0090318413616689,0.3870135696134835,0.48691704785712414,1.461047358602007,0.5,0.25,0.0025,1.1920928955078125e-07,0.2913359999656677,0.38289695978164673,0.48436856269836426,0,0,1,1236.04150557518
62,0.773922558922559,0.7677777777777778,0.6345454545454545,0.9194444444444445,0.3934645195987737,0.18061052590051543,0.009215537110500247,0.38571248349742354,0.4870379483588388,1.4774054918333748,0.5,0.25,0.0025,2.384185791015625e-07,0.28928083181381226,0.38193199038505554,0.4840337932109833,0,0,1,1255.8110942840576
63,0.76152076318743,0.7461111111111112,0.6223400673400673,0.9161111111111111,0.3924876629749191,0.1812906774265744,0.00931399478794676,0.3844111536707834,0.4864225292874274,1.4531043244299489,0.5,0.25,0.0025,1.1920928955078125e-07,0.28731340169906616,0.3803248405456543,0.48385024070739746,0,0,1,1275.7848634719849
64,0.7676936026936027,0.7533333333333333,0.6397474747474747,0.91,0.3927323804280468,0.18292884758421193,0.008950300218763753,0.38308277475499664,0.4873920907484037,1.4695488615570782,0.5,0.25,0.0025,1.1920928955078125e-07,0.28528669476509094,0.3789120316505432,0.48331764340400696,0,0,1,1295.6549921035767
65,0.7735690235690237,0.7616666666666667,0.6295959595959596,0.9294444444444444,0.390790831819873,0.175394444473993,0.009327814348529433,0.3818158284526005,0.48177455128910385,1.4514467883332867,0.5,0.25,0.0025,1.7881393432617188e-07,0.28329354524612427,0.3775146007537842,0.4826003611087799,0,0,1,1315.6189138889313
66,0.7741358024691358,0.7627777777777778,0.6435185185185186,0.9161111111111111,0.3924579158007542,0.1768214566128276,0.009021056039154391,0.38042284562208944,0.48407496442304593,1.4318646476647565,0.5,0.25,0.0025,1.1920928955078125e-07,0.28149136900901794,0.3759753704071045,0.48195385932922363,0,0,1,1335.5512492656708
67,0.7622109988776655,0.731111111111111,0.6294107744107744,0.9261111111111112,0.3920147148805244,0.17097975299737164,0.009058109545540587,0.37920132223690783,0.4807171219977263,1.4731208793470794,0.5,0.25,0.0025,2.980232238769531e-07,0.2795425355434418,0.3745541274547577,0.48130661249160767,0,0,1,1355.4088633060455
68,0.7618125701459034,0.7416666666666667,0.625993265993266,0.9177777777777778,0.3893683352203013,0.17741101910577756,0.00910450787300888,0.37783586087627946,0.4812945614908343,1.4756148156718674,0.5,0.25,0.0025,3.5762786865234375e-07,0.27766674757003784,0.37307727336883545,0.4809284210205078,0,0,1,1375.2072207927704
