scope,backbone,subject_id,anchor_S1_validation_confidence,anchor_S1_validation_BA,adapted_S1_validation_BA,parameter_relative_change,anchor_S2_BA,adapted_S2_BA,Delta_S2_BA,anchor_S3_BA,adapted_S3_BA,Delta_S3_BA,Delta_S2_macro_F1,Delta_S3_macro_F1,S1_validation_BA_delta,LCB_S2_90
Pooled,Pooled,29,0.7507427601831795,0.538888888888889,0.5611111111111111,0.27483134468396503,0.7516666666666667,0.7441666666666666,-0.0075,0.8141666666666667,0.8116666666666666,-0.0024999999999999667,-0.007615633438859459,-0.0022759124167141334,0.0222222222222222,-0.016666666666666666
Pooled,Pooled,3,0.8451914362209999,0.9111111111111111,0.938888888888889,0.3474910917381445,0.8616666666666667,0.8641666666666665,0.0024999999999999983,0.8308333333333333,0.84,0.009166666666666667,0.003116594081779462,0.009177548877434934,0.0277777777777779,-0.005000000000000001
Pooled,Pooled,30,0.9348660718166146,0.9388888888888889,0.9555555555555557,0.2687535534302393,0.96,0.9649999999999999,0.005,0.8683333333333334,0.8758333333333334,0.0075,0.005023826178464346,0.007728289909639384,0.016666666666666774,1.1817803680092004e-18
Pooled,Pooled,31,0.7552408811322698,0.6166666666666666,0.6111111111111112,0.18808735658725098,0.595,0.5874999999999999,-0.007499999999999983,0.5733333333333334,0.5616666666666666,-0.01166666666666665,-0.014219539677766551,-0.018368598093402286,-0.00555555555555548,-0.019166666666666665
Pooled,Pooled,32,0.7079547686920395,0.5916666666666666,0.6333333333333333,0.31768088291088736,0.5361700336700336,0.5360353535353535,-0.0001346801346801161,0.6033333333333333,0.5900000000000001,-0.01333333333333335,0.0011232534954822172,-0.013470207763864065,0.041666666666666685,-0.011844276094276095
Pooled,Pooled,33,0.8889020814804479,0.9444444444444444,0.9583333333333335,0.272706352174282,0.9308333333333334,0.9366666666666666,0.005833333333333267,0.95,0.9508333333333333,0.0008333333333332832,0.0058289318964381675,0.0008177887873613934,0.013888888888889062,0.0008333333333333326
Pooled,Pooled,34,0.6958812026165686,0.5361111111111111,0.5527777777777778,0.24952191735307375,0.4483333333333333,0.4633333333333333,0.014999999999999972,0.5366666666666666,0.5525,0.01583333333333333,0.016379802754659983,0.01556550894255917,0.016666666666666663,0.0033333333333333322
Pooled,Pooled,35,0.9515396385344459,0.9416666666666665,0.9472222222222222,0.21769979720314342,0.975,0.9725,-0.0025,0.9325000000000001,0.9333333333333333,0.0008333333333333168,-0.002500979428708924,0.0008093775697190645,0.005555555555555647,-0.005833333333333334
Pooled,Pooled,36,0.8560454771218388,0.7666666666666666,0.7972222222222222,0.20520236094792682,0.9316666666666666,0.9325,0.0008333333333333165,0.975,0.9758333333333333,0.0008333333333333334,0.0008626005874970323,0.0008367305270992436,0.030555555555555503,-0.005
Pooled,Pooled,37,0.7383302575748616,0.7722222222222221,0.8055555555555556,0.24222517261902488,0.8608333333333333,0.8733333333333333,0.012499999999999983,0.8433333333333334,0.8416666666666668,-0.0016666666666666668,0.012602876857874574,-0.0021784280135466,0.03333333333333338,0.002499999999999999
Pooled,Pooled,38,0.6827044697892386,0.4833333333333334,0.5555555555555556,0.21109867468476293,0.8191666666666666,0.8158333333333333,-0.003333333333333285,0.48999999999999994,0.48416666666666663,-0.0058333333333333345,-0.005429936789093783,-0.018933667459622466,0.07222222222222216,-0.01333333333333333
Pooled,Pooled,41,0.9805901206736249,0.9972222222222222,0.9944444444444445,0.10627534737189606,0.7733333333333332,0.7783333333333332,0.004999999999999934,0.8308333333333333,0.8291666666666668,-0.0016666666666666332,0.0032071882708363,-0.0014110980392770494,-0.002777777777777768,-0.006666666666666667
Pooled,Pooled,42,0.8483574430071272,0.7694444444444444,0.7972222222222223,0.1643021777272224,0.8025,0.7941666666666667,-0.008333333333333267,0.7041666666666667,0.7066666666666666,0.0024999999999999337,-0.007808087113350535,0.0007724079139190165,0.02777777777777779,-0.021666666666666664
Pooled,Pooled,44,0.7802253369118883,0.5361111111111111,0.575,0.4086063578724861,0.7925000000000001,0.7775,-0.015,0.8125,0.8200000000000001,0.007499999999999967,-0.016856526884938966,0.007050305367102867,0.03888888888888886,-0.025833333333333333
Pooled,Pooled,45,0.8927890185685969,0.8555555555555556,0.8555555555555556,0.22898427521189052,0.8166666666666667,0.8075000000000001,-0.009166666666666634,0.9408333333333333,0.9375,-0.003333333333333334,-0.009805360764173066,-0.0034000480754561996,0.0,-0.017499999999999998
Pooled,Pooled,47,0.8919899596645393,0.8500000000000001,0.8361111111111111,0.0945317981143792,0.8650000000000001,0.8608333333333333,-0.004166666666666717,0.9408333333333333,0.9408333333333332,1.691355389077387e-17,-0.003921170031332583,8.295685433364975e-05,-0.01388888888888895,-0.010833333333333332
Pooled,Pooled,48,0.8974068110570699,0.8555555555555556,0.8472222222222223,0.2003901191055774,0.8791666666666667,0.8791666666666667,1.6696713456276768e-17,0.8058333333333333,0.8016666666666667,-0.004166666666666685,-1.280398113756684e-05,-0.004271409019255774,-0.008333333333333248,-0.005
Pooled,Pooled,49,0.891738903468889,0.8666666666666667,0.9027777777777778,0.2924691488345464,0.8849999999999999,0.8983333333333334,0.013333333333333334,0.9066666666666667,0.9191666666666667,0.012500000000000034,0.01319886779153935,0.01252873792054678,0.03611111111111104,0.004166666666666667
Pooled,Pooled,5,0.8030057505821896,0.8305555555555556,0.8194444444444445,0.1100163174172242,0.885,0.8833333333333333,-0.0016666666666666666,0.7575000000000001,0.7583333333333333,0.0008333333333333478,-0.0016063666850931,0.0003879125965530377,-0.011111111111111072,-0.015000000000000001
Pooled,Pooled,50,0.9161020311680558,0.9444444444444444,0.9583333333333333,0.2900657542049885,0.9408333333333334,0.9391666666666667,-0.001666666666666667,0.95,0.9508333333333334,0.0008333333333332999,-0.0016734848131558166,0.0008249328373659992,0.013888888888888895,-0.005
Pooled,Pooled,6,0.7803542682993403,0.7666666666666667,0.7944444444444445,0.21114814405639964,0.875,0.875,-1.6479873021779667e-17,0.8866666666666667,0.905,0.018333333333333295,4.348731326879983e-05,0.018548418617826367,0.027777777777777735,-0.004999999999999999
Pooled,Pooled,7,0.8729367749927253,0.8416666666666668,0.8361111111111111,0.1855664327740669,0.7566666666666666,0.7516666666666667,-0.005,0.8125,0.8125,0.0,-0.0054276465625156,-0.000355933455851267,-0.005555555555555591,-0.011666666666666665
Pooled,Pooled,9,0.7595948655925704,0.6222222222222222,0.6388888888888888,0.15295116975903508,0.7108333333333334,0.6983333333333334,-0.012500000000000016,0.6158333333333333,0.62,0.00416666666666665,-0.011814132438042434,0.007139829095571966,0.016666666666666663,-0.024166666666666666
