backbone,fold,seed,subject_id,target_seen_by_anchor,adaptation_session,S2_or_S3_used_for_training_or_selection,selected_lr,best_epoch_S1_validation,parameter_relative_change,anchor_S1_validation_confidence,anchor_S1_validation_BA,adapted_S1_validation_BA,n_S2,anchor_S2_BA,adapted_S2_BA,Delta_S2_BA,anchor_S2_macro_F1,adapted_S2_macro_F1,Delta_S2_macro_F1,n_S3,anchor_S3_BA,adapted_S3_BA,Delta_S3_BA,anchor_S3_macro_F1,adapted_S3_macro_F1,Delta_S3_macro_F1
EEGConformer,0,1,5,False,S1,False,0.001,10,0.10841977596282959,0.8071834370791575,0.9,0.8,200,0.885,0.86,-0.025000000000000022,0.8847666524712543,0.8590982286634461,-0.025668423807808205,200,0.745,0.75,0.0050000000000000044,0.7444825772188681,0.7457023700539112,0.001219792835043032
EEGConformer,0,2,5,False,S1,False,0.001,10,0.11747180670499802,0.7487850918186536,0.8166666666666667,0.8166666666666667,200,0.8500000000000001,0.875,0.02499999999999991,0.8494580489763148,0.8749218261413383,0.02546377716502346,200,0.755,0.755,0.0,0.7549448625940837,0.7549938748468712,4.901225278752808e-05
EEGConformer,3,0,6,False,S1,False,0.001,17,0.2277234047651291,0.7416645308675722,0.8,0.8166666666666667,200,0.86,0.865,0.0050000000000000044,0.8582852515436785,0.8634950327359134,0.005209781192234919,200,0.8600000000000001,0.875,0.014999999999999902,0.8596491228070176,0.8747463613817982,0.015097238574780625
EEGConformer,3,1,6,False,S1,False,0.001,10,0.12145829200744629,0.9219452684845385,0.7166666666666667,0.7166666666666667,200,0.885,0.87,-0.015000000000000013,0.8847666524712543,0.8691626409017714,-0.015604011569482878,200,0.8600000000000001,0.89,0.029999999999999916,0.8594941790445605,0.8899009108197378,0.030406731775177276
EEGConformer,3,2,6,False,S1,False,0.001,48,0.48108845949172974,0.7138219413652173,0.6166666666666667,0.75,200,0.835,0.855,0.020000000000000018,0.8327886296268147,0.8536794571003304,0.020890827473515783,200,0.825,0.885,0.06000000000000005,0.8242574878863197,0.8849971249281232,0.06073963704180352
EEGConformer,4,0,7,False,S1,False,0.001,38,0.2911926507949829,0.8873517809116458,0.7833333333333333,0.8,200,0.77,0.75,-0.020000000000000018,0.7694235588972431,0.7498999599839936,-0.019523598913249507,200,0.81,0.81,0.0,0.8087761674718197,0.809313528703332,0.0005373612315122678
EEGConformer,4,1,7,False,S1,False,0.001,34,0.3869049847126007,0.9108141858052872,0.8333333333333333,0.8166666666666667,200,0.74,0.735,-0.0050000000000000044,0.74,0.7325865940109488,-0.007413405989051158,200,0.8,0.7949999999999999,-0.0050000000000001155,0.7999799979998,0.7941302000954031,-0.005849797904396881
EEGConformer,4,2,7,False,S1,False,0.001,10,0.13478326797485352,0.8876427313298975,0.8500000000000001,0.8500000000000001,200,0.78,0.78,0.0,0.7796474358974359,0.7799119647859143,0.00026452888847838807,200,0.835,0.855,0.020000000000000018,0.8346651970239736,0.8549093183239524,0.02024412129997888
EEGConformer,2,0,9,False,S1,False,0.001,21,0.2312072366476059,0.7333192021601533,0.5333333333333333,0.5166666666666666,200,0.71,0.7150000000000001,0.0050000000000001155,0.7099709970997099,0.7146504467973267,0.0046794496976168,200,0.595,0.61,0.015000000000000013,0.5947467166979362,0.609375,0.014628283302063783
EEGConformer,2,1,9,False,S1,False,0.001,10,0.11916564404964447,0.8351470182918396,0.6499999999999999,0.6666666666666666,200,0.715,0.715,0.0,0.7111803602644979,0.714935860568628,0.003755500304130077,200,0.645,0.635,-0.010000000000000009,0.6410424934907354,0.6349908747718693,-0.006051618718866059
EEGConformer,2,2,9,False,S1,False,0.001,11,0.13453854620456696,0.8320018232646919,0.7166666666666666,0.7333333333333334,200,0.7250000000000001,0.7050000000000001,-0.020000000000000018,0.7241656009428521,0.7046381817726715,-0.019527419170180638,200,0.6000000000000001,0.63,0.029999999999999916,0.5989974937343359,0.6276167471819646,0.028619253447628723
EEGConformer,1,0,11,False,S1,False,0.001,50,0.5004259347915649,0.8895895419708272,0.9,0.9,200,0.79,0.76,-0.030000000000000027,0.7889659330720531,0.7580401250126021,-0.030925808059451,200,0.6950000000000001,0.73,0.03499999999999992,0.6927803379416282,0.7260551948051948,0.03327485686356657
EEGConformer,1,1,11,False,S1,False,0.001,10,0.11521309614181519,0.9409167346729671,0.9166666666666667,0.9333333333333333,200,0.81,0.8049999999999999,-0.0050000000000001155,0.8099239695878351,0.8047608320192235,-0.005163137568611531,200,0.69,0.705,0.015000000000000013,0.6874684948079444,0.6995238216495633,0.012055326841618919
EEGConformer,1,2,11,False,S1,False,0.001,50,0.3771384358406067,0.885891474132433,0.8500000000000001,0.8833333333333333,200,0.77,0.8200000000000001,0.050000000000000044,0.7666396103896104,0.8199279711884754,0.05328836079886501,200,0.675,0.6950000000000001,0.020000000000000018,0.6731615336266499,0.6943811217715875,0.02121958814493763
EEGConformer,4,0,12,False,S1,False,0.001,13,0.1552700400352478,0.7347490885128956,0.6,0.5833333333333333,200,0.55,0.54,-0.010000000000000009,0.5495946351716545,0.539585627064358,-0.010009008107296546,200,0.73,0.75,0.020000000000000018,0.72997299729973,0.7487689679429204,0.018795970643190385
EEGConformer,4,1,12,False,S1,False,0.001,20,0.24232889711856842,0.7251424926842843,0.5333333333333333,0.55,200,0.555,0.5349999999999999,-0.02000000000000013,0.5509472993768763,0.5340564643402891,-0.01689083503658717,200,0.755,0.725,-0.030000000000000027,0.7542566262945409,0.7248280175109443,-0.029428608783596655
EEGConformer,4,2,12,False,S1,False,0.001,16,0.20682568848133087,0.7568556907007326,0.6,0.6166666666666667,200,0.515,0.54,0.025000000000000022,0.5084999113273035,0.5377349010149733,0.0292349896876698,200,0.725,0.7250000000000001,1.1102230246251565e-16,0.7219343259435274,0.7238331952499311,0.0018988693064037054
EEGConformer,1,0,13,False,S1,False,0.001,50,0.548335075378418,0.9262927708777087,0.9666666666666667,0.9666666666666667,200,0.56,0.595,0.03499999999999992,0.5598239295718287,0.5949898747468687,0.035165945175040014,200,0.845,0.865,0.020000000000000018,0.8443423464135975,0.8637705290244456,0.01942818261084811
EEGConformer,1,1,13,False,S1,False,0.001,27,0.32946354150772095,0.9589530741556742,0.9333333333333333,0.9666666666666667,200,0.515,0.505,-0.010000000000000009,0.5135284234810301,0.5048885999349854,-0.008639823546044756,200,0.855,0.865,0.010000000000000009,0.8541797611565054,0.8645903859174001,0.010410624760894716
EEGConformer,1,2,13,False,S1,False,0.001,12,0.10908365994691849,0.9300785721784076,0.8666666666666667,0.9166666666666667,200,0.615,0.5800000000000001,-0.03499999999999992,0.6147592245153221,0.5757575757575757,-0.039001648757746366,200,0.86,0.88,0.020000000000000018,0.8599859985998599,0.8796992481203008,0.019713249520440845
EEGConformer,4,0,14,False,S1,False,0.001,15,0.17982621490955353,0.7044588528297823,0.7,0.7166666666666666,200,0.45999999999999996,0.49,0.030000000000000027,0.4595135622059854,0.49,0.03048643779401461,200,0.585,0.565,-0.020000000000000018,0.5826524198617222,0.5647279549718573,-0.017924464889864877
EEGConformer,4,1,14,False,S1,False,0.001,16,0.16447745263576508,0.6831324600201297,0.6,0.6166666666666667,200,0.52,0.52,0.0,0.5141208624354692,0.5057151683657708,-0.008405694069698377,200,0.575,0.56,-0.014999999999999902,0.5749043534795328,0.5578333835795397,-0.017070969899993127
EEGConformer,4,2,14,False,S1,False,0.001,10,0.12011438608169556,0.7316349363739681,0.5666666666666667,0.6333333333333333,200,0.52,0.53,0.010000000000000009,0.5073891625615763,0.5295766189570613,0.022187456395485028,200,0.59,0.605,0.015000000000000013,0.5792282430213465,0.6047529706066291,0.02552472758528268
EEGConformer,0,0,16,False,S1,False,0.001,25,0.31022924184799194,0.7193975949814173,0.5333333333333333,0.5833333333333333,200,0.5349999999999999,0.5800000000000001,0.04500000000000015,0.5340564643402891,0.5796216594935442,0.04556519515325508,200,0.55,0.53,-0.020000000000000018,0.5495946351716545,0.53,-0.019594635171654495
EEGConformer,0,1,16,False,S1,False,0.001,18,0.18709200620651245,0.6988825365532944,0.5,0.5,200,0.5800000000000001,0.56,-0.020000000000000018,0.5793269230769231,0.5564068958564372,-0.022920027220485917,200,0.5449999999999999,0.565,0.020000000000000018,0.54242614707731,0.5641173376086576,0.021691190531347604
EEGConformer,0,2,16,False,S1,False,0.001,13,0.13692937791347504,0.5954273325663823,0.6,0.65,200,0.505,0.535,0.030000000000000027,0.5043928812795675,0.5276190476190477,0.02322616633948016,200,0.52,0.525,0.0050000000000000044,0.5198079231692677,0.5186339337741633,-0.00117398939510438
EEGConformer,4,0,17,False,S1,False,0.001,12,0.10774754732847214,0.7629433921331356,0.7833333333333333,0.7833333333333334,200,0.81,0.815,0.004999999999999893,0.8095238095238095,0.8146246148450612,0.005100805321251678,200,0.79,0.76,-0.030000000000000027,0.78997899789979,0.7593984962406015,-0.030580501659188464
EEGConformer,4,1,17,False,S1,False,0.001,32,0.38627567887306213,0.8142067646159413,0.75,0.7666666666666666,200,0.845,0.8300000000000001,-0.014999999999999902,0.8449030644152595,0.8297275641025641,-0.015175500312695434,200,0.78,0.78,0.0,0.77997799779978,0.7799119647859143,-6.603301386576277e-05
EEGConformer,4,2,17,False,S1,False,0.001,50,0.3525112271308899,0.8731392538765294,0.6833333333333333,0.7,200,0.845,0.8500000000000001,0.0050000000000001155,0.843871975019516,0.849624060150376,0.005752085130859896,200,0.8300000000000001,0.855,0.02499999999999991,0.8295739348370927,0.8549963749093727,0.025422440072280006
EEGConformer,1,0,18,False,S1,False,0.001,21,0.24424389004707336,0.7386984527810275,0.5833333333333333,0.55,200,0.665,0.65,-0.015000000000000013,0.6649916247906198,0.6498599439775911,-0.015131680813028736,200,0.615,0.63,0.015000000000000013,0.613831841319993,0.6254681647940075,0.011636323474014443
EEGConformer,1,1,18,False,S1,False,0.001,49,0.59633469581604,0.7730844992852991,0.4666666666666667,0.48333333333333334,200,0.6950000000000001,0.675,-0.020000000000000018,0.6937059074590144,0.6726347863312432,-0.02107112112777121,200,0.605,0.6,-0.0050000000000000044,0.6027655562539284,0.5931237920862578,-0.009641764167670597
EEGConformer,1,2,18,False,S1,False,0.001,11,0.12201201170682907,0.7018434899551145,0.5166666666666666,0.5333333333333333,200,0.675,0.665,-0.010000000000000009,0.6740138920233707,0.6625620105260508,-0.011451881497319905,200,0.595,0.61,0.015000000000000013,0.5904850982077403,0.607487922705314,0.017002824497573732
EEGConformer,0,0,19,False,S1,False,0.001,14,0.17738239467144012,0.6947063336365155,0.5333333333333333,0.5833333333333333,200,0.975,0.975,0.0,0.9749943737340903,0.9749843652282677,-1.0008505822556302e-05,200,0.9450000000000001,0.935,-0.010000000000000009,0.9449656035021888,0.9349853717086345,-0.00998023179355434
EEGConformer,0,1,19,False,S1,False,0.001,10,0.10103380680084229,0.6598934364847705,0.5,0.43333333333333335,200,0.96,0.965,0.0050000000000000044,0.96,0.9649991249781245,0.004999124978124492,200,0.9199999999999999,0.925,0.0050000000000001155,0.9199279351416274,0.9249080123150859,0.004980077173458497
EEGConformer,0,2,19,False,S1,False,0.001,21,0.15844537317752838,0.5980184825385378,0.5833333333333333,0.6166666666666667,200,0.97,0.98,0.010000000000000009,0.97,0.9799979997999799,0.00999799979997995,200,0.95,0.955,0.0050000000000000044,0.9499799919967987,0.9549988749718743,0.005018882975075578
EEGConformer,0,0,21,False,S1,False,0.001,50,0.5688323974609375,0.8450778350697562,0.8,0.8166666666666667,200,0.855,0.85,-0.0050000000000000044,0.8549963749093727,0.84998499849985,-0.005011376409522761,200,0.875,0.875,0.0,0.8749968749218731,0.8749218261413383,-7.504878053476993e-05
EEGConformer,0,1,21,False,S1,False,0.001,18,0.14366105198860168,0.8215213841279659,0.8500000000000001,0.8333333333333333,200,0.8200000000000001,0.84,0.019999999999999907,0.8193496587715776,0.83998399839984,0.020634339628262333,200,0.865,0.85,-0.015000000000000013,0.864726070292342,0.85,-0.014726070292342075
EEGConformer,0,2,21,False,S1,False,0.001,14,0.10409683734178543,0.7172068394637441,0.7833333333333333,0.75,200,0.8300000000000001,0.835,0.004999999999999893,0.8299319727891157,0.8334973132521002,0.003565340462984512,200,0.825,0.865,0.040000000000000036,0.8248905565978737,0.8645903859174001,0.039699829319526425
EEGConformer,2,0,22,False,S1,False,0.001,10,0.12759464979171753,0.8521743363118868,0.6499999999999999,0.6499999999999999,200,0.815,0.8200000000000001,0.0050000000000001155,0.8149583656322672,0.8198378540686617,0.004879488436394519,200,0.78,0.785,0.0050000000000000044,0.7798018216394755,0.7849946248656217,0.0051928032261461254
EEGConformer,2,1,22,False,S1,False,0.001,47,0.5538761019706726,0.9016613312763315,0.65,0.65,200,0.81,0.8,-0.010000000000000009,0.8099239695878351,0.7992773986350863,-0.01064657095274879,200,0.73,0.73,0.0,0.72997299729973,0.7293233082706767,-0.0006496890290532686
EEGConformer,2,2,22,False,S1,False,0.001,18,0.2155611664056778,0.8445341857787729,0.6333333333333333,0.6166666666666667,200,0.83,0.8300000000000001,1.1102230246251565e-16,0.8299829982998299,0.8289049919484701,-0.0010780063513597948,200,0.75,0.75,0.0,0.74997499749975,0.7479584635547938,-0.002016533944956267
EEGConformer,3,0,23,False,S1,False,0.001,30,0.15496648848056793,0.8283073012897986,0.8833333333333333,0.8500000000000001,200,0.965,0.9450000000000001,-0.019999999999999907,0.9649921232277263,0.9449876222149984,-0.020004501012727882,200,0.96,0.96,0.0,0.9599639675708138,0.959983993597439,2.002602662520836e-05
EEGConformer,3,1,23,False,S1,False,0.001,10,0.12596526741981506,0.8226624389725941,0.8833333333333333,0.8333333333333334,200,0.95,0.94,-0.010000000000000009,0.9499799919967987,0.9399459513562206,-0.010034040640578112,200,0.9450000000000001,0.97,0.02499999999999991,0.9448331201885705,0.9699729756781104,0.025139855489539897
EEGConformer,3,2,23,False,S1,False,0.001,31,0.24712449312210083,0.7750244255326428,0.7833333333333333,0.8833333333333333,200,0.94,0.95,0.010000000000000009,0.9399759903961584,0.9499949994999499,0.010019009103791499,200,0.9650000000000001,0.975,0.009999999999999898,0.9649570724137068,0.9749943737340903,0.010037301320383496
EEGConformer,3,0,24,False,S1,False,0.001,50,0.46073099970817566,0.9516213545956319,0.95,0.9333333333333333,199,0.9194444444444444,0.9346464646464646,0.015202020202020217,0.9194983818770226,0.9346667676844205,0.015168385807397877,195,0.9288194444444444,0.9232954545454546,-0.005523989898989834,0.9281578947368421,0.9230769230769231,-0.0050809716599189425
EEGConformer,3,1,24,False,S1,False,0.001,10,0.12264052033424377,0.9362386137969241,0.9166666666666667,0.8833333333333333,199,0.9447979797979797,0.9497979797979798,0.0050000000000000044,0.9447180341945097,0.9497474747474748,0.005029440552965059,195,0.9278724747474747,0.9384469696969697,0.010574494949495028,0.9281124921002739,0.9384469696969697,0.010334477596695812
EEGConformer,3,2,24,False,S1,False,0.001,50,0.4865288734436035,0.9222601572921157,0.9,0.9666666666666667,199,0.9092929292929293,0.9246464646464647,0.015353535353535452,0.9092705167173252,0.9246231155778895,0.015352598860564282,195,0.9034090909090909,0.9081439393939394,0.004734848484848508,0.9023998314059166,0.9076704545454546,0.005270623139537967
EEGConformer,2,0,25,False,S1,False,0.001,10,0.11337030678987503,0.9361027274540952,0.9166666666666667,0.9166666666666667,200,0.875,0.895,0.020000000000000018,0.8749968749218731,0.8949763696831787,0.01997949476130567,200,0.965,0.97,0.0050000000000000044,0.9649991249781245,0.97,0.005000875021875517
EEGConformer,2,1,25,False,S1,False,0.001,50,0.5075966715812683,0.9305230202131906,0.95,0.9666666666666667,200,0.92,0.925,0.0050000000000000044,0.91999199919992,0.9249981249531238,0.005006125753203805,200,0.975,0.975,0.0,0.9749993749843746,0.9749943737340903,-5.001250284353276e-06
EEGConformer,2,2,25,False,S1,False,0.001,25,0.27594420313835144,0.9132519925894177,0.9666666666666667,0.9833333333333334,200,0.875,0.885,0.010000000000000009,0.8746207277012964,0.8847666524712543,0.010145924769957904,200,0.97,0.965,-0.0050000000000000044,0.96999699969997,0.9649991249781245,-0.004997874721845541
EEGConformer,2,0,26,False,S1,False,0.001,11,0.09392393380403519,0.7719499702564321,0.7833333333333333,0.7666666666666666,200,0.86,0.915,0.05500000000000005,0.8590982286634461,0.9149978749468737,0.055899646283427584,200,0.725,0.6599999999999999,-0.06500000000000006,0.7246627118219819,0.6486151302190988,-0.07604758160288316
EEGConformer,2,1,26,False,S1,False,0.001,10,0.11703548580408096,0.8577417063713618,0.8500000000000001,0.8166666666666667,200,0.855,0.8600000000000001,0.0050000000000001155,0.8545600441335038,0.8593106220480353,0.004750577914531484,200,0.775,0.76,-0.015000000000000013,0.7719844949456562,0.7544757033248082,-0.017508791620848063
EEGConformer,2,2,26,False,S1,False,0.001,50,0.4029042720794678,0.8825205604071957,0.8666666666666667,0.8666666666666667,200,0.855,0.8400000000000001,-0.014999999999999902,0.8545600441335038,0.8395989974937343,-0.014961046639769493,200,0.75,0.74,-0.010000000000000009,0.7474747474747474,0.7362012987012987,-0.011273448773448713
EEGConformer,1,0,27,False,S1,False,0.001,18,0.16767022013664246,0.6734516231714403,0.4,0.45,200,0.515,0.485,-0.030000000000000027,0.5140158821613768,0.4792588285851513,-0.03475705357622555,200,0.575,0.5900000000000001,0.015000000000000124,0.5599389091662137,0.5866518802298619,0.026712971063648228
EEGConformer,1,1,27,False,S1,False,0.001,18,0.17572470009326935,0.7063170853427927,0.43333333333333335,0.4666666666666667,200,0.56,0.5449999999999999,-0.015000000000000124,0.5578333835795397,0.5270147353101692,-0.03081864826937053,200,0.61,0.615,0.0050000000000000044,0.60984393757503,0.6098401357959008,-3.8017791291755643e-06
EEGConformer,1,2,27,False,S1,False,0.001,22,0.14432935416698456,0.7338928604157484,0.5166666666666667,0.5333333333333333,200,0.495,0.495,0.0,0.46807109940750496,0.49438061625491225,0.026309516847407288,200,0.625,0.64,0.015000000000000013,0.6030800984361355,0.6398559423769508,0.036775843940815234
EEGConformer,0,0,28,False,S1,False,0.001,10,0.1053847000002861,0.875838392162948,0.9166666666666667,0.9,200,0.725,0.725,0.0,0.7249931248281207,0.7249931248281207,0.0,200,0.655,0.6599999999999999,0.004999999999999893,0.6539532084555781,0.6596937243519168,0.005740515896338616
EEGConformer,0,1,28,False,S1,False,0.001,10,0.07438519597053528,0.8378115639023396,0.9333333333333333,0.9333333333333333,200,0.725,0.8049999999999999,0.07999999999999996,0.7190939503051661,0.8049561151259033,0.08586216482073716,200,0.66,0.6950000000000001,0.03500000000000003,0.6353496353496353,0.6909123153707786,0.055562680021143285
EEGConformer,0,2,28,False,S1,False,0.001,13,0.09180709719657898,0.8033543647520567,0.8500000000000001,0.9666666666666667,200,0.6699999999999999,0.8049999999999999,0.135,0.6624040920716112,0.8032240974797548,0.14082000540814354,200,0.665,0.76,0.09499999999999997,0.6612654516039334,0.7558742752517547,0.0946088236478213
EEGConformer,2,0,29,False,S1,False,0.001,17,0.16782987117767334,0.6988601244601012,0.6,0.65,200,0.7050000000000001,0.7,-0.0050000000000001155,0.6956802063185041,0.6956168831168831,-6.33232016210572e-05,200,0.745,0.73,-0.015000000000000013,0.7415824276050771,0.7293233082706767,-0.012259119334400381
EEGConformer,2,1,29,False,S1,False,0.001,32,0.401750773191452,0.8375046681433344,0.55,0.6166666666666667,200,0.76,0.76,0.0,0.7570604312177346,0.7564935064935066,-0.0005669247242280351,200,0.845,0.865,0.020000000000000018,0.8449961249031226,0.8649155722326454,0.019919447329522777
EEGConformer,2,2,29,False,S1,False,0.001,45,0.5441578030586243,0.8033932802653851,0.55,0.5666666666666667,200,0.75,0.7050000000000001,-0.04499999999999993,0.749096748293858,0.6986644194182691,-0.050432328875588905,200,0.865,0.84,-0.025000000000000022,0.864726070292342,0.8383838383838383,-0.02634223190850371
EEGConformer,3,0,30,False,S1,False,0.001,10,0.13281859457492828,0.9632877997332786,0.95,0.95,200,0.97,0.97,0.0,0.96999699969997,0.9699879951980792,-9.004501890785832e-06,200,0.87,0.855,-0.015000000000000013,0.8698828946051447,0.8545600441335038,-0.015322850471640836
EEGConformer,3,1,30,False,S1,False,0.001,50,0.5001933574676514,0.9234755969667842,0.9166666666666667,0.9666666666666667,200,0.9550000000000001,0.975,0.019999999999999907,0.9549448073890516,0.9749943737340903,0.020049566345038627,200,0.765,0.85,0.08499999999999996,0.7628598097832942,0.85,0.08714019021670583
EEGConformer,3,2,30,False,S1,False,0.001,10,0.12514136731624603,0.963186281924585,0.9833333333333334,0.9833333333333334,200,0.975,0.985,0.010000000000000009,0.9749943737340903,0.9849996249906248,0.010005251256534509,200,0.915,0.905,-0.010000000000000009,0.9149978749468737,0.9047117530529852,-0.010286121893888445
EEGConformer,3,0,31,False,S1,False,0.001,15,0.19731958210468292,0.817365010037829,0.6499999999999999,0.6166666666666667,200,0.56,0.56,0.0,0.5546107905658468,0.5535714285714286,-0.0010393619944182309,200,0.5650000000000001,0.5650000000000001,0.0,0.5601506610379433,0.5591700235616022,-0.0009806374763411396
EEGConformer,3,1,31,False,S1,False,0.001,20,0.22019310295581818,0.8202244163745288,0.5166666666666666,0.6,200,0.6399999999999999,0.5900000000000001,-0.04999999999999982,0.6386993175431553,0.5710848415106182,-0.06761447603253712,200,0.585,0.56,-0.02499999999999991,0.5733854180051914,0.5164835164835164,-0.05690190152167496
EEGConformer,3,2,31,False,S1,False,0.001,45,0.4636467695236206,0.8155386138312799,0.6666666666666667,0.6499999999999999,200,0.595,0.615,0.020000000000000018,0.5904850982077403,0.6128221244500314,0.022337026242291058,200,0.545,0.525,-0.020000000000000018,0.5377777777777777,0.5215431492533555,-0.016234628524422146
EEGConformer,4,0,32,False,S1,False,0.001,36,0.4347081482410431,0.7196652733690528,0.6833333333333333,0.7,199,0.5878787878787879,0.5524242424242425,-0.035454545454545405,0.5878460295009093,0.5505392716660322,-0.037306757834877025,200,0.63,0.605,-0.025000000000000022,0.6294070512820513,0.6049901247531189,-0.02441692652893246
EEGConformer,4,1,32,False,S1,False,0.001,50,0.54572594165802,0.710011167386312,0.6333333333333333,0.6666666666666667,199,0.5724747474747475,0.5935858585858586,0.02111111111111108,0.5700851442368788,0.5869570787956437,0.0168719345587649,200,0.63,0.605,-0.025000000000000022,0.6269785260610949,0.6041985019664822,-0.022780024094612772
EEGConformer,4,2,32,False,S1,False,0.001,30,0.37084561586380005,0.7821021220034823,0.5833333333333333,0.6166666666666667,199,0.5385858585858585,0.5482323232323233,0.009646464646464792,0.5229309985407546,0.5435779816513762,0.02064698311062152,200,0.63,0.6,-0.030000000000000027,0.63,0.595959595959596,-0.03404040404040398
EEGConformer,0,0,33,False,S1,False,0.001,50,0.33776623010635376,0.9086393981855657,0.9666666666666667,0.9666666666666667,200,0.935,0.94,0.004999999999999893,0.9349853717086345,0.9399459513562206,0.004960579647586116,200,0.9550000000000001,0.95,-0.0050000000000001155,0.9549718574108819,0.9499198717948718,-0.005051985616010057
EEGConformer,0,1,33,False,S1,False,0.001,10,0.07911619544029236,0.9187804136968888,0.95,0.9666666666666667,200,0.95,0.965,0.015000000000000013,0.9499799919967987,0.9649921232277263,0.015012131230927594,200,0.96,0.96,0.0,0.96,0.959983993597439,-1.600640256094188e-05
EEGConformer,0,2,33,False,S1,False,0.001,50,0.3694297671318054,0.8370873882471846,0.8833333333333333,0.9166666666666667,200,0.92,0.905,-0.015000000000000013,0.92,0.9048834822657756,-0.0151165177342244,200,0.94,0.9299999999999999,-0.010000000000000009,0.93999399939994,0.9299929992999301,-0.010001000100009927
EEGConformer,2,0,34,False,S1,False,0.001,50,0.49411967396736145,0.7124088410431708,0.5,0.5833333333333333,200,0.41000000000000003,0.41500000000000004,0.0050000000000000044,0.4085213032581454,0.41486834537771,0.006347042119564605,200,0.45,0.54,0.09000000000000002,0.44862155388471175,0.5353535353535354,0.0867319814688236
EEGConformer,2,1,34,False,S1,False,0.001,10,0.12259089201688766,0.7220973236611338,0.55,0.5666666666666667,200,0.49,0.5,0.010000000000000009,0.4891826923076923,0.4995495946351717,0.010366902327479388,200,0.545,0.545,0.0,0.544897601960441,0.5449886247156179,9.102275517691716e-05
