Future_BA,Model,Task,WS_BA,fold,seed,selector,subject_id
0.71234375,TeCh,OpenBMI_MI,0.6021875,0,0,RANDOM,36
0.62046875,TeCh,OpenBMI_MI,0.55953125,0,0,RANDOM,37
0.59109375,TeCh,OpenBMI_MI,0.57984375,0,0,RANDOM,39
0.53203125,TeCh,OpenBMI_MI,0.504375,0,0,RANDOM,42
0.555625,TeCh,OpenBMI_MI,0.525,0,0,RANDOM,51
0.534375,TeCh,OpenBMI_MI,0.5071875,0,0,RANDOM,54
0.703125,TeCh,OpenBMI_MI,0.5,1,0,PERSISTENCE_ONLY,4
0.65625,TeCh,OpenBMI_MI,0.65625,1,0,PERSISTENCE_ONLY,12
0.671875,TeCh,OpenBMI_MI,0.671875,1,0,PERSISTENCE_ONLY,13
0.609375,TeCh,OpenBMI_MI,0.609375,1,0,PERSISTENCE_ONLY,17
0.609375,TeCh,OpenBMI_MI,0.609375,1,0,PERSISTENCE_ONLY,18
0.484375,TeCh,OpenBMI_MI,0.484375,1,0,PERSISTENCE_ONLY,24
1.0,TeCh,OpenBMI_MI,0.734375,1,0,PERSISTENCE_ONLY,25
0.5625,TeCh,OpenBMI_MI,0.5625,1,0,PERSISTENCE_ONLY,29
0.65625,TeCh,OpenBMI_MI,0.640625,1,0,PERSISTENCE_ONLY,36
0.640625,TeCh,OpenBMI_MI,0.609375,1,0,PERSISTENCE_ONLY,37
0.609375,TeCh,OpenBMI_MI,0.609375,1,0,PERSISTENCE_ONLY,39
0.609375,TeCh,OpenBMI_MI,0.609375,1,0,PERSISTENCE_ONLY,42
0.734375,TeCh,OpenBMI_MI,0.734375,1,0,PERSISTENCE_ONLY,51
0.6875,TeCh,OpenBMI_MI,0.671875,1,0,PERSISTENCE_ONLY,54
0.765625,TeCh,OpenBMI_MI,0.53125,1,0,UTILITY_ONLY,4
0.765625,TeCh,OpenBMI_MI,0.71875,1,0,UTILITY_ONLY,12
0.65625,TeCh,OpenBMI_MI,0.65625,1,0,UTILITY_ONLY,13
0.5,TeCh,OpenBMI_MI,0.5,1,0,UTILITY_ONLY,17
0.671875,TeCh,OpenBMI_MI,0.671875,1,0,UTILITY_ONLY,18
0.5625,TeCh,OpenBMI_MI,0.5625,1,0,UTILITY_ONLY,24
0.9375,TeCh,OpenBMI_MI,0.734375,1,0,UTILITY_ONLY,25
0.71875,TeCh,OpenBMI_MI,0.703125,1,0,UTILITY_ONLY,29
0.828125,TeCh,OpenBMI_MI,0.828125,1,0,UTILITY_ONLY,36
0.703125,TeCh,OpenBMI_MI,0.65625,1,0,UTILITY_ONLY,37
0.75,TeCh,OpenBMI_MI,0.703125,1,0,UTILITY_ONLY,39
0.640625,TeCh,OpenBMI_MI,0.609375,1,0,UTILITY_ONLY,42
0.625,TeCh,OpenBMI_MI,0.625,1,0,UTILITY_ONLY,51
0.734375,TeCh,OpenBMI_MI,0.65625,1,0,UTILITY_ONLY,54
0.765625,TeCh,OpenBMI_MI,0.53125,1,0,JOINT,4
0.765625,TeCh,OpenBMI_MI,0.71875,1,0,JOINT,12
0.65625,TeCh,OpenBMI_MI,0.65625,1,0,JOINT,13
0.5,TeCh,OpenBMI_MI,0.5,1,0,JOINT,17
0.671875,TeCh,OpenBMI_MI,0.671875,1,0,JOINT,18
0.5625,TeCh,OpenBMI_MI,0.5625,1,0,JOINT,24
0.9375,TeCh,OpenBMI_MI,0.734375,1,0,JOINT,25
0.71875,TeCh,OpenBMI_MI,0.703125,1,0,JOINT,29
0.828125,TeCh,OpenBMI_MI,0.828125,1,0,JOINT,36
0.703125,TeCh,OpenBMI_MI,0.65625,1,0,JOINT,37
0.75,TeCh,OpenBMI_MI,0.703125,1,0,JOINT,39
0.640625,TeCh,OpenBMI_MI,0.609375,1,0,JOINT,42
0.625,TeCh,OpenBMI_MI,0.625,1,0,JOINT,51
0.734375,TeCh,OpenBMI_MI,0.65625,1,0,JOINT,54
0.666875,TeCh,OpenBMI_MI,0.58453125,1,0,RANDOM,4
0.65140625,TeCh,OpenBMI_MI,0.62078125,1,0,RANDOM,12
0.573125,TeCh,OpenBMI_MI,0.561875,1,0,RANDOM,13
0.55,TeCh,OpenBMI_MI,0.53015625,1,0,RANDOM,17
0.62140625,TeCh,OpenBMI_MI,0.588125,1,0,RANDOM,18
0.526875,TeCh,OpenBMI_MI,0.51921875,1,0,RANDOM,24
0.79703125,TeCh,OpenBMI_MI,0.65515625,1,0,RANDOM,25
0.641875,TeCh,OpenBMI_MI,0.60484375,1,0,RANDOM,29
0.77015625,TeCh,OpenBMI_MI,0.68203125,1,0,RANDOM,36
0.63578125,TeCh,OpenBMI_MI,0.58203125,1,0,RANDOM,37
0.63453125,TeCh,OpenBMI_MI,0.625,1,0,RANDOM,39
0.585625,TeCh,OpenBMI_MI,0.5353125,1,0,RANDOM,42
0.634375,TeCh,OpenBMI_MI,0.61203125,1,0,RANDOM,51
0.62859375,TeCh,OpenBMI_MI,0.5928125,1,0,RANDOM,54
0.578125,TeCh,OpenBMI_MI,0.578125,2,0,PERSISTENCE_ONLY,4
0.59375,TeCh,OpenBMI_MI,0.59375,2,0,PERSISTENCE_ONLY,12
0.671875,TeCh,OpenBMI_MI,0.578125,2,0,PERSISTENCE_ONLY,13
0.53125,TeCh,OpenBMI_MI,0.53125,2,0,PERSISTENCE_ONLY,17
0.671875,TeCh,OpenBMI_MI,0.671875,2,0,PERSISTENCE_ONLY,18
0.609375,TeCh,OpenBMI_MI,0.609375,2,0,PERSISTENCE_ONLY,24
0.484375,TeCh,OpenBMI_MI,0.484375,2,0,PERSISTENCE_ONLY,25
0.59375,TeCh,OpenBMI_MI,0.484375,2,0,PERSISTENCE_ONLY,29
0.65625,TeCh,OpenBMI_MI,0.65625,2,0,PERSISTENCE_ONLY,36
0.59375,TeCh,OpenBMI_MI,0.578125,2,0,PERSISTENCE_ONLY,37
0.53125,TeCh,OpenBMI_MI,0.53125,2,0,PERSISTENCE_ONLY,39
0.53125,TeCh,OpenBMI_MI,0.53125,2,0,PERSISTENCE_ONLY,42
0.578125,TeCh,OpenBMI_MI,0.578125,2,0,PERSISTENCE_ONLY,51
0.6875,TeCh,OpenBMI_MI,0.65625,2,0,PERSISTENCE_ONLY,54
0.71875,TeCh,OpenBMI_MI,0.515625,2,0,UTILITY_ONLY,4
0.65625,TeCh,OpenBMI_MI,0.65625,2,0,UTILITY_ONLY,12
0.71875,TeCh,OpenBMI_MI,0.71875,2,0,UTILITY_ONLY,13
0.609375,TeCh,OpenBMI_MI,0.609375,2,0,UTILITY_ONLY,17
0.765625,TeCh,OpenBMI_MI,0.640625,2,0,UTILITY_ONLY,18
0.625,TeCh,OpenBMI_MI,0.625,2,0,UTILITY_ONLY,24
0.9375,TeCh,OpenBMI_MI,0.734375,2,0,UTILITY_ONLY,25
0.828125,TeCh,OpenBMI_MI,0.65625,2,0,UTILITY_ONLY,29
0.859375,TeCh,OpenBMI_MI,0.828125,2,0,UTILITY_ONLY,36
0.765625,TeCh,OpenBMI_MI,0.640625,2,0,UTILITY_ONLY,37
0.734375,TeCh,OpenBMI_MI,0.734375,2,0,UTILITY_ONLY,39
0.65625,TeCh,OpenBMI_MI,0.65625,2,0,UTILITY_ONLY,42
0.78125,TeCh,OpenBMI_MI,0.78125,2,0,UTILITY_ONLY,51
0.703125,TeCh,OpenBMI_MI,0.6875,2,0,UTILITY_ONLY,54
0.71875,TeCh,OpenBMI_MI,0.515625,2,0,JOINT,4
0.65625,TeCh,OpenBMI_MI,0.65625,2,0,JOINT,12
0.71875,TeCh,OpenBMI_MI,0.71875,2,0,JOINT,13
0.609375,TeCh,OpenBMI_MI,0.609375,2,0,JOINT,17
0.765625,TeCh,OpenBMI_MI,0.640625,2,0,JOINT,18
0.625,TeCh,OpenBMI_MI,0.625,2,0,JOINT,24
0.9375,TeCh,OpenBMI_MI,0.734375,2,0,JOINT,25
0.828125,TeCh,OpenBMI_MI,0.65625,2,0,JOINT,29
0.859375,TeCh,OpenBMI_MI,0.828125,2,0,JOINT,36
0.765625,TeCh,OpenBMI_MI,0.640625,2,0,JOINT,37
0.734375,TeCh,OpenBMI_MI,0.734375,2,0,JOINT,39
0.65625,TeCh,OpenBMI_MI,0.65625,2,0,JOINT,42
0.78125,TeCh,OpenBMI_MI,0.78125,2,0,JOINT,51
0.703125,TeCh,OpenBMI_MI,0.6875,2,0,JOINT,54
0.62234375,TeCh,OpenBMI_MI,0.52875,2,0,RANDOM,4
0.65359375,TeCh,OpenBMI_MI,0.64171875,2,0,RANDOM,12
0.61875,TeCh,OpenBMI_MI,0.5890625,2,0,RANDOM,13
0.52640625,TeCh,OpenBMI_MI,0.52046875,2,0,RANDOM,17
0.654375,TeCh,OpenBMI_MI,0.6215625,2,0,RANDOM,18
0.55828125,TeCh,OpenBMI_MI,0.55046875,2,0,RANDOM,24
0.778125,TeCh,OpenBMI_MI,0.66609375,2,0,RANDOM,25
0.64125,TeCh,OpenBMI_MI,0.58234375,2,0,RANDOM,29
0.76890625,TeCh,OpenBMI_MI,0.70671875,2,0,RANDOM,36
0.64203125,TeCh,OpenBMI_MI,0.5621875,2,0,RANDOM,37
0.62640625,TeCh,OpenBMI_MI,0.61890625,2,0,RANDOM,39
0.60109375,TeCh,OpenBMI_MI,0.55796875,2,0,RANDOM,42
0.6409375,TeCh,OpenBMI_MI,0.6134375,2,0,RANDOM,51
0.67203125,TeCh,OpenBMI_MI,0.600625,2,0,RANDOM,54
0.3125,TeCh,OpenBMI_MI,0.3125,3,0,PERSISTENCE_ONLY,4
0.5,TeCh,OpenBMI_MI,0.5,3,0,PERSISTENCE_ONLY,12
0.53125,TeCh,OpenBMI_MI,0.53125,3,0,PERSISTENCE_ONLY,13
0.53125,TeCh,OpenBMI_MI,0.53125,3,0,PERSISTENCE_ONLY,17
0.546875,TeCh,OpenBMI_MI,0.546875,3,0,PERSISTENCE_ONLY,18
0.484375,TeCh,OpenBMI_MI,0.484375,3,0,PERSISTENCE_ONLY,24
0.484375,TeCh,OpenBMI_MI,0.484375,3,0,PERSISTENCE_ONLY,25
0.625,TeCh,OpenBMI_MI,0.53125,3,0,PERSISTENCE_ONLY,29
0.5,TeCh,OpenBMI_MI,0.5,3,0,PERSISTENCE_ONLY,36
0.4375,TeCh,OpenBMI_MI,0.4375,3,0,PERSISTENCE_ONLY,37
0.546875,TeCh,OpenBMI_MI,0.46875,3,0,PERSISTENCE_ONLY,39
0.578125,TeCh,OpenBMI_MI,0.546875,3,0,PERSISTENCE_ONLY,42
0.390625,TeCh,OpenBMI_MI,0.390625,3,0,PERSISTENCE_ONLY,51
0.421875,TeCh,OpenBMI_MI,0.421875,3,0,PERSISTENCE_ONLY,54
0.765625,TeCh,OpenBMI_MI,0.578125,3,0,UTILITY_ONLY,4
0.578125,TeCh,OpenBMI_MI,0.578125,3,0,UTILITY_ONLY,12
0.71875,TeCh,OpenBMI_MI,0.71875,3,0,UTILITY_ONLY,13
0.46875,TeCh,OpenBMI_MI,0.46875,3,0,UTILITY_ONLY,17
0.5625,TeCh,OpenBMI_MI,0.5625,3,0,UTILITY_ONLY,18
0.5625,TeCh,OpenBMI_MI,0.5625,3,0,UTILITY_ONLY,24
1.0,TeCh,OpenBMI_MI,0.8125,3,0,UTILITY_ONLY,25
0.671875,TeCh,OpenBMI_MI,0.578125,3,0,UTILITY_ONLY,29
0.75,TeCh,OpenBMI_MI,0.640625,3,0,UTILITY_ONLY,36
0.71875,TeCh,OpenBMI_MI,0.46875,3,0,UTILITY_ONLY,37
0.640625,TeCh,OpenBMI_MI,0.609375,3,0,UTILITY_ONLY,39
0.59375,TeCh,OpenBMI_MI,0.59375,3,0,UTILITY_ONLY,42
0.765625,TeCh,OpenBMI_MI,0.71875,3,0,UTILITY_ONLY,51
0.703125,TeCh,OpenBMI_MI,0.640625,3,0,UTILITY_ONLY,54
0.765625,TeCh,OpenBMI_MI,0.578125,3,0,JOINT,4
0.578125,TeCh,OpenBMI_MI,0.578125,3,0,JOINT,12
0.71875,TeCh,OpenBMI_MI,0.71875,3,0,JOINT,13
0.46875,TeCh,OpenBMI_MI,0.46875,3,0,JOINT,17
0.5625,TeCh,OpenBMI_MI,0.5625,3,0,JOINT,18
0.5625,TeCh,OpenBMI_MI,0.5625,3,0,JOINT,24
1.0,TeCh,OpenBMI_MI,0.8125,3,0,JOINT,25
0.671875,TeCh,OpenBMI_MI,0.578125,3,0,JOINT,29
0.75,TeCh,OpenBMI_MI,0.640625,3,0,JOINT,36
0.71875,TeCh,OpenBMI_MI,0.46875,3,0,JOINT,37
0.640625,TeCh,OpenBMI_MI,0.609375,3,0,JOINT,39
0.59375,TeCh,OpenBMI_MI,0.59375,3,0,JOINT,42
0.765625,TeCh,OpenBMI_MI,0.71875,3,0,JOINT,51
0.703125,TeCh,OpenBMI_MI,0.640625,3,0,JOINT,54
0.5884375,TeCh,OpenBMI_MI,0.5215625,3,0,RANDOM,4
0.53859375,TeCh,OpenBMI_MI,0.5328125,3,0,RANDOM,12
0.5540625,TeCh,OpenBMI_MI,0.5265625,3,0,RANDOM,13
0.55171875,TeCh,OpenBMI_MI,0.514375,3,0,RANDOM,17
0.550625,TeCh,OpenBMI_MI,0.53515625,3,0,RANDOM,18
0.50046875,TeCh,OpenBMI_MI,0.4978125,3,0,RANDOM,24
0.628125,TeCh,OpenBMI_MI,0.573125,3,0,RANDOM,25
0.5634375,TeCh,OpenBMI_MI,0.529375,3,0,RANDOM,29
0.66609375,TeCh,OpenBMI_MI,0.57,3,0,RANDOM,36
0.56171875,TeCh,OpenBMI_MI,0.50734375,3,0,RANDOM,37
0.5465625,TeCh,OpenBMI_MI,0.538125,3,0,RANDOM,39
0.53203125,TeCh,OpenBMI_MI,0.49046875,3,0,RANDOM,42
0.5553125,TeCh,OpenBMI_MI,0.54671875,3,0,RANDOM,51
0.598125,TeCh,OpenBMI_MI,0.528125,3,0,RANDOM,54
0.671875,TeCh,OpenBMI_MI,0.453125,4,0,PERSISTENCE_ONLY,4
0.578125,TeCh,OpenBMI_MI,0.578125,4,0,PERSISTENCE_ONLY,12
0.578125,TeCh,OpenBMI_MI,0.5625,4,0,PERSISTENCE_ONLY,13
0.59375,TeCh,OpenBMI_MI,0.5625,4,0,PERSISTENCE_ONLY,17
0.734375,TeCh,OpenBMI_MI,0.578125,4,0,PERSISTENCE_ONLY,18
0.515625,TeCh,OpenBMI_MI,0.515625,4,0,PERSISTENCE_ONLY,24
0.25,TeCh,OpenBMI_MI,0.25,4,0,PERSISTENCE_ONLY,25
0.484375,TeCh,OpenBMI_MI,0.484375,4,0,PERSISTENCE_ONLY,29
0.5625,TeCh,OpenBMI_MI,0.5625,4,0,PERSISTENCE_ONLY,36
0.65625,TeCh,OpenBMI_MI,0.53125,4,0,PERSISTENCE_ONLY,37
0.546875,TeCh,OpenBMI_MI,0.546875,4,0,PERSISTENCE_ONLY,39
0.40625,TeCh,OpenBMI_MI,0.40625,4,0,PERSISTENCE_ONLY,42
0.609375,TeCh,OpenBMI_MI,0.609375,4,0,PERSISTENCE_ONLY,51
0.671875,TeCh,OpenBMI_MI,0.515625,4,0,PERSISTENCE_ONLY,54
0.75,TeCh,OpenBMI_MI,0.59375,4,0,UTILITY_ONLY,4
0.671875,TeCh,OpenBMI_MI,0.671875,4,0,UTILITY_ONLY,12
0.734375,TeCh,OpenBMI_MI,0.703125,4,0,UTILITY_ONLY,13
0.5,TeCh,OpenBMI_MI,0.5,4,0,UTILITY_ONLY,17
0.671875,TeCh,OpenBMI_MI,0.671875,4,0,UTILITY_ONLY,18
0.53125,TeCh,OpenBMI_MI,0.53125,4,0,UTILITY_ONLY,24
0.953125,TeCh,OpenBMI_MI,0.78125,4,0,UTILITY_ONLY,25
0.6875,TeCh,OpenBMI_MI,0.59375,4,0,UTILITY_ONLY,29
0.75,TeCh,OpenBMI_MI,0.75,4,0,UTILITY_ONLY,36
0.640625,TeCh,OpenBMI_MI,0.609375,4,0,UTILITY_ONLY,37
0.609375,TeCh,OpenBMI_MI,0.609375,4,0,UTILITY_ONLY,39
0.609375,TeCh,OpenBMI_MI,0.578125,4,0,UTILITY_ONLY,42
0.5625,TeCh,OpenBMI_MI,0.5625,4,0,UTILITY_ONLY,51
0.625,TeCh,OpenBMI_MI,0.625,4,0,UTILITY_ONLY,54
0.75,TeCh,OpenBMI_MI,0.59375,4,0,JOINT,4
0.671875,TeCh,OpenBMI_MI,0.671875,4,0,JOINT,12
0.734375,TeCh,OpenBMI_MI,0.703125,4,0,JOINT,13
0.5,TeCh,OpenBMI_MI,0.5,4,0,JOINT,17
0.671875,TeCh,OpenBMI_MI,0.671875,4,0,JOINT,18
0.53125,TeCh,OpenBMI_MI,0.53125,4,0,JOINT,24
0.953125,TeCh,OpenBMI_MI,0.78125,4,0,JOINT,25
0.6875,TeCh,OpenBMI_MI,0.59375,4,0,JOINT,29
0.75,TeCh,OpenBMI_MI,0.75,4,0,JOINT,36
0.640625,TeCh,OpenBMI_MI,0.609375,4,0,JOINT,37
0.609375,TeCh,OpenBMI_MI,0.609375,4,0,JOINT,39
0.609375,TeCh,OpenBMI_MI,0.578125,4,0,JOINT,42
0.5625,TeCh,OpenBMI_MI,0.5625,4,0,JOINT,51
0.625,TeCh,OpenBMI_MI,0.625,4,0,JOINT,54
0.604375,TeCh,OpenBMI_MI,0.51921875,4,0,RANDOM,4
0.57109375,TeCh,OpenBMI_MI,0.555625,4,0,RANDOM,12
0.56890625,TeCh,OpenBMI_MI,0.54375,4,0,RANDOM,13
0.51375,TeCh,OpenBMI_MI,0.50015625,4,0,RANDOM,17
0.5715625,TeCh,OpenBMI_MI,0.52375,4,0,RANDOM,18
0.50078125,TeCh,OpenBMI_MI,0.4996875,4,0,RANDOM,24
0.77109375,TeCh,OpenBMI_MI,0.6334375,4,0,RANDOM,25
0.59359375,TeCh,OpenBMI_MI,0.5509375,4,0,RANDOM,29
0.6225,TeCh,OpenBMI_MI,0.58515625,4,0,RANDOM,36
0.57796875,TeCh,OpenBMI_MI,0.5321875,4,0,RANDOM,37
0.56703125,TeCh,OpenBMI_MI,0.55734375,4,0,RANDOM,39
0.559375,TeCh,OpenBMI_MI,0.52265625,4,0,RANDOM,42
0.5578125,TeCh,OpenBMI_MI,0.53875,4,0,RANDOM,51
0.58859375,TeCh,OpenBMI_MI,0.52046875,4,0,RANDOM,54
0.609375,TeCh,OpenBMI_ERP,0.5625,0,0,PERSISTENCE_ONLY,4
0.84375,TeCh,OpenBMI_ERP,0.78125,0,0,PERSISTENCE_ONLY,12
0.84375,TeCh,OpenBMI_ERP,0.84375,0,0,PERSISTENCE_ONLY,13
0.640625,TeCh,OpenBMI_ERP,0.5625,0,0,PERSISTENCE_ONLY,17
0.765625,TeCh,OpenBMI_ERP,0.625,0,0,PERSISTENCE_ONLY,18
0.71875,TeCh,OpenBMI_ERP,0.71875,0,0,PERSISTENCE_ONLY,24
0.671875,TeCh,OpenBMI_ERP,0.640625,0,0,PERSISTENCE_ONLY,25
0.8125,TeCh,OpenBMI_ERP,0.8125,0,0,PERSISTENCE_ONLY,29
0.8125,TeCh,OpenBMI_ERP,0.75,0,0,PERSISTENCE_ONLY,36
0.90625,TeCh,OpenBMI_ERP,0.625,0,0,PERSISTENCE_ONLY,37
0.515625,TeCh,OpenBMI_ERP,0.515625,0,0,PERSISTENCE_ONLY,39
0.75,TeCh,OpenBMI_ERP,0.75,0,0,PERSISTENCE_ONLY,42
0.75,TeCh,OpenBMI_ERP,0.75,0,0,PERSISTENCE_ONLY,51
0.609375,TeCh,OpenBMI_ERP,0.578125,0,0,PERSISTENCE_ONLY,54
0.75,TeCh,OpenBMI_ERP,0.671875,0,0,UTILITY_ONLY,4
0.921875,TeCh,OpenBMI_ERP,0.921875,0,0,UTILITY_ONLY,12
0.796875,TeCh,OpenBMI_ERP,0.796875,0,0,UTILITY_ONLY,13
0.671875,TeCh,OpenBMI_ERP,0.625,0,0,UTILITY_ONLY,17
0.71875,TeCh,OpenBMI_ERP,0.671875,0,0,UTILITY_ONLY,18
0.703125,TeCh,OpenBMI_ERP,0.703125,0,0,UTILITY_ONLY,24
0.65625,TeCh,OpenBMI_ERP,0.640625,0,0,UTILITY_ONLY,25
0.75,TeCh,OpenBMI_ERP,0.75,0,0,UTILITY_ONLY,29
0.890625,TeCh,OpenBMI_ERP,0.875,0,0,UTILITY_ONLY,36
0.859375,TeCh,OpenBMI_ERP,0.65625,0,0,UTILITY_ONLY,37
0.65625,TeCh,OpenBMI_ERP,0.65625,0,0,UTILITY_ONLY,39
0.796875,TeCh,OpenBMI_ERP,0.796875,0,0,UTILITY_ONLY,42
0.71875,TeCh,OpenBMI_ERP,0.71875,0,0,UTILITY_ONLY,51
0.671875,TeCh,OpenBMI_ERP,0.671875,0,0,UTILITY_ONLY,54
0.75,TeCh,OpenBMI_ERP,0.671875,0,0,JOINT,4
0.921875,TeCh,OpenBMI_ERP,0.921875,0,0,JOINT,12
0.796875,TeCh,OpenBMI_ERP,0.796875,0,0,JOINT,13
0.671875,TeCh,OpenBMI_ERP,0.625,0,0,JOINT,17
0.71875,TeCh,OpenBMI_ERP,0.671875,0,0,JOINT,18
0.703125,TeCh,OpenBMI_ERP,0.703125,0,0,JOINT,24
0.65625,TeCh,OpenBMI_ERP,0.640625,0,0,JOINT,25
0.75,TeCh,OpenBMI_ERP,0.75,0,0,JOINT,29
0.890625,TeCh,OpenBMI_ERP,0.875,0,0,JOINT,36
0.859375,TeCh,OpenBMI_ERP,0.65625,0,0,JOINT,37
0.65625,TeCh,OpenBMI_ERP,0.65625,0,0,JOINT,39
0.796875,TeCh,OpenBMI_ERP,0.796875,0,0,JOINT,42
0.71875,TeCh,OpenBMI_ERP,0.71875,0,0,JOINT,51
0.671875,TeCh,OpenBMI_ERP,0.671875,0,0,JOINT,54
0.6659375,TeCh,OpenBMI_ERP,0.6284375,0,0,RANDOM,4
0.799375,TeCh,OpenBMI_ERP,0.76578125,0,0,RANDOM,12
0.6940625,TeCh,OpenBMI_ERP,0.67296875,0,0,RANDOM,13
0.60265625,TeCh,OpenBMI_ERP,0.511875,0,0,RANDOM,17
0.67046875,TeCh,OpenBMI_ERP,0.62953125,0,0,RANDOM,18
0.5503125,TeCh,OpenBMI_ERP,0.54796875,0,0,RANDOM,24
0.6446875,TeCh,OpenBMI_ERP,0.6159375,0,0,RANDOM,25
0.6996875,TeCh,OpenBMI_ERP,0.67765625,0,0,RANDOM,29
0.74671875,TeCh,OpenBMI_ERP,0.695625,0,0,RANDOM,36
0.77359375,TeCh,OpenBMI_ERP,0.5990625,0,0,RANDOM,37
0.585,TeCh,OpenBMI_ERP,0.57578125,0,0,RANDOM,39
0.68359375,TeCh,OpenBMI_ERP,0.67796875,0,0,RANDOM,42
0.5875,TeCh,OpenBMI_ERP,0.585,0,0,RANDOM,51
0.6071875,TeCh,OpenBMI_ERP,0.57953125,0,0,RANDOM,54
0.78125,TeCh,OpenBMI_ERP,0.6875,1,0,PERSISTENCE_ONLY,4
0.890625,TeCh,OpenBMI_ERP,0.890625,1,0,PERSISTENCE_ONLY,12
0.875,TeCh,OpenBMI_ERP,0.875,1,0,PERSISTENCE_ONLY,13
0.59375,TeCh,OpenBMI_ERP,0.5625,1,0,PERSISTENCE_ONLY,17
0.90625,TeCh,OpenBMI_ERP,0.640625,1,0,PERSISTENCE_ONLY,18
0.578125,TeCh,OpenBMI_ERP,0.578125,1,0,PERSISTENCE_ONLY,24
0.65625,TeCh,OpenBMI_ERP,0.65625,1,0,PERSISTENCE_ONLY,25
0.75,TeCh,OpenBMI_ERP,0.703125,1,0,PERSISTENCE_ONLY,29
