task,subject,session,variant,BA,macro_F1,NLL,trials
OpenBMI_MI,39,S1,P_ONLY_TRANSFER_GATE,0.8,0.7987117552334944,0.4548998177051544,100
OpenBMI_MI,39,S1,RANDOM_TRANSFER_GATE,0.8,0.7987117552334944,0.45504996180534363,100
OpenBMI_MI,39,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.8,0.7987117552334944,0.4552551507949829,100
OpenBMI_MI,42,S1,BASELINE,0.72,0.7189883580891208,0.5610191822052002,100
OpenBMI_MI,42,S1,P_ONLY_TRANSFER_GATE,0.72,0.7189883580891208,0.5611866116523743,100
OpenBMI_MI,42,S1,RANDOM_TRANSFER_GATE,0.72,0.7189883580891208,0.5611113905906677,100
OpenBMI_MI,42,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.72,0.7189883580891208,0.5611080527305603,100
OpenBMI_MI,51,S1,BASELINE,0.7,0.6989160979526294,0.5618537664413452,100
OpenBMI_MI,51,S1,P_ONLY_TRANSFER_GATE,0.7,0.6989160979526294,0.5619228482246399,100
OpenBMI_MI,51,S1,RANDOM_TRANSFER_GATE,0.7,0.6989160979526294,0.561847984790802,100
OpenBMI_MI,51,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.7,0.6989160979526294,0.5615801215171814,100
OpenBMI_MI,54,S1,BASELINE,0.62,0.6198479391756703,0.724434494972229,100
OpenBMI_MI,54,S1,P_ONLY_TRANSFER_GATE,0.62,0.6198479391756703,0.7248075008392334,100
OpenBMI_MI,54,S1,RANDOM_TRANSFER_GATE,0.62,0.6198479391756703,0.7244394421577454,100
OpenBMI_MI,54,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.62,0.6198479391756703,0.7246107459068298,100
OpenBMI_MI,4,S2,BASELINE,0.73,0.7175436761167486,0.5572490096092224,100
OpenBMI_MI,4,S2,P_ONLY_TRANSFER_GATE,0.73,0.7175436761167486,0.5573398470878601,100
OpenBMI_MI,4,S2,RANDOM_TRANSFER_GATE,0.73,0.7175436761167486,0.5570836663246155,100
OpenBMI_MI,4,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.73,0.7175436761167486,0.5577759742736816,100
OpenBMI_MI,12,S2,BASELINE,0.72,0.7198879551820728,0.5925197005271912,100
OpenBMI_MI,12,S2,P_ONLY_TRANSFER_GATE,0.73,0.72997299729973,0.5924182534217834,100
OpenBMI_MI,12,S2,RANDOM_TRANSFER_GATE,0.72,0.7198879551820728,0.5924935340881348,100
OpenBMI_MI,12,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.73,0.72997299729973,0.5919088125228882,100
OpenBMI_MI,13,S2,BASELINE,0.74,0.74,0.5345353484153748,100
OpenBMI_MI,13,S2,P_ONLY_TRANSFER_GATE,0.73,0.72997299729973,0.5348160266876221,100
OpenBMI_MI,13,S2,RANDOM_TRANSFER_GATE,0.75,0.74997499749975,0.5346409678459167,100
OpenBMI_MI,13,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.74,0.74,0.5339542627334595,100
OpenBMI_MI,17,S2,BASELINE,0.67,0.6659580929243851,0.8415268063545227,100
OpenBMI_MI,17,S2,P_ONLY_TRANSFER_GATE,0.67,0.6659580929243851,0.841719388961792,100
OpenBMI_MI,17,S2,RANDOM_TRANSFER_GATE,0.67,0.6659580929243851,0.8417086601257324,100
OpenBMI_MI,17,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.67,0.6659580929243851,0.8420021533966064,100
OpenBMI_MI,18,S2,BASELINE,0.62,0.6198479391756703,0.6799363493919373,100
OpenBMI_MI,18,S2,P_ONLY_TRANSFER_GATE,0.62,0.6198479391756703,0.6802452802658081,100
OpenBMI_MI,18,S2,RANDOM_TRANSFER_GATE,0.62,0.6198479391756703,0.6800568103790283,100
OpenBMI_MI,18,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.62,0.6198479391756703,0.6795305609703064,100
OpenBMI_MI,24,S2,BASELINE,0.62,0.6006725514922235,1.000240445137024,100
OpenBMI_MI,24,S2,P_ONLY_TRANSFER_GATE,0.62,0.6006725514922235,0.9999089241027832,100
OpenBMI_MI,24,S2,RANDOM_TRANSFER_GATE,0.62,0.6006725514922235,1.0006657838821411,100
OpenBMI_MI,24,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.62,0.6006725514922235,1.0000388622283936,100
OpenBMI_MI,25,S2,BASELINE,0.99,0.9899989998999901,0.0585172176361084,100
OpenBMI_MI,25,S2,P_ONLY_TRANSFER_GATE,0.99,0.9899989998999901,0.05855744332075119,100
OpenBMI_MI,25,S2,RANDOM_TRANSFER_GATE,0.99,0.9899989998999901,0.05852390453219414,100
OpenBMI_MI,25,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.99,0.9899989998999901,0.05856761336326599,100
OpenBMI_MI,29,S2,BASELINE,0.64,0.6394230769230769,0.6887375712394714,100
OpenBMI_MI,29,S2,P_ONLY_TRANSFER_GATE,0.64,0.6394230769230769,0.6890013813972473,100
OpenBMI_MI,29,S2,RANDOM_TRANSFER_GATE,0.64,0.6394230769230769,0.6886184215545654,100
OpenBMI_MI,29,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.64,0.6394230769230769,0.6882851123809814,100
OpenBMI_MI,36,S2,BASELINE,0.85,0.8498648783905515,0.3527648150920868,100
OpenBMI_MI,36,S2,P_ONLY_TRANSFER_GATE,0.85,0.8498648783905515,0.353120356798172,100
OpenBMI_MI,36,S2,RANDOM_TRANSFER_GATE,0.85,0.8498648783905515,0.35281506180763245,100
OpenBMI_MI,36,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.85,0.8498648783905515,0.35368645191192627,100
OpenBMI_MI,37,S2,BASELINE,0.63,0.6269785260610949,0.7163738012313843,100
OpenBMI_MI,37,S2,P_ONLY_TRANSFER_GATE,0.63,0.6269785260610949,0.7165837287902832,100
OpenBMI_MI,37,S2,RANDOM_TRANSFER_GATE,0.63,0.6269785260610949,0.7165001034736633,100
OpenBMI_MI,37,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.63,0.6269785260610949,0.7179864645004272,100
OpenBMI_MI,39,S2,BASELINE,0.63,0.6093337556752191,0.7435597777366638,100
OpenBMI_MI,39,S2,P_ONLY_TRANSFER_GATE,0.63,0.6093337556752191,0.7430145144462585,100
OpenBMI_MI,39,S2,RANDOM_TRANSFER_GATE,0.63,0.6093337556752191,0.7433567047119141,100
OpenBMI_MI,39,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.63,0.6093337556752191,0.7429840564727783,100
OpenBMI_MI,42,S2,BASELINE,0.73,0.7297567811029927,0.6320645809173584,100
OpenBMI_MI,42,S2,P_ONLY_TRANSFER_GATE,0.73,0.7297567811029927,0.632043719291687,100
OpenBMI_MI,42,S2,RANDOM_TRANSFER_GATE,0.73,0.7297567811029927,0.6321277022361755,100
OpenBMI_MI,42,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.73,0.7297567811029927,0.6320573687553406,100
OpenBMI_MI,51,S2,BASELINE,0.6599999999999999,0.6594551282051282,0.7281169891357422,100
OpenBMI_MI,51,S2,P_ONLY_TRANSFER_GATE,0.6599999999999999,0.6594551282051282,0.7280756235122681,100
OpenBMI_MI,51,S2,RANDOM_TRANSFER_GATE,0.6599999999999999,0.6594551282051282,0.7279936075210571,100
OpenBMI_MI,51,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.6599999999999999,0.6594551282051282,0.7280496954917908,100
OpenBMI_MI,54,S2,BASELINE,0.73,0.7297567811029927,0.5601828098297119,100
OpenBMI_MI,54,S2,P_ONLY_TRANSFER_GATE,0.73,0.7297567811029927,0.5606678128242493,100
OpenBMI_MI,54,S2,RANDOM_TRANSFER_GATE,0.73,0.7297567811029927,0.5601669549942017,100
OpenBMI_MI,54,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.73,0.7297567811029927,0.5606565475463867,100
OpenBMI_ERP,4,S1,BASELINE,0.7945454545454546,0.7841244515357,0.28688427805900574,1980
OpenBMI_ERP,4,S1,P_ONLY_TRANSFER_GATE,0.7945454545454546,0.7861641282693914,0.2855023741722107,1980
OpenBMI_ERP,4,S1,RANDOM_TRANSFER_GATE,0.7948484848484849,0.7868010370875408,0.2856440246105194,1980
OpenBMI_ERP,4,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.7936363636363637,0.7863053230207447,0.28419819474220276,1980
OpenBMI_ERP,12,S1,BASELINE,0.9478787878787879,0.881171043259489,0.18584775924682617,1980
OpenBMI_ERP,12,S1,P_ONLY_TRANSFER_GATE,0.9487878787878787,0.8831899570762092,0.18342606723308563,1980
OpenBMI_ERP,12,S1,RANDOM_TRANSFER_GATE,0.9487878787878787,0.8831899570762092,0.18221703171730042,1980
OpenBMI_ERP,12,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.9496969696969697,0.885219396603752,0.1810702383518219,1980
OpenBMI_ERP,13,S1,BASELINE,0.8936363636363637,0.8305186102385332,0.27234336733818054,1980
OpenBMI_ERP,13,S1,P_ONLY_TRANSFER_GATE,0.8945454545454545,0.8323809523809523,0.2676528990268707,1980
OpenBMI_ERP,13,S1,RANDOM_TRANSFER_GATE,0.8936363636363636,0.8326960692418974,0.2668573260307312,1980
OpenBMI_ERP,13,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.8945454545454545,0.8323809523809523,0.2652535140514374,1980
OpenBMI_ERP,17,S1,BASELINE,0.8324242424242424,0.7521550824897982,0.40645837783813477,1980
OpenBMI_ERP,17,S1,P_ONLY_TRANSFER_GATE,0.8303030303030303,0.7501954090829333,0.4045145809650421,1980
OpenBMI_ERP,17,S1,RANDOM_TRANSFER_GATE,0.8345454545454545,0.7558412902717397,0.401297390460968,1980
OpenBMI_ERP,17,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.8324242424242424,0.7538691479763413,0.4022458493709564,1980
OpenBMI_ERP,18,S1,BASELINE,0.7790681220941985,0.7780562440921273,0.28816163539886475,1979
OpenBMI_ERP,18,S1,P_ONLY_TRANSFER_GATE,0.7787658268555782,0.7794427558257345,0.2864988148212433,1979
OpenBMI_ERP,18,S1,RANDOM_TRANSFER_GATE,0.7757355238252752,0.7770770855800624,0.28784117102622986,1979
OpenBMI_ERP,18,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.776038737894408,0.777719075649479,0.2851237952709198,1979
OpenBMI_ERP,24,S1,BASELINE,0.9612121212121212,0.9064935064935065,0.1709938645362854,1980
OpenBMI_ERP,24,S1,P_ONLY_TRANSFER_GATE,0.9609090909090909,0.9084599097855104,0.16776129603385925,1980
OpenBMI_ERP,24,S1,RANDOM_TRANSFER_GATE,0.96,0.9063087406015038,0.169423907995224,1980
OpenBMI_ERP,24,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.9615151515151515,0.9099007875584539,0.16556908190250397,1980
OpenBMI_ERP,25,S1,BASELINE,0.793939393939394,0.8019473105109095,0.2775023877620697,1980
OpenBMI_ERP,25,S1,P_ONLY_TRANSFER_GATE,0.7978787878787879,0.806373068915522,0.2755649983882904,1980
OpenBMI_ERP,25,S1,RANDOM_TRANSFER_GATE,0.793939393939394,0.8041930379746836,0.2763683795928955,1980
OpenBMI_ERP,25,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.7957575757575758,0.8060757972249271,0.2743268311023712,1980
OpenBMI_ERP,29,S1,BASELINE,0.7957575757575757,0.7805973587223587,0.2967950999736786,1980
OpenBMI_ERP,29,S1,P_ONLY_TRANSFER_GATE,0.7975757575757576,0.7823249385749387,0.29556968808174133,1980
OpenBMI_ERP,29,S1,RANDOM_TRANSFER_GATE,0.7918181818181818,0.7784981304610477,0.2957656979560852,1980
OpenBMI_ERP,29,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.7969696969696969,0.7830850131463629,0.2950088381767273,1980
OpenBMI_ERP,36,S1,BASELINE,0.9551515151515151,0.9028857959849652,0.1544363796710968,1980
OpenBMI_ERP,36,S1,P_ONLY_TRANSFER_GATE,0.9548484848484848,0.9021735535401553,0.1529255211353302,1980
OpenBMI_ERP,36,S1,RANDOM_TRANSFER_GATE,0.956060606060606,0.905030559858911,0.1521853655576706,1980
OpenBMI_ERP,36,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.9554545454545454,0.9035993740219093,0.1517583727836609,1980
OpenBMI_ERP,37,S1,BASELINE,0.8921212121212121,0.8429324457338238,0.2732478678226471,1980
OpenBMI_ERP,37,S1,P_ONLY_TRANSFER_GATE,0.8933333333333333,0.8455347449307962,0.2712714970111847,1980
OpenBMI_ERP,37,S1,RANDOM_TRANSFER_GATE,0.8924242424242423,0.8458848215417305,0.27077630162239075,1980
OpenBMI_ERP,37,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.8927272727272727,0.8465401785714286,0.2691600024700165,1980
OpenBMI_ERP,39,S1,BASELINE,0.8678787878787879,0.7982283763970093,0.3415265381336212,1980
OpenBMI_ERP,39,S1,P_ONLY_TRANSFER_GATE,0.8684848484848484,0.7993872069159382,0.33983364701271057,1980
OpenBMI_ERP,39,S1,RANDOM_TRANSFER_GATE,0.8684848484848484,0.7993872069159382,0.33967652916908264,1980
OpenBMI_ERP,39,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.8712121212121212,0.8006591507023659,0.33882421255111694,1980
OpenBMI_ERP,42,S1,BASELINE,0.9503030303030303,0.8890994168517676,0.2027210146188736,1980
OpenBMI_ERP,42,S1,P_ONLY_TRANSFER_GATE,0.9512121212121212,0.8911640503535785,0.19736303389072418,1980
OpenBMI_ERP,42,S1,RANDOM_TRANSFER_GATE,0.9509090909090909,0.8904746100232327,0.19917920231819153,1980
OpenBMI_ERP,42,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.9503030303030303,0.891646373163324,0.19692058861255646,1980
OpenBMI_ERP,51,S1,BASELINE,0.8957575757575758,0.8438433025000844,0.23774659633636475,1980
OpenBMI_ERP,51,S1,P_ONLY_TRANSFER_GATE,0.896969696969697,0.846436979216318,0.23541980981826782,1980
OpenBMI_ERP,51,S1,RANDOM_TRANSFER_GATE,0.8930303030303031,0.8425907355087714,0.23506206274032593,1980
OpenBMI_ERP,51,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.8933333333333333,0.8432377496166579,0.23444707691669464,1980
OpenBMI_ERP,54,S1,BASELINE,0.7266666666666667,0.702887064254258,0.41754767298698425,1980
OpenBMI_ERP,54,S1,P_ONLY_TRANSFER_GATE,0.7266666666666667,0.7043597798505533,0.4138597548007965,1980
OpenBMI_ERP,54,S1,RANDOM_TRANSFER_GATE,0.7257575757575758,0.7027989982698826,0.41533294320106506,1980
OpenBMI_ERP,54,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.7245454545454546,0.7021887737692132,0.41325312852859497,1980
OpenBMI_ERP,4,S2,BASELINE,0.9184848484848485,0.8798860863238741,0.18667538464069366,1980
OpenBMI_ERP,4,S2,P_ONLY_TRANSFER_GATE,0.9187878787878787,0.8805908141367877,0.18423622846603394,1980
OpenBMI_ERP,4,S2,RANDOM_TRANSFER_GATE,0.9172727272727272,0.8796367217419849,0.18455849587917328,1980
OpenBMI_ERP,4,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.9163636363636364,0.8800926556751602,0.1831495761871338,1980
OpenBMI_ERP,12,S2,BASELINE,0.9666666666666667,0.9399349945828819,0.09468650072813034,1980
OpenBMI_ERP,12,S2,P_ONLY_TRANSFER_GATE,0.966969696969697,0.9407277960258729,0.0928223580121994,1980
OpenBMI_ERP,12,S2,RANDOM_TRANSFER_GATE,0.966969696969697,0.9407277960258729,0.09298970550298691,1980
OpenBMI_ERP,12,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.9672727272727273,0.941522296578898,0.09154949337244034,1980
OpenBMI_ERP,13,S2,BASELINE,0.9184848484848485,0.8531986431603521,0.23238109052181244,1980
OpenBMI_ERP,13,S2,P_ONLY_TRANSFER_GATE,0.9172727272727272,0.8552379326411785,0.22769401967525482,1980
OpenBMI_ERP,13,S2,RANDOM_TRANSFER_GATE,0.9178787878787878,0.8588772695726061,0.22706174850463867,1980
OpenBMI_ERP,13,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.9190909090909092,0.8591433425735492,0.22579023241996765,1980
OpenBMI_ERP,17,S2,BASELINE,0.8424242424242424,0.7609318334232833,0.3931058645248413,1980
OpenBMI_ERP,17,S2,P_ONLY_TRANSFER_GATE,0.842121212121212,0.7621539992792545,0.3911033570766449,1980
OpenBMI_ERP,17,S2,RANDOM_TRANSFER_GATE,0.8418181818181818,0.7616201946440063,0.38968536257743835,1980
OpenBMI_ERP,17,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.842121212121212,0.7621539992792545,0.38975822925567627,1980
OpenBMI_ERP,18,S2,BASELINE,0.9321212121212121,0.9073282773564464,0.1510983407497406,1980
OpenBMI_ERP,18,S2,P_ONLY_TRANSFER_GATE,0.9287878787878787,0.9046490631720565,0.14910262823104858,1980
OpenBMI_ERP,18,S2,RANDOM_TRANSFER_GATE,0.9290909090909091,0.9054037150540997,0.1492350995540619,1980
OpenBMI_ERP,18,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.9290909090909091,0.9054037150540997,0.14778263866901398,1980
OpenBMI_ERP,24,S2,BASELINE,0.8093939393939393,0.7599914324685122,0.3542872369289398,1980
OpenBMI_ERP,24,S2,P_ONLY_TRANSFER_GATE,0.81,0.7629032085960925,0.3513767421245575,1980
OpenBMI_ERP,24,S2,RANDOM_TRANSFER_GATE,0.8078787878787879,0.7589931899281299,0.35430994629859924,1980
OpenBMI_ERP,24,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.8096969696969697,0.7641494450762027,0.34685829281806946,1980
OpenBMI_ERP,25,S2,BASELINE,0.7818181818181817,0.7838791854676235,0.29241442680358887,1980
OpenBMI_ERP,25,S2,P_ONLY_TRANSFER_GATE,0.7809090909090909,0.7839992312545174,0.2907413840293884,1980
OpenBMI_ERP,25,S2,RANDOM_TRANSFER_GATE,0.7812121212121212,0.7846525679758308,0.290926992893219,1980
OpenBMI_ERP,25,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.7806060606060606,0.785430419030999,0.29002782702445984,1980
OpenBMI_ERP,29,S2,BASELINE,0.8460606060606061,0.8208346707277929,0.2512762248516083,1980
OpenBMI_ERP,29,S2,P_ONLY_TRANSFER_GATE,0.8445454545454545,0.8197962613300314,0.2496984302997589,1980
OpenBMI_ERP,29,S2,RANDOM_TRANSFER_GATE,0.8454545454545455,0.8217592592592593,0.24978773295879364,1980
OpenBMI_ERP,29,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.8466666666666667,0.8221432127831036,0.2495906502008438,1980
OpenBMI_ERP,36,S2,BASELINE,0.9675757575757575,0.9189924683080039,0.14030669629573822,1980
OpenBMI_ERP,36,S2,P_ONLY_TRANSFER_GATE,0.9660606060606061,0.9180912446986833,0.1386750340461731,1980
OpenBMI_ERP,36,S2,RANDOM_TRANSFER_GATE,0.9678787878787878,0.9197294198047097,0.13809512555599213,1980
OpenBMI_ERP,36,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.9675757575757575,0.9189924683080039,0.13719643652439117,1980
OpenBMI_ERP,37,S2,BASELINE,0.9575757575757575,0.9254695367853006,0.11847921460866928,1980
OpenBMI_ERP,37,S2,P_ONLY_TRANSFER_GATE,0.956969696969697,0.9268480029693834,0.1157975047826767,1980
OpenBMI_ERP,37,S2,RANDOM_TRANSFER_GATE,0.9572727272727273,0.9276200945196413,0.11582446098327637,1980
OpenBMI_ERP,37,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.9575757575757575,0.9283938030846806,0.11416647583246231,1980
OpenBMI_ERP,39,S2,BASELINE,0.7624242424242424,0.7170110299829113,0.42311498522758484,1980
OpenBMI_ERP,39,S2,P_ONLY_TRANSFER_GATE,0.7651515151515151,0.7216660877995833,0.41976305842399597,1980
OpenBMI_ERP,39,S2,RANDOM_TRANSFER_GATE,0.7627272727272727,0.7190787923131854,0.41825205087661743,1980
OpenBMI_ERP,39,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.7663636363636364,0.7221743428111116,0.4190373718738556,1980
OpenBMI_ERP,42,S2,BASELINE,0.8806060606060606,0.8342716534153334,0.2661353647708893,1980
OpenBMI_ERP,42,S2,P_ONLY_TRANSFER_GATE,0.8821212121212121,0.8397741738445695,0.26102325320243835,1980
OpenBMI_ERP,42,S2,RANDOM_TRANSFER_GATE,0.8827272727272727,0.8387922305072264,0.26211217045783997,1980
OpenBMI_ERP,42,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.883030303030303,0.8394426278921951,0.26025864481925964,1980
OpenBMI_ERP,51,S2,BASELINE,0.7784848484848486,0.7130699025699706,0.44989290833473206,1980
OpenBMI_ERP,51,S2,P_ONLY_TRANSFER_GATE,0.7781818181818182,0.714100064977258,0.44617167115211487,1980
OpenBMI_ERP,51,S2,RANDOM_TRANSFER_GATE,0.7766666666666666,0.7131385803799235,0.44672825932502747,1980
OpenBMI_ERP,51,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.7760606060606061,0.7121447954741109,0.4463196396827698,1980
OpenBMI_ERP,54,S2,BASELINE,0.7406060606060606,0.7212095508715382,0.3990667164325714,1980
OpenBMI_ERP,54,S2,P_ONLY_TRANSFER_GATE,0.7396969696969697,0.7211612876325684,0.39606982469558716,1980
OpenBMI_ERP,54,S2,RANDOM_TRANSFER_GATE,0.7363636363636363,0.7183336144375105,0.39653480052948,1980
OpenBMI_ERP,54,S2,PROTECTED_NATIVE_TRANSFER_GATE,0.7366666666666667,0.7188765122848159,0.3950771689414978,1980
OpenBMI_SSVEP,4,S1,BASELINE,1.0,1.0,0.001036998350173235,100
OpenBMI_SSVEP,4,S1,P_ONLY_TRANSFER_GATE,1.0,1.0,0.0010364988120272756,100
OpenBMI_SSVEP,4,S1,RANDOM_TRANSFER_GATE,1.0,1.0,0.0010376734426245093,100
OpenBMI_SSVEP,4,S1,PROTECTED_NATIVE_TRANSFER_GATE,1.0,1.0,0.0010373338591307402,100
OpenBMI_SSVEP,12,S1,BASELINE,0.99,0.9899959983993598,0.05135871097445488,100
OpenBMI_SSVEP,12,S1,P_ONLY_TRANSFER_GATE,0.99,0.9899959983993598,0.052304044365882874,100
OpenBMI_SSVEP,12,S1,RANDOM_TRANSFER_GATE,0.99,0.9899959983993598,0.05136987566947937,100
OpenBMI_SSVEP,12,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.99,0.9899959983993598,0.05188436433672905,100
OpenBMI_SSVEP,13,S1,BASELINE,0.99,0.9899959983993598,0.023274002596735954,100
OpenBMI_SSVEP,13,S1,P_ONLY_TRANSFER_GATE,0.99,0.9899959983993598,0.02320690080523491,100
OpenBMI_SSVEP,13,S1,RANDOM_TRANSFER_GATE,0.99,0.9899959983993598,0.023265836760401726,100
OpenBMI_SSVEP,13,S1,PROTECTED_NATIVE_TRANSFER_GATE,0.99,0.9899959983993598,0.02334175817668438,100
OpenBMI_SSVEP,17,S1,BASELINE,0.94,0.9397423510466989,0.1800486147403717,100
OpenBMI_SSVEP,17,S1,P_ONLY_TRANSFER_GATE,0.94,0.9397423510466989,0.17995119094848633,100
