task,fold,seed,condition,initial_hash,manifest_hash,selected_epoch,inner_val_BA,checkpoint,reused_completed_seed0
WBCIC_MI,0,0,CE,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,a0b7226050e64eccad0cc64cace5b7deac6088992701ef03a08457db31ebc0db,14,0.6509709595959596,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold0/selected.pt,True
WBCIC_MI,0,0,CE_PLUS_PRD,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,a0b7226050e64eccad0cc64cace5b7deac6088992701ef03a08457db31ebc0db,14,0.6530126262626264,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold0/selected.pt,True
WBCIC_MI,1,0,CE,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,d61695b514e761f060db7fb33ae9c9e49c755300d9925be051f68e52369c13bf,37,0.8755555555555556,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold1/selected.pt,True
WBCIC_MI,1,0,CE_PLUS_PRD,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,d61695b514e761f060db7fb33ae9c9e49c755300d9925be051f68e52369c13bf,37,0.8594835858585859,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold1/selected.pt,True
WBCIC_MI,2,0,CE,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,586e1d34b9831650467b44983237f07ebeb30a1399e26bc149be540196704fdb,57,0.8720000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold2/selected.pt,True
WBCIC_MI,2,0,CE_PLUS_PRD,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,586e1d34b9831650467b44983237f07ebeb30a1399e26bc149be540196704fdb,56,0.8620000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold2/selected.pt,True
WBCIC_MI,3,0,CE,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,94fc4982639aebdc393158c5b15815f8b190aa05f4230da25555134bebef8c02,19,0.663,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold3/selected.pt,True
WBCIC_MI,3,0,CE_PLUS_PRD,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,94fc4982639aebdc393158c5b15815f8b190aa05f4230da25555134bebef8c02,17,0.554,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold3/selected.pt,True
WBCIC_MI,4,0,CE,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,e6d60992fff2728f5954935fa4a18b4578fdbe13f726d687c1804d6df9fc146d,36,0.748,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold4/selected.pt,True
WBCIC_MI,4,0,CE_PLUS_PRD,01ae2c11101d86f0a9a9c53e15f460d1c61766d00c4d98d5193a87729617fcf7,e6d60992fff2728f5954935fa4a18b4578fdbe13f726d687c1804d6df9fc146d,36,0.7390000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold4/selected.pt,True
OpenBMI_MI,0,1,CE,454f9e5e3745090ac435303b394610dee9c80b73d287095b14d7232f6980c8e9,c18c305a0601307f2c35e6d1ebe3f484865ed510a5914538b4486566801fd071,24,0.7133333333333335,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE/fold0/selected.pt,False
OpenBMI_MI,0,1,CE_PLUS_PRD,454f9e5e3745090ac435303b394610dee9c80b73d287095b14d7232f6980c8e9,c18c305a0601307f2c35e6d1ebe3f484865ed510a5914538b4486566801fd071,30,0.7116666666666666,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE_PLUS_PRD/fold0/selected.pt,False
OpenBMI_MI,1,1,CE,454f9e5e3745090ac435303b394610dee9c80b73d287095b14d7232f6980c8e9,c99404d36f27531e8867e1f81ea192d7083de315ff5f3c4b50bb8e725e2f7164,33,0.7933333333333333,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE/fold1/selected.pt,False
OpenBMI_MI,1,1,CE_PLUS_PRD,454f9e5e3745090ac435303b394610dee9c80b73d287095b14d7232f6980c8e9,c99404d36f27531e8867e1f81ea192d7083de315ff5f3c4b50bb8e725e2f7164,43,0.7999999999999999,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE_PLUS_PRD/fold1/selected.pt,False
OpenBMI_MI,2,1,CE,454f9e5e3745090ac435303b394610dee9c80b73d287095b14d7232f6980c8e9,9cb9b0e61996608390ba756be74dd038e20bb62716d66adabf18a2617b3d1805,18,0.7416666666666666,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE/fold2/selected.pt,False
OpenBMI_MI,2,1,CE_PLUS_PRD,454f9e5e3745090ac435303b394610dee9c80b73d287095b14d7232f6980c8e9,9cb9b0e61996608390ba756be74dd038e20bb62716d66adabf18a2617b3d1805,54,0.7766666666666667,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE_PLUS_PRD/fold2/selected.pt,False
OpenBMI_MI,3,1,CE,454f9e5e3745090ac435303b394610dee9c80b73d287095b14d7232f6980c8e9,8c165d75af4e5c089ca432d3a0a22314a78361eb8571123f4bd2fafe4bc0db57,33,0.745,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE/fold3/selected.pt,False
OpenBMI_MI,3,1,CE_PLUS_PRD,454f9e5e3745090ac435303b394610dee9c80b73d287095b14d7232f6980c8e9,8c165d75af4e5c089ca432d3a0a22314a78361eb8571123f4bd2fafe4bc0db57,11,0.7116666666666666,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE_PLUS_PRD/fold3/selected.pt,False
OpenBMI_MI,4,1,CE,454f9e5e3745090ac435303b394610dee9c80b73d287095b14d7232f6980c8e9,1c502b753439262164958e84325e66482f5fd3b65392faeef216a650d901d07b,11,0.7166666666666668,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE/fold4/selected.pt,False
OpenBMI_MI,4,1,CE_PLUS_PRD,454f9e5e3745090ac435303b394610dee9c80b73d287095b14d7232f6980c8e9,1c502b753439262164958e84325e66482f5fd3b65392faeef216a650d901d07b,30,0.7433333333333332,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE_PLUS_PRD/fold4/selected.pt,False
WBCIC_MI,0,1,CE,a51eeb08db47de3cfbcbd8c5735cfffba68c1e206c280bd50ac2775ebb9b9c7c,a0b7226050e64eccad0cc64cace5b7deac6088992701ef03a08457db31ebc0db,14,0.6419280303030303,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE/fold0/selected.pt,False
WBCIC_MI,0,1,CE_PLUS_PRD,a51eeb08db47de3cfbcbd8c5735cfffba68c1e206c280bd50ac2775ebb9b9c7c,a0b7226050e64eccad0cc64cace5b7deac6088992701ef03a08457db31ebc0db,14,0.6359381313131313,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold0/selected.pt,False
WBCIC_MI,1,1,CE,a51eeb08db47de3cfbcbd8c5735cfffba68c1e206c280bd50ac2775ebb9b9c7c,d61695b514e761f060db7fb33ae9c9e49c755300d9925be051f68e52369c13bf,45,0.885544191919192,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE/fold1/selected.pt,False
WBCIC_MI,1,1,CE_PLUS_PRD,a51eeb08db47de3cfbcbd8c5735cfffba68c1e206c280bd50ac2775ebb9b9c7c,d61695b514e761f060db7fb33ae9c9e49c755300d9925be051f68e52369c13bf,42,0.8674936868686869,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold1/selected.pt,False
WBCIC_MI,2,1,CE,a51eeb08db47de3cfbcbd8c5735cfffba68c1e206c280bd50ac2775ebb9b9c7c,586e1d34b9831650467b44983237f07ebeb30a1399e26bc149be540196704fdb,43,0.8640000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE/fold2/selected.pt,False
WBCIC_MI,2,1,CE_PLUS_PRD,a51eeb08db47de3cfbcbd8c5735cfffba68c1e206c280bd50ac2775ebb9b9c7c,586e1d34b9831650467b44983237f07ebeb30a1399e26bc149be540196704fdb,42,0.858,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold2/selected.pt,False
WBCIC_MI,3,1,CE,a51eeb08db47de3cfbcbd8c5735cfffba68c1e206c280bd50ac2775ebb9b9c7c,94fc4982639aebdc393158c5b15815f8b190aa05f4230da25555134bebef8c02,32,0.7140000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE/fold3/selected.pt,False
WBCIC_MI,3,1,CE_PLUS_PRD,a51eeb08db47de3cfbcbd8c5735cfffba68c1e206c280bd50ac2775ebb9b9c7c,94fc4982639aebdc393158c5b15815f8b190aa05f4230da25555134bebef8c02,10,0.584,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold3/selected.pt,False
WBCIC_MI,4,1,CE,a51eeb08db47de3cfbcbd8c5735cfffba68c1e206c280bd50ac2775ebb9b9c7c,e6d60992fff2728f5954935fa4a18b4578fdbe13f726d687c1804d6df9fc146d,35,0.7369999999999999,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE/fold4/selected.pt,False
WBCIC_MI,4,1,CE_PLUS_PRD,a51eeb08db47de3cfbcbd8c5735cfffba68c1e206c280bd50ac2775ebb9b9c7c,e6d60992fff2728f5954935fa4a18b4578fdbe13f726d687c1804d6df9fc146d,40,0.7390000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold4/selected.pt,False
OpenBMI_MI,0,2,CE,b29e1a455d5f4a61a55f7dc304ce591d247b6a48910cf9b2bf7a84e8a56e550a,c18c305a0601307f2c35e6d1ebe3f484865ed510a5914538b4486566801fd071,19,0.6900000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE/fold0/selected.pt,False
OpenBMI_MI,0,2,CE_PLUS_PRD,b29e1a455d5f4a61a55f7dc304ce591d247b6a48910cf9b2bf7a84e8a56e550a,c18c305a0601307f2c35e6d1ebe3f484865ed510a5914538b4486566801fd071,28,0.7033333333333335,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE_PLUS_PRD/fold0/selected.pt,False
OpenBMI_MI,1,2,CE,b29e1a455d5f4a61a55f7dc304ce591d247b6a48910cf9b2bf7a84e8a56e550a,c99404d36f27531e8867e1f81ea192d7083de315ff5f3c4b50bb8e725e2f7164,41,0.7600000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE/fold1/selected.pt,False
OpenBMI_MI,1,2,CE_PLUS_PRD,b29e1a455d5f4a61a55f7dc304ce591d247b6a48910cf9b2bf7a84e8a56e550a,c99404d36f27531e8867e1f81ea192d7083de315ff5f3c4b50bb8e725e2f7164,14,0.7266666666666666,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE_PLUS_PRD/fold1/selected.pt,False
OpenBMI_MI,2,2,CE,b29e1a455d5f4a61a55f7dc304ce591d247b6a48910cf9b2bf7a84e8a56e550a,9cb9b0e61996608390ba756be74dd038e20bb62716d66adabf18a2617b3d1805,29,0.7666666666666666,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE/fold2/selected.pt,False
OpenBMI_MI,2,2,CE_PLUS_PRD,b29e1a455d5f4a61a55f7dc304ce591d247b6a48910cf9b2bf7a84e8a56e550a,9cb9b0e61996608390ba756be74dd038e20bb62716d66adabf18a2617b3d1805,30,0.775,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE_PLUS_PRD/fold2/selected.pt,False
OpenBMI_MI,3,2,CE,b29e1a455d5f4a61a55f7dc304ce591d247b6a48910cf9b2bf7a84e8a56e550a,8c165d75af4e5c089ca432d3a0a22314a78361eb8571123f4bd2fafe4bc0db57,36,0.755,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE/fold3/selected.pt,False
OpenBMI_MI,3,2,CE_PLUS_PRD,b29e1a455d5f4a61a55f7dc304ce591d247b6a48910cf9b2bf7a84e8a56e550a,8c165d75af4e5c089ca432d3a0a22314a78361eb8571123f4bd2fafe4bc0db57,29,0.7399999999999999,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE_PLUS_PRD/fold3/selected.pt,False
OpenBMI_MI,4,2,CE,b29e1a455d5f4a61a55f7dc304ce591d247b6a48910cf9b2bf7a84e8a56e550a,1c502b753439262164958e84325e66482f5fd3b65392faeef216a650d901d07b,23,0.73,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE/fold4/selected.pt,False
OpenBMI_MI,4,2,CE_PLUS_PRD,b29e1a455d5f4a61a55f7dc304ce591d247b6a48910cf9b2bf7a84e8a56e550a,1c502b753439262164958e84325e66482f5fd3b65392faeef216a650d901d07b,21,0.7333333333333334,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE_PLUS_PRD/fold4/selected.pt,False
WBCIC_MI,0,2,CE,a589945d5793f85a4dfc1d57796d3cc00b235a9a8722a5a145ec383999a9eb66,a0b7226050e64eccad0cc64cace5b7deac6088992701ef03a08457db31ebc0db,14,0.6549191919191919,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE/fold0/selected.pt,False
WBCIC_MI,0,2,CE_PLUS_PRD,a589945d5793f85a4dfc1d57796d3cc00b235a9a8722a5a145ec383999a9eb66,a0b7226050e64eccad0cc64cace5b7deac6088992701ef03a08457db31ebc0db,28,0.6743573232323232,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold0/selected.pt,False
WBCIC_MI,1,2,CE,a589945d5793f85a4dfc1d57796d3cc00b235a9a8722a5a145ec383999a9eb66,d61695b514e761f060db7fb33ae9c9e49c755300d9925be051f68e52369c13bf,36,0.8633888888888889,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE/fold1/selected.pt,False
WBCIC_MI,1,2,CE_PLUS_PRD,a589945d5793f85a4dfc1d57796d3cc00b235a9a8722a5a145ec383999a9eb66,d61695b514e761f060db7fb33ae9c9e49c755300d9925be051f68e52369c13bf,48,0.8543371212121211,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold1/selected.pt,False
WBCIC_MI,2,2,CE,a589945d5793f85a4dfc1d57796d3cc00b235a9a8722a5a145ec383999a9eb66,586e1d34b9831650467b44983237f07ebeb30a1399e26bc149be540196704fdb,51,0.8770000000000001,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE/fold2/selected.pt,False
WBCIC_MI,2,2,CE_PLUS_PRD,a589945d5793f85a4dfc1d57796d3cc00b235a9a8722a5a145ec383999a9eb66,586e1d34b9831650467b44983237f07ebeb30a1399e26bc149be540196704fdb,53,0.8699999999999999,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold2/selected.pt,False
WBCIC_MI,3,2,CE,a589945d5793f85a4dfc1d57796d3cc00b235a9a8722a5a145ec383999a9eb66,94fc4982639aebdc393158c5b15815f8b190aa05f4230da25555134bebef8c02,32,0.7299999999999999,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE/fold3/selected.pt,False
WBCIC_MI,3,2,CE_PLUS_PRD,a589945d5793f85a4dfc1d57796d3cc00b235a9a8722a5a145ec383999a9eb66,94fc4982639aebdc393158c5b15815f8b190aa05f4230da25555134bebef8c02,32,0.7309999999999999,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold3/selected.pt,False
WBCIC_MI,4,2,CE,a589945d5793f85a4dfc1d57796d3cc00b235a9a8722a5a145ec383999a9eb66,e6d60992fff2728f5954935fa4a18b4578fdbe13f726d687c1804d6df9fc146d,55,0.75,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE/fold4/selected.pt,False
WBCIC_MI,4,2,CE_PLUS_PRD,a589945d5793f85a4dfc1d57796d3cc00b235a9a8722a5a145ec383999a9eb66,e6d60992fff2728f5954935fa4a18b4578fdbe13f726d687c1804d6df9fc146d,31,0.736,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE_PLUS_PRD/fold4/selected.pt,False
