setting_id,query_unit,scope,scope_value,candidate_count,fraction_alpha_zero,alpha_mean,alpha_median,alpha_q25,alpha_q75,fraction_alpha_max,realized_norm_ratio_mean,realized_norm_ratio_median
OPENBMI_MI_EEGCONFORMER,trial,source_subject,45,4600,0.23695652173913043,0.18940896739130436,0.25,0.21875,0.25,0.7467391304347826,0.1462978896794274,0.16627990454435349
OPENBMI_MI_EEGCONFORMER,trial,source_subject,46,6900,0.33318840579710146,0.164981884057971,0.25,0.0,0.25,0.6482608695652174,0.14533792341647642,0.16798518598079681
OPENBMI_MI_EEGCONFORMER,trial,source_subject,47,4600,0.4108695652173913,0.1459001358695652,0.25,0.0,0.25,0.5747826086956521,0.13767321604587462,0.17487525939941406
OPENBMI_MI_EEGCONFORMER,trial,source_subject,48,9200,0.2209782608695652,0.19412533967391304,0.25,0.25,0.25,0.7740217391304348,0.20243968165469478,0.23269502818584442
OPENBMI_MI_EEGCONFORMER,trial,source_subject,49,6900,0.22710144927536233,0.1909941123188406,0.25,0.25,0.25,0.7521739130434782,0.12470024825424712,0.13362907618284225
OPENBMI_MI_EEGCONFORMER,trial,source_subject,5,9200,0.519891304347826,0.11806725543478261,0.0,0.0,0.25,0.46217391304347827,0.09315047545480015,0.0
OPENBMI_MI_EEGCONFORMER,trial,source_subject,50,4600,0.7667391304347826,0.05720788043478261,0.0,0.0,0.0,0.2184782608695652,0.04802476547577459,0.0
OPENBMI_MI_EEGCONFORMER,trial,source_subject,52,6900,0.26666666666666666,0.1817776268115942,0.25,0.0,0.25,0.7191304347826087,0.14673828172187012,0.16613175719976425
OPENBMI_MI_EEGCONFORMER,trial,source_subject,53,6900,0.29289855072463766,0.17507925724637682,0.25,0.0,0.25,0.6905797101449276,0.14701550912165987,0.1731555014848709
OPENBMI_MI_EEGCONFORMER,trial,source_subject,6,6900,0.37434782608695655,0.1537205615942029,0.25,0.0,0.25,0.6007246376811595,0.10836358355655186,0.13241051882505417
OPENBMI_MI_EEGCONFORMER,trial,source_subject,7,9200,0.4835869565217391,0.12696501358695653,0.21875,0.0,0.25,0.49880434782608696,0.09828033042631273,0.11301825940608978
OPENBMI_MI_EEGCONFORMER,trial,source_subject,8,6900,0.43231884057971015,0.14033967391304347,0.25,0.0,0.25,0.5533333333333333,0.13945517222896434,0.15809252113103867
OPENBMI_MI_EEGCONFORMER,trial,source_subject,9,9200,0.19521739130434781,0.19991508152173912,0.25,0.25,0.25,0.793695652173913,0.16232549156021814,0.17443018406629562
OPENBMI_MI_EEGNET,centroid,class,0,2760,0.005072463768115942,0.2474694293478261,0.25,0.25,0.25,0.9840579710144928,0.2827749837718,0.2586811035871506
OPENBMI_MI_EEGNET,centroid,class,1,2760,0.0014492753623188406,0.24963201992753623,0.25,0.25,0.25,0.9981884057971014,0.2921907528667994,0.2723497450351715
OPENBMI_MI_EEGNET,centroid,setting,ALL,5520,0.003260869565217391,0.24855072463768116,0.25,0.25,0.25,0.991123188405797,0.2874828683192997,0.2652145028114319
OPENBMI_MI_EEGNET,centroid,source_subject,1,184,0.0,0.25,0.25,0.25,0.25,1.0,0.3612426424641972,0.34812626242637634
OPENBMI_MI_EEGNET,centroid,source_subject,10,138,0.0,0.25,0.25,0.25,0.25,1.0,0.2576980323031329,0.2590007930994034
OPENBMI_MI_EEGNET,centroid,source_subject,11,92,0.0,0.25,0.25,0.25,0.25,1.0,0.33686113649088406,0.31806476414203644
OPENBMI_MI_EEGNET,centroid,source_subject,14,184,0.0,0.25,0.25,0.25,0.25,1.0,0.3419648017734289,0.31697461009025574
OPENBMI_MI_EEGNET,centroid,source_subject,15,92,0.0,0.25,0.25,0.25,0.25,1.0,0.33375034789028374,0.32743601500988007
OPENBMI_MI_EEGNET,centroid,source_subject,16,138,0.021739130434782608,0.239356884057971,0.25,0.25,0.25,0.927536231884058,0.19123666407203005,0.18661710619926453
OPENBMI_MI_EEGNET,centroid,source_subject,19,46,0.0,0.25,0.25,0.25,0.25,1.0,0.27644377525733865,0.26782213151454926
OPENBMI_MI_EEGNET,centroid,source_subject,2,92,0.0,0.25,0.25,0.25,0.25,1.0,0.28786867387268855,0.2690395563840866
OPENBMI_MI_EEGNET,centroid,source_subject,20,138,0.0,0.25,0.25,0.25,0.25,1.0,0.20397681391973427,0.19170062243938446
OPENBMI_MI_EEGNET,centroid,source_subject,21,138,0.0,0.25,0.25,0.25,0.25,1.0,0.2453247811915218,0.2351577803492546
OPENBMI_MI_EEGNET,centroid,source_subject,22,138,0.0,0.25,0.25,0.25,0.25,1.0,0.34713836510976154,0.3379572778940201
OPENBMI_MI_EEGNET,centroid,source_subject,23,184,0.0,0.25,0.25,0.25,0.25,1.0,0.3788997687237418,0.35463114082813263
OPENBMI_MI_EEGNET,centroid,source_subject,26,138,0.0,0.25,0.25,0.25,0.25,1.0,0.18285662767247876,0.17268399894237518
OPENBMI_MI_EEGNET,centroid,source_subject,27,138,0.0,0.24920742753623187,0.25,0.25,0.25,0.9927536231884058,0.2055034011710381,0.19407883286476135
OPENBMI_MI_EEGNET,centroid,source_subject,28,184,0.0,0.25,0.25,0.25,0.25,1.0,0.24757236375918854,0.24140270054340363
OPENBMI_MI_EEGNET,centroid,source_subject,3,138,0.0,0.2497735507246377,0.25,0.25,0.25,0.9927536231884058,0.23498784372771997,0.2256026417016983
OPENBMI_MI_EEGNET,centroid,source_subject,30,184,0.0,0.24991508152173914,0.25,0.25,0.25,0.9945652173913043,0.32085553062674793,0.2955593019723892
OPENBMI_MI_EEGNET,centroid,source_subject,31,184,0.0,0.25,0.25,0.25,0.25,1.0,0.23737608600893748,0.2184750735759735
OPENBMI_MI_EEGNET,centroid,source_subject,32,138,0.0,0.25,0.25,0.25,0.25,1.0,0.4431643731136253,0.41750600934028625
OPENBMI_MI_EEGNET,centroid,source_subject,33,138,0.0,0.25,0.25,0.25,0.25,1.0,0.25685667106206866,0.24673298001289368
OPENBMI_MI_EEGNET,centroid,source_subject,34,92,0.0,0.25,0.25,0.25,0.25,1.0,0.4741672473433225,0.4618469923734665
OPENBMI_MI_EEGNET,centroid,source_subject,35,184,0.059782608695652176,0.23505434782608695,0.25,0.25,0.25,0.9402173913043478,0.25376229271616624,0.2596660554409027
OPENBMI_MI_EEGNET,centroid,source_subject,38,46,0.0,0.25,0.25,0.25,0.25,1.0,0.22771594964939615,0.2215178981423378
OPENBMI_MI_EEGNET,centroid,source_subject,40,138,0.0,0.23482789855072464,0.25,0.25,0.25,0.8913043478260869,0.23913500020685402,0.22692223638296127
OPENBMI_MI_EEGNET,centroid,source_subject,41,184,0.0,0.25,0.25,0.25,0.25,1.0,0.352474015692006,0.34228919446468353
OPENBMI_MI_EEGNET,centroid,source_subject,43,138,0.0,0.25,0.25,0.25,0.25,1.0,0.23624555334664774,0.22832170873880386
OPENBMI_MI_EEGNET,centroid,source_subject,44,92,0.0,0.25,0.25,0.25,0.25,1.0,0.31587386115089705,0.2856979966163635
OPENBMI_MI_EEGNET,centroid,source_subject,45,92,0.0,0.25,0.25,0.25,0.25,1.0,0.22723667501755382,0.2250448539853096
OPENBMI_MI_EEGNET,centroid,source_subject,46,138,0.0,0.25,0.25,0.25,0.25,1.0,0.23457452930186107,0.22789186984300613
OPENBMI_MI_EEGNET,centroid,source_subject,47,92,0.0,0.25,0.25,0.25,0.25,1.0,0.28899635714681254,0.2703414261341095
OPENBMI_MI_EEGNET,centroid,source_subject,48,184,0.0,0.25,0.25,0.25,0.25,1.0,0.3518502320284429,0.3290661722421646
OPENBMI_MI_EEGNET,centroid,source_subject,49,138,0.0,0.25,0.25,0.25,0.25,1.0,0.2404462142267089,0.23256578296422958
OPENBMI_MI_EEGNET,centroid,source_subject,5,184,0.0,0.25,0.25,0.25,0.25,1.0,0.3058224269391402,0.29767845571041107
OPENBMI_MI_EEGNET,centroid,source_subject,50,92,0.043478260869565216,0.23335597826086957,0.25,0.25,0.25,0.8913043478260869,0.34689249762374424,0.3316086679697037
OPENBMI_MI_EEGNET,centroid,source_subject,52,138,0.0,0.25,0.25,0.25,0.25,1.0,0.23896971706678902,0.23077704012393951
OPENBMI_MI_EEGNET,centroid,source_subject,53,138,0.0,0.25,0.25,0.25,0.25,1.0,0.2555080747798733,0.23895832151174545
OPENBMI_MI_EEGNET,centroid,source_subject,6,138,0.0,0.25,0.25,0.25,0.25,1.0,0.2075595928059108,0.20829986780881882
OPENBMI_MI_EEGNET,centroid,source_subject,7,184,0.0,0.25,0.25,0.25,0.25,1.0,0.2934366617675709,0.2852746695280075
OPENBMI_MI_EEGNET,centroid,source_subject,8,138,0.0,0.25,0.25,0.25,0.25,1.0,0.295632921051288,0.2915198802947998
OPENBMI_MI_EEGNET,centroid,source_subject,9,184,0.0,0.25,0.25,0.25,0.25,1.0,0.3597545154878627,0.35050271451473236
OPENBMI_MI_EEGNET,trial,class,0,138000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,class,1,138000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,setting,ALL,276000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,1,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,10,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,11,4600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,14,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,15,4600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,16,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,19,2300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,2,4600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,20,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,21,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,22,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,23,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,26,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,27,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,28,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,3,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,30,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,31,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,32,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,33,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,34,4600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,35,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,38,2300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,40,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,41,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,43,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,44,4600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,45,4600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,46,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,47,4600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,48,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,49,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,5,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,50,4600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,52,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,53,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,6,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,7,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,8,6900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OPENBMI_MI_EEGNET,trial,source_subject,9,9200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WBCIC_MI_EEGCONFORMER,centroid,class,0,2904,0.03650137741046832,0.23944344008264462,0.25,0.25,0.25,0.9480027548209367,0.25590386530098996,0.22821316123008728
WBCIC_MI_EEGCONFORMER,centroid,class,1,2904,0.046831955922865015,0.23450951274104684,0.25,0.25,0.25,0.9090909090909091,0.2536052021431447,0.2181544154882431
WBCIC_MI_EEGCONFORMER,centroid,setting,ALL,5808,0.041666666666666664,0.23697647641184574,0.25,0.25,0.25,0.9285468319559229,0.2547545337220673,0.22365790605545044
WBCIC_MI_EEGCONFORMER,centroid,source_subject,1,144,0.0,0.24327256944444445,0.25,0.25,0.25,0.9652777777777778,0.1706508573293427,0.16572115570306778
WBCIC_MI_EEGCONFORMER,centroid,source_subject,11,142,0.0,0.25,0.25,0.25,0.25,1.0,0.27095833596524216,0.2330932468175888
WBCIC_MI_EEGCONFORMER,centroid,source_subject,12,142,0.0,0.2498899647887324,0.25,0.25,0.25,0.9929577464788732,0.39307763873481416,0.422005295753479
WBCIC_MI_EEGCONFORMER,centroid,source_subject,13,142,0.0,0.2498899647887324,0.25,0.25,0.25,0.9929577464788732,0.2727246646520118,0.24706482142210007
WBCIC_MI_EEGCONFORMER,centroid,source_subject,14,142,0.0,0.24944982394366197,0.25,0.25,0.25,0.9929577464788732,0.2949469152208365,0.314707413315773
WBCIC_MI_EEGCONFORMER,centroid,source_subject,16,144,0.0,0.2497829861111111,0.25,0.25,0.25,0.9930555555555556,0.3507652716814644,0.3921762853860855
WBCIC_MI_EEGCONFORMER,centroid,source_subject,17,142,0.0,0.24933978873239437,0.25,0.25,0.25,0.9929577464788732,0.26350569200347845,0.24719224125146866
