task,subject_id,EEGNet_BA,LOGIT50_BA,LiteBN_BA,EEGNet_macro_F1,LOGIT50_macro_F1,LiteBN_macro_F1,EEGNet_accuracy,LOGIT50_accuracy,LiteBN_accuracy,EEGNet_AUROC,LOGIT50_AUROC,LiteBN_AUROC,EEGNet_AUPRC,LOGIT50_AUPRC,LiteBN_AUPRC,LOGIT50_minus_EEGNet_pp,LOGIT50_minus_LiteBN_pp
ERP,42,0.8564242424242424,0.8535757575757575,0.8326060606060606,0.8127271227090521,0.8221028755116034,0.80288550025362,0.8823232323232324,0.8925252525252525,0.8810101010101011,0.9324202020202021,0.937042056932966,0.9219772268135905,0.8282711168682351,0.8308266276168166,0.7813111085237409,-0.2848484848484878,2.096969696969697
ERP,51,0.743030303030303,0.7547272727272727,0.7412121212121212,0.706820595931821,0.7104149964939568,0.6793669606398977,0.8113131313131314,0.8102020202020203,0.7743434343434343,0.8206178145087236,0.8373098255280074,0.8238438934802572,0.5659101225080432,0.5888831938861454,0.5545153154781899,1.169696969696965,1.351515151515148
ERP,54,0.7144848484848485,0.714969696969697,0.7021212121212121,0.6921009017313761,0.6960824852110284,0.6770543832768798,0.811010101010101,0.8166666666666668,0.7988888888888889,0.8052918273645545,0.8105913682277318,0.7882975206611571,0.5287271586833704,0.5406652604021949,0.5035286394366087,0.04848484848485324,1.2848484848484887
SSVEP,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0
SSVEP,12,0.944,0.958,0.968,0.9436841061094103,0.9577284580200237,0.9679341581145616,0.944,0.958,0.968,,,,,,,1.4000000000000012,-1.0000000000000009
SSVEP,13,0.672,0.792,0.8,0.6659769540087608,0.7914497793064452,0.798341604947649,0.6719999999999999,0.792,0.8,,,,,,,12.0,-0.8000000000000007
SSVEP,17,0.976,0.982,0.9480000000000001,0.9759471711761627,0.9819331374120843,0.9478956921423626,0.976,0.982,0.9480000000000001,,,,,,,0.6000000000000005,3.399999999999992
SSVEP,18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0
SSVEP,24,0.922,0.942,0.9039999999999999,0.9219390978527258,0.9419643600731525,0.903942568779357,0.922,0.942,0.9039999999999999,,,,,,,1.9999999999999907,3.8000000000000034
SSVEP,25,0.914,0.9400000000000001,0.942,0.9136599989410327,0.9396768217077037,0.9411945241397129,0.914,0.9400000000000001,0.942,,,,,,,2.6000000000000023,-0.19999999999998908
SSVEP,29,0.9,0.9559999999999998,0.954,0.8995111008944997,0.9564836135712147,0.9541231984650013,0.9,0.9559999999999998,0.954,,,,,,,5.599999999999983,0.19999999999998908
SSVEP,36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.0,0.0
SSVEP,37,0.9960000000000001,0.998,0.998,0.995998399359744,0.997999199679872,0.997999199679872,0.9960000000000001,0.998,0.998,,,,,,,0.19999999999998908,0.0
SSVEP,39,0.992,0.9960000000000001,0.994,0.9919967987194876,0.995998399359744,0.9939550820328131,0.992,0.9960000000000001,0.994,,,,,,,0.40000000000001146,0.20000000000001128
SSVEP,42,0.5660000000000001,0.6140000000000001,0.5860000000000001,0.5685831428996294,0.6138401588326678,0.583800996706331,0.5660000000000001,0.614,0.5860000000000001,,,,,,,4.800000000000004,2.8000000000000025
SSVEP,51,0.772,0.79,0.706,0.7703811362236168,0.7871012935606474,0.6937109995656054,0.772,0.79,0.706,,,,,,,1.8000000000000016,8.400000000000007
SSVEP,54,0.744,0.8539999999999999,0.8979999999999999,0.735538334624392,0.8534313425614684,0.8983750300611337,0.744,0.8539999999999999,0.898,,,,,,,10.999999999999988,-4.400000000000004
