Model,Task,subject_id,intact_BA,protected_BA,random_BA,protected_harm_pp,random_harm_pp,PEEH_pp,folds
EEGConformer,OpenBMI_SSVEP,51,0.648,0.49800000000000005,0.56538,14.999999999999995,8.261999999999997,6.737999999999998,5
EEGConformer,OpenBMI_SSVEP,54,0.592,0.4880000000000001,0.5306400000000001,10.399999999999997,6.135999999999994,4.264000000000004,5
EEGConformer,WBCIC_MI,sub-4,0.65625,0.596875,0.6482812499999999,5.9375,0.7968750000000013,5.140624999999998,5
EEGConformer,WBCIC_MI,sub-8,0.89375,0.746875,0.865875,14.6875,2.7875000000000005,11.9,5
EEGConformer,WBCIC_MI,sub-10,0.80625,0.65625,0.7848437500000001,15.0,2.1406249999999982,12.859375,5
EEGConformer,WBCIC_MI,sub-15,0.7375,0.6125,0.70540625,12.5,3.2093749999999988,9.290625,5
EEGConformer,WBCIC_MI,sub-20,0.5375,0.565625,0.5358125,-2.8125,0.16874999999999982,-2.98125,5
EEGConformer,WBCIC_MI,sub-39,0.790625,0.7,0.7734375,9.0625,1.71875,7.34375,5
EEGConformer,WBCIC_MI,sub-40,0.796875,0.6875,0.77784375,10.9375,1.9031249999999986,9.034375,5
EEGConformer,WBCIC_MI,sub-43,0.9625,0.721875,0.9367812499999999,24.0625,2.571874999999999,21.490625,5
EEGConformer,WBCIC_MI,sub-46,0.865625,0.603125,0.8291562499999999,26.25,3.646875,22.603125,5
EEGConformer,WBCIC_MI,sub-51,0.74375,0.653125,0.7362500000000001,9.0625,0.7499999999999996,8.312500000000002,5
FBCNet,OpenBMI_MI,4,0.703125,0.703125,0.69096875,0.0,1.215625,-1.215625,5
FBCNet,OpenBMI_MI,12,0.571875,0.575,0.55753125,-0.3125,1.4343750000000033,-1.7468750000000035,5
FBCNet,OpenBMI_MI,13,0.565625,0.528125,0.543875,3.75,2.1750000000000003,1.5749999999999997,5
FBCNet,OpenBMI_MI,17,0.5625,0.55,0.552,1.25,1.05,0.20000000000000018,5
FBCNet,OpenBMI_MI,18,0.61875,0.578125,0.6071875,4.0625,1.156250000000003,2.9062499999999964,5
FBCNet,OpenBMI_MI,24,0.525,0.515625,0.52778125,0.9375,-0.27812499999999796,1.215624999999998,5
FBCNet,OpenBMI_MI,25,0.759375,0.690625,0.7415,6.875,1.7874999999999996,5.0875,5
FBCNet,OpenBMI_MI,29,0.65625,0.58125,0.6350625,7.5,2.1187500000000004,5.38125,5
FBCNet,OpenBMI_MI,36,0.75625,0.68125,0.73996875,7.5,1.6281250000000003,5.871875,5
FBCNet,OpenBMI_MI,37,0.665625,0.59375,0.6409687500000001,7.1875,2.465625,4.721875,5
FBCNet,OpenBMI_MI,39,0.63125,0.61875,0.6115,1.25,1.975,-0.7250000000000001,5
FBCNet,OpenBMI_MI,42,0.60625,0.59375,0.600875,1.25,0.5374999999999996,0.7125000000000002,5
FBCNet,OpenBMI_MI,51,0.571875,0.521875,0.54325,5.0,2.8625,2.1375,5
FBCNet,OpenBMI_MI,54,0.51875,0.534375,0.5110625,-1.5625,0.7687500000000002,-2.3312500000000007,5
FBCNet,OpenBMI_ERP,4,0.7,0.540625,0.650875,15.9375,4.9125,11.025,5
FBCNet,OpenBMI_ERP,12,0.753125,0.590625,0.709,16.25,4.412500000000001,11.837499999999997,5
FBCNet,OpenBMI_ERP,13,0.678125,0.55625,0.6405,12.1875,3.762500000000002,8.424999999999997,5
FBCNet,OpenBMI_ERP,17,0.628125,0.553125,0.5992500000000001,7.5,2.8874999999999984,4.6125000000000025,5
FBCNet,OpenBMI_ERP,18,0.721875,0.5875,0.65321875,13.4375,6.865625000000001,6.571874999999999,5
FBCNet,OpenBMI_ERP,24,0.646875,0.56875,0.6298125,7.8125,1.7062500000000003,6.10625,5
FBCNet,OpenBMI_ERP,25,0.609375,0.515625,0.56315625,9.375,4.621874999999998,4.753125000000002,5
FBCNet,OpenBMI_ERP,29,0.615625,0.56875,0.6095937499999999,4.6875,0.603125,4.084375,5
FBCNet,OpenBMI_ERP,36,0.765625,0.578125,0.7026874999999999,18.75,6.29375,12.45625,5
FBCNet,OpenBMI_ERP,37,0.715625,0.58125,0.6568125,13.4375,5.88125,7.55625,5
FBCNet,OpenBMI_ERP,39,0.578125,0.49375,0.5570625,8.4375,2.1062500000000006,6.331249999999999,5
FBCNet,OpenBMI_ERP,42,0.6625,0.55,0.6039375,11.25,5.856250000000003,5.393749999999997,5
FBCNet,OpenBMI_ERP,51,0.603125,0.540625,0.568,6.25,3.5125000000000006,2.7375,5
FBCNet,OpenBMI_ERP,54,0.5625,0.521875,0.5387812500000001,4.0625,2.371874999999998,1.690625000000002,5
FBCNet,OpenBMI_SSVEP,4,0.968,0.46399999999999997,0.8270799999999999,50.4,14.091999999999999,36.30799999999999,5
FBCNet,OpenBMI_SSVEP,12,0.7779999999999999,0.41999999999999993,0.66672,35.8,11.128,24.671999999999997,5
FBCNet,OpenBMI_SSVEP,13,0.5660000000000001,0.368,0.49867999999999996,19.8,6.7319999999999975,13.068000000000001,5
FBCNet,OpenBMI_SSVEP,17,0.6439999999999999,0.328,0.52356,31.599999999999994,12.043999999999993,19.556,5
FBCNet,OpenBMI_SSVEP,18,0.932,0.4920000000000001,0.8149000000000001,44.0,11.709999999999997,32.29,5
FBCNet,OpenBMI_SSVEP,24,0.55,0.378,0.49596,17.2,5.403999999999998,11.796000000000001,5
FBCNet,OpenBMI_SSVEP,25,0.624,0.372,0.5332800000000001,25.2,9.071999999999997,16.128000000000004,5
FBCNet,OpenBMI_SSVEP,29,0.752,0.41999999999999993,0.6336999999999999,33.2,11.830000000000002,21.369999999999997,5
FBCNet,OpenBMI_SSVEP,36,0.844,0.356,0.72614,48.8,11.786000000000003,37.014,5
FBCNet,OpenBMI_SSVEP,37,0.826,0.43000000000000005,0.7072,39.60000000000001,11.880000000000004,27.72,5
FBCNet,OpenBMI_SSVEP,39,0.7859999999999999,0.43600000000000005,0.6607800000000001,35.0,12.521999999999991,22.478,5
FBCNet,OpenBMI_SSVEP,42,0.45199999999999996,0.294,0.3852,15.8,6.680000000000004,9.12,5
FBCNet,OpenBMI_SSVEP,51,0.34600000000000003,0.314,0.32294,3.1999999999999984,2.3060000000000005,0.893999999999998,5
FBCNet,OpenBMI_SSVEP,54,0.624,0.378,0.5185600000000001,24.6,10.543999999999995,14.056000000000003,5
FBCNet,WBCIC_MI,sub-4,0.534375,0.540625,0.5314687499999999,-0.625,0.2906249999999999,-0.915625,5
FBCNet,WBCIC_MI,sub-8,0.503125,0.496875,0.50534375,0.625,-0.22187500000000027,0.8468750000000004,5
FBCNet,WBCIC_MI,sub-10,0.54375,0.540625,0.54628125,0.3125,-0.2531250000000007,0.5656250000000007,5
FBCNet,WBCIC_MI,sub-15,0.490625,0.490625,0.49393750000000003,0.0,-0.3312500000000007,0.3312500000000007,5
FBCNet,WBCIC_MI,sub-20,0.515625,0.515625,0.5141875,0.0,0.14375000000000027,-0.14375000000000027,5
FBCNet,WBCIC_MI,sub-39,0.5125,0.503125,0.50871875,0.9375,0.37812500000000027,0.5593749999999997,5
FBCNet,WBCIC_MI,sub-40,0.553125,0.55625,0.55059375,-0.3125,0.2531250000000007,-0.5656250000000007,5
FBCNet,WBCIC_MI,sub-43,0.528125,0.528125,0.5274687499999999,0.0,0.06562500000000027,-0.06562500000000027,5
FBCNet,WBCIC_MI,sub-46,0.565625,0.5625,0.56553125,0.3125,0.009375000000000355,0.30312499999999964,5
FBCNet,WBCIC_MI,sub-51,0.46875,0.471875,0.46596875000000004,-0.3125,0.2781250000000002,-0.5906250000000002,5
