model,dataset,fold,seed,BA,macro_F1,NLL,threshold,competent,future_session_used,independent_probe_BA,residual_stability,stability_CI_low,stability_CI_high,subject_fidelity,subject_fidelity_CI_low,subject_fidelity_CI_high,random_advantage,random_advantage_CI_low,random_advantage_CI_high,class_accuracy_change,class_accuracy_loss,class_true_log_probability_change,manifold_transport_mean,manifold_clean_mean,independent_session_3NN_ratio,off_manifold_rate,random_off_manifold_rate,off_manifold_excess_vs_random,historical_strict_pass,stage1_manifold_pass,source_subjects
EEGNeX,OpenBMI,0,0,0.771875,0.7700499580935181,0.5036772775431607,0.7519166667,True,False,0.72375,0.529315395323941,0.46679820957988405,0.5930669024187678,0.09432992670719953,0.08660703706324714,0.10161389367956737,0.12634648980378968,0.11571492055159277,0.13646527249342424,0.0,-0.0,1.4223770753693627e-05,2.944921801416921,2.5750774527427196,1.1436245532266534,0.0,0.020833333333333332,-0.020833333333333332,True,True,24
EEGNeX,OpenBMI,0,1,0.7581249999999999,0.7558629252858741,0.5209668694752344,0.7519166667,True,False,0.735,0.5227827363417136,0.4639206220150743,0.5825011410687431,0.09422164020880634,0.08616810443148173,0.10131319556062332,0.1266692065018152,0.11592107527341754,0.13638976960635998,0.0,-0.0,5.981150534344864e-07,3.0349476910525612,2.6662837333570937,1.1382688395399263,0.0,0.0,0.0,True,True,24
EEGNeX,OpenBMI,0,2,0.83875,0.8371562112200557,0.3920458810455421,0.7519166667,True,False,0.77875,0.6093746462547263,0.5373580458583029,0.6792926111685836,0.11972288980507967,0.10708751524773433,0.1319575127022664,0.15235263701363755,0.13658153370967063,0.16712668767281194,0.0026811594202898552,-0.0026811594202898552,0.004426469661720407,3.383966150146993,2.961908100203645,1.1424953224964438,0.020833333333333332,0.021739130434782608,-0.0009057971014492759,True,True,24
EEGNeX,OpenBMI,1,0,0.776875,0.7760864311955529,0.4864400628111051,0.7519166667,True,False,0.80125,0.5911317368494288,0.4892183729691085,0.685488294951432,0.12440818527401593,0.11150261234835676,0.13758572684727635,0.16040378167216665,0.14513290441315232,0.17583036425016532,0.0019021739130434766,-0.0019021739130434766,0.00346986309636216,3.2012664254141745,2.7635252368658128,1.158399562525731,0.0,0.0018115942028985507,-0.0018115942028985507,True,True,24
EEGNeX,OpenBMI,1,1,0.755,0.7539026361978922,0.5242388370426453,0.7519166667,True,False,0.7262500000000001,0.4779312524442252,0.4009624694016314,0.5573332428310153,0.08230276399307598,0.07095812429605526,0.09287490284069355,0.11579311173518018,0.10073764064696908,0.12875403680652237,0.0,-0.0,2.187079906273168e-06,2.9947850663350732,2.614630916430793,1.1453949570913913,0.0,0.0,0.0,True,True,24
EEGNeX,OpenBMI,1,2,0.715625,0.7140746393323019,0.5593113536831004,0.7519166667,False,False,0.69375,0.4885006464290445,0.39421529782152565,0.5819704685164822,0.08353106792800048,0.0719701202182281,0.0951241455837608,0.11396696083163199,0.0999148617949342,0.12759637068239427,0.0,-0.0,0.0,2.939208103559228,2.573397043002419,1.1421510378864865,0.0,0.0,0.0,True,True,24
EEGNeX,OpenBMI,2,0,0.77875,0.7772636516148363,0.47502566797476375,0.7519166667,True,False,0.685,0.5162821257602531,0.43590470897739386,0.5956011926203499,0.09824281805801793,0.08799264131301283,0.10848247631815126,0.1322113345112196,0.12208971480260547,0.14295940696712234,0.0,-0.0,0.0,3.053648199160731,2.652836721669197,1.1510878804630458,0.0,0.0009057971014492754,-0.0009057971014492754,True,True,24
EEGNeX,OpenBMI,2,1,0.6956249999999999,0.6932328980110605,0.5715038100502099,0.7519166667,False,False,0.6575,0.4495610468979696,0.3457293454747331,0.5488390714050301,0.08153071279577019,0.06885910325713505,0.09410671306232812,0.11598572948592127,0.1030390016405464,0.12880944513922216,0.00010869565217391314,-0.00010869565217391314,4.2755385915718794e-05,2.9613155303751464,2.5633558162630914,1.1552495020734999,0.0,0.0,0.0,True,True,24
EEGNeX,OpenBMI,2,2,0.830625,0.8292646352620402,0.3749634872789821,0.7519166667,True,False,0.7562500000000001,0.5871165019950028,0.47652962675496763,0.6871440868418099,0.12167981205471746,0.10764848485955965,0.13624015054483238,0.15485050386137134,0.13977400875202411,0.17090219302422446,0.0010688405797101453,-0.0010688405797101453,0.0014028062975304683,3.255861402460899,2.8094890878703773,1.1588802449946074,0.026268115942028984,0.042572463768115944,-0.01630434782608696,True,True,24
EEGNeX,OpenBMI,3,0,0.841875,0.8414482340421003,0.3401008017730558,0.7519166667,True,False,0.7737499999999999,0.5232264923499835,0.43653552625303493,0.608442204415547,0.09649550537446061,0.082235496128212,0.11039053251105484,0.12996004678930767,0.11151992609286047,0.1462783224789619,0.00019927536231883962,-0.00019927536231883962,0.0012111168241908381,3.223012983845818,2.795608561472775,1.1528842157171957,0.0,0.0,0.0,True,True,24
EEGNeX,OpenBMI,3,1,0.795625,0.7927876440527342,0.42363614800680344,0.7519166667,True,False,0.7075,0.467709183994563,0.41112433609901305,0.5210258935059277,0.07788208504042596,0.06856998902028374,0.08602010233462767,0.11198023627945115,0.09989005829561685,0.12322782938543836,0.0,-0.0,0.0,3.0192986924603824,2.6362932725779573,1.145281795415688,0.0,0.0,0.0,True,True,24
EEGNeX,OpenBMI,3,2,0.86125,0.8604960674440039,0.33367173269558614,0.7519166667,True,False,0.7875000000000001,0.5028307428169293,0.4168460637298058,0.5891629321711968,0.08886440871886708,0.07483418047866575,0.10219394187735453,0.12219236950459343,0.10418547745111481,0.1382748464869636,0.001268115942028983,-0.001268115942028983,0.003577093999659012,3.236437685236425,2.8188609201995782,1.148136703746023,0.0,0.0,0.0,True,True,24
EEGNeX,OpenBMI,4,0,0.8475,0.8462199352574244,0.3656975100009866,0.7519166667,True,False,0.8,0.5935573767386266,0.48719909760288016,0.6922481934546282,0.12998213170875542,0.11210940429356533,0.1486421686806567,0.16777573204411259,0.14730648261343807,0.1895216351646256,0.0005253623188405809,-0.0005253623188405809,0.0024264274995776367,3.391022837469126,2.9410241373359036,1.1530074828086414,0.020833333333333332,0.035326086956521736,-0.014492753623188404,True,True,24
EEGNeX,OpenBMI,4,1,0.798125,0.7946990651139759,0.4513961546287365,0.7519166667,True,False,0.74,0.5129186951627106,0.44130899700334164,0.5799777457103605,0.09581571143209085,0.08593111006481097,0.10576836956248503,0.12830268772786677,0.11532510565080985,0.14065424904804988,0.0,-0.0,3.8858923400307504e-05,3.0048958463920976,2.6280043285195003,1.143413583372947,0.0,0.0018115942028985507,-0.0018115942028985507,True,True,24
EEGNeX,OpenBMI,4,2,0.8362499999999999,0.8345018974447176,0.3896325737783951,0.7519166667,True,False,0.78625,0.5717475752913489,0.489053770626701,0.6515120053018751,0.11955287046814204,0.10462239547555273,0.1361867810608728,0.1561192910731613,0.13789484960744935,0.17486326103866176,0.0002717391304347809,-0.0002717391304347809,0.0017152804711009259,3.3381107450208773,2.9221731763217655,1.1423384391005416,0.0,0.017210144927536232,-0.017210144927536232,True,True,24
EEGNeX,WBCIC,0,0,0.8230555555555555,0.8219342184886657,0.36585787270781306,0.7684300821,True,False,0.69625,0.43733469394358987,0.23987093049024258,0.6195295751671627,0.074035584497861,0.04658890852247064,0.10115519381255754,0.1167002579316811,0.09435903577843426,0.1385777479868512,0.0,-0.0,0.0,2.3893280705642743,1.999771098079291,1.1948007813789983,0.0,0.014492753623188406,-0.014492753623188406,True,True,24
EEGNeX,WBCIC,0,1,0.8255555555555555,0.8249414425134609,0.3582079632201957,0.7684300821,True,False,0.68875,0.5014132585268647,0.3180637722363538,0.6799943817529732,0.09313365990601134,0.0671631537842753,0.11922685792987464,0.1315237646231275,0.10838171557782228,0.15473304425388654,0.0,-0.0,0.0,2.6381579420371746,2.2635515012965066,1.1654949933880907,0.0,0.020833333333333332,-0.020833333333333332,True,True,24
EEGNeX,WBCIC,0,2,0.8244444444444444,0.823766207179545,0.35531393542522716,0.7684300821,True,False,0.698125,0.4855186675467354,0.3041265323535892,0.651294209184796,0.08187867954822088,0.054392406432090576,0.10854919200146808,0.12466200497002992,0.1009329783450357,0.14838733546896243,0.0,-0.0,0.0,2.750409955125192,2.3227401604501505,1.184122960440034,0.0,0.042572463768115944,-0.042572463768115944,True,True,24
EEGNeX,WBCIC,1,0,0.7259375,0.7253858917040596,0.5166163807073614,0.7684300821,False,False,0.775,0.44667342918233616,0.22750717559667177,0.6435045074047114,0.07933942816423617,0.05239091257266395,0.1026046077766048,0.11282548571767576,0.08956322661053122,0.13390067147693838,0.0,-0.0,0.0,2.5575974632396816,2.1415234814164763,1.1942887787286833,0.0,0.006666666666666667,-0.006666666666666667,True,True,25
EEGNeX,WBCIC,1,1,0.7278125,0.7273722731094538,0.5048965929268241,0.7684300821,False,False,0.78125,0.4477284104809102,0.24081336416278826,0.6404344620887068,0.07427809662900416,0.05342117090079323,0.0936961574139157,0.10504624038864056,0.08435810534846787,0.1246363378644968,0.0,-0.0,0.0,2.4969725165525785,2.1283004961588525,1.173223668865888,0.0,0.005,-0.005,True,True,25
EEGNeX,WBCIC,1,2,0.7275,0.7269176908062278,0.5090703388656642,0.7684300821,False,False,0.785625,0.4505668412320661,0.24661584382764654,0.6388271798549368,0.06925751946027346,0.04114663203686576,0.09348976957596312,0.10475947207951951,0.08078282666124988,0.12569855470504712,0.0,-0.0,0.0,2.559145619183054,2.152379809390017,1.1889842155266799,0.0,0.0016666666666666668,-0.0016666666666666668,True,True,25
EEGNeX,WBCIC,2,0,0.789663944723618,0.7889861667817423,0.4298700804944197,0.7684300821,True,False,0.8267819148936171,0.49328729242228403,0.29526719994567596,0.6720678866557682,0.08036475719793824,0.061181807567872636,0.09857902243103155,0.11067892211898389,0.08967380370921338,0.13005097684734898,0.0,-0.0,0.0,2.6073860928941097,2.248849744918391,1.1594309930158229,0.0,0.0,0.0,True,True,25
EEGNeX,WBCIC,2,1,0.784976444723618,0.7844730305149279,0.4341855370846145,0.7684300821,True,False,0.815520181476846,0.48959831673901455,0.2901254381534247,0.6624846576041188,0.08062635385539847,0.061795440937212155,0.098402326801669,0.11037721101647179,0.08987038118415885,0.13004507918547506,0.0,-0.0,0.0,2.5521510172123523,2.2024763469497413,1.1587643248686341,0.0,0.0,0.0,True,True,25
EEGNeX,WBCIC,2,2,0.7880935929648242,0.7876033998898885,0.43764871239409786,0.7684300821,True,False,0.8123912703379224,0.5097490943695265,0.32145202115152216,0.6757598485491354,0.08069296107745876,0.06207104210018725,0.0979332358750646,0.11255021526292845,0.09145664981534073,0.1325337488299767,0.0,-0.0,0.0,2.4341496131230715,2.0360354371156406,1.1955340112210529,0.0,0.0,0.0,True,True,25
EEGNeX,WBCIC,3,0,0.8468388819095478,0.8464600005473287,0.3121192657516204,0.7684300821,True,False,0.7511178035043804,0.49193860392862293,0.295330021757578,0.6697561995902718,0.0961541324034839,0.07203159278686644,0.12046355316440122,0.13372057083574465,0.10645149751916315,0.16185273917494708,0.0005916666666666684,-0.0005916666666666684,0.00031564502728929293,2.812386893870059,2.4015204126436136,1.1710859833059508,0.02,0.05333333333333334,-0.03333333333333334,True,True,25
EEGNeX,WBCIC,3,1,0.8346435301507538,0.8340095758545664,0.3290295254604884,0.7684300821,True,False,0.730441958698373,0.503269184487699,0.31588655976146235,0.6674579211883589,0.07991136222983623,0.05975844076447225,0.09866225789917678,0.11142543064807263,0.09059649790525573,0.13157974289257365,0.0,-0.0,0.0,2.4780677038665786,2.1033077866005874,1.1781764512324115,0.0,0.006666666666666667,-0.006666666666666667,True,True,25
EEGNeX,WBCIC,3,2,0.8362028894472362,0.8360262736675144,0.3316301203699223,0.7684300821,True,False,0.7429529098873592,0.4793619163384698,0.28915850016377703,0.658158233678522,0.07644943309256126,0.052581619348091475,0.09930166005359929,0.11036826366071285,0.08585100770709124,0.13448018439131879,0.0,-0.0,0.0,2.6063669930673345,2.213661149555352,1.177401064110857,0.0,0.0008333333333333334,-0.0008333333333333334,True,True,25
EEGNeX,WBCIC,4,0,0.7501774497487437,0.7497685825288122,0.4537353679373205,0.7684300821,False,False,0.8466666666666667,0.4920263465536136,0.29845623555661216,0.6762555051154501,0.09580796420769583,0.07185820269395667,0.11952094971117783,0.13392966111363766,0.11025416560030414,0.1573767044437375,7.24637681159421e-05,-7.24637681159421e-05,7.983767789375343e-05,2.668095454114689,2.1963826713272683,1.2147680315208305,0.0,0.030797101449275364,-0.030797101449275364,True,True,24
EEGNeX,WBCIC,4,1,0.7489243090452261,0.7486484229544453,0.45809363156416766,0.7684300821,False,False,0.8422222222222222,0.4419977372150516,0.23403328064418866,0.6387488726097077,0.07492927325860249,0.048335775226345745,0.1018664385754078,0.11421538337655394,0.08879677464665561,0.1391878214073773,-7.24637681159421e-05,7.24637681159421e-05,-2.1068387385398118e-05,2.7064321201777286,2.2280596352410695,1.2147036270350549,0.0,0.026268115942028984,-0.026268115942028984,True,True,24
EEGNeX,WBCIC,4,2,0.738611809045226,0.7381245154186922,0.47211614759018494,0.7684300821,False,False,0.8461111111111111,0.4118953392292255,0.20763065865014876,0.6002545405457129,0.05965060461591901,0.03037326304443992,0.0877536341770194,0.1050509007510485,0.07967389022970209,0.13101684163689442,0.00043478260869565186,-0.00043478260869565186,0.0005201777172446288,2.452963459581604,1.992035564985787,1.2313853741858798,0.0,0.018115942028985508,-0.018115942028985508,True,True,24
