model,method,fold,seed,BA,macro_F1,CE,subjects
EEGConformer,RandomTransport,2,0,0.8162499999999999,0.8147745024431702,0.4349299419496805,8
EEGConformer,RandomTransport,2,1,0.806875,0.8060727017424462,0.4487052596682012,8
EEGConformer,RandomTransport,2,2,0.805,0.8028475418258211,0.4362992521542851,8
EEGConformer,RandomTransport,3,0,0.8023958333333333,0.7962051433695672,0.4227303938310117,8
EEGConformer,RandomTransport,3,1,0.8117455808080808,0.8088049612540402,0.41859741639082715,8
EEGConformer,RandomTransport,3,2,0.7973634785353535,0.7915889752283242,0.41239616860941963,8
EEGConformer,RandomTransport,4,0,0.798125,0.7979291907597557,0.4208653384138371,8
EEGConformer,RandomTransport,4,1,0.793125,0.7924417740995476,0.45626381377957653,8
EEGConformer,RandomTransport,4,2,0.78875,0.787580491681182,0.483214341477925,8
EEGConformer,SCST-NoConsistency,0,0,0.8233333333333334,0.8195668533621948,0.3675514495217754,9
EEGConformer,SCST-NoConsistency,0,1,0.8344444444444444,0.8325071666049519,0.3788190558562521,9
EEGConformer,SCST-NoConsistency,0,2,0.8288888888888889,0.8260166034661426,0.3696408498431925,9
EEGConformer,SCST-NoConsistency,1,0,0.81125,0.8092214600527137,0.4136302554771436,8
EEGConformer,SCST-NoConsistency,1,1,0.808125,0.807080463377957,0.40378258073591056,8
EEGConformer,SCST-NoConsistency,1,2,0.813125,0.8113124141619406,0.4326537835147227,8
EEGConformer,SCST-NoConsistency,2,0,0.8175,0.815853402843181,0.4380003524461967,8
EEGConformer,SCST-NoConsistency,2,1,0.8049999999999999,0.804151076516229,0.45304842357478103,8
EEGConformer,SCST-NoConsistency,2,2,0.8049999999999999,0.8026823131255446,0.44095461305982586,8
EEGConformer,SCST-NoConsistency,3,0,0.8017708333333333,0.7957762785213139,0.42847346667818503,8
EEGConformer,SCST-NoConsistency,3,1,0.8073705808080808,0.8043165546699714,0.4220666778062749,8
EEGConformer,SCST-NoConsistency,3,2,0.7961134785353535,0.7900632819705218,0.415184848583443,8
EEGConformer,SCST-NoConsistency,4,0,0.798125,0.7978993216588394,0.42225458408080196,8
EEGConformer,SCST-NoConsistency,4,1,0.7949999999999999,0.7942910292915758,0.4585288557019499,8
EEGConformer,SCST-NoConsistency,4,2,0.785625,0.7843323617052058,0.4897342346384641,8
