task,fold,arm,epoch,optimizer_steps_cumulative,rescue_samples_seen,preserve_samples_seen,batch_order_manifest_sha256,L_P_rescue,L_P_preserve,L_C,total_loss,rescue_target_P_error,preserve_target_P_error,P_drift_standardized_RMS,C_drift_standardized_RMS,native_successor_abs_difference_sum_of_batch_maxima
OpenBMI_MI,4,RESCUE_FIRST_P,0,0,0,0,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0048628329297257635,3.0500024470168115e-14,2.553083423624052e-15,0.004862832929758817,0.0048628329297257635,3.0500024470168115e-14,1.3818749260088645e-07,4.7556351843853075e-08,0.0
OpenBMI_MI,4,RESCUE_FIRST_P,1,82,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.00323886546241592,0.00023127479470694677,0.00021975392878700336,0.00368989418590987,0.00323886546241592,0.00023127479470694677,0.013010205317002076,0.013720298461042918,12.51402572542429
OpenBMI_MI,4,RESCUE_FIRST_P,2,164,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0025392917313980926,0.00027158611561121,0.00032561700681421477,0.0031364948538235176,0.0025392917313980926,0.00027158611561121,0.011893205990871557,0.016236763046338008,14.462762676179409
OpenBMI_MI,4,RESCUE_FIRST_P,3,246,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.002252251230127086,0.00032810033256871243,0.00039513536952794174,0.0029754869322237403,0.002252251230127086,0.00032810033256871243,0.013567511972326498,0.01804969464930204,16.62709967792034
OpenBMI_MI,4,RESCUE_FIRST_P,4,328,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.00199302456845252,0.0003090661871870574,0.0004164712092069049,0.0027185619648464818,0.00199302456845252,0.0003090661871870574,0.01412864482173553,0.01862196190425983,16.908760249614716
OpenBMI_MI,4,RESCUE_FIRST_P,5,410,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0019106914302410363,0.0003285139161979248,0.0004497791345840177,0.0026889844810229786,0.0019106914302410363,0.0003285139161979248,0.014167784681686989,0.019363032304323638,16.80965146422386
OpenBMI_MI,4,RESCUE_FIRST_P,6,492,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0016733374423545033,0.00026992257554752784,0.0005124497864073,0.002455709804309331,0.0016733374423545033,0.00026992257554752784,0.01165710388467862,0.020577713990440734,18.32505964487791
OpenBMI_MI,4,RESCUE_FIRST_P,7,574,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0016927841545426126,0.0003112715379549828,0.0005677821754495828,0.002571837867947178,0.0016927841545426126,0.0003112715379549828,0.012324995167839985,0.021520751239015506,18.722462616860867
OpenBMI_MI,4,RESCUE_FIRST_P,8,656,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0015964039846185637,0.0002939617316290195,0.0005466885647127548,0.002437054280960338,0.0015964039846185637,0.0002939617316290195,0.01268740941125613,0.021179453977025472,19.052836939692497
OpenBMI_MI,4,RESCUE_FIRST_P,9,738,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0015598556796091688,0.00027363297360740265,0.0005659074608970864,0.0023993961141136576,0.0015598556796091688,0.00027363297360740265,0.011737238346384122,0.021559331944355598,19.507406696677208
OpenBMI_MI,4,RESCUE_FIRST_P,10,820,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0015696771930648807,0.000291905752660651,0.0005517807559002764,0.002413363701625808,0.0015696771930648807,0.000291905752660651,0.012367707296059682,0.02138411313868486,19.523302413523197
OpenBMI_MI,4,RESCUE_FIRST_P,11,902,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0015712323016307409,0.00038793562051708135,0.0005901133423993507,0.002549281264547173,0.0015712323016307409,0.00038793562051708135,0.01545700506808666,0.022162969851723086,20.843288354575634
OpenBMI_MI,4,RESCUE_FIRST_P,12,984,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0014103188383878772,0.0002923168417742029,0.0006006812452016255,0.0023033169253637055,0.0014103188383878772,0.0002923168417742029,0.012295935090917807,0.022271225893726716,19.796944171190262
OpenBMI_MI,4,RESCUE_FIRST_P,13,1066,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0016469672329639039,0.00036616454303070996,0.0006532778042870072,0.0026664095802816207,0.0016469672329639039,0.00036616454303070996,0.013989428740281326,0.02319206587397135,21.239582419395447
OpenBMI_MI,4,RESCUE_FIRST_P,14,1148,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.001534153277460086,0.0003233686813155794,0.0006287425686605275,0.002486264527436193,0.001534153277460086,0.0003233686813155794,0.01348192553394116,0.022876794023009447,20.561039730906487
OpenBMI_MI,4,RESCUE_FIRST_P,15,1230,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0014647978398752007,0.0003747743866270328,0.0006809845474512818,0.002520556773953515,0.0014647978398752007,0.0003747743866270328,0.01526824666903569,0.023891410552538357,21.36965560913086
OpenBMI_MI,4,RESCUE_FIRST_P,16,1312,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0013359090178395783,0.00033642772410874566,0.0006424070539203687,0.0023147437958686927,0.0013359090178395783,0.00033642772410874566,0.014133207654723754,0.023242340007653604,21.110299542546272
OpenBMI_MI,4,RESCUE_FIRST_P,17,1394,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0014121787392435148,0.0003311330326901511,0.0006793197155751001,0.0024226314875087657,0.0014121787392435148,0.0003311330326901511,0.013193436560149376,0.023781758833390017,21.29239732027054
OpenBMI_MI,4,RESCUE_FIRST_P,18,1476,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0013803411276046658,0.00030137002093409395,0.0006727121876946722,0.0023544233362334317,0.0013803411276046658,0.00030137002093409395,0.012295658680108878,0.02352568747332463,21.466550812125206
OpenBMI_MI,4,RESCUE_FIRST_P,19,1558,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0014605212455075004,0.0002815810070777479,0.0006415352407090652,0.0023836374932943135,0.0014605212455075004,0.0002815810070777479,0.01258138774965818,0.02310095654657254,21.411721490323544
OpenBMI_MI,4,RESCUE_FIRST_P,20,1640,81,5119,12a42780362e715889c7a33df14f24c2f7bdb4474c8686edd1e07534c1a899f0,0.0012960633188256142,0.00037104972500030456,0.0007133692792222763,0.002380482323048195,0.0012960633188256142,0.00037104972500030456,0.014309718929804288,0.02422607144484153,21.745313704013824
