task,fold,subject,session,role,rescue_trials,E_zero,E_student,E_student_over_E_zero,cosine,sign_agreement,norm_ratio
OpenBMI_MI,3,46,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,4,0.0037429328076541424,0.0038138895761221647,1.0189575319981483,0.045020848512649536,0.59375,1.7593162059783936
OpenBMI_MI,3,46,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.011065932922065258,0.014143276028335094,1.2780916103452673,-0.6028834581375122,0.375,0.19809100031852722
OpenBMI_MI,4,11,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,2.767499245237559e-05,0.0001212825154652819,4.382386577846064,-0.4842737913131714,0.25,1.4175430536270142
OpenBMI_MI,4,11,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.0005608765641227365,0.0005957852699793875,1.0622395516048198,0.16461506485939026,0.25,0.46350911259651184
OpenBMI_MI,4,15,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,2,0.01628662273287773,0.017953693866729736,1.1023583072558496,0.16707125306129456,0.5,0.8260078430175781
OpenBMI_MI,4,15,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,4,0.02516319788992405,0.0231524296104908,0.9200909086265856,-0.2112152874469757,0.4375,0.29665306210517883
OpenBMI_MI,4,34,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.06586924940347672,0.06487390398979187,0.9848890730849544,0.1299658864736557,0.75,0.08777301758527756
OpenBMI_MI,4,34,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.000208135592401959,0.00117788917850703,5.6592395606814225,0.5723513960838318,0.5,2.805471658706665
OpenBMI_MI,4,38,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,4,0.002824634313583374,0.0031581774819642305,1.1180836637071503,0.15100501477718353,0.5,1.1216557025909424
OpenBMI_MI,4,38,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,3,0.0014255213318392634,0.001406809431500733,0.9868736441043728,0.19766850769519806,0.5,0.22270597517490387
OpenBMI_MI,4,48,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,0,,,,,,
OpenBMI_MI,4,48,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,0,,,,,,
OpenBMI_MI,4,52,1,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,0,,,,,,
OpenBMI_MI,4,52,2,POST_HOC_DISCOVERY_DIAGNOSTIC_RESCUE_ONLY,1,0.0007327489438466728,0.00048030432662926614,0.6554827962055303,0.5910540223121643,0.75,0.6605352759361267
