dataset,fold,seed,method,q,lambda_T,subject_id,BA,macro_F1,trials
OpenBMI,0,0,R1-TaskProtected-Random,0.25,1.0,16,0.61,0.5920075321686369,100
OpenBMI,0,0,R1-TaskProtected-Random,0.25,1.0,20,0.52,0.5192307692307692,100
OpenBMI,0,0,R1-TaskProtected-Random,0.25,1.0,26,0.49,0.4899489948994899,100
OpenBMI,0,0,R1-TaskProtected-Random,0.25,1.0,38,0.54,0.5245969408846631,100
OpenBMI,0,0,R1-TaskProtected-Random,0.25,1.0,45,0.6599999999999999,0.6510673234811166,100
OpenBMI,0,0,R1-TaskProtected-Random,0.25,1.0,50,0.49,0.4188034188034188,100
OpenBMI,0,0,R1-TaskProtected-Random,0.25,1.0,53,0.54,0.5279146141215106,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.25,2,0.33,0.3267008340870264,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.25,16,0.6,0.586606035551881,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.25,20,0.5,0.4997999199679871,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.25,26,0.49,0.4899489948994899,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.25,38,0.54,0.5279146141215106,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.25,45,0.65,0.6419437340153453,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.25,50,0.48,0.4206773618538324,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.25,53,0.55,0.5396419437340154,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.25,2,0.33,0.3267008340870264,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.25,16,0.6,0.586606035551881,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.25,20,0.5,0.4997999199679871,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.25,26,0.49,0.4899489948994899,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.25,38,0.54,0.5279146141215106,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.25,45,0.65,0.6419437340153453,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.25,50,0.48,0.4206773618538324,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.25,53,0.55,0.5396419437340154,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,2,0.33,0.3267008340870264,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,16,0.6000000000000001,0.5833333333333333,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,20,0.51,0.5095586027424682,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,26,0.5,0.5,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,38,0.54,0.5279146141215106,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,45,0.6599999999999999,0.6510673234811166,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,50,0.49,0.4276736617663562,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,0.5,53,0.54,0.5279146141215106,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,2,0.33,0.3267008340870264,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,16,0.6000000000000001,0.5833333333333333,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,20,0.51,0.5095586027424682,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,26,0.5,0.5,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,38,0.54,0.5279146141215106,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,45,0.6599999999999999,0.6510673234811166,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,50,0.49,0.4276736617663562,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,0.5,53,0.54,0.5279146141215106,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,1.0,2,0.32,0.3156199677938808,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,1.0,16,0.61,0.5920075321686369,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,1.0,20,0.5,0.4981934965877158,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,1.0,26,0.49,0.4899489948994899,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,1.0,38,0.56,0.5416666666666666,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,1.0,45,0.6599999999999999,0.6510673234811166,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,1.0,50,0.49,0.4188034188034188,100
OpenBMI,0,0,R1-TaskProtected-Bures,0.5,1.0,53,0.53,0.5160127690248172,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,1.0,2,0.32,0.3156199677938808,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,1.0,16,0.61,0.5920075321686369,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,1.0,20,0.5,0.4981934965877158,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,1.0,26,0.49,0.4899489948994899,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,1.0,38,0.56,0.5416666666666666,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,1.0,45,0.6599999999999999,0.6510673234811166,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,1.0,50,0.49,0.4188034188034188,100
OpenBMI,0,0,R1-TaskProtected-Random,0.5,1.0,53,0.53,0.5160127690248172,100
OpenBMI,0,1,ERM,0.5,0.5,2,0.59,0.5577607593571352,100
OpenBMI,0,1,ERM,0.5,0.5,16,0.86,0.8572011423908609,100
OpenBMI,0,1,ERM,0.5,0.5,20,0.69,0.6693333333333333,100
OpenBMI,0,1,ERM,0.5,0.5,26,0.66,0.6212121212121212,100
OpenBMI,0,1,ERM,0.5,0.5,38,0.55,0.4590695997115038,100
OpenBMI,0,1,ERM,0.5,0.5,45,0.7,0.6744791666666667,100
OpenBMI,0,1,ERM,0.5,0.5,50,0.5900000000000001,0.539894512400404,100
OpenBMI,0,1,ERM,0.5,0.5,53,0.62,0.5634191176470589,100
OpenBMI,0,1,Mixup,0.5,0.5,2,0.61,0.584,100
OpenBMI,0,1,Mixup,0.5,0.5,16,0.85,0.8474214220323466,100
OpenBMI,0,1,Mixup,0.5,0.5,20,0.69,0.6693333333333333,100
OpenBMI,0,1,Mixup,0.5,0.5,26,0.6799999999999999,0.6483516483516483,100
OpenBMI,0,1,Mixup,0.5,0.5,38,0.55,0.4590695997115038,100
OpenBMI,0,1,Mixup,0.5,0.5,45,0.69,0.6656239887822242,100
OpenBMI,0,1,Mixup,0.5,0.5,50,0.5700000000000001,0.5242836596968692,100
OpenBMI,0,1,Mixup,0.5,0.5,53,0.63,0.5783475783475784,100
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,2,0.6000000000000001,0.554367201426025,100
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,16,0.8300000000000001,0.8249407887962105,100
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,26,0.67,0.6296711929076422,100
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,38,0.55,0.4590695997115038,100
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,45,0.7,0.6744791666666667,100
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,50,0.5599999999999999,0.4857410004675082,100
OpenBMI,0,1,V3-Bures-HardSCST,0.5,0.5,53,0.6,0.5324918186068257,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.25,2,0.5700000000000001,0.5305164319248826,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.25,16,0.85,0.8465473145780051,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.25,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.25,26,0.66,0.6212121212121212,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.25,38,0.55,0.4590695997115038,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.25,45,0.7,0.6744791666666667,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.25,50,0.58,0.5174632352941176,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.25,53,0.59,0.516452411841019,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.25,2,0.5700000000000001,0.5305164319248826,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.25,16,0.85,0.8465473145780051,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.25,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.25,26,0.66,0.6212121212121212,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.25,38,0.55,0.4590695997115038,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.25,45,0.7,0.6744791666666667,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.25,50,0.58,0.5174632352941176,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.25,53,0.59,0.516452411841019,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.5,2,0.6000000000000001,0.554367201426025,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.5,16,0.8300000000000001,0.8249407887962105,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.5,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.5,26,0.67,0.6296711929076422,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.5,38,0.55,0.4590695997115038,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.5,45,0.7,0.6744791666666667,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.5,50,0.5599999999999999,0.4857410004675082,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,0.5,53,0.6,0.5324918186068257,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.5,2,0.6000000000000001,0.554367201426025,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.5,16,0.8300000000000001,0.8249407887962105,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.5,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.5,26,0.67,0.6296711929076422,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.5,38,0.55,0.4590695997115038,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.5,45,0.7,0.6744791666666667,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.5,50,0.5599999999999999,0.4857410004675082,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,0.5,53,0.6,0.5324918186068257,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,1.0,2,0.56,0.4944852941176471,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,1.0,16,0.8400000000000001,0.8357963875205254,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,1.0,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,1.0,26,0.66,0.6212121212121212,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,1.0,38,0.54,0.4414764448761534,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,1.0,45,0.69,0.6615351020853806,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,1.0,50,0.5499999999999999,0.4692770373864843,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.25,1.0,53,0.6,0.5324918186068257,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,1.0,2,0.56,0.4944852941176471,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,1.0,16,0.8400000000000001,0.8357963875205254,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,1.0,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,1.0,26,0.66,0.6212121212121212,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,1.0,38,0.54,0.4414764448761534,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,1.0,45,0.69,0.6615351020853806,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,1.0,50,0.5499999999999999,0.4692770373864843,100
OpenBMI,0,1,R1-TaskProtected-Random,0.25,1.0,53,0.6,0.5324918186068257,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.25,2,0.5700000000000001,0.5305164319248826,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.25,16,0.85,0.8465473145780051,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.25,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.25,26,0.66,0.6212121212121212,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.25,38,0.55,0.4590695997115038,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.25,45,0.7,0.6744791666666667,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.25,50,0.58,0.5174632352941176,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.25,53,0.59,0.516452411841019,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.25,2,0.5700000000000001,0.5305164319248826,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.25,16,0.85,0.8465473145780051,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.25,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.25,26,0.66,0.6212121212121212,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.25,38,0.55,0.4590695997115038,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.25,45,0.7,0.6744791666666667,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.25,50,0.58,0.5174632352941176,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.25,53,0.59,0.516452411841019,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,2,0.6000000000000001,0.554367201426025,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,16,0.8300000000000001,0.8249407887962105,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,26,0.67,0.6296711929076422,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,38,0.55,0.4590695997115038,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,45,0.7,0.6744791666666667,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,50,0.5599999999999999,0.4857410004675082,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,0.5,53,0.6,0.5324918186068257,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,2,0.6000000000000001,0.554367201426025,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,16,0.8300000000000001,0.8249407887962105,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,26,0.67,0.6296711929076422,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,38,0.55,0.4590695997115038,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,45,0.7,0.6744791666666667,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,50,0.5599999999999999,0.4857410004675082,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,0.5,53,0.6,0.5324918186068257,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,1.0,2,0.56,0.4944852941176471,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,1.0,16,0.8400000000000001,0.8357963875205254,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,1.0,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,1.0,26,0.66,0.6212121212121212,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,1.0,38,0.54,0.4414764448761534,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,1.0,45,0.69,0.6615351020853806,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,1.0,50,0.5499999999999999,0.4692770373864843,100
OpenBMI,0,1,R1-TaskProtected-Bures,0.5,1.0,53,0.6,0.5324918186068257,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,1.0,2,0.56,0.4944852941176471,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,1.0,16,0.8400000000000001,0.8357963875205254,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,1.0,20,0.6799999999999999,0.6567996567996568,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,1.0,26,0.66,0.6212121212121212,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,1.0,38,0.54,0.4414764448761534,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,1.0,45,0.69,0.6615351020853806,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,1.0,50,0.5499999999999999,0.4692770373864843,100
OpenBMI,0,1,R1-TaskProtected-Random,0.5,1.0,53,0.6,0.5324918186068257,100
OpenBMI,0,2,ERM,0.5,0.5,2,0.77,0.7694235588972431,100
OpenBMI,0,2,ERM,0.5,0.5,16,0.8300000000000001,0.8295739348370927,100
OpenBMI,0,2,ERM,0.5,0.5,20,0.7,0.6816638370118846,100
OpenBMI,0,2,ERM,0.5,0.5,26,0.82,0.82,100
OpenBMI,0,2,ERM,0.5,0.5,38,0.69,0.6807743795695603,100
OpenBMI,0,2,ERM,0.5,0.5,45,0.77,0.7688674505074866,100
OpenBMI,0,2,ERM,0.5,0.5,50,0.5900000000000001,0.5866518802298619,100
OpenBMI,0,2,ERM,0.5,0.5,53,0.71,0.7085720028137876,100
OpenBMI,0,2,Mixup,0.5,0.5,2,0.78,0.7796474358974359,100
OpenBMI,0,2,Mixup,0.5,0.5,16,0.8300000000000001,0.8295739348370927,100
OpenBMI,0,2,Mixup,0.5,0.5,20,0.7,0.6816638370118846,100
OpenBMI,0,2,Mixup,0.5,0.5,26,0.82,0.82,100
OpenBMI,0,2,Mixup,0.5,0.5,38,0.69,0.6807743795695603,100
OpenBMI,0,2,Mixup,0.5,0.5,45,0.77,0.7688674505074866,100
OpenBMI,0,2,Mixup,0.5,0.5,50,0.5900000000000001,0.5866518802298619,100
OpenBMI,0,2,Mixup,0.5,0.5,53,0.71,0.7085720028137876,100
OpenBMI,0,2,V3-Bures-HardSCST,0.5,0.5,2,0.76,0.7591328783621036,100
OpenBMI,0,2,V3-Bures-HardSCST,0.5,0.5,16,0.8400000000000001,0.839421918908069,100
OpenBMI,0,2,V3-Bures-HardSCST,0.5,0.5,20,0.7,0.6816638370118846,100
OpenBMI,0,2,V3-Bures-HardSCST,0.5,0.5,26,0.82,0.82,100
OpenBMI,0,2,V3-Bures-HardSCST,0.5,0.5,38,0.7,0.6921182266009853,100
OpenBMI,0,2,V3-Bures-HardSCST,0.5,0.5,45,0.76,0.7584541062801933,100
OpenBMI,0,2,V3-Bures-HardSCST,0.5,0.5,50,0.6000000000000001,0.5974235104669887,100
OpenBMI,0,2,V3-Bures-HardSCST,0.5,0.5,53,0.71,0.7085720028137876,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.25,2,0.76,0.7591328783621036,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.25,16,0.8300000000000001,0.8295739348370927,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.25,20,0.7,0.6816638370118846,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.25,26,0.82,0.82,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.25,38,0.69,0.6807743795695603,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.25,45,0.77,0.7688674505074866,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.25,50,0.6000000000000001,0.5974235104669887,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.25,53,0.71,0.7085720028137876,100
OpenBMI,0,2,R1-TaskProtected-Random,0.25,0.25,2,0.76,0.7591328783621036,100
OpenBMI,0,2,R1-TaskProtected-Random,0.25,0.25,16,0.8300000000000001,0.8295739348370927,100
OpenBMI,0,2,R1-TaskProtected-Random,0.25,0.25,20,0.7,0.6816638370118846,100
OpenBMI,0,2,R1-TaskProtected-Random,0.25,0.25,26,0.82,0.82,100
OpenBMI,0,2,R1-TaskProtected-Random,0.25,0.25,38,0.69,0.6807743795695603,100
OpenBMI,0,2,R1-TaskProtected-Random,0.25,0.25,45,0.77,0.7688674505074866,100
OpenBMI,0,2,R1-TaskProtected-Random,0.25,0.25,50,0.6000000000000001,0.5974235104669887,100
OpenBMI,0,2,R1-TaskProtected-Random,0.25,0.25,53,0.71,0.7085720028137876,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.5,2,0.76,0.7591328783621036,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.5,16,0.8400000000000001,0.839421918908069,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.5,20,0.7,0.6816638370118846,100
OpenBMI,0,2,R1-TaskProtected-Bures,0.25,0.5,26,0.82,0.82,100
