dataset,opt_seed,phase,epoch,step,pair_hash,delta_JS_TSEG_minus_2TR,delta_risk_dispersion_TSEG_minus_2TR
OpenBMI,0,selection,3,15,8059c38868e38adf06d6799f0bb576634bbc71b3591b0e93a027e01d3b1a10d1,-0.004352640360593796,-0.005916595458984375
OpenBMI,0,selection,3,16,e484a1d9349fe3b6921141c8cc820cda012cae8f134b73d0400da5c2d7f3b5d5,-0.0028120875358581543,-0.007801413536071777
OpenBMI,0,selection,3,17,1361a1f86867d5053dd2d22184ea584e962b0d50f207666918fdc22492ded75d,-0.002444053068757057,0.0034365057945251465
OpenBMI,0,selection,3,18,f467f9f0ff7b6093b803ed844d86685698f53e749c55406498a8e9505dc56361,-0.0068577006459236145,0.00443875789642334
OpenBMI,0,selection,3,19,6788748e7f2ccad24a6e61aff7f8cef7dae86855e91e508fb257486e7f10d844,-0.004579948261380196,-0.014860391616821289
OpenBMI,0,selection,3,20,03955c814bdc6d7c2387fec980ab178711045d0d21bf931184bb5d424232ce40,-0.0028886031359434128,-0.0335850715637207
OpenBMI,0,selection,3,21,b53ffb77c444ee617922663c45057068bb92b06af521b69ddcef006ca3027e37,-0.0012734774500131607,-0.012323617935180664
OpenBMI,0,selection,3,22,935e8df656d3691498808c9c9d988cfd049d368be0a87b6948be4e8d508b6117,-0.009519686922430992,-0.0016412138938903809
OpenBMI,0,selection,3,23,662d0472f2bfbd92dca494dac35eea736661482ab4ffe515ddfbbab18520a883,-0.0012074671685695648,-0.023326098918914795
OpenBMI,0,selection,3,24,72bc9e39af8de7297a279e1b201fecac3cc10a920686dd1aa7acfc390aabf0f2,-0.0038544051349163055,-0.003666996955871582
OpenBMI,0,selection,3,25,4336f9f78619769381ee1d6d07840d74130fe4009c7a8bfe8a799ff3f3187bfd,-0.0006782850250601768,0.0013307929039001465
OpenBMI,0,selection,3,26,d6d3c2e6e894d28e767192120c6e38b7e96d06d148fe6e4b888f4112a19b9287,-0.0030383020639419556,-0.00579071044921875
OpenBMI,0,selection,3,27,d3c638c2b83ddf0a40e98a7724eb8ae95d5ae9b4ce6c12259038e13561ddc4fb,-0.006497375667095184,0.0043752193450927734
OpenBMI,0,selection,3,28,593d17ccf8c6386b293b855315a68763222c005c7352e3edcd2423b73b8f84d0,-0.002725088968873024,-0.005050063133239746
OpenBMI,0,selection,3,29,47431f810ce60c0579cd767f9483dcc4e49951417b6740574153dbe76ff14e2e,-0.0031483694911003113,-0.0011952519416809082
OpenBMI,0,selection,3,30,eae7cb7182c719175afab090fbd989ebf85ea5d86de352449d80c465b42827d8,-0.003579363226890564,-0.02963632345199585
OpenBMI,0,selection,3,31,af5207f5ee52e42f6f4405c0a0ac160800ec48b59ab2c209726d27e108458945,-0.00022669043391942978,0.005782008171081543
OpenBMI,0,selection,3,32,941d6ef3bd630910de8e9700f6ea81104f5a32e4874458e0983d6a8c74375b60,-0.009290967136621475,0.003538191318511963
OpenBMI,0,selection,3,33,f271d0dcbe0de11ca92202c6e416590e78be0d1008bab2d20ddc40bac62faad3,-0.003059525042772293,0.0016973018646240234
OpenBMI,0,selection,3,34,4d8178a61af77b882c7cab5ad7e7ecdf70c02cbb517c7f057d89a42eb4b90a31,-0.004185466095805168,-0.02298957109451294
OpenBMI,0,selection,4,0,7a98af10eb0d70ff8eeafe5a671bd8214978ef88007a7d45d58b38c97ee6e4b9,-0.010554641485214233,-0.05446499586105347
OpenBMI,0,selection,4,1,bf23d36f291f6dde0e4de7e62a34b66295954e190c5c75e92d4215d980dee569,-0.002208697609603405,-0.007112979888916016
OpenBMI,0,selection,4,2,6b2c46037d161e10779a09602a25661ad24a82be01290b045334eb67f01933be,-0.001496756449341774,-0.0001488327980041504
OpenBMI,0,selection,4,3,c52919cfc26778145aa0250825e72394c574195f0db11e3535a361ecc3bbe0fa,-0.00649300217628479,-0.0027819275856018066
OpenBMI,0,selection,4,4,b49a3428f07178128bd60df8b2a329efee0c60f80fd079ddc948273ec0cbd99c,-0.004272611811757088,0.012616753578186035
OpenBMI,0,selection,4,5,a2352fee45037a55b3162feba292149c15df2a48c48c17bc9411169eae83f39c,-0.0058120787143707275,-0.011379361152648926
OpenBMI,0,selection,4,6,f98025363aff54088c7b19490ee15619f83431fd9351a69726ae26099633b09a,-0.0019064731895923615,-0.013221979141235352
OpenBMI,0,selection,4,7,34ea32c4b42a7027773dfff0ecdb76838690fe771b245c93004bf6fa2eae0cd3,-0.006384324282407761,-0.0027521848678588867
OpenBMI,0,selection,4,8,ecc6bd9c323ee8200a4fc02c7e30033bcf9e1eb2d3de0eeb4ccec8aa871a1840,-0.004486599937081337,-0.019939959049224854
OpenBMI,0,selection,4,9,feca9148ae94606ea1f8be791216687b0580ebf6c2e2f2d6867cc136847b6f18,-0.0027553625404834747,-0.039472758769989014
OpenBMI,0,selection,4,10,6b279caad73fe13d61abf0183a2dfddb37bef751fca96e9081b4dff4c5549a35,-0.007789134979248047,-0.03271692991256714
OpenBMI,0,selection,4,11,6679f0acd7bc2df62492cca69efc97ef5a9fb206aef8eba630fbcb43fdf73044,-0.0025387629866600037,0.0017084479331970215
OpenBMI,0,selection,4,12,99457deea3e58b62a8ec26bdaec47fb6c050194695f84c5f4e65f1e5b8ea3e66,-0.002348160371184349,-0.037050068378448486
OpenBMI,0,selection,4,13,74f826b2207348a5014e7525d4d3de972f460a5eb6bb71a8a45547a1a1b3a51b,-0.004522938281297684,-0.02495032548904419
OpenBMI,0,selection,4,14,67c3c0ab7b797a2509564bd913a8fa622a73fef2ebfaceb5dad33df7df29b301,-0.002646215260028839,-0.0009330511093139648
OpenBMI,0,selection,4,15,a99692fb86cbd45c570ac024817f8cf20763642f95f54a0362d69c953c6ae101,-0.0005162600427865982,0.005238771438598633
OpenBMI,0,selection,4,16,60948df2ddecbee4b1ee5e96da52c05a397628d34411bc98789ba7460e795050,-0.0029759667813777924,-0.007426738739013672
OpenBMI,0,selection,4,17,00c24bc2aaf4d72670e17bb5d1eb6dfdbef19da5f758e46eecdab93a45be4a94,-0.004437070339918137,-0.003257274627685547
OpenBMI,0,selection,4,18,fb76de0b842c3f44a0ec68ffb300bb3d692c000ee315fa6bfd4df550f6f992a5,-0.01073448732495308,-0.01319730281829834
OpenBMI,0,selection,4,19,0577348f61e767ddf394baa25af09f3bccbecce61524c88e85b4b074d77351b7,-0.004733553156256676,-0.0031716227531433105
OpenBMI,0,selection,4,20,1131f84061eadd3650bb1d54482780aed95f26080cb7c0239bb3e6cd3866d847,-0.003380516543984413,-0.0005183219909667969
OpenBMI,0,selection,4,21,b07ffce38ea7af187213ec00758d25c2cd14756a02763d71190b249c8ff9d64a,-0.004229366779327393,-0.012531697750091553
OpenBMI,0,selection,4,22,ceabb1a6eb2607cf914f52466ea2ed0726788a6346d4f356803578b260a53d02,-0.0043612271547317505,-0.024820446968078613
OpenBMI,0,selection,4,23,128cd3b32259d3a19cbc2a0991ff037f62ee3e56c02434af4c5a618096f49d22,-0.0035176314413547516,3.5762786865234375e-06
OpenBMI,0,selection,4,24,1d2c7c5e8bc1f7d2b41a25f3ba7ad382d1a639a9e26b05d10bf952a86e1cc67a,-0.01011299341917038,-0.03630781173706055
OpenBMI,0,selection,4,25,91883960ba31623196ef11acef4adaa566aa02d0bffb7c832a59bb7f911fba89,-0.004812449216842651,-0.011229336261749268
OpenBMI,0,selection,4,26,94018919464af350848dc98ac3142299b4b37643cda14c6ad6b48207669ab2fe,-0.002040453255176544,-0.008014440536499023
OpenBMI,0,selection,4,27,0bcd62ad2392d0e084dd53c99d159f89862db859a97925a31bfd3cc79cd1c225,-0.006639380007982254,-0.022242486476898193
OpenBMI,0,selection,4,28,a7d231a1d259f9bf2db6d64c4dfaccdad6a4f2620a225764fd619c36ed9620d1,-0.0031807105988264084,0.0001348257064819336
OpenBMI,0,selection,4,29,14dafc828b91b038e369f226170dd135ae3dccabd9c0ce82172063167704a5e8,-0.0055107660591602325,-0.023106515407562256
OpenBMI,0,selection,4,30,42b5843075d5023d2dd998440292bb24dab225677c6abb165795eb366918dd0d,-0.0027190037071704865,0.003355681896209717
OpenBMI,0,selection,4,31,abac73d2632cea9e2ffea5599ede12742205380b3337161008c4388c1f4bf56c,-0.0036676954478025436,-0.007883727550506592
OpenBMI,0,selection,4,32,a77240d047da4e19711a9dbc4f7c588baa8abe93f3e320aea6e6b8de59027b1d,-0.004060884937644005,-0.012826979160308838
OpenBMI,0,selection,4,33,5b568b84e171d91a2a8a29640d8ae42f660ff84e2e979c7f80573991c7e2d2ae,-0.0035727526992559433,-0.011158764362335205
OpenBMI,0,selection,4,34,9942b70d2cccef213dfda80b74eebd6efea7a9160132b2d0e839341cb9d20ab6,-0.0039416104555130005,-0.02380889654159546
OpenBMI,0,selection,5,0,2326de3d4ec436a66f24fdca02012b9b297d1b26ce155b0cc51456f99c232ec6,-0.0021429378539323807,0.0015621781349182129
OpenBMI,0,selection,5,1,f83ec09e6a1f5fecd3297ee3dd68bdb07db51738134081bf86d018bfeabd235b,-0.006680328398942947,-0.02207869291305542
OpenBMI,0,selection,5,2,b14b481ec30c02673f600d8ffaaa50d0ad2cd9081e45e3aba1304c198b6fe4b9,-0.0021003074944019318,0.007249295711517334
OpenBMI,0,selection,5,3,5d1a94a8ec0e3544087351a243cb3ffb1e5359159bbd52231157f8e134640d3f,-0.002378571778535843,0.008503556251525879
OpenBMI,0,selection,5,4,6dcc63b302490f625cd5b567272cb6d13d8a548b723340a143c77f8b943e11ce,-0.00659189373254776,0.004708707332611084
OpenBMI,0,selection,5,5,d38f3d13dc9053107c81be0d8bb05c920b3447dcbb3771da8a2eb8a3b143995b,-0.0025174766778945923,-0.0053822994232177734
OpenBMI,0,selection,5,6,ef6e4d789e6a47f20ba1f6f759c5952530aed0de1f526300aadfa68d16e7f34c,-0.007274597883224487,-0.06031465530395508
OpenBMI,0,selection,5,7,57c8d02f01bf3c1b946ed2677bd64bb98af79ca28eb5f9fc970fd46e0545c530,-0.0017393557354807854,-0.0063124895095825195
OpenBMI,0,selection,5,8,4d01cf9282719332e5297b09514e00820a5559d19f52dfc43607eb058c10f0ac,-0.006574567407369614,-0.009320706129074097
OpenBMI,0,selection,5,9,b953f96895956a4578077b5994af95a3a708f39493b8c9279bb38ab8f0697946,-0.001396368257701397,0.0020413994789123535
OpenBMI,0,selection,5,10,ab25758ae172330770cb4070957eaa686b1a1cfaed25297afb8cd0011a8e81bb,-0.003062702715396881,0.004534900188446045
OpenBMI,0,selection,5,11,18474d5c16489b4cb03a8ff8309a80167b8045c8a99212d3081e6ad760b2fede,-0.00749196857213974,-0.01336359977722168
OpenBMI,0,selection,5,12,1dfad2b950a38824bef1931b5966767dd238995bfc96ff5e40bae40dfb34ab1a,-0.002749413251876831,-0.01683443784713745
OpenBMI,0,selection,5,13,8abcc9e8de12e3f3564d705dfc6125542d325e333c32cba900d59dacfecedbeb,-0.0021856138482689857,-0.012657344341278076
OpenBMI,0,selection,5,14,d90eb0ed7b57bfe8f03e34c7b535f2c3fbc8ef0228dbdab5d3ac41475e791fad,-0.002603648230433464,0.009072065353393555
OpenBMI,0,selection,5,15,12172c72c6e57667fe6a5468832e90f39debb5b109f16d11515163e8667f9443,-0.004219254478812218,-0.006634831428527832
OpenBMI,0,selection,5,16,e4286ff3faa4cb1cd8e9940935e60bba70c3242d02cb23e634a9fedb807301e0,-0.007085863500833511,-0.035232484340667725
OpenBMI,0,selection,5,17,d48f696cab6a7b4c76259eafbfd3663b21e142073f9b3bd360edadca14e6f42f,-0.005867965519428253,-0.019382238388061523
OpenBMI,0,selection,5,18,c7a0456f872f232522240bb0b86bc20dd5631311ce57c7ee72a46df30d13eeb5,-0.002914236858487129,-0.009557783603668213
OpenBMI,0,selection,5,19,692a5be9bd9d7b0bec5ae54ea46e572e676185ff782476e4290b8c2a074e263f,-0.0006197281181812286,-0.0009669065475463867
OpenBMI,0,selection,5,20,3a37aa8b126f51bf38fa5fdfd3e38c7c241bc6123c7009ad0c64b1fd5f5ada8b,-0.0024615637958049774,-0.0014339685440063477
OpenBMI,0,selection,5,21,8c6b581223559c778920275eb55241ec6081338d58d50e05056d212bad33eba4,-0.013360191136598587,-0.005106031894683838
OpenBMI,0,selection,5,22,6339f78d2d002ab6421e8759bb8d70ca417a123bd4a8e7439d0496d2361510e2,-0.0030935052782297134,0.0013049840927124023
OpenBMI,0,selection,5,23,526641f5b70c9d31b7df50a8ee66c6ea40d2ab260bafb8a0dd984be4c110f0a0,-0.0019531697034835815,-0.0018884241580963135
OpenBMI,0,selection,5,24,6d721c06c527efd7eea7047962943251d336877b60dbe59d84146a850831e1bf,-0.0034315697848796844,0.007653474807739258
OpenBMI,0,selection,5,25,57618b4e20fedd0a60f513745d28c7735543c33b677db2b0cf8ff7504167df87,-0.0023510484024882317,-0.006825566291809082
OpenBMI,0,selection,5,26,b0b0a03dde724462e45ed3cdf1e034dd2f9bce38f1088277bccff15798a7a39e,-0.0031614601612091064,-0.014881908893585205
OpenBMI,0,selection,5,27,6ca7a8ce56277d1537d825b2945172a72444578fc396b453a8c54e67f9a68b3d,-0.003325561061501503,0.008019328117370605
OpenBMI,0,selection,5,28,950c10aff010a37a9aeead03a1f75bdc54fb7330516bf6495078cb8c2b801ae8,-0.015836521983146667,-0.007886826992034912
OpenBMI,0,selection,5,29,9336954d65600aa70594042e1d18a11f5b7f70600d14d8565b3107ab51fdb907,-0.007741741836071014,0.0009521245956420898
OpenBMI,0,selection,5,30,3c689d9e79231ad45a864cfd8c58b453781cfe58d91fb9f3f1406424a8a9ed0e,-0.0025660675019025803,-0.011809825897216797
OpenBMI,0,selection,5,31,bdd0780287239fbf147d5c37263a2a3e06dabd56317cf52632c6be94290dcaa1,-0.0013531073927879333,-0.005108356475830078
OpenBMI,0,selection,5,32,43c373883c0070137544cd40a84e81ad0f90d26f5dcf8134a021da41a931198a,-0.0052917636930942535,0.004119515419006348
OpenBMI,0,selection,5,33,d6d5527ec055f2d6bb0464928f25ed64e59f067e58ffa9d92117d75d29b4b93f,-0.004145532846450806,-0.016907691955566406
OpenBMI,0,selection,5,34,0950ce839c58dc9ee772ea1dde7dab04b45636e5b21aa42b12dec2b3aa990d3c,-0.005053654313087463,-0.001528620719909668
