model,method,fold,seed,subject_id,BA,macro_F1,CE,trials,future_session,coverage_ge2,median_valid_candidates,semantic_pass_rate,bank_stability
ATCNet-CleanRoom,Factorized-HardRandom,3,2,42,0.7,0.6989160979526294,0.5726193801606876,200,2,0.9591149591149593,24.0,0.9553371011704346,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,0,7,0.8400000000000001,0.8389694041867954,0.3451453320316371,200,2,0.9634477648802172,24.0,0.9598357619165226,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,0,12,0.765,0.7645231593977806,0.5261132161496331,200,2,0.9634477648802172,24.0,0.9598357619165226,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,0,14,0.53,0.529811924769908,1.0504666616923348,200,2,0.9634477648802172,24.0,0.9598357619165226,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,0,17,0.8400000000000001,0.839421918908069,0.3821593369669941,200,2,0.9634477648802172,24.0,0.9598357619165226,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,0,32,0.64,0.633811412877632,0.6768491705033415,200,2,0.9634477648802172,24.0,0.9598357619165226,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,0,47,0.95,0.94999499949995,0.136009519685162,200,2,0.9634477648802172,24.0,0.9598357619165226,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,0,48,0.86,0.859775641025641,0.3589018156283968,200,2,0.9634477648802172,24.0,0.9598357619165226,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,0,50,0.92,0.919967987194878,0.1556824389345679,200,2,0.9634477648802172,24.0,0.9598357619165226,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,1,7,0.8200000000000001,0.8199279711884754,0.3642506724621593,200,2,0.9624751491053678,24.0,0.956852634194831,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,1,12,0.735,0.7349403615813558,0.5305082360851694,200,2,0.9624751491053678,24.0,0.956852634194831,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,1,14,0.5349999999999999,0.534429676353533,1.0262337673325794,200,2,0.9624751491053678,24.0,0.956852634194831,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,1,17,0.85,0.84998499849985,0.363343158076397,200,2,0.9624751491053678,24.0,0.956852634194831,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,1,32,0.6200000000000001,0.6186270574066639,0.7056314177522246,200,2,0.9624751491053678,24.0,0.956852634194831,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,1,47,0.935,0.9348027784046742,0.1613871992287218,200,2,0.9624751491053678,24.0,0.956852634194831,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,1,48,0.855,0.8548221571424997,0.380517315005879,200,2,0.9624751491053678,24.0,0.956852634194831,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,1,50,0.955,0.954971857410882,0.0900574974556851,200,2,0.9624751491053678,24.0,0.956852634194831,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,2,7,0.8400000000000001,0.8398558702832549,0.3490837741071763,200,2,0.9589882121807466,24.0,0.9548031270464964,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,2,12,0.71,0.7098839535814325,0.512982747114249,200,2,0.9589882121807466,24.0,0.9548031270464964,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,2,14,0.575,0.5737104741844078,0.921149320148902,200,2,0.9589882121807466,24.0,0.9548031270464964,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,2,17,0.8400000000000001,0.839421918908069,0.4282716265184292,200,2,0.9589882121807466,24.0,0.9548031270464964,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,2,32,0.655,0.6547842401500938,0.7260602317392889,200,2,0.9589882121807466,24.0,0.9548031270464964,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,2,47,0.945,0.944998624965624,0.1494852433114478,200,2,0.9589882121807466,24.0,0.9548031270464964,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,2,48,0.87,0.87,0.3483010080865544,200,2,0.9589882121807466,24.0,0.9548031270464964,1.0
ATCNet-CleanRoom,Factorized-HardRandom,4,2,50,0.955,0.9549988749718744,0.0896874931089545,200,2,0.9589882121807466,24.0,0.9548031270464964,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,0,1,0.945,0.9449876222149984,0.1634467622898362,200,2,0.9638463469746422,24.0,0.9588982341618544,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,0,3,0.825,0.8244690187818149,0.3720858658710145,200,2,0.9638463469746422,24.0,0.9588982341618544,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,0,5,0.8200000000000001,0.8199279711884754,0.4155266196096981,200,2,0.9638463469746422,24.0,0.9588982341618544,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,0,16,0.5800000000000001,0.5784825371336813,0.8734827200701389,200,2,0.9638463469746422,24.0,0.9588982341618544,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,0,19,0.94,0.93999399939994,0.1508171363228231,200,2,0.9638463469746422,24.0,0.9588982341618544,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,0,21,0.9,0.8999899989999001,0.2288785339125956,200,2,0.9638463469746422,24.0,0.9588982341618544,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,0,28,0.6000000000000001,0.5815461868396276,0.7243534016086304,200,2,0.9638463469746422,24.0,0.9588982341618544,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,0,33,0.985,0.9849996249906248,0.0810956616692594,200,2,0.9638463469746422,24.0,0.9588982341618544,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,0,37,0.815,0.8149583656322672,0.4050688866167215,200,2,0.9638463469746422,24.0,0.9588982341618544,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,1,1,0.925,0.9249831212022706,0.1747194642594135,200,2,0.962953692115144,24.0,0.958500208594076,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,1,3,0.8049999999999999,0.8048780487804879,0.4202443176617511,200,2,0.962953692115144,24.0,0.958500208594076,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,1,5,0.81,0.81,0.4306556450055275,200,2,0.962953692115144,24.0,0.958500208594076,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,1,16,0.59,0.5898359343737495,0.8568637956549492,200,2,0.962953692115144,24.0,0.958500208594076,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,1,19,0.955,0.9549988749718744,0.1235782125670493,200,2,0.962953692115144,24.0,0.958500208594076,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,1,21,0.865,0.8649155722326454,0.277916590219614,200,2,0.962953692115144,24.0,0.958500208594076,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,1,28,0.6599999999999999,0.6510673234811166,0.709081548416448,200,2,0.962953692115144,24.0,0.958500208594076,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,1,33,0.965,0.9649991249781243,0.0897945745726247,200,2,0.962953692115144,24.0,0.958500208594076,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,1,37,0.735,0.7330714411623983,0.4969168192054931,200,2,0.962953692115144,24.0,0.958500208594076,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,2,1,0.955,0.9549988749718744,0.1594256790131778,200,2,0.9643302569219256,24.0,0.9593414816662508,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,2,3,0.835,0.8340666247642992,0.3122234257932382,200,2,0.9643302569219256,24.0,0.9593414816662508,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,2,5,0.81,0.8099239695878351,0.4848574542008997,200,2,0.9643302569219256,24.0,0.9593414816662508,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,2,16,0.54,0.5388471177944862,0.8567396410072005,200,2,0.9643302569219256,24.0,0.9593414816662508,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,2,19,0.96,0.959983993597439,0.08010074828406,200,2,0.9643302569219256,24.0,0.9593414816662508,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,2,21,0.86,0.859775641025641,0.2733796244881336,200,2,0.9643302569219256,24.0,0.9593414816662508,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,2,28,0.63,0.6226030191758466,0.5923270203293144,200,2,0.9643302569219256,24.0,0.9593414816662508,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,2,33,0.97,0.96999699969997,0.1014796214538085,200,2,0.9643302569219256,24.0,0.9593414816662508,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,0,2,37,0.8200000000000001,0.8199279711884754,0.4117354293928336,200,2,0.9643302569219256,24.0,0.9593414816662508,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,0,2,0.705,0.7049926248156204,0.6659590406753952,200,2,0.9647903636784804,24.0,0.9590379121303372,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,0,11,0.8600000000000001,0.8594941790445605,0.3440382683549042,200,2,0.9647903636784804,24.0,0.9590379121303372,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,0,13,0.86,0.859873886497848,0.2531800048460296,200,2,0.9647903636784804,24.0,0.9590379121303372,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,0,18,0.6100000000000001,0.6085909273384182,0.7205532031794496,200,2,0.9647903636784804,24.0,0.9590379121303372,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,0,27,0.6399999999999999,0.6382273138378052,0.7660290288924411,200,2,0.9647903636784804,24.0,0.9590379121303372,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,0,36,0.995,0.9949998749968748,0.0384476265110741,200,2,0.9647903636784804,24.0,0.9590379121303372,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,0,44,0.8400000000000001,0.8397435897435898,0.3393818978365688,200,2,0.9647903636784804,24.0,0.9590379121303372,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,0,45,0.915,0.914519170333124,0.1964181834307552,200,2,0.9647903636784804,24.0,0.9590379121303372,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,1,2,0.71,0.7092731829573935,0.6643725149634389,200,2,0.9753393665158372,24.0,0.96848604826546,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,1,11,0.845,0.8446854881134297,0.3277425143113088,200,2,0.9753393665158372,24.0,0.96848604826546,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,1,13,0.905,0.9049786201895428,0.2028639710462642,200,2,0.9753393665158372,24.0,0.96848604826546,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,1,18,0.69,0.6892230576441103,0.6660001208130768,200,2,0.9753393665158372,24.0,0.96848604826546,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,1,27,0.625,0.5943204868154158,0.8588757548845354,200,2,0.9753393665158372,24.0,0.96848604826546,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,1,36,0.985,0.984996624240454,0.0726097222421971,200,2,0.9753393665158372,24.0,0.96848604826546,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,1,44,0.845,0.8449961249031226,0.3596330015184317,200,2,0.9753393665158372,24.0,0.96848604826546,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,1,45,0.8899999999999999,0.8896025692492975,0.210137535741821,200,2,0.9753393665158372,24.0,0.96848604826546,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,2,2,0.765,0.7647117719206027,0.6452613929076179,200,2,0.9694797687861272,24.0,0.9647109826589596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,2,11,0.835,0.8349628666449951,0.340858327805715,200,2,0.9694797687861272,24.0,0.9647109826589596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,2,13,0.89,0.8899889988998899,0.2326529691419673,200,2,0.9694797687861272,24.0,0.9647109826589596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,2,18,0.61,0.61,0.7168056528911094,200,2,0.9694797687861272,24.0,0.9647109826589596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,2,27,0.6699999999999999,0.6694711538461539,0.6685369271707655,200,2,0.9694797687861272,24.0,0.9647109826589596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,2,36,0.99,0.99,0.0328726863878168,200,2,0.9694797687861272,24.0,0.9647109826589596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,2,44,0.825,0.8249956248906223,0.3920295313766705,200,2,0.9694797687861272,24.0,0.9647109826589596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,1,2,45,0.92,0.9198717948717948,0.2040523343741576,200,2,0.9694797687861272,24.0,0.9647109826589596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,0,9,0.6,0.5951007186962243,0.8568119436570809,200,2,0.9571324775974812,24.0,0.9533987244692016,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,0,22,0.76,0.7596153846153846,0.5481949672294781,200,2,0.9571324775974812,24.0,0.9533987244692016,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,0,25,0.975,0.9749943737340904,0.0640718128498683,200,2,0.9571324775974812,24.0,0.9533987244692016,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,0,26,0.765,0.7649941248531213,0.4582905931846174,200,2,0.9571324775974812,24.0,0.9533987244692016,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,0,29,0.81,0.81,0.4315416726128642,200,2,0.9571324775974812,24.0,0.9533987244692016,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,0,34,0.5449999999999999,0.5444419413781882,1.0182919630935685,200,2,0.9571324775974812,24.0,0.9533987244692016,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,0,35,0.945,0.9449656035021888,0.1171998800898336,200,2,0.9571324775974812,24.0,0.9533987244692016,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,0,49,0.81,0.8087761674718197,0.3881379592557505,200,2,0.9571324775974812,24.0,0.9533987244692016,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,1,9,0.61,0.6096486838154338,0.7725133482269575,200,2,0.9618449649843032,24.0,0.9576491185703936,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,1,22,0.7749999999999999,0.7740453415681253,0.4922950731089542,200,2,0.9618449649843032,24.0,0.9576491185703936,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,1,25,0.97,0.96999699969997,0.0959682445367198,200,2,0.9618449649843032,24.0,0.9576491185703936,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,1,26,0.8200000000000001,0.8199279711884754,0.4384447152674734,200,2,0.9618449649843032,24.0,0.9576491185703936,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,1,29,0.865,0.8631906969673937,0.3233027136479354,200,2,0.9618449649843032,24.0,0.9576491185703936,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,1,34,0.5800000000000001,0.5796216594935442,1.1222489205581951,200,2,0.9618449649843032,24.0,0.9576491185703936,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,1,35,0.96,0.96,0.1337227660726191,200,2,0.9618449649843032,24.0,0.9576491185703936,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,1,49,0.8,0.7940479868190712,0.4449307496396775,200,2,0.9618449649843032,24.0,0.9576491185703936,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,2,9,0.5800000000000001,0.5772946859903382,0.8202500754115565,200,2,0.9578598484848484,24.0,0.9517834595959596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,2,22,0.78,0.7777777777777778,0.5239995742540848,200,2,0.9578598484848484,24.0,0.9517834595959596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,2,25,0.97,0.97,0.0778872271066845,200,2,0.9578598484848484,24.0,0.9517834595959596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,2,26,0.78,0.7785829307568438,0.4608211970996819,200,2,0.9578598484848484,24.0,0.9517834595959596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,2,29,0.925,0.924908012315086,0.2081101269003577,200,2,0.9578598484848484,24.0,0.9517834595959596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,2,34,0.575,0.5741376286981137,1.148271753411945,200,2,0.9578598484848484,24.0,0.9517834595959596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,2,35,0.955,0.9549898727213624,0.1255649296398694,200,2,0.9578598484848484,24.0,0.9517834595959596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,2,2,49,0.855,0.8543847756772364,0.2716318628526893,200,2,0.9578598484848484,24.0,0.9517834595959596,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,0,6,0.915,0.9149808706959066,0.2226726441860727,200,2,0.9773828756058158,24.0,0.9727767520578504,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,0,23,0.985,0.984996624240454,0.0516749712711957,200,2,0.9773828756058158,24.0,0.9727767520578504,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,0,24,0.912405303030303,0.9126735333631886,0.2322067796456793,195,2,0.9773828756058158,24.0,0.9727767520578504,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,0,30,0.86,0.859873886497848,0.3280251319964906,200,2,0.9773828756058158,24.0,0.9727767520578504,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,0,31,0.61,0.5768229166666666,0.9291671622420934,200,2,0.9773828756058158,24.0,0.9727767520578504,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,0,38,0.495,0.4943806162549122,1.0604956100648315,200,2,0.9773828756058158,24.0,0.9727767520578504,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,0,41,0.85,0.8487750781328763,0.3204003313537404,200,2,0.9773828756058158,24.0,0.9727767520578504,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,0,42,0.725,0.7224955220868337,0.6461138442079126,200,2,0.9773828756058158,24.0,0.9727767520578504,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,1,6,0.905,0.9049786201895428,0.2696411691862979,200,2,0.95837343599615,24.0,0.95510506897658,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,1,23,0.98,0.9799919967987194,0.0430999658145122,200,2,0.95837343599615,24.0,0.95510506897658,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,1,24,0.9537563131313131,0.9538267252492832,0.1392196845500171,195,2,0.95837343599615,24.0,0.95510506897658,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,1,30,0.8,0.7992773986350863,0.4323697560472987,200,2,0.95837343599615,24.0,0.95510506897658,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,1,31,0.625,0.5989197572127597,0.8915712139796412,200,2,0.95837343599615,24.0,0.95510506897658,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,1,38,0.5449999999999999,0.5440767554297452,0.9123187564002708,200,2,0.95837343599615,24.0,0.95510506897658,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,1,41,0.845,0.844965117151359,0.3353542620396421,200,2,0.95837343599615,24.0,0.95510506897658,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,1,42,0.705,0.7049926248156204,0.6023174162158766,200,2,0.95837343599615,24.0,0.95510506897658,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,2,6,0.895,0.8949343339587242,0.2217060610415573,200,2,0.96007696007696,24.0,0.9550464967131634,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,2,23,0.96,0.9599358974358976,0.0866550555155662,200,2,0.96007696007696,24.0,0.9550464967131634,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,2,24,0.8923611111111112,0.892296362536493,0.2141134836849334,195,2,0.96007696007696,24.0,0.9550464967131634,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,2,30,0.815,0.8147730970438787,0.3844750598800178,200,2,0.96007696007696,24.0,0.9550464967131634,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,2,31,0.61,0.6096486838154338,0.8003596192863637,200,2,0.96007696007696,24.0,0.9550464967131634,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,2,38,0.545,0.5389019786678828,0.9092949937749676,200,2,0.96007696007696,24.0,0.9550464967131634,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,2,41,0.8200000000000001,0.8197115384615384,0.4039092240555526,200,2,0.96007696007696,24.0,0.9550464967131634,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,3,2,42,0.7,0.6989160979526294,0.5727714135191492,200,2,0.96007696007696,24.0,0.9550464967131634,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,0,7,0.8400000000000001,0.8389694041867954,0.3451711041571229,200,2,0.9644268774703556,24.0,0.9601963932806324,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,0,12,0.765,0.7645231593977806,0.5260202093356177,200,2,0.9644268774703556,24.0,0.9601963932806324,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,0,14,0.53,0.529811924769908,1.0503458757106952,200,2,0.9644268774703556,24.0,0.9601963932806324,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,0,17,0.8400000000000001,0.839421918908069,0.3818569809198868,200,2,0.9644268774703556,24.0,0.9601963932806324,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,0,32,0.64,0.633811412877632,0.6768124206055777,200,2,0.9644268774703556,24.0,0.9601963932806324,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,0,47,0.95,0.94999499949995,0.13598191153442,200,2,0.9644268774703556,24.0,0.9601963932806324,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,0,48,0.86,0.859775641025641,0.3588321481314784,200,2,0.9644268774703556,24.0,0.9601963932806324,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,0,50,0.92,0.919967987194878,0.1556646548335195,200,2,0.9644268774703556,24.0,0.9601963932806324,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,1,7,0.8200000000000001,0.8199279711884754,0.3643960494843966,200,2,0.9632115336813324,24.0,0.9569454801557712,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,1,12,0.735,0.7349403615813558,0.5304253252872466,200,2,0.9632115336813324,24.0,0.9569454801557712,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,1,14,0.5349999999999999,0.534429676353533,1.0261758342232274,200,2,0.9632115336813324,24.0,0.9569454801557712,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,1,17,0.85,0.84998499849985,0.3634156684069398,200,2,0.9632115336813324,24.0,0.9569454801557712,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,1,32,0.6200000000000001,0.6186270574066639,0.7056168391670234,200,2,0.9632115336813324,24.0,0.9569454801557712,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,1,47,0.935,0.9348027784046742,0.1613239560109864,200,2,0.9632115336813324,24.0,0.9569454801557712,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,1,48,0.85,0.8498648783905515,0.3803710713316313,200,2,0.9632115336813324,24.0,0.9569454801557712,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,1,50,0.955,0.954971857410882,0.0900076979282185,200,2,0.9632115336813324,24.0,0.9569454801557712,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,2,7,0.8400000000000001,0.8398558702832549,0.3491336808817398,200,2,0.9611984282907662,24.0,0.955386378519974,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,2,12,0.71,0.7098839535814325,0.5129629575942356,200,2,0.9611984282907662,24.0,0.955386378519974,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,2,14,0.575,0.5737104741844078,0.9212569376537256,200,2,0.9611984282907662,24.0,0.955386378519974,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,2,17,0.8400000000000001,0.839421918908069,0.428350815378625,200,2,0.9611984282907662,24.0,0.955386378519974,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,2,32,0.655,0.6547842401500938,0.7261825311421858,200,2,0.9611984282907662,24.0,0.955386378519974,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,2,47,0.945,0.944998624965624,0.1494566308609681,200,2,0.9611984282907662,24.0,0.955386378519974,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,2,48,0.87,0.87,0.3482602355184336,200,2,0.9611984282907662,24.0,0.955386378519974,1.0
ATCNet-CleanRoom,Factorized-Uniform-NoKL,4,2,50,0.955,0.9549988749718744,0.0896795435332755,200,2,0.9611984282907662,24.0,0.955386378519974,1.0
ATCNet-CleanRoom,ME-HardSCST,0,0,1,0.945,0.9449876222149984,0.1635323939092786,200,2,0.9626097867001254,24.0,0.9589188624006691,1.0
ATCNet-CleanRoom,ME-HardSCST,0,0,3,0.825,0.8244690187818149,0.372060014468927,200,2,0.9626097867001254,24.0,0.9589188624006691,1.0
ATCNet-CleanRoom,ME-HardSCST,0,0,5,0.8200000000000001,0.8199279711884754,0.4155228586223072,200,2,0.9626097867001254,24.0,0.9589188624006691,1.0
ATCNet-CleanRoom,ME-HardSCST,0,0,16,0.5800000000000001,0.5784825371336813,0.8732669092208767,200,2,0.9626097867001254,24.0,0.9589188624006691,1.0
ATCNet-CleanRoom,ME-HardSCST,0,0,19,0.94,0.93999399939994,0.1508173468830023,200,2,0.9626097867001254,24.0,0.9589188624006691,1.0
ATCNet-CleanRoom,ME-HardSCST,0,0,21,0.9,0.8999899989999001,0.2289033776554778,200,2,0.9626097867001254,24.0,0.9589188624006691,1.0
ATCNet-CleanRoom,ME-HardSCST,0,0,28,0.6000000000000001,0.5815461868396276,0.7242692888002321,200,2,0.9626097867001254,24.0,0.9589188624006691,1.0
ATCNet-CleanRoom,ME-HardSCST,0,0,33,0.985,0.9849996249906248,0.0812016838727569,200,2,0.9626097867001254,24.0,0.9589188624006691,1.0
ATCNet-CleanRoom,ME-HardSCST,0,0,37,0.815,0.8149583656322672,0.4049879915330965,200,2,0.9626097867001254,24.0,0.9589188624006691,1.0
ATCNet-CleanRoom,ME-HardSCST,0,1,1,0.925,0.9249831212022706,0.1746871938132279,200,2,0.961961961961962,24.0,0.9585105939272608,1.0
ATCNet-CleanRoom,ME-HardSCST,0,1,3,0.8049999999999999,0.8048780487804879,0.4202193471985919,200,2,0.961961961961962,24.0,0.9585105939272608,1.0
ATCNet-CleanRoom,ME-HardSCST,0,1,5,0.81,0.81,0.4306655206803282,200,2,0.961961961961962,24.0,0.9585105939272608,1.0
ATCNet-CleanRoom,ME-HardSCST,0,1,16,0.59,0.5898359343737495,0.8568663192132644,200,2,0.961961961961962,24.0,0.9585105939272608,1.0
ATCNet-CleanRoom,ME-HardSCST,0,1,19,0.955,0.9549988749718744,0.1236348452105779,200,2,0.961961961961962,24.0,0.9585105939272608,1.0
ATCNet-CleanRoom,ME-HardSCST,0,1,21,0.865,0.8649155722326454,0.2779336977482399,200,2,0.961961961961962,24.0,0.9585105939272608,1.0
