model,method,fold,seed,BA,macro_F1,CE,subjects
ATCNet-CleanRoom,V1-RandomTransport,1,0,0.805625,0.8049761130512935,0.39479121125100125,8
ATCNet-CleanRoom,V1-RandomTransport,1,1,0.81375,0.8097164217803581,0.39955652968736194,8
ATCNet-CleanRoom,V1-RandomTransport,1,2,0.811875,0.8117757505761234,0.3879162914031818,8
ATCNet-CleanRoom,V1-RandomTransport,2,0,0.775,0.7742507443827485,0.4620300446019166,8
ATCNet-CleanRoom,V1-RandomTransport,2,1,0.80125,0.8003039361130115,0.4570006351734479,8
ATCNet-CleanRoom,V1-RandomTransport,2,2,0.800625,0.7994578962272987,0.4331584597676366,8
ATCNet-CleanRoom,V1-RandomTransport,3,0,0.7940506628787879,0.7893748809923358,0.43806392576405595,8
ATCNet-CleanRoom,V1-RandomTransport,3,1,0.7942195391414142,0.7907964442018298,0.42476386873875777,8
ATCNet-CleanRoom,V1-RandomTransport,3,2,0.779676452020202,0.7785248431555094,0.42747578355693466,8
ATCNet-CleanRoom,V1-RandomTransport,4,0,0.7937500000000001,0.7926699843181029,0.4326472411729555,8
ATCNet-CleanRoom,V1-RandomTransport,4,1,0.78875,0.7885624486745243,0.4277374222417203,8
ATCNet-CleanRoom,V1-RandomTransport,4,2,0.7975,0.7971972381044379,0.4221103715963165,8
