task,model,fold,seed,subject_id,active_rank,protected_rank,protected_only_WSBA,random_only_WSBA,PSWA_pp,PEEH_pp,complement_retained_WSBA,random_complement_WSBA,intact_probe_WSBA,full_model_WSBA
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,13,20,8,0.6599999999999999,0.6072,5.279999999999996,9.609999999999975,0.47,0.6275000000000001,0.6799999999999999,0.6799999999999999
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,17,20,8,0.63,0.5590000000000002,7.099999999999984,6.899999999999995,0.51,0.5711,0.69,0.7
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,18,20,8,0.73,0.6242,10.58,14.519999999999978,0.53,0.6606000000000002,0.76,0.77
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,24,20,8,0.5700000000000001,0.5488000000000001,2.1199999999999997,4.710000000000003,0.52,0.5662000000000001,0.58,0.58
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,25,20,8,0.76,0.652,10.799999999999999,25.649999999999995,0.61,0.6790000000000002,0.75,0.76
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,29,20,8,0.6,0.5683,3.169999999999995,19.469999999999988,0.49,0.5839,0.64,0.65
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,36,20,8,0.94,0.8534999999999998,8.650000000000013,13.319999999999988,0.71,0.8954,0.96,0.95
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,37,20,8,0.73,0.6530999999999999,7.690000000000008,17.710000000000004,0.53,0.6864999999999999,0.71,0.73
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,39,20,8,0.81,0.6798000000000002,13.019999999999987,19.58000000000002,0.55,0.7216,0.81,0.81
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,42,20,8,0.72,0.6028000000000001,11.719999999999986,13.919999999999987,0.53,0.6384000000000001,0.74,0.75
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,51,20,8,0.71,0.6029,10.709999999999997,11.100000000000021,0.54,0.6243000000000001,0.69,0.69
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,1,0,54,20,8,0.63,0.5868,4.320000000000002,7.6599999999999895,0.52,0.5952000000000001,0.6499999999999999,0.69
OpenBMI_MI,B1_SAME_SCALE_63,1,0,4,20,8,0.61,0.5717000000000001,3.829999999999989,4.249999999999998,0.63,0.6041000000000001,0.66,0.64
OpenBMI_MI,B1_SAME_SCALE_63,1,0,12,20,8,0.71,0.634,7.599999999999996,15.579999999999995,0.53,0.6754999999999999,0.71,0.73
OpenBMI_MI,B1_SAME_SCALE_63,1,0,13,20,8,0.64,0.5573,8.27,11.609999999999998,0.47,0.5992000000000001,0.6799999999999999,0.6799999999999999
OpenBMI_MI,B1_SAME_SCALE_63,1,0,17,20,8,0.5800000000000001,0.5470999999999999,3.290000000000015,4.900000000000004,0.51,0.5584,0.59,0.57
OpenBMI_MI,B1_SAME_SCALE_63,1,0,18,20,8,0.65,0.5800000000000001,6.999999999999995,10.430000000000007,0.5,0.6042000000000001,0.63,0.65
OpenBMI_MI,B1_SAME_SCALE_63,1,0,24,20,8,0.59,0.5318999999999999,5.810000000000004,11.92999999999999,0.43,0.5513000000000001,0.5700000000000001,0.58
OpenBMI_MI,B1_SAME_SCALE_63,1,0,25,20,8,0.72,0.6178000000000001,10.219999999999985,18.11999999999999,0.51,0.6848000000000002,0.74,0.72
OpenBMI_MI,B1_SAME_SCALE_63,1,0,29,20,8,0.65,0.5824,6.76,20.26999999999999,0.55,0.6406000000000001,0.7,0.7
OpenBMI_MI,B1_SAME_SCALE_63,1,0,36,20,8,0.9299999999999999,0.7833000000000001,14.669999999999984,12.490000000000002,0.67,0.8541999999999998,0.9299999999999999,0.93
OpenBMI_MI,B1_SAME_SCALE_63,1,0,37,20,8,0.59,0.6095,-1.9500000000000073,-0.45999999999999375,0.62,0.6187999999999999,0.64,0.62
OpenBMI_MI,B1_SAME_SCALE_63,1,0,39,20,8,0.77,0.6511999999999999,11.880000000000013,17.659999999999997,0.53,0.7033000000000001,0.8,0.79
OpenBMI_MI,B1_SAME_SCALE_63,1,0,42,20,8,0.69,0.6093999999999999,8.06,16.289999999999992,0.5,0.6435000000000001,0.75,0.7
OpenBMI_MI,B1_SAME_SCALE_63,1,0,51,20,8,0.66,0.5729,8.710000000000006,10.159999999999991,0.54,0.6341000000000001,0.71,0.6799999999999999
OpenBMI_MI,B1_SAME_SCALE_63,1,0,54,20,8,0.6699999999999999,0.5471,12.28999999999999,9.719999999999995,0.49,0.5920000000000001,0.6599999999999999,0.66
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,4,20,8,0.75,0.6322,11.780000000000001,16.39999999999999,0.54,0.6672999999999999,0.77,0.78
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,12,20,8,0.71,0.6209,8.909999999999997,17.65000000000001,0.49,0.6438000000000001,0.76,0.76
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,13,20,8,0.6799999999999999,0.6039000000000001,7.6099999999999834,21.63,0.43,0.6286999999999999,0.69,0.71
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,17,20,8,0.62,0.5328999999999999,8.710000000000006,0.8700000000000041,0.56,0.5612000000000001,0.61,0.59
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,18,20,8,0.7,0.5989,10.109999999999996,8.229999999999983,0.56,0.6265000000000001,0.71,0.7
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,24,20,8,0.56,0.5433,1.6700000000000048,-0.859999999999983,0.57,0.5529,0.6,0.62
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,25,20,8,0.76,0.6507,10.930000000000007,15.669999999999984,0.49,0.6796999999999999,0.78,0.77
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,29,20,8,0.71,0.5919,11.809999999999999,31.58,0.38,0.6161000000000001,0.7,0.68
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,36,20,8,0.9099999999999999,0.8042,10.57999999999999,13.210000000000012,0.62,0.8558000000000001,0.9099999999999999,0.92
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,37,20,8,0.72,0.6208,9.919999999999995,9.759999999999991,0.54,0.6574999999999999,0.74,0.75
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,39,20,8,0.78,0.6531999999999999,12.680000000000014,16.489999999999995,0.53,0.691,0.73,0.72
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,42,20,8,0.73,0.6001,12.990000000000002,4.849999999999999,0.49,0.6355000000000001,0.69,0.71
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,51,20,8,0.6699999999999999,0.5834,8.65999999999999,12.409999999999998,0.5,0.6089999999999999,0.67,0.67
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,2,0,54,20,8,0.6499999999999999,0.5670000000000002,8.299999999999974,8.309999999999995,0.53,0.5988,0.65,0.6499999999999999
OpenBMI_MI,B1_SAME_SCALE_63,2,0,4,20,8,0.5800000000000001,0.5708000000000001,0.9199999999999986,9.860000000000003,0.59,0.5971,0.66,0.6000000000000001
OpenBMI_MI,B1_SAME_SCALE_63,2,0,12,20,8,0.73,0.6136,11.639999999999995,6.880000000000019,0.56,0.6721,0.76,0.75
OpenBMI_MI,B1_SAME_SCALE_63,2,0,13,20,8,0.61,0.5436000000000001,6.63999999999999,10.530000000000006,0.48,0.5788,0.6399999999999999,0.62
OpenBMI_MI,B1_SAME_SCALE_63,2,0,17,20,8,0.61,0.5459999999999999,6.400000000000006,3.6700000000000177,0.49,0.5606,0.58,0.59
OpenBMI_MI,B1_SAME_SCALE_63,2,0,18,20,8,0.5700000000000001,0.5336000000000001,3.639999999999999,4.740000000000011,0.54,0.5745,0.59,0.5900000000000001
OpenBMI_MI,B1_SAME_SCALE_63,2,0,24,20,8,0.52,0.5121000000000001,0.7899999999999907,3.310000000000002,0.5,0.5316,0.55,0.54
OpenBMI_MI,B1_SAME_SCALE_63,2,0,25,20,8,0.6799999999999999,0.6345000000000001,4.549999999999987,12.589999999999979,0.5900000000000001,0.6750999999999999,0.69,0.69
OpenBMI_MI,B1_SAME_SCALE_63,2,0,29,20,8,0.65,0.5868000000000001,6.319999999999992,6.399999999999995,0.6000000000000001,0.6327999999999999,0.71,0.67
OpenBMI_MI,B1_SAME_SCALE_63,2,0,36,20,8,0.8200000000000001,0.7058,11.420000000000009,4.6999999999999815,0.7,0.7716999999999998,0.83,0.81
OpenBMI_MI,B1_SAME_SCALE_63,2,0,37,20,8,0.6,0.5497000000000001,5.0299999999999905,-3.9899999999999936,0.5700000000000001,0.5926000000000001,0.5800000000000001,0.56
OpenBMI_MI,B1_SAME_SCALE_63,2,0,39,20,8,0.65,0.6115,3.849999999999998,-5.299999999999994,0.64,0.6354000000000001,0.66,0.72
OpenBMI_MI,B1_SAME_SCALE_63,2,0,42,20,8,0.6399999999999999,0.5748,6.5199999999999925,14.690000000000003,0.48,0.6178,0.6599999999999999,0.6799999999999999
OpenBMI_MI,B1_SAME_SCALE_63,2,0,51,20,8,0.63,0.5623999999999999,6.7600000000000104,4.679999999999984,0.5700000000000001,0.605,0.63,0.63
OpenBMI_MI,B1_SAME_SCALE_63,2,0,54,20,8,0.7,0.5511,14.889999999999992,9.539999999999992,0.49,0.5935000000000001,0.6799999999999999,0.6599999999999999
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,4,20,8,0.72,0.6257,9.429999999999994,13.690000000000001,0.56,0.6529,0.73,0.75
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,12,20,8,0.61,0.6038,0.6199999999999983,1.0999999999999899,0.51,0.6152000000000001,0.63,0.66
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,13,20,8,0.7,0.5996,10.039999999999994,20.700000000000003,0.47000000000000003,0.6320999999999999,0.74,0.73
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,17,20,8,0.56,0.5459,1.4100000000000001,8.330000000000004,0.48,0.5622,0.6000000000000001,0.61
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,18,20,8,0.72,0.6204,9.960000000000003,8.379999999999988,0.5800000000000001,0.6578,0.75,0.77
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,24,20,8,0.56,0.5247999999999999,3.520000000000012,3.500000000000003,0.49,0.5253,0.52,0.51
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,25,20,8,0.76,0.7024000000000001,5.759999999999987,28.19999999999998,0.63,0.7391,0.81,0.81
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,29,20,8,0.53,0.5366000000000001,-0.660000000000005,8.16,0.48000000000000004,0.5452,0.55,0.55
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,36,20,8,0.9299999999999999,0.7857999999999999,14.42,24.539999999999996,0.59,0.8440999999999999,0.8999999999999999,0.93
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,37,20,8,0.69,0.615,7.499999999999996,12.770000000000014,0.54,0.6532999999999999,0.66,0.65
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,39,20,8,0.75,0.6437999999999999,10.620000000000008,6.650000000000023,0.63,0.6962999999999999,0.8200000000000001,0.8300000000000001
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,42,20,8,0.6599999999999999,0.5811,7.889999999999997,6.049999999999988,0.56,0.6098,0.66,0.6699999999999999
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,51,20,8,0.6699999999999999,0.5796000000000001,9.039999999999981,-2.199999999999991,0.54,0.5966,0.6699999999999999,0.7
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,3,0,54,20,8,0.6699999999999999,0.5701999999999999,9.98,11.659999999999993,0.49,0.5816,0.64,0.63
OpenBMI_MI,B1_SAME_SCALE_63,3,0,4,20,4,0.65,0.5226,12.740000000000007,27.640000000000008,0.43000000000000005,0.6182,0.66,0.69
OpenBMI_MI,B1_SAME_SCALE_63,3,0,12,20,4,0.74,0.5600999999999999,17.990000000000006,11.620000000000008,0.52,0.6773999999999998,0.74,0.74
OpenBMI_MI,B1_SAME_SCALE_63,3,0,13,20,4,0.64,0.5287,11.130000000000006,13.240000000000007,0.5,0.6309999999999999,0.68,0.69
OpenBMI_MI,B1_SAME_SCALE_63,3,0,17,20,4,0.5,0.49740000000000006,0.25999999999999357,-8.920000000000005,0.61,0.5146000000000001,0.51,0.49
OpenBMI_MI,B1_SAME_SCALE_63,3,0,18,20,4,0.55,0.5209,2.9100000000000015,-3.070000000000006,0.5800000000000001,0.5441000000000001,0.58,0.55
OpenBMI_MI,B1_SAME_SCALE_63,3,0,24,20,4,0.52,0.5044000000000001,1.5599999999999947,-0.8399999999999963,0.47,0.5268,0.52,0.51
OpenBMI_MI,B1_SAME_SCALE_63,3,0,25,20,4,0.74,0.5811,15.890000000000004,27.569999999999972,0.5700000000000001,0.7080000000000001,0.72,0.74
OpenBMI_MI,B1_SAME_SCALE_63,3,0,29,20,4,0.5700000000000001,0.5253,4.470000000000008,3.739999999999988,0.6000000000000001,0.5915,0.6499999999999999,0.62
OpenBMI_MI,B1_SAME_SCALE_63,3,0,36,20,4,0.75,0.6155,13.449999999999996,9.430000000000005,0.66,0.7641999999999999,0.8300000000000001,0.8
OpenBMI_MI,B1_SAME_SCALE_63,3,0,37,20,4,0.53,0.5089999999999999,2.100000000000013,-2.73000000000001,0.6100000000000001,0.5722,0.59,0.53
OpenBMI_MI,B1_SAME_SCALE_63,3,0,39,20,4,0.69,0.5432,14.679999999999993,11.829999999999997,0.52,0.628,0.63,0.71
OpenBMI_MI,B1_SAME_SCALE_63,3,0,42,20,4,0.6,0.5266,7.340000000000002,9.609999999999996,0.53,0.6155,0.64,0.6499999999999999
OpenBMI_MI,B1_SAME_SCALE_63,3,0,51,20,4,0.63,0.5067,12.329999999999997,8.54999999999999,0.51,0.5998,0.6399999999999999,0.62
OpenBMI_MI,B1_SAME_SCALE_63,3,0,54,20,4,0.6100000000000001,0.5275,8.250000000000012,7.77000000000001,0.45999999999999996,0.6219999999999999,0.6399999999999999,0.69
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,4,20,4,0.61,0.5711999999999999,3.8800000000000057,6.259999999999977,0.6799999999999999,0.7388000000000001,0.79,0.74
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,12,20,4,0.67,0.5649,10.510000000000009,1.9000000000000017,0.67,0.6857000000000001,0.68,0.67
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,13,20,4,0.66,0.5521,10.79,11.429999999999986,0.56,0.6748999999999998,0.71,0.73
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,17,20,4,0.6,0.5083,9.17,9.289999999999992,0.47000000000000003,0.5661000000000002,0.58,0.56
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,18,20,4,0.62,0.5305,8.950000000000003,10.46999999999999,0.56,0.6603999999999999,0.69,0.6799999999999999
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,24,20,4,0.52,0.5161,0.39000000000000146,0.7200000000000095,0.57,0.5721,0.6,0.59
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,25,20,4,0.76,0.5977000000000001,16.22999999999999,15.569999999999995,0.63,0.7462000000000001,0.81,0.8200000000000001
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,29,20,4,0.71,0.5339,17.609999999999992,5.330000000000002,0.49,0.6118000000000001,0.63,0.65
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,36,20,4,0.94,0.6853,25.46999999999999,5.650000000000011,0.83,0.9127000000000001,0.92,0.94
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,37,20,4,0.6499999999999999,0.5562000000000001,9.379999999999978,2.8699999999999837,0.6,0.6528,0.65,0.6599999999999999
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,39,20,4,0.72,0.5783999999999999,14.160000000000005,7.54999999999999,0.65,0.7310000000000001,0.74,0.75
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,42,20,4,0.6599999999999999,0.5311000000000001,12.88999999999998,7.959999999999989,0.5900000000000001,0.6548999999999999,0.69,0.69
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,51,20,4,0.61,0.5276000000000001,8.239999999999991,-0.8700000000000041,0.63,0.6137999999999999,0.63,0.6499999999999999
OpenBMI_MI,OFFICIAL_FINAL_LITEBN_REFERENCE,4,0,54,20,4,0.65,0.5289,12.11,6.180000000000008,0.53,0.6535,0.7,0.67
OpenBMI_MI,B1_SAME_SCALE_63,4,0,4,20,4,0.5900000000000001,0.5329,5.710000000000004,9.670000000000002,0.63,0.6764,0.72,0.71
OpenBMI_MI,B1_SAME_SCALE_63,4,0,12,20,4,0.65,0.5788,7.1200000000000045,14.600000000000001,0.6000000000000001,0.7419,0.78,0.76
OpenBMI_MI,B1_SAME_SCALE_63,4,0,13,20,4,0.65,0.5415000000000001,10.849999999999993,-1.3599999999999945,0.61,0.619,0.64,0.66
OpenBMI_MI,B1_SAME_SCALE_63,4,0,17,20,4,0.6,0.5085999999999999,9.140000000000004,2.949999999999997,0.54,0.565,0.5800000000000001,0.56
OpenBMI_MI,B1_SAME_SCALE_63,4,0,18,20,4,0.64,0.5589000000000001,8.109999999999996,8.799999999999986,0.5700000000000001,0.6595,0.6599999999999999,0.6799999999999999
OpenBMI_MI,B1_SAME_SCALE_63,4,0,24,20,4,0.5900000000000001,0.5184000000000001,7.16,3.070000000000006,0.55,0.5733,0.62,0.59
OpenBMI_MI,B1_SAME_SCALE_63,4,0,25,20,4,0.73,0.5689,16.110000000000003,2.5799999999999934,0.62,0.7563,0.77,0.75
OpenBMI_MI,B1_SAME_SCALE_63,4,0,29,20,4,0.63,0.5685,6.15,10.499999999999998,0.7,0.6970000000000001,0.72,0.72
OpenBMI_MI,B1_SAME_SCALE_63,4,0,36,20,4,0.9099999999999999,0.6953999999999999,21.46,5.779999999999985,0.8200000000000001,0.9182000000000001,0.95,0.93
OpenBMI_MI,B1_SAME_SCALE_63,4,0,37,20,4,0.65,0.5792999999999999,7.070000000000009,6.15,0.5900000000000001,0.6589,0.65,0.64
OpenBMI_MI,B1_SAME_SCALE_63,4,0,39,20,4,0.6599999999999999,0.5892000000000001,7.079999999999986,3.64000000000001,0.69,0.7278,0.74,0.74
OpenBMI_MI,B1_SAME_SCALE_63,4,0,42,20,4,0.6,0.5249,7.5099999999999945,-0.9600000000000053,0.53,0.6587000000000001,0.71,0.69
OpenBMI_MI,B1_SAME_SCALE_63,4,0,51,20,4,0.6000000000000001,0.5297000000000001,7.030000000000003,5.829999999999991,0.5700000000000001,0.6299,0.6599999999999999,0.6799999999999999
OpenBMI_MI,B1_SAME_SCALE_63,4,0,54,20,4,0.64,0.5158,12.419999999999998,6.169999999999998,0.53,0.6376,0.64,0.6699999999999999
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,4,20,5,0.5427272727272727,0.5160454545454546,2.668181818181814,11.100303030303005,0.5996969696969697,0.6200030303030303,0.6803030303030303,0.7990909090909091
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,12,20,5,0.8615151515151516,0.5951727272727273,26.634242424242426,25.847272727272717,0.5996969696969696,0.8887121212121213,0.9484848484848485,0.9315151515151516
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,13,20,5,0.8,0.5821787878787879,21.78212121212122,25.685757575757563,0.5154545454545455,0.7676333333333335,0.8518181818181818,0.8915151515151515
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,17,20,5,0.5945454545454546,0.5304575757575758,6.40878787878788,14.810606060606046,0.49757575757575756,0.5984757575757577,0.6509090909090909,0.7818181818181817
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,18,20,5,0.5239382913427789,0.5096650532002867,1.4273238142492262,5.003030303030309,0.5509022915632982,0.5637137751070438,0.5939347997868314,0.7093592076005659
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,24,20,5,0.6084848484848485,0.5283333333333333,8.01515151515152,12.36454545454546,0.5390909090909091,0.652578787878788,0.7163636363636363,0.7809090909090909
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,25,20,5,0.5775757575757575,0.5166848484848484,6.089090909090911,8.737575757575744,0.5145454545454545,0.591848484848485,0.6266666666666667,0.796969696969697
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,29,20,5,0.6430303030303031,0.5307515151515151,11.227878787878797,15.211515151515155,0.5127272727272727,0.6343818181818182,0.6942424242424242,0.8054545454545454
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,36,20,5,0.8251515151515152,0.5984151515151515,22.673636363636373,25.62818181818184,0.5627272727272727,0.8574636363636364,0.9266666666666666,0.927878787878788
OpenBMI_ERP,OFFICIAL_FINAL_LITEBN_REFERENCE,0,0,37,20,5,0.6818181818181818,0.5445757575757575,13.724242424242428,25.54151515151517,0.5375757575757576,0.6679878787878788,0.7145454545454546,0.8327272727272728
