task,fold,epoch,train_loss,inner_val_BA,selected,lr_N,lr_B,lr_S,grad_N,cross_entropy,g1_entropy,g2_entropy
OpenBMI_SSVEP,1,28,0.30004116311305906,0.9033333333333333,False,0.0001937261126225719,3.2287685437095325e-05,6.4575370874190644e-06,2.843662343374113,5.473997116088867,4.0085320472717285,3.9765877723693848
OpenBMI_SSVEP,1,29,0.30153974236511605,0.8966666666666665,False,0.0001857991414970187,3.096652358283645e-05,6.193304716567291e-06,2.7838372399167315,5.475399494171143,4.004643440246582,3.966792345046997
OpenBMI_SSVEP,1,30,0.2962354138130095,0.8966666666666665,False,0.0001777798644539431,2.9629977408990522e-05,5.925995481798105e-06,2.7793426993416577,5.463965892791748,3.999535083770752,3.958340644836426
OpenBMI_SSVEP,1,31,0.2986723508049802,0.8933333333333332,False,0.00016969443870823464,2.8282406451372445e-05,5.656481290274489e-06,2.7181934685241886,5.466439723968506,3.9946556091308594,3.9500772953033447
OpenBMI_SSVEP,1,32,0.294561174948041,0.9033333333333333,False,0.00016156923723810175,2.692820620635029e-05,5.385641241270058e-06,2.624708227994965,5.4464592933654785,3.9890859127044678,3.9434473514556885
OpenBMI_SSVEP,1,33,0.2896269185513985,0.8949999999999999,False,0.0001534307627618983,2.5571793793649718e-05,5.1143587587299436e-06,2.60892212681654,5.441591739654541,3.9840822219848633,3.9344842433929443
OpenBMI_SSVEP,1,34,0.29140165811631735,0.9016666666666667,False,0.00014530556129176532,2.4217593548627557e-05,4.843518709725511e-06,2.6556307717067438,5.433643817901611,3.978240966796875,3.927670478820801
OpenBMI_SSVEP,1,35,0.29684609174728394,0.9083333333333332,True,0.00013722013554605685,2.287002259100948e-05,4.574004518201896e-06,2.8633202779583815,5.421613693237305,3.973416805267334,3.9177963733673096
OpenBMI_SSVEP,1,36,0.2918825992723791,0.8949999999999999,False,0.00012920085850298127,2.1533476417163544e-05,4.306695283432709e-06,2.8614359657938886,5.421182155609131,3.970168113708496,3.90932297706604
OpenBMI_SSVEP,1,37,0.28308407271780617,0.8983333333333334,False,0.00012127388737742813,2.021231456290469e-05,4.042462912580938e-06,2.660403583107925,5.407267093658447,3.9667181968688965,3.903550386428833
OpenBMI_SSVEP,1,38,0.28973029517545934,0.8966666666666668,False,0.00011346507830156998,1.8910846383595e-05,3.782169276719e-06,2.6744286345272528,5.400160312652588,3.9625422954559326,3.8971989154815674
OpenBMI_SSVEP,1,39,0.28821381163306353,0.8949999999999999,False,0.00010579990198753362,1.763331699792227e-05,3.5266633995844544e-06,2.5628112016654594,5.405188083648682,3.9584925174713135,3.892382860183716
OpenBMI_SSVEP,1,40,0.2897976269809211,0.9016666666666667,False,9.830336064723119e-05,1.63838934412052e-05,3.27677868824104e-06,2.635063749987905,5.3419647216796875,3.954617977142334,3.8842408657073975
OpenBMI_SSVEP,1,41,0.2845725326276407,0.9,False,9.099990644034147e-05,1.5166651073390247e-05,3.03333021467805e-06,2.5203939051162907,5.337826728820801,3.9497978687286377,3.8802974224090576
OpenBMI_SSVEP,1,42,0.2912005604040332,0.8966666666666665,False,8.391336171644793e-05,1.3985560286074655e-05,2.797112057214931e-06,2.681246056789305,5.2734479904174805,3.9454896450042725,3.874882221221924
OpenBMI_SSVEP,1,43,0.2835871391906971,0.9,False,7.706684131148541e-05,1.2844473551914237e-05,2.5688947103828476e-06,2.5690925499288046,5.30198860168457,3.94323468208313,3.8694639205932617
OpenBMI_SSVEP,1,44,0.28206987315561716,0.8983333333333331,False,7.04826771519501e-05,1.1747112858658352e-05,2.3494225717316706e-06,2.5974200338852116,5.22104024887085,3.9414803981781006,3.8670949935913086
OpenBMI_SSVEP,1,45,0.2848425540255337,0.9,False,6.418234541279688e-05,1.0697057568799482e-05,2.1394115137598965e-06,2.637593705479692,5.229470252990723,3.9399755001068115,3.864473819732666
OpenBMI_SSVEP,1,46,0.27903410501596404,0.9049999999999999,False,5.818639646662069e-05,9.697732744436782e-06,1.9395465488873565e-06,2.4313177393703924,5.187171459197998,3.9380791187286377,3.861501932144165
OpenBMI_SSVEP,1,47,0.2840851138277752,0.9016666666666667,False,5.2514387852612276e-05,8.752397975435381e-06,1.7504795950870763e-06,2.689512072539911,5.1737494468688965,3.9365084171295166,3.8587496280670166
OpenBMI_SSVEP,1,48,0.2826182693243027,0.9016666666666667,False,4.718482048393074e-05,7.86413674732179e-06,1.572827349464358e-06,2.4922144471145256,5.14694881439209,3.934522867202759,3.8559093475341797
OpenBMI_SSVEP,1,49,0.27882205167921575,0.9,False,4.221507830157003e-05,7.035846383595006e-06,1.4071692767190012e-06,2.409774818071505,5.193853855133057,3.93259596824646,3.8535311222076416
OpenBMI_SSVEP,1,50,0.2728158271894222,0.9,False,3.76213715715567e-05,6.270228595259451e-06,1.25404571905189e-06,2.3102350060532735,5.127729892730713,3.93135404586792,3.851170063018799
OpenBMI_SSVEP,1,51,0.28017662211162286,0.9,False,3.341868401043177e-05,5.569780668405296e-06,1.1139561336810592e-06,2.6376465588081173,5.151828765869141,3.930259943008423,3.849867105484009
OpenBMI_SSVEP,1,52,0.2801371725594125,0.9033333333333333,False,2.9620723911481416e-05,4.936787318580237e-06,9.873574637160474e-07,2.5789106473690127,5.173112869262695,3.9294068813323975,3.848217248916626
OpenBMI_SSVEP,1,53,0.2787117387463407,0.9,False,2.6239879431133873e-05,4.373313238522313e-06,8.746626477044626e-07,2.388236471792547,5.118714809417725,3.9287307262420654,3.846727132797241
OpenBMI_SSVEP,1,54,0.27856791346538357,0.9016666666666667,False,2.3287178181367738e-05,3.8811963635612904e-06,7.762392727122581e-07,2.6077239295331442,5.149084568023682,3.927532911300659,3.8458821773529053
OpenBMI_SSVEP,1,55,0.27610686276017166,0.9016666666666667,False,2.0772251259934124e-05,3.4620418766556877e-06,6.924083753311375e-07,2.4841573543664888,5.127349853515625,3.926710605621338,3.8449013233184814
OpenBMI_SSVEP,1,56,0.27674232786748465,0.9,False,1.8703301835717482e-05,3.1172169726195806e-06,6.234433945239161e-07,2.66676380576157,5.1111884117126465,3.9258618354797363,3.844381809234619
OpenBMI_SSVEP,1,57,0.27541871732327994,0.9016666666666667,False,1.7087078391703733e-05,2.8478463986172893e-06,5.695692797234579e-07,2.4156079277759646,5.128367900848389,3.925142526626587,3.844012975692749
OpenBMI_SSVEP,1,58,0.27856681950208617,0.9,False,1.5928852712831593e-05,2.6548087854719324e-06,5.309617570943865e-07,2.384402589100163,5.097573757171631,3.9246621131896973,3.8431200981140137
OpenBMI_SSVEP,1,59,0.27254493243810607,0.9,False,1.523240269052567e-05,2.5387337817542786e-06,5.077467563508558e-07,2.411849106230387,5.108044624328613,3.924198627471924,3.8424103260040283
OpenBMI_SSVEP,1,60,0.2720791730212002,0.9,False,1.4999999999999999e-05,2.5e-06,5.000000000000001e-07,2.4393731152139058,5.100200653076172,3.923830270767212,3.8420634269714355
OpenBMI_SSVEP,2,1,0.3224249998243844,0.9033333333333333,False,5.9999999999999995e-05,1e-05,2.0000000000000003e-06,1.5765950934189121,5.623791694641113,4.073288917541504,4.074387073516846
OpenBMI_SSVEP,2,2,0.31660011992221926,0.8999999999999999,False,0.00011999999999999999,2e-05,4.000000000000001e-06,1.5351379579160271,5.632992744445801,4.072902202606201,4.074554920196533
OpenBMI_SSVEP,2,3,0.3101783939977972,0.91,False,0.00017999999999999998,3e-05,6e-06,1.4396021133515893,5.641079902648926,4.07211971282959,4.074202060699463
OpenBMI_SSVEP,2,4,0.2921058978976273,0.8933333333333332,False,0.00023999999999999998,4e-05,8.000000000000001e-06,1.168978353826011,5.6581926345825195,4.070827007293701,4.073289394378662
OpenBMI_SSVEP,2,5,0.2698945174129998,0.8799999999999999,False,0.0003,5e-05,1e-05,1.2243965420781113,5.658199787139893,4.06793212890625,4.071681022644043
OpenBMI_SSVEP,2,6,0.26119553497651726,0.8966666666666666,False,0.0002997675973094743,4.996126621824572e-05,9.992253243649145e-06,1.1395834204627246,5.651270866394043,4.066372394561768,4.070947170257568
OpenBMI_SSVEP,2,7,0.25714993549556264,0.91,False,0.0002990711472871684,4.984519121452807e-05,9.969038242905615e-06,1.1629155496271646,5.626663684844971,4.0624775886535645,4.068446636199951
OpenBMI_SSVEP,2,8,0.25394123719959727,0.9016666666666667,False,0.00029791292160829625,4.965215360138271e-05,9.930430720276543e-06,1.2055768305208625,5.511531352996826,4.057048320770264,4.066099643707275
OpenBMI_SSVEP,2,9,0.24720089682718602,0.8933333333333334,False,0.0002962966981642825,4.9382783027380426e-05,9.876556605476086e-06,1.0456567988163088,5.18827486038208,4.048106670379639,4.062930583953857
OpenBMI_SSVEP,2,10,0.24767958718102154,0.9116666666666666,False,0.00029422774874006587,4.903795812334432e-05,9.807591624668865e-06,1.174305300887038,5.087631702423096,4.037139415740967,4.058204174041748
OpenBMI_SSVEP,2,11,0.24524090820696295,0.8999999999999999,False,0.00029171282181863226,4.861880363643872e-05,9.723760727287744e-06,1.1930245488155178,5.128717422485352,4.0205912590026855,4.050097942352295
OpenBMI_SSVEP,2,12,0.24174275303759227,0.9033333333333333,False,0.0002887601205688661,4.812668676147769e-05,9.625337352295538e-06,1.098641582378527,4.963217258453369,4.003697872161865,4.041368007659912
OpenBMI_SSVEP,2,13,0.24310997709995363,0.9133333333333334,False,0.0002853792760885185,4.756321268141976e-05,9.512642536283953e-06,1.0751481724948417,4.938350200653076,3.9820334911346436,4.0318684577941895
OpenBMI_SSVEP,2,14,0.2378672430428063,0.9016666666666667,False,0.0002815813159895682,4.693021933159471e-05,9.386043866318943e-06,1.0778147549164006,4.823944091796875,3.957984685897827,4.0173563957214355
OpenBMI_SSVEP,2,15,0.239094301331334,0.9083333333333333,False,0.0002773786284284433,4.6229771404740555e-05,9.245954280948111e-06,1.045496734177194,4.900027275085449,3.925877094268799,4.00362491607666
OpenBMI_SSVEP,2,16,0.2383119300371263,0.9166666666666666,False,0.00027278492169842996,4.5464153616405e-05,9.092830723281e-06,1.0340149104595184,4.850766181945801,3.887617349624634,3.983705997467041
OpenBMI_SSVEP,2,17,0.2382442246123058,0.9166666666666666,False,0.00026781517951606924,4.463586325267821e-05,8.927172650535642e-06,1.0608029089322903,4.851834774017334,3.849207878112793,3.965048313140869
