model,task,variant,seed,fold,selected_epoch,inner_val_BA,epochs_ran,early_stopped,checkpoint,checkpoint_sha256,elapsed_seconds,trainable_parameters,reused_protocol_identical
LiteBN,OpenBMI_SSVEP,B2_SPATIAL_D1,0,3,16.0,0.8766666666666666,24,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B2_SPATIAL_D1/fold3/selected.pt,5fdca716e32ab3ca6be7c30380fa9b2e26477645651186fffcb5d0e900b34581,34.64699552487582,44676,
LiteBN,OpenBMI_SSVEP,B3_ONE_STAGE_BACKEND,0,3,29.0,0.755,37,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B3_ONE_STAGE_BACKEND/fold3/selected.pt,6dec8ab145e719eb8c03b50506ebaabc0a69a448043c0e960ded35d5d19d5bad,60.82542325835675,41900,
LiteBN,OpenBMI_SSVEP,B4_BN_TO_GN,0,3,17.0,0.8916666666666666,25,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B4_BN_TO_GN/fold3/selected.pt,2440634223346c191130f60e653c1dcc28685b4f78a46530dfee6379f2fcacd7,34.48800083901733,48108,
LiteBN,OpenBMI_SSVEP,B1_SINGLE_SCALE_TEMPORAL,0,4,32.0,0.8883333333333333,40,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B1_SINGLE_SCALE_TEMPORAL/fold4/selected.pt,540695384803a30b346ab640a014c7b1f390718270212e8486d9588dd7b9820e,24.578205776400864,42364,
LiteBN,OpenBMI_SSVEP,B2_SPATIAL_D1,0,4,24.0,0.9466666666666667,32,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B2_SPATIAL_D1/fold4/selected.pt,b5f282dc8785123163700aafba37e440bebf55eced25d0df86874b006b0f78b2,46.07944015134126,44676,
LiteBN,OpenBMI_SSVEP,B3_ONE_STAGE_BACKEND,0,4,55.0,0.9133333333333332,60,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B3_ONE_STAGE_BACKEND/fold4/selected.pt,0549819e2e759b5a78b3d433dc799b759e24979aa8142c2e0eb8c034c524f53b,98.621274122037,41900,
LiteBN,OpenBMI_SSVEP,B4_BN_TO_GN,0,4,24.0,0.8933333333333334,32,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/OpenBMI_SSVEP/B4_BN_TO_GN/fold4/selected.pt,4ac17bf80429659ed08ff805ac0e77593074048ba2fccb7575b43fdb37c575fa,45.50876817293465,48108,
LiteBN,WBCIC_MI,B1_SINGLE_SCALE_TEMPORAL,0,0,14.0,0.6674709595959596,22,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B1_SINGLE_SCALE_TEMPORAL/fold0/selected.pt,44006c64f81371c2b34e32960aa4e7c2e1f00d0bf54b1badb5c26a745ac81535,34.91417063679546,42170,
LiteBN,WBCIC_MI,B2_SPATIAL_D1,0,0,26.0,0.6985858585858585,34,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B2_SPATIAL_D1/fold0/selected.pt,6b80fde08115d480e5f9ab8cb2a8269d8d05cbb781caf992a9859e55ae1deee8,131.3524706037715,44450,
LiteBN,WBCIC_MI,B3_ONE_STAGE_BACKEND,0,0,16.0,0.6825454545454545,24,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B3_ONE_STAGE_BACKEND/fold0/selected.pt,fbfe404cd36a3da2b613f81141be043107ef2736ff0a2edd63584857c731c3e8,105.59087270312011,41578,
LiteBN,WBCIC_MI,B4_BN_TO_GN,0,0,36.0,0.6986262626262626,44,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B4_BN_TO_GN/fold0/selected.pt,56b639a8d970efbb135d3d45143657243a5fa7c8d441b3ab4a6a005d64705d6c,155.24431762099266,47786,
LiteBN,WBCIC_MI,B1_SINGLE_SCALE_TEMPORAL,0,1,23.0,0.8865340909090909,31,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B1_SINGLE_SCALE_TEMPORAL/fold1/selected.pt,13e4b9a9a02f224e80c7c59b7967ef473ad0e8efda761ad7e496577f51f22e84,51.674150134436786,42170,
LiteBN,WBCIC_MI,B2_SPATIAL_D1,0,1,21.0,0.8905959595959596,29,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B2_SPATIAL_D1/fold1/selected.pt,21cb7cfbbef0ba2b080c1d4e817701bd917a434016cdb39023325206a4f9adb1,118.0497026257217,44450,
LiteBN,WBCIC_MI,B3_ONE_STAGE_BACKEND,0,1,21.0,0.8626199494949495,29,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B3_ONE_STAGE_BACKEND/fold1/selected.pt,dce5ef2a2947f5dc221ba92437e288231230163b029b135123792fcc5af9c374,134.11411141511053,41578,
LiteBN,WBCIC_MI,B4_BN_TO_GN,0,1,19.0,0.8845227272727272,27,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B4_BN_TO_GN/fold1/selected.pt,ca67a5c5b764bbdd5419436053721098cdfa2a7792f4ff93ff5b5d1d1a48e0d4,101.44982303399593,47786,
LiteBN,WBCIC_MI,B1_SINGLE_SCALE_TEMPORAL,0,2,19.0,0.8859999999999999,27,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B1_SINGLE_SCALE_TEMPORAL/fold2/selected.pt,ebd97ef7037a4a46d83e8fa3f72086110cfa51d0c0acb38e83bdf142f18afe18,46.108852854929864,42170,
LiteBN,WBCIC_MI,B2_SPATIAL_D1,0,2,19.0,0.8610000000000001,27,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B2_SPATIAL_D1/fold2/selected.pt,ed4f7c158de19b991cd0afe4e2e1346036f6d84de72ef069370f6c2c1e0d6a93,110.84758924040943,44450,
LiteBN,WBCIC_MI,B3_ONE_STAGE_BACKEND,0,2,23.0,0.861,31,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B3_ONE_STAGE_BACKEND/fold2/selected.pt,6d918d78028e786d087394b5bb3680e154c3de750fc98a2ec9b834fae87e396b,143.59557190537453,41578,
LiteBN,WBCIC_MI,B4_BN_TO_GN,0,2,10.0,0.866,18,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B4_BN_TO_GN/fold2/selected.pt,17fa4323a8df759dcf3c6f6b6e12c6b14a834c1fc03dab534077dadc6375eb44,67.0434979563579,47786,
LiteBN,WBCIC_MI,B1_SINGLE_SCALE_TEMPORAL,0,3,22.0,0.742,30,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B1_SINGLE_SCALE_TEMPORAL/fold3/selected.pt,b5b5866b918eb655b65f6c9878871c81d651742f06ddb8dae99407265a0546d7,49.74481750372797,42170,
LiteBN,WBCIC_MI,B2_SPATIAL_D1,0,3,22.0,0.7509999999999999,30,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B2_SPATIAL_D1/fold3/selected.pt,7f61f06a4e8b5082cf9a03ea1300f0ecd339d2851c23c5624dc6f8cc436339bd,121.39493855461478,44450,
LiteBN,WBCIC_MI,B3_ONE_STAGE_BACKEND,0,3,35.0,0.747,43,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B3_ONE_STAGE_BACKEND/fold3/selected.pt,eba45f5319b0562b4ff872d0318711bb4f87e556462b4b58f1aab18b784859ca,197.53609348181635,41578,
LiteBN,WBCIC_MI,B4_BN_TO_GN,0,3,27.0,0.76,35,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B4_BN_TO_GN/fold3/selected.pt,e7584e5e9dd02be0462b81e10ea6972475d1afeb7c19b1cd62b97b9b71ba5908,129.30163221247494,47786,
LiteBN,WBCIC_MI,B1_SINGLE_SCALE_TEMPORAL,0,4,18.0,0.757,26,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B1_SINGLE_SCALE_TEMPORAL/fold4/selected.pt,eba0c69d1dfa7d08c11e4cf2590e88a3a25bc0507c1cf82183316ba90c2ec71b,43.00280592683703,42170,
LiteBN,WBCIC_MI,B2_SPATIAL_D1,0,4,36.0,0.751,44,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B2_SPATIAL_D1/fold4/selected.pt,daaa00e4c9ae704a708ee1d8f50a8cb60e5170e2536bc8fde398918070337d3c,178.17820265237242,44450,
LiteBN,WBCIC_MI,B3_ONE_STAGE_BACKEND,0,4,23.0,0.7479999999999999,31,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B3_ONE_STAGE_BACKEND/fold4/selected.pt,bdc0da3112ffff61c69db8c4d5eecebd901e884d01dcc0258574dd1db4ee23eb,143.93923938460648,41578,
LiteBN,WBCIC_MI,B4_BN_TO_GN,0,4,30.0,0.752,38,True,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_ablation_v1/runtime/checkpoints/WBCIC_MI/B4_BN_TO_GN/fold4/selected.pt,61fd485522fc240cce2b7244bd7f0a02d154975c03d0fde9ab9f53731d4666a9,143.24047213420272,47786,
