model,variant,task,seed,fold,subject_id,BA,macro_F1,accuracy,trials,evaluation_scope,normalizer_sha256,checkpoint_sha256
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,4,0.8,0.7992773986350863,0.8,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,12,0.71,0.7097387648883995,0.71,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,13,0.6599999999999999,0.6587715776796468,0.66,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,17,0.6100000000000001,0.6080795899909557,0.61,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,18,0.6100000000000001,0.6090225563909775,0.61,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,24,0.5800000000000001,0.5586380832282472,0.58,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,25,0.96,0.96,0.96,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,29,0.7,0.6995192307692308,0.7,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,36,0.81,0.8090644156366193,0.81,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,37,0.63,0.6254681647940075,0.63,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,39,0.66,0.6458333333333333,0.66,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,42,0.71,0.7085720028137876,0.71,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,51,0.63,0.6129302228266555,0.63,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B2_SPATIAL_D1,OpenBMI_MI,0,0,54,0.76,0.7564935064935066,0.76,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,afdde0ad41e873ea5f996cb17db02c8de94cc952c93cd3594bfe51861096f881
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,4,0.75,0.7442455242966752,0.75,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,12,0.68,0.6604414261460102,0.68,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,13,0.65,0.64996499649965,0.65,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,17,0.63,0.6254681647940075,0.63,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,18,0.63,0.6296667000300271,0.63,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,24,0.54,0.47987336047037543,0.54,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,25,0.98,0.9799919967987194,0.98,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,29,0.6,0.5941558441558441,0.6,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,36,0.94,0.9399038461538461,0.94,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,37,0.77,0.7688674505074866,0.77,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,39,0.79,0.78997899789979,0.79,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,42,0.7,0.6956168831168831,0.7,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,51,0.5700000000000001,0.5538956323270048,0.57,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B3_ONE_STAGE_BACKEND,OpenBMI_MI,0,0,54,0.7,0.6980676328502415,0.7,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,869153bc6352f4be79e52de668cadd760e5e856193e3ce475913c1a7f318d76e
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,4,0.78,0.7742200328407225,0.78,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,12,0.73,0.721964782205746,0.73,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,13,0.69,0.6892230576441103,0.69,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,17,0.63,0.628178072555522,0.63,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,18,0.63,0.6161427533976553,0.63,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,24,0.55,0.54226426609704,0.55,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,25,0.99,0.9899989998999901,0.99,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,29,0.48,0.4781212364512244,0.48,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,36,0.8999999999999999,0.8998397435897436,0.9,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,37,0.59,0.5626666666666666,0.59,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,39,0.65,0.6496847162446202,0.65,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,42,0.7,0.6989160979526294,0.7,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,51,0.6699999999999999,0.6601791782514674,0.67,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B4_BN_TO_GN,OpenBMI_MI,0,0,54,0.72,0.7171717171717171,0.72,100,OpenBMI V8 internal future-session S2,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,f24baac1cb886ce6e96dd14d771d4c0b8b76afd3f3d01e8bd5395ac278e9e3e8
LiteBN,B0_FULL,OpenBMI_MI,0,1,4,0.81,0.8076728413807066,0.81,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,12,0.76,0.7596153846153846,0.76,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,13,0.75,0.7479584635547938,0.75,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,17,0.7,0.6989160979526294,0.7,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,18,0.77,0.7699769976997699,0.77,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,24,0.58,0.5495495495495495,0.58,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,25,1.0,1.0,1.0,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,29,0.69,0.6874684948079444,0.69,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,36,0.95,0.9499949994999499,0.95,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,37,0.73,0.712,0.73,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,39,0.81,0.8090644156366193,0.81,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,42,0.78,0.7777777777777778,0.78,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,51,0.71,0.7064480210547626,0.71,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B0_FULL,OpenBMI_MI,0,1,54,0.76,0.7599039615846338,0.76,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,a8229c7f05ac72bea13934f14f5d3600e10e889454687be06f47105e61d3747e
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_MI,0,1,4,0.81,0.8090644156366193,0.81,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,92d6530a680507e010c0612c738869e59318c6627531441b9f706ce044e0d992
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_MI,0,1,12,0.67,0.6547756041426928,0.67,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,92d6530a680507e010c0612c738869e59318c6627531441b9f706ce044e0d992
LiteBN,B1_SINGLE_SCALE_TEMPORAL,OpenBMI_MI,0,1,13,0.5700000000000001,0.5174503422735944,0.57,100,OpenBMI V8 internal future-session S2,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,92d6530a680507e010c0612c738869e59318c6627531441b9f706ce044e0d992
