Model,Task,subject_id,intact_BA,protected_BA,random_BA,protected_harm_pp,random_harm_pp,PEEH_pp,folds
CBraMod,OpenBMI_MI,29,0.55,0.540625,0.5346875,0.9375,1.5312499999999996,-0.5937499999999997,5
CBraMod,OpenBMI_MI,36,0.496875,0.465625,0.48274999999999996,3.125,1.4125,1.7125,5
CBraMod,OpenBMI_MI,37,0.46875,0.475,0.47612499999999996,-0.625,-0.7374999999999998,0.11249999999999964,5
CBraMod,OpenBMI_MI,39,0.5,0.53125,0.51878125,-3.125,-1.8781250000000003,-1.2468749999999997,5
CBraMod,OpenBMI_MI,42,0.49375,0.46875,0.46921875,2.5,2.453124999999999,0.04687500000000071,5
CBraMod,OpenBMI_MI,51,0.51875,0.496875,0.50290625,2.1875,1.584375,0.6031249999999999,5
CBraMod,OpenBMI_MI,54,0.496875,0.50625,0.49871875,-0.9375,-0.18437499999999996,-0.7531249999999999,5
CBraMod,OpenBMI_ERP,4,0.7375,0.7,0.70215625,3.75,3.5343750000000007,0.2156249999999993,5
CBraMod,OpenBMI_ERP,12,0.86875,0.815625,0.826125,5.3125,4.262500000000001,1.0499999999999998,5
CBraMod,OpenBMI_ERP,13,0.865625,0.809375,0.8249375000000001,5.625,4.0687500000000005,1.556249999999999,5
CBraMod,OpenBMI_ERP,17,0.728125,0.675,0.69696875,5.3125,3.1156249999999996,2.1968750000000004,5
CBraMod,OpenBMI_ERP,18,0.753125,0.734375,0.7365,1.875,1.6625,0.2125,5
CBraMod,OpenBMI_ERP,24,0.834375,0.765625,0.8054375,6.875,2.8937500000000016,3.9812499999999984,5
CBraMod,OpenBMI_ERP,25,0.653125,0.6125,0.6357812500000001,4.0625,1.734374999999999,2.328125000000001,5
CBraMod,OpenBMI_ERP,29,0.790625,0.746875,0.7449062499999999,4.375,4.571875000000001,-0.19687500000000088,5
CBraMod,OpenBMI_ERP,36,0.8375,0.759375,0.7893749999999999,7.8125,4.812500000000003,2.9999999999999982,5
CBraMod,OpenBMI_ERP,37,0.83125,0.778125,0.7890937499999999,5.3125,4.215625,1.0968749999999994,5
CBraMod,OpenBMI_ERP,39,0.5875,0.5625,0.5745625000000001,2.5,1.29375,1.2062499999999998,5
CBraMod,OpenBMI_ERP,42,0.709375,0.6625,0.6809375,4.6875,2.8437499999999987,1.8437500000000013,5
CBraMod,OpenBMI_ERP,51,0.640625,0.615625,0.6161874999999999,2.5,2.4437500000000023,0.05624999999999751,5
CBraMod,OpenBMI_ERP,54,0.60625,0.559375,0.5943125,4.6875,1.19375,3.49375,5
CBraMod,OpenBMI_SSVEP,4,1.0,0.8160000000000001,0.8555400000000001,18.4,14.445999999999998,3.9540000000000006,5
CBraMod,OpenBMI_SSVEP,12,0.9199999999999999,0.8,0.83194,12.000000000000002,8.806000000000008,3.1939999999999924,5
CBraMod,OpenBMI_SSVEP,13,0.768,0.686,0.7138599999999999,8.2,5.414000000000007,2.785999999999993,5
CBraMod,OpenBMI_SSVEP,17,0.9,0.826,0.85402,7.399999999999997,4.5979999999999865,2.802000000000011,5
CBraMod,OpenBMI_SSVEP,18,1.0,0.8160000000000001,0.85146,18.4,14.854000000000003,3.545999999999998,5
CBraMod,OpenBMI_SSVEP,24,0.8619999999999999,0.7819999999999999,0.80748,7.999999999999998,5.451999999999988,2.5480000000000103,5
CBraMod,OpenBMI_SSVEP,25,0.882,0.766,0.7962800000000001,11.599999999999998,8.57199999999998,3.0280000000000187,5
CBraMod,OpenBMI_SSVEP,29,0.9359999999999999,0.8139999999999998,0.8479999999999999,12.199999999999998,8.800000000000008,3.3999999999999915,5
CBraMod,OpenBMI_SSVEP,36,1.0,0.8240000000000001,0.8701800000000001,17.6,12.982,4.618,5
CBraMod,OpenBMI_SSVEP,37,0.9739999999999999,0.8320000000000001,0.86934,14.2,10.46599999999999,3.734000000000008,5
CBraMod,OpenBMI_SSVEP,39,0.9720000000000001,0.85,0.88642,12.199999999999998,8.557999999999995,3.642000000000004,5
CBraMod,OpenBMI_SSVEP,42,0.528,0.484,0.49765999999999994,4.4,3.03400000000001,1.3659999999999906,5
CBraMod,OpenBMI_SSVEP,51,0.4720000000000001,0.44600000000000006,0.46349999999999997,2.6,0.8499999999999984,1.7500000000000013,5
CBraMod,OpenBMI_SSVEP,54,0.692,0.638,0.6559200000000001,5.4,3.6080000000000014,1.7919999999999991,5
CBraMod,WBCIC_MI,sub-4,0.6328125,0.55078125,0.580234375,8.203125,5.257812500000002,2.9453124999999982,4
CBraMod,WBCIC_MI,sub-8,0.8515625,0.6640625,0.7221484375,18.75,12.941406250000002,5.808593749999998,4
CBraMod,WBCIC_MI,sub-10,0.7890625,0.6484375,0.6857421874999999,14.0625,10.332031250000004,3.730468749999996,4
CBraMod,WBCIC_MI,sub-15,0.66015625,0.59765625,0.6133203125,6.25,4.683593750000001,1.5664062499999991,4
CBraMod,WBCIC_MI,sub-20,0.46484375,0.50390625,0.499140625,-3.90625,-3.4296875000000004,-0.47656249999999956,4
CBraMod,WBCIC_MI,sub-39,0.76953125,0.6171875,0.6433203125,15.234375,12.621093750000002,2.613281249999999,4
CBraMod,WBCIC_MI,sub-40,0.71875,0.64453125,0.659921875,7.421875,5.882812499999998,1.539062500000002,4
CBraMod,WBCIC_MI,sub-43,0.88671875,0.68359375,0.733125,20.3125,15.359375,4.953125,4
CBraMod,WBCIC_MI,sub-46,0.8515625,0.64453125,0.6832031249999999,20.703125,16.8359375,3.867187499999999,4
CBraMod,WBCIC_MI,sub-51,0.73046875,0.6171875,0.636796875,11.328125,9.3671875,1.9609375000000013,4
TeCh,OpenBMI_MI,4,0.7375,0.5875,0.71275,15.0,2.4750000000000005,12.525,5
TeCh,OpenBMI_MI,12,0.690625,0.6125,0.6404375,7.8125,5.018749999999999,2.7937500000000015,5
TeCh,OpenBMI_MI,13,0.6875,0.54375,0.61575,14.375,7.175,7.200000000000001,5
TeCh,OpenBMI_MI,17,0.55625,0.55625,0.55021875,0.0,0.6031249999999999,-0.6031249999999999,5
TeCh,OpenBMI_MI,18,0.715625,0.58125,0.6664687499999999,13.4375,4.915624999999997,8.521875000000003,5
TeCh,OpenBMI_MI,24,0.571875,0.471875,0.536875,10.0,3.4999999999999964,6.500000000000003,5
TeCh,OpenBMI_MI,25,0.9875,0.434375,0.8385312500000002,55.3125,14.896875,40.415625,5
TeCh,OpenBMI_MI,29,0.7625,0.684375,0.7250624999999999,7.8125,3.7437500000000012,4.068749999999999,5
TeCh,OpenBMI_MI,36,0.865625,0.734375,0.8227187499999999,13.125,4.2906249999999995,8.834375,5
TeCh,OpenBMI_MI,37,0.715625,0.61875,0.6876875,9.6875,2.793749999999997,6.8937500000000025,5
TeCh,OpenBMI_MI,39,0.721875,0.64375,0.6785625000000001,7.8125,4.331249999999997,3.481250000000003,5
TeCh,OpenBMI_MI,42,0.60625,0.4875,0.58396875,11.875,2.2281249999999986,9.646875000000001,5
TeCh,OpenBMI_MI,51,0.675,0.575,0.63615625,10.0,3.884375,6.115625,5
TeCh,OpenBMI_MI,54,0.6875,0.571875,0.6439375,11.5625,4.356250000000001,7.206249999999999,5
TeCh,OpenBMI_ERP,4,0.85625,0.703125,0.7665624999999999,15.3125,8.968749999999998,6.343750000000002,5
TeCh,OpenBMI_ERP,12,0.94375,0.775,0.88771875,16.875,5.603125,11.271875,5
TeCh,OpenBMI_ERP,13,0.859375,0.6375,0.77496875,22.1875,8.440625,13.746875,5
TeCh,OpenBMI_ERP,17,0.7375,0.6125,0.6508125,12.5,8.66875,3.8312499999999985,5
TeCh,OpenBMI_ERP,18,0.875,0.746875,0.8233125000000001,12.8125,5.16875,7.64375,5
TeCh,OpenBMI_ERP,24,0.684375,0.53125,0.6140625,15.3125,7.031250000000002,8.28125,5
TeCh,OpenBMI_ERP,25,0.696875,0.653125,0.68215625,4.375,1.4718750000000003,2.903125,5
TeCh,OpenBMI_ERP,29,0.803125,0.665625,0.7419374999999999,13.75,6.11875,7.63125,5
TeCh,OpenBMI_ERP,36,0.9125,0.74375,0.8321562499999999,16.875,8.034374999999999,8.840625000000001,5
TeCh,OpenBMI_ERP,37,0.915625,0.8375,0.8623125,7.8125,5.331249999999999,2.4812500000000015,5
TeCh,OpenBMI_ERP,39,0.69375,0.525,0.63271875,16.875,6.103125,10.771875,5
TeCh,OpenBMI_ERP,42,0.753125,0.565625,0.68896875,18.75,6.415625000000003,12.334374999999998,5
TeCh,OpenBMI_ERP,51,0.7,0.5375,0.61640625,16.25,8.359375000000002,7.890625,5
TeCh,OpenBMI_ERP,54,0.659375,0.490625,0.6064687500000001,16.875,5.290624999999997,11.584375000000003,5
TeCh,OpenBMI_SSVEP,4,1.0,0.8480000000000001,0.97546,15.2,2.4539999999999984,12.746000000000004,5
TeCh,OpenBMI_SSVEP,12,0.9199999999999999,0.682,0.77906,23.799999999999994,14.094,9.705999999999992,5
TeCh,OpenBMI_SSVEP,13,0.6459999999999999,0.376,0.47115999999999997,27.0,17.484000000000005,9.515999999999996,5
TeCh,OpenBMI_SSVEP,17,0.804,0.48600000000000004,0.62202,31.8,18.198,13.602,5
TeCh,OpenBMI_SSVEP,18,1.0,0.8700000000000001,0.9634199999999999,13.0,3.657999999999999,9.342000000000002,5
TeCh,OpenBMI_SSVEP,24,0.884,0.48600000000000004,0.65764,39.8,22.635999999999996,17.164000000000005,5
TeCh,OpenBMI_SSVEP,25,0.8859999999999999,0.6300000000000001,0.7724000000000001,25.599999999999994,11.359999999999994,14.240000000000004,5
TeCh,OpenBMI_SSVEP,29,0.89,0.5960000000000001,0.72894,29.399999999999995,16.105999999999995,13.294000000000002,5
TeCh,OpenBMI_SSVEP,36,1.0,0.892,0.95938,10.8,4.0619999999999985,6.738000000000002,5
TeCh,OpenBMI_SSVEP,37,0.994,0.8059999999999998,0.9329599999999999,18.800000000000004,6.103999999999996,12.696000000000005,5
TeCh,OpenBMI_SSVEP,39,0.9359999999999999,0.634,0.75316,30.2,18.284,11.916,5
TeCh,OpenBMI_SSVEP,42,0.5279999999999999,0.33799999999999997,0.42691999999999997,19.000000000000004,10.108,8.892,5
TeCh,OpenBMI_SSVEP,51,0.6600000000000001,0.402,0.5076,25.800000000000004,15.239999999999995,10.56000000000001,5
TeCh,OpenBMI_SSVEP,54,0.6020000000000001,0.404,0.47948,19.799999999999997,12.251999999999997,7.547999999999999,5
TeCh,WBCIC_MI,sub-4,0.6125,0.55,0.5868125,6.25,2.568750000000002,3.6812499999999986,5
TeCh,WBCIC_MI,sub-8,0.84375,0.59375,0.7614375000000001,25.0,8.23125,16.76875,5
TeCh,WBCIC_MI,sub-10,0.778125,0.55625,0.6888124999999999,22.1875,8.93125,13.25625,5
TeCh,WBCIC_MI,sub-15,0.675,0.5375,0.60634375,13.75,6.865625,6.884375,5
TeCh,WBCIC_MI,sub-20,0.49375,0.54375,0.51396875,-5.0,-2.0218750000000005,-2.9781249999999995,5
TeCh,WBCIC_MI,sub-39,0.765625,0.49375,0.698625,27.1875,6.7,20.4875,5
TeCh,WBCIC_MI,sub-40,0.665625,0.525,0.61259375,14.0625,5.303125,8.759375000000002,5
TeCh,WBCIC_MI,sub-43,0.840625,0.646875,0.77884375,19.375,6.178125000000001,13.196875,5
TeCh,WBCIC_MI,sub-46,0.78125,0.6125,0.72434375,16.875,5.6906250000000025,11.184375,5
TeCh,WBCIC_MI,sub-51,0.7375,0.6125,0.70084375,12.5,3.6656249999999995,8.834375000000001,5
ModernTCN,OpenBMI_MI,4,0.659375,0.659375,0.659375,0.0,0.0,0.0,5
ModernTCN,OpenBMI_MI,12,0.603125,0.603125,0.60378125,0.0,-0.06562500000000027,0.06562500000000027,5
ModernTCN,OpenBMI_MI,13,0.609375,0.6125,0.60984375,-0.3125,-0.046874999999999556,-0.26562500000000044,5
ModernTCN,OpenBMI_MI,17,0.5375,0.534375,0.5385,0.3125,-0.10000000000000009,0.4125000000000001,5
ModernTCN,OpenBMI_MI,18,0.53125,0.53125,0.5324375,0.0,-0.1187500000000008,0.1187500000000008,5
ModernTCN,OpenBMI_MI,24,0.5125,0.5125,0.512875,0.0,-0.0374999999999992,0.0374999999999992,5
ModernTCN,OpenBMI_MI,25,0.90625,0.90625,0.9058125,0.0,0.04375000000000018,-0.04375000000000018,5
ModernTCN,OpenBMI_MI,29,0.64375,0.64375,0.64375,0.0,0.0,0.0,5
ModernTCN,OpenBMI_MI,36,0.71875,0.71875,0.7195,0.0,-0.07500000000000062,0.07500000000000062,5
ModernTCN,OpenBMI_MI,37,0.6,0.596875,0.59828125,0.3125,0.1718749999999991,0.1406250000000009,5
ModernTCN,OpenBMI_MI,39,0.54375,0.54375,0.5429999999999999,0.0,0.07500000000000062,-0.07500000000000062,5
ModernTCN,OpenBMI_MI,42,0.56875,0.56875,0.571625,0.0,-0.28750000000000053,0.28750000000000053,5
ModernTCN,OpenBMI_MI,51,0.5,0.5,0.50009375,0.0,-0.009375000000000355,0.009375000000000355,5
ModernTCN,OpenBMI_MI,54,0.54375,0.54375,0.5439375,0.0,-0.01875000000000071,0.01875000000000071,5
ModernTCN,OpenBMI_ERP,4,0.8375,0.784375,0.8293750000000001,5.3125,0.8124999999999982,4.500000000000002,5
ModernTCN,OpenBMI_ERP,12,0.915625,0.8375,0.90296875,7.8125,1.2656250000000013,6.546874999999998,5
ModernTCN,OpenBMI_ERP,13,0.871875,0.828125,0.8616875,4.375,1.0187500000000016,3.3562499999999984,5
ModernTCN,OpenBMI_ERP,17,0.6625,0.571875,0.6337499999999999,9.0625,2.875000000000001,6.187499999999999,5
ModernTCN,OpenBMI_ERP,18,0.809375,0.7625,0.8022499999999999,4.6875,0.7125000000000026,3.974999999999997,5
ModernTCN,OpenBMI_ERP,24,0.746875,0.690625,0.75184375,5.625,-0.49687499999999885,6.121874999999999,5
ModernTCN,OpenBMI_ERP,25,0.725,0.68125,0.7149687499999999,4.375,1.0031250000000003,3.371875,5
ModernTCN,OpenBMI_ERP,29,0.734375,0.68125,0.7245312500000001,5.3125,0.9843749999999973,4.328125000000002,5
ModernTCN,OpenBMI_ERP,36,0.903125,0.840625,0.8902812499999999,6.25,1.2843749999999998,4.965625,5
ModernTCN,OpenBMI_ERP,37,0.878125,0.803125,0.8700625000000001,7.5,0.8062499999999995,6.693750000000001,5
ModernTCN,OpenBMI_ERP,39,0.625,0.6,0.6212500000000001,2.5,0.3750000000000007,2.124999999999999,5
ModernTCN,OpenBMI_ERP,42,0.76875,0.696875,0.7575312499999999,7.1875,1.121875000000001,6.065624999999999,5
ModernTCN,OpenBMI_ERP,51,0.628125,0.54375,0.61996875,8.4375,0.8156249999999998,7.621875,5
ModernTCN,OpenBMI_ERP,54,0.65625,0.578125,0.6324062500000001,7.8125,2.384375000000001,5.428125,5
ModernTCN,OpenBMI_SSVEP,4,1.0,1.0,1.0,0.0,0.0,0.0,5
ModernTCN,OpenBMI_SSVEP,12,0.9299999999999999,0.8879999999999999,0.92018,4.200000000000001,0.9819999999999984,3.2180000000000026,5
ModernTCN,OpenBMI_SSVEP,13,0.836,0.748,0.8136399999999998,8.8,2.236000000000009,6.56399999999999,5
ModernTCN,OpenBMI_SSVEP,17,0.8979999999999999,0.808,0.8682799999999998,9.0,2.9720000000000035,6.027999999999996,5
ModernTCN,OpenBMI_SSVEP,18,1.0,0.958,0.9947000000000001,4.200000000000002,0.5299999999999883,3.6700000000000133,5
ModernTCN,OpenBMI_SSVEP,24,0.89,0.786,0.8645400000000001,10.399999999999995,2.546000000000004,7.853999999999989,5
ModernTCN,OpenBMI_SSVEP,25,0.876,0.812,0.8723399999999998,6.399999999999997,0.3660000000000019,6.033999999999995,5
ModernTCN,OpenBMI_SSVEP,29,0.89,0.756,0.8739800000000001,13.4,1.60199999999999,11.798000000000009,5
ModernTCN,OpenBMI_SSVEP,36,1.0,0.978,0.99834,2.200000000000002,0.1660000000000017,2.0340000000000003,5
ModernTCN,OpenBMI_SSVEP,37,0.994,0.984,0.9915400000000002,1.0000000000000009,0.24599999999998623,0.7540000000000147,5
ModernTCN,OpenBMI_SSVEP,39,0.9640000000000001,0.8459999999999999,0.9468,11.799999999999997,1.7199999999999995,10.079999999999998,5
ModernTCN,OpenBMI_SSVEP,42,0.55,0.4779999999999999,0.5386200000000001,7.200000000000003,1.1380000000000012,6.062,5
ModernTCN,OpenBMI_SSVEP,51,0.6,0.5640000000000001,0.5966600000000002,3.599999999999997,0.3339999999999943,3.2660000000000027,5
ModernTCN,OpenBMI_SSVEP,54,0.584,0.484,0.55566,10.000000000000002,2.8339999999999965,7.166000000000006,5
ModernTCN,WBCIC_MI,sub-4,0.615625,0.609375,0.6156874999999999,0.625,-0.0062499999999987566,0.6312499999999988,5
ModernTCN,WBCIC_MI,sub-8,0.721875,0.71875,0.72009375,0.3125,0.1781250000000001,0.1343749999999999,5
ModernTCN,WBCIC_MI,sub-10,0.678125,0.675,0.6794687500000001,0.3125,-0.1343749999999999,0.4468749999999999,5
ModernTCN,WBCIC_MI,sub-15,0.528125,0.5375,0.52628125,-0.9375,0.18437499999999996,-1.121875,5
ModernTCN,WBCIC_MI,sub-20,0.503125,0.521875,0.50328125,-1.875,-0.015624999999999112,-1.8593750000000007,5
ModernTCN,WBCIC_MI,sub-39,0.7375,0.740625,0.73928125,-0.3125,-0.1781250000000001,-0.1343749999999999,5
ModernTCN,WBCIC_MI,sub-40,0.675,0.665625,0.673375,0.9375,0.16249999999999876,0.7750000000000012,5
ModernTCN,WBCIC_MI,sub-43,0.840625,0.840625,0.8427187500000001,0.0,-0.20937500000000053,0.20937500000000053,5
ModernTCN,WBCIC_MI,sub-46,0.690625,0.69375,0.6914999999999999,-0.3125,-0.08749999999999813,-0.22500000000000187,5
ModernTCN,WBCIC_MI,sub-51,0.69375,0.684375,0.6924374999999999,0.9375,0.13125000000000053,0.8062499999999995,5
Medformer,OpenBMI_MI,4,0.721875,0.634375,0.71528125,8.75,0.6593749999999999,8.090625,5
Medformer,OpenBMI_MI,12,0.640625,0.640625,0.6460312500000001,0.0,-0.540624999999999,0.5406249999999992,5
Medformer,OpenBMI_MI,13,0.746875,0.66875,0.7061249999999999,7.8125,4.075000000000002,3.737499999999998,5
Medformer,OpenBMI_MI,17,0.5875,0.559375,0.58015625,2.8125,0.7343749999999993,2.078125000000001,5
Medformer,OpenBMI_MI,18,0.58125,0.575,0.5921562499999999,0.625,-1.0906249999999982,1.7156249999999982,5
Medformer,OpenBMI_MI,24,0.553125,0.6,0.5595625,-4.6875,-0.6437500000000007,-4.043749999999999,5
Medformer,OpenBMI_MI,25,0.975,0.403125,0.86365625,57.1875,11.134375,46.053125,5
Medformer,OpenBMI_MI,29,0.565625,0.540625,0.5455625,2.5,2.00625,0.4937499999999996,5
Medformer,OpenBMI_MI,36,0.8,0.725,0.7862499999999999,7.5,1.3750000000000018,6.124999999999998,5
Medformer,OpenBMI_MI,37,0.625,0.596875,0.6154375,2.8125,0.9562500000000007,1.8562499999999993,5
Medformer,OpenBMI_MI,39,0.625,0.540625,0.6098437499999999,8.4375,1.5156250000000029,6.921874999999997,5
Medformer,OpenBMI_MI,42,0.678125,0.6,0.66234375,7.8125,1.5781250000000013,6.234374999999998,5
Medformer,OpenBMI_MI,51,0.653125,0.55625,0.63965625,9.6875,1.3468750000000007,8.340625,5
Medformer,OpenBMI_MI,54,0.715625,0.621875,0.6816562500000001,9.375,3.3968749999999988,5.978125000000001,5
Medformer,OpenBMI_ERP,4,0.828125,0.63125,0.7271875000000001,19.6875,10.093750000000002,9.593749999999998,5
Medformer,OpenBMI_ERP,12,0.921875,0.684375,0.81778125,23.75,10.409375,13.340625,5
Medformer,OpenBMI_ERP,13,0.871875,0.6,0.7245312500000001,27.1875,14.734375,12.453125000000002,5
Medformer,OpenBMI_ERP,17,0.765625,0.55625,0.6580312500000001,20.9375,10.759374999999999,10.178125,5
Medformer,OpenBMI_ERP,18,0.803125,0.578125,0.6929375,22.5,11.018750000000002,11.481249999999998,5
Medformer,OpenBMI_ERP,24,0.6875,0.53125,0.6003125,15.625,8.71875,6.90625,5
Medformer,OpenBMI_ERP,25,0.6625,0.55,0.61528125,11.25,4.721874999999997,6.528125000000001,5
Medformer,OpenBMI_ERP,29,0.775,0.596875,0.6800625,17.8125,9.493750000000002,8.318749999999998,5
Medformer,OpenBMI_ERP,36,0.896875,0.684375,0.80040625,21.25,9.646875,11.603125,5
Medformer,OpenBMI_ERP,37,0.896875,0.68125,0.8090937500000001,21.5625,8.778125,12.784375000000002,5
Medformer,OpenBMI_ERP,39,0.621875,0.49375,0.57821875,12.8125,4.365625,8.446875,5
Medformer,OpenBMI_ERP,42,0.76875,0.590625,0.6910625,17.8125,7.768749999999997,10.043750000000003,5
