Model,Task,fold,seed,Representation dim,trainable_parameters,protected_rank,Intact probe BA,Protected-erased BA,Random-erased BA,Protected harm pp,Random harm pp,PEEH pp
EEGNet,WBCIC_MI,4,0,64,34098,1,0.79375,0.5765625,0.7736875,21.71875,2.0062500000000005,19.7125
CBraMod,OpenBMI_MI,0,0,200,4884002,0,0.48660714285714285,0.48660714285714285,0.48660714285714285,0.0,0.0,0.0
CBraMod,OpenBMI_MI,1,0,200,4884002,4,0.5245535714285714,0.5178571428571429,0.5229129464285713,0.6696428571428571,0.16406249999999914,0.505580357142858
CBraMod,OpenBMI_MI,2,0,200,4884002,0,0.49441964285714285,0.49441964285714285,0.49441964285714285,0.0,0.0,0.0
CBraMod,OpenBMI_MI,3,0,200,4884002,4,0.5145089285714286,0.5122767857142857,0.5051004464285714,0.22321428571428573,0.9408482142857135,-0.7176339285714277
CBraMod,OpenBMI_MI,4,0,200,4884002,4,0.5133928571428571,0.49441964285714285,0.497890625,1.8973214285714286,1.5502232142857146,0.34709821428571414
CBraMod,OpenBMI_ERP,0,0,200,4884002,4,0.7522321428571429,0.6551339285714286,0.7194419642857143,9.709821428571429,3.279017857142858,6.43080357142857
CBraMod,OpenBMI_ERP,1,0,200,4884002,0,0.7265625,0.7265625,0.7265625,0.0,0.0,0.0
CBraMod,OpenBMI_ERP,2,0,200,4884002,5,0.75,0.6919642857142857,0.6925892857142858,5.803571428571429,5.741071428571429,0.06249999999999962
CBraMod,OpenBMI_ERP,3,0,200,4884002,4,0.7466517857142857,0.734375,0.7206696428571429,1.2276785714285714,2.598214285714285,-1.3705357142857137
CBraMod,OpenBMI_ERP,4,0,200,4884002,4,0.7544642857142857,0.6908482142857143,0.7183370535714287,6.361607142857143,3.6127232142857153,2.7488839285714275
CBraMod,OpenBMI_SSVEP,0,0,200,4884404,0,0.8435714285714287,0.8435714285714287,0.8435714285714287,0.0,5.551115123125783e-15,-5.551115123125783e-15
CBraMod,OpenBMI_SSVEP,1,0,200,4884404,0,0.8528571428571429,0.8528571428571429,0.8528571428571429,0.0,-1.189524669241239e-15,1.189524669241239e-15
CBraMod,OpenBMI_SSVEP,2,0,200,4884404,0,0.8757142857142857,0.8757142857142857,0.8757142857142856,0.0,-3.1720657846433046e-15,3.1720657846433046e-15
CBraMod,OpenBMI_SSVEP,3,0,200,4884404,0,0.8450000000000001,0.8450000000000001,0.8450000000000001,0.0,-7.137148015447436e-15,7.137148015447436e-15
CBraMod,OpenBMI_SSVEP,4,0,200,4884404,3,0.835,0.29,0.44057142857142845,54.5,39.442857142857136,15.057142857142859
CBraMod,WBCIC_MI,0,0,200,4884002,0,0.771875,0.771875,0.771875,0.0,0.0,0.0
CBraMod,WBCIC_MI,1,0,200,4884002,4,0.725,0.634375,0.658875,9.0625,6.612500000000002,2.4499999999999984
CBraMod,WBCIC_MI,2,0,200,4884002,4,0.6890625,0.5390625,0.58484375,15.0,10.421875,4.578124999999999
CBraMod,WBCIC_MI,3,0,200,4884002,4,0.75625,0.5234375,0.5671875,23.28125,18.90625,4.374999999999999
TeCh,OpenBMI_MI,0,0,128,793026,4,0.7142857142857143,0.5691964285714286,0.684765625,14.508928571428571,2.9520089285714275,11.556919642857142
TeCh,OpenBMI_MI,1,0,128,793026,8,0.7142857142857143,0.5736607142857143,0.6637165178571428,14.0625,5.056919642857143,9.005580357142858
TeCh,OpenBMI_MI,2,0,128,793026,8,0.7388392857142857,0.5714285714285714,0.6573102678571429,16.741071428571427,8.152901785714286,8.588169642857142
TeCh,OpenBMI_MI,3,0,128,793026,4,0.6930803571428571,0.5803571428571429,0.6611383928571427,11.272321428571429,3.1941964285714297,8.078124999999998
TeCh,OpenBMI_MI,4,0,128,793026,4,0.7042410714285714,0.5993303571428571,0.668470982142857,10.491071428571429,3.577008928571427,6.914062500000001
TeCh,OpenBMI_ERP,0,0,128,793026,8,0.7890625,0.5892857142857143,0.7114955357142857,19.977678571428573,7.756696428571429,12.220982142857142
TeCh,OpenBMI_ERP,1,0,128,793026,8,0.7879464285714286,0.6160714285714286,0.7197767857142858,17.1875,6.816964285714286,10.370535714285714
TeCh,OpenBMI_ERP,2,0,128,793026,4,0.7801339285714286,0.7455357142857143,0.7534151785714285,3.4598214285714284,2.6718749999999996,0.787946428571429
TeCh,OpenBMI_ERP,3,0,128,793026,7,0.7991071428571429,0.6495535714285714,0.7334375,14.955357142857142,6.566964285714286,8.388392857142856
TeCh,OpenBMI_ERP,4,0,128,793026,8,0.8046875,0.6227678571428571,0.7177901785714287,18.191964285714285,8.689732142857142,9.502232142857144
TeCh,OpenBMI_SSVEP,0,0,256,6203140,4,0.8321428571428572,0.6221428571428572,0.7676214285714288,21.0,6.452142857142853,14.547857142857149
TeCh,OpenBMI_SSVEP,1,0,256,6203140,12,0.8364285714285714,0.4164285714285714,0.6136928571428572,42.0,22.273571428571426,19.726428571428574
TeCh,OpenBMI_SSVEP,2,0,256,6203140,4,0.8535714285714284,0.7650000000000002,0.7865285714285715,8.857142857142852,6.704285714285712,2.1528571428571412
TeCh,OpenBMI_SSVEP,3,0,256,6203140,8,0.8357142857142857,0.5921428571428572,0.6946142857142857,24.357142857142858,14.110000000000003,10.247142857142856
TeCh,OpenBMI_SSVEP,4,0,256,6203140,8,0.8385714285714284,0.6221428571428572,0.7195428571428574,21.642857142857146,11.90285714285714,9.740000000000006
TeCh,WBCIC_MI,0,0,128,789954,4,0.7,0.5796875,0.6276875000000001,12.03125,7.231250000000001,4.8
TeCh,WBCIC_MI,1,0,128,789954,4,0.7109375,0.5234375,0.678984375,18.75,3.1953125000000013,15.5546875
TeCh,WBCIC_MI,2,0,128,789954,8,0.7109375,0.559375,0.6698593749999999,15.15625,4.1078125,11.0484375
TeCh,WBCIC_MI,3,0,128,789954,4,0.7328125,0.553125,0.6466093749999999,17.96875,8.6203125,9.3484375
TeCh,WBCIC_MI,4,0,128,789954,4,0.7421875,0.6203125,0.7131718749999999,12.1875,2.9015624999999985,9.285937500000001
ModernTCN,OpenBMI_MI,0,0,246016,17391170,0,0.5993303571428571,0.5993303571428571,0.5993303571428571,0.0,0.0,0.0
ModernTCN,OpenBMI_MI,1,0,246016,17391170,0,0.6339285714285714,0.6339285714285714,0.6339285714285714,0.0,0.0,0.0
ModernTCN,OpenBMI_MI,2,0,246016,17391170,1,0.6037946428571429,0.6026785714285714,0.60546875,0.11160714285714286,-0.16741071428571508,0.27901785714285793
ModernTCN,OpenBMI_MI,3,0,246016,17391170,0,0.5625,0.5625,0.5625,0.0,0.0,0.0
ModernTCN,OpenBMI_MI,4,0,246016,17391170,0,0.6283482142857143,0.6283482142857143,0.6283482142857143,0.0,0.0,0.0
ModernTCN,OpenBMI_ERP,0,0,63488,17026114,2,0.7522321428571429,0.6796875,0.7487611607142858,7.254464285714286,0.3470982142857134,6.907366071428571
ModernTCN,OpenBMI_ERP,1,0,63488,17026114,3,0.7466517857142857,0.7444196428571429,0.749921875,0.22321428571428573,-0.3270089285714278,0.5502232142857136
ModernTCN,OpenBMI_ERP,2,0,63488,17026114,1,0.7779017857142857,0.6774553571428571,0.7698772321428572,10.044642857142858,0.8024553571428569,9.2421875
ModernTCN,OpenBMI_ERP,3,0,63488,17026114,4,0.7689732142857143,0.7008928571428571,0.7539843749999999,6.808035714285714,1.4988839285714293,5.309151785714285
ModernTCN,OpenBMI_ERP,4,0,63488,17026114,10,0.7979910714285714,0.7332589285714286,0.7677678571428571,6.473214285714286,3.0223214285714297,3.450892857142855
ModernTCN,OpenBMI_SSVEP,0,0,246016,17883204,4,0.8614285714285714,0.7842857142857144,0.8451571428571427,7.71428571428571,1.6271428571428557,6.087142857142856
ModernTCN,OpenBMI_SSVEP,1,0,246016,17883204,3,0.8642857142857144,0.8385714285714286,0.8649214285714287,2.571428571428573,-0.06357142857143029,2.635000000000003
ModernTCN,OpenBMI_SSVEP,2,0,246016,17883204,5,0.8492857142857144,0.7514285714285714,0.8300071428571428,9.785714285714286,1.9278571428571438,7.857857142857142
ModernTCN,OpenBMI_SSVEP,3,0,246016,17883204,7,0.8521428571428571,0.762857142857143,0.8295714285714287,8.928571428571427,2.2571428571428513,6.6714285714285735
ModernTCN,OpenBMI_SSVEP,4,0,246016,17883204,4,0.8628571428571428,0.8235714285714286,0.8572285714285715,3.928571428571428,0.562857142857142,3.3657142857142865
ModernTCN,WBCIC_MI,0,0,230144,15914050,0,0.6828125,0.6828125,0.6828125,0.0,0.0,0.0
ModernTCN,WBCIC_MI,1,0,230144,15914050,4,0.6453125,0.6484375,0.64678125,-0.3125,-0.14687499999999798,-0.165625000000002
ModernTCN,WBCIC_MI,2,0,230144,15914050,1,0.675,0.675,0.67359375,0.0,0.14062499999999922,-0.1406249999999992
ModernTCN,WBCIC_MI,3,0,230144,15914050,0,0.653125,0.653125,0.653125,0.0,0.0,0.0
ModernTCN,WBCIC_MI,4,0,230144,15914050,1,0.6859375,0.684375,0.6857499999999999,0.15625,0.018750000000000155,0.13749999999999982
Medformer,OpenBMI_MI,0,0,72576,3890178,4,0.6763392857142857,0.5747767857142857,0.6537611607142858,10.15625,2.2578125,7.8984375
Medformer,OpenBMI_MI,1,0,72576,3890178,3,0.6919642857142857,0.625,0.6772433035714285,6.696428571428571,1.472098214285715,5.224330357142857
Medformer,OpenBMI_MI,2,0,72576,3890178,4,0.6774553571428571,0.5892857142857143,0.6444419642857143,8.816964285714286,3.3013392857142874,5.515624999999999
Medformer,OpenBMI_MI,3,0,72576,3890178,4,0.6640625,0.5747767857142857,0.6509709821428571,8.928571428571429,1.309151785714288,7.6194196428571415
Medformer,OpenBMI_MI,4,0,72576,3890178,2,0.671875,0.5870535714285714,0.6606249999999999,8.482142857142858,1.1250000000000002,7.357142857142856
Medformer,OpenBMI_ERP,0,0,18432,3781890,5,0.7533482142857143,0.6350446428571429,0.6844754464285714,11.830357142857142,6.887276785714286,4.943080357142857
Medformer,OpenBMI_ERP,1,0,18432,3781890,8,0.7734375,0.4330357142857143,0.5918191964285714,34.04017857142857,18.161830357142858,15.878348214285714
Medformer,OpenBMI_ERP,2,0,18432,3781890,4,0.7600446428571429,0.6272321428571429,0.7008928571428571,13.28125,5.915178571428571,7.366071428571429
Medformer,OpenBMI_ERP,3,0,18432,3781890,5,0.7578125,0.6294642857142857,0.7067410714285713,12.834821428571429,5.107142857142856,7.727678571428571
Medformer,OpenBMI_ERP,4,0,18432,3781890,6,0.7823660714285714,0.59375,0.7173772321428571,18.861607142857142,6.498883928571429,12.362723214285714
Medformer,OpenBMI_SSVEP,0,0,72576,4035332,8,0.8785714285714287,0.3485714285714286,0.6460357142857143,53.0,23.25357142857143,29.746428571428567
Medformer,OpenBMI_SSVEP,1,0,72576,4035332,6,0.87,0.3857142857142858,0.7196142857142858,48.42857142857143,15.038571428571428,33.39
Medformer,OpenBMI_SSVEP,2,0,72576,4035332,6,0.8764285714285714,0.4014285714285714,0.70985,47.5,16.657857142857146,30.842142857142854
Medformer,OpenBMI_SSVEP,3,0,72576,4035332,8,0.8757142857142857,0.34500000000000003,0.6216928571428573,53.07142857142857,25.402142857142856,27.66928571428571
Medformer,OpenBMI_SSVEP,4,0,72576,4035332,8,0.8742857142857142,0.36285714285714293,0.6724357142857142,51.142857142857146,20.185000000000002,30.95785714285714
Medformer,WBCIC_MI,0,0,72576,3853314,4,0.7046875,0.7015625,0.699203125,0.3125,0.5484374999999997,-0.23593749999999977
Medformer,WBCIC_MI,1,0,72576,3853314,2,0.7125,0.5265625,0.7006406249999999,18.59375,1.1859375000000005,17.4078125
Medformer,WBCIC_MI,2,0,72576,3853314,4,0.734375,0.6078125,0.700578125,12.65625,3.3796875,9.2765625
Medformer,WBCIC_MI,3,0,72576,3853314,4,0.7078125,0.58125,0.67446875,12.65625,3.334375,9.321875
Medformer,WBCIC_MI,4,0,72576,3853314,4,0.7609375,0.590625,0.72665625,17.03125,3.4281250000000005,13.603125
