dataset,fold,subject_id,EEGNet_mean_BA,LiteBN_mean_BA,mean_delta_pp,std_delta_pp,min_delta_pp,max_delta_pp,positive_seed_count,negative_seed_count
OpenBMI,1,43,0.8633333333333333,0.8966666666666666,3.3333333333333326,4.78423336480244,-1.0000000000000009,9.999999999999998,2,1
OpenBMI,2,1,0.6666666666666666,0.68,1.3333333333333384,4.9216076867444665,-4.999999999999993,7.000000000000006,2,1
OpenBMI,2,11,0.7066666666666667,0.6933333333333334,-1.3333333333333346,2.4944382578492963,-4.0000000000000036,2.0000000000000018,1,2
OpenBMI,2,23,0.7166666666666667,0.75,3.333333333333336,5.734883511361756,-4.0000000000000036,10.000000000000009,2,1
OpenBMI,2,30,0.7566666666666667,0.7066666666666667,-5.000000000000001,10.984838035522726,-20.000000000000007,6.000000000000005,1,2
OpenBMI,2,48,0.6766666666666666,0.6266666666666666,-4.9999999999999964,5.656854249492382,-13.0,-0.9999999999999898,0,3
OpenBMI,2,50,0.6333333333333333,0.5966666666666667,-3.6666666666666625,2.8674417556808733,-6.999999999999995,0.0,0,2
OpenBMI,2,52,0.7933333333333333,0.7966666666666667,0.33333333333333365,2.4944382578492963,-3.0000000000000027,3.0000000000000027,2,1
OpenBMI,2,8,0.7133333333333334,0.8366666666666668,12.333333333333334,7.0395706939809655,2.9999999999999916,20.000000000000007,3,0
OpenBMI,3,10,0.7200000000000001,0.7566666666666667,3.66666666666667,9.672412085697948,-10.000000000000009,11.00000000000001,2,1
OpenBMI,3,16,0.7966666666666667,0.8733333333333334,7.666666666666658,0.4714045207910298,6.999999999999995,7.9999999999999964,3,0
OpenBMI,3,19,0.71,0.7433333333333333,3.3333333333333326,4.642796092394707,-3.0000000000000027,7.9999999999999964,2,1
OpenBMI,3,22,0.6433333333333334,0.6833333333333332,3.9999999999999964,5.242008667028182e-15,3.9999999999999925,4.0000000000000036,3,0
OpenBMI,3,27,0.8933333333333332,0.9266666666666666,3.333333333333329,2.054804667656327,0.9999999999999898,5.999999999999995,3,0
OpenBMI,3,34,0.63,0.6466666666666666,1.6666666666666643,4.71404520791031,-4.999999999999993,4.999999999999993,2,1
OpenBMI,3,45,0.7433333333333333,0.7633333333333333,2.0000000000000018,3.2659863237109072,-2.0000000000000018,6.000000000000005,2,1
OpenBMI,3,49,0.8266666666666667,0.8300000000000001,0.33333333333332993,2.8674417556808733,-3.0000000000000027,3.9999999999999925,1,1
OpenBMI,4,20,0.8666666666666667,0.8999999999999999,3.3333333333333286,0.47140452079103734,2.9999999999999916,4.0000000000000036,3,0
OpenBMI,4,21,0.8533333333333334,0.9133333333333332,5.999999999999994,2.9439202887759515,1.9999999999999907,8.999999999999996,3,0
OpenBMI,4,41,0.7266666666666666,0.7533333333333333,2.666666666666669,4.92160768674447,-3.0000000000000027,9.000000000000007,2,1
OpenBMI,4,44,0.69,0.8366666666666666,14.66666666666667,2.0548046676563234,12.0,16.999999999999993,3,0
OpenBMI,4,46,0.6699999999999999,0.6699999999999999,0.0,2.9439202887759492,-4.0000000000000036,2.9999999999999916,2,1
OpenBMI,4,53,0.7433333333333333,0.7666666666666666,2.333333333333335,6.798692684790386,-7.000000000000006,9.000000000000007,2,1
OpenBMI,4,7,0.7033333333333333,0.7366666666666667,3.333333333333336,2.6246692913372724,1.0000000000000009,7.000000000000006,3,0
OpenBMI,4,9,0.6133333333333333,0.6466666666666666,3.333333333333336,3.6817870057290905,-1.0000000000000009,8.000000000000007,2,1
WBCIC,0,sub-18,0.6116666666666667,0.6383333333333333,2.6666666666666656,1.929306150465036,0.0,4.499999999999993,2,0
WBCIC,0,sub-22,0.73,0.7200000000000001,-0.9999999999999973,5.099019513592786,-5.999999999999995,6.000000000000005,1,2
WBCIC,0,sub-35,0.9266666666666667,0.9066666666666666,-2.0000000000000018,1.4719601443879784,-4.0000000000000036,-0.49999999999998934,0,3
WBCIC,0,sub-44,0.7866666666666667,0.7966666666666667,1.0000000000000009,1.8708286933869722,-1.5000000000000013,3.0000000000000027,2,1
WBCIC,0,sub-49,0.8866666666666667,0.86,-2.666666666666669,1.9293061504650393,-4.5000000000000036,0.0,0,2
WBCIC,0,sub-6,0.915,0.8983333333333334,-1.6666666666666643,2.953340857778233,-4.0000000000000036,2.5000000000000133,1,2
WBCIC,0,sub-9,0.6116666666666667,0.5499999999999999,-6.166666666666669,3.0641293851417033,-10.499999999999998,-4.0000000000000036,0,3
WBCIC,1,sub-12,0.7283333333333334,0.7383333333333333,1.0000000000000047,1.7795130420052168,-0.49999999999998934,3.500000000000003,1,1
WBCIC,1,sub-28,0.6783333333333333,0.555,-12.333333333333329,5.328122454381926,-18.499999999999993,-5.499999999999994,0,3
WBCIC,1,sub-30,0.855,0.81,-4.500000000000001,3.5590260840104384,-7.500000000000007,0.5000000000000004,1,2
WBCIC,1,sub-37,0.8633333333333333,0.8666666666666666,0.33333333333332993,2.8674417556808733,-3.0000000000000027,3.9999999999999925,1,1
WBCIC,1,sub-45,0.9500000000000001,0.9233333333333333,-2.6666666666666616,1.178511301977575,-3.499999999999992,-1.0000000000000009,0,3
WBCIC,1,sub-7,0.8366666666666668,0.81,-2.6666666666666727,0.8498365855987932,-3.500000000000003,-1.5000000000000124,0,3
WBCIC,2,sub-1,0.9500000000000001,0.9266666666666667,-2.3333333333333317,1.699673171197595,-4.0000000000000036,0.0,0,2
WBCIC,2,sub-14,0.5683333333333332,0.515,-5.333333333333328,0.6236095644623242,-5.999999999999995,-4.499999999999993,0,3
WBCIC,2,sub-23,0.9633333333333333,0.965,0.16666666666666682,0.8498365855987983,-1.0000000000000009,1.0000000000000009,2,1
WBCIC,2,sub-32,0.56,0.6066666666666666,4.666666666666663,2.6246692913372676,1.0000000000000009,6.999999999999995,3,0
WBCIC,2,sub-34,0.5283333333333333,0.5466666666666667,1.8333333333333384,5.169354139756942,-2.9999999999999916,9.000000000000007,1,2
WBCIC,2,sub-50,0.9550000000000001,0.9433333333333334,-1.166666666666664,0.2357022603955265,-1.5000000000000124,-0.9999999999999898,0,3
WBCIC,3,sub-11,0.6533333333333333,0.7316666666666668,7.833333333333337,3.1180478223116155,4.5000000000000036,12.0,3,0
WBCIC,3,sub-13,0.8716666666666666,0.8816666666666667,1.0000000000000047,1.2247448713915903,-0.5000000000000004,2.500000000000002,2,1
WBCIC,3,sub-24,0.9095643939393939,0.9217697811447811,1.2205387205387146,0.8749945846790014,0.01578282828282873,2.067550505050497,3,0
WBCIC,3,sub-26,0.6283333333333333,0.6883333333333334,6.000000000000001,2.0412414523193125,3.500000000000003,8.499999999999996,3,0
WBCIC,3,sub-29,0.8366666666666666,0.88,4.333333333333333,1.8408935028645406,2.0000000000000018,6.499999999999995,3,0
WBCIC,3,sub-47,0.9533333333333335,0.92,-3.3333333333333326,0.47140452079102685,-3.9999999999999925,-3.0000000000000027,0,3
WBCIC,4,sub-16,0.545,0.5683333333333332,2.333333333333328,2.460803843372235,-0.5000000000000115,5.499999999999994,2,1
WBCIC,4,sub-27,0.6333333333333333,0.6483333333333333,1.4999999999999976,5.115336417740935,-5.000000000000004,7.499999999999996,2,1
WBCIC,4,sub-36,0.9766666666666666,0.9683333333333333,-0.833333333333334,0.6236095644623242,-1.5000000000000013,0.0,0,2
WBCIC,4,sub-41,0.8533333333333334,0.8566666666666666,0.33333333333333365,1.2472191289246481,-1.0000000000000009,2.0000000000000018,1,1
WBCIC,4,sub-48,0.8266666666666667,0.8250000000000001,-0.1666666666666594,2.4944382578492923,-3.499999999999992,2.500000000000002,2,1
WBCIC,4,sub-5,0.7633333333333333,0.7783333333333333,1.500000000000001,1.2247448713915903,0.0,3.0000000000000027,2,0
