fold,meta_fold,direction,metric,predicted_first_order_delta,observed_virtual_delta,sign_agreement
1,0,FULL_CE,Ponly_CE,0.0001485936345037082,0.00021463632583618164,True
1,0,FULL_CE,rho1,0.00021239784709080564,0.00021201372146606445,True
1,0,P_UTILITY,full_CE,0.0002803894653349701,0.00040359795093536377,True
1,0,P_UTILITY,Ponly_CE,0.0001905250677456962,0.0002757757902145386,True
1,0,P_UTILITY,rho1,0.00013390412540220174,0.0001334547996520996,True
1,0,SHARED1_PERSISTENCE,full_CE,-2.739791380778866e-05,-2.5838613510131836e-05,True
1,0,SHARED1_PERSISTENCE,Ponly_CE,-1.217674161825069e-06,-3.725290298461914e-07,True
1,0,SHARED1_PERSISTENCE,rho1,0.0006260757653282596,0.0006248354911804199,True
1,0,PU_PER_RAW,full_CE,0.0001891010187797164,0.00025816261768341064,True
1,0,PU_PER_RAW,Ponly_CE,0.00014014802696568293,0.00018684566020965576,True
1,0,PU_PER_RAW,rho1,0.0005184020855015063,0.0005173087120056152,True
1,0,BALANCED,full_CE,0.00017853269671478598,0.00024159252643585205,True
1,0,BALANCED,Ponly_CE,0.00013359166607606097,0.00017614662647247314,True
1,0,BALANCED,rho1,0.000536307487305308,0.0005351901054382324,True
1,0,CONFLICT_AWARE,full_CE,0.00017853269671478598,0.00024159252643585205,True
1,0,CONFLICT_AWARE,Ponly_CE,0.00013359166607606097,0.00017614662647247314,True
1,0,CONFLICT_AWARE,rho1,0.000536307487305308,0.0005351901054382324,True
1,1,FULL_CE,full_CE,-0.0001035778767631168,4.32133674621582e-05,False
1,1,FULL_CE,Ponly_CE,4.5826306800078593e-07,7.31050968170166e-05,True
1,1,FULL_CE,rho1,8.725515354599798e-05,8.71419906616211e-05,True
1,1,P_UTILITY,full_CE,-4.106431339169303e-05,0.00010335445404052734,False
1,1,P_UTILITY,Ponly_CE,-4.775665588077959e-06,9.950995445251465e-05,False
1,1,P_UTILITY,rho1,3.465305394053963e-05,3.457069396972656e-05,True
1,1,SHARED1_PERSISTENCE,full_CE,-0.0001284395987116955,-0.00012668967247009277,True
1,1,SHARED1_PERSISTENCE,Ponly_CE,-8.945497997477502e-05,-8.851289749145508e-05,True
1,1,SHARED1_PERSISTENCE,rho1,0.00024225869594577174,0.00024116039276123047,True
1,1,PU_PER_RAW,full_CE,-0.00011989801307853474,-4.971027374267578e-05,True
1,1,PU_PER_RAW,Ponly_CE,-6.799161319162205e-05,-2.092123031616211e-05,True
1,1,PU_PER_RAW,rho1,0.0001982761123872123,0.0001976490020751953,True
1,1,BALANCED,full_CE,-0.00011681235470874184,-3.933906555175781e-05,True
1,1,BALANCED,Ponly_CE,-6.493833656597124e-05,-1.2576580047607422e-05,True
1,1,BALANCED,rho1,0.00019083167622775573,0.00019025802612304688,True
1,1,CONFLICT_AWARE,full_CE,-0.00011681235470874184,-3.933906555175781e-05,True
1,1,CONFLICT_AWARE,Ponly_CE,-6.493833656597124e-05,-1.2576580047607422e-05,True
1,1,CONFLICT_AWARE,rho1,0.00019083167622775573,0.00019025802612304688,True
1,2,FULL_CE,full_CE,-0.000623942218150482,-0.0005538016557693481,True
1,2,FULL_CE,Ponly_CE,-0.0004328053481525344,-0.00039918720722198486,True
1,2,FULL_CE,rho1,-4.258677830450885e-05,-4.26173210144043e-05,True
1,2,P_UTILITY,full_CE,-0.0005703179690104746,-0.0005019605159759521,True
1,2,P_UTILITY,Ponly_CE,-0.0005413598275880886,-0.000493958592414856,True
1,2,P_UTILITY,rho1,-3.903572267686827e-05,-3.916025161743164e-05,True
1,2,SHARED1_PERSISTENCE,full_CE,-9.21977323980183e-05,-8.977949619293213e-05,True
1,2,SHARED1_PERSISTENCE,Ponly_CE,-5.7029440395279345e-05,-5.5670738220214844e-05,True
1,2,SHARED1_PERSISTENCE,rho1,-7.293562191313718e-05,-7.301568984985352e-05,True
1,2,PU_PER_RAW,full_CE,-0.00041019558476505574,-0.0003760010004043579,True
1,2,PU_PER_RAW,Ponly_CE,-0.0003659404872804472,-0.0003428906202316284,True
1,2,PU_PER_RAW,rho1,-7.927322287513848e-05,-7.94529914855957e-05,True
1,2,BALANCED,full_CE,-0.0004548780464947128,-0.000412672758102417,True
1,2,BALANCED,Ponly_CE,-0.00041084934332926787,-0.00038222968578338623,True
1,2,BALANCED,rho1,-7.687864620015182e-05,-7.706880569458008e-05,True
1,2,CONFLICT_AWARE,full_CE,-0.0004548780464947128,-0.000412672758102417,True
1,2,CONFLICT_AWARE,Ponly_CE,-0.00041084934332926787,-0.00038222968578338623,True
1,2,CONFLICT_AWARE,rho1,-7.687864620015182e-05,-7.706880569458008e-05,True
1,3,FULL_CE,full_CE,-0.0014606363251417347,-0.0014153271913528442,True
1,3,FULL_CE,Ponly_CE,-0.0009355345684384132,-0.0009154081344604492,True
1,3,FULL_CE,rho1,0.00016380457608437736,0.00016367435455322266,True
1,3,P_UTILITY,full_CE,-0.0014910825413471966,-0.0014338046312332153,True
1,3,P_UTILITY,Ponly_CE,-0.0012603064957464197,-0.0012201368808746338,True
1,3,P_UTILITY,rho1,0.00012639499649005434,0.00012606382369995117,True
1,3,SHARED1_PERSISTENCE,full_CE,-0.00016336769284947648,-0.0001614987850189209,True
1,3,SHARED1_PERSISTENCE,Ponly_CE,-0.00012684615820973376,-0.00012576580047607422,True
1,3,SHARED1_PERSISTENCE,rho1,0.0003107799418928465,0.0003116130828857422,True
1,3,PU_PER_RAW,full_CE,-0.0008843270109514093,-0.000862419605255127,True
1,3,PU_PER_RAW,Ponly_CE,-0.0007384490371386788,-0.0007239282131195068,True
1,3,PU_PER_RAW,rho1,0.0003130447339116031,0.0003134012222290039,True
1,3,BALANCED,full_CE,-0.0011026215792082892,-0.0010697096586227417,True
1,3,BALANCED,Ponly_CE,-0.0009244789589757543,-0.0009022653102874756,True
1,3,BALANCED,rho1,0.0002913587167431934,0.00029146671295166016,True
1,3,CONFLICT_AWARE,full_CE,-0.0011026215792082892,-0.0010697096586227417,True
1,3,CONFLICT_AWARE,Ponly_CE,-0.0009244789589757543,-0.0009022653102874756,True
1,3,CONFLICT_AWARE,rho1,0.0002913587167431934,0.00029146671295166016,True
1,4,FULL_CE,full_CE,-0.0010042750947249742,-0.000869065523147583,True
1,4,FULL_CE,Ponly_CE,-0.0006557013273894653,-0.000590205192565918,True
1,4,FULL_CE,rho1,0.0002496797489390729,0.00024944543838500977,True
1,4,P_UTILITY,full_CE,-0.0008465253439629662,-0.0007141232490539551,True
1,4,P_UTILITY,Ponly_CE,-0.0007586313974832989,-0.00066375732421875,True
1,4,P_UTILITY,rho1,0.00029723581383464645,0.00029736757278442383,True
1,4,SHARED1_PERSISTENCE,full_CE,-0.0003500554152846717,-0.00034800171852111816,True
1,4,SHARED1_PERSISTENCE,Ponly_CE,-0.00023641664328829745,-0.00023514032363891602,True
1,4,SHARED1_PERSISTENCE,rho1,-0.0005312285100190763,-0.0005177855491638184,True
1,4,PU_PER_RAW,full_CE,-0.0007735157023038965,-0.0007196664810180664,True
1,4,PU_PER_RAW,Ponly_CE,-0.0006302012672360319,-0.0005941390991210938,True
1,4,PU_PER_RAW,rho1,-0.00026158768188165376,-0.0002548098564147949,True
1,4,BALANCED,full_CE,-0.000844744908867355,-0.0007687509059906006,True
1,4,BALANCED,Ponly_CE,-0.0007024698423984858,-0.0006507039070129395,True
1,4,BALANCED,rho1,-0.00016519085224349082,-0.00016075372695922852,True
1,4,CONFLICT_AWARE,full_CE,-0.000844744908867355,-0.0007687509059906006,True
1,4,CONFLICT_AWARE,Ponly_CE,-0.0007024698423984858,-0.0006507039070129395,True
1,4,CONFLICT_AWARE,rho1,-0.00016519085224349082,-0.00016075372695922852,True
2,0,FULL_CE,full_CE,-0.0011091191464259196,-0.0010161399841308594,True
2,0,FULL_CE,Ponly_CE,-0.0006794274060915114,-0.0006411522626876831,True
2,0,FULL_CE,rho1,-4.238500689759359e-05,-4.273653030395508e-05,True
2,0,P_UTILITY,full_CE,-0.0009739154738706389,-0.0008949339389801025,True
2,0,P_UTILITY,Ponly_CE,-0.0007951813824445708,-0.0007415711879730225,True
2,0,P_UTILITY,rho1,-5.150605982929121e-05,-5.1915645599365234e-05,True
2,0,SHARED1_PERSISTENCE,full_CE,5.537900078404511e-06,6.243586540222168e-06,True
2,0,SHARED1_PERSISTENCE,Ponly_CE,1.7810973870835944e-05,1.8224120140075684e-05,True
2,0,SHARED1_PERSISTENCE,rho1,-0.00017556168496209209,-0.00017559528350830078,True
2,0,PU_PER_RAW,full_CE,-0.0006802100190592483,-0.0006431490182876587,True
2,0,PU_PER_RAW,Ponly_CE,-0.0005461108001540011,-0.0005213618278503418,True
2,0,PU_PER_RAW,rho1,-0.0001585893528603627,-0.0001589059829711914,True
2,0,BALANCED,full_CE,-0.0006776999449409516,-0.0006409287452697754,True
2,0,BALANCED,Ponly_CE,-0.0005440273115987636,-0.000519484281539917,True
2,0,BALANCED,rho1,-0.0001589088874560609,-0.00015926361083984375,True
2,0,CONFLICT_AWARE,full_CE,-0.0006776999449409516,-0.0006409287452697754,True
2,0,CONFLICT_AWARE,Ponly_CE,-0.0005440273115987636,-0.000519484281539917,True
2,0,CONFLICT_AWARE,rho1,-0.0001589088874560609,-0.00015926361083984375,True
2,1,FULL_CE,full_CE,-0.0014180071471638312,-0.0012541413307189941,True
2,1,FULL_CE,Ponly_CE,-0.0008953142518408014,-0.0008278191089630127,True
2,1,FULL_CE,rho1,1.70579480953017e-05,1.6629695892333984e-05,True
2,1,P_UTILITY,full_CE,-0.001294134370423694,-0.0011526048183441162,True
2,1,P_UTILITY,Ponly_CE,-0.00106704957272878,-0.0009690821170806885,True
2,1,P_UTILITY,rho1,-2.0698870693630097e-05,-2.1278858184814453e-05,True
2,1,SHARED1_PERSISTENCE,full_CE,-8.91750640037106e-05,-8.806586265563965e-05,True
2,1,SHARED1_PERSISTENCE,Ponly_CE,-8.26095899429701e-05,-8.195638656616211e-05,True
2,1,SHARED1_PERSISTENCE,rho1,-0.00019379672084946832,-0.00019401311874389648,True
2,1,PU_PER_RAW,full_CE,-0.0008635311999333112,-0.0008062124252319336,True
2,1,PU_PER_RAW,Ponly_CE,-0.0007188167407539822,-0.0006773769855499268,True
2,1,PU_PER_RAW,rho1,-0.00015808409737816758,-0.0001583099365234375,True
2,1,BALANCED,full_CE,-0.0009485145368532727,-0.0008783340454101562,True
2,1,BALANCED,Ponly_CE,-0.0007883040658006677,-0.0007379055023193359,True
2,1,BALANCED,rho1,-0.00014707640769133298,-0.00014740228652954102,True
2,1,CONFLICT_AWARE,full_CE,-0.0009485145368532727,-0.0008783340454101562,True
2,1,CONFLICT_AWARE,Ponly_CE,-0.0007883040658006677,-0.0007379055023193359,True
2,1,CONFLICT_AWARE,rho1,-0.00014707640769133298,-0.00014740228652954102,True
2,2,FULL_CE,full_CE,-4.472012060255114e-06,0.00013203918933868408,False
2,2,FULL_CE,Ponly_CE,-1.2539699883758359e-06,5.447864532470703e-05,False
2,2,FULL_CE,rho1,0.00010100014001672761,0.00010132789611816406,True
2,2,P_UTILITY,full_CE,4.42655750037872e-05,0.00015653669834136963,True
2,2,P_UTILITY,Ponly_CE,2.7342626532834477e-05,0.00010488927364349365,True
2,2,P_UTILITY,rho1,4.903291849702231e-05,4.935264587402344e-05,True
2,2,SHARED1_PERSISTENCE,full_CE,-1.6291497962583976e-05,-1.5348196029663086e-05,True
2,2,SHARED1_PERSISTENCE,Ponly_CE,3.1710021406815222e-06,3.6954879760742188e-06,True
2,2,SHARED1_PERSISTENCE,rho1,0.0002740301262414547,0.00027251243591308594,True
2,2,PU_PER_RAW,full_CE,2.3491843732535054e-05,9.094178676605225e-05,True
2,2,PU_PER_RAW,Ponly_CE,2.249774593493292e-05,6.940960884094238e-05,True
2,2,PU_PER_RAW,rho1,0.0002022923843359294,0.00020164251327514648,True
2,2,BALANCED,full_CE,1.906944983105223e-05,7.520616054534912e-05,True
2,2,BALANCED,Ponly_CE,2.0800628029089905e-05,5.9932470321655273e-05,True
2,2,BALANCED,rho1,0.00022022651637986355,0.0002193450927734375,True
2,2,CONFLICT_AWARE,full_CE,1.906944983105223e-05,7.520616054534912e-05,True
2,2,CONFLICT_AWARE,Ponly_CE,2.0800628029089905e-05,5.9932470321655273e-05,True
2,2,CONFLICT_AWARE,rho1,0.00022022651637986355,0.0002193450927734375,True
2,3,FULL_CE,full_CE,-0.001315587853591697,-0.001179620623588562,True
2,3,FULL_CE,Ponly_CE,-0.0007787151149782289,-0.000723034143447876,True
2,3,FULL_CE,rho1,9.950955846325726e-06,9.834766387939453e-06,True
2,3,P_UTILITY,full_CE,-0.0011141975536923694,-0.0009978264570236206,True
2,3,P_UTILITY,Ponly_CE,-0.0009003126338565181,-0.0008221268653869629,True
2,3,P_UTILITY,rho1,-7.675349037163493e-06,-7.748603820800781e-06,True
2,3,SHARED1_PERSISTENCE,full_CE,-0.00010629534976667932,-0.00010374188423156738,True
2,3,SHARED1_PERSISTENCE,Ponly_CE,-4.3511166082014614e-05,-4.2885541915893555e-05,True
2,3,SHARED1_PERSISTENCE,rho1,-0.00013348803515574552,-0.00013363361358642578,True
2,3,PU_PER_RAW,full_CE,-0.0008035461654021532,-0.0007398426532745361,True
2,3,PU_PER_RAW,Ponly_CE,-0.0006184580771593986,-0.0005806833505630493,True
2,3,PU_PER_RAW,rho1,-0.00010213305563030558,-0.00010210275650024414,True
2,3,BALANCED,full_CE,-0.0008429326680284503,-0.0007731914520263672,True
2,3,BALANCED,Ponly_CE,-0.0006518512630045435,-0.0006100088357925415,True
2,3,BALANCED,rho1,-9.749440289512208e-05,-9.745359420776367e-05,True
2,3,CONFLICT_AWARE,full_CE,-0.0008429326680284503,-0.0007731914520263672,True
2,3,CONFLICT_AWARE,Ponly_CE,-0.0006518512630045435,-0.0006100088357925415,True
2,3,CONFLICT_AWARE,rho1,-9.749440289512208e-05,-9.745359420776367e-05,True
2,4,FULL_CE,full_CE,-0.001365825019613419,-0.0012042969465255737,True
2,4,FULL_CE,Ponly_CE,-0.0008689372333273836,-0.0008064210414886475,True
2,4,FULL_CE,rho1,-8.933818928730837e-05,-8.940696716308594e-05,True
2,4,P_UTILITY,full_CE,-0.0012798161619373472,-0.0011448115110397339,True
2,4,P_UTILITY,Ponly_CE,-0.001059319894111951,-0.0009698420763015747,True
2,4,P_UTILITY,rho1,-8.921256825418062e-05,-8.916854858398438e-05,True
2,4,SHARED1_PERSISTENCE,full_CE,-0.00010200344951770503,-0.0001008063554763794,True
2,4,SHARED1_PERSISTENCE,Ponly_CE,-8.240321542123591e-05,-8.191168308258057e-05,True
2,4,SHARED1_PERSISTENCE,rho1,-0.0001810609328039348,-0.00018167495727539062,True
2,4,PU_PER_RAW,full_CE,-0.0009179336438438041,-0.000852540135383606,True
2,4,PU_PER_RAW,Ponly_CE,-0.0007582644962769478,-0.0007170438766479492,True
2,4,PU_PER_RAW,rho1,-0.00019453810746204993,-0.00019484758377075195,True
2,4,BALANCED,full_CE,-0.0009748574900172882,-0.00090065598487854,True
2,4,BALANCED,Ponly_CE,-0.0008054723545767785,-0.0007584095001220703,True
2,4,BALANCED,rho1,-0.00019067478531587125,-0.00019091367721557617,True
2,4,CONFLICT_AWARE,full_CE,-0.0009748574900172882,-0.00090065598487854,True
2,4,CONFLICT_AWARE,Ponly_CE,-0.0008054723545767785,-0.0007584095001220703,True
2,4,CONFLICT_AWARE,rho1,-0.00019067478531587125,-0.00019091367721557617,True
3,0,FULL_CE,full_CE,-0.00041026835940695036,-0.00037775933742523193,True
3,0,FULL_CE,Ponly_CE,-0.0002676489470249322,-0.0002480149269104004,True
3,0,FULL_CE,rho1,9.885162662843925e-05,9.870529174804688e-05,True
3,0,P_UTILITY,full_CE,-0.00034814336188377124,-0.0003038644790649414,True
3,0,P_UTILITY,Ponly_CE,-0.000304528832774227,-0.00027136504650115967,True
3,0,P_UTILITY,rho1,8.712927165418306e-05,8.702278137207031e-05,True
3,0,SHARED1_PERSISTENCE,full_CE,2.093312676928072e-05,2.35140323638916e-05,True
3,0,SHARED1_PERSISTENCE,Ponly_CE,-2.741230702566355e-06,-6.258487701416016e-07,True
3,0,SHARED1_PERSISTENCE,rho1,-9.831100492513513e-05,-9.85264778137207e-05,True
3,0,PU_PER_RAW,full_CE,-0.00017134272653299688,-0.0001498013734817505,True
3,0,PU_PER_RAW,Ponly_CE,-0.0001663872364009144,-0.00014930963516235352,True
3,0,PU_PER_RAW,rho1,-3.0109954359688017e-05,-3.045797348022461e-05,True
3,0,BALANCED,full_CE,-0.00021948739998454414,-0.00019088387489318848,True
3,0,BALANCED,Ponly_CE,-0.0002061118374617024,-0.00018371641635894775,True
3,0,BALANCED,rho1,-7.500524948592435e-06,-7.867813110351562e-06,True
3,0,CONFLICT_AWARE,full_CE,-0.00021948739998454414,-0.00019088387489318848,True
3,0,CONFLICT_AWARE,Ponly_CE,-0.0002061118374617024,-0.00018371641635894775,True
3,0,CONFLICT_AWARE,rho1,-7.500524948592435e-06,-7.867813110351562e-06,True
3,1,FULL_CE,full_CE,3.137283639299788e-05,8.939206600189209e-05,True
3,1,FULL_CE,Ponly_CE,4.0744271024045276e-05,7.133185863494873e-05,True
3,1,FULL_CE,rho1,-7.83951080162943e-05,-7.832050323486328e-05,True
3,1,P_UTILITY,full_CE,7.682421225902125e-05,0.00013910233974456787,True
3,1,P_UTILITY,Ponly_CE,5.883420312561753e-05,0.00010150671005249023,True
3,1,P_UTILITY,rho1,-6.164511063575659e-05,-6.186962127685547e-05,True
3,1,SHARED1_PERSISTENCE,full_CE,-1.8743452764942424e-05,-1.786649227142334e-05,True
3,1,SHARED1_PERSISTENCE,Ponly_CE,-2.4445235461197077e-05,-2.3871660232543945e-05,True
3,1,SHARED1_PERSISTENCE,rho1,-5.783974755814007e-05,-5.817413330078125e-05,True
3,1,PU_PER_RAW,full_CE,3.3596416712158115e-05,5.882978439331055e-05,True
3,1,PU_PER_RAW,Ponly_CE,1.808040913301987e-05,3.553926944732666e-05,True
3,1,PU_PER_RAW,rho1,-8.219948595923298e-05,-8.237361907958984e-05,True
3,1,BALANCED,full_CE,4.0260433493966015e-05,7.124245166778564e-05,True
3,1,BALANCED,Ponly_CE,2.3837753425104324e-05,4.525482654571533e-05,True
3,1,BALANCED,rho1,-8.282451602252293e-05,-8.296966552734375e-05,True
3,1,CONFLICT_AWARE,full_CE,4.0260433493966015e-05,7.124245166778564e-05,True
3,1,CONFLICT_AWARE,Ponly_CE,2.3837753425104324e-05,4.525482654571533e-05,True
3,1,CONFLICT_AWARE,rho1,-8.282451602252293e-05,-8.296966552734375e-05,True
3,2,FULL_CE,full_CE,4.289138973628752e-05,0.00014388561248779297,True
3,2,FULL_CE,Ponly_CE,0.0001424587697538861,0.0001990199089050293,True
3,2,FULL_CE,rho1,-0.0001449647806072221,-0.00014519691467285156,True
3,2,P_UTILITY,full_CE,0.00011174484700512295,0.00022101402282714844,True
3,2,P_UTILITY,Ponly_CE,0.00015623181138535642,0.00023570656776428223,True
3,2,P_UTILITY,rho1,-0.00015780303552085542,-0.00015795230865478516,True
3,2,SHARED1_PERSISTENCE,full_CE,2.039515482566134e-06,3.2782554626464844e-06,True
3,2,SHARED1_PERSISTENCE,Ponly_CE,3.0327203710503566e-06,3.904104232788086e-06,True
3,2,SHARED1_PERSISTENCE,rho1,-0.00026338821428343944,-0.00026357173919677734,True
3,2,PU_PER_RAW,full_CE,6.733678938659757e-05,0.0001093447208404541,True
3,2,PU_PER_RAW,Ponly_CE,9.42892203887304e-05,0.00012448430061340332,True
3,2,PU_PER_RAW,rho1,-0.00030330746785262193,-0.00030356645584106445,True
3,2,BALANCED,full_CE,7.980592191440578e-05,0.00013771653175354004,True
3,2,BALANCED,Ponly_CE,0.00011170471413393982,0.00015345215797424316,True
