fold,meta_fold,objective,layer,train_val_cosine
0,2,SHARED1_PERSISTENCE,depth2.weight,
0,2,SHARED1_PERSISTENCE,point1.weight,-0.061042990535497665
0,2,SHARED1_PERSISTENCE,point2.weight,
0,3,FULL_CE,TOTAL,-0.038643285632133484
0,3,FULL_CE,depth1.weight,0.015735359862446785
0,3,FULL_CE,depth2.weight,0.07019825279712677
0,3,FULL_CE,point1.weight,-0.11013293266296387
0,3,FULL_CE,point2.weight,0.04242362827062607
0,3,P_UTILITY,TOTAL,-0.08923998475074768
0,3,P_UTILITY,depth1.weight,0.009573529474437237
0,3,P_UTILITY,depth2.weight,-0.08239906281232834
0,3,P_UTILITY,point1.weight,-0.15042650699615479
0,3,P_UTILITY,point2.weight,-0.04415162652730942
0,3,SHARED1_PERSISTENCE,TOTAL,0.012387499213218689
0,3,SHARED1_PERSISTENCE,depth1.weight,0.07751893997192383
0,3,SHARED1_PERSISTENCE,depth2.weight,
0,3,SHARED1_PERSISTENCE,point1.weight,-0.022450167685747147
0,3,SHARED1_PERSISTENCE,point2.weight,
0,4,FULL_CE,TOTAL,0.6137621402740479
0,4,FULL_CE,depth1.weight,0.6594797372817993
0,4,FULL_CE,depth2.weight,0.5383467078208923
0,4,FULL_CE,point1.weight,0.6201618909835815
0,4,FULL_CE,point2.weight,0.6054445505142212
0,4,P_UTILITY,TOTAL,0.6067622900009155
0,4,P_UTILITY,depth1.weight,0.7130674719810486
0,4,P_UTILITY,depth2.weight,0.4057208001613617
0,4,P_UTILITY,point1.weight,0.61141037940979
0,4,P_UTILITY,point2.weight,0.5504764318466187
0,4,SHARED1_PERSISTENCE,TOTAL,-0.1945646107196808
0,4,SHARED1_PERSISTENCE,depth1.weight,-0.2696167826652527
0,4,SHARED1_PERSISTENCE,depth2.weight,
0,4,SHARED1_PERSISTENCE,point1.weight,-0.15672197937965393
0,4,SHARED1_PERSISTENCE,point2.weight,
1,0,FULL_CE,TOTAL,-0.16316822171211243
1,0,FULL_CE,depth1.weight,-0.1610434204339981
1,0,FULL_CE,depth2.weight,0.12806819379329681
1,0,FULL_CE,point1.weight,-0.3530517518520355
1,0,FULL_CE,point2.weight,0.09561068564653397
1,0,P_UTILITY,TOTAL,-0.26275092363357544
1,0,P_UTILITY,depth1.weight,-0.1855226308107376
1,0,P_UTILITY,depth2.weight,0.16482308506965637
1,0,P_UTILITY,point1.weight,-0.4977126717567444
1,0,P_UTILITY,point2.weight,0.0330488383769989
1,0,SHARED1_PERSISTENCE,TOTAL,0.256276935338974
1,0,SHARED1_PERSISTENCE,depth1.weight,0.39980563521385193
1,0,SHARED1_PERSISTENCE,depth2.weight,
1,0,SHARED1_PERSISTENCE,point1.weight,0.15317246317863464
1,0,SHARED1_PERSISTENCE,point2.weight,
1,1,FULL_CE,TOTAL,0.06313535571098328
1,1,FULL_CE,depth1.weight,-0.16918331384658813
1,1,FULL_CE,depth2.weight,0.15192945301532745
1,1,FULL_CE,point1.weight,0.039201781153678894
1,1,FULL_CE,point2.weight,0.26764529943466187
1,1,P_UTILITY,TOTAL,0.003776892088353634
1,1,P_UTILITY,depth1.weight,-0.35922545194625854
1,1,P_UTILITY,depth2.weight,0.23972547054290771
1,1,P_UTILITY,point1.weight,0.013606199994683266
1,1,P_UTILITY,point2.weight,0.2926793396472931
1,1,SHARED1_PERSISTENCE,TOTAL,0.11053835600614548
1,1,SHARED1_PERSISTENCE,depth1.weight,0.26117366552352905
1,1,SHARED1_PERSISTENCE,depth2.weight,
1,1,SHARED1_PERSISTENCE,point1.weight,-0.00015712935419287533
1,1,SHARED1_PERSISTENCE,point2.weight,
1,2,FULL_CE,TOTAL,0.4255080223083496
1,2,FULL_CE,depth1.weight,0.36506325006484985
1,2,FULL_CE,depth2.weight,0.420864462852478
1,2,FULL_CE,point1.weight,0.526597261428833
1,2,FULL_CE,point2.weight,0.26508021354675293
1,2,P_UTILITY,TOTAL,0.4640354812145233
1,2,P_UTILITY,depth1.weight,0.4024059772491455
1,2,P_UTILITY,depth2.weight,0.42319321632385254
1,2,P_UTILITY,point1.weight,0.5958179235458374
1,2,P_UTILITY,point2.weight,0.26398545503616333
1,2,SHARED1_PERSISTENCE,TOTAL,-0.047999195754528046
1,2,SHARED1_PERSISTENCE,depth1.weight,0.04286353662610054
1,2,SHARED1_PERSISTENCE,depth2.weight,
1,2,SHARED1_PERSISTENCE,point1.weight,-0.10426940023899078
1,2,SHARED1_PERSISTENCE,point2.weight,
1,3,FULL_CE,TOTAL,0.5316736698150635
1,3,FULL_CE,depth1.weight,0.44811543822288513
1,3,FULL_CE,depth2.weight,0.6233866214752197
1,3,FULL_CE,point1.weight,0.5764119625091553
1,3,FULL_CE,point2.weight,0.4559515118598938
1,3,P_UTILITY,TOTAL,0.5961548089981079
1,3,P_UTILITY,depth1.weight,0.5292929410934448
1,3,P_UTILITY,depth2.weight,0.6363611221313477
1,3,P_UTILITY,point1.weight,0.6635439991950989
1,3,P_UTILITY,point2.weight,0.5405725240707397
1,3,SHARED1_PERSISTENCE,TOTAL,0.1448919028043747
1,3,SHARED1_PERSISTENCE,depth1.weight,0.1615689992904663
1,3,SHARED1_PERSISTENCE,depth2.weight,
1,3,SHARED1_PERSISTENCE,point1.weight,0.1328829675912857
1,3,SHARED1_PERSISTENCE,point2.weight,
1,4,FULL_CE,TOTAL,0.5670662522315979
1,4,FULL_CE,depth1.weight,0.3444298207759857
1,4,FULL_CE,depth2.weight,0.6566517353057861
1,4,FULL_CE,point1.weight,0.6343168020248413
1,4,FULL_CE,point2.weight,0.5849034786224365
1,4,P_UTILITY,TOTAL,0.5847533345222473
1,4,P_UTILITY,depth1.weight,0.32773861289024353
1,4,P_UTILITY,depth2.weight,0.7249538898468018
1,4,P_UTILITY,point1.weight,0.6640486121177673
1,4,P_UTILITY,point2.weight,0.6335458159446716
1,4,SHARED1_PERSISTENCE,TOTAL,-0.1502416729927063
1,4,SHARED1_PERSISTENCE,depth1.weight,-0.05967702716588974
1,4,SHARED1_PERSISTENCE,depth2.weight,
1,4,SHARED1_PERSISTENCE,point1.weight,-0.2131129801273346
1,4,SHARED1_PERSISTENCE,point2.weight,
2,0,FULL_CE,TOTAL,0.7397566437721252
2,0,FULL_CE,depth1.weight,0.8422454595565796
2,0,FULL_CE,depth2.weight,0.4696204364299774
2,0,FULL_CE,point1.weight,0.8298173546791077
2,0,FULL_CE,point2.weight,0.5066890120506287
2,0,P_UTILITY,TOTAL,0.7661324143409729
2,0,P_UTILITY,depth1.weight,0.8611204028129578
2,0,P_UTILITY,depth2.weight,0.5461853742599487
2,0,P_UTILITY,point1.weight,0.8352123498916626
2,0,P_UTILITY,point2.weight,0.5205036997795105
2,0,SHARED1_PERSISTENCE,TOTAL,-0.12367690354585648
2,0,SHARED1_PERSISTENCE,depth1.weight,-0.21798762679100037
2,0,SHARED1_PERSISTENCE,depth2.weight,
2,0,SHARED1_PERSISTENCE,point1.weight,-0.07104990631341934
2,0,SHARED1_PERSISTENCE,point2.weight,
2,1,FULL_CE,TOTAL,0.6198567748069763
2,1,FULL_CE,depth1.weight,0.71144038438797
2,1,FULL_CE,depth2.weight,0.35761386156082153
2,1,FULL_CE,point1.weight,0.6908490061759949
2,1,FULL_CE,point2.weight,0.43585845828056335
2,1,P_UTILITY,TOTAL,0.6701699495315552
2,1,P_UTILITY,depth1.weight,0.7081481218338013
2,1,P_UTILITY,depth2.weight,0.4585139751434326
2,1,P_UTILITY,point1.weight,0.721244752407074
2,1,P_UTILITY,point2.weight,0.5419395565986633
2,1,SHARED1_PERSISTENCE,TOTAL,-0.10020308941602707
2,1,SHARED1_PERSISTENCE,depth1.weight,-0.13644394278526306
2,1,SHARED1_PERSISTENCE,depth2.weight,
2,1,SHARED1_PERSISTENCE,point1.weight,-0.07803903520107269
2,1,SHARED1_PERSISTENCE,point2.weight,
2,2,FULL_CE,TOTAL,0.003103363560512662
2,2,FULL_CE,depth1.weight,0.08645137399435043
2,2,FULL_CE,depth2.weight,-0.3496020436286926
2,2,FULL_CE,point1.weight,0.10607199370861053
2,2,FULL_CE,point2.weight,-0.06523817032575607
2,2,P_UTILITY,TOTAL,-0.028856387361884117
2,2,P_UTILITY,depth1.weight,0.08509117364883423
2,2,P_UTILITY,depth2.weight,-0.31164130568504333
2,2,P_UTILITY,point1.weight,0.056097131222486496
2,2,P_UTILITY,point2.weight,-0.19465051591396332
2,2,SHARED1_PERSISTENCE,TOTAL,0.09585416316986084
2,2,SHARED1_PERSISTENCE,depth1.weight,0.09845257550477982
2,2,SHARED1_PERSISTENCE,depth2.weight,
2,2,SHARED1_PERSISTENCE,point1.weight,0.0956663116812706
2,2,SHARED1_PERSISTENCE,point2.weight,
2,3,FULL_CE,TOTAL,0.6713353991508484
2,3,FULL_CE,depth1.weight,0.6860640645027161
2,3,FULL_CE,depth2.weight,0.4375603199005127
2,3,FULL_CE,point1.weight,0.7670724987983704
2,3,FULL_CE,point2.weight,0.5011744499206543
2,3,P_UTILITY,TOTAL,0.6910667419433594
2,3,P_UTILITY,depth1.weight,0.7192203998565674
2,3,P_UTILITY,depth2.weight,0.4372309148311615
2,3,P_UTILITY,point1.weight,0.7778705954551697
2,3,P_UTILITY,point2.weight,0.4941553771495819
2,3,SHARED1_PERSISTENCE,TOTAL,-0.06299937516450882
2,3,SHARED1_PERSISTENCE,depth1.weight,-0.09576551616191864
2,3,SHARED1_PERSISTENCE,depth2.weight,
2,3,SHARED1_PERSISTENCE,point1.weight,-0.04081742465496063
2,3,SHARED1_PERSISTENCE,point2.weight,
2,4,FULL_CE,TOTAL,0.6588907837867737
2,4,FULL_CE,depth1.weight,0.7700861096382141
2,4,FULL_CE,depth2.weight,0.3799244463443756
2,4,FULL_CE,point1.weight,0.7211306691169739
2,4,FULL_CE,point2.weight,0.5000043511390686
2,4,P_UTILITY,TOTAL,0.6988748908042908
2,4,P_UTILITY,depth1.weight,0.7999065518379211
2,4,P_UTILITY,depth2.weight,0.5703843832015991
2,4,P_UTILITY,point1.weight,0.7153719663619995
2,4,P_UTILITY,point2.weight,0.5728002786636353
2,4,SHARED1_PERSISTENCE,TOTAL,-0.12555459141731262
2,4,SHARED1_PERSISTENCE,depth1.weight,-0.22142121195793152
2,4,SHARED1_PERSISTENCE,depth2.weight,
2,4,SHARED1_PERSISTENCE,point1.weight,-0.07601426541805267
2,4,SHARED1_PERSISTENCE,point2.weight,
3,0,FULL_CE,TOTAL,0.3196485936641693
3,0,FULL_CE,depth1.weight,0.3622279763221741
3,0,FULL_CE,depth2.weight,0.23040348291397095
3,0,FULL_CE,point1.weight,0.39479634165763855
3,0,FULL_CE,point2.weight,0.13886211812496185
3,0,P_UTILITY,TOTAL,0.35018929839134216
3,0,P_UTILITY,depth1.weight,0.3659325838088989
3,0,P_UTILITY,depth2.weight,0.17289111018180847
3,0,P_UTILITY,point1.weight,0.4238418638706207
3,0,P_UTILITY,point2.weight,0.21054452657699585
3,0,SHARED1_PERSISTENCE,TOTAL,-0.05807521939277649
3,0,SHARED1_PERSISTENCE,depth1.weight,0.02151576429605484
3,0,SHARED1_PERSISTENCE,depth2.weight,
3,0,SHARED1_PERSISTENCE,point1.weight,-0.10117559880018234
3,0,SHARED1_PERSISTENCE,point2.weight,
3,1,FULL_CE,TOTAL,-0.033168960362672806
3,1,FULL_CE,depth1.weight,-0.06227775290608406
3,1,FULL_CE,depth2.weight,0.02953219972550869
3,1,FULL_CE,point1.weight,-0.051913581788539886
3,1,FULL_CE,point2.weight,-0.014684011228382587
3,1,P_UTILITY,TOTAL,-0.10117214918136597
3,1,P_UTILITY,depth1.weight,-0.13316555321216583
3,1,P_UTILITY,depth2.weight,-0.021537143737077713
3,1,P_UTILITY,point1.weight,-0.1267646998167038
3,1,P_UTILITY,point2.weight,-0.0300611462444067
3,1,SHARED1_PERSISTENCE,TOTAL,-0.03497161343693733
3,1,SHARED1_PERSISTENCE,depth1.weight,0.09869860112667084
3,1,SHARED1_PERSISTENCE,depth2.weight,
3,1,SHARED1_PERSISTENCE,point1.weight,-0.10187609493732452
3,1,SHARED1_PERSISTENCE,point2.weight,
3,2,FULL_CE,TOTAL,-0.027725256979465485
3,2,FULL_CE,depth1.weight,-0.0451941043138504
3,2,FULL_CE,depth2.weight,0.3333381116390228
3,2,FULL_CE,point1.weight,-0.14928103983402252
3,2,FULL_CE,point2.weight,0.11319673806428909
3,2,P_UTILITY,TOTAL,-0.1386735737323761
3,2,P_UTILITY,depth1.weight,-0.047752685844898224
3,2,P_UTILITY,depth2.weight,0.11778224259614944
3,2,P_UTILITY,point1.weight,-0.2772863805294037
3,2,P_UTILITY,point2.weight,0.08977976441383362
3,2,SHARED1_PERSISTENCE,TOTAL,-0.15456336736679077
3,2,SHARED1_PERSISTENCE,depth1.weight,-0.16757287085056305
3,2,SHARED1_PERSISTENCE,depth2.weight,
3,2,SHARED1_PERSISTENCE,point1.weight,-0.14605365693569183
3,2,SHARED1_PERSISTENCE,point2.weight,
3,3,FULL_CE,TOTAL,0.3195965588092804
3,3,FULL_CE,depth1.weight,0.5085867047309875
3,3,FULL_CE,depth2.weight,0.19493380188941956
3,3,FULL_CE,point1.weight,0.318633109331131
3,3,FULL_CE,point2.weight,0.14435836672782898
3,3,P_UTILITY,TOTAL,0.3555588126182556
3,3,P_UTILITY,depth1.weight,0.5180173516273499
3,3,P_UTILITY,depth2.weight,0.19463509321212769
3,3,P_UTILITY,point1.weight,0.32964977622032166
3,3,P_UTILITY,point2.weight,0.2157716453075409
3,3,SHARED1_PERSISTENCE,TOTAL,-0.05832032486796379
3,3,SHARED1_PERSISTENCE,depth1.weight,-0.00408295588567853
3,3,SHARED1_PERSISTENCE,depth2.weight,
3,3,SHARED1_PERSISTENCE,point1.weight,-0.08487751334905624
3,3,SHARED1_PERSISTENCE,point2.weight,
3,4,FULL_CE,TOTAL,0.4538436830043793
3,4,FULL_CE,depth1.weight,0.5744431614875793
3,4,FULL_CE,depth2.weight,0.38460808992385864
3,4,FULL_CE,point1.weight,0.4964015781879425
3,4,FULL_CE,point2.weight,0.23143288493156433
3,4,P_UTILITY,TOTAL,0.4713105261325836
3,4,P_UTILITY,depth1.weight,0.5280634760856628
3,4,P_UTILITY,depth2.weight,0.3474958837032318
3,4,P_UTILITY,point1.weight,0.5188108682632446
3,4,P_UTILITY,point2.weight,0.2874857187271118
3,4,SHARED1_PERSISTENCE,TOTAL,-0.09620247781276703
3,4,SHARED1_PERSISTENCE,depth1.weight,-0.013141934759914875
3,4,SHARED1_PERSISTENCE,depth2.weight,
3,4,SHARED1_PERSISTENCE,point1.weight,-0.1392887383699417
3,4,SHARED1_PERSISTENCE,point2.weight,
4,0,FULL_CE,TOTAL,0.8156619071960449
4,0,FULL_CE,depth1.weight,0.85821932554245
4,0,FULL_CE,depth2.weight,0.7524486184120178
4,0,FULL_CE,point1.weight,0.8499017953872681
4,0,FULL_CE,point2.weight,0.7047397494316101
4,0,P_UTILITY,TOTAL,0.8298613429069519
4,0,P_UTILITY,depth1.weight,0.8730358481407166
4,0,P_UTILITY,depth2.weight,0.7232393026351929
4,0,P_UTILITY,point1.weight,0.8717220425605774
4,0,P_UTILITY,point2.weight,0.6920819878578186
4,0,SHARED1_PERSISTENCE,TOTAL,0.02054799720644951
4,0,SHARED1_PERSISTENCE,depth1.weight,0.03413562476634979
4,0,SHARED1_PERSISTENCE,depth2.weight,
4,0,SHARED1_PERSISTENCE,point1.weight,0.01397317461669445
4,0,SHARED1_PERSISTENCE,point2.weight,
4,1,FULL_CE,TOTAL,0.8504660129547119
4,1,FULL_CE,depth1.weight,0.8695051670074463
4,1,FULL_CE,depth2.weight,0.7986816167831421
4,1,FULL_CE,point1.weight,0.8765804767608643
4,1,FULL_CE,point2.weight,0.7742082476615906
4,1,P_UTILITY,TOTAL,0.8704230785369873
4,1,P_UTILITY,depth1.weight,0.88291996717453
4,1,P_UTILITY,depth2.weight,0.8224489688873291
4,1,P_UTILITY,point1.weight,0.8936179876327515
4,1,P_UTILITY,point2.weight,0.8068839907646179
4,1,SHARED1_PERSISTENCE,TOTAL,-0.35100334882736206
4,1,SHARED1_PERSISTENCE,depth1.weight,-0.5132320523262024
4,1,SHARED1_PERSISTENCE,depth2.weight,
4,1,SHARED1_PERSISTENCE,point1.weight,-0.3001849353313446
4,1,SHARED1_PERSISTENCE,point2.weight,
4,2,FULL_CE,TOTAL,0.8623432517051697
4,2,FULL_CE,depth1.weight,0.8591209053993225
4,2,FULL_CE,depth2.weight,0.8354693651199341
4,2,FULL_CE,point1.weight,0.8781341910362244
4,2,FULL_CE,point2.weight,0.835695207118988
4,2,P_UTILITY,TOTAL,0.8863747119903564
4,2,P_UTILITY,depth1.weight,0.9149500131607056
4,2,P_UTILITY,depth2.weight,0.8636893630027771
4,2,P_UTILITY,point1.weight,0.8875347375869751
4,2,P_UTILITY,point2.weight,0.8511871099472046
4,2,SHARED1_PERSISTENCE,TOTAL,0.26174595952033997
4,2,SHARED1_PERSISTENCE,depth1.weight,0.34040501713752747
4,2,SHARED1_PERSISTENCE,depth2.weight,
4,2,SHARED1_PERSISTENCE,point1.weight,0.21048524975776672
4,2,SHARED1_PERSISTENCE,point2.weight,
4,3,FULL_CE,TOTAL,0.8788479566574097
4,3,FULL_CE,depth1.weight,0.8965129852294922
4,3,FULL_CE,depth2.weight,0.8625198006629944
4,3,FULL_CE,point1.weight,0.8954467177391052
4,3,FULL_CE,point2.weight,0.8029783964157104
4,3,P_UTILITY,TOTAL,0.9177300333976746
4,3,P_UTILITY,depth1.weight,0.9357221722602844
4,3,P_UTILITY,depth2.weight,0.902798056602478
4,3,P_UTILITY,point1.weight,0.9251748919487
4,3,P_UTILITY,point2.weight,0.8597525358200073
4,3,SHARED1_PERSISTENCE,TOTAL,0.0001479976053815335
4,3,SHARED1_PERSISTENCE,depth1.weight,-0.07784426212310791
4,3,SHARED1_PERSISTENCE,depth2.weight,
4,3,SHARED1_PERSISTENCE,point1.weight,0.03838008642196655
4,3,SHARED1_PERSISTENCE,point2.weight,
4,4,FULL_CE,TOTAL,0.8269422054290771
4,4,FULL_CE,depth1.weight,0.874854326248169
4,4,FULL_CE,depth2.weight,0.8129783868789673
4,4,FULL_CE,point1.weight,0.824403703212738
4,4,FULL_CE,point2.weight,0.7979862689971924
4,4,P_UTILITY,TOTAL,0.8670231699943542
4,4,P_UTILITY,depth1.weight,0.9007784128189087
4,4,P_UTILITY,depth2.weight,0.8296689391136169
4,4,P_UTILITY,point1.weight,0.8718739151954651
4,4,P_UTILITY,point2.weight,0.8385575413703918
4,4,SHARED1_PERSISTENCE,TOTAL,0.03851230815052986
4,4,SHARED1_PERSISTENCE,depth1.weight,0.025843370705842972
4,4,SHARED1_PERSISTENCE,depth2.weight,
4,4,SHARED1_PERSISTENCE,point1.weight,0.04479106143116951
4,4,SHARED1_PERSISTENCE,point2.weight,
