task,fold,role,direction,classification,group_argmax_alpha,peak_near_native_significant,peak_minus_alpha0_ci95_low,peak_minus_alpha2_ci95_low,subject_argmax_alpha_distribution,mean_margin_curve,biological_subjects,label_scope
WBCIC_MI,0,inner_train,14,FLAT,2.0,False,nan,nan,"{""0.0"": 6, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 13}","[0.14902709424495697, 0.14906059205532074, 0.14909404516220093, 0.14912746846675873, 0.14916086196899414, 0.14919419586658478, 0.14922749996185303, 0.14929400384426117]",19,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,inner_train,15,FLAT,2.0,False,nan,nan,"{""0.0"": 5, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 13}","[0.14911986887454987, 0.14913038909435272, 0.14914073050022125, 0.14915087819099426, 0.14916086196899414, 0.14917077124118805, 0.14918062090873718, 0.14920009672641754]",19,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,0,FLAT,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[0.10328903049230576, 0.10329969227313995, 0.1033102422952652, 0.10332070291042328, 0.1033310666680336, 0.10334134101867676, 0.10335151106119156, 0.10337158292531967]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,1,FLAT,0.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[0.10334169864654541, 0.10333903878927231, 0.1033363789319992, 0.1033337265253067, 0.1033310666680336, 0.10332842171192169, 0.1033257469534874, 0.10332049429416656]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,2,FLAT,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[0.10332181304693222, 0.10332413762807846, 0.1033264622092247, 0.10332876443862915, 0.1033310666680336, 0.10333335399627686, 0.10333560407161713, 0.10334011167287827]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,3,FLAT,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[0.10332699120044708, 0.10332798957824707, 0.10332902520895004, 0.10333003103733063, 0.1033310666680336, 0.10333210229873657, 0.10333315283060074, 0.10333532094955444]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,4,FLAT,0.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[0.10335506498813629, 0.10334912687540054, 0.10334312915802002, 0.1033371090888977, 0.1033310666680336, 0.10332497209310532, 0.10331883281469345, 0.10330651700496674]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,5,FLAT,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[0.10333015024662018, 0.1033303514122963, 0.1033305898308754, 0.1033308357000351, 0.1033310666680336, 0.1033313050866127, 0.10333158075809479, 0.10333211719989777]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,6,FLAT,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[0.10330861806869507, 0.10331426560878754, 0.10331986844539642, 0.1033255010843277, 0.1033310666680336, 0.1033366322517395, 0.10334219038486481, 0.10335328429937363]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,7,FLAT,0.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 2}","[0.10343372821807861, 0.10340812057256699, 0.10338249057531357, 0.10335680097341537, 0.1033310666680336, 0.10330528020858765, 0.10327939689159393, 0.10322755575180054]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,8,FLAT,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[0.103324294090271, 0.1033259853720665, 0.1033276692032814, 0.1033293604850769, 0.1033310666680336, 0.1033327579498291, 0.1033344492316246, 0.10333786904811859]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,9,FLAT,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[0.10329115390777588, 0.10330118983983994, 0.1033112034201622, 0.1033211499452591, 0.1033310666680336, 0.10334096103906631, 0.10335078090429306, 0.10337036848068237]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,10,FLAT,0.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[0.10333527624607086, 0.10333412885665894, 0.10333304107189178, 0.1033320426940918, 0.1033310666680336, 0.10333015769720078, 0.10332930088043213, 0.10332777351140976]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,11,FLAT,0.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[0.10337480157613754, 0.10336301475763321, 0.10335175693035126, 0.10334112495183945, 0.1033310666680336, 0.10332157462835312, 0.10331274569034576, 0.10329671204090118]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,12,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[0.10061939805746078, 0.10129714012145996, 0.10197515785694122, 0.10265316814184189, 0.1033310666680336, 0.10400862991809845, 0.10468561947345734, 0.10603746026754379]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,13,FLAT,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[0.10331132262945175, 0.10331621021032333, 0.10332111269235611, 0.10332606732845306, 0.1033310666680336, 0.10333609580993652, 0.10334119945764542, 0.10335149616003036]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,14,FLAT,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[0.103235624730587, 0.10325948894023895, 0.1032833606004715, 0.10330722481012344, 0.1033310666680336, 0.10335485637187958, 0.10337866842746735, 0.10342613607645035]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,0,discovery,15,FLAT,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[0.1033223494887352, 0.10332454741001129, 0.10332673788070679, 0.10332892835140228, 0.1033310666680336, 0.10333310067653656, 0.10333506017923355, 0.10333862155675888]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,0,FLAT,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 19}","[0.03292520344257355, 0.03300678730010986, 0.03308795019984245, 0.03316882625222206, 0.033249519765377045, 0.03333012014627457, 0.03341066092252731, 0.03357136249542236]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,1,FLAT,2.0,False,nan,nan,"{""0.0"": 7, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 13}","[0.03321870416402817, 0.03322511166334152, 0.0332338847219944, 0.03324238583445549, 0.033249519765377045, 0.0332549624145031, 0.03325880318880081, 0.03326254338026047]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,2,FLAT,0.0,False,nan,nan,"{""0.0"": 7, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 13}","[0.03325244039297104, 0.0332518070936203, 0.03325112164020538, 0.0332503579556942, 0.033249519765377045, 0.03324861079454422, 0.0332476906478405, 0.03324594721198082]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,3,FLAT,0.0,False,nan,nan,"{""0.0"": 12, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 8}","[0.03325055167078972, 0.03325030207633972, 0.03325004130601883, 0.03324978053569794, 0.033249519765377045, 0.03324925899505615, 0.03324899077415466, 0.03324846178293228]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,4,FLAT,0.0,False,nan,nan,"{""0.0"": 15, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[0.03326897695660591, 0.03326454013586044, 0.03325981646776199, 0.033254820853471756, 0.033249519765377045, 0.03324390575289726, 0.033237963914871216, 0.03322559967637062]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,5,FLAT,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 17}","[0.03323812037706375, 0.03324124962091446, 0.033244214951992035, 0.03324694558978081, 0.033249519765377045, 0.033252082765102386, 0.033254653215408325, 0.03325983136892319]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,6,FLAT,2.0,False,nan,nan,"{""0.0"": 7, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 1, ""2.0"": 12}","[0.0332527831196785, 0.03325055539608002, 0.033249348402023315, 0.03324909508228302, 0.033249519765377045, 0.03325042873620987, 0.033251695334911346, 0.033254850655794144]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,7,FLAT,2.0,False,nan,nan,"{""0.0"": 6, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 14}","[0.03309456259012222, 0.03313285484910011, 0.03317153453826904, 0.03321045637130737, 0.033249519765377045, 0.033288560807704926, 0.033327460289001465, 0.03340507298707962]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,8,FLAT,2.0,False,nan,nan,"{""0.0"": 8, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 12}","[0.03324069827795029, 0.03324291482567787, 0.03324512019753456, 0.033247314393520355, 0.033249519765377045, 0.03325171023607254, 0.03325388953089714, 0.03325823321938515]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,9,FLAT,2.0,False,nan,nan,"{""0.0"": 5, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 15}","[0.03324314206838608, 0.033244721591472626, 0.03324630856513977, 0.03324790671467781, 0.033249519765377045, 0.03325113281607628, 0.033252738416194916, 0.03325596824288368]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,10,FLAT,2.0,False,nan,nan,"{""0.0"": 9, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 11}","[0.03324791043996811, 0.03324579447507858, 0.033245645463466644, 0.03324700519442558, 0.033249519765377045, 0.03325291723012924, 0.033256977796554565, 0.03326653316617012]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,11,FLAT,2.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 17}","[0.03291191905736923, 0.03299683704972267, 0.03308195620775223, 0.03316640108823776, 0.033249519765377045, 0.033331431448459625, 0.033412400633096695, 0.03357218950986862]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,12,FLAT,0.0,False,nan,nan,"{""0.0"": 14, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[0.033251889050006866, 0.033250950276851654, 0.03325023502111435, 0.03324976563453674, 0.033249519765377045, 0.03324948996305466, 0.03324969857931137, 0.03325074166059494]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,13,FLAT,0.0,False,nan,nan,"{""0.0"": 10, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 10}","[0.03325261175632477, 0.03325173258781433, 0.03325090557336807, 0.033250175416469574, 0.033249519765377045, 0.03324894607067108, 0.03324844688177109, 0.0332476943731308]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,14,FLAT,2.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 17}","[0.03320140391588211, 0.033213309943675995, 0.03322529420256615, 0.033237360417842865, 0.033249519765377045, 0.033261772245168686, 0.033274102956056595, 0.0332990400493145]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,inner_train,15,FLAT,2.0,False,nan,nan,"{""0.0"": 8, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 12}","[0.03324327617883682, 0.03324485570192337, 0.033246420323848724, 0.03324797376990318, 0.033249519765377045, 0.03325105458498001, 0.03325258567929268, 0.03325562924146652]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,0,FLAT,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[0.03775569424033165, 0.03785490244626999, 0.03795358166098595, 0.038051869720220566, 0.03814997524023056, 0.03824805095791817, 0.03834609314799309, 0.03854191303253174]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,1,FLAT,0.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 2}","[0.038152940571308136, 0.03815221041440964, 0.03815147653222084, 0.03815073519945145, 0.03814997524023056, 0.03814922273159027, 0.038148436695337296, 0.03814687952399254]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,2,FLAT,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[0.038146257400512695, 0.03814718872308731, 0.03814811632037163, 0.03814905136823654, 0.03814997524023056, 0.038150910288095474, 0.03815183416008949, 0.038153719156980515]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,3,FLAT,0.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 2}","[0.03815202787518501, 0.03815151005983353, 0.038151003420352936, 0.038150496780872345, 0.03814997524023056, 0.038149476051330566, 0.03814895078539848, 0.038147933781147]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,4,FLAT,0.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[0.03815712034702301, 0.03815532848238945, 0.03815353661775589, 0.038151759654283524, 0.03814997524023056, 0.038148198276758194, 0.03814644366502762, 0.03814292326569557]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,5,FLAT,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[0.038141943514347076, 0.03814394772052765, 0.03814595937728882, 0.03814797103404999, 0.03814997524023056, 0.03815199434757233, 0.0381540022790432, 0.03815803676843643]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,6,FLAT,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[0.03814799338579178, 0.03814840316772461, 0.038148876279592514, 0.038149427622556686, 0.03814997524023056, 0.03815056011080742, 0.038151200860738754, 0.03815264254808426]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,7,FLAT,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[0.03796418756246567, 0.03802023082971573, 0.038066741079092026, 0.03810907527804375, 0.03814997524023056, 0.038190390914678574, 0.038230668753385544, 0.038311149924993515]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,8,FLAT,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[0.03814582899212837, 0.03814687952399254, 0.038147926330566406, 0.03814896196126938, 0.03814997524023056, 0.038150984793901443, 0.038151975721120834, 0.03815395012497902]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,9,FLAT,0.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 2}","[0.03816147893667221, 0.03815659135580063, 0.038153309375047684, 0.03815124183893204, 0.03814997524023056, 0.03814928978681564, 0.03814903274178505, 0.03814947232604027]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,10,FLAT,0.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[0.03816601634025574, 0.03816193342208862, 0.038157910108566284, 0.03815392404794693, 0.03814997524023056, 0.03814607858657837, 0.03814223036170006, 0.038134604692459106]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,11,FLAT,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[0.03775482997298241, 0.03785371407866478, 0.03795254975557327, 0.038051292300224304, 0.03814997524023056, 0.038248591125011444, 0.03834707289934158, 0.03854365646839142]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,12,FLAT,0.0,False,nan,nan,"{""0.0"": 5, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 0}","[0.03817800432443619, 0.03817098215222359, 0.03816396743059158, 0.038156963884830475, 0.03814997524023056, 0.03814301639795303, 0.03813605010509491, 0.03812219947576523]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,13,FLAT,0.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 2}","[0.03815475478768349, 0.03815355524420738, 0.03815236687660217, 0.03815116733312607, 0.03814997524023056, 0.03814878687262535, 0.038147591054439545, 0.038145218044519424]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,14,FLAT,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[0.038028210401535034, 0.038058631122112274, 0.0380890853703022, 0.03811950981616974, 0.03814997524023056, 0.03818045184016228, 0.03821093961596489, 0.03827193006873131]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,1,discovery,15,FLAT,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 3}","[0.038140494376420975, 0.03814292699098587, 0.03814532607793808, 0.038147684186697006, 0.03814997524023056, 0.03815222904086113, 0.038154423236846924, 0.038158588111400604]",5,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,2,inner_train,0,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 19, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 0}","[2.1856689453125, 2.185515880584717, 2.185314655303955, 2.1850647926330566, 2.184767246246338, 2.1844239234924316, 2.184035301208496, 2.1831233501434326]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,2,inner_train,1,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 13, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[2.1868278980255127, 2.1864142417907715, 2.1859347820281982, 2.185385227203369, 2.184767246246338, 2.1840832233428955, 2.183335304260254, 2.1816558837890625]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,2,inner_train,2,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 14, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[2.1854519844055176, 2.185303211212158, 2.1851398944854736, 2.1849613189697266, 2.184767246246338, 2.1845598220825195, 2.1843369007110596, 2.183846950531006]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,2,inner_train,3,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 14, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 1, ""1.5"": 1, ""2.0"": 3}","[2.1857168674468994, 2.1855223178863525, 2.1853067874908447, 2.1850578784942627, 2.184767246246338, 2.1844265460968018, 2.1840195655822754, 2.183091402053833]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,2,inner_train,4,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 6, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 14}","[2.18318510055542, 2.1836180686950684, 2.184026002883911, 2.1844091415405273, 2.184767246246338, 2.1851024627685547, 2.1854166984558105, 2.185983657836914]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,2,inner_train,5,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 6, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 1, ""2.0"": 12}","[2.1837093830108643, 2.1840155124664307, 2.1842944622039795, 2.1845452785491943, 2.184767246246338, 2.184971809387207, 2.1851532459259033, 2.1854381561279297]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,2,inner_train,6,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 1, ""0.5"": 2, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 2, ""2.0"": 11}","[2.183816909790039, 2.1841166019439697, 2.184375286102295, 2.1845922470092773, 2.184767246246338, 2.1849076747894287, 2.185011386871338, 2.1851038932800293]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,2,inner_train,7,MONOTONIC_DECREASING,0.25,False,nan,nan,"{""0.0"": 11, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 1, ""2.0"": 7}","[2.184965133666992, 2.184986114501953, 2.18496036529541, 2.184887170791626, 2.184767246246338, 2.184602737426758, 2.1843929290771484, 2.1838467121124268]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,2,inner_train,8,FLAT,1.25,False,nan,nan,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 1, ""0.75"": 2, ""1.0"": 1, ""1.25"": 0, ""1.5"": 4, ""2.0"": 8}","[2.184657096862793, 2.1847000122070312, 2.1847317218780518, 2.184753894805908, 2.184767246246338, 2.1847758293151855, 2.184774875640869, 2.1847407817840576]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
WBCIC_MI,2,inner_train,9,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 17, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[2.188009262084961, 2.1872620582580566, 2.186471939086914, 2.1856398582458496, 2.184767246246338, 2.183854818344116, 2.1829028129577637, 2.180885076522827]",20,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
