draw,alpha,fused_BA,base_BA,delta_BA,dims
39,0.0,0.7577777777777778,0.7577777777777778,0.0,"[6, 7, 9, 10, 11, 13, 15, 18]"
40,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 3, 7, 8, 13, 17, 18, 19]"
41,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 3, 5, 6, 12, 13, 14, 17]"
42,0.0,0.7577777777777778,0.7577777777777778,0.0,"[5, 6, 7, 8, 11, 12, 16, 18]"
43,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 2, 6, 8, 13, 15, 16, 19]"
44,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 3, 6, 8, 10, 11, 14, 17]"
45,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 7, 8, 11, 14, 15, 16, 19]"
46,0.0,0.7577777777777778,0.7577777777777778,0.0,"[4, 5, 8, 10, 14, 15, 16, 17]"
47,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 1, 2, 5, 8, 11, 15, 17]"
48,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 4, 10, 14, 15, 16, 17, 19]"
49,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 4, 5, 6, 8, 9, 14, 18]"
50,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 4, 5, 9, 10, 14, 17, 18]"
51,0.0,0.7577777777777778,0.7577777777777778,0.0,"[4, 5, 6, 7, 11, 13, 17, 19]"
52,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 4, 6, 7, 12, 13, 17, 18]"
53,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 1, 3, 7, 11, 12, 14, 18]"
54,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 3, 10, 12, 14, 17, 18, 19]"
55,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 2, 8, 10, 11, 12, 15, 19]"
56,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 4, 6, 7, 8, 11, 15, 16]"
57,0.0,0.7577777777777778,0.7577777777777778,0.0,"[4, 5, 8, 10, 12, 14, 15, 16]"
58,0.0,0.7577777777777778,0.7577777777777778,0.0,"[5, 7, 9, 10, 11, 13, 16, 19]"
59,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 1, 3, 7, 8, 10, 17, 19]"
60,0.0,0.7577777777777778,0.7577777777777778,0.0,"[3, 4, 5, 10, 11, 12, 13, 17]"
61,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 7, 10, 12, 14, 15, 17, 18]"
62,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 2, 3, 7, 8, 11, 17, 19]"
63,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 3, 4, 7, 14, 16, 18, 19]"
64,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 4, 5, 9, 12, 13, 17, 18]"
65,0.0,0.7577777777777778,0.7577777777777778,0.0,"[5, 7, 9, 10, 13, 16, 17, 19]"
66,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 3, 5, 9, 11, 12, 15, 19]"
67,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 1, 7, 12, 15, 17, 18, 19]"
68,0.0,0.7577777777777778,0.7577777777777778,0.0,"[5, 9, 11, 12, 13, 16, 17, 18]"
69,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 1, 3, 5, 8, 10, 13, 15]"
70,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 2, 3, 5, 7, 15, 18, 19]"
71,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 4, 8, 13, 14, 15, 16, 17]"
72,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 2, 9, 10, 12, 14, 15, 18]"
73,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 4, 5, 9, 10, 13, 17, 18]"
74,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 3, 5, 8, 14, 16, 17, 18]"
75,0.0,0.7577777777777778,0.7577777777777778,0.0,"[4, 6, 10, 12, 15, 16, 18, 19]"
76,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 3, 7, 9, 10, 12, 15, 17]"
77,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 2, 4, 8, 13, 14, 16, 17]"
78,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 3, 6, 10, 13, 16, 17, 19]"
79,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 4, 5, 7, 10, 14, 16, 17]"
80,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 5, 6, 7, 9, 12, 13, 14]"
81,0.0,0.7577777777777778,0.7577777777777778,0.0,"[5, 7, 8, 10, 13, 14, 16, 17]"
82,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 7, 8, 9, 10, 11, 16, 17]"
83,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 3, 5, 7, 8, 9, 11, 13]"
84,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 3, 6, 8, 9, 11, 14, 15]"
85,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 5, 8, 9, 11, 13, 15, 19]"
86,0.0,0.7577777777777778,0.7577777777777778,0.0,"[3, 4, 7, 8, 9, 14, 15, 19]"
87,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 2, 4, 5, 6, 7, 9, 12]"
88,0.0,0.7577777777777778,0.7577777777777778,0.0,"[3, 5, 6, 12, 14, 16, 18, 19]"
89,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 3, 5, 6, 7, 13, 14, 17]"
90,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 4, 5, 9, 14, 16, 17, 18]"
91,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 2, 3, 9, 12, 14, 18, 19]"
92,0.0,0.7577777777777778,0.7577777777777778,0.0,"[0, 3, 6, 8, 11, 14, 18, 19]"
93,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 4, 6, 13, 15, 17, 18, 19]"
94,0.1,0.7616666666666667,0.7577777777777778,0.0038888888888889417,"[2, 6, 7, 8, 11, 14, 18, 19]"
95,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 8, 9, 11, 13, 14, 15, 18]"
96,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 4, 8, 11, 12, 15, 17, 18]"
97,0.0,0.7577777777777778,0.7577777777777778,0.0,"[1, 2, 5, 6, 10, 14, 16, 17]"
98,0.0,0.7577777777777778,0.7577777777777778,0.0,"[6, 7, 8, 10, 11, 12, 17, 18]"
99,0.0,0.7577777777777778,0.7577777777777778,0.0,"[2, 3, 5, 6, 7, 10, 13, 17]"
