benchmark,method_id,subjects,mean_subject_BA,accuracy,macro_f1,NLL,Brier,ECE,exploratory,target_future_labels_used_for_fit,OUTER_TEST_USED,reference_method_id,Delta_BA,CI95_L,CI95_U,median_subject_delta,positive_subject_fraction,nonnegative_subject_fraction,worst_subject_delta,positive_fold_fraction,positive_folds,source_table
OpenBMI_MI_S1_to_S2,PERSIST_SA_FISHER_PROTECTED,54,0.760925925925926,0.7609259259259259,0.7448269279108828,0.4953057213552915,0.1620649552521499,0.0375841722062883,True,False,False,B_HISTORY_FUSION_LDA,-0.0053703703703703,-0.0177777777777777,0.0068518518518518,-0.01,0.3703703703703703,0.4444444444444444,-0.12,0.4,2,OPENBMI_ENCODER_FINETUNING.csv
OpenBMI_MI_S1_to_S2,FT_GENERIC_SELECTED,54,0.7605555555555557,0.7605555555555555,0.7435951248116112,0.499513256653456,0.163701947776964,0.0440552107640003,True,False,False,B_HISTORY_FUSION_LDA,-0.0057407407407407,-0.0199999999999999,0.009074074074074,-0.01,0.3518518518518518,0.4629629629629629,-0.13,0.4,2,OPENBMI_ENCODER_FINETUNING.csv
OpenBMI_MI_S1_to_S2,B_HISTORY_FUSION_LOGISTIC,54,0.7583333333333333,0.7583333333333333,0.742234908337119,0.4886153828053732,0.1610473701859529,0.0409615896025147,True,False,False,B_HISTORY_FUSION_LDA,-0.0079629629629629,-0.0157407407407407,-0.0001851851851851,-0.0099999999999999,0.2592592592592592,0.4629629629629629,-0.09,0.0,0,OPENBMI_MATCHED_BASELINES.csv
OpenBMI_MI_S1_to_S2,PERSIST_SA_PROTECTED_BILINEAR,54,0.7562962962962961,0.7562962962962962,0.7410539121304356,0.5352719271647423,0.1741809708677265,0.0882480804968468,True,False,False,B_HISTORY_FUSION_LDA,-0.01,-0.0218518518518518,0.0016666666666666,-0.01,0.3148148148148148,0.4444444444444444,-0.15,0.2,1,OPENBMI_CONDITIONAL_ADAPTER.csv
OpenBMI_MI_S1_to_S2,B_SUBJECT_LAST_LAYER,54,0.7546296296296295,0.7546296296296297,0.7373661454505789,0.5147770640124243,0.1728057422029126,0.0338136511606019,True,False,False,B_HISTORY_FUSION_LDA,-0.0116666666666666,-0.0249999999999999,0.0005555555555555,-1.1102230246251563e-16,0.3518518518518518,0.4814814814814814,-0.19,0.0,0,OPENBMI_MATCHED_BASELINES.csv
OpenBMI_MI_S1_to_S2,FT_FROZEN_EEGNET,54,0.7540740740740743,0.7540740740740741,0.7384276810325275,0.504120600562655,0.1670766611629282,0.0376232744618256,True,False,False,B_HISTORY_FUSION_LDA,-0.0122222222222222,-0.025,-0.0001851851851851,-0.01,0.3333333333333333,0.4629629629629629,-0.1700000000000001,0.2,1,OPENBMI_ENCODER_FINETUNING.csv
OpenBMI_MI_S1_to_S2,B_SUBJECT_SHRINKAGE_LDA,54,0.7533333333333334,0.7533333333333333,0.7398908157314708,1.769232693105923,0.2211085845833049,0.210197839152018,True,False,False,B_HISTORY_FUSION_LDA,-0.0129629629629629,-0.0229629629629629,-0.0025925925925926,-0.01,0.2407407407407407,0.4259259259259259,-0.1200000000000001,0.0,0,OPENBMI_MATCHED_BASELINES.csv
OpenBMI_MI_S1_to_S2,B_POPULATION_LINEAR,54,0.752962962962963,0.752962962962963,0.7367780680472381,0.5046820468529889,0.1664631640752382,0.0427584985434851,True,False,False,B_HISTORY_FUSION_LDA,-0.0133333333333333,-0.0261111111111111,-0.0011111111111111,-0.01,0.2962962962962963,0.4074074074074074,-0.18,0.2,1,OPENBMI_MATCHED_BASELINES.csv
OpenBMI_MI_S1_to_S2,A_RANDOM_PROTECTED_CONTROL,54,0.751851851851852,0.7518518518518519,0.7382137065599245,0.5926345375669719,0.1793692879124421,0.0980848388871987,True,False,False,B_HISTORY_FUSION_LDA,-0.0144444444444444,-0.0251851851851851,-0.004074074074074,-0.01,0.2962962962962963,0.3888888888888889,-0.1200000000000001,0.4,2,OPENBMI_CONDITIONAL_ADAPTER.csv
OpenBMI_MI_S1_to_S2,B_SUPERVISED_COSINE_PROTO,54,0.743888888888889,0.7438888888888889,0.7324120985816781,0.5070632388878772,0.1677217307500192,0.0434349139608123,True,False,False,B_HISTORY_FUSION_LDA,-0.0224074074074074,-0.0355555555555555,-0.0099999999999999,-0.01,0.2407407407407407,0.3888888888888889,-0.1899999999999999,0.0,0,OPENBMI_MATCHED_BASELINES.csv
OpenBMI_MI_S1_to_S2,B_FBCSP,54,0.636851851851852,0.6368518518518519,0.612260283535173,1.1322381935517831,0.2676533041506054,0.1956707622735219,True,False,False,B_HISTORY_FUSION_LDA,-0.1294444444444444,-0.1653703703703704,-0.0953703703703703,-0.095,0.074074074074074,0.0925925925925925,-0.51,0.0,0,OPENBMI_GEOMETRY_BASELINES.csv
