fold,seed,run,audit_fold,block,rank,assignment,role,subject,n_trials,decision_logit_rms,decision_margin_displacement,decision_flip_rate,decision_total_variation,outcome_ce_effect,outcome_ba_change
0,0,0_0,0,2,2,neutral,outcome,49,200,,,,,0.024505665600525795,-0.010000000000000009
0,0,0_0,0,3,4,uncertain,decision,24,200,0.20414020466064572,0.2277670562952772,0.025,0.03822431691261921,,
0,0,0_0,0,3,4,uncertain,decision,27,200,0.18151762841973595,0.21245900123060305,0.05,0.038779813360426824,,
0,0,0_0,0,3,4,uncertain,decision,31,200,0.3998861611330504,0.4384110591490195,0.13,0.07127128062512124,,
0,0,0_0,0,3,4,uncertain,decision,34,200,0.2917562074165343,0.33610243424486014,0.055,0.0546195877806753,,
0,0,0_0,0,3,4,uncertain,decision,42,200,0.3207833402571629,0.3734960602101944,0.09,0.060215455315924545,,
0,0,0_0,0,3,4,uncertain,decision,46,200,0.4261923089385036,0.5345468519473521,0.155,0.09785953964543367,,
0,0,0_0,0,3,4,uncertain,decision,52,200,0.3994929859949383,0.47530055605747434,0.095,0.07225428566205076,,
0,0,0_0,0,3,4,uncertain,outcome,5,200,,,,,-0.006520883795974316,0.014999999999999902
0,0,0_0,0,3,4,uncertain,outcome,9,200,,,,,-0.013480794736713993,0.0050000000000000044
0,0,0_0,0,3,4,uncertain,outcome,11,200,,,,,0.004207690494997837,-0.004999999999999893
0,0,0_0,0,3,4,uncertain,outcome,30,200,,,,,-0.0031297236169282074,0.0
0,0,0_0,0,3,4,uncertain,outcome,35,200,,,,,0.007942705969614924,-0.010000000000000009
0,0,0_0,0,3,4,uncertain,outcome,39,200,,,,,0.008186357980389436,-0.020000000000000018
0,0,0_0,0,3,4,uncertain,outcome,49,200,,,,,-0.009452642651786409,0.02499999999999991
0,0,0_0,0,4,4,uncertain,decision,24,200,0.23363229189552984,0.24556499038170082,0.065,0.04260480320279109,,
0,0,0_0,0,4,4,uncertain,decision,27,200,0.2702029036723634,0.2922565912330411,0.075,0.05444751087491831,,
0,0,0_0,0,4,4,uncertain,decision,31,200,0.32301813470507773,0.3556943041984556,0.07,0.0575384422116708,,
0,0,0_0,0,4,4,uncertain,decision,34,200,0.3700510549301513,0.41619566720991213,0.12,0.07025701845352637,,
0,0,0_0,0,4,4,uncertain,decision,42,200,0.3383455225137372,0.37144335979185455,0.095,0.059284275344052756,,
0,0,0_0,0,4,4,uncertain,decision,46,200,0.36534638617258713,0.4204063505025345,0.05,0.06857472426610331,,
0,0,0_0,0,4,4,uncertain,decision,52,200,0.44872075761295865,0.509955172750319,0.135,0.08023002766519007,,
0,0,0_0,0,4,4,uncertain,outcome,5,200,,,,,0.015725684532934405,0.004999999999999893
0,0,0_0,0,4,4,uncertain,outcome,9,200,,,,,-0.0030898429463596024,-0.019999999999999907
0,0,0_0,0,4,4,uncertain,outcome,11,200,,,,,0.02023444933473232,-0.05499999999999994
0,0,0_0,0,4,4,uncertain,outcome,30,200,,,,,0.03906533286410445,-0.025000000000000133
0,0,0_0,0,4,4,uncertain,outcome,35,200,,,,,0.06977518500563734,-0.05500000000000005
0,0,0_0,0,4,4,uncertain,outcome,39,200,,,,,0.03760181355998173,0.0050000000000000044
0,0,0_0,0,4,4,uncertain,outcome,49,200,,,,,-0.018007870691766206,0.06499999999999995
0,0,0_0,0,5,4,protected,decision,24,200,0.8321423729487385,0.9351706356527828,0.37,0.1783817426335525,,
0,0,0_0,0,5,4,protected,decision,27,200,0.9443187022105906,1.066873037039224,0.45,0.21585217260328435,,
0,0,0_0,0,5,4,protected,decision,31,200,1.1398592316056277,1.2965382192199268,0.37,0.23863675787428498,,
0,0,0_0,0,5,4,protected,decision,34,200,1.3036957154204754,1.4704340481741298,0.465,0.27369322846409977,,
0,0,0_0,0,5,4,protected,decision,42,200,1.0172375275124514,1.1769349983128943,0.275,0.2082832496641843,,
0,0,0_0,0,5,4,protected,decision,46,200,1.0770157904527498,1.2200640109761833,0.435,0.22471633159143345,,
0,0,0_0,0,5,4,protected,decision,52,200,1.1985899669242688,1.3396207527448631,0.305,0.2164861147010366,,
0,0,0_0,0,5,4,protected,outcome,5,200,,,,,0.3744554247075365,-0.2350000000000001
0,0,0_0,0,5,4,protected,outcome,9,200,,,,,0.35227732738602696,-0.245
0,0,0_0,0,5,4,protected,outcome,11,200,,,,,0.1743323274318268,-0.18499999999999994
0,0,0_0,0,5,4,protected,outcome,30,200,,,,,0.28784572402371816,-0.26
0,0,0_0,0,5,4,protected,outcome,35,200,,,,,0.416450065004542,-0.24
0,0,0_0,0,5,4,protected,outcome,39,200,,,,,0.29068878514799784,-0.15000000000000002
0,0,0_0,0,5,4,protected,outcome,49,200,,,,,0.23703024790541977,-0.20500000000000007
0,0,0_0,0,6,4,neutral,decision,24,200,0.15061704996486275,0.16849883295656298,0.04,0.029062553378322385,,
0,0,0_0,0,6,4,neutral,decision,27,200,0.1844811808522693,0.20777595583018413,0.085,0.03890447929638996,,
0,0,0_0,0,6,4,neutral,decision,31,200,0.19929740293901468,0.22267808995637434,0.065,0.035751301735340774,,
0,0,0_0,0,6,4,neutral,decision,34,200,0.23258210204382573,0.27224436745822755,0.085,0.046357124048082385,,
0,0,0_0,0,6,4,neutral,decision,42,200,0.21233574940228883,0.2330306185488527,0.055,0.03717227107492753,,
0,0,0_0,0,6,4,neutral,decision,46,200,0.23766228823256388,0.2638876552200285,0.05,0.04550853221245433,,
0,0,0_0,0,6,4,neutral,decision,52,200,0.28162786981706966,0.33010116657813626,0.055,0.05088306330736712,,
0,0,0_0,0,6,4,neutral,outcome,5,200,,,,,0.022183102516575785,-0.030000000000000027
0,0,0_0,0,6,4,neutral,outcome,9,200,,,,,0.017924422168644805,0.0
0,0,0_0,0,6,4,neutral,outcome,11,200,,,,,0.003560552453725686,0.0050000000000001155
0,0,0_0,0,6,4,neutral,outcome,30,200,,,,,0.0070142639039686,-0.015000000000000124
0,0,0_0,0,6,4,neutral,outcome,35,200,,,,,0.011454456330084463,-0.015000000000000013
0,0,0_0,0,6,4,neutral,outcome,39,200,,,,,-0.006325173426567426,0.015000000000000013
0,0,0_0,0,6,4,neutral,outcome,49,200,,,,,0.006379202724897407,0.004999999999999893
0,0,0_0,1,0,1,neutral,decision,5,200,0.050346460510625246,0.05892206385195536,0.005,0.007907060072848056,,
0,0,0_0,1,0,1,neutral,decision,9,200,0.08892310439729338,0.11320255356421399,0.03,0.014691224655562399,,
0,0,0_0,1,0,1,neutral,decision,11,200,0.08565747596076068,0.11828466596871431,0.05,0.02434398871620723,,
0,0,0_0,1,0,1,neutral,decision,30,200,0.08705787144286405,0.11537942743699521,0.02,0.018830656323577374,,
0,0,0_0,1,0,1,neutral,decision,35,200,0.09864097477537868,0.12342841229774233,0.005,0.013325500258677856,,
0,0,0_0,1,0,1,neutral,decision,39,200,0.07549798958017678,0.08079073077675927,0.025,0.00886899764481542,,
0,0,0_0,1,0,1,neutral,decision,49,200,0.03758290218716499,0.044236161752194414,0.005,0.00778991358020889,,
0,0,0_0,1,0,1,neutral,outcome,4,200,,,,,0.0012319652149045618,-0.020000000000000018
0,0,0_0,1,0,1,neutral,outcome,12,200,,,,,0.006115927868061409,0.004999999999999893
0,0,0_0,1,0,1,neutral,outcome,15,200,,,,,-0.0019379653170742152,0.004999999999999893
0,0,0_0,1,0,1,neutral,outcome,26,200,,,,,0.0008708001896703421,0.0
0,0,0_0,1,0,1,neutral,outcome,29,200,,,,,-0.002195344368969642,0.015000000000000013
0,0,0_0,1,0,1,neutral,outcome,41,200,,,,,0.0016722064358829936,0.025000000000000022
0,0,0_0,1,0,1,neutral,outcome,43,200,,,,,-0.005095493895414544,0.0
0,0,0_0,1,1,1,neutral,decision,5,200,0.05586328736858471,0.06961465827484925,0.01,0.009118122572786198,,
0,0,0_0,1,1,1,neutral,decision,9,200,0.03713165887922325,0.042115175620721174,0.015,0.004830619528627059,,
0,0,0_0,1,1,1,neutral,decision,11,200,0.03521198886521101,0.039990410165160764,0.03,0.008104412871286586,,
0,0,0_0,1,1,1,neutral,decision,30,200,0.05529047622769458,0.06794415527606679,0.015,0.010990350857283988,,
0,0,0_0,1,1,1,neutral,decision,35,200,0.0516188270973731,0.05881324313814114,0.005,0.0061611543256324475,,
0,0,0_0,1,1,1,neutral,decision,39,200,0.1308249992598782,0.17582535918469566,0.035,0.019618696746839113,,
0,0,0_0,1,1,1,neutral,decision,49,200,0.038746026627219064,0.04449440963266253,0.005,0.007758962543868443,,
0,0,0_0,1,1,1,neutral,outcome,4,200,,,,,0.0018978618777354584,-0.014999999999999902
0,0,0_0,1,1,1,neutral,outcome,12,200,,,,,0.00015452803861808195,0.0
0,0,0_0,1,1,1,neutral,outcome,15,200,,,,,-0.0030867408709637444,0.0
0,0,0_0,1,1,1,neutral,outcome,26,200,,,,,-0.0011571663307890013,0.019999999999999907
0,0,0_0,1,1,1,neutral,outcome,29,200,,,,,-0.0032276002868024435,0.0
0,0,0_0,1,1,1,neutral,outcome,41,200,,,,,0.001584896373185837,0.0
0,0,0_0,1,1,1,neutral,outcome,43,200,,,,,0.005013023488796603,0.0
0,0,0_0,1,2,2,neutral,decision,5,200,0.09747468164399616,0.12449529089789758,0.03,0.017313809363629667,,
0,0,0_0,1,2,2,neutral,decision,9,200,0.04516151736232212,0.05089675006330989,0.01,0.005956239944939439,,
0,0,0_0,1,2,2,neutral,decision,11,200,0.08601284632267968,0.1125881765651208,0.06,0.023048123197777035,,
0,0,0_0,1,2,2,neutral,decision,30,200,0.09621013992923855,0.11046462863175066,0.025,0.017598485277439332,,
0,0,0_0,1,2,2,neutral,decision,35,200,0.07827752320756723,0.08644899150927479,0.01,0.009184544370536812,,
0,0,0_0,1,2,2,neutral,decision,39,200,0.10134878195193452,0.11803583280359202,0.025,0.013518909212869412,,
0,0,0_0,1,2,2,neutral,decision,49,200,0.11538016639107414,0.15334497648046816,0.02,0.026953395635988028,,
0,0,0_0,1,2,2,neutral,outcome,4,200,,,,,0.0022468415120208236,-0.0050000000000000044
0,0,0_0,1,2,2,neutral,outcome,12,200,,,,,-0.00024004471873800864,-0.0050000000000000044
0,0,0_0,1,2,2,neutral,outcome,15,200,,,,,-0.006595361263544455,-0.010000000000000009
0,0,0_0,1,2,2,neutral,outcome,26,200,,,,,-0.005077655098109435,0.019999999999999907
0,0,0_0,1,2,2,neutral,outcome,29,200,,,,,-0.002434758237712238,0.009999999999999898
0,0,0_0,1,2,2,neutral,outcome,41,200,,,,,0.0035898230869350995,-0.015000000000000013
0,0,0_0,1,2,2,neutral,outcome,43,200,,,,,0.007490810041637663,-0.020000000000000018
0,0,0_0,1,3,4,uncertain,decision,5,200,0.2587673415771878,0.29349562017285835,0.035,0.03706427490491871,,
0,0,0_0,1,3,4,uncertain,decision,9,200,0.31823444619121327,0.3477478832207654,0.03,0.0410285673313807,,
0,0,0_0,1,3,4,uncertain,decision,11,200,0.17806319056116188,0.21331049078272177,0.09,0.0427679584702323,,
0,0,0_0,1,3,4,uncertain,decision,30,200,0.5327082378082226,0.6797914292708407,0.155,0.1142618569193639,,
0,0,0_0,1,3,4,uncertain,decision,35,200,0.23856047726931479,0.2706066853027825,0.02,0.025070820031809035,,
0,0,0_0,1,3,4,uncertain,decision,39,200,0.24511756432179901,0.27194263883199227,0.035,0.0311285262406658,,
0,0,0_0,1,3,4,uncertain,decision,49,200,0.24228432531145294,0.2662316544699991,0.065,0.047311762906967994,,
0,0,0_0,1,3,4,uncertain,outcome,4,200,,,,,0.01028581665433582,-0.020000000000000018
0,0,0_0,1,3,4,uncertain,outcome,12,200,,,,,0.02918913858122758,-0.025000000000000022
0,0,0_0,1,3,4,uncertain,outcome,15,200,,,,,0.0148271672996324,-0.020000000000000018
0,0,0_0,1,3,4,uncertain,outcome,26,200,,,,,0.014300442996611271,0.0
0,0,0_0,1,3,4,uncertain,outcome,29,200,,,,,0.008830211874560609,-0.0050000000000000044
0,0,0_0,1,3,4,uncertain,outcome,41,200,,,,,0.02206903169330966,-0.010000000000000009
0,0,0_0,1,3,4,uncertain,outcome,43,200,,,,,0.004757421605511852,0.004999999999999893
0,0,0_0,1,4,4,uncertain,decision,5,200,0.30449698411222587,0.3259337928000435,0.04,0.039166403157032896,,
0,0,0_0,1,4,4,uncertain,decision,9,200,0.45098076644727747,0.5134369754065409,0.065,0.060313440575184306,,
0,0,0_0,1,4,4,uncertain,decision,11,200,0.2795524155270576,0.3146336068063001,0.125,0.06450400528814529,,
0,0,0_0,1,4,4,uncertain,decision,30,200,0.3036245037774583,0.3596749083011528,0.065,0.05758349959556181,,
0,0,0_0,1,4,4,uncertain,decision,35,200,0.5594821341269901,0.618461480082484,0.07,0.07878145359295555,,
0,0,0_0,1,4,4,uncertain,decision,39,200,0.44668199987789076,0.5139041759145653,0.05,0.05375345014331037,,
0,0,0_0,1,4,4,uncertain,decision,49,200,0.3707982497229481,0.43405596815009206,0.085,0.07885426989092538,,
0,0,0_0,1,4,4,uncertain,outcome,4,200,,,,,0.017251563549614327,-0.025000000000000022
0,0,0_0,1,4,4,uncertain,outcome,12,200,,,,,0.030562783793627393,-0.030000000000000027
0,0,0_0,1,4,4,uncertain,outcome,15,200,,,,,0.017625047393660363,-0.0050000000000001155
0,0,0_0,1,4,4,uncertain,outcome,26,200,,,,,0.014403237476285795,0.019999999999999907
0,0,0_0,1,4,4,uncertain,outcome,29,200,,,,,0.018550036437572196,-0.010000000000000009
0,0,0_0,1,4,4,uncertain,outcome,41,200,,,,,0.01859375361657854,0.0
0,0,0_0,1,4,4,uncertain,outcome,43,200,,,,,0.004856025767703138,-1.1102230246251565e-16
0,0,0_0,1,5,4,protected,decision,5,200,1.4000705746107738,1.6949309065102312,0.325,0.2732143426280791,,
0,0,0_0,1,5,4,protected,decision,9,200,1.6358412627673418,1.9382895472187676,0.33,0.27847215179239604,,
0,0,0_0,1,5,4,protected,decision,11,200,0.8522309073235256,0.987818496467429,0.465,0.21287788332125143,,
0,0,0_0,1,5,4,protected,decision,30,200,1.166108252845229,1.3169518595673446,0.385,0.2319194476976066,,
0,0,0_0,1,5,4,protected,decision,35,200,1.6138336883871833,1.9707200191528609,0.265,0.29018442698251956,,
0,0,0_0,1,5,4,protected,decision,39,200,1.7138396581177666,2.077076408394589,0.27,0.28339807814037227,,
0,0,0_0,1,5,4,protected,decision,49,200,0.8829144272058401,1.0146815379369951,0.315,0.19479435959187788,,
0,0,0_0,1,5,4,protected,outcome,4,200,,,,,0.13837722993909762,-0.24
0,0,0_0,1,5,4,protected,outcome,12,200,,,,,0.21693353550539643,-0.18000000000000005
0,0,0_0,1,5,4,protected,outcome,15,200,,,,,0.3210369289487818,-0.31500000000000006
0,0,0_0,1,5,4,protected,outcome,26,200,,,,,0.34605265346488073,-0.27
0,0,0_0,1,5,4,protected,outcome,29,200,,,,,0.23425918318925432,-0.1050000000000001
0,0,0_0,1,5,4,protected,outcome,41,200,,,,,0.11984828989742174,-0.10999999999999999
0,0,0_0,1,5,4,protected,outcome,43,200,,,,,0.2701532204894994,-0.2250000000000001
0,0,0_0,1,6,4,neutral,decision,5,200,0.23408735056055197,0.2604831087475376,0.035,0.03332903835594201,,
0,0,0_0,1,6,4,neutral,decision,9,200,0.22097845748904268,0.25581766158659075,0.04,0.02920622543054458,,
0,0,0_0,1,6,4,neutral,decision,11,200,0.1479864590415233,0.1712403824341313,0.075,0.035272035880547996,,
0,0,0_0,1,6,4,neutral,decision,30,200,0.19659487076724722,0.22946676715840425,0.035,0.03661189147104056,,
0,0,0_0,1,6,4,neutral,decision,35,200,0.4026207983401546,0.43092985176252313,0.03,0.04441341292159745,,
0,0,0_0,1,6,4,neutral,decision,39,200,0.3367180630121954,0.3949370449820775,0.065,0.04124499290508716,,
0,0,0_0,1,6,4,neutral,decision,49,200,0.2019164941481479,0.2174463455890468,0.055,0.03671678203416047,,
0,0,0_0,1,6,4,neutral,outcome,4,200,,,,,0.004588969721282444,-0.010000000000000009
0,0,0_0,1,6,4,neutral,outcome,12,200,,,,,0.01670906966787038,-0.0050000000000001155
0,0,0_0,1,6,4,neutral,outcome,15,200,,,,,0.03285174671093174,-0.040000000000000036
0,0,0_0,1,6,4,neutral,outcome,26,200,,,,,-0.004155415658874499,0.03499999999999992
0,0,0_0,1,6,4,neutral,outcome,29,200,,,,,-0.007665165822966475,0.019999999999999907
0,0,0_0,1,6,4,neutral,outcome,41,200,,,,,0.032482478267004955,-0.04999999999999993
0,0,0_0,1,6,4,neutral,outcome,43,200,,,,,0.009166247889891585,0.0
0,0,0_0,2,0,1,neutral,decision,4,200,0.07608572978804336,0.10603718911977811,0.055,0.022927183592049212,,
0,0,0_0,2,0,1,neutral,decision,12,200,0.11174901923442311,0.15017574280359006,0.03,0.024781833961198273,,
0,0,0_0,2,0,1,neutral,decision,15,200,0.04505610761616614,0.054793471682308276,0.015,0.009201815513785981,,
0,0,0_0,2,0,1,neutral,decision,26,200,0.06526900718183358,0.07775419789023574,0.01,0.010566384465533176,,
0,0,0_0,2,0,1,neutral,decision,29,200,0.051252404734542345,0.06315187216293365,0.01,0.006024069844192037,,
0,0,0_0,2,0,1,neutral,decision,41,200,0.05802566994405797,0.07403787848001843,0.07,0.016341502655092016,,
0,0,0_0,2,0,1,neutral,decision,43,200,0.09415384215482792,0.11016297409602348,0.015,0.015745147979934163,,
0,0,0_0,2,0,1,neutral,outcome,7,200,,,,,-0.0014553690526543767,0.0050000000000000044
0,0,0_0,2,0,1,neutral,outcome,8,200,,,,,0.001033422264547665,-0.010000000000000009
0,0,0_0,2,0,1,neutral,outcome,20,200,,,,,0.0006069503278151971,-0.004999999999999893
0,0,0_0,2,0,1,neutral,outcome,25,200,,,,,0.0028219464282144887,0.0
0,0,0_0,2,0,1,neutral,outcome,38,200,,,,,0.006869641696780909,-0.015000000000000013
0,0,0_0,2,0,1,neutral,outcome,44,200,,,,,-0.006552359443910744,0.0
0,0,0_0,2,0,1,neutral,outcome,51,200,,,,,-0.0013434675058903278,0.0
0,0,0_0,2,1,1,neutral,decision,4,200,0.08333655148381126,0.11095422044620026,0.065,0.024233355389163512,,
0,0,0_0,2,1,1,neutral,decision,12,200,0.07705903506036609,0.09981009435979377,0.03,0.01653061962284284,,
0,0,0_0,2,1,1,neutral,decision,15,200,0.09026355216984365,0.11536231503192598,0.015,0.019005043268249085,,
0,0,0_0,2,1,1,neutral,decision,26,200,0.08694803280191339,0.1130382135929159,0.005,0.015415235299171676,,
0,0,0_0,2,1,1,neutral,decision,29,200,0.11438692189028934,0.14272394367901658,0.015,0.012869445096857836,,
0,0,0_0,2,1,1,neutral,decision,41,200,0.05287786828163195,0.06443300702024134,0.035,0.014393349812463927,,
0,0,0_0,2,1,1,neutral,decision,43,200,0.0776300302540295,0.10174110203190573,0.01,0.015172789644734435,,
0,0,0_0,2,1,1,neutral,outcome,7,200,,,,,0.004112948834986005,-0.019999999999999907
0,0,0_0,2,1,1,neutral,outcome,8,200,,,,,0.0034454524588805368,0.0
0,0,0_0,2,1,1,neutral,outcome,20,200,,,,,-0.009479472587241904,0.010000000000000009
0,0,0_0,2,1,1,neutral,outcome,25,200,,,,,-0.001782449120528964,0.0050000000000000044
0,0,0_0,2,1,1,neutral,outcome,38,200,,,,,0.0004133041233070567,0.0050000000000000044
0,0,0_0,2,1,1,neutral,outcome,44,200,,,,,-0.0040766951886877035,0.0
0,0,0_0,2,1,1,neutral,outcome,51,200,,,,,-0.006842334778834389,-0.0050000000000000044
0,0,0_0,2,2,2,neutral,decision,4,200,0.05499814584450496,0.06877669537013631,0.025,0.014174486184735486,,
0,0,0_0,2,2,2,neutral,decision,12,200,0.10564064280282225,0.13664176089966248,0.04,0.022426352247569045,,
0,0,0_0,2,2,2,neutral,decision,15,200,0.130678492897201,0.16835021497842895,0.03,0.028484771272071576,,
0,0,0_0,2,2,2,neutral,decision,26,200,0.12910872415230729,0.17487186500542357,0.02,0.023316708492802915,,
0,0,0_0,2,2,2,neutral,decision,29,200,0.09087311817765098,0.11356228238788436,0.015,0.011981226998433679,,
0,0,0_0,2,2,2,neutral,decision,41,200,0.047176311405800316,0.05412145649153512,0.02,0.011740031672694318,,
0,0,0_0,2,2,2,neutral,decision,43,200,0.08878439553434353,0.11105040513292234,0.02,0.01733873653478815,,
0,0,0_0,2,2,2,neutral,outcome,7,200,,,,,0.004295607145243444,-0.019999999999999907
0,0,0_0,2,2,2,neutral,outcome,8,200,,,,,0.00758180348222153,-0.015000000000000124
0,0,0_0,2,2,2,neutral,outcome,20,200,,,,,-0.010795962966663263,0.010000000000000009
0,0,0_0,2,2,2,neutral,outcome,25,200,,,,,-0.00606260331342128,0.010000000000000009
0,0,0_0,2,2,2,neutral,outcome,38,200,,,,,0.006869637171172406,-0.010000000000000009
0,0,0_0,2,2,2,neutral,outcome,44,200,,,,,-0.005054503332016251,-0.010000000000000009
0,0,0_0,2,2,2,neutral,outcome,51,200,,,,,-0.0016166552123127393,0.0050000000000000044
0,0,0_0,2,3,4,uncertain,decision,4,200,0.19770820853210608,0.2549580770549532,0.145,0.05363392037850682,,
0,0,0_0,2,3,4,uncertain,decision,12,200,0.24528319221866135,0.2868184589831427,0.055,0.04759512871108653,,
0,0,0_0,2,3,4,uncertain,decision,15,200,0.253952393149591,0.2913515806535965,0.055,0.04640195589288923,,
0,0,0_0,2,3,4,uncertain,decision,26,200,0.2011201177642122,0.22954909888983407,0.015,0.02884843548385691,,
0,0,0_0,2,3,4,uncertain,decision,29,200,0.2005594035508657,0.22023586883130009,0.025,0.022023015171737357,,
0,0,0_0,2,3,4,uncertain,decision,41,200,0.2903421698600985,0.335938948380593,0.135,0.07130127983039274,,
0,0,0_0,2,3,4,uncertain,decision,43,200,0.33297087088630695,0.3887884818731544,0.08,0.05869788238178164,,
0,0,0_0,2,3,4,uncertain,outcome,7,200,,,,,0.03155431331437293,-0.04999999999999993
0,0,0_0,2,3,4,uncertain,outcome,8,200,,,,,0.018833933901244947,-0.025000000000000133
0,0,0_0,2,3,4,uncertain,outcome,20,200,,,,,0.0182005565333548,-0.040000000000000036
0,0,0_0,2,3,4,uncertain,outcome,25,200,,,,,0.06817225936945409,-0.08000000000000007
0,0,0_0,2,3,4,uncertain,outcome,38,200,,,,,0.0021689026484096032,0.0050000000000000044
0,0,0_0,2,3,4,uncertain,outcome,44,200,,,,,-0.010609411305331537,-0.004999999999999893
0,0,0_0,2,3,4,uncertain,outcome,51,200,,,,,0.04847032846341238,-0.020000000000000018
0,0,0_0,2,4,4,uncertain,decision,4,200,0.1557197840987352,0.17665901607819406,0.09,0.03674371398704964,,
0,0,0_0,2,4,4,uncertain,decision,12,200,0.3647160724493275,0.422495874440187,0.105,0.0723800277599699,,
0,0,0_0,2,4,4,uncertain,decision,15,200,0.3236169662274427,0.3670997981468635,0.075,0.062175046251909255,,
0,0,0_0,2,4,4,uncertain,decision,26,200,0.37754246475820286,0.42596833450669513,0.075,0.05604299961684133,,
0,0,0_0,2,4,4,uncertain,decision,29,200,0.419674518340367,0.4847564169912946,0.045,0.037198591664043386,,
0,0,0_0,2,4,4,uncertain,decision,41,200,0.23917615238672804,0.27364242533411764,0.11,0.05824126096556672,,
0,0,0_0,2,4,4,uncertain,decision,43,200,0.3593887426692917,0.41219952270265653,0.09,0.06087498319616465,,
