fold,seed,run,block,rank,assignment,audit_fold,n_fit_subjects,n_decision_subjects,n_outcome_subjects,persistence_strength,geometry_strength,jacobian_energy,jacobian_random_mean,jacobian_ratio,decision_logit_rms,decision_random_logit_mean,decision_logit_ratio,decision_margin_displacement,decision_flip_rate,decision_total_variation,outcome_ce_effect,outcome_ba_change,signed_u_abs,signed_u_spec,outer_test_used
2,0,2_0,0,1,neutral,2.0,20.4,6.8,6.8,0.9073728919029236,0.44238095238095243,0.0,5.122209800618122e-06,0.0,0.018545328738725247,0.7566673188023221,0.02800595674311459,0.023694334995921204,0.007595238095238095,0.004053710821645557,-0.001416521839040392,-2.3809523809523515e-05,3.5511067070388935e-05,-0.0049643673752632,0.0
2,0,2_0,1,1,neutral,2.0,20.4,6.8,6.8,0.5783767700195312,0.04190476190476191,0.0,5.321846805052063e-06,0.0,0.058611347085283774,0.25118269137288174,0.23830394995896592,0.06959938562434312,0.014857142857142857,0.010368968927105388,0.002221778711989371,-0.005285714285714288,-0.0003752616211429,-0.0052768872171929,0.0
2,0,2_0,2,2,neutral,2.0,20.4,6.8,6.8,0.4169066846370697,0.33731937518217525,0.0,5.561949176107333e-06,0.0,0.25618022808238833,0.5212582533574993,0.49414169717181045,0.3276458432839095,0.0815952380952381,0.05247676371605723,0.012279628899005227,-0.009761904761904762,0.0011785027906108,-0.0108532574439235,0.0
2,0,2_0,3,4,uncertain,2.0,20.4,6.8,6.8,0.21656173467636108,0.6057934565267915,0.0,5.321258287324886e-06,0.0,0.6054635792095483,0.5922812819464834,1.0271781388370154,0.7143903872255923,0.14250000000000002,0.10154558484368251,0.06307066663340177,-0.046333333333333324,0.0151729382251397,-0.0064567664246012,0.0
2,0,2_0,4,4,uncertain,2.0,20.4,6.8,6.8,0.11954610049724579,0.5687815070039762,0.0,5.182590517569812e-06,0.0,0.43164613039007016,0.5839770607003635,0.7434486252978224,0.4981632962489109,0.10371428571428569,0.07028880566686349,0.03779999898460721,-0.020738095238095243,0.0138842568751395,-0.0085108038801148,0.0
2,0,2_0,5,4,protected,2.0,20.4,6.8,6.8,0.057269129902124405,0.7326807628745586,9.851330551930623e-06,5.148179614719413e-06,2.148688113491659,0.7265730987258376,0.5118173646667759,1.424677024159549,0.8310882402381466,0.17485714285714288,0.12124511666335576,0.08624150997081585,-0.05964285714285714,0.0313056530178269,0.0118826039315434,0.0
2,0,2_0,6,4,protected,2.0,20.4,6.8,6.8,0.015741679817438126,0.8728689000048849,1.605196712047834e-05,5.092218829442268e-06,2.847204767405561,0.7427466663388258,0.3742070142496612,1.9887289810627866,0.8464092565916405,0.18678571428571428,0.13020225052112563,0.08581019104910455,-0.0590952380952381,0.0386452048924787,0.023061955733712,0.0
2,1,2_1,0,1,neutral,2.0,20.4,6.8,6.8,0.8831262588500977,0.2657142857142857,0.0,5.33743458779213e-05,0.0,0.037614486769405556,1.0134338550258402,0.037253350247041316,0.04796912408201029,0.011095238095238094,0.007014073670650056,-0.00048062431460057554,-0.0007857142857142826,-0.0002081436322594,-0.0067924817235372,0.0
2,1,2_1,1,1,neutral,2.0,20.4,6.8,6.8,0.5373363494873047,0.29333333333333333,0.0,4.929228447209963e-05,0.0,0.07864413214762812,0.42754854087701794,0.17769720836649666,0.09322647049444437,0.014380952380952383,0.010761366833502154,-0.00011408885346008723,-0.00033333333333333267,-0.0001891553859049,-0.007374557407359999,0.0
2,1,2_1,2,1,neutral,2.0,20.4,6.8,6.8,0.43631458282470703,0.05428571428571429,0.0,5.020090444716324e-05,0.0,0.055444712589734824,0.4518017580012196,0.13777660344913722,0.06767353962575262,0.010476190476190476,0.008608051664384808,-0.0020002205230093316,0.0024285714285714275,-0.0003462030631867,-0.007218646275624299,0.0
2,1,2_1,3,1,neutral,2.0,20.4,6.8,6.8,0.3619701564311981,0.2638095238095238,0.0,4.3760813440362555e-05,0.0,0.10975971589761131,0.4412431711599016,0.25253712762310127,0.1374959486356749,0.021833333333333333,0.017592808616109033,0.0032674333951552767,-0.0030714285714285765,0.0003222153385527,-0.006287700472235,0.0
2,1,2_1,4,4,uncertain,2.0,20.4,6.8,6.8,0.20863476395606995,0.6130619608359337,0.0,4.861654014235974e-05,0.0,0.5998838151218966,0.7221861819342268,0.826878757954494,0.7054689977164654,0.10688095238095238,0.08485131397995946,0.054153485518623624,-0.03564285714285714,0.0099890445447247,-0.0206500540275802,0.0
2,1,2_1,5,4,protected,2.0,20.4,6.8,6.8,0.11046647280454636,0.7765948738968642,4.591336507440833e-05,4.840542899088083e-05,1.148489733651574,1.0634797512707705,0.6913609866832962,1.533504267122337,1.224639134901134,0.1738095238095238,0.1412381111512518,0.12223411534370476,-0.07326190476190478,0.0387264646847661,0.0145440272434982,0.0
2,1,2_1,6,4,protected,2.0,20.4,6.8,6.8,0.06452128291130066,0.7387425782688273,0.00020017027842122315,4.953358393796133e-05,3.874261484948471,1.1699971184194282,0.8352867103154461,1.3986078976937224,1.3743633110859075,0.2094761904761905,0.16614202681669762,0.154444650976942,-0.09876190476190476,0.0542614477871976,0.0328367306512303,0.0
2,1,2_1,7,4,uncertain,2.0,20.4,6.8,6.8,0.018466759473085403,0.7079204345452011,0.0,4.9668163916993544e-05,0.0,0.7945403996648435,0.5555981412799722,1.4241900425256189,0.9086469413131069,0.15988095238095237,0.12197548501241626,0.09175011851270215,-0.06116666666666666,0.0362853173083529,0.0102736957276958,0.0
