dataset,model,fold,seed,run,direction,persistence,geometry_strength,rank,identity,decision,consequence
OpenBMI,CBraMod,1,1,f1,7,0.5703456056599928,6.838860570697914,8,-0.012210464429843748,0.20237874195776115,-0.010535940572790224
OpenBMI,CBraMod,1,2,f1,0,0.8548728236634453,7.852188923957606,1,0.20020071235932446,0.41938603447421835,-0.007245826809608368
OpenBMI,CBraMod,1,2,f1,1,0.8190664504647073,3.1132242059495456,2,0.034462143876988316,0.11645839235135513,-0.010859370490649665
OpenBMI,CBraMod,1,2,f1,2,0.798822859491618,5.885640988286034,3,0.031852941189281836,0.0059179568233254445,5.7551786984389086e-05
OpenBMI,CBraMod,1,2,f1,3,0.7201072381769139,1.9479815233631805,4,0.047099429111778335,0.024353396344506183,4.174327937443142e-05
OpenBMI,CBraMod,1,2,f1,4,0.7108844617668375,2.488692691487739,5,0.06868440193701852,0.011045510772959328,0.00030266580488653544
OpenBMI,CBraMod,1,2,f1,5,0.6595310533243323,6.444236238611085,6,0.07697298023064159,0.16136439788352444,-0.0027623580659784587
OpenBMI,CBraMod,1,2,f1,6,0.6062688059488929,3.6480086963828575,7,0.02075166700700848,0.09597515836638233,-0.004603257245507008
OpenBMI,CBraMod,1,2,f1,7,0.5733508364299655,5.192356618606223,8,0.11444049924390076,0.13029893471454884,-0.0012595538297843869
OpenBMI,CBraMod,2,0,f2,0,0.8800861790321407,6.244924453949902,1,0.044190395740906996,0.19779807970631078,-0.010502636007133047
OpenBMI,CBraMod,2,0,f2,1,0.8026802354360006,5.995447339012838,2,0.010119685670920253,0.02623068406243805,-0.0010910142183796086
OpenBMI,CBraMod,2,0,f2,2,0.7724795608399194,3.0670256557237154,3,-0.010460214508609789,0.03209005357648007,-0.00033382245175209586
OpenBMI,CBraMod,2,0,f2,3,0.7448220478300208,3.126541919826039,4,0.152524385210429,0.014814111668810704,0.0001142950144263707
OpenBMI,CBraMod,2,0,f2,4,0.7146208113162967,2.5509086742627987,5,0.02688188055921381,0.04216017476213176,-0.0010623350739625511
OpenBMI,CBraMod,2,0,f2,5,0.6863137556424381,3.66860498038696,6,-0.031368839648839075,0.0360378771354983,-0.0014268395954690493
OpenBMI,CBraMod,2,0,f2,6,0.6706589421653011,10.659883467542866,7,-0.08164504004009765,0.5144896674175463,-0.012855033444057832
OpenBMI,CBraMod,2,0,f2,7,0.6584526287908843,5.315222824402039,8,0.03470767877568848,0.25319209145301663,-0.013109700798310052
OpenBMI,CBraMod,2,1,f2,0,0.822393009963757,7.065048335140741,1,0.2797335530381224,0.04508215435906252,0.00035973406819647403
OpenBMI,CBraMod,2,1,f2,1,0.7988609343243357,6.0428101635327485,2,0.07643630634035936,0.010146740801810635,0.0004004716993641215
OpenBMI,CBraMod,2,1,f2,2,0.7708037315209937,5.624038298610397,3,0.0265483323425304,0.022275331241895825,-0.0001086947110441875
OpenBMI,CBraMod,2,1,f2,3,0.7501716597191708,4.060603296534448,4,0.0010539049755605712,0.08504512836041388,0.0022623130053273967
OpenBMI,CBraMod,2,1,f2,4,0.7293517699362455,3.21102667745185,5,-0.015186271404358465,0.06067209290062379,-0.0035382886679839326
OpenBMI,CBraMod,2,1,f2,5,0.7031139499680479,7.379483739635864,6,0.06381517086437638,0.11948178601696766,-0.004062669428031085
OpenBMI,CBraMod,2,1,f2,6,0.6596133033412311,5.329709030123572,7,0.0366389300565414,0.07686284500887579,-0.004245885958932245
OpenBMI,CBraMod,2,1,f2,7,0.6445116083111624,2.6985493781526757,8,0.00043211661966224835,0.020213499023257395,-0.0005591715590725591
OpenBMI,CBraMod,2,2,f2,0,0.911800681884573,9.740412460578934,1,0.2768191885681277,0.21984448517170263,-0.006325346643916498
OpenBMI,CBraMod,2,2,f2,1,0.873769431204537,6.114147758621786,2,0.014502302370743236,0.1368659860856025,-0.005607660816349571
OpenBMI,CBraMod,2,2,f2,2,0.8473523726419548,6.650092486010803,3,0.08550612394064305,0.16689114755001366,-0.010764170457547437
OpenBMI,CBraMod,2,2,f2,3,0.7981013749839435,3.6300609669053587,4,-9.588375496050183e-05,0.04875364561257015,-0.001379379318286466
OpenBMI,CBraMod,2,2,f2,4,0.7191447928290405,7.542255634270062,5,0.12444068393677665,0.12571331855067938,-0.00114847517180732
OpenBMI,CBraMod,2,2,f2,5,0.6991157015346472,4.358312677547213,6,-0.001991339793609437,0.21364839886728837,-0.013668153818564335
OpenBMI,CBraMod,2,2,f2,6,0.6988410844675566,5.434725037046923,7,-0.007067745550134341,0.13869135903501156,-0.009729740234873656
OpenBMI,CBraMod,2,2,f2,7,0.679849567189901,4.148441908312182,8,0.015860803030869453,0.047394451722491585,-0.0027055449603326735
OpenBMI,CBraMod,3,0,f3,0,0.8245061534543343,8.512868970523222,1,-0.019761673714699723,0.2981825045523272,0.01784771060046887
OpenBMI,CBraMod,3,0,f3,1,0.7598059138191086,9.06384234476562,2,0.031716262603903034,0.267897690680845,0.010454339533912935
OpenBMI,CBraMod,3,0,f3,2,0.7484127458514663,2.763029242967389,3,0.0007947729208638288,0.04551223784453727,0.0017060064668423683
OpenBMI,CBraMod,3,0,f3,3,0.7451595620114403,3.5032048089162338,4,-0.040407416587103895,0.05448958930027785,0.0016777680067211703
OpenBMI,CBraMod,3,0,f3,4,0.7345833542228645,4.507368362571089,5,-0.009852908841542996,0.003667966316527348,9.57810722151434e-05
OpenBMI,CBraMod,3,0,f3,5,0.5631710637920795,2.03634163982439,6,0.0509416976260324,0.01504519801853805,0.000523325491100736
OpenBMI,CBraMod,3,0,f3,6,0.5628879089091559,1.706132578022686,7,0.003034218145626877,0.003413441606951166,1.7076770552819028e-05
OpenBMI,CBraMod,3,0,f3,7,0.5206846137709056,6.801688529994687,8,0.017830745655313285,0.2901208462858686,0.015753385559179232
OpenBMI,CBraMod,3,1,f3,0,0.840136460103521,8.878868324683534,1,0.06400254077252387,0.45213948601563525,-0.013631883842234828
OpenBMI,CBraMod,3,1,f3,1,0.8112210416573908,4.788066513385933,2,0.0058784920540941865,0.1477416619388512,0.00379883417412946
OpenBMI,CBraMod,3,1,f3,2,0.7864155479510815,1.6301717234992763,3,0.011772077987563412,0.02166595893427163,0.0009158574616699142
OpenBMI,CBraMod,3,1,f3,3,0.7661524991636928,2.27112026264984,4,0.019170188721573833,0.03829586534424075,0.0005153136876744324
OpenBMI,CBraMod,3,1,f3,4,0.7380543677602147,2.469611555900274,5,0.03720287895236729,0.029334701763979655,0.0007497927329816031
OpenBMI,CBraMod,3,1,f3,5,0.7168587956021086,4.795015220541814,6,0.0787238551633529,0.08126812013902483,0.0030138996554394328
OpenBMI,CBraMod,3,1,f3,6,0.6889555809923336,2.250632640422719,7,0.01594284429474624,0.05006890237573845,-0.00033060403224696147
OpenBMI,CBraMod,3,1,f3,7,0.5836186225043042,2.514078941287329,8,-0.02045361289934733,0.02859019308933512,0.0012179789375048435
OpenBMI,CBraMod,3,2,f3,0,0.8089837059132723,6.244775032590473,1,-0.009420334240465289,0.004031893770104212,0.00044909959390727
OpenBMI,CBraMod,3,2,f3,1,0.785098055185439,3.4517639012847336,2,0.11930440715019652,0.08044080202998097,-0.0036869221092302317
OpenBMI,CBraMod,3,2,f3,2,0.7704240963494904,2.622108471017,3,0.004920869373981951,0.02392121157684189,-0.0007945528158318266
OpenBMI,CBraMod,3,2,f3,3,0.7124923526400405,8.728442914874323,4,0.06748433052911507,0.2725438394091522,0.003592102819873992
OpenBMI,CBraMod,3,2,f3,4,0.6868895879326654,9.322458781809367,5,0.012062583300596952,0.02500150098740678,-0.00441354954704638
OpenBMI,CBraMod,3,2,f3,5,0.6163698749690519,3.240350394989302,6,-0.024598285025231537,0.07173181883960908,-0.0047663897420078035
OpenBMI,CBraMod,3,2,f3,6,0.5814429699687292,3.463015005353293,7,-0.02211460844854507,0.0009754754609884144,-6.233530798943818e-05
OpenBMI,CBraMod,3,2,f3,7,0.5747334677310755,3.996016347099995,8,-0.014929324921917342,0.02010431391532929,-0.00020358726003321436
OpenBMI,CBraMod,4,0,f4,0,0.8786682661778001,2.606236996653139,1,-0.08999133192257147,0.048283547983575266,0.002124784001695649
OpenBMI,CBraMod,4,0,f4,1,0.8501976234494374,7.637990820007355,2,0.12087410705251123,0.1128544634938593,-0.0021285304305769114
OpenBMI,CBraMod,4,0,f4,2,0.8348883436215446,7.126056577255889,3,0.04342516631865767,0.10412958462866215,-0.0019163448057678775
OpenBMI,CBraMod,4,0,f4,3,0.8266566959676617,5.724151915314641,4,0.11885075499123965,0.26801675283337983,0.008872178719260146
OpenBMI,CBraMod,4,0,f4,4,0.6654094227736351,2.365063119244955,5,-0.012722358526795818,0.02414968141129426,0.00013324256610395234
OpenBMI,CBraMod,4,0,f4,5,0.6596558559719974,12.52445749438007,6,0.08095820526184949,0.547970653304468,0.024286563145638883
OpenBMI,CBraMod,4,0,f4,6,0.6434437722740466,8.34990343198239,7,-0.004707219697810516,0.2990395694899221,0.009237560533014033
OpenBMI,CBraMod,4,0,f4,7,0.6328735956476631,1.9435654945333087,8,0.01695482079130095,0.027616872303524772,-0.0004413278408841852
OpenBMI,CBraMod,4,1,f4,0,0.9145334679771582,8.083436077892294,1,0.09087810918254413,0.04615748157387837,-0.00180916236478228
OpenBMI,CBraMod,4,1,f4,1,0.8419070262581939,3.8808451197680123,2,0.024138289368912602,0.007933954443898616,0.0002001774385671329
OpenBMI,CBraMod,4,1,f4,2,0.8361737289766091,5.210395197553529,3,0.07208018857209564,0.1305596511489398,-0.005396084333830138
OpenBMI,CBraMod,4,1,f4,3,0.8221004971470256,4.620005250720371,4,0.12088336797088939,0.013588252310763547,2.3029654020541337e-05
OpenBMI,CBraMod,4,1,f4,4,0.7851266934866871,9.674032024716475,5,-0.004120028166223033,0.007972473365784228,-0.00030160239435916467
OpenBMI,CBraMod,4,1,f4,5,0.6750566280077618,3.110171268478002,6,0.1211471829375661,0.003982794115351649,2.856065523812045e-05
OpenBMI,CBraMod,4,1,f4,6,0.65000601081334,4.941150627535056,7,0.027357339893888666,0.07802428934343024,-0.0029224573315368672
OpenBMI,CBraMod,4,1,f4,7,0.6389874447976965,6.596460616784587,8,0.05604509729598073,0.04318368210250585,0.0003050972261294054
OpenBMI,CBraMod,4,2,f4,0,0.878368181295723,6.361833967739907,1,0.010087006174452684,0.08772259072061711,-0.001976328314040628
OpenBMI,CBraMod,4,2,f4,1,0.8629169266047426,6.564098261593222,2,0.16087205776067504,8.005225102422108e-05,-5.062067562249374e-07
OpenBMI,CBraMod,4,2,f4,2,0.7773608908901909,3.9465270505046033,3,0.03024799579598958,0.008005265145217464,0.00013537413554243934
OpenBMI,CBraMod,4,2,f4,3,0.760957938002736,7.43360922988437,4,-0.12341942634535596,0.1670164972226231,0.00017518988857244093
OpenBMI,CBraMod,4,2,f4,4,0.7602775676092424,3.1854226319037036,5,0.028482755501682666,0.07924555728417323,-0.0026636737398250333
OpenBMI,CBraMod,4,2,f4,5,0.7060448700336688,4.414203124395449,6,0.018386572758361308,0.108628783204422,-0.0011918381366150096
OpenBMI,CBraMod,4,2,f4,6,0.6981581130336888,2.6048977191352423,7,0.0026910589971117505,0.07026885151595917,-0.0009445675829020146
OpenBMI,CBraMod,4,2,f4,7,0.6396938737210937,4.237931818798948,8,-0.023966892171892074,0.04106256602469495,0.0026211757295322934
WBCIC,CBraMod,0,0,f0,0,0.7976519500751839,53.55425881622489,1,-0.21492346091291847,0.19401345332737957,0.0024214375465000547
WBCIC,CBraMod,0,0,f0,1,0.8012026355258667,5.797693945190541,2,-0.013442352105356825,0.01937076534629174,0.000498728183820075
WBCIC,CBraMod,0,0,f0,2,0.8566754434028605,2.456464130673669,3,-0.20506155252605685,0.1002869647351295,0.0011887805667326866
WBCIC,CBraMod,0,0,f0,3,0.6936244941275027,1.5003817720942403,4,0.10405111993614069,0.17071171122215137,0.003801292364068354
WBCIC,CBraMod,0,0,f0,4,0.731105973250883,0.9835992186625098,5,0.06290760739941903,0.16200544315846577,0.0021883143770963943
WBCIC,CBraMod,0,0,f0,5,0.8261577621381244,0.5496466020858555,6,-0.01503645773241069,0.006131541264121991,-0.00016432339504974798
WBCIC,CBraMod,0,0,f0,6,0.7096381317588477,0.4221494728478858,7,-0.06578421179274518,0.04933459084771198,-0.0009401452103032913
WBCIC,CBraMod,0,0,f0,7,0.4730537532721405,0.34201025692291565,8,0.04868746311036265,0.138018135052287,0.0018524467997632962
WBCIC,CBraMod,0,1,f0,0,0.6780013279215213,59.551900071518375,1,-0.01428458586746384,0.09639110621027902,0.002610196433339786
WBCIC,CBraMod,0,1,f0,1,0.807828878598173,5.190846601425718,2,0.08513240691702251,0.054722886426132905,0.0002309826580616815
WBCIC,CBraMod,0,1,f0,2,0.9601608155002637,3.1762717965245097,3,0.14552385637252208,0.05263306080810464,0.0018906783877019055
WBCIC,CBraMod,0,1,f0,3,0.7353668152965228,2.2543304820816825,4,0.021954490364784363,0.0003956512121031645,7.683871622872424e-06
WBCIC,CBraMod,0,1,f0,4,0.8661721761489652,1.4458374400195835,5,0.009086128342493227,0.14880616693836124,0.0033789515788797617
WBCIC,CBraMod,0,1,f0,5,0.7695227021080866,1.1226236429973093,6,0.0802321443965377,0.3258356316599678,0.012933590968265338
WBCIC,CBraMod,0,1,f0,6,0.6690183440213313,1.0439523115861908,7,0.12514072989947267,0.07569469576112646,-0.0014842999851308323
WBCIC,CBraMod,0,1,f0,7,0.7402890037008992,0.5852487108105239,8,0.022939073237697727,0.0017878071936560898,4.955749347460152e-05
WBCIC,CBraMod,0,2,f0,0,0.7633967117948585,74.03178499416244,1,-0.094730011180294,0.04400422498393643,-0.0003735577381530925
WBCIC,CBraMod,0,2,f0,1,0.8856794568880177,12.652275567017334,2,-0.017973587615264686,0.1907657442131778,0.007737767633346907
WBCIC,CBraMod,0,2,f0,2,0.7952702412436905,4.832401710090431,3,-0.011120001631132137,0.41747723651600177,0.027406066371692763
WBCIC,CBraMod,0,2,f0,3,0.6683304320897033,1.1475478872241542,4,-0.014021846953612194,0.36405943822849024,0.023012910542109404
WBCIC,CBraMod,0,2,f0,4,0.8221388676360438,1.034635334670521,5,0.05534714878973879,0.04154923625638471,0.0014029793688525383
WBCIC,CBraMod,0,2,f0,5,0.724090871886798,0.7850859050784599,6,0.2132542470555805,0.01465487228369401,0.0005401402441677207
WBCIC,CBraMod,0,2,f0,6,0.6630921198674248,0.552404831366217,7,0.006827756970127163,0.013733119837933943,0.0005330913380216899
WBCIC,CBraMod,0,2,f0,7,0.5254309002230689,0.40290699677713393,8,0.030665711203474277,0.013853810417276468,-0.00025268927211848633
WBCIC,CBraMod,1,0,f1,0,0.7537128469298854,46.14038010649454,1,0.1068794249314986,0.021179137426889698,-0.0007973331833640103
WBCIC,CBraMod,1,0,f1,1,0.7270537288482727,10.169407695043267,2,-0.36993376791773813,0.20438089178923874,-0.007220509935947643
WBCIC,CBraMod,1,0,f1,2,0.7259848920920338,5.202134104149966,3,-0.22186900518535402,0.13456789242378173,-0.010501469347797847
WBCIC,CBraMod,1,0,f1,3,0.7471375045363257,1.8771541119231379,4,-0.06207498288314883,0.34327351569792275,-0.015799999700337273
WBCIC,CBraMod,1,0,f1,4,0.691417768060409,1.4966373630441345,5,0.0772598243703344,0.021445719443326218,0.0014074341569952093
WBCIC,CBraMod,1,0,f1,5,0.6071332675057022,0.8830775769430033,6,-0.02014057499675359,0.06173019996937659,-0.0037256441991459373
WBCIC,CBraMod,1,0,f1,6,0.6406995985138031,0.6506685201340291,7,-0.036960067228876126,0.004545940406871736,0.0003013347449055306
WBCIC,CBraMod,1,0,f1,7,0.7091968948075886,0.5474186300317219,8,0.011170713257129261,0.01039326119376064,0.0008087538234404978
WBCIC,CBraMod,1,1,f1,0,0.6912449950093641,78.24064381041181,1,-0.20635277427565835,0.08048140062747566,0.002192112199252055
WBCIC,CBraMod,1,1,f1,1,0.5865965642666133,3.993110817425939,2,-0.4776497373180688,0.018675244432829436,-0.0010475649736482915
WBCIC,CBraMod,1,1,f1,2,0.6711073122877788,3.2740083928766013,3,-0.10251231461339172,0.020678258492718683,0.00037161658281096075
WBCIC,CBraMod,1,1,f1,3,0.5340603602799562,1.313142410220873,4,-0.09067872092088503,0.4661950604008232,-0.01942578036080691
WBCIC,CBraMod,1,1,f1,4,0.5213547342261181,1.290616575405358,5,-0.01865319127403331,0.5352137590437596,-0.020723784617996448
WBCIC,CBraMod,1,1,f1,5,0.7085403546769943,0.7522109950905299,6,-0.033157748150522304,0.03571815091004948,0.0015849512188864732
WBCIC,CBraMod,1,1,f1,6,0.6442602850316806,0.6849831885550522,7,-0.053390239412112406,0.010978342510344014,-0.000399657726926731
WBCIC,CBraMod,1,1,f1,7,0.7994550311091075,0.43074448433374546,8,-0.0542985483280205,0.029723413006874973,4.752508049836082e-05
WBCIC,CBraMod,1,2,f1,0,0.7177191214002919,71.5036468589087,1,-0.056542952016122916,0.20245146350050777,0.005841653637000357
WBCIC,CBraMod,1,2,f1,1,0.7324090120946741,7.1292000893164404,2,-0.3682894443627289,0.11937029076239397,-0.006412549653497392
WBCIC,CBraMod,1,2,f1,2,0.6897694718406165,3.5454023270572668,3,-0.23161344944420303,0.9836175307570009,-0.016865741722995244
WBCIC,CBraMod,1,2,f1,3,0.6997341433199761,2.5570354372913418,4,-0.19510954423050753,0.2659252823845799,-0.016476141791159405
WBCIC,CBraMod,1,2,f1,4,0.6721976536112346,1.189905996979165,5,0.008774855207431598,0.03197485289786456,-0.0008093143314015128
WBCIC,CBraMod,1,2,f1,5,0.6277333374294647,1.0652919507186507,6,-0.05880723117935993,0.041905694666563846,-0.0027308025894815756
WBCIC,CBraMod,1,2,f1,6,0.6697493062900243,0.848419855334434,7,0.07668268556754798,0.06743158876567534,-0.004314807156129882
WBCIC,CBraMod,1,2,f1,7,0.7013742758920097,0.6487398845767557,8,-0.09974060486405545,0.020215402772950596,0.0005989446391402325
WBCIC,CBraMod,2,0,f2,0,0.7907663670814135,57.317774177169696,1,-0.4317498950161698,0.007190495941937382,0.00013768888341355107
WBCIC,CBraMod,2,0,f2,1,0.8508310398411619,4.3152618401631475,2,-0.13683482627384724,0.07530782134753802,-0.002910665433314491
WBCIC,CBraMod,2,0,f2,2,0.8655795371768771,2.976761922826551,3,-0.18510498511086904,0.052125617340419705,0.0036978779493909743
WBCIC,CBraMod,2,0,f2,3,0.7341730131621549,0.9795157717080805,4,0.03677800797476838,0.462914318909905,0.005023264985604009
WBCIC,CBraMod,2,0,f2,4,0.7542680819098992,0.7144330978890067,5,0.04445907422223794,0.021814516448651334,-0.00011234803208992919
WBCIC,CBraMod,2,0,f2,5,0.556069735256297,0.5775141335474065,6,-0.02574572261784014,0.3528294306282625,0.006244174273406335
WBCIC,CBraMod,2,0,f2,6,0.5884955205844796,0.3605078802062026,7,-0.011547527342602226,0.04551099378226675,0.001967755345620076
WBCIC,CBraMod,2,0,f2,7,0.6050239791914239,0.3155708140408652,8,0.08503907966239632,0.09624682780475502,-0.001350648317119734
WBCIC,CBraMod,2,1,f2,0,0.6996199837551811,41.553442774720956,1,-0.3633019993601623,0.19702207606135996,0.008409903570282169
WBCIC,CBraMod,2,1,f2,1,0.8272042701259577,2.9936509267671703,2,0.022924204356854938,0.21124222662601094,0.00900116326727326
WBCIC,CBraMod,2,1,f2,2,0.37124278804088306,1.2107393609589487,3,0.010257609306034698,0.6520370254596627,0.05874317881234779
WBCIC,CBraMod,2,1,f2,3,0.6402354619159906,0.5830307503407911,4,0.03747239953172543,0.005499218374067268,-7.546184355032028e-05
WBCIC,CBraMod,2,1,f2,4,0.6748706728086133,0.4266125046996712,5,-0.040006311937484496,0.014473830636833915,0.0006698965961439526
WBCIC,CBraMod,2,1,f2,5,0.47255487279168884,0.3192861328584539,6,-0.029447661405413994,0.04363038237113902,0.00048244576790043044
WBCIC,CBraMod,2,1,f2,6,0.7945811216589774,0.12262890725138557,7,-0.0009375529959609885,0.0034938365216572592,-0.00010538551473833832
WBCIC,CBraMod,2,1,f2,7,0.5126360136665921,0.09465581521077525,8,-0.12832100501028365,0.026332665568135388,0.0006021222988890468
WBCIC,CBraMod,2,2,f2,0,0.7211549112473163,68.57950028329795,1,0.10726261972939666,0.01657002642205382,-0.0001056788357885396
WBCIC,CBraMod,2,2,f2,1,0.7268050576057493,5.618726901324419,2,0.39650824438575016,0.15757236996500992,0.0024415600048345453
WBCIC,CBraMod,2,2,f2,2,0.7507106938495617,2.5338683283661267,3,0.08159303908915594,0.039460448799434625,0.0008637227468791435
WBCIC,CBraMod,2,2,f2,3,0.5495449108932309,1.3591617998910557,4,0.1208222702061228,0.71114224993505,0.04336138330846886
WBCIC,CBraMod,2,2,f2,4,0.7270333607440767,0.8429274133698794,5,0.08943783837406638,0.04375450743100851,-0.00021442161748306613
WBCIC,CBraMod,2,2,f2,5,0.6626528258643883,0.5100054683667802,6,-0.023616434564820876,0.13760959242539317,0.0043179773489165135
WBCIC,CBraMod,2,2,f2,6,0.7838354636267276,0.2955667571155491,7,-0.024147751286255126,0.021151293385840562,-0.0007266005694369619
WBCIC,CBraMod,2,2,f2,7,0.6690875717160965,0.20861532304727523,8,0.05849847689679466,0.13147277641772756,0.0013308848434357358
WBCIC,CBraMod,3,0,f3,0,0.6402177790257988,45.233616940871954,1,-0.014299304176829786,0.11193111662376212,0.0013281377135096802
WBCIC,CBraMod,3,0,f3,1,0.7068662115760129,7.4189116262905515,2,0.06767193571925167,0.01159074672912513,0.00027504724995876923
WBCIC,CBraMod,3,0,f3,2,0.8739476634595605,2.351704971804763,3,-0.041502021779195486,0.009532358965983305,-0.00028724303182434883
WBCIC,CBraMod,3,0,f3,3,0.5972137853838712,1.8935957437973463,4,0.06503634059899976,0.8788484722782088,0.09395046898465227
WBCIC,CBraMod,3,0,f3,4,0.6687057991343537,0.9804916738648862,5,-0.007066696589668187,0.08871728903771467,-0.00097830936967073
WBCIC,CBraMod,3,0,f3,5,0.744183553526642,0.7741834971046602,6,0.041360542064231565,0.030234487985932076,0.001760170261927425
WBCIC,CBraMod,3,0,f3,6,0.8833602035244411,0.5901785047002176,7,-0.040712634212155985,0.001039859615655617,1.6731928651238284e-05
WBCIC,CBraMod,3,0,f3,7,0.7017050105594687,0.4531898854268501,8,0.02347643330169147,0.01303430424155289,3.255639810804406e-05
