dataset,model,fold,seed,run,direction,persistence,geometry_strength,rank,identity,decision,consequence
WBCIC,LaBraM,1,1,f1,5,0.6825510895970636,0.013661771592439465,6,0.002021932359483225,0.009827359966909293,0.00022806369397091874
WBCIC,LaBraM,1,1,f1,6,0.575424154325896,0.012529118609474183,7,-0.03381737643948646,0.004353664422515065,0.00025588257397367846
WBCIC,LaBraM,1,1,f1,7,0.5351824811330671,0.007989863156295244,8,0.004890319974914181,0.021334375510368007,-0.0020236471260229325
WBCIC,LaBraM,1,2,f1,0,0.5048426740559302,0.11985349766011506,1,0.030292300378651715,0.0008786869102870863,0.00016828987890554265
WBCIC,LaBraM,1,2,f1,1,0.5630875928305807,0.006421672617161355,2,0.010856687218498084,0.010960452717568984,-0.0022843745823138153
WBCIC,LaBraM,1,2,f1,2,0.6419491581315376,0.005733007628590546,3,0.017248287102807902,0.0005759492595214154,-8.74755732173147e-05
WBCIC,LaBraM,1,2,f1,3,0.6688865912574584,0.004141923624449258,4,0.040778167012636146,0.03359842372977931,-0.011681899657382781
WBCIC,LaBraM,1,2,f1,4,0.4967216086396748,0.0016424088816205944,5,-0.028905786781941556,0.00011336662345848376,4.829524815383408e-05
WBCIC,LaBraM,1,2,f1,5,0.46228837138456524,0.0009653498755066464,6,-0.004388741629261617,0.02186031634516009,-0.0059637689342872694
WBCIC,LaBraM,1,2,f1,6,0.5328009276848447,0.0007411052103135742,7,-0.009725101418196935,0.24457482144509327,-0.07912584603841476
WBCIC,LaBraM,1,2,f1,7,0.7416767310112694,0.0006678332460086373,8,0.003020243697882563,0.06139406773458219,-0.019708341157224307
WBCIC,LaBraM,2,0,f2,0,0.7154370189231534,3.5826520556299055,1,-0.14545423215192432,0.3065950847305387,0.015516751612377259
WBCIC,LaBraM,2,0,f2,1,0.649973663380054,0.21259839988636411,2,-0.03738215371651976,0.8649275908839864,0.1580752775544703
WBCIC,LaBraM,2,0,f2,2,0.6987957429813385,0.020445315228187943,3,0.09257051397198712,0.0057715689276150875,-8.828490723476547e-05
WBCIC,LaBraM,2,0,f2,3,0.7833891090978079,0.014931169622018773,4,0.07437407343364555,0.00782216425979668,0.0002709579677351163
WBCIC,LaBraM,2,0,f2,4,0.5489340604516909,0.010911370104424336,5,0.06895061978079298,0.0057360509077711225,-5.039534016104527e-05
WBCIC,LaBraM,2,0,f2,5,0.6667553525563306,0.004687608238253405,6,-0.0027194949685389602,0.0014723500352816453,4.822328215315323e-05
WBCIC,LaBraM,2,0,f2,6,0.7706173560107076,0.00420704976895242,7,0.012731626702495946,0.009999613672589017,6.923108372443499e-05
WBCIC,LaBraM,2,0,f2,7,0.7780707430603853,0.0032906831133535444,8,0.07564389440345887,0.00016999712033212398,6.292348022516493e-07
WBCIC,LaBraM,2,1,f2,0,0.7280687835450144,4.399121683651746,1,0.07002400306309253,0.12189315106996794,-0.0029000386129064853
WBCIC,LaBraM,2,1,f2,1,0.6157387625820796,0.14211842837504904,2,0.05052036607339849,1.188027372277965,0.1550624072036529
WBCIC,LaBraM,2,1,f2,2,0.7021293366274041,0.021405964903586854,3,0.24402213714289434,0.0037344886356818524,1.0114672872228384e-05
WBCIC,LaBraM,2,1,f2,3,0.8330503409292678,0.011186956162429686,4,0.015141356404221207,0.00783860411531349,0.0001463269498412762
WBCIC,LaBraM,2,1,f2,4,0.6582603060247006,0.007673370593647766,5,-0.010301670318813572,0.04693285982971042,-3.705440836241076e-05
WBCIC,LaBraM,2,1,f2,5,0.615877022648725,0.005179056448949251,6,0.0377312670980996,0.0020899401161337786,-2.7919858085203283e-05
WBCIC,LaBraM,2,1,f2,6,0.8147172741099874,0.0034992770995998738,7,0.02064677408888127,0.006383444693223766,-0.00020487396870182213
WBCIC,LaBraM,2,1,f2,7,0.8025308079949973,0.002828566376577193,8,0.02033706567846716,0.0027978840450145403,-8.477300685333768e-05
WBCIC,LaBraM,2,2,f2,0,0.7013948378631636,2.5645801358278737,1,0.01750500933009902,0.07461901916732598,7.857698682854741e-05
WBCIC,LaBraM,2,2,f2,1,0.7831935429988345,0.2222303742525276,2,0.1250765695640308,1.340560475673836,0.1597724956159794
WBCIC,LaBraM,2,2,f2,2,0.7228423278438669,0.029075067865935444,3,0.14037535788468247,0.021891189073618422,-0.0007248808659780488
WBCIC,LaBraM,2,2,f2,3,0.7228973775350994,0.010695355127637085,4,0.016116411485647686,0.005475792347545184,-0.00021539714059750013
WBCIC,LaBraM,2,2,f2,4,0.6192873535901287,0.004886646881641031,5,0.04793064317932305,0.0078092857945819966,-0.0005376659353476831
WBCIC,LaBraM,2,2,f2,5,0.7417838498188091,0.0028799492908995372,6,0.005427465897109629,0.0152856808845723,-0.0009503416070844799
WBCIC,LaBraM,2,2,f2,6,0.6704325410368231,0.0025850415855316164,7,-0.02070930062021159,0.0002110348260929956,1.1644566981483326e-05
WBCIC,LaBraM,2,2,f2,7,0.7282505369364823,0.0019742497562546327,8,-0.022483060027724378,0.009318534567388211,-0.0004299775079551355
WBCIC,LaBraM,3,0,f3,0,0.6821075707452637,0.10465487137535848,1,0.01412820718297203,0.0042397053675119235,-0.00029665236906903706
WBCIC,LaBraM,3,0,f3,1,0.7213289848281323,0.019006273258854782,2,0.05075074333066176,0.016158639119875192,-0.0014313579039696455
WBCIC,LaBraM,3,0,f3,2,0.7279834913186215,0.012343834880663576,3,0.033937255676921296,0.045333124132180574,-0.005938130703656756
WBCIC,LaBraM,3,0,f3,3,0.7792186082997071,0.006506062500624419,4,0.021974323009819496,0.005132623629438983,0.0006266003570764394
WBCIC,LaBraM,3,0,f3,4,0.5329435407519333,0.003881572899912885,5,0.007979486454103402,0.01070100102546307,-0.00039521452190917166
WBCIC,LaBraM,3,0,f3,5,0.7632100598850214,0.0033408581512466514,6,-0.007854776867969537,0.2962127217265134,-0.04501608466453365
WBCIC,LaBraM,3,0,f3,6,0.8762971596359959,0.0022295504952319946,7,-0.012541236279270063,0.029323107006146744,-0.006462374780901314
WBCIC,LaBraM,3,0,f3,7,0.586573195871957,0.0017499425878119668,8,0.004958534145396598,0.0038935888663718375,-0.00025987060392477357
WBCIC,LaBraM,3,1,f3,0,0.6752931462851103,3.2434806844754798,1,0.03734105514375119,0.1362734640518067,-0.004020562923337713
WBCIC,LaBraM,3,1,f3,1,0.5907923527542085,0.26676823642086744,2,0.051069533351940644,1.2208856235759542,0.2780245953623095
WBCIC,LaBraM,3,1,f3,2,0.7923477225158331,0.021801315193146563,3,0.04239004567138205,0.030175894774580176,0.0019128072354893384
WBCIC,LaBraM,3,1,f3,3,0.8603321000595773,0.014024150822919228,4,0.06610454930927412,0.0002537840151970505,-2.0282717021754254e-06
WBCIC,LaBraM,3,1,f3,4,0.8248331800262434,0.007518176809496991,5,0.06435506185648698,0.0006358520979998813,-2.7119172779352466e-05
WBCIC,LaBraM,3,1,f3,5,0.7070134840444244,0.005044331661413358,6,0.04250611137530469,0.01974129529528513,0.0006779826973546442
WBCIC,LaBraM,3,1,f3,6,0.7368661774417317,0.003320660073149536,7,0.007404337477726508,0.018573051014810653,-5.5495267560694964e-05
WBCIC,LaBraM,3,1,f3,7,0.7431697697934048,0.0019745757042737232,8,0.004797651397212888,0.0025776940196045824,4.5177570235594846e-05
WBCIC,LaBraM,3,2,f3,0,0.6962999595653468,3.0887244431248164,1,0.029037641908905676,0.057481086676129355,-0.00272050614397478
WBCIC,LaBraM,3,2,f3,1,0.7551289303768902,0.21650287306135949,2,0.05235422940947676,1.151600880533604,0.20967287612796087
WBCIC,LaBraM,3,2,f3,2,0.9243607094446759,0.14542840859694794,3,0.1280548436616955,0.04696599173772123,1.588572266685086e-05
WBCIC,LaBraM,3,2,f3,3,0.6856955429166003,0.0231408203704903,4,0.028172417663367644,0.02475765130644257,6.5064813742193e-05
WBCIC,LaBraM,3,2,f3,4,0.8036417868322284,0.01855872304967062,5,0.07352188615334232,0.002528943294222957,4.0404555930644043e-05
WBCIC,LaBraM,3,2,f3,5,0.7405649852510284,0.006279998396612804,6,0.03311425214841479,0.012889975324891733,0.00032753317135984864
WBCIC,LaBraM,3,2,f3,6,0.6798544555307989,0.004454794998950428,7,0.014316744152708227,0.005800206034979385,0.0002728304726656467
WBCIC,LaBraM,3,2,f3,7,0.5450389874804434,0.002922504498079855,8,0.0005523068451961377,0.00017379188184922848,6.682852142434711e-06
WBCIC,LaBraM,4,0,f4,0,0.7822801944543879,6.116377727942239,1,-0.05681792146619258,0.013965097534797681,-0.00023435979933491012
WBCIC,LaBraM,4,0,f4,1,0.38476977617242064,0.0613088457864587,2,0.06707142706849323,0.7011421173678603,0.04437702337001548
WBCIC,LaBraM,4,0,f4,2,0.601855809925617,0.04463833934184544,3,0.058376838606583936,0.03910200192585576,0.0005770026993421284
WBCIC,LaBraM,4,0,f4,3,0.5410245927963419,0.025683631137049957,4,0.09686959774765525,0.02905757873264664,0.0005528821237099498
WBCIC,LaBraM,4,0,f4,4,0.4736708859556504,0.013149483782630943,5,0.035998604467383344,0.06751515186930378,0.0007550202581942291
WBCIC,LaBraM,4,0,f4,5,0.624931554801585,0.006659262756973372,6,0.017590192322191056,0.001610179565338695,-1.635205691251474e-05
WBCIC,LaBraM,4,0,f4,6,0.5877660432670525,0.004364079151717519,7,0.003514738957951513,0.021155111941870405,0.00028123713404248126
WBCIC,LaBraM,4,0,f4,7,0.636827380596845,0.003975569141611,8,-0.024077100720947375,0.005840081570030691,-2.5669629653432988e-05
WBCIC,LaBraM,4,1,f4,0,0.7951442648364997,2.4934842782537863,1,-0.03459561877131123,0.14591353972202084,-0.009725276816964357
WBCIC,LaBraM,4,1,f4,1,0.4073543888201765,0.07408435846505042,2,0.01490946214966471,0.9135101460182736,0.11620575030061127
WBCIC,LaBraM,4,1,f4,2,0.5531596215006048,0.029391731430844004,3,0.033311832758082804,0.06078943051860316,0.0019292300092252745
WBCIC,LaBraM,4,1,f4,3,0.9112923601872713,0.012132056280137728,4,0.13805569891770197,0.0036626290351519184,5.899791424016621e-05
WBCIC,LaBraM,4,1,f4,4,0.5065600152187046,0.009492505572528155,5,0.012157978547915116,0.004445772780129121,0.00013558092487218302
WBCIC,LaBraM,4,1,f4,5,0.6279986331195303,0.006338919104068203,6,0.012901080180264368,0.0032946625766293353,-9.839620861248061e-05
WBCIC,LaBraM,4,1,f4,6,0.608737725446089,0.003953364519900258,7,0.010011259320998,0.00371223337192122,0.00013930598195378545
WBCIC,LaBraM,4,1,f4,7,0.7489595192989295,0.002553449201721781,8,0.008856739820516157,0.005958395960254155,-1.5627560338734703e-05
WBCIC,LaBraM,4,2,f4,0,0.7425387517383992,4.0666267923568995,1,-0.10115020196770197,0.048402308856412626,-0.00047416343746262395
WBCIC,LaBraM,4,2,f4,1,0.32011306640513254,0.06095002199585987,2,0.02718265379536433,0.850467100989878,0.07605126896808512
WBCIC,LaBraM,4,2,f4,2,0.5710573919000881,0.014416530333687188,3,0.03673738329100129,0.011243947650969664,6.681344248318778e-05
WBCIC,LaBraM,4,2,f4,3,0.5192721977366633,0.007841239547359958,4,0.06298565592797578,0.0236088787098474,0.0007658019716641401
WBCIC,LaBraM,4,2,f4,4,0.7432678616379761,0.005856168345403631,5,0.007232724753519215,0.006333826202990961,0.00011069433529710273
WBCIC,LaBraM,4,2,f4,5,0.7880455829587527,0.002663506289689317,6,-0.012260357568302016,0.008447834673617287,1.6989477291383163e-05
WBCIC,LaBraM,4,2,f4,6,0.6795574041374899,0.0023201324169470046,7,0.06111905658236172,0.02075778348751583,0.00041956390864455475
WBCIC,LaBraM,4,2,f4,7,0.7416882295126241,0.0017952714782554205,8,0.0026720980068741795,0.0024159630453926234,-7.968204698537399e-05
