backbone,config,fold,subject,n_S3_trials,balanced_accuracy,macro_f1,cross_entropy
TeCh,TECH_D64_BASE,3,sub-42,200,0.69,0.6895032051282051,0.625686144671876
TeCh,TECH_D64_BASE,4,sub-7,200,0.655,0.6547842401500938,0.6589674943833411
TeCh,TECH_D64_BASE,4,sub-12,200,0.63,0.6254681647940075,0.6696338969520018
TeCh,TECH_D64_BASE,4,sub-14,200,0.47,0.4522529971062422,0.8083332158997587
TeCh,TECH_D64_BASE,4,sub-17,200,0.55,0.5463252343986289,0.7371390614953808
TeCh,TECH_D64_BASE,4,sub-32,200,0.5,0.4987468671679198,0.7732942028958344
TeCh,TECH_D64_BASE,4,sub-47,200,0.8300000000000001,0.8293857888398234,0.44630314090507217
TeCh,TECH_D64_BASE,4,sub-48,200,0.515,0.5148908504413493,0.7758222417721066
TeCh,TECH_D64_BASE,4,sub-50,200,0.885,0.8849280800500312,0.39980981178188474
TeCh,TECH_D64_JITTER,0,sub-1,200,0.54,0.4165398274987316,0.6929276898102469
TeCh,TECH_D64_JITTER,0,sub-3,200,0.565,0.5170825122810913,0.6924682393869677
TeCh,TECH_D64_JITTER,0,sub-5,200,0.55,0.5054945054945055,0.6927959026077306
TeCh,TECH_D64_JITTER,0,sub-16,200,0.47500000000000003,0.4171685493047653,0.693252162452727
TeCh,TECH_D64_JITTER,0,sub-19,200,0.605,0.572684246112238,0.6923640715961363
TeCh,TECH_D64_JITTER,0,sub-21,200,0.55,0.45361826129188926,0.6928800561369001
TeCh,TECH_D64_JITTER,0,sub-28,200,0.655,0.6547842401500938,0.6917659909294684
TeCh,TECH_D64_JITTER,0,sub-33,200,0.6,0.5404411764705883,0.6925078115586032
TeCh,TECH_D64_JITTER,0,sub-37,200,0.53,0.44047619047619047,0.6930123898763252
TeCh,TECH_D64_JITTER,1,sub-2,200,0.63,0.628178072555522,0.6924600406138458
TeCh,TECH_D64_JITTER,1,sub-11,200,0.5900000000000001,0.5885186672019269,0.6915797531026198
TeCh,TECH_D64_JITTER,1,sub-13,200,0.5349999999999999,0.5235533697072159,0.6929575924399017
TeCh,TECH_D64_JITTER,1,sub-18,200,0.495,0.48562552519671004,0.693271590981004
TeCh,TECH_D64_JITTER,1,sub-27,200,0.5700000000000001,0.5656565656565657,0.6926680246790374
TeCh,TECH_D64_JITTER,1,sub-36,200,0.8049999999999999,0.8032240974797548,0.6917144895146818
TeCh,TECH_D64_JITTER,1,sub-44,200,0.61,0.609375,0.6923046926949681
TeCh,TECH_D64_JITTER,1,sub-45,200,0.775,0.7749493636068115,0.6913812132543491
TeCh,TECH_D64_JITTER,2,sub-9,200,0.555,0.5024458420684835,0.692782354863968
TeCh,TECH_D64_JITTER,2,sub-22,200,0.52,0.47916666666666663,0.6931546376652542
TeCh,TECH_D64_JITTER,2,sub-25,200,0.795,0.7922525398393758,0.6913410807136313
TeCh,TECH_D64_JITTER,2,sub-26,200,0.585,0.5772962236765042,0.6920330511528852
TeCh,TECH_D64_JITTER,2,sub-29,200,0.55,0.52,0.6924982148925176
TeCh,TECH_D64_JITTER,2,sub-34,200,0.49,0.43956043956043955,0.6931259797556777
TeCh,TECH_D64_JITTER,2,sub-35,200,0.64,0.6017258546299369,0.6924835317992932
TeCh,TECH_D64_JITTER,2,sub-49,200,0.625,0.6085492836451891,0.6922735774284905
TeCh,TECH_D64_JITTER,3,sub-6,200,0.605,0.596516764983784,0.6913551374226874
TeCh,TECH_D64_JITTER,3,sub-23,200,0.6000000000000001,0.5980303487086724,0.692671704630892
TeCh,TECH_D64_JITTER,3,sub-24,195,0.7118055555555556,0.711111111111111,0.6918499276238572
TeCh,TECH_D64_JITTER,3,sub-30,200,0.81,0.806201550387597,0.6900591231794251
TeCh,TECH_D64_JITTER,3,sub-31,200,0.44,0.4372424881921415,0.6939137781961905
TeCh,TECH_D64_JITTER,3,sub-38,200,0.54,0.5118845500848896,0.692956807793257
TeCh,TECH_D64_JITTER,3,sub-41,200,0.5249999999999999,0.5117062013312431,0.692624414052577
TeCh,TECH_D64_JITTER,3,sub-42,200,0.58,0.5738636363636364,0.6927420972915094
TeCh,TECH_D64_JITTER,4,sub-7,200,0.5900000000000001,0.5691467002942412,0.6921231922172733
TeCh,TECH_D64_JITTER,4,sub-12,200,0.505,0.38277377723744505,0.6930689641944932
TeCh,TECH_D64_JITTER,4,sub-14,200,0.47000000000000003,0.3497730339835603,0.6933850631467063
TeCh,TECH_D64_JITTER,4,sub-17,200,0.465,0.41012707075718735,0.6934293790069819
TeCh,TECH_D64_JITTER,4,sub-32,200,0.505,0.4078770298154849,0.6933135182227668
TeCh,TECH_D64_JITTER,4,sub-47,200,0.5549999999999999,0.4624143034037027,0.6924101155655095
TeCh,TECH_D64_JITTER,4,sub-48,200,0.51,0.4415954415954416,0.6928312815018187
TeCh,TECH_D64_JITTER,4,sub-50,200,0.51,0.3710691823899371,0.6926094530616773
TeCh,TECH_D128_BASE,0,sub-1,200,0.72,0.7181964573268921,0.6356772638876844
TeCh,TECH_D128_BASE,0,sub-3,200,0.635,0.634771732332708,0.6700193045816792
TeCh,TECH_D128_BASE,0,sub-5,200,0.5900000000000001,0.5893429487179487,0.6944573816477054
TeCh,TECH_D128_BASE,0,sub-16,200,0.485,0.48498712467811694,0.7365421632763808
TeCh,TECH_D128_BASE,0,sub-19,200,0.775,0.7749493636068115,0.5574057515216012
TeCh,TECH_D128_BASE,0,sub-21,200,0.6699999999999999,0.6694711538461539,0.6206181658139152
TeCh,TECH_D128_BASE,0,sub-28,200,0.635,0.6301081806896203,0.6782573325979024
TeCh,TECH_D128_BASE,0,sub-33,200,0.755,0.7546995068959474,0.576800229262506
TeCh,TECH_D128_BASE,0,sub-37,200,0.61,0.5969408846630839,0.6664514710873801
TeCh,TECH_D128_BASE,1,sub-2,200,0.65,0.6498599439775911,0.6110230129451037
TeCh,TECH_D128_BASE,1,sub-11,200,0.6499999999999999,0.6482765551200884,0.6483748725490546
TeCh,TECH_D128_BASE,1,sub-13,200,0.5800000000000001,0.5765702187720536,0.674932198686916
TeCh,TECH_D128_BASE,1,sub-18,200,0.49,0.4897959183673469,0.730419036201465
TeCh,TECH_D128_BASE,1,sub-27,200,0.6,0.5999599959995999,0.6579582764476593
TeCh,TECH_D128_BASE,1,sub-36,200,0.905,0.9049976249406235,0.4213691034688547
TeCh,TECH_D128_BASE,1,sub-44,200,0.69,0.6899689968996899,0.6148536455746898
TeCh,TECH_D128_BASE,1,sub-45,200,0.81,0.8098288459613652,0.46641390698886
TeCh,TECH_D128_BASE,2,sub-9,200,0.635,0.634771732332708,0.6780969420699843
TeCh,TECH_D128_BASE,2,sub-22,200,0.47,0.469150641025641,0.7257249483454865
TeCh,TECH_D128_BASE,2,sub-25,200,0.825,0.8248905565978737,0.5518848780463421
TeCh,TECH_D128_BASE,2,sub-26,200,0.625,0.6245400615754299,0.7031437753931915
TeCh,TECH_D128_BASE,2,sub-29,200,0.585,0.5832391855589867,0.6967283754223866
TeCh,TECH_D128_BASE,2,sub-34,200,0.47000000000000003,0.467390212038991,0.7033715477611762
TeCh,TECH_D128_BASE,2,sub-35,200,0.81,0.8080808080808081,0.6108344500975401
TeCh,TECH_D128_BASE,2,sub-49,200,0.605,0.6021253556948956,0.6757748685509247
TeCh,TECH_D128_BASE,3,sub-6,200,0.7050000000000001,0.7037483367226531,0.581394179255969
TeCh,TECH_D128_BASE,3,sub-23,200,0.805,0.804995124878122,0.5352544294667233
TeCh,TECH_D128_BASE,3,sub-24,195,0.7536300505050505,0.7536842105263157,0.5197125464569939
TeCh,TECH_D128_BASE,3,sub-30,200,0.72,0.716570503087357,0.5481295646413609
TeCh,TECH_D128_BASE,3,sub-31,200,0.455,0.4533463727776524,0.7990168831897708
TeCh,TECH_D128_BASE,3,sub-38,200,0.535,0.5124636313595974,0.7025153973650688
TeCh,TECH_D128_BASE,3,sub-41,200,0.6699999999999999,0.6697027324592133,0.6107142344992995
TeCh,TECH_D128_BASE,3,sub-42,200,0.645,0.6445645916247403,0.6362007031933925
TeCh,TECH_D128_BASE,4,sub-7,200,0.575,0.556355854797881,0.6901454894952432
TeCh,TECH_D128_BASE,4,sub-12,200,0.54,0.46236559139784944,0.692729669984663
TeCh,TECH_D128_BASE,4,sub-14,200,0.46499999999999997,0.36609496726798785,0.6938582737156241
TeCh,TECH_D128_BASE,4,sub-17,200,0.44999999999999996,0.43555008210180624,0.6942311733706947
TeCh,TECH_D128_BASE,4,sub-32,200,0.495,0.4221802683143111,0.693647854365841
TeCh,TECH_D128_BASE,4,sub-47,200,0.59,0.5249681381068243,0.6909214600790926
TeCh,TECH_D128_BASE,4,sub-48,200,0.515,0.47212320753176784,0.691806943685024
TeCh,TECH_D128_BASE,4,sub-50,200,0.53,0.4233836339099497,0.6916374542437012
